date_obj,Dragon%20full%20helm%20ornament%20kit price
2019-03-28,19544
2019-03-29,19260
2019-03-30,19260
2019-03-31,19260
2019-04-01,19166
2019-04-02,19166
2019-04-03,18728
2019-04-04,18728
2019-04-05,18270
2019-04-06,18270
2019-04-07,18270
2019-04-08,17466
2019-04-09,17466
2019-04-10,16679
2019-04-11,16679
2019-04-12,15859
2019-04-13,15859
2019-04-14,15476
2019-04-15,15476
2019-04-16,15381
2019-04-17,15381
2019-04-18,15531
2019-04-19,15531
2019-04-20,15985
2019-04-21,15985
2019-04-22,16343
2019-04-23,16343
2019-04-24,16827
2019-04-25,16827
2019-04-26,17335
2019-04-27,17335
2019-04-28,17777
2019-04-29,17777
2019-04-30,18367
2019-05-01,18367
2019-05-02,18367
2019-05-03,18822
2019-05-04,18822
2019-05-05,19732
2019-05-06,19732
2019-05-07,19732
2019-05-08,20343
2019-05-09,20343
2019-05-10,20343
2019-05-11,20234
2019-05-12,20234
2019-05-13,19372
2019-05-14,19372
2019-05-15,18481
2019-05-16,18481
2019-05-17,17661
2019-05-18,16851
2019-05-19,16851
2019-05-20,16107
2019-05-21,16107
2019-05-22,15375
2019-05-23,14712
2019-05-24,14038
2019-05-25,13427
2019-05-26,13427
2019-05-27,12755
2019-05-28,12755
2019-05-29,12152
2019-05-30,12152
2019-05-31,11644
2019-06-01,11644
2019-06-02,11111
2019-06-03,11111
2019-06-04,10571
2019-06-05,10571
2019-06-06,10135
2019-06-07,10135
2019-06-08,10245
2019-06-09,10245
2019-06-10,10245
2019-06-11,10605
2019-06-12,10605
2019-06-13,10605
2019-06-14,10659
2019-06-15,10659
2019-06-16,10887
2019-06-17,10887
2019-06-18,10887
2019-06-19,11169
2019-06-20,11169
2019-06-21,11169
2019-06-22,11514
2019-06-23,11514
2019-06-24,11560
2019-06-25,11560
2019-06-26,11560
2019-06-27,11864
2019-06-28,11864
2019-06-29,11920
2019-06-30,11920
2019-07-01,11778
2019-07-02,11600
2019-07-03,11600
2019-07-04,11941
2019-07-05,11941
2019-07-06,11937
2019-07-07,11937
2019-07-08,11937
2019-07-09,11937
2019-07-10,12018
2019-07-11,12018
2019-07-12,12090
2019-07-13,12090
2019-07-14,11651
2019-07-15,11651
2019-07-16,11651
2019-07-17,11104
2019-07-18,11104
2019-07-19,10642
2019-07-20,10642
2019-07-21,10294
2019-07-22,10294
2019-07-23,10589
2019-07-24,10589
2019-07-25,10589
2019-07-26,10375
2019-07-27,10375
2019-07-28,10375
2019-07-29,10210
2019-07-30,10210
2019-07-31,10210
2019-08-01,10210
2019-08-02,10210
2019-08-03,10117
2019-08-04,10117
2019-08-05,10249
2019-08-06,10249
2019-08-07,10210
2019-08-08,10210
2019-08-09,10210
2019-08-10,9888
2019-08-11,9888
2019-08-12,9888
2019-08-13,10127
2019-08-14,10127
2019-08-15,10325
2019-08-16,10325
2019-08-17,10123
2019-08-18,10123
2019-08-19,9703
2019-08-20,9703
2019-08-21,9703
2019-08-22,9856
2019-08-23,9856
2019-08-24,10207
2019-08-24,10207
2019-08-25,10207
2019-08-25,10207
2019-08-26,10207
2019-08-27,10474
2019-08-27,10474
2019-08-28,10474
2019-08-29,10751
2019-08-30,10751
2019-08-31,10751
2019-09-01,11098
2019-09-02,11098
2019-09-03,11456
2019-09-04,11456
2019-09-05,11456
2019-09-06,11764
2019-09-07,11764
2019-09-08,11691
2019-09-09,11691
2019-09-10,11691
2019-09-11,11375
2019-09-12,11375
2019-09-13,11375
2019-09-14,11443
2019-09-15,11443
2019-09-16,11548
2019-09-17,11548
2019-09-18,11548
2019-09-19,12027
2019-09-20,12027
2019-09-21,12380
2019-09-22,12380
2019-09-23,12874
2019-09-24,12874
2019-09-25,12874
2019-09-26,13430
2019-09-27,13430
2019-09-28,13430
2019-09-29,14094
2019-09-30,14094
2019-10-01,14405
2019-10-02,14405
2019-10-03,14405
2019-10-04,14879
2019-10-05,14879
2019-10-06,14884
2019-10-07,14884
2019-10-08,14884
2019-10-09,15510
2019-10-10,15510
2019-10-11,15510
2019-10-12,15767
2019-10-13,15767
2019-10-14,15603
2019-10-15,15603
2019-10-16,15603
2019-10-17,14870
2019-10-18,14870
2019-10-19,14795
2019-10-20,14795
2019-10-21,14795
2019-10-22,14776
2019-10-23,14776
2019-10-24,14690
2019-10-25,14690
2019-10-26,15019
2019-10-27,15019
2019-10-28,15019
2019-10-29,15346
2019-10-30,15346
2019-10-31,15346
2019-11-01,15477
2019-11-02,15477
2019-11-03,15477
2019-11-04,15744
2019-11-05,15744
2019-11-06,15744
2019-11-07,15392
2019-11-08,15392
2019-11-09,14823
2019-11-10,14823
2019-11-11,14384
2019-11-12,14384
2019-11-13,14384
2019-11-14,14384
2019-11-15,13803
2019-11-16,13803
2019-11-17,13803
2019-11-18,13763
2019-11-19,13763
2019-11-20,13763
2019-11-21,13763
2019-11-22,13574
2019-11-23,13574
2019-11-24,13574
2019-11-25,13155
2019-11-26,13155
2019-11-27,13155
2019-11-28,12788
2019-11-29,12788
2019-11-30,12788
2019-12-01,12507
2019-12-02,12507
2019-12-03,12507
2019-12-04,11990
2019-12-05,11990
2019-12-06,11990
2019-12-07,11453
2019-12-08,11453
2019-12-09,11453
2019-12-10,10908
2019-12-11,10908
2019-12-12,10908
2019-12-13,10367
2019-12-14,10367
2019-12-15,10010
2019-12-16,10010
2019-12-17,10010
2019-12-18,9674
2019-12-19,9674
2019-12-20,9674
2019-12-21,9764
2019-12-22,9764
2019-12-23,9764
2019-12-24,10154
2019-12-25,10154
2019-12-26,10154
2019-12-27,10486
2019-12-28,10486
2019-12-29,10486
2019-12-30,10705
2019-12-31,10705
2020-01-01,10705
2020-01-02,10927
2020-01-03,10927
2020-01-04,10927
2020-01-05,10615
2020-01-06,10615
2020-01-07,10615
2020-01-08,10784
2020-01-09,10784
2020-01-10,10477
2020-01-11,10477
2020-01-12,10238
2020-01-13,10238
2020-01-14,10238
2020-01-15,9820
2020-01-16,9820
2020-01-17,9820
2020-01-18,9500
2020-01-19,9500
2020-01-20,9500
2020-01-21,9171
2020-01-22,9171
2020-01-23,9171
2020-01-24,8982
2020-01-25,8982
2020-01-26,8839
2020-01-27,8839
2020-01-28,8839
2020-01-29,8625
2020-01-30,8625
2020-01-31,8625
2020-02-01,8558
2020-02-02,8558
2020-02-03,8851
2020-02-04,8851
2020-02-05,8851
2020-02-06,9290
2020-02-07,9290
2020-02-08,9290
2020-02-09,9755
2020-02-10,9755
2020-02-11,9998
2020-02-12,9998
2020-02-13,9998
2020-02-14,9987
2020-02-15,9987
2020-02-16,9987
2020-02-17,9668
2020-02-18,9668
2020-02-19,9668
2020-02-20,9342
2020-02-21,9342
2020-02-22,9042
2020-02-23,9042
2020-02-24,8790
2020-02-25,8790
2020-02-26,8407
2020-02-27,8407
2020-02-28,8577
2020-02-29,8577
2020-03-01,8635
2020-03-02,8635
2020-03-03,8908
2020-03-04,8908
2020-03-05,8908
2020-03-06,9237
2020-03-07,9237
2020-03-08,9237
2020-03-09,9233
2020-03-10,9233
2020-03-11,9023
2020-03-12,9023
2020-03-13,8753
2020-03-14,8753
2020-03-15,8613
2020-03-16,8613
2020-03-17,8613
2020-03-18,8204
2020-03-19,8204
2020-03-20,7793
2020-03-21,7793
2020-03-22,7403
2020-03-23,7403
2020-03-24,7233
2020-03-25,7233
2020-03-26,7188
2020-03-27,7188
2020-03-28,7197
2020-03-29,7128
2020-03-30,7128
2020-03-31,7191
2020-04-01,7191
2020-04-02,7055
2020-04-03,7055
2020-04-04,6814
2020-04-05,6814
2020-04-06,6711
2020-04-07,6711
2020-04-08,6383
2020-04-09,6383
2020-04-10,6383
2020-04-11,6186
2020-04-12,6186
2020-04-13,6101
2020-04-14,6101
2020-04-15,6092
2020-04-16,6092
2020-04-17,6140
2020-04-18,6140
2020-04-19,6164
2020-04-20,6164
2020-04-21,5981
2020-04-22,6092
2020-04-23,6092
2020-04-24,5945
2020-04-25,5945
2020-04-26,5984
2020-04-27,5984
2020-04-28,5995
2020-04-29,5995
2020-04-30,5979
2020-05-01,5979
2020-05-02,6234
2020-05-03,6234
2020-05-04,6463
2020-05-05,6463
2020-05-06,6685
2020-05-07,6685
2020-05-08,6525
2020-05-09,6525
2020-05-10,6295
2020-05-11,6295
2020-05-12,6295
2020-05-13,6058
