date_obj,Adamant%20kiteshield%20(t) price
2015-11-01,5742
2015-11-02,5742
2015-11-03,5742
2015-11-04,5742
2015-11-05,5742
2015-11-06,5663
2015-11-07,5663
2015-11-08,5663
2015-11-09,5663
2015-11-10,5663
2015-11-11,5597
2015-11-12,5597
2015-11-13,5597
2015-11-14,5597
2015-11-15,5597
2015-11-16,5627
2015-11-17,5627
2015-11-18,5627
2015-11-19,5627
2015-11-20,5750
2015-11-21,5750
2015-11-22,5750
2015-11-23,5750
2015-11-24,5750
2015-11-25,5834
2015-11-26,5834
2015-11-27,5834
2015-11-28,5834
2015-11-29,5853
2015-11-30,5853
2015-12-01,5853
2015-12-02,5853
2015-12-03,5840
2015-12-04,5840
2015-12-05,5840
2015-12-06,5840
2015-12-07,5840
2015-12-08,5885
2015-12-09,5885
2015-12-10,5885
2015-12-11,5885
2015-12-12,5971
2015-12-13,5971
2015-12-14,5971
2015-12-15,5971
2015-12-16,6192
2015-12-17,6192
2015-12-18,6192
2015-12-19,6192
2015-12-20,6192
2015-12-21,6414
2015-12-22,6414
2015-12-23,6414
2015-12-24,6414
2015-12-25,6414
2015-12-26,6327
2015-12-27,6327
2015-12-28,6327
2015-12-29,6327
2015-12-30,6233
2015-12-31,6233
2016-01-01,6233
2016-01-02,6233
2016-01-03,6305
2016-01-04,6305
2016-01-05,6305
2016-01-06,6305
2016-01-07,6144
2016-01-08,6144
2016-01-09,6144
2016-01-10,6144
2016-01-11,6119
2016-01-12,6119
2016-01-13,6119
2016-01-14,6119
2016-01-15,6222
2016-01-16,6222
2016-01-17,6222
2016-01-18,6222
2016-01-19,6298
2016-01-20,6298
2016-01-21,6298
2016-01-22,6034
2016-01-23,6034
2016-01-24,6034
2016-01-25,6034
2016-01-26,5947
2016-01-27,5947
2016-01-28,5947
2016-01-29,5947
2016-01-30,5859
2016-01-31,5859
2016-02-01,5859
2016-02-02,5952
2016-02-03,5952
2016-02-04,5952
2016-02-05,5952
2016-02-06,6108
2016-02-07,6108
2016-02-08,6108
2016-02-09,6108
2016-02-10,6050
2016-02-11,6050
2016-02-12,6050
2016-02-13,6050
2016-02-14,6050
2016-02-15,6228
2016-02-16,6228
2016-02-17,6228
2016-02-18,6228
2016-02-19,6289
2016-02-20,6289
2016-02-21,6289
2016-02-22,6289
2016-02-23,6353
2016-02-24,6353
2016-02-25,6353
2016-02-26,6353
2016-02-27,6491
2016-02-28,6491
2016-02-29,6491
2016-03-01,6491
2016-03-02,6676
2016-03-03,6676
2016-03-04,6676
2016-03-05,6676
2016-03-06,6823
2016-03-07,6823
2016-03-08,6823
2016-03-09,6823
2016-03-10,6817
2016-03-11,6817
2016-03-12,6817
2016-03-13,6817
2016-03-14,6912
2016-03-15,6912
2016-03-16,6912
2016-03-17,6912
2016-03-18,7175
2016-03-19,7175
2016-03-20,7175
2016-03-21,7175
2016-03-22,7303
2016-03-23,7303
2016-03-24,7303
2016-03-25,7303
2016-03-26,7321
2016-03-27,7321
2016-03-28,7321
2016-03-29,7351
2016-03-30,7351
2016-03-31,7351
2016-04-01,7351
2016-04-02,7351
2016-04-03,7276
2016-04-04,7276
2016-04-05,7276
2016-04-06,7153
2016-04-07,7153
2016-04-08,7153
2016-04-09,6857
2016-04-10,6857
2016-04-11,6857
2016-04-12,6857
2016-04-13,6610
2016-04-14,6610
2016-04-15,6610
2016-04-16,6434
2016-04-17,6434
2016-04-18,6434
2016-04-19,6464
2016-04-20,6464
2016-04-21,6464
2016-04-22,6464
2016-04-23,6288
2016-04-24,6288
2016-04-25,6288
2016-04-26,6195
2016-04-27,6195
2016-04-28,6195
2016-04-29,6166
2016-04-30,6166
2016-05-01,6166
2016-05-02,6061
2016-05-03,6061
2016-05-04,6061
2016-05-05,5950
2016-05-06,5950
2016-05-07,5950
2016-05-08,5950
2016-05-09,5731
2016-05-10,5731
2016-05-11,5731
2016-05-12,5460
2016-05-13,5460
2016-05-14,5204
2016-05-15,5204
2016-05-16,5204
2016-05-17,4957
2016-05-18,4957
2016-05-19,4957
2016-05-21,4954
2016-05-22,4954
2016-05-23,4954
2016-05-24,5076
2016-05-25,5076
2016-05-26,5076
2016-05-27,5042
2016-05-28,5042
2016-05-29,5042
2016-05-30,5042
2016-05-31,4933
2016-06-01,4933
2016-06-02,4933
2016-06-03,4933
2016-06-04,4886
2016-06-05,4886
2016-06-06,4886
2016-06-07,4886
2016-06-08,4889
2016-06-09,4889
2016-06-10,4889
2016-06-11,4987
2016-06-12,4987
2016-06-13,4987
2016-06-14,4970
2016-06-15,4970
2016-06-16,4970
2016-06-17,4907
2016-06-18,4907
2016-06-19,4907
2016-06-20,4907
2016-06-21,4919
2016-06-22,4919
2016-06-23,4919
2016-06-24,4849
2016-06-25,4849
2016-06-26,4849
2016-06-27,4849
2016-06-28,4968
2016-06-29,4968
2016-06-30,4968
2016-07-01,4975
2016-07-02,4975
2016-07-03,4975
2016-07-04,4913
2016-07-05,4913
2016-07-06,4913
2016-07-07,4884
2016-07-08,4884
2016-07-09,4884
2016-07-10,4792
2016-07-11,4792
2016-07-12,4792
2016-07-13,4828
2016-07-14,4828
2016-07-15,4828
2016-07-16,4952
2016-07-17,4952
2016-07-18,4952
2016-07-23,5188
2016-07-24,5386
2016-07-25,5386
2016-07-26,5386
2016-07-27,5386
2016-07-28,5517
2016-07-29,5517
2016-07-30,5517
2016-07-31,5635
2016-08-01,5635
2016-08-02,5635
2016-08-03,5635
2016-08-04,5635
2016-08-05,5605
2016-08-06,5605
2016-08-07,5605
2016-08-08,5605
2016-08-09,5683
2016-08-10,5683
2016-08-11,5683
2016-08-12,5683
2016-08-13,5683
2016-08-14,5609
2016-08-15,5609
2016-08-16,5609
2016-08-17,5609
2016-08-18,5609
2016-08-19,5515
2016-08-20,5515
2016-08-21,5515
2016-08-22,5515
2016-08-23,5673
2016-08-24,5673
2016-08-25,5673
2016-08-26,5673
2016-08-28,5897
2016-08-31,5897
2016-09-01,5897
2016-09-02,6048
2016-09-03,6048
2016-09-04,6048
2016-09-05,6048
2016-09-06,5923
2016-09-07,5923
2016-09-08,5923
2016-09-09,5923
2016-09-10,5923
2016-09-11,5923
2016-09-12,5896
2016-09-13,5896
2016-09-14,5896
2016-09-15,5896
2016-09-16,5896
2016-09-17,5813
2016-09-18,5813
2016-09-19,5813
2016-09-20,5813
2016-09-21,5813
2016-09-22,6063
2016-09-23,6063
2016-09-24,6063
2016-09-25,6063
2016-09-26,6063
2016-09-27,6063
2016-09-28,6287
2016-09-29,6287
2016-09-30,6287
2016-10-01,6287
2016-10-02,6287
2016-10-03,6287
2016-10-04,6365
2016-10-05,6365
2016-10-06,6365
2016-10-07,6365
2016-10-08,6365
2016-10-09,6463
2016-10-10,6463
2016-10-11,6463
2016-10-12,6463
2016-10-13,6463
2016-10-14,6463
2016-10-15,6672
2016-10-16,6672
2016-10-17,6672
2016-10-18,6672
2016-10-19,6672
2016-10-20,6691
2016-10-21,6691
2016-10-22,6691
2016-10-23,6691
2016-10-24,6787
2016-10-25,6787
2016-10-26,6787
2016-10-27,6787
2016-10-28,6787
2016-10-29,6850
2016-10-30,6850
2016-10-31,6850
2016-11-01,6850
2016-11-02,6850
2016-11-03,6973
2016-11-04,6973
2016-11-05,6973
2016-11-06,6973
2016-11-07,7021
2016-11-08,7021
2016-11-09,7021
2016-11-10,7021
2016-11-11,7021
2016-11-12,7167
2016-11-13,7167
2016-11-14,7167
2016-11-15,7167
2016-12-07,7147
2016-12-08,7245
2016-12-09,7245
2016-12-10,7245
2016-12-11,7245
2016-12-12,7134
2016-12-13,7134
2016-12-14,7134
2016-12-15,7134
2016-12-16,7134
2016-12-17,6949
2016-12-18,6949
2016-12-19,6949
2016-12-20,6949
2016-12-21,6641
2016-12-22,6641
2016-12-23,6641
2016-12-24,6338
2016-12-25,6338
2016-12-26,6338
2016-12-27,6213
2016-12-28,6213
2016-12-29,6213
2016-12-30,6213
2016-12-31,6331
2017-01-01,6331
2017-01-02,6331
2017-01-03,6331
2017-01-04,6270
2017-01-05,6270
2017-01-06,6270
2017-01-07,6052
2017-01-08,6052
2017-01-09,6052
2017-01-10,5983
2017-01-11,5983
2017-01-12,5983
2017-01-13,5706
2017-01-14,5706
2017-01-15,5706
2017-01-16,5841
2017-01-17,5841
2017-01-18,5841
2017-01-19,5987
2017-01-20,5987
2017-01-21,5987
2017-01-22,5930
2017-01-23,5930
2017-01-27,5633
2017-01-28,5370
2017-01-29,5370
2017-01-30,5370
2017-01-31,5235
2017-02-01,5235
2017-02-02,5124
2017-02-03,5124
2017-02-04,5124
2017-02-05,5072
2017-02-06,5072
2017-02-07,5072
2017-02-08,4957
2017-02-09,4957
2017-02-10,4957
2017-02-11,5029
2017-02-12,5029
2017-02-13,5029
2017-02-14,4943
2017-02-15,4943
2017-02-16,4943
2017-02-17,4943
2017-02-18,5051
2017-02-19,5051
2017-02-20,5051
2017-02-21,5284
2017-02-22,5284
2017-02-23,5284
2017-02-24,5284
2017-02-25,5232
2017-02-26,5232
2017-02-27,5232
2017-02-28,5089
2017-03-01,5089
2017-03-02,5089
2017-03-03,4877
2017-03-04,4877
2017-03-05,4877
2017-03-06,4785
2017-03-07,4785
2017-03-08,4785
2017-03-09,4785
2017-03-10,4722
2017-03-11,4722
2017-03-12,4722
2017-03-13,4626
2017-03-14,4626
2017-03-15,4626
2017-03-16,4833
2017-03-17,4833
2017-03-18,4833
2017-03-19,4940
2017-03-20,4940
2017-03-21,4940
2017-03-22,5149
2017-03-23,5149
2017-03-24,5149
2017-03-25,5333
2017-03-26,5333
2017-03-27,5333
2017-03-28,5479
2017-03-29,5479
2017-03-30,5479
2017-03-31,5286
2017-04-01,5286
2017-04-02,5286
2017-04-03,5062
2017-04-04,5062
2017-04-05,5062
2017-04-12,4654
2017-04-13,4654
2017-04-14,4654
2017-04-15,4654
2017-04-16,4637
2017-04-17,4637
2017-04-18,4637
2017-04-19,4626
2017-04-20,4626
2017-04-21,4626
2017-04-22,4655
2017-04-23,4655
2017-04-24,4655
2017-04-25,4659
2017-04-26,4659
2017-04-27,4659
2017-04-28,4659
2017-04-29,4697
2017-04-30,4697
2017-05-01,4697
2017-05-02,4697
2017-05-03,4743
2017-05-04,4743
2017-05-05,4743
2017-05-06,4743
2017-05-07,4627
2017-05-08,4627
2017-05-09,4627
2017-05-10,4417
2017-05-11,4417
2017-05-12,4417
2017-05-13,4514
2017-05-14,4514
2017-05-15,4514
2017-05-16,4514
2017-05-17,4627
2017-05-18,4627
2017-05-19,4627
2017-05-20,4504
2017-05-21,4504
2017-05-22,4504
2017-05-23,4504
2017-05-24,4336
2017-05-25,4336
2017-05-26,4336
2017-05-27,4336
2017-05-28,4296
2017-05-29,4296
2017-05-30,4296
2017-05-31,4296
2017-06-01,4112
2017-06-02,4112
2017-06-03,4112
2017-06-04,3906
2017-06-05,3906
2017-06-06,3733
2017-06-07,3733
2017-06-08,3733
2017-06-09,3715
2017-06-10,3715
2017-06-11,3717
2017-06-12,3717
2017-06-13,3717
2017-06-14,3805
2017-06-15,3805
2017-06-16,3805
2017-06-17,3943
2017-06-18,3943
2017-06-19,3943
2017-06-20,3883
2017-06-21,3883
2017-06-22,3883
2017-06-23,3883
2017-06-24,4031
2017-06-25,4031
2017-06-26,4031
2017-06-27,3968
2017-06-28,3968
2017-06-29,3968
2017-06-30,3895
2017-07-01,3895
2017-07-02,3895
2017-07-03,3895
2017-07-04,3929
2017-07-05,3929
2017-07-06,3929
2017-07-07,3929
2017-07-08,3895
2017-07-09,3895
2017-07-13,3910
2017-07-14,4005
2017-07-15,4005
2017-07-16,4005
2017-07-17,3970
2017-07-18,3970
2017-07-19,3970
2017-07-20,4122
2017-07-21,4122
2017-07-22,4122
2017-07-23,4135
2017-07-24,4135
2017-07-25,4135
2017-07-26,4186
2017-07-27,4186
2017-07-28,4186
2017-07-29,4254
2017-07-30,4254
2017-07-31,4254
2017-08-01,4266
2017-08-02,4266
2017-08-03,4266
2017-08-04,4174
2017-08-05,4174
2017-08-06,4104
2017-08-07,4104
2017-08-08,4104
2017-08-09,4063
2017-08-10,4063
2017-08-11,4054
2017-08-12,4054
2017-08-13,4054
2017-08-14,4068
2017-08-15,4068
2017-08-16,4068
2017-08-17,3978
2017-08-18,3978
2017-08-19,3978
2017-08-20,4008
2017-08-21,4008
2017-08-22,4008
2017-08-23,4034
2017-08-24,4034
2017-08-25,4034
2017-08-26,4060
2017-08-27,4060
2017-08-28,4060
2017-08-29,4060
2017-08-30,4179
2017-08-31,4179
2017-09-01,4179
2017-09-02,4202
2017-09-03,4202
2017-09-04,4202
2017-09-05,4127
2017-09-06,4127
2017-09-07,4127
2017-09-08,4127
2017-09-09,4179
2017-09-10,4179
2017-09-11,4179
2017-09-12,4179
2017-09-13,4386
2017-09-14,4386
2017-09-15,4386
2017-09-16,4386
2017-09-17,4482
2017-09-18,4482
2017-09-19,4482
2017-09-20,4616
2017-09-21,4616
2017-09-22,4616
2017-09-23,4616
2017-09-24,4695
2017-09-25,4695
2017-09-26,4695
2017-09-27,4829
2017-09-28,4829
2017-09-29,4829
2017-09-30,4930
2017-10-01,4930
2017-10-02,4930
2017-10-03,5040
2017-10-04,5040
2017-10-05,5040
2017-10-06,5265
2017-10-07,5265
2017-10-08,5265
2017-10-09,5488
2017-10-10,5488
2017-10-11,5488
2017-10-12,5726
2017-10-13,5726
2017-10-14,5726
2017-10-15,5726
2017-10-16,5982
2017-10-17,5982
2017-10-18,5982
2017-10-19,5982
2017-10-20,6194
2017-10-21,6194
2017-10-22,6194
2017-10-23,6318
2017-10-24,6318
2017-10-25,6318
2017-10-26,6452
2017-10-27,6452
2017-10-28,6452
2017-10-29,6714
2017-10-30,6714
2017-10-31,6714
2017-11-01,6714
2017-11-02,6864
2017-11-03,6864
2017-11-04,6864
2017-11-05,6583
2017-11-06,6583
2017-11-07,6583
2017-11-08,6368
2017-11-09,6368
2017-11-10,6368
2017-11-11,6345
2017-11-12,6345
2017-11-13,6345
2017-11-14,6096
2017-11-15,6096
2017-11-16,6096
2017-11-17,5810
2017-11-18,5810
2017-11-19,5810
2017-11-20,5710
2017-11-21,5710
2017-11-22,5710
2017-11-23,5536
2017-11-24,5536
2017-11-25,5536
2017-11-26,5356
2017-11-27,5356
2017-11-28,5356
2017-11-29,5237
2017-11-30,5237
2017-12-01,5237
2017-12-02,5003
2017-12-03,5003
2017-12-04,5003
2017-12-05,4804
2017-12-06,4804
2017-12-07,4727
2017-12-08,4727
2017-12-09,4727
2017-12-10,4867
2017-12-11,4867
2017-12-12,4867
2017-12-13,5059
2017-12-14,5059
2017-12-15,5078
2017-12-16,5078
2017-12-17,5078
2017-12-18,4906
2017-12-19,4906
2017-12-20,4906
2017-12-21,4776
2017-12-22,4776
2017-12-23,4776
2017-12-24,4537
2017-12-25,4537
2017-12-26,4345
2017-12-27,4345
2017-12-28,4245
2017-12-29,4245
2017-12-30,4091
2017-12-31,4091
2018-01-01,4091
2018-01-02,4059
2018-01-03,4059
2018-01-04,4059
2018-01-05,4051
2018-01-06,4051
2018-01-07,3984
2018-01-08,3984
2018-01-09,4057
2018-01-10,4057
2018-01-11,4110
2018-01-12,4110
2018-01-13,4102
2018-01-14,4102
2018-01-15,4189
2018-01-16,4189
2018-01-17,4259
2018-01-18,4259
2018-01-19,4259
2018-01-20,4276
2018-01-21,4276
2018-01-22,4299
2018-01-23,4299
2018-01-24,4247
2018-01-25,4247
2018-01-26,4290
2018-01-27,4291
2018-01-28,4415
2018-01-29,4351
2018-01-30,4162
2018-01-31,4138
2018-02-01,4138
2018-02-02,4147
2018-02-03,4091
2018-02-04,4025
2018-02-05,4025
2018-02-06,4033
2018-02-07,4029
2018-02-08,4029
2018-02-09,4102
2018-02-10,4102
2018-02-11,4265
2018-02-12,4403
2018-02-13,4471
2018-02-14,4557
2018-02-15,4566
2018-02-16,4566
2018-02-17,4701
2018-02-18,4821
2018-02-19,4778
2018-02-20,4778
2018-02-21,4801
2018-02-22,4801
2018-02-23,4798
2018-02-24,4798
2018-02-25,4811
2018-02-26,4809
2018-02-27,4778
2018-02-28,4778
2018-03-01,4817
2018-03-02,4699
2018-03-03,4587
2018-03-04,4587
2018-03-05,4447
2018-03-06,4376
2018-03-07,4283
2018-03-08,4283
2018-03-09,4189
2018-03-10,4030
2018-03-11,3918
2018-03-12,3872
2018-03-13,3813
2018-03-14,3720
2018-03-15,3720
2018-03-16,3633
2018-03-17,3665
2018-03-18,3679
2018-03-19,3679
2018-03-20,3742
2018-03-21,3742
2018-03-22,3833
2018-03-23,3833
2018-03-24,3829
2018-03-25,3785
2018-03-26,3785
2018-03-27,3697
2018-03-28,3697
2018-03-29,3591
2018-03-30,3591
2018-03-31,3464
2018-04-01,3301
2018-04-02,3290
2018-04-03,3255
2018-04-04,3203
2018-04-05,3203
2018-04-06,3213
2018-04-07,3213
2018-04-08,3204
2018-04-09,3201
2018-04-10,3201
2018-04-11,3210
2018-04-12,3327
2018-04-13,3327
2018-04-14,3412
2018-04-15,3531
2018-04-16,3531
2018-04-17,3610
2018-04-18,3610
2018-04-19,3652
2018-04-20,3667
2018-04-21,3630
2018-04-22,3630
2018-04-23,3612
2018-04-24,3612
2018-04-25,3586
2018-04-26,3586
2018-04-27,3536
2018-04-28,3532
2018-04-29,3499
2018-04-30,3380
2018-05-01,3459
2018-05-02,3459
2018-05-03,3420
2018-05-04,3420
2018-05-05,3466
2018-05-06,3466
2018-05-07,3533
2018-05-08,3533
2018-05-09,3542
2018-05-10,3484
2018-05-11,3438
2018-05-12,3458
2018-05-13,3458
2018-05-14,3386
2018-05-15,3386
2018-05-16,3406
2018-05-17,3406
2018-05-18,3423
2018-05-19,3418
2018-05-20,3418
2018-05-21,3448
2018-05-22,3448
2018-05-23,3482
2018-05-24,3482
2018-05-25,3463
2018-05-26,3494
2018-05-27,3494
2018-05-28,3507
2018-05-29,3574
2018-05-30,3574
2018-05-31,3543
2018-06-01,3537
2018-06-02,3445
2018-06-03,3445
2018-06-04,3333
2018-06-05,3209
2018-06-06,3110
2018-06-07,3110
2018-06-08,3069
2018-06-09,3069
2018-06-10,3057
2018-06-11,3012
2018-06-12,2970
2018-06-13,3009
2018-06-14,3083
2018-06-15,3083
2018-06-16,3161
2018-06-17,3178
2018-06-18,3243
2018-06-19,3255
2018-06-20,3255
2018-06-21,3332
2018-06-22,3399
2018-06-23,3399
2018-06-24,3392
2018-06-25,3404
2018-06-26,3404
2018-06-27,3489
2018-06-28,3584
2018-06-29,3686
2018-06-30,3686
2018-07-01,3761
2018-07-02,3761
2018-07-03,3912
2018-07-04,3912
2018-07-05,4069
2018-07-06,4213
2018-07-07,4213
2018-07-08,4317
2018-07-09,4424
2018-07-10,4476
2018-07-11,4538
2018-07-12,4522
2018-07-13,4434
2018-07-14,4396
2018-07-15,4396
2018-07-16,4517
2018-07-17,4694
2018-07-18,4847
2018-07-19,4847
2018-07-20,4796
2018-07-21,4893
2018-07-22,4886
2018-07-23,4923
2018-07-24,4923
2018-07-25,4973
2018-07-26,5093
2018-07-27,5079
2018-07-28,5079
2018-07-29,5114
2018-07-30,4949
2018-07-31,4867
2018-08-01,4867
2018-08-02,4798
2018-08-03,4786
2018-08-04,4636
2018-08-05,4717
2018-08-06,4602
2018-08-07,4722
2018-08-08,4712
2018-08-09,4712
2018-08-10,4560
2018-08-11,4480
2018-08-12,4367
2018-08-14,4070
2018-08-16,4013
2018-08-17,3986
2018-08-18,3987
2018-08-19,3929
2018-08-20,3982
2018-08-21,3982
2018-08-22,3984
2018-08-23,4048
2018-08-24,4138
2018-08-25,4142
2018-08-26,4142
2018-08-27,4144
2018-08-28,4114
2018-08-29,4128
2018-08-30,4241
2018-08-31,4239
2018-09-01,4288
2018-09-02,4349
2018-09-03,4378
2018-09-04,4322
2018-09-05,4331
2018-09-06,4331
2018-09-07,4471
2018-09-08,4516
2018-09-09,4474
2018-09-10,4482
2018-09-11,4482
2018-09-12,4400
2018-09-13,4275
2018-09-14,4275
2018-09-15,4294
2018-09-16,4269
2018-09-17,4289
2018-09-18,4252
2018-09-19,4191
2018-09-20,4164
2018-09-21,4158
2018-09-22,4182
2018-09-23,4151
2018-09-24,4206
2018-09-25,4206
2018-09-26,4181
2018-09-27,4195
2018-09-28,4217
2018-09-29,4250
2018-09-30,4255
2018-10-01,4281
2018-10-02,4263
2018-10-03,4253
2018-10-04,4253
2018-10-05,4399
2018-10-06,4479
2018-10-07,4388
2018-10-08,4427
2018-10-09,4415
2018-10-10,4360
2018-10-11,4351
2018-10-12,4351
2018-10-13,4453
2018-10-14,4474
2018-10-15,4661
2018-10-16,4725
2018-10-17,4743
2018-10-18,4825
2018-10-19,4922
2018-10-20,4922
2018-10-21,4843
2018-10-22,4818
2018-10-23,4818
2018-10-24,4804
2018-10-25,4821
2018-10-26,4957
2018-10-27,5087
2018-10-28,4995
2018-10-29,4995
2018-10-30,4869
2018-10-31,4820
2018-11-01,4873
2018-11-03,5046
2018-11-04,5228
2018-11-05,5487
2018-11-06,5755
2018-11-07,5960
2018-11-08,6255
2018-11-09,6568
2018-11-10,6894
2018-11-11,7236
2018-11-12,7598
2018-11-13,7978
2018-11-14,8377
2018-11-15,8796
2018-11-16,9236
2018-11-17,9698
2018-11-18,10183
2018-11-19,10693
2018-11-20,11228
2018-11-21,11790
2018-11-22,12369
2018-11-23,12956
2018-11-24,13603
2018-11-25,14281
2018-11-26,14996
2018-11-27,15746
2018-11-28,16389
2018-11-29,17047
2018-12-01,17383
2018-12-02,17524
2018-12-03,17703
2018-12-04,17538
2018-12-05,17254
2018-12-07,16117
2018-12-09,15067
2018-12-10,14433
2018-12-11,14102
2018-12-12,14187
2018-12-13,14028
2018-12-14,13805
2018-12-15,13351
2018-12-16,13042
2018-12-17,12587
2018-12-18,12002
2018-12-19,11410
2018-12-20,10889
2018-12-21,10461
2018-12-22,10253
2018-12-23,9874
2018-12-24,9479
2018-12-25,9096
2018-12-26,8798
2018-12-27,8647
2018-12-28,8486
2018-12-29,8388
2018-12-30,8141
2018-12-31,7998
2019-01-01,7755
2019-01-02,7681
2019-01-03,7481
2019-01-04,7314
2019-01-05,7176
2019-01-06,7046
2019-01-08,6891
2019-01-10,6815
2019-01-11,6667
2019-01-12,6553
2019-01-13,6472
2019-01-14,6422
2019-01-15,6402
2019-01-16,6454
2019-01-17,6460
2019-01-18,6415
2019-01-19,6129
2019-01-20,5904
2019-01-21,5668
2019-01-22,5568
2019-01-23,5578
2019-01-24,5528
2019-01-25,5342
2019-01-26,5120
2019-01-27,4950
2019-01-28,4757
2019-01-29,4593
2019-01-30,4500
2019-01-31,4505
2019-02-01,4507
2019-02-02,4369
2019-02-03,4419
2019-02-04,4497
2019-02-05,4612
2019-02-06,4668
2019-02-07,4647
2019-02-08,4539
2019-02-09,4471
2019-02-10,4382
2019-02-11,4269
2019-02-12,4060
2019-02-13,4027
2019-02-14,4015
2019-02-15,3935
2019-02-16,3868
2019-02-17,3835
2019-02-18,3841
2019-02-19,3869
2019-02-20,3799
2019-02-21,3730
2019-02-22,3625
2019-02-23,3551
2019-02-24,3555
2019-02-25,3578
2019-02-26,3634
2019-02-27,3676
2019-02-28,3674
2019-03-01,3712
2019-03-02,3650
2019-03-03,3558
2019-03-04,3528
2019-03-05,3456
2019-03-06,3438
2019-03-07,3455
2019-03-08,3455
2019-03-09,3465
2019-03-10,3533
2019-03-11,3514
2019-03-12,3462
2019-03-13,3475
2019-03-14,3595
