date_obj,Mith%20grapple%20tip price
2015-08-25,15493
2015-08-26,15493
2015-08-27,15493
2015-08-28,15493
2015-08-29,15493
2015-08-30,15493
2015-08-31,15493
2015-09-01,15493
2015-09-02,15493
2015-09-03,15493
2015-09-04,15493
2015-09-05,15493
2015-09-06,15493
2015-09-07,15493
2015-09-08,15493
2015-09-09,15493
2015-09-10,15493
2015-09-11,15493
2015-09-12,15493
2015-09-13,15493
2015-09-14,15493
2015-09-15,15493
2015-09-16,15493
2015-09-17,15493
2015-09-18,15493
2015-09-19,15493
2015-09-20,14733
2015-09-21,14733
2015-09-22,14733
2015-09-23,14733
2015-09-24,14733
2015-09-25,14733
2015-09-27,14733
2015-09-28,14733
2015-09-29,14733
2015-09-30,14733
2015-10-05,14733
2015-10-06,14733
2015-10-07,14733
2015-10-08,14733
2015-10-09,14733
2015-10-10,14733
2015-10-11,14733
2015-10-12,14733
2015-10-13,14733
2015-10-14,14733
2015-10-15,14733
2015-10-16,14733
2015-10-17,14733
2015-10-18,14733
2015-10-19,14733
2015-10-20,14733
2015-10-22,14733
2015-10-23,14733
2015-10-24,14733
2015-10-25,14733
2015-10-26,14733
2015-10-27,14733
2015-10-30,14733
2015-10-31,14733
2015-11-01,14733
2015-11-02,14733
2015-11-03,14733
2015-11-04,14733
2015-11-05,14733
2015-11-06,14733
2015-11-07,14733
2015-11-08,14733
2015-11-09,14733
2015-11-10,14008
2015-11-11,14008
2015-11-12,14008
2015-11-13,14008
2015-11-14,14008
2015-11-15,14008
2015-11-16,14008
2015-11-17,14008
2015-11-18,14008
2015-11-19,14008
2015-11-20,14008
2015-11-21,14008
2015-11-22,14008
2015-11-23,14008
2015-11-24,14008
2015-11-25,14008
2015-11-26,14008
2015-11-27,14008
2015-11-28,14008
2015-11-29,14008
2015-11-30,14008
2015-12-01,14008
2015-12-02,14008
2015-12-03,14008
2015-12-04,14008
2015-12-05,14008
2015-12-06,14008
2015-12-07,14008
2015-12-08,14008
2015-12-09,14008
2015-12-10,14008
2015-12-11,14008
2015-12-12,14008
2015-12-13,14008
2015-12-14,14008
2015-12-15,14008
2015-12-16,14008
2015-12-17,14008
2015-12-18,14008
2015-12-19,14008
2015-12-20,14008
2015-12-21,14008
2015-12-22,14008
2015-12-23,14008
2015-12-24,14008
2015-12-25,14008
2015-12-26,14008
2015-12-27,13314
2015-12-28,13314
2015-12-29,13314
2015-12-30,13314
2015-12-31,13314
2016-01-01,13314
2016-01-02,13314
2016-01-03,13314
2016-01-04,13314
2016-01-05,13314
2016-01-06,13314
2016-01-07,13314
2016-01-08,13314
2016-01-09,13314
2016-01-10,13314
2016-01-11,13314
2016-01-12,13314
2016-01-13,13314
2016-01-14,13314
2016-01-15,13314
2016-01-16,13314
2016-01-17,13314
2016-01-18,12681
2016-01-19,12681
2016-01-20,12681
2016-01-21,12681
2016-01-22,12681
2016-01-23,12681
2016-01-24,12681
2016-01-25,12681
2016-01-26,12681
2016-01-27,12681
2016-01-28,12681
2016-01-29,12054
2016-01-30,12054
2016-01-31,12054
2016-02-01,12054
2016-02-02,12054
2016-02-03,12054
2016-02-04,12054
2016-02-05,12054
2016-02-06,12054
2016-02-07,12054
2016-02-08,12054
2016-02-09,12054
2016-02-10,11473
2016-02-11,11473
2016-02-12,11473
2016-02-13,11473
2016-02-14,11473
2016-02-15,11473
2016-02-16,11473
2016-02-17,11473
2016-02-18,11473
2016-02-19,11473
2016-02-20,11473
2016-02-21,11473
2016-02-22,11473
2016-02-23,11473
2016-02-24,11473
2016-02-25,10911
2016-02-26,10911
2016-02-27,10911
2016-02-28,10911
2016-02-29,10911
2016-03-01,10911
2016-03-02,10911
2016-03-03,10911
2016-03-04,10911
2016-03-05,10911
2016-03-06,10911
2016-03-07,10911
2016-03-08,10911
2016-03-09,10911
2016-03-10,10911
2016-03-11,10911
2016-03-12,10911
2016-03-13,10911
2016-03-14,10911
2016-03-15,10911
2016-03-16,10911
2016-03-17,10378
2016-03-18,10378
2016-03-19,10378
2016-03-20,10378
2016-03-21,10378
2016-03-22,10378
2016-03-23,10378
2016-03-24,10378
2016-03-25,10378
2016-03-26,10378
2016-03-27,10378
2016-03-28,10378
2016-03-29,10378
2016-03-30,10378
2016-03-31,10378
2016-04-01,10378
2016-04-02,10378
2016-04-03,10378
2016-04-04,10378
2016-04-05,10378
2016-04-06,10378
2016-04-07,10378
2016-04-08,10378
2016-04-09,10378
2016-04-10,10378
2016-04-11,10378
2016-04-12,10378
2016-04-13,10378
2016-04-14,10378
2016-04-15,10378
2016-04-16,10378
2016-04-17,10378
2016-04-18,9942
2016-04-19,9942
2016-04-20,9942
2016-04-21,9942
2016-04-22,9942
2016-04-23,9942
2016-04-24,9942
2016-04-25,9942
2016-04-26,9942
2016-04-27,9942
2016-04-28,9942
2016-04-29,9942
2016-04-30,9942
2016-05-01,9942
2016-05-02,9942
2016-05-03,9942
2016-05-04,9942
2016-05-05,9942
2016-05-06,9942
2016-05-07,9942
2016-05-08,9942
2016-05-09,9942
2016-05-10,9461
2016-05-11,9461
2016-05-12,9461
2016-05-13,9461
2016-05-14,9461
2016-05-15,9461
2016-05-16,9461
2016-05-17,9461
2016-05-18,9461
2016-05-19,9461
2016-05-22,9461
2016-05-23,9461
2016-05-24,9461
2016-05-25,9461
2016-05-26,9461
2016-05-27,9461
2016-05-28,9461
2016-05-29,9461
2016-05-30,9461
2016-05-31,9461
2016-06-01,9461
2016-06-02,9461
2016-06-03,9461
2016-06-04,9461
2016-06-05,9461
2016-06-06,9461
2016-06-07,9461
2016-06-08,9015
2016-06-09,9015
2016-06-10,9015
2016-06-11,9015
2016-06-12,9015
2016-06-13,9015
2016-06-14,9015
2016-06-15,9015
2016-06-16,9015
2016-06-17,9015
2016-06-18,9015
2016-06-19,9015
2016-06-20,9015
2016-06-21,9015
2016-06-22,9015
2016-06-23,9015
2016-06-24,9015
2016-06-25,9015
2016-06-26,9015
2016-06-27,9015
2016-06-28,9015
2016-06-29,9015
2016-06-30,9015
2016-07-01,9015
2016-07-02,9015
2016-07-03,9015
2016-07-04,9015
2016-07-05,9015
2016-07-06,9015
2016-07-07,9015
2016-07-08,9015
2016-07-09,8596
2016-07-10,8596
2016-07-11,8596
2016-07-12,8596
2016-07-13,8596
2016-07-14,8596
2016-07-15,8596
2016-07-16,8596
2016-07-17,8596
2016-07-18,8596
2016-07-23,8596
2016-07-24,8596
2016-07-25,8596
2016-07-26,8596
2016-07-27,8596
2016-07-28,8596
2016-07-29,8596
2016-07-30,8596
2016-07-31,8596
2016-08-01,8596
2016-08-02,8596
2016-08-03,8596
2016-08-04,8596
2016-08-05,8596
2016-08-06,8596
2016-08-07,8596
2016-08-08,8596
2016-08-09,8183
2016-08-10,8183
2016-08-11,8183
2016-08-12,8183
2016-08-13,8183
2016-08-14,8183
2016-08-15,8183
2016-08-16,8183
2016-08-17,8183
2016-08-18,8183
2016-08-19,8183
2016-08-20,8183
2016-08-21,8183
2016-08-22,8183
2016-08-23,8183
2016-08-24,8183
2016-08-25,8183
2016-08-26,8183
2016-08-28,8183
2016-08-31,8183
2016-09-01,8183
2016-09-02,8183
2016-09-03,8183
2016-09-04,8183
2016-09-05,8183
2016-09-06,8183
2016-09-07,8183
2016-09-08,8183
2016-09-09,8183
2016-09-10,8183
2016-09-11,8183
2016-09-12,8183
2016-09-13,8183
2016-09-14,8183
2016-09-15,7782
2016-09-16,7782
2016-09-17,7782
2016-09-18,7782
2016-09-19,7782
2016-09-20,7782
2016-09-21,7782
2016-09-22,7782
2016-09-23,7782
2016-09-24,7782
2016-09-25,7782
2016-09-26,7782
2016-09-27,7782
2016-09-28,7782
2016-09-29,7782
2016-09-30,7782
2016-10-01,7782
2016-10-02,7782
2016-10-03,7782
2016-10-04,7782
2016-10-05,7782
2016-10-06,7782
2016-10-07,7782
2016-10-08,7782
2016-10-09,7782
2016-10-10,7782
2016-10-11,7782
2016-10-12,7782
2016-10-13,7782
2016-10-14,7782
2016-10-15,7782
2016-10-16,7782
2016-10-17,7782
2016-10-18,7393
2016-10-19,7393
2016-10-20,7393
2016-10-21,7393
2016-10-22,7393
2016-10-23,7393
2016-10-24,7393
2016-10-25,7393
2016-10-26,7393
2016-10-27,7393
2016-10-28,7393
2016-10-29,7393
2016-10-30,7393
2016-10-31,7393
2016-11-01,7393
2016-11-02,7393
2016-11-03,7393
2016-11-04,7393
2016-11-05,7393
2016-11-06,7393
2016-11-07,7393
2016-11-08,7393
2016-11-09,7393
2016-11-10,7393
2016-11-11,7393
2016-11-12,7393
2016-11-13,7393
2016-11-14,7393
2016-12-07,7026
2016-12-08,7026
2016-12-09,7026
2016-12-10,7026
2016-12-11,7026
2016-12-12,7026
2016-12-13,6682
2016-12-14,6682
2016-12-15,6682
2016-12-16,6682
2016-12-17,6682
2016-12-18,6682
2016-12-19,6682
2016-12-20,6682
2016-12-21,6682
2016-12-22,6682
2016-12-23,6682
2016-12-24,6682
2016-12-25,6682
2016-12-26,6682
2016-12-27,6682
2016-12-28,6682
2016-12-29,6682
2016-12-30,6682
2016-12-31,6682
2017-01-01,6682
2017-01-02,6682
2017-01-03,6682
2017-01-04,6682
2017-01-05,6682
2017-01-06,6682
2017-01-07,6682
2017-01-08,6682
2017-01-09,6348
2017-01-10,6348
2017-01-11,6348
2017-01-12,6348
2017-01-13,6348
2017-01-14,6348
2017-01-15,6348
2017-01-16,6348
2017-01-17,6348
2017-01-18,6348
2017-01-19,6348
2017-01-20,6348
2017-01-21,6348
2017-01-22,6348
2017-01-27,6348
2017-01-28,6348
2017-01-29,6348
2017-01-30,6348
2017-01-31,6348
2017-02-01,6348
2017-02-02,6042
2017-02-03,6042
2017-02-04,6042
2017-02-05,6042
2017-02-06,6042
2017-02-07,6042
2017-02-08,6042
2017-02-09,6042
2017-02-10,6042
2017-02-11,6042
2017-02-12,6042
2017-02-13,6042
2017-02-14,6042
2017-02-15,6042
2017-02-16,6042
2017-02-18,6042
2017-02-19,6042
2017-02-20,6042
2017-02-21,6042
2017-02-22,6042
2017-02-23,6042
2017-02-24,6042
2017-02-25,5748
2017-02-26,5748
2017-02-27,5748
2017-02-28,5748
2017-03-01,5748
2017-03-02,5748
2017-03-03,5748
2017-03-04,5748
2017-03-05,5748
2017-03-06,5748
2017-03-07,5748
2017-03-08,5748
2017-03-09,5748
2017-03-10,5748
2017-03-11,5748
2017-03-12,5748
2017-03-13,5748
2017-03-14,5748
2017-03-15,5748
2017-03-16,5748
2017-03-17,5748
2017-03-18,5466
2017-03-19,5466
2017-03-20,5466
2017-03-21,5466
2017-03-22,5466
2017-03-23,5466
2017-03-24,5466
2017-03-25,5466
2017-03-26,5466
2017-03-27,5466
2017-03-28,5466
2017-03-29,5466
2017-03-30,5466
2017-03-31,5466
2017-04-01,5466
2017-04-02,5466
2017-04-03,5466
2017-04-04,5466
2017-04-12,200
2017-04-13,200
2017-04-14,200
2017-04-15,200
2017-04-16,200
2017-04-17,200
2017-04-18,200
2017-04-19,200
2017-04-20,200
2017-04-21,200
2017-04-22,200
2017-04-23,200
2017-04-24,200
2017-04-25,200
2017-04-26,200
2017-04-27,200
2017-04-28,200
2017-04-29,200
2017-04-30,200
2017-05-01,200
2017-05-02,200
2017-05-03,200
2017-05-04,200
2017-05-05,201
2017-05-06,201
2017-05-07,201
2017-05-08,201
2017-05-09,201
2017-05-10,201
2017-05-11,201
2017-05-12,201
2017-05-13,201
2017-05-14,201
2017-05-15,201
2017-05-16,201
2017-05-17,201
2017-05-18,201
2017-05-19,201
2017-05-20,201
2017-05-21,201
2017-05-22,201
2017-05-23,201
2017-05-24,201
2017-05-25,201
2017-05-26,201
2017-05-27,201
2017-05-28,201
2017-05-29,201
2017-05-30,201
2017-05-31,201
2017-06-01,201
2017-06-02,201
2017-06-03,201
2017-06-06,208
2017-06-07,208
2017-06-08,208
2017-06-09,208
2017-06-10,208
2017-06-11,208
2017-06-12,208
2017-06-13,208
2017-06-14,208
2017-06-15,208
2017-06-16,208
2017-06-17,208
2017-06-18,208
2017-06-19,208
2017-06-20,208
2017-06-21,208
2017-06-22,208
2017-06-23,208
2017-06-24,208
2017-06-25,208
2017-06-26,208
2017-06-27,208
2017-06-28,208
2017-06-29,208
2017-06-30,208
2017-07-01,208
2017-07-02,208
2017-07-03,208
2017-07-04,217
2017-07-05,217
2017-07-06,217
2017-07-07,217
2017-07-08,217
2017-07-13,217
2017-07-14,217
2017-07-15,217
2017-07-16,217
2017-07-17,217
2017-07-18,217
2017-07-19,217
2017-07-20,217
2017-07-21,217
2017-07-22,217
2017-07-23,217
2017-07-24,217
2017-07-25,217
2017-07-26,217
2017-07-27,217
2017-07-28,217
2017-07-29,217
2017-07-30,217
2017-07-31,217
2017-08-01,217
2017-08-02,217
2017-08-03,217
2017-08-04,217
2017-08-05,227
2017-08-06,227
2017-08-09,227
2017-08-10,227
2017-08-11,227
2017-08-12,227
2017-08-13,227
2017-08-14,227
2017-08-15,227
2017-08-16,227
2017-08-17,227
2017-08-18,227
2017-08-19,227
2017-08-20,227
2017-08-21,227
2017-08-22,227
2017-08-23,227
2017-08-24,227
2017-08-25,227
2017-08-26,227
2017-08-27,227
2017-08-28,227
2017-08-29,227
2017-08-30,227
2017-08-31,227
2017-09-01,227
2017-09-02,227
2017-09-03,227
2017-09-04,227
2017-09-05,225
2017-09-06,225
2017-09-07,225
2017-09-08,225
2017-09-09,225
2017-09-10,225
2017-09-11,225
2017-09-12,225
2017-09-13,225
2017-09-14,225
2017-09-15,225
2017-09-16,225
2017-09-17,225
2017-09-19,225
2017-09-20,225
2017-09-21,225
2017-09-22,225
2017-09-23,225
2017-09-24,225
2017-09-25,225
2017-09-26,225
2017-09-27,225
2017-09-28,225
2017-09-29,225
2017-09-30,225
2017-10-01,225
2017-10-02,225
2017-10-03,225
2017-10-04,225
2017-10-05,225
2017-10-06,225
2017-10-07,225
2017-10-08,236
2017-10-09,236
2017-10-10,236
2017-10-11,236
2017-10-12,236
2017-10-13,236
2017-10-14,236
2017-10-15,236
2017-10-16,236
2017-10-17,236
2017-10-18,236
2017-10-19,236
2017-10-20,236
2017-10-21,236
2017-10-22,236
2017-10-23,236
2017-10-24,236
2017-10-25,236
2017-10-26,236
2017-10-27,236
2017-10-28,236
2017-10-29,236
2017-10-30,236
2017-10-31,236
2017-11-02,236
2017-11-03,236
2017-11-04,236
2017-11-05,236
2017-11-06,236
2017-11-07,236
2017-11-08,236
2017-11-09,236
2017-11-10,236
2017-11-11,236
2017-11-12,247
2017-11-13,247
2017-11-14,247
2017-11-15,247
2017-11-16,247
2017-11-17,247
2017-11-18,247
2017-11-19,247
2017-11-20,247
2017-11-21,247
2017-11-22,247
2017-11-23,247
2017-11-24,247
2017-11-25,247
2017-11-26,247
2017-11-27,247
2017-11-28,247
2017-11-29,247
2017-11-30,247
2017-12-01,247
2017-12-02,247
2017-12-03,247
2017-12-04,247
2017-12-05,247
2017-12-06,247
2017-12-07,247
2017-12-08,247
2017-12-09,247
2017-12-10,247
2017-12-11,247
2017-12-12,247
2017-12-14,247
2017-12-15,247
2017-12-17,247
2017-12-18,259
2017-12-19,259
2017-12-20,259
2017-12-21,259
2017-12-22,259
2017-12-23,259
2017-12-24,259
2017-12-25,259
2017-12-26,259
2017-12-27,259
2017-12-28,259
2017-12-29,259
2017-12-30,259
2017-12-31,259
2018-01-01,259
2018-01-02,259
2018-01-03,259
2018-01-04,259
2018-01-05,259
2018-01-06,259
2018-01-07,259
2018-01-08,259
2018-01-09,259
2018-01-10,259
2018-01-11,259
2018-01-12,259
2018-01-13,259
2018-01-14,270
2018-01-15,270
2018-01-16,270
2018-01-17,270
2018-01-18,270
2018-01-19,270
2018-01-20,270
2018-01-21,270
2018-01-22,270
2018-01-23,270
2018-01-25,270
2018-01-26,270
2018-01-27,270
2018-01-28,270
2018-01-29,270
2018-01-31,277
2018-02-01,277
2018-02-02,277
2018-02-03,277
2018-02-04,277
2018-02-05,277
2018-02-06,277
2018-02-07,277
2018-02-08,277
2018-02-09,277
2018-02-10,277
2018-02-11,277
2018-02-12,277
2018-02-13,277
2018-02-14,277
2018-02-15,277
2018-02-16,277
2018-02-17,283
2018-02-18,283
2018-02-19,283
2018-02-20,283
2018-02-21,283
2018-02-22,283
2018-02-23,283
2018-02-24,283
2018-02-25,283
2018-02-26,283
2018-02-27,283
2018-03-01,283
2018-03-02,283
2018-03-03,296
2018-03-04,296
2018-03-05,296
2018-03-06,296
2018-03-07,296
2018-03-08,296
2018-03-09,296
2018-03-10,296
2018-03-11,296
2018-03-12,296
2018-03-13,296
2018-03-14,296
2018-03-15,296
2018-03-16,296
2018-03-17,296
2018-03-18,296
2018-03-19,296
2018-03-20,296
2018-03-21,304
2018-03-23,304
2018-03-24,304
2018-03-26,304
2018-03-27,304
2018-03-28,304
2018-03-29,304
2018-03-30,304
2018-03-31,304
2018-04-01,304
2018-04-02,304
2018-04-03,304
2018-04-04,304
2018-04-05,304
2018-04-06,304
2018-04-07,304
2018-04-08,318
2018-04-09,318
2018-04-10,318
2018-04-11,318
2018-04-12,318
2018-04-13,318
2018-04-14,318
2018-04-15,318
2018-04-16,318
2018-04-17,318
2018-04-18,318
2018-04-19,318
2018-04-20,318
2018-04-21,318
2018-04-22,318
2018-04-23,318
2018-04-24,318
2018-04-25,326
2018-04-26,326
2018-04-27,326
2018-04-28,326
2018-04-29,326
2018-04-30,326
2018-05-01,326
2018-05-04,326
2018-05-05,326
2018-05-06,326
2018-05-07,326
2018-05-08,326
2018-05-09,326
2018-05-10,339
2018-05-11,339
2018-05-12,339
2018-05-13,339
2018-05-14,339
2018-05-15,339
2018-05-16,339
2018-05-17,339
2018-05-18,339
2018-05-19,339
2018-05-20,339
2018-05-21,339
2018-05-22,339
2018-05-23,339
2018-05-24,339
2018-05-25,339
2018-05-26,349
2018-05-27,349
2018-05-28,349
2018-05-29,349
2018-05-30,349
2018-05-31,349
2018-06-01,349
2018-06-02,349
2018-06-03,349
2018-06-04,349
2018-06-05,349
2018-06-06,349
2018-06-07,349
2018-06-08,349
2018-06-09,349
2018-06-10,349
2018-06-11,349
2018-06-12,349
2018-06-13,358
2018-06-14,358
2018-06-15,358
2018-06-16,358
2018-06-17,358
2018-06-18,358
2018-06-19,358
2018-06-20,358
2018-06-21,358
2018-06-22,358
2018-06-23,358
2018-06-24,358
2018-06-25,358
2018-06-26,358
2018-06-27,358
2018-06-28,358
2018-06-29,358
2018-06-30,358
2018-07-01,367
2018-07-02,367
2018-07-03,367
2018-07-04,367
2018-07-05,367
2018-07-06,367
2018-07-07,367
2018-07-08,367
2018-07-09,367
2018-07-10,367
2018-07-11,367
2018-07-12,367
2018-07-13,367
2018-07-14,367
2018-07-15,367
2018-07-16,367
2018-07-17,367
2018-07-18,367
2018-07-19,367
2018-07-20,367
2018-07-21,367
2018-07-22,367
2018-07-23,367
2018-07-24,367
2018-07-25,367
2018-07-26,378
2018-07-27,378
2018-07-28,378
2018-07-29,378
2018-07-30,378
2018-07-31,378
2018-08-01,378
2018-08-02,378
2018-08-03,378
2018-08-04,378
2018-08-05,378
2018-08-06,378
2018-08-07,378
2018-08-08,378
2018-08-09,378
2018-08-10,397
2018-08-11,397
2018-08-12,397
2018-08-14,397
2018-08-16,397
2018-08-17,397
2018-08-18,397
2018-08-19,397
2018-08-20,397
2018-08-21,397
2018-08-22,397
2018-08-23,397
2018-08-24,409
2018-08-25,409
2018-08-26,409
2018-08-27,409
2018-08-28,409
2018-08-29,409
2018-08-30,409
2018-08-31,409
2018-09-01,409
2018-09-02,409
2018-09-03,409
2018-09-04,409
2018-09-05,409
2018-09-06,409
2018-09-07,409
2018-09-08,420
2018-09-09,420
2018-09-10,420
2018-09-11,420
2018-09-12,420
2018-09-13,420
2018-09-14,420
2018-09-15,420
2018-09-16,420
2018-09-17,420
2018-09-18,420
2018-09-19,420
2018-09-20,420
2018-09-21,420
2018-09-22,420
2018-09-23,420
2018-09-24,431
2018-09-25,431
2018-09-26,431
2018-09-27,431
2018-09-28,431
2018-09-29,431
2018-09-30,431
2018-10-02,431
2018-10-03,431
2018-10-04,431
2018-10-05,431
2018-10-06,431
2018-10-07,431
2018-10-08,431
2018-10-09,431
2018-10-10,430
2018-10-11,430
2018-10-12,430
2018-10-13,430
2018-10-14,430
2018-10-15,430
2018-10-16,430
2018-10-17,430
2018-10-18,430
2018-10-19,430
2018-10-20,430
2018-10-21,430
2018-10-22,430
2018-10-23,430
2018-10-24,430
2018-10-25,440
2018-10-26,440
2018-10-27,440
2018-10-28,440
2018-10-29,440
2018-10-30,440
2018-10-31,440
2018-11-01,440
2018-11-03,440
2018-11-04,440
2018-11-05,445
2018-11-06,445
2018-11-07,445
2018-11-08,445
2018-11-09,445
2018-11-10,445
2018-11-11,445
2018-11-12,445
2018-11-13,445
2018-11-14,445
2018-11-15,464
2018-11-16,464
2018-11-17,464
2018-11-18,464
2018-11-19,464
2018-11-20,464
2018-11-21,464
2018-11-22,464
2018-11-23,464
2018-11-24,469
2018-11-25,469
2018-11-26,469
2018-11-27,469
2018-11-28,469
2018-11-29,469
2018-12-01,469
2018-12-02,486
2018-12-03,486
2018-12-04,486
2018-12-05,486
2018-12-07,486
2018-12-09,507
2018-12-10,507
2018-12-11,507
2018-12-13,507
2018-12-14,507
2018-12-15,507
2018-12-16,507
2018-12-17,511
2018-12-18,511
2018-12-19,511
2018-12-20,511
2018-12-21,511
2018-12-22,511
2018-12-23,511
2018-12-24,511
2018-12-25,533
2018-12-26,533
2018-12-27,533
2018-12-28,533
2018-12-29,533
2018-12-30,533
2018-12-31,559
2019-01-01,559
2019-01-02,559
2019-01-03,559
2019-01-04,559
2019-01-05,559
2019-01-06,559
2019-01-08,575
2019-01-10,575
2019-01-11,575
2019-01-12,575
2019-01-13,575
2019-01-14,599
2019-01-15,599
2019-01-16,599
2019-01-17,599
2019-01-18,599
2019-01-19,599
2019-01-20,599
2019-01-21,599
2019-01-22,602
2019-01-23,602
2019-01-24,602
2019-01-25,602
2019-01-26,602
2019-01-27,602
2019-01-28,602
2019-01-29,602
2019-01-30,602
2019-01-31,611
2019-02-01,611
2019-02-02,611
2019-02-03,611
2019-02-04,611
2019-02-05,611
2019-02-06,611
2019-02-07,617
2019-02-08,617
2019-02-09,617
2019-02-10,617
2019-02-11,617
2019-02-12,617
2019-02-13,617
2019-02-14,617
2019-02-15,636
2019-02-16,636
2019-02-17,636
2019-02-18,636
2019-02-19,636
2019-02-20,636
2019-02-21,636
2019-02-22,636
2019-02-23,658
2019-02-24,658
2019-02-25,658
2019-02-26,658
2019-02-27,658
2019-02-28,658
2019-03-01,658
2019-03-02,658
2019-03-03,658
2019-03-04,658
2019-03-05,658
2019-03-06,650
2019-03-07,650
2019-03-08,650
2019-03-09,650
2019-03-10,650
2019-03-11,650
2019-03-12,650
2019-03-13,650
2019-03-14,628
2019-03-15,628
2019-03-16,628
2019-03-17,628
2019-03-18,628
2019-03-19,628
2019-03-20,628
2019-03-21,637
2019-03-22,637
2019-03-23,637
2019-03-24,637
2019-03-25,637
2019-03-26,637
2019-03-27,637
2019-03-28,637
2019-03-29,638
2019-03-30,638
2019-03-31,638
2019-04-01,638
2019-04-02,638
2019-04-03,638
2019-04-04,638
2019-04-05,638
2019-04-06,638
2019-04-07,638
2019-04-08,616
2019-04-09,616
2019-04-10,616
2019-04-11,616
2019-04-12,616
2019-04-13,616
2019-04-14,616
2019-04-15,616
2019-04-16,586
2019-04-17,586
2019-04-18,586
2019-04-19,586
2019-04-20,586
2019-04-21,586
2019-04-22,586
2019-04-23,567
2019-04-24,567
2019-04-25,567
2019-04-26,567
2019-04-27,567
2019-04-28,567
2019-04-29,567
2019-04-30,567
2019-05-01,567
2019-05-02,567
2019-05-03,573
2019-05-04,573
2019-05-05,573
2019-05-06,573
2019-05-07,573
2019-05-08,573
2019-05-09,573
2019-05-10,573
2019-05-11,573
2019-05-12,573
2019-05-13,572
2019-05-14,572
2019-05-15,572
2019-05-16,572
2019-05-17,572
2019-05-18,572
2019-05-19,572
2019-05-20,572
2019-05-21,572
2019-05-22,572
2019-05-23,582
2019-05-24,582
2019-05-25,582
2019-05-26,582
2019-05-27,582
2019-05-28,582
2019-05-29,582
2019-05-30,582
2019-05-31,582
2019-06-01,582
2019-06-02,562
2019-06-03,562
2019-06-04,562
2019-06-05,562
2019-06-06,562
2019-06-07,562
2019-06-08,562
2019-06-09,562
2019-06-10,562
2019-06-11,546
2019-06-12,546
2019-06-13,546
2019-06-14,546
2019-06-15,546
2019-06-16,546
2019-06-17,546
2019-06-18,546
2019-06-19,546
2019-06-20,546
2019-06-21,546
2019-06-22,529
2019-06-23,529
2019-06-24,529
2019-06-25,529
