date_obj,Iron%20platelegs%20(t) price
2016-09-04,27092
2016-09-05,27590
2016-09-06,28266
2016-09-07,28266
2016-09-08,29051
2016-09-09,29051
2016-09-10,29292
2016-09-11,29292
2016-09-12,29668
2016-09-13,30480
2016-09-14,30480
2016-09-15,31343
2016-09-16,31343
2016-09-17,31294
2016-09-18,31294
2016-09-19,32229
2016-09-20,32229
2016-09-21,33053
2016-09-22,33253
2016-09-23,33253
2016-09-24,33253
2016-09-25,33432
2016-09-26,33432
2016-09-27,33270
2016-09-28,33831
2016-09-29,33831
2016-09-30,33391
2016-10-01,32693
2016-10-02,32693
2016-10-03,32693
2016-10-04,32708
2016-10-05,32708
2016-10-06,32032
2016-10-07,32032
2016-10-08,32303
2016-10-09,32303
2016-10-10,31426
2016-10-11,31575
2016-10-12,31575
2016-10-13,31384
2016-10-14,31384
2016-10-15,31164
2016-10-16,31164
2016-10-17,31939
2016-10-18,31939
2016-10-19,33244
2016-10-20,33244
2016-10-21,33853
2016-10-22,33853
2016-10-23,33469
2016-10-24,33889
2016-10-25,33889
2016-10-26,34009
2016-10-27,34009
2016-10-28,34009
2016-10-29,34043
2016-10-30,34043
2016-10-31,35071
2016-11-01,35071
2016-11-02,35623
2016-11-03,35623
2016-11-04,35979
2016-11-05,35979
2016-11-06,37738
2016-11-07,37738
2016-11-08,39568
2016-11-09,39568
2016-11-10,40944
2016-11-11,40944
2016-11-12,41549
2016-11-13,41549
2016-11-14,40750
2016-12-07,41892
2016-12-08,41437
2016-12-09,41437
2016-12-10,43362
2016-12-11,43362
2016-12-12,45531
2016-12-13,45531
2016-12-14,47808
2016-12-15,47808
2016-12-16,50199
2016-12-17,51776
2016-12-18,51776
2016-12-19,53999
2016-12-20,55412
2016-12-21,56894
2016-12-22,56894
2016-12-23,58730
2016-12-24,58730
2016-12-25,59497
2016-12-26,59497
2016-12-27,60277
2016-12-28,60277
2016-12-29,59349
2016-12-30,59349
2016-12-31,56866
2017-01-01,56866
2017-01-02,55214
2017-01-03,55214
2017-01-04,55349
2017-01-05,55349
2017-01-06,53718
2017-01-07,53556
2017-01-08,53556
2017-01-09,52020
2017-01-10,50892
2017-01-11,50285
2017-01-12,49568
2017-01-13,49568
2017-01-14,47899
2017-01-15,47284
2017-01-16,47284
2017-01-17,45323
2017-01-18,45168
2017-01-19,45168
2017-01-20,46186
2017-01-21,47333
2017-01-22,47333
2017-01-27,53624
2017-01-28,54006
2017-01-29,55352
2017-01-30,55352
2017-01-31,54964
2017-02-01,53491
2017-02-02,53491
2017-02-03,51039
2017-02-04,48888
2017-02-05,48888
2017-02-06,48207
2017-02-07,48207
2017-02-08,46471
2017-02-09,46471
2017-02-10,45331
2017-02-11,43310
2017-02-12,43310
2017-02-13,41277
2017-02-14,39744
2017-02-15,39744
2017-02-16,37943
2017-02-18,37094
2017-02-19,36815
2017-02-20,36815
2017-02-21,35251
2017-02-22,35251
2017-02-23,34204
2017-02-24,34204
2017-02-25,33322
2017-02-26,33322
2017-02-27,32254
2017-02-28,31168
2017-03-01,31168
2017-03-02,29834
2017-03-03,29834
2017-03-04,29457
2017-03-05,29457
2017-03-06,28372
2017-03-07,28372
2017-03-08,27994
2017-03-09,27994
2017-03-10,27222
2017-03-11,26661
2017-03-12,26661
2017-03-13,26482
2017-03-14,26005
2017-03-15,26422
2017-03-16,26422
2017-03-17,26860
2017-03-18,26860
2017-03-19,27105
2017-03-20,26507
2017-03-21,26398
2017-03-22,26092
2017-03-23,26539
2017-03-24,26539
2017-03-25,26150
2017-03-26,25739
2017-03-27,25739
2017-03-28,25493
2017-03-29,25143
2017-03-30,25143
2017-03-31,25478
2017-04-01,25478
2017-04-02,25675
2017-04-03,25797
2017-04-04,26195
2017-04-12,28857
2017-04-13,28857
2017-04-14,29535
2017-04-15,29535
2017-04-16,29574
2017-04-17,29614
2017-04-18,29614
2017-04-19,29909
2017-04-20,29909
2017-04-21,30346
2017-04-22,30346
2017-04-23,30172
2017-04-24,30172
2017-04-25,30281
2017-04-26,30281
2017-04-27,29916
2017-04-28,29916
2017-04-29,30130
2017-04-30,30130
2017-05-01,30468
2017-05-02,30468
2017-05-03,31139
2017-05-04,31397
2017-05-05,31397
2017-05-06,31519
2017-05-07,31095
2017-05-08,31095
2017-05-09,30930
2017-05-10,30930
2017-05-11,31190
2017-05-12,31190
2017-05-13,31888
2017-05-14,31888
2017-05-15,32439
2017-05-16,32283
2017-05-17,32283
2017-05-18,32441
2017-05-19,32441
2017-05-20,33451
2017-05-21,33451
2017-05-22,34871
2017-05-23,34871
2017-05-24,35875
2017-05-25,35875
2017-05-26,36503
2017-05-27,36503
2017-05-28,35592
2017-05-29,35592
2017-05-30,36974
2017-05-31,37899
2017-06-01,37899
2017-06-02,37911
2017-06-03,37911
2017-06-04,37892
2017-06-06,38439
2017-06-07,37975
2017-06-08,37975
2017-06-09,37511
2017-06-10,37745
2017-06-11,39088
2017-06-12,39088
2017-06-13,40335
2017-06-14,40335
2017-06-15,41008
2017-06-16,41008
2017-06-17,41753
2017-06-18,42383
2017-06-19,42383
2017-06-20,42989
2017-06-21,42989
2017-06-22,43708
2017-06-23,43708
2017-06-24,44421
2017-06-25,44421
2017-06-26,45226
2017-06-27,45226
2017-06-28,46454
2017-06-29,46454
2017-06-30,47714
2017-07-01,47714
2017-07-02,49212
2017-07-03,51501
2017-07-04,51501
2017-07-05,52578
2017-07-06,53092
2017-07-07,53092
2017-07-08,53092
2017-07-13,51951
2017-07-14,50008
2017-07-15,50008
2017-07-16,50898
2017-07-17,50588
2017-07-18,50588
2017-07-19,50584
2017-07-20,50584
2017-07-21,51526
2017-07-22,51526
2017-07-23,52624
2017-07-24,52624
2017-07-25,54178
2017-07-26,54178
2017-07-27,55646
2017-07-28,55646
2017-07-29,57669
2017-07-30,59054
2017-07-31,59054
2017-08-01,60331
2017-08-02,60300
2017-08-03,60300
2017-08-04,59934
2017-08-05,58548
2017-08-06,58548
2017-08-09,54899
2017-08-10,55594
2017-08-11,55594
2017-08-12,55988
2017-08-13,55988
2017-08-14,54074
2017-08-15,54074
2017-08-16,52233
2017-08-17,49985
2017-08-18,49985
2017-08-19,49863
2017-08-20,49863
2017-08-21,48249
2017-08-22,47406
2017-08-23,47406
2017-08-24,48480
2017-08-25,48480
2017-08-26,50112
2017-08-27,50112
2017-08-28,51150
2017-08-29,51150
2017-08-30,52537
2017-08-31,52537
2017-09-01,52537
2017-09-02,53656
2017-09-03,53656
2017-09-04,54470
2017-09-05,55301
2017-09-06,55301
2017-09-07,53992
2017-09-08,53992
2017-09-09,53890
2017-09-10,55614
2017-09-11,55614
2017-09-12,54625
2017-09-13,54625
2017-09-14,54788
2017-09-15,54788
2017-09-16,54105
2017-09-17,53640
2017-09-19,52969
2017-09-20,52405
2017-09-21,52405
2017-09-22,51796
2017-09-23,51796
2017-09-24,51245
2017-09-25,51245
2017-09-26,48942
2017-09-27,48942
2017-09-28,47062
2017-09-29,47062
2017-09-30,47322
2017-10-01,47322
2017-10-02,47233
2017-10-03,47233
2017-10-04,47359
2017-10-05,47359
2017-10-06,48276
2017-10-07,48276
2017-10-08,47542
2017-10-09,47542
2017-10-10,47317
2017-10-11,47317
2017-10-12,47831
2017-10-13,47831
2017-10-14,47143
2017-10-15,47143
2017-10-16,46668
2017-10-17,46668
2017-10-18,45110
2017-10-19,45110
2017-10-20,44191
2017-10-21,44191
2017-10-22,42139
2017-10-23,40266
2017-10-24,40266
2017-10-25,38270
2017-10-26,38270
2017-10-27,36367
2017-10-28,36367
2017-10-29,35429
2017-10-30,35429
2017-10-31,35241
2017-11-01,35241
2017-11-02,35961
2017-11-03,35961
2017-11-04,36691
2017-11-05,36691
2017-11-06,35768
2017-11-07,35768
2017-11-08,36644
2017-11-09,36644
2017-11-10,35759
2017-11-11,35759
2017-11-12,34851
2017-11-13,34851
2017-11-14,36123
2017-11-15,36123
2017-11-16,36500
2017-11-17,36500
2017-11-18,35745
2017-11-19,35745
2017-11-20,35559
2017-11-21,33940
2017-11-22,33940
2017-11-23,32243
2017-11-24,32243
2017-11-25,30630
2017-11-26,30630
2017-11-27,29943
2017-11-28,30065
2017-11-29,30065
2017-11-30,29718
2017-12-01,29844
2017-12-02,29844
2017-12-03,29609
2017-12-04,29609
2017-12-05,29553
2017-12-06,29553
2017-12-07,29082
2017-12-08,29082
2017-12-09,29985
2017-12-10,30181
2017-12-11,30302
2017-12-12,30302
2017-12-13,30043
2017-12-14,30043
2017-12-15,30756
2017-12-16,30756
2017-12-17,31695
2017-12-18,31498
2017-12-19,31498
2017-12-20,30415
2017-12-21,30415
2017-12-22,30076
2017-12-23,30076
2017-12-24,30101
2017-12-25,30101
2017-12-26,29844
2017-12-27,29262
2017-12-28,29262
2017-12-29,28827
2017-12-30,28051
2017-12-31,28051
2018-01-01,27445
2018-01-02,27445
2018-01-03,26570
2018-01-04,26570
2018-01-05,26826
2018-01-06,26561
2018-01-07,26561
2018-01-08,26578
2018-01-09,26578
2018-01-10,27216
2018-01-11,27216
2018-01-12,27013
2018-01-13,27994
2018-01-14,27994
2018-01-15,28218
2018-01-16,29022
2018-01-17,29954
2018-01-18,31047
2018-01-19,31047
2018-01-20,32229
2018-01-21,32229
2018-01-22,33589
2018-01-23,33589
2018-01-25,34667
2018-01-26,35514
2018-01-27,35514
2018-01-28,35616
2018-01-29,35616
2018-01-30,35674
2018-01-31,35674
2018-02-01,36388
2018-02-02,36388
2018-02-03,36448
2018-02-04,36180
2018-02-05,36180
2018-02-06,36934
2018-02-07,37423
2018-02-08,37423
2018-02-09,36647
2018-02-10,36647
2018-02-11,36150
2018-02-12,36150
2018-02-13,35677
2018-02-14,35677
2018-02-15,34837
2018-02-16,34837
2018-02-17,34747
2018-02-18,34747
2018-02-19,35648
2018-02-20,35648
2018-02-21,35043
2018-02-22,35043
2018-02-23,35166
2018-02-24,35166
2018-02-25,34619
2018-02-26,34619
2018-02-27,34635
2018-02-28,34635
2018-03-01,33799
2018-03-02,34096
2018-03-03,33525
2018-03-04,33525
2018-03-05,33364
2018-03-06,33364
2018-03-07,34415
2018-03-08,34415
2018-03-09,34627
2018-03-10,34627
2018-03-11,35039
2018-03-12,35039
2018-03-13,36255
2018-03-14,36255
2018-03-15,37444
2018-03-16,37444
2018-03-17,37674
2018-03-18,37674
2018-03-19,38215
2018-03-20,39842
2018-03-21,39842
2018-03-23,41015
2018-03-24,42494
2018-03-25,42494
2018-03-26,42456
2018-03-27,41391
2018-03-28,41391
2018-03-29,42263
2018-03-30,42263
2018-03-31,41719
2018-04-01,41719
2018-04-02,40195
2018-04-03,40195
2018-04-04,39161
2018-04-05,39161
2018-04-06,38541
2018-04-07,38541
2018-04-08,39368
2018-04-09,39368
2018-04-10,39869
2018-04-11,39869
2018-04-12,40347
2018-04-13,40347
2018-04-14,40347
2018-04-15,41162
2018-04-16,41162
2018-04-17,41733
2018-04-18,41733
2018-04-19,42872
2018-04-20,42872
2018-04-21,43691
2018-04-22,43691
2018-04-23,43691
2018-04-24,44264
2018-04-25,44264
2018-04-26,44264
2018-04-27,45180
2018-04-28,45180
2018-04-29,45276
2018-04-30,45276
2018-05-01,45105
2018-05-04,43806
2018-05-05,43096
2018-05-06,43096
2018-05-07,42378
2018-05-08,42378
2018-05-09,41712
2018-05-10,41712
2018-05-11,41328
2018-05-12,40334
2018-05-13,40334
2018-05-14,39766
2018-05-15,39766
2018-05-16,39622
2018-05-17,39622
2018-05-18,38900
2018-05-19,38900
2018-05-20,39795
2018-05-21,39795
2018-05-22,39548
2018-05-23,39548
2018-05-24,39821
2018-05-25,39821
2018-05-26,41764
2018-05-27,41764
2018-05-28,43115
2018-05-29,43115
2018-05-30,45146
2018-05-31,45146
2018-06-01,46944
2018-06-02,49292
2018-06-03,49292
2018-06-04,51340
2018-06-05,52826
2018-06-06,52826
2018-06-07,54763
2018-06-08,54763
2018-06-09,55231
2018-06-10,55231
2018-06-11,54239
2018-06-12,54239
2018-06-13,53826
2018-06-14,53826
2018-06-15,52621
2018-06-16,52621
2018-06-17,51250
2018-06-18,51250
2018-06-19,49602
2018-06-20,49602
2018-06-21,49602
2018-06-22,48714
2018-06-23,48714
2018-06-24,46461
2018-06-25,46461
2018-06-26,45542
2018-06-27,45542
2018-06-28,45105
2018-06-29,45105
2018-06-30,43346
2018-07-01,43346
2018-07-02,41841
2018-07-03,41841
2018-07-04,40581
2018-07-05,40581
2018-07-06,39918
2018-07-07,39918
2018-07-08,38596
2018-07-09,38596
2018-07-10,36919
2018-07-11,36919
2018-07-12,36919
2018-07-13,37746
2018-07-14,39148
2018-07-15,39148
2018-07-16,39570
2018-07-17,39570
2018-07-18,40533
2018-07-19,40533
2018-07-20,39963
2018-07-21,39963
2018-07-22,39382
2018-07-23,39382
2018-07-24,38138
2018-07-25,38138
2018-07-26,36231
2018-07-27,35010
2018-07-28,35010
2018-07-29,34107
2018-07-30,34107
2018-07-31,33196
2018-08-01,33196
2018-08-02,33994
2018-08-03,33994
2018-08-04,34494
2018-08-05,34494
2018-08-06,34770
2018-08-07,34770
2018-08-08,34932
2018-08-09,34932
2018-08-10,33665
2018-08-11,33665
2018-08-12,34415
2018-08-14,35171
2018-08-16,35890
2018-08-17,36302
2018-08-18,36302
2018-08-19,35968
2018-08-20,35638
2018-08-21,35638
2018-08-22,34469
2018-08-23,34469
2018-08-24,33521
2018-08-25,33003
2018-08-26,33003
2018-08-27,33887
2018-08-28,34202
2018-08-29,34202
2018-08-30,34220
2018-08-31,33437
2018-09-01,32814
2018-09-02,32814
2018-09-03,31804
2018-09-04,32697
2018-09-05,32697
2018-09-06,33873
2018-09-07,35180
2018-09-08,36036
2018-09-09,36036
2018-09-10,36479
2018-09-11,36479
2018-09-12,37170
2018-09-13,37170
2018-09-14,35903
2018-09-15,35373
2018-09-16,35373
2018-09-17,34950
2018-09-18,35060
2018-09-19,35060
2018-09-20,34976
2018-09-21,34976
2018-09-22,34674
2018-09-23,34674
2018-09-24,34428
2018-09-25,34428
2018-09-26,34342
2018-09-27,34342
2018-09-28,34128
2018-09-29,34128
2018-09-30,33131
2018-10-01,32936
2018-10-02,32936
2018-10-03,33126
2018-10-04,33126
2018-10-05,33126
2018-10-06,33144
2018-10-07,33144
2018-10-08,32450
2018-10-09,32450
2018-10-10,32801
2018-10-11,32801
2018-10-12,34199
2018-10-13,34199
2018-10-14,35887
2018-10-15,35887
2018-10-16,37642
2018-10-17,37642
2018-10-18,39440
2018-10-19,39440
2018-10-20,40865
2018-10-21,40865
2018-10-22,42491
2018-10-23,42491
2018-10-24,43393
2018-10-25,43393
2018-10-26,44934
2018-10-27,44934
2018-10-28,46764
2018-10-29,46764
2018-10-30,47868
2018-10-31,49262
2018-11-01,49401
2018-11-03,51136
2018-11-04,52025
2018-11-05,54261
2018-11-06,56186
2018-11-07,57829
2018-11-08,60323
2018-11-09,62854
2018-11-10,63842
2018-11-11,65624
2018-11-12,66323
2018-11-13,66766
2018-11-14,66766
2018-11-15,66694
2018-11-16,67478
2018-11-17,67478
2018-11-18,66587
2018-11-19,65358
2018-11-20,63400
2018-11-21,63400
2018-11-22,62787
2018-11-23,62145
2018-11-24,59986
2018-11-25,58222
2018-11-26,58222
2018-11-27,58398
2018-11-28,56942
2018-11-29,55749
2018-12-01,54949
2018-12-02,54380
2018-12-03,54380
2018-12-04,54277
2018-12-05,52947
2018-12-07,52512
2018-12-09,49070
2018-12-10,47147
2018-12-11,46210
2018-12-12,44969
2018-12-13,43282
2018-12-14,41799
2018-12-15,40414
2018-12-16,39981
2018-12-17,39981
2018-12-18,40627
2018-12-19,40627
2018-12-20,41357
2018-12-21,40441
2018-12-22,39104
2018-12-23,37968
2018-12-24,36675
2018-12-25,35738
2018-12-26,35738
2018-12-27,35371
2018-12-28,35371
2018-12-29,36301
2018-12-30,37598
2018-12-31,39265
2019-01-01,39265
2019-01-02,40548
2019-01-03,40749
2019-01-04,40749
2019-01-05,39943
2019-01-06,38609
2019-01-08,37416
2019-01-10,35944
2019-01-11,35944
2019-01-12,35347
2019-01-13,35266
2019-01-14,34467
2019-01-15,33797
2019-01-16,32732
2019-01-17,32667
2019-01-18,32666
2019-01-19,32152
2019-01-20,32537
2019-01-21,32537
2019-01-22,32269
2019-01-23,30695
2019-01-24,29605
2019-01-25,28960
2019-01-26,28481
2019-01-27,28736
2019-01-28,28773
2019-01-29,29030
2019-01-30,29589
2019-01-31,30926
2019-02-01,31881
2019-02-02,31881
2019-02-03,32003
2019-02-04,32003
2019-02-05,31984
2019-02-06,31984
2019-02-07,31941
2019-02-08,31941
2019-02-09,32064
2019-02-10,32763
2019-02-11,32763
2019-02-12,32951
2019-02-13,31575
2019-02-14,31575
2019-02-15,30981
2019-02-16,30441
2019-02-17,29546
2019-02-18,29511
2019-02-19,29900
2019-02-20,29900
2019-02-21,30080
2019-02-22,30080
2019-02-23,30665
2019-02-24,31333
2019-02-25,32315
2019-02-26,33809
2019-02-27,35083
2019-02-28,35083
2019-03-01,36468
2019-03-02,38063
2019-03-03,39967
2019-03-04,41729
2019-03-05,43526
2019-03-06,44526
2019-03-07,44526
2019-03-08,45593
2019-03-09,45593
2019-03-10,47435
2019-03-11,47435
2019-03-12,47555
2019-03-13,47555
2019-03-14,46573
2019-03-15,46573
2019-03-16,45762
2019-03-17,46717
2019-03-18,46717
2019-03-19,47419
2019-03-20,49645
2019-03-21,50261
2019-03-22,50261
2019-03-23,49444
2019-03-24,49444
2019-03-25,48115
2019-03-26,48362
2019-03-27,48362
2019-03-28,46846
2019-03-29,45750
