date_obj,Green%20d'hide%20chaps%20(t) price
2019-03-26,8133
2019-03-27,7980
2019-03-28,8127
2019-03-29,8333
2019-03-30,8524
2019-03-31,8460
2019-04-01,8623
2019-04-02,8548
2019-04-03,8527
2019-04-04,8505
2019-04-05,8341
2019-04-06,8317
2019-04-07,8404
2019-04-08,8367
2019-04-09,8508
2019-04-10,8479
2019-04-11,8200
2019-04-12,7889
2019-04-13,7534
2019-04-14,7204
2019-04-15,6922
2019-04-16,6762
2019-04-17,6574
2019-04-18,6516
2019-04-19,6375
2019-04-20,6366
2019-04-21,6339
2019-04-22,6264
2019-04-23,6202
2019-04-24,6147
2019-04-25,6122
2019-04-26,6104
2019-04-27,6022
2019-04-28,5921
2019-04-29,5827
2019-04-30,5826
2019-05-01,5859
2019-05-02,6003
2019-05-03,6056
2019-05-04,6102
2019-05-05,6005
2019-05-06,5806
2019-05-07,5707
2019-05-08,5771
2019-05-09,5676
2019-05-10,5667
2019-05-11,5787
2019-05-12,5864
2019-05-13,5925
2019-05-14,6035
2019-05-15,6195
2019-05-16,6288
2019-05-17,6331
2019-05-18,6456
2019-05-19,6495
2019-05-20,6577
2019-05-21,6677
2019-05-22,6875
2019-05-23,6952
2019-05-24,6901
2019-05-25,7075
2019-05-26,7195
2019-05-27,7305
2019-05-28,7420
2019-05-29,7340
2019-05-30,7314
2019-05-31,7271
2019-06-01,7327
2019-06-02,7427
2019-06-03,7575
2019-06-04,7681
2019-06-05,7800
2019-06-06,7730
2019-06-07,7725
2019-06-08,7896
2019-06-09,7970
2019-06-10,7897
2019-06-11,8015
2019-06-12,8071
2019-06-13,8167
2019-06-14,8221
2019-06-15,8091
2019-06-16,8295
2019-06-17,8215
2019-06-18,8202
2019-06-19,8133
2019-06-20,8161
2019-06-21,8177
2019-06-22,8109
2019-06-23,8080
2019-06-24,8117
2019-06-25,8181
2019-06-26,8108
2019-06-27,8261
2019-06-28,8403
2019-06-29,8426
2019-06-30,8456
2019-07-01,8572
2019-07-02,8707
2019-07-03,9099
2019-07-04,9198
2019-07-05,9085
2019-07-06,9158
2019-07-07,9368
2019-07-08,9609
2019-07-09,9218
2019-07-10,8884
2019-07-11,8637
2019-07-12,8407
2019-07-13,8448
2019-07-14,8532
2019-07-15,8515
2019-07-16,8644
2019-07-17,8532
2019-07-18,8574
2019-07-19,8437
2019-07-20,8511
2019-07-21,8553
2019-07-22,8560
2019-07-23,8753
2019-07-24,8980
2019-07-25,9069
2019-07-26,9021
2019-07-27,8843
2019-07-28,8616
2019-07-29,8588
2019-07-30,8569
2019-07-31,8302
2019-08-01,8090
2019-08-02,7930
2019-08-03,7839
2019-08-04,7830
2019-08-05,7572
2019-08-06,7467
2019-08-07,7436
2019-08-08,7437
2019-08-09,7506
2019-08-10,7462
2019-08-11,7303
2019-08-12,7423
2019-08-13,7503
2019-08-14,7453
2019-08-15,7592
2019-08-16,7690
2019-08-17,7762
2019-08-18,7782
2019-08-19,8030
2019-08-20,8042
2019-08-21,7852
2019-08-22,7711
2019-08-23,7632
2019-08-24,7700
2019-08-24,7700
2019-08-25,7684
2019-08-25,7684
2019-08-26,7667
2019-08-26,7667
2019-08-27,7465
2019-08-27,7465
2019-08-28,7489
2019-08-29,7538
2019-08-30,7555
2019-08-31,7583
2019-09-01,7499
2019-09-02,7436
2019-09-03,7490
2019-09-04,7496
2019-09-05,7623
2019-09-06,7808
2019-09-07,7657
2019-09-08,7929
2019-09-09,7719
2019-09-10,7607
2019-09-11,7470
2019-09-12,7301
2019-09-13,7470
2019-09-14,7737
2019-09-15,7727
2019-09-16,7768
2019-09-17,7670
2019-09-18,7731
2019-09-19,7692
2019-09-20,7696
2019-09-21,7635
2019-09-22,7525
2019-09-23,7494
2019-09-24,7428
2019-09-25,7292
2019-09-26,7336
2019-09-27,7356
2019-09-28,7369
2019-09-29,7049
2019-09-30,6768
2019-10-01,6648
2019-10-02,6526
2019-10-03,6691
2019-10-04,6764
2019-10-05,6897
2019-10-06,6934
2019-10-07,7104
2019-10-08,7286
2019-10-09,7474
2019-10-10,7482
2019-10-11,7710
2019-10-12,7983
2019-10-13,8028
2019-10-14,8058
2019-10-15,7939
2019-10-16,7878
2019-10-17,7751
2019-10-18,7872
2019-10-19,8071
2019-10-20,8057
2019-10-21,7740
2019-10-22,7585
2019-10-23,7428
2019-10-24,7555
2019-10-25,7680
2019-10-26,7806
2019-10-27,7847
2019-10-28,7788
2019-10-29,7852
2019-10-30,7976
2019-10-31,8113
2019-11-01,7923
2019-11-02,7787
2019-11-03,8006
2019-11-04,7886
2019-11-05,7752
2019-11-06,7953
2019-11-07,7853
2019-11-08,7719
2019-11-09,7886
2019-11-10,8053
2019-11-11,8010
2019-11-12,7994
2019-11-13,7905
2019-11-14,8221
2019-11-15,8360
2019-11-16,8168
2019-11-17,8268
2019-11-18,8410
2019-11-19,8329
2019-11-20,8364
2019-11-21,8292
2019-11-22,8243
2019-11-23,8178
2019-11-24,8304
2019-11-25,8542
2019-11-26,8287
2019-11-27,8033
2019-11-28,7690
2019-11-29,7342
2019-11-30,7311
2019-12-01,7441
2019-12-02,7430
2019-12-03,7658
2019-12-04,7831
2019-12-05,8011
2019-12-06,7979
2019-12-07,8007
2019-12-08,7832
2019-12-09,7722
2019-12-10,7781
2019-12-11,7915
2019-12-12,7746
2019-12-13,7890
2019-12-14,8051
2019-12-15,8310
2019-12-16,8418
2019-12-17,8484
2019-12-18,8507
2019-12-19,8298
2019-12-20,7884
2019-12-21,7856
2019-12-22,7898
2019-12-23,7854
2019-12-24,8130
2019-12-25,8098
2019-12-26,8468
2019-12-27,8807
2019-12-28,9153
2019-12-29,9417
2019-12-30,9344
2019-12-31,9522
2020-01-01,9754
2020-01-02,9833
2020-01-03,9692
2020-01-04,9949
2020-01-05,10025
2020-01-06,9877
2020-01-07,9944
2020-01-08,10186
2020-01-09,10125
2020-01-10,9839
2020-01-11,9933
2020-01-12,10220
2020-01-13,10242
2020-01-14,10532
2020-01-15,10616
2020-01-16,10212
2020-01-17,10388
2020-01-18,10401
2020-01-19,10406
2020-01-20,10221
2020-01-21,10204
2020-01-22,10117
2020-01-23,10407
2020-01-24,10447
2020-01-25,10433
2020-01-26,10219
2020-01-27,9988
2020-01-28,10086
2020-01-29,10116
2020-01-30,10316
2020-01-31,10429
2020-02-01,10648
2020-02-02,10547
2020-02-03,10647
2020-02-04,10590
2020-02-05,10523
2020-02-06,10509
2020-02-07,10741
2020-02-08,10711
2020-02-09,10747
2020-02-10,10796
2020-02-11,10930
2020-02-12,10673
2020-02-13,10791
2020-02-14,10656
2020-02-15,10721
2020-02-16,10652
2020-02-17,10552
2020-02-18,10526
2020-02-19,10497
2020-02-20,10427
2020-02-21,10427
2020-02-22,10522
2020-02-23,10225
2020-02-24,10009
2020-02-25,9974
2020-02-26,9815
2020-02-27,9881
2020-02-28,9748
2020-02-29,9726
2020-03-01,9768
2020-03-02,9716
2020-03-03,9619
2020-03-04,9369
2020-03-05,9190
2020-03-06,9038
2020-03-07,9023
2020-03-08,9167
2020-03-09,9144
2020-03-10,8992
2020-03-11,9076
2020-03-12,9109
2020-03-13,8883
2020-03-14,8947
2020-03-15,8971
2020-03-16,8862
2020-03-17,8847
2020-03-18,8546
2020-03-19,8321
2020-03-20,8425
2020-03-21,8531
2020-03-22,8456
2020-03-23,8440
2020-03-24,8592
2020-03-25,8878
2020-03-26,8957
2020-03-27,8754
2020-03-28,8802
2020-03-29,8767
2020-03-30,8663
2020-03-31,8672
2020-04-01,8674
2020-04-02,8538
2020-04-03,8580
2020-04-04,8314
2020-04-05,8325
2020-04-06,8262
2020-04-07,8141
2020-04-08,8075
2020-04-09,7929
2020-04-10,7840
2020-04-11,7850
2020-04-12,7941
2020-04-13,7889
2020-04-14,7663
2020-04-15,7556
2020-04-16,7408
2020-04-17,7356
2020-04-18,7217
2020-04-19,7192
2020-04-20,7014
2020-04-21,6977
2020-04-22,6886
2020-04-23,6810
2020-04-24,6496
2020-04-25,6517
2020-04-26,6464
2020-04-27,6470
2020-04-28,6466
2020-04-29,6410
2020-04-30,6325
2020-05-01,6109
2020-05-02,6148
2020-05-03,6136
2020-05-04,6086
2020-05-05,5947
2020-05-06,5772
2020-05-07,5787
2020-05-08,5785
2020-05-09,5964
2020-05-10,6145
2020-05-11,6215
2020-05-12,6186
2020-05-13,6102
