date_obj,Rune%20pickaxe price
2019-04-04,18848
2019-04-05,18828
2019-04-06,18786
2019-04-07,18798
2019-04-08,18818
2019-04-09,18873
2019-04-10,18846
2019-04-11,18815
2019-04-12,18802
2019-04-13,18794
2019-04-14,18810
2019-04-15,18875
2019-04-16,18828
2019-04-17,18797
2019-04-18,18862
2019-04-19,18965
2019-04-20,18907
2019-04-21,18849
2019-04-22,18873
2019-04-23,18847
2019-04-24,18846
2019-04-25,18811
2019-04-26,18853
2019-04-27,18822
2019-04-28,18809
2019-04-29,18825
2019-04-30,18827
2019-05-01,18715
2019-05-02,18824
2019-05-03,18826
2019-05-04,18838
2019-05-05,18838
2019-05-06,18850
2019-05-07,18867
2019-05-08,18846
2019-05-09,18842
2019-05-10,18852
2019-05-11,18835
2019-05-12,18789
2019-05-13,18798
2019-05-14,18833
2019-05-15,18821
2019-05-16,18855
2019-05-17,18829
2019-05-18,18831
2019-05-19,18837
2019-05-20,18839
2019-05-21,18811
2019-05-22,18865
2019-05-23,18844
2019-05-24,18827
2019-05-25,18763
2019-05-26,18774
2019-05-27,18892
2019-05-28,18883
2019-05-29,18903
2019-05-30,18854
2019-05-31,18826
2019-06-01,18786
2019-06-02,18813
2019-06-03,18783
2019-06-04,18817
2019-06-05,18871
2019-06-06,18850
2019-06-07,18857
2019-06-08,18767
2019-06-09,18905
2019-06-10,18886
2019-06-11,18918
2019-06-12,18890
2019-06-13,18826
2019-06-14,18826
2019-06-15,18774
2019-06-16,18811
2019-06-17,18804
2019-06-18,18840
2019-06-19,18845
2019-06-20,18849
2019-06-21,18800
2019-06-22,18772
2019-06-23,18788
2019-06-24,18900
2019-06-25,18725
2019-06-26,18839
2019-06-27,18830
2019-06-28,18841
2019-06-29,18816
2019-06-30,18858
2019-07-01,18923
2019-07-02,18983
2019-07-03,18798
2019-07-04,18817
2019-07-05,18922
2019-07-06,18995
2019-07-07,18848
2019-07-08,18947
2019-07-09,18838
2019-07-10,18830
2019-07-11,18777
2019-07-12,18831
2019-07-13,18851
2019-07-14,18865
2019-07-15,18870
2019-07-16,19003
2019-07-17,18900
2019-07-18,18872
2019-07-19,18831
2019-07-20,18812
2019-07-21,18811
2019-07-22,18837
2019-07-23,18843
2019-07-24,18805
2019-07-25,18882
2019-07-26,18762
2019-07-27,18751
2019-07-28,18749
2019-07-29,18755
2019-07-30,18739
2019-07-31,18781
2019-08-01,18738
2019-08-02,18737
2019-08-03,18715
2019-08-04,18703
2019-08-05,18711
2019-08-06,18756
2019-08-07,18749
2019-08-08,18781
2019-08-09,18788
2019-08-10,18763
2019-08-11,18757
2019-08-12,18743
2019-08-13,18783
2019-08-14,18817
2019-08-15,18846
2019-08-16,18785
2019-08-17,18636
2019-08-18,18753
2019-08-19,18771
2019-08-20,18799
2019-08-21,18798
2019-08-22,18795
2019-08-23,18763
2019-08-24,18751
2019-08-24,18751
2019-08-25,18754
2019-08-25,18754
2019-08-26,18768
2019-08-26,18768
2019-08-27,18800
2019-08-27,18800
2019-08-28,18826
2019-08-29,18809
2019-08-30,18815
2019-08-31,18796
2019-09-01,18795
2019-09-02,18757
2019-09-03,18807
2019-09-04,18803
2019-09-05,18812
2019-09-06,18774
2019-09-07,18806
2019-09-08,18793
2019-09-09,18773
2019-09-10,18818
2019-09-11,18811
2019-09-12,18818
2019-09-13,18781
2019-09-14,18803
2019-09-15,18801
2019-09-16,18806
2019-09-17,18781
2019-09-18,18791
2019-09-19,18803
2019-09-20,18801
2019-09-21,18756
2019-09-22,18743
2019-09-23,18783
2019-09-24,18703
2019-09-25,18793
2019-09-26,18811
2019-09-27,18767
2019-09-28,18767
2019-09-29,18708
2019-09-30,18764
2019-10-01,18783
2019-10-02,18782
2019-10-03,18803
2019-10-04,18792
2019-10-05,18776
2019-10-06,18753
2019-10-07,18746
2019-10-08,18728
2019-10-09,18702
2019-10-10,18745
2019-10-11,18681
2019-10-12,18668
2019-10-13,18727
2019-10-14,18744
2019-10-15,18788
2019-10-16,18792
2019-10-17,18747
2019-10-18,18769
2019-10-19,18772
2019-10-20,18704
2019-10-21,18765
2019-10-22,18775
2019-10-23,18781
2019-10-24,18771
2019-10-25,18769
2019-10-26,18754
2019-10-27,18743
2019-10-28,18711
2019-10-29,18685
2019-10-30,18723
2019-10-31,18770
2019-11-01,18732
2019-11-02,18741
2019-11-03,18724
2019-11-04,18719
2019-11-05,18722
2019-11-06,18688
2019-11-07,18699
2019-11-08,18701
2019-11-09,18704
2019-11-10,18686
2019-11-11,18700
2019-11-12,18701
2019-11-13,18756
2019-11-14,18771
2019-11-15,18786
2019-11-16,18729
2019-11-17,18690
2019-11-18,18728
2019-11-19,18728
2019-11-20,18759
2019-11-21,18751
2019-11-22,18728
2019-11-23,18724
2019-11-24,18734
2019-11-25,18755
2019-11-26,18793
2019-11-27,18788
2019-11-28,18797
2019-11-29,18759
2019-11-30,18745
2019-12-01,18691
2019-12-02,18700
2019-12-03,18725
2019-12-04,18729
2019-12-05,18722
2019-12-06,18680
2019-12-07,18701
2019-12-08,18636
2019-12-09,18738
2019-12-10,18746
2019-12-11,18725
2019-12-12,18740
2019-12-13,18748
2019-12-14,18722
2019-12-15,18699
2019-12-16,18696
2019-12-17,18724
2019-12-18,18724
2019-12-19,18748
2019-12-20,18745
2019-12-21,18718
2019-12-22,18699
2019-12-23,18678
2019-12-24,18756
2019-12-25,18729
2019-12-26,18627
2019-12-27,18713
2019-12-28,18734
2019-12-29,18715
2019-12-30,18696
2019-12-31,18701
2020-01-01,18611
2020-01-02,18683
2020-01-03,18629
2020-01-04,18702
2020-01-05,18660
2020-01-06,18679
2020-01-07,18741
2020-01-08,18731
2020-01-09,18743
2020-01-10,18720
2020-01-11,18686
2020-01-12,18693
2020-01-13,18731
2020-01-14,18684
2020-01-15,18727
2020-01-16,18693
2020-01-17,18679
2020-01-18,18679
2020-01-19,18696
2020-01-20,18709
2020-01-21,18743
2020-01-22,18736
2020-01-23,18725
2020-01-24,18697
2020-01-25,18657
2020-01-26,18678
2020-01-27,18709
2020-01-28,18737
2020-01-29,18744
2020-01-30,18705
2020-01-31,18736
2020-02-01,18714
2020-02-02,18708
2020-02-03,18725
2020-02-04,18700
2020-02-05,18600
2020-02-06,18570
2020-02-07,18613
2020-02-08,18610
2020-02-09,18605
2020-02-10,18654
2020-02-11,18657
2020-02-12,18662
2020-02-13,18664
2020-02-14,18688
2020-02-15,18667
2020-02-16,18677
2020-02-17,18691
2020-02-18,18718
2020-02-19,18646
2020-02-20,18684
2020-02-21,18708
2020-02-22,18649
2020-02-23,18694
2020-02-24,18712
2020-02-25,18724
2020-02-26,18676
2020-02-27,18711
2020-02-28,18678
2020-02-29,18644
2020-03-01,18666
2020-03-02,18676
2020-03-03,18661
2020-03-04,18693
2020-03-05,18707
2020-03-06,18710
2020-03-07,18668
2020-03-08,18697
2020-03-09,18723
2020-03-10,18740
2020-03-11,18737
2020-03-12,18743
2020-03-13,18736
2020-03-14,18693
2020-03-15,18695
2020-03-16,18735
2020-03-17,18719
2020-03-18,18726
2020-03-19,18749
2020-03-20,18686
2020-03-21,18713
2020-03-22,18708
2020-03-23,18710
2020-03-24,18710
2020-03-25,18676
2020-03-26,18692
2020-03-27,18693
2020-03-28,18692
2020-03-29,18698
2020-03-30,18718
2020-03-31,18751
2020-04-01,18710
2020-04-02,18714
2020-04-03,18776
2020-04-04,18738
2020-04-05,18707
2020-04-06,18699
2020-04-07,18706
2020-04-08,18725
2020-04-09,18722
2020-04-10,18707
2020-04-11,18703
2020-04-12,18671
2020-04-13,18710
2020-04-14,18717
2020-04-15,18717
2020-04-16,18725
2020-04-17,18719
2020-04-18,18726
2020-04-19,18738
2020-04-20,18694
2020-04-21,18729
2020-04-22,18734
2020-04-23,18724
2020-04-24,18739
2020-04-25,18693
2020-04-26,18738
2020-04-27,18760
2020-04-28,18757
2020-04-29,18736
2020-04-30,18724
2020-05-01,18746
2020-05-02,18690
2020-05-03,18715
2020-05-04,18715
2020-05-05,18706
2020-05-06,18736
2020-05-07,18772
2020-05-08,18838
2020-05-09,18756
2020-05-10,18712
2020-05-11,18791
2020-05-12,18753
2020-05-13,18749
