date_obj,Dragon%20battleaxe price
2015-11-07,137224
2015-11-08,136914
2015-11-09,136914
2015-11-10,136914
2015-11-11,136914
2015-11-12,140393
2015-11-13,140393
2015-11-14,140393
2015-11-15,140393
2015-11-16,140393
2015-11-17,144324
2015-11-18,144324
2015-11-19,144324
2015-11-20,144324
2015-11-21,144324
2015-11-22,147402
2015-11-23,147402
2015-11-24,147402
2015-11-25,147402
2015-11-26,148063
2015-11-27,148063
2015-11-28,148063
2015-11-29,148063
2015-11-30,150924
2015-12-01,150924
2015-12-02,150924
2015-12-03,150924
2015-12-04,149845
2015-12-05,149845
2015-12-06,149845
2015-12-07,149845
2015-12-08,156610
2015-12-09,156610
2015-12-10,156610
2015-12-11,161830
2015-12-12,161830
2015-12-13,161830
2015-12-14,161830
2015-12-15,166567
2015-12-16,166567
2015-12-17,166567
2015-12-18,166567
2015-12-19,160207
2015-12-20,160207
2015-12-21,160207
2015-12-22,153475
2015-12-23,153475
2015-12-24,153475
2015-12-25,153475
2015-12-26,147457
2015-12-27,147457
2015-12-28,147457
2015-12-29,151858
2015-12-30,151858
2015-12-31,151858
2016-01-01,151858
2016-01-02,154173
2016-01-03,154173
2016-01-04,154173
2016-01-05,155548
2016-01-06,155548
2016-01-07,155548
2016-01-08,147816
2016-01-09,147816
2016-01-10,147816
2016-01-11,141781
2016-01-12,141781
2016-01-13,141781
2016-01-14,135535
2016-01-15,135535
2016-01-16,135535
2016-01-17,136499
2016-01-18,136499
2016-01-19,136499
2016-01-20,136085
2016-01-21,136085
2016-01-22,136085
2016-01-23,136574
2016-01-24,136574
2016-01-25,136574
2016-01-26,137381
2016-01-27,137381
2016-01-28,137381
2016-01-29,136910
2016-01-30,136910
2016-01-31,136910
2016-02-01,138923
2016-02-02,138923
2016-02-03,138923
2016-02-04,134514
2016-02-05,134514
2016-02-06,134514
2016-02-07,137111
2016-02-08,137111
2016-02-09,137111
2016-02-10,136441
2016-02-11,136441
2016-02-12,136441
2016-02-13,138952
2016-02-14,138952
2016-02-15,138952
2016-02-16,138952
2016-02-17,136647
2016-02-18,136647
2016-02-19,136647
2016-02-20,138165
2016-02-21,138165
2016-02-22,138165
2016-02-23,142027
2016-02-24,142027
2016-02-25,142027
2016-02-26,142027
2016-02-27,143130
2016-02-28,143130
2016-02-29,143130
2016-03-01,143713
2016-03-02,143713
2016-03-03,143713
2016-03-04,143713
2016-03-05,143087
2016-03-06,143087
2016-03-07,143087
2016-03-08,149314
2016-03-09,149314
2016-03-10,149314
2016-03-11,152342
2016-03-12,152342
2016-03-13,152342
2016-03-14,155834
2016-03-15,155834
2016-03-16,155834
2016-03-17,156342
2016-03-18,156342
2016-03-19,156342
2016-03-20,155617
2016-03-21,155617
2016-03-22,155617
2016-03-23,155617
2016-03-24,150097
2016-03-25,150097
2016-03-26,150097
2016-03-27,148847
2016-03-28,148847
2016-03-29,148847
2016-03-30,147480
2016-03-31,147480
2016-04-01,147480
2016-04-02,147480
2016-04-03,141522
2016-04-04,141522
2016-04-05,141522
2016-04-06,142446
2016-04-07,142446
2016-04-08,142446
2016-04-09,142189
2016-04-10,142189
2016-04-11,142189
2016-04-12,142189
2016-04-13,142423
2016-04-14,142423
2016-04-15,142423
2016-04-16,144597
2016-04-17,144597
2016-04-18,144597
2016-04-19,143966
2016-04-20,143966
2016-04-21,143966
2016-04-22,143966
2016-04-23,143089
2016-04-24,143089
2016-04-25,143089
2016-04-26,142299
2016-04-27,142299
2016-04-28,142299
2016-04-29,142299
2016-04-30,140913
2016-05-01,140913
2016-05-02,140913
2016-05-03,139141
2016-05-04,139141
2016-05-05,139141
2016-05-06,139141
2016-05-07,140587
2016-05-08,140587
2016-05-09,140587
2016-05-10,139351
2016-05-11,139351
2016-05-12,139351
2016-05-13,139264
2016-05-14,139264
2016-05-15,139264
2016-05-16,139235
2016-05-17,139235
2016-05-18,139235
2016-05-19,138355
2016-05-22,133915
2016-05-23,133915
2016-05-24,133915
2016-05-25,137070
2016-05-26,137070
2016-05-27,139245
2016-05-28,139245
2016-05-29,139245
2016-05-30,139245
2016-05-31,141497
2016-06-01,141497
2016-06-02,141497
2016-06-03,138428
2016-06-04,138428
2016-06-05,138428
2016-06-06,135739
2016-06-07,135739
2016-06-08,135739
2016-06-09,137113
2016-06-10,137113
2016-06-11,137113
2016-06-12,137025
2016-06-13,137025
2016-06-14,137025
2016-06-15,138235
2016-06-16,138235
2016-06-17,138235
2016-06-18,137067
2016-06-19,137067
2016-06-20,137067
2016-06-21,136508
2016-06-22,136508
2016-06-23,136508
2016-06-24,138621
2016-06-25,138621
2016-06-26,138621
2016-06-27,138621
2016-06-28,136256
2016-06-29,136256
2016-06-30,136256
2016-07-01,136004
2016-07-02,136004
2016-07-03,136004
2016-07-04,137326
2016-07-05,137326
2016-07-06,136386
2016-07-07,136386
2016-07-08,136485
2016-07-09,136485
2016-07-10,133987
2016-07-11,133987
2016-07-12,133641
2016-07-13,133641
2016-07-14,136370
2016-07-15,136370
2016-07-16,137489
2016-07-17,137489
2016-07-18,135524
2016-07-23,136061
2016-07-24,135575
2016-07-25,135575
2016-07-26,135575
2016-07-27,136742
2016-07-28,136742
2016-07-29,137111
2016-07-30,137111
2016-07-31,137111
2016-08-01,136741
2016-08-02,136741
2016-08-03,137718
2016-08-04,137718
2016-08-05,137718
2016-08-06,138478
2016-08-07,138478
2016-08-08,138478
2016-08-09,137886
2016-08-10,137886
2016-08-11,137886
2016-08-12,137240
2016-08-13,137240
2016-08-14,137240
2016-08-15,136458
2016-08-16,136458
2016-08-17,136458
2016-08-18,135863
2016-08-19,135863
2016-08-20,135863
2016-08-21,137057
2016-08-22,137057
2016-08-23,137057
2016-08-24,137753
2016-08-25,137753
2016-08-26,137753
2016-08-28,138950
2016-08-31,136639
2016-09-01,136639
2016-09-02,138465
2016-09-03,138465
2016-09-04,138465
2016-09-05,137913
2016-09-06,137913
2016-09-07,137913
2016-09-08,137913
2016-09-09,139188
2016-09-10,139188
2016-09-11,139188
2016-09-12,138249
2016-09-13,138249
2016-09-14,138249
2016-09-15,138812
2016-09-16,138812
2016-09-17,138812
2016-09-18,137736
2016-09-19,137736
2016-09-20,137736
2016-09-21,136943
2016-09-22,136943
2016-09-23,136943
2016-09-24,137233
2016-09-25,137233
2016-09-26,137233
2016-09-27,136800
2016-09-28,136800
2016-09-29,136800
2016-09-30,136564
2016-10-01,136564
2016-10-02,136564
2016-10-03,136564
2016-10-04,136730
2016-10-05,136730
2016-10-06,136730
2016-10-07,136730
2016-10-08,137224
2016-10-09,137224
2016-10-10,137224
2016-10-11,137224
2016-10-12,139813
2016-10-13,139813
2016-10-14,139813
2016-10-15,137844
2016-10-16,137844
2016-10-17,137844
2016-10-18,137221
2016-10-19,137221
2016-10-20,137221
2016-10-21,138553
2016-10-22,138553
2016-10-23,138553
2016-10-24,138287
2016-10-25,138287
2016-10-26,138287
2016-10-27,137814
2016-10-28,137814
2016-10-29,137814
2016-10-30,137024
2016-10-31,137024
2016-11-01,137024
2016-11-02,138028
2016-11-03,138028
2016-11-04,138028
2016-11-05,138950
2016-11-06,138950
2016-11-07,138950
2016-11-08,140492
2016-11-09,140492
2016-11-10,140492
2016-11-11,138590
2016-11-12,138590
2016-11-13,138590
2016-11-14,138297
2016-11-15,138297
2016-12-07,141268
2016-12-08,139740
2016-12-09,139740
2016-12-10,139740
2016-12-11,138298
2016-12-12,138298
2016-12-13,138462
2016-12-14,138462
2016-12-15,137508
2016-12-16,137508
2016-12-17,139397
2016-12-18,139397
2016-12-19,139397
2016-12-20,139717
2016-12-21,139717
2016-12-22,137923
2016-12-23,137923
2016-12-24,135577
2016-12-25,135577
2016-12-26,135713
2016-12-27,135713
2016-12-28,139626
2016-12-29,139626
2016-12-30,139412
2016-12-31,139412
2017-01-01,139412
2017-01-02,138901
2017-01-03,138901
2017-01-04,137666
2017-01-05,137666
2017-01-06,137666
2017-01-07,134217
2017-01-08,134217
2017-01-09,138003
2017-01-10,138003
2017-01-11,138447
2017-01-12,138447
2017-01-13,138974
2017-01-14,138974
2017-01-15,139170
2017-01-16,139170
2017-01-17,135820
2017-01-18,135820
2017-01-19,137293
2017-01-20,137293
2017-01-21,139517
2017-01-22,139517
2017-01-23,139126
2017-01-27,134529
2017-01-28,134529
2017-01-29,137887
2017-01-30,137887
2017-01-31,137887
2017-02-01,139238
2017-02-02,139238
2017-02-03,139238
2017-02-04,138765
2017-02-05,138765
2017-02-06,138417
2017-02-07,138417
2017-02-08,137907
2017-02-09,137907
2017-02-10,135971
2017-02-11,135971
2017-02-12,135823
2017-02-13,135823
2017-02-14,137920
2017-02-15,137920
2017-02-16,137811
2017-02-18,137811
2017-02-19,141903
2017-02-20,141903
2017-02-21,140899
2017-02-22,140899
2017-02-23,140899
2017-02-24,137540
2017-02-25,137540
2017-02-26,138713
2017-02-27,138713
2017-02-28,139090
2017-03-01,139090
2017-03-02,138525
2017-03-03,138525
2017-03-04,137926
2017-03-05,137926
2017-03-06,139712
2017-03-07,139712
2017-03-08,139712
2017-03-09,139345
2017-03-10,139345
2017-03-11,138952
2017-03-12,138952
2017-03-13,137996
2017-03-14,137996
2017-03-15,138448
2017-03-16,138448
2017-03-17,138448
2017-03-18,138901
2017-03-19,138901
2017-03-20,137323
2017-03-21,137323
2017-03-22,138973
2017-03-23,138973
2017-03-24,136371
2017-03-25,136371
2017-03-26,136371
2017-03-27,137257
2017-03-28,137257
2017-03-29,137143
2017-03-30,137143
2017-03-31,139566
2017-04-01,139566
2017-04-02,139566
2017-04-03,139248
2017-04-04,139248
2017-04-12,138105
2017-04-13,137923
2017-04-14,137923
2017-04-15,137923
2017-04-16,137859
2017-04-17,137859
2017-04-18,137664
2017-04-19,137664
2017-04-20,134995
2017-04-21,134995
2017-04-22,134995
2017-04-23,134292
2017-04-24,134292
2017-04-25,130885
2017-04-26,130885
2017-04-27,130885
2017-04-28,132994
2017-04-29,132994
2017-04-30,137520
2017-05-01,137520
2017-05-02,140801
2017-05-03,140801
2017-05-04,141002
2017-05-05,141002
2017-05-06,136296
2017-05-07,136296
2017-05-08,130855
2017-05-09,130855
2017-05-10,133446
2017-05-11,133446
2017-05-12,137129
2017-05-13,137129
2017-05-14,138542
2017-05-15,138542
2017-05-16,137145
2017-05-17,137145
2017-05-18,137136
2017-05-19,137136
2017-05-20,135827
2017-05-21,135827
2017-05-22,135827
2017-05-23,137302
2017-05-24,137302
2017-05-25,138024
2017-05-26,138024
2017-05-27,134926
2017-05-28,134926
2017-05-29,128569
2017-05-30,128569
2017-05-31,124575
2017-06-01,124575
2017-06-02,123834
2017-06-03,123834
2017-06-04,122378
2017-06-05,122378
2017-06-06,122154
2017-06-07,122154
2017-06-08,122154
2017-06-09,118929
2017-06-10,118929
2017-06-11,120281
2017-06-12,120281
2017-06-13,119597
2017-06-14,119597
2017-06-15,119597
2017-06-16,119772
2017-06-17,119772
2017-06-18,119820
2017-06-19,119820
2017-06-20,119820
2017-06-21,120357
2017-06-22,120357
2017-06-23,120357
2017-06-24,121620
2017-06-25,121620
2017-06-26,121436
2017-06-27,121436
2017-06-28,121436
2017-06-29,121437
2017-06-30,121437
2017-07-01,121437
2017-07-02,120502
2017-07-03,120502
2017-07-04,119878
2017-07-05,119878
2017-07-06,119878
2017-07-07,120048
2017-07-08,120048
2017-07-13,119620
2017-07-14,119620
2017-07-15,119565
2017-07-16,119565
2017-07-17,118918
2017-07-18,118918
2017-07-19,118918
2017-07-20,120356
2017-07-21,120356
2017-07-22,121895
2017-07-23,121895
2017-07-24,121895
2017-07-25,119129
2017-07-26,119129
2017-07-27,118294
2017-07-28,118294
2017-07-29,118294
2017-07-30,120271
2017-07-31,120271
2017-08-01,120271
2017-08-02,119501
2017-08-03,119501
2017-08-04,119501
2017-08-05,120196
2017-08-06,120196
2017-08-09,119850
2017-08-10,118175
2017-08-11,118175
2017-08-12,118175
2017-08-13,119013
2017-08-14,119013
2017-08-15,119604
2017-08-16,119604
2017-08-17,120176
2017-08-18,120176
2017-08-19,120176
2017-08-20,120498
2017-08-21,120498
2017-08-22,119964
2017-08-23,119964
2017-08-24,119964
2017-08-25,119587
2017-08-26,119587
2017-08-27,120612
2017-08-28,120612
2017-08-29,120612
2017-08-30,120200
2017-08-31,120200
2017-09-01,120200
2017-09-03,118624
2017-09-04,118624
2017-09-05,119542
2017-09-06,119542
2017-09-07,119542
2017-09-08,119434
2017-09-09,119434
2017-09-10,119457
2017-09-11,119457
2017-09-12,119457
2017-09-13,121419
2017-09-14,121419
2017-09-15,121419
2017-09-16,120481
2017-09-17,120481
2017-09-18,120794
2017-09-19,120794
2017-09-20,120794
2017-09-21,120174
2017-09-22,120174
2017-09-23,120174
2017-09-24,121258
2017-09-25,121258
2017-09-26,121258
2017-09-27,119787
2017-09-28,119787
2017-09-29,119674
2017-09-30,119674
2017-10-01,119674
2017-10-02,119100
2017-10-03,119100
2017-10-04,119100
2017-10-05,119732
2017-10-06,119732
2017-10-07,121142
2017-10-08,121142
2017-10-09,121142
2017-10-10,119579
2017-10-11,119579
2017-10-12,119579
2017-10-13,120837
2017-10-14,120837
2017-10-15,120837
2017-10-16,120964
2017-10-17,120964
2017-10-18,120964
2017-10-19,119654
2017-10-20,119654
2017-10-21,119654
2017-10-22,120202
2017-10-23,120202
2017-10-24,120202
2017-10-25,119596
2017-10-26,119596
2017-10-27,119596
2017-10-28,120088
2017-10-29,120088
2017-10-30,119496
2017-10-31,119496
2017-11-01,119496
2017-11-02,119181
2017-11-03,119181
2017-11-04,119544
2017-11-05,119544
2017-11-06,119544
2017-11-07,119471
2017-11-08,119471
2017-11-09,119498
2017-11-10,119498
2017-11-11,119498
2017-11-12,119602
2017-11-13,119602
2017-11-14,119602
2017-11-15,119304
2017-11-16,119304
2017-11-17,119304
2017-11-18,119587
2017-11-19,119587
2017-11-20,119416
2017-11-21,119416
2017-11-22,119416
2017-11-23,118657
2017-11-24,118657
2017-11-25,118657
2017-11-26,119127
2017-11-27,119127
2017-11-28,119127
2017-11-29,119623
2017-11-30,119623
2017-12-01,120818
2017-12-02,120818
2017-12-03,120818
2017-12-04,119871
2017-12-05,119871
2017-12-06,119636
2017-12-07,119636
2017-12-08,119636
2017-12-09,119646
2017-12-10,119646
2017-12-11,119494
2017-12-12,119494
2017-12-13,119494
2017-12-14,119634
2017-12-15,119634
2017-12-16,119634
2017-12-17,119438
2017-12-18,119438
2017-12-19,119550
2017-12-20,119550
2017-12-21,119550
2017-12-22,119720
2017-12-23,119720
2017-12-24,119720
2017-12-25,119365
2017-12-26,119365
2017-12-27,119494
2017-12-28,119494
2017-12-29,119494
2017-12-30,119826
2017-12-31,119826
2018-01-01,119253
2018-01-02,119253
2018-01-03,119492
2018-01-04,119492
2018-01-05,118917
2018-01-06,118917
2018-01-07,119267
2018-01-08,118305
2018-01-09,119048
2018-01-10,119084
2018-01-11,119255
2018-01-12,119295
2018-01-13,119342
2018-01-14,119212
2018-01-15,119244
2018-01-16,119360
2018-01-17,119350
2018-01-18,119437
2018-01-19,119437
2018-01-20,119354
2018-01-21,119260
2018-01-22,119385
2018-01-23,119380
2018-01-25,119442
2018-01-26,119416
2018-01-27,119495
2018-01-28,119420
2018-01-29,119470
2018-01-30,119360
2018-01-31,119348
2018-02-01,119409
2018-02-02,119473
2018-02-03,119458
2018-02-04,119281
2018-02-05,119416
2018-02-06,119431
2018-02-07,119479
2018-02-08,119479
2018-02-09,119428
2018-02-10,119428
2018-02-11,119123
2018-02-12,119360
2018-02-13,119296
2018-02-14,119350
2018-02-15,119306
2018-02-16,119353
2018-02-17,119402
2018-02-18,119450
2018-02-19,119457
2018-02-20,119356
2018-02-21,119349
2018-02-22,119410
2018-02-23,119435
2018-02-24,119435
2018-02-25,119367
2018-02-26,119459
2018-02-27,119387
2018-02-28,119432
2018-03-01,119467
2018-03-02,119442
2018-03-03,119317
2018-03-04,119317
2018-03-05,119400
2018-03-06,119425
2018-03-07,119388
2018-03-08,119460
2018-03-09,119379
2018-03-10,119356
2018-03-11,119402
2018-03-12,119433
2018-03-13,119433
2018-03-14,119481
2018-03-15,119528
2018-03-16,119518
2018-03-17,119449
2018-03-18,119483
2018-03-19,119483
2018-03-20,119512
2018-03-21,119516
2018-03-23,119582
2018-03-24,119607
2018-03-25,119460
2018-03-26,119313
2018-03-27,119458
2018-03-28,119458
2018-03-29,119458
2018-03-30,119474
2018-03-31,119414
2018-04-01,119366
2018-04-02,119411
2018-04-03,119472
2018-04-04,119456
2018-04-05,119456
2018-04-06,119339
2018-04-07,119339
2018-04-08,119460
2018-04-09,119341
2018-04-10,119279
2018-04-11,119321
2018-04-12,119370
2018-04-13,119216
2018-04-14,119326
2018-04-15,119353
2018-04-16,119353
2018-04-17,119414
2018-04-18,119414
2018-04-19,119292
2018-04-20,119318
2018-04-21,119352
2018-04-22,119354
2018-04-23,119415
2018-04-24,119414
2018-04-25,119439
2018-04-26,119439
2018-04-27,119370
2018-04-28,119378
2018-04-29,119415
2018-04-30,119295
2018-05-01,119436
2018-05-03,119420
2018-05-04,119479
2018-05-05,119457
2018-05-07,119314
2018-05-08,119408
2018-05-09,119420
2018-05-10,119203
2018-05-11,119350
2018-05-12,119245
2018-05-13,119245
2018-05-14,119271
2018-05-15,119315
2018-05-16,119373
2018-05-17,119415
2018-05-18,119344
2018-05-19,119410
2018-05-20,119443
2018-05-21,119432
2018-05-22,119432
2018-05-23,119394
2018-05-24,119339
2018-05-25,119400
2018-05-26,119271
2018-05-27,119271
2018-05-28,119361
2018-05-29,119424
2018-05-30,119711
2018-05-31,119392
2018-06-01,119034
2018-06-02,119278
2018-06-03,119347
2018-06-04,119366
2018-06-05,119435
2018-06-06,119403
2018-06-07,119403
2018-06-08,119386
2018-06-09,119206
2018-06-10,119301
2018-06-11,119065
2018-06-12,119259
2018-06-13,119226
2018-06-14,119344
2018-06-15,119304
2018-06-16,119324
2018-06-17,119266
2018-06-18,119316
2018-06-19,119269
2018-06-20,119269
2018-06-21,119330
2018-06-22,119391
2018-06-23,119391
2018-06-24,119464
2018-06-25,119455
2018-06-26,119479
2018-06-27,119236
2018-06-28,119223
2018-06-29,119322
2018-06-30,119335
2018-07-01,119337
2018-07-02,119337
2018-07-03,119412
2018-07-04,119432
2018-07-05,119454
2018-07-06,119397
2018-07-07,119358
2018-07-08,119277
2018-07-09,119369
2018-07-10,119353
2018-07-11,119385
2018-07-12,118948
2018-07-13,119352
2018-07-14,119393
2018-07-15,119281
2018-07-16,119290
2018-07-17,119357
2018-07-18,119375
2018-07-19,119419
2018-07-20,119376
2018-07-21,119360
2018-07-22,119361
2018-07-23,119442
2018-07-24,119404
2018-07-25,119437
2018-07-26,119425
2018-07-27,119408
2018-07-28,119377
2018-07-29,119407
2018-07-30,119426
2018-07-31,119580
2018-08-01,119580
2018-08-02,119453
2018-08-03,119432
2018-08-04,119377
2018-08-05,119273
2018-08-06,119375
2018-08-07,119385
2018-08-08,119297
2018-08-09,119297
2018-08-10,119394
2018-08-11,119426
2018-08-12,119355
2018-08-14,119294
2018-08-16,119364
2018-08-17,119423
2018-08-18,119423
2018-08-19,119857
2018-08-20,119462
2018-08-21,119499
2018-08-22,119458
2018-08-23,119429
2018-08-24,119493
2018-08-25,119435
2018-08-26,119463
2018-08-27,119407
2018-08-28,119415
2018-08-29,119422
2018-08-30,119419
2018-08-31,119483
2018-09-01,119458
2018-09-02,119493
2018-09-03,119439
2018-09-04,119805
2018-09-05,119532
2018-09-06,119532
2018-09-07,119630
2018-09-08,119463
2018-09-09,119226
2018-09-10,119433
2018-09-11,119433
2018-09-12,119668
2018-09-13,119477
2018-09-14,119620
2018-09-15,119880
2018-09-16,119880
2018-09-17,119561
2018-09-18,119386
2018-09-19,119395
2018-09-20,119452
2018-09-21,119466
2018-09-22,119685
2018-09-23,119493
2018-09-24,119650
2018-09-25,119650
2018-09-26,119425
2018-09-27,120052
2018-09-28,119563
2018-09-29,119312
2018-09-30,119310
2018-10-01,119422
2018-10-02,119405
2018-10-03,119452
2018-10-04,119452
2018-10-05,119534
2018-10-06,119202
2018-10-07,119202
2018-10-08,119368
2018-10-09,119389
2018-10-10,119285
2018-10-11,119382
2018-10-12,119382
2018-10-13,119306
2018-10-14,119381
2018-10-15,119812
2018-10-16,119528
2018-10-17,119718
2018-10-18,119202
2018-10-19,119326
2018-10-20,119326
2018-10-21,119446
2018-10-22,119612
2018-10-23,119425
2018-10-24,119209
2018-10-25,119391
2018-10-26,119451
2018-10-27,119443
2018-10-28,119462
2018-10-29,119412
2018-10-30,119338
2018-10-31,119489
2018-11-01,119781
2018-11-03,119561
2018-11-04,119487
2018-11-05,119409
2018-11-06,119823
2018-11-07,119909
2018-11-08,119399
2018-11-09,119429
2018-11-10,119937
2018-11-11,119425
2018-11-12,119442
2018-11-13,119683
2018-11-14,119451
2018-11-15,119826
2018-11-16,119397
2018-11-17,119423
2018-11-18,119415
2018-11-19,119268
2018-11-20,119450
2018-11-21,119507
2018-11-22,119713
2018-11-23,119484
2018-11-24,119748
2018-11-25,119697
2018-11-26,119531
2018-11-27,119547
2018-11-28,120359
2018-11-29,119742
2018-12-01,119570
2018-12-02,119873
2018-12-03,119590
2018-12-05,119622
2018-12-07,119459
2018-12-09,119495
2018-12-10,119632
2018-12-11,119855
2018-12-12,119758
2018-12-13,119587
2018-12-14,119559
2018-12-15,119987
2018-12-16,119521
2018-12-17,119350
2018-12-18,119496
2018-12-19,119501
2018-12-20,119534
2018-12-21,119519
2018-12-22,119509
2018-12-23,119495
2018-12-24,119534
2018-12-25,119459
2018-12-26,119840
2018-12-27,119457
2018-12-28,119412
2018-12-29,119423
2018-12-30,119448
2018-12-31,119603
2019-01-01,119487
2019-01-02,119485
2019-01-03,119461
2019-01-04,119723
2019-01-05,119271
2019-01-06,119616
2019-01-08,119481
2019-01-10,118746
2019-01-11,118928
2019-01-12,119150
2019-01-13,119328
2019-01-14,119344
2019-01-15,119277
2019-01-16,119367
2019-01-17,119465
2019-01-18,119503
2019-01-19,119370
2019-01-20,119354
2019-01-21,119386
2019-01-22,119572
2019-01-23,119395
2019-01-24,119466
2019-01-25,119416
2019-01-26,119394
2019-01-27,119544
2019-01-28,119788
2019-01-29,119343
2019-01-30,119526
2019-01-31,119586
2019-02-01,119448
2019-02-02,119427
2019-02-03,119397
2019-02-04,119411
2019-02-05,119442
2019-02-06,119684
2019-02-07,119534
2019-02-08,119505
2019-02-09,119426
2019-02-10,119503
2019-02-11,119532
2019-02-12,119410
2019-02-13,119428
2019-02-14,119326
2019-02-15,119344
2019-02-16,119666
2019-02-17,119379
2019-02-18,119426
2019-02-19,119533
2019-02-20,119518
2019-02-21,119583
2019-02-22,119417
2019-02-23,119516
2019-02-24,119617
2019-02-25,119693
2019-02-26,119604
2019-02-27,119517
2019-02-28,119513
2019-03-01,119468
2019-03-02,119704
2019-03-03,119508
2019-03-04,119491
2019-03-05,119448
2019-03-06,119503
2019-03-07,119670
2019-03-08,119534
2019-03-09,119450
2019-03-10,119457
2019-03-11,119452
2019-03-12,119580
2019-03-13,119596
2019-03-14,119593
2019-03-15,119164
2019-03-16,119364
2019-03-17,119382
2019-03-18,119357
2019-03-19,119409
2019-03-20,119605
2019-03-21,119558
2019-03-22,119359
2019-03-23,119399
2019-03-24,119479
2019-03-25,119425
2019-03-26,119419
2019-03-27,119371
2019-03-28,119356
