date_obj,Stripy%20pirate%20shirt%20(blue) price
2015-12-01,11071
2015-12-02,11071
2015-12-03,11071
2015-12-04,11071
2015-12-05,11071
2015-12-06,11071
2015-12-07,11071
2015-12-08,11071
2015-12-09,11071
2015-12-10,10528
2015-12-11,10528
2015-12-12,10528
2015-12-13,10528
2015-12-14,10528
2015-12-15,10528
2015-12-16,10528
2015-12-17,10528
2015-12-18,10528
2015-12-19,10528
2015-12-20,10528
2015-12-21,10022
2015-12-22,10022
2015-12-23,10022
2015-12-24,10022
2015-12-25,10022
2015-12-26,10022
2015-12-27,10022
2015-12-28,10022
2015-12-29,10022
2015-12-30,10022
2015-12-31,10022
2016-01-01,10022
2016-01-02,10022
2016-01-03,9541
2016-01-04,9541
2016-01-05,9541
2016-01-06,9541
2016-01-07,9541
2016-01-08,9541
2016-01-09,9541
2016-01-10,9541
2016-01-11,9541
2016-01-12,9541
2016-01-13,9541
2016-01-14,9468
2016-01-15,9468
2016-01-16,9468
2016-01-17,9468
2016-01-18,9468
2016-01-19,9468
2016-01-20,9468
2016-01-21,9468
2016-01-22,9468
2016-01-23,9468
2016-01-24,9468
2016-01-25,9468
2016-01-26,8996
2016-01-27,8996
2016-01-28,8996
2016-01-29,8996
2016-01-30,8996
2016-01-31,8996
2016-02-01,8996
2016-02-02,8996
2016-02-03,8996
2016-02-04,8996
2016-02-05,8996
2016-02-06,8706
2016-02-07,8706
2016-02-08,8706
2016-02-09,8706
2016-02-10,8706
2016-02-11,8706
2016-02-12,8706
2016-02-13,8706
2016-02-14,8706
2016-02-15,8706
2016-02-16,8706
2016-02-17,8706
2016-02-18,8274
2016-02-19,8274
2016-02-20,8274
2016-02-21,8274
2016-02-22,8274
2016-02-23,8274
2016-02-24,8274
2016-02-25,8274
2016-02-26,8274
2016-02-27,8274
2016-02-28,8274
2016-02-29,7877
2016-03-01,7877
2016-03-02,7877
2016-03-03,7877
2016-03-04,7877
2016-03-05,7877
2016-03-06,7877
2016-03-07,7877
2016-03-08,7877
2016-03-09,7877
2016-03-10,7487
2016-03-11,7487
2016-03-12,7487
2016-03-13,7487
2016-03-14,7487
2016-03-15,7487
2016-03-16,7487
2016-03-17,7487
2016-03-18,7487
2016-03-19,7126
2016-03-20,7126
2016-03-21,7126
2016-03-22,7126
2016-03-23,7126
2016-03-24,7126
2016-03-25,7126
2016-03-26,7126
2016-03-27,7126
2016-03-28,6791
2016-03-29,6791
2016-03-30,6791
2016-03-31,6791
2016-04-01,6791
2016-04-02,6791
2016-04-03,6791
2016-04-04,6791
2016-04-05,6791
2016-04-06,6791
2016-04-07,6791
2016-04-08,6469
2016-04-09,6469
2016-04-10,6469
2016-04-11,6469
2016-04-12,6469
2016-04-13,6469
2016-04-14,6469
2016-04-15,6469
2016-04-16,6469
2016-04-17,6469
2016-04-18,6190
2016-04-19,6190
2016-04-20,6190
2016-04-21,6190
2016-04-22,6190
2016-04-23,6190
2016-04-24,6190
2016-04-25,6190
2016-04-26,6190
2016-04-27,6190
2016-04-28,6190
2016-04-29,5885
2016-04-30,5885
2016-05-01,5885
2016-05-02,5885
2016-05-03,5885
2016-05-04,5885
2016-05-05,5885
2016-05-06,5885
2016-05-07,5885
2016-05-08,5885
2016-05-09,5611
2016-05-10,5611
2016-05-11,5611
2016-05-12,5611
2016-05-13,5611
2016-05-14,5611
2016-05-15,5611
2016-05-16,5611
2016-05-17,5611
2016-05-18,5611
2016-05-19,5333
2016-05-20,5333
2016-05-21,5333
2016-05-22,5333
2016-05-23,5333
2016-05-24,5333
2016-05-25,5333
2016-05-26,5333
2016-05-27,5069
2016-05-28,5069
2016-05-29,5069
2016-05-30,5069
2016-05-31,5069
2016-06-01,5069
2016-06-02,5069
2016-06-03,5069
2016-06-04,4817
2016-06-05,4817
2016-06-06,4817
2016-06-07,4817
2016-06-08,4817
2016-06-09,4817
2016-06-10,4817
2016-06-11,4817
2016-06-12,4817
2016-06-13,4817
2016-06-14,4581
2016-06-15,4581
2016-06-16,4581
2016-06-17,4581
2016-06-18,4581
2016-06-19,4581
2016-06-20,4581
2016-06-21,4581
2016-06-22,4581
2016-06-23,4361
2016-06-24,4361
2016-06-25,4361
2016-06-26,4361
2016-06-27,4361
2016-06-28,4361
2016-06-29,4361
2016-06-30,4361
2016-07-01,4361
2016-07-02,4143
2016-07-03,4143
2016-07-04,4143
2016-07-05,4143
2016-07-06,4143
2016-07-07,4143
2016-07-08,4143
2016-07-09,4143
2016-07-10,4143
2016-07-11,4143
2016-07-12,3939
2016-07-13,3939
2016-07-14,3939
2016-07-15,3939
2016-07-16,3939
2016-07-17,3939
2016-07-18,3939
2016-07-19,3939
2016-07-20,3939
2016-07-21,3939
2016-07-22,3761
2016-07-23,3761
2016-07-24,3761
2016-07-25,3761
2016-07-26,3761
2016-07-27,3761
2016-07-28,3761
2016-07-29,3761
2016-07-30,3761
2016-07-31,3761
2016-08-01,3761
2016-08-02,3593
2016-08-03,3593
2016-08-04,3593
2016-08-05,3593
2016-08-06,3593
2016-08-07,3593
2016-08-08,3593
2016-08-09,3593
2016-08-10,3593
2016-08-11,3593
2016-08-12,3593
2016-08-13,3415
2016-08-14,3415
2016-08-15,3415
2016-08-16,3415
2016-08-17,3415
2016-08-18,3415
2016-08-19,3415
2016-08-20,3415
2016-08-21,3415
2016-08-22,3415
2016-08-23,3415
2016-08-24,3415
2016-08-25,3258
2016-08-26,3258
2016-08-27,3258
2016-08-28,3258
2016-08-29,3258
2016-08-30,3258
2016-08-31,3258
2016-09-01,3258
2016-09-02,3258
2016-09-03,3258
2016-09-04,3108
2016-09-05,3108
2016-09-06,3108
2016-09-07,3108
2016-09-08,3108
2016-09-09,3108
2016-09-10,3108
2016-09-11,3108
2016-09-12,3108
2016-09-13,3108
2016-09-14,3108
2016-09-15,3108
2016-09-16,3108
2016-09-17,3108
2016-09-18,3058
2016-09-19,3058
2016-09-20,3058
2016-09-21,3058
2016-09-22,3058
2016-09-23,3058
2016-09-24,3058
2016-09-25,3058
2016-09-26,3058
2016-09-27,3058
2016-09-28,3058
2016-09-29,3058
2016-09-30,2957
2016-10-01,2957
2016-10-02,2957
2016-10-03,2957
2016-10-04,2957
2016-10-05,2957
2016-10-06,2957
2016-10-07,2957
2016-10-08,2957
2016-10-09,2957
2016-10-10,2957
2016-10-11,2957
2016-10-12,2957
2016-10-13,2957
2016-10-14,2957
2016-10-15,2853
2016-10-16,2853
2016-10-17,2853
2016-10-18,2853
2016-10-19,2853
2016-10-20,2853
2016-10-21,2853
2016-10-22,2853
2016-10-23,2853
2016-10-24,2853
2016-10-25,2712
2016-10-26,2712
2016-10-27,2712
2016-10-28,2712
2016-10-29,2712
2016-10-30,2712
2016-10-31,2712
2016-11-01,2712
2016-11-02,2712
2016-11-03,2712
2016-11-04,2712
2016-11-05,2712
2016-11-06,2712
2016-11-07,2577
2016-11-08,2577
2016-11-09,2577
2016-11-10,2577
2016-11-11,2577
2016-11-12,2577
2016-11-13,2577
2016-11-14,2577
2016-11-15,2577
2016-11-16,2577
2016-11-17,2577
2016-11-18,2577
2016-11-19,2493
2016-11-20,2493
2016-11-21,2493
2016-11-22,2493
2016-11-23,2493
2016-11-24,2493
2016-11-25,2493
2016-11-26,2493
2016-11-27,2493
2016-11-28,2493
2016-11-29,2493
2016-11-30,2493
2016-12-01,2493
2016-12-02,2493
2016-12-03,2493
2016-12-04,2430
2016-12-05,2430
2016-12-06,2430
2016-12-07,2430
2016-12-08,2430
2016-12-09,2430
2016-12-10,2430
2016-12-11,2430
2016-12-12,2430
2016-12-13,2430
2016-12-14,2430
2016-12-15,2430
2016-12-16,2430
2016-12-17,2430
2016-12-18,2430
2016-12-19,2430
2016-12-20,2390
2016-12-21,2390
2016-12-22,2390
2016-12-23,2390
2016-12-24,2390
2016-12-25,2390
2016-12-26,2390
2016-12-27,2390
2016-12-28,2390
2016-12-29,2390
2016-12-30,2390
2016-12-31,2390
2017-01-01,2390
2017-01-02,2390
2017-01-03,2390
2017-01-04,2420
2017-01-05,2420
2017-01-06,2420
2017-01-07,2420
2017-01-08,2420
2017-01-09,2420
2017-01-10,2420
2017-01-11,2420
2017-01-12,2420
2017-01-13,2420
2017-01-14,2420
2017-01-15,2420
2017-01-16,2420
2017-01-17,2421
2017-01-18,2421
2017-01-19,2421
2017-01-20,2421
2017-01-21,2421
2017-01-22,2421
2017-01-23,2421
2017-01-24,2421
2017-01-25,2421
2017-01-26,2421
2017-01-27,2421
2017-01-28,2362
2017-01-29,2362
2017-01-30,2362
2017-01-31,2362
2017-02-01,2362
2017-02-02,2362
2017-02-03,2362
2017-02-04,2362
2017-02-05,2362
2017-02-06,2362
2017-02-07,2362
2017-02-08,2362
2017-02-09,2362
2017-02-10,2362
2017-02-11,2362
2017-02-12,2362
2017-02-13,2362
2017-02-14,2362
2017-02-15,2362
2017-02-16,2362
2017-02-17,2362
2017-02-18,2362
2017-02-19,2362
2017-02-20,2362
2017-02-21,2355
2017-02-22,2355
2017-02-23,2355
2017-02-24,2355
2017-02-25,2355
2017-02-26,2355
2017-02-27,2355
2017-02-28,2355
2017-03-01,2355
2017-03-02,2355
2017-03-03,2355
2017-03-04,2355
2017-03-05,2355
2017-03-06,2343
2017-03-07,2343
2017-03-08,2343
2017-03-09,2343
2017-03-10,2343
2017-03-11,2343
2017-03-12,2343
2017-03-13,2343
2017-03-14,2343
2017-03-15,2343
2017-03-16,2231
2017-03-17,2231
2017-03-18,2231
2017-03-19,2231
2017-03-20,2231
2017-03-21,2231
2017-03-22,2231
2017-03-23,2231
2017-03-24,2231
2017-03-25,2140
2017-03-26,2140
2017-03-27,2140
2017-03-28,2140
2017-03-29,2140
2017-03-30,2140
2017-03-31,2140
2017-04-01,2140
2017-04-02,2140
2017-04-03,2140
2017-04-04,2140
2017-04-05,2078
2017-04-06,2078
2017-04-07,2078
2017-04-08,2078
2017-04-09,2078
2017-04-10,2078
2017-04-11,2078
2017-04-12,2078
2017-04-13,2078
2017-04-14,2078
2017-04-15,2027
2017-04-16,2027
2017-04-17,2027
2017-04-18,2027
2017-04-19,2027
2017-04-20,2027
2017-04-21,2027
2017-04-22,2027
2017-04-23,2027
2017-04-24,1942
2017-04-25,1942
2017-04-26,1942
2017-04-27,1942
2017-04-28,1942
2017-04-29,1942
2017-04-30,1942
2017-05-01,1942
2017-05-02,1876
2017-05-03,1876
2017-05-04,1876
2017-05-05,1876
2017-05-06,1876
2017-05-07,1876
2017-05-08,1876
2017-05-09,1876
2017-05-10,1876
2017-05-11,1872
2017-05-12,1872
2017-05-13,1872
2017-05-14,1872
2017-05-15,1872
2017-05-16,1872
2017-05-17,1872
2017-05-18,1872
2017-05-19,1860
2017-05-20,1860
2017-05-21,1860
2017-05-22,1860
2017-05-23,1860
2017-05-24,1860
2017-05-25,1860
2017-05-26,1860
2017-05-27,1860
2017-05-28,1860
2017-05-29,1802
2017-05-30,1802
2017-05-31,1802
2017-06-01,1802
2017-06-02,1802
2017-06-03,1802
2017-06-04,1802
2017-06-05,1802
2017-06-06,1768
2017-06-07,1768
2017-06-08,1768
2017-06-09,1768
2017-06-10,1768
2017-06-11,1768
2017-06-12,1768
2017-06-13,1736
2017-06-14,1736
2017-06-15,1736
2017-06-16,1736
2017-06-17,1736
2017-06-18,1736
2017-06-19,1736
2017-06-20,1736
2017-06-21,1736
2017-06-22,1689
2017-06-23,1689
2017-06-24,1689
2017-06-25,1689
2017-06-26,1689
2017-06-27,1689
2017-06-28,1689
2017-06-29,1668
2017-06-30,1668
2017-07-01,1668
2017-07-02,1668
2017-07-03,1668
2017-07-04,1668
2017-07-05,1668
2017-07-06,1668
2017-07-07,1668
2017-07-08,1668
2017-07-09,1668
2017-07-10,1656
2017-07-11,1656
2017-07-12,1656
2017-07-13,1656
2017-07-14,1656
2017-07-15,1656
2017-07-16,1656
2017-07-17,1656
2017-07-18,1656
2017-07-19,1656
2017-07-20,1603
2017-07-21,1603
2017-07-22,1603
2017-07-23,1603
2017-07-24,1603
2017-07-25,1603
2017-07-26,1603
2017-07-27,1603
2017-07-28,1603
2017-07-29,1543
2017-07-30,1543
2017-07-31,1543
2017-08-01,1543
2017-08-02,1543
2017-08-03,1543
2017-08-04,1543
2017-08-05,1543
2017-08-06,1543
2017-08-07,1527
2017-08-08,1527
2017-08-09,1527
2017-08-10,1527
2017-08-11,1527
2017-08-12,1527
2017-08-13,1527
2017-08-14,1527
2017-08-15,1527
2017-08-16,1527
2017-08-17,1527
2017-08-18,1490
2017-08-19,1490
2017-08-20,1490
2017-08-21,1490
2017-08-22,1490
2017-08-23,1490
2017-08-24,1490
2017-08-25,1490
2017-08-26,1490
2017-08-27,1490
2017-08-28,1490
2017-08-29,1490
2017-08-30,1490
2017-08-31,1485
2017-09-01,1485
2017-09-02,1485
2017-09-03,1485
2017-09-04,1485
2017-09-05,1485
2017-09-06,1485
2017-09-07,1485
2017-09-08,1485
2017-09-09,1485
2017-09-10,1462
2017-09-11,1462
2017-09-12,1462
2017-09-13,1462
2017-09-14,1462
2017-09-15,1462
2017-09-16,1462
2017-09-17,1462
2017-09-18,1462
2017-09-19,1462
2017-09-20,1462
2017-09-21,1472
2017-09-22,1472
2017-09-23,1472
2017-09-24,1472
2017-09-25,1472
2017-09-26,1472
2017-09-27,1472
2017-09-28,1472
2017-09-29,1472
2017-09-30,1472
2017-10-01,1472
2017-10-02,1472
2017-10-03,1463
2017-10-04,1463
2017-10-05,1463
2017-10-06,1463
2017-10-07,1463
2017-10-08,1463
2017-10-09,1463
2017-10-10,1463
2017-10-11,1463
2017-10-12,1463
2017-10-13,1463
2017-10-14,1463
2017-10-15,1463
2017-10-16,1401
2017-10-17,1401
2017-10-18,1401
2017-10-19,1401
2017-10-20,1401
2017-10-21,1401
2017-10-22,1401
2017-10-23,1401
2017-10-24,1401
2017-10-25,1391
2017-10-26,1391
2017-10-27,1391
2017-10-28,1391
2017-10-29,1391
2017-10-30,1391
2017-10-31,1391
2017-11-01,1391
2017-11-02,1391
2017-11-03,1391
2017-11-04,1391
2017-11-05,1391
2017-11-06,1401
2017-11-07,1401
2017-11-08,1401
2017-11-09,1401
2017-11-10,1401
2017-11-11,1401
2017-11-12,1401
2017-11-13,1401
2017-11-14,1401
2017-11-15,1401
2017-11-16,1401
2017-11-17,1358
2017-11-18,1358
2017-11-19,1358
2017-11-20,1358
2017-11-21,1358
2017-11-22,1358
2017-11-23,1358
2017-11-24,1358
2017-11-25,1358
2017-11-26,1358
2017-11-27,1358
2017-11-28,1358
2017-11-29,1358
2017-11-30,1300
2017-12-01,1300
2017-12-02,1300
2017-12-03,1300
2017-12-04,1300
2017-12-05,1300
2017-12-06,1300
2017-12-07,1300
2017-12-08,1300
2017-12-09,1300
2017-12-10,1300
2017-12-11,1253
2017-12-12,1253
2017-12-13,1253
2017-12-14,1253
2017-12-15,1253
2017-12-16,1253
2017-12-17,1253
2017-12-18,1253
2017-12-19,1253
2017-12-20,1253
2017-12-21,1234
2017-12-22,1234
2017-12-23,1234
2017-12-24,1234
2017-12-25,1234
2017-12-26,1234
2017-12-27,1234
2017-12-28,1234
2017-12-29,1234
2017-12-30,1234
2017-12-31,1203
2018-01-01,1203
2018-01-02,1203
2018-01-03,1203
2018-01-04,1203
2018-01-05,1203
2018-01-06,1203
2018-01-07,1203
2018-01-08,1203
2018-01-09,1203
2018-01-10,1210
2018-01-11,1210
2018-01-12,1210
2018-01-13,1210
2018-01-14,1210
2018-01-15,1210
2018-01-16,1210
2018-01-17,1210
2018-01-18,1210
2018-01-19,1210
2018-01-20,1215
2018-01-21,1215
2018-01-22,1215
2018-01-23,1215
2018-01-24,1213
2018-01-25,1213
2018-01-26,1213
2018-01-27,1213
2018-01-28,1213
2018-01-29,1215
2018-01-30,1215
2018-02-01,1215
2018-02-02,1215
2018-02-03,1215
2018-02-04,1215
2018-02-05,1215
2018-02-06,1215
2018-02-07,1215
2018-02-08,1247
2018-02-09,1247
2018-02-10,1247
2018-02-11,1247
2018-02-12,1194
2018-02-13,1194
2018-02-14,1194
2018-02-15,1194
2018-02-16,1194
2018-02-17,1189
2018-02-18,1189
2018-02-19,1189
2018-02-20,1189
2018-02-21,1189
2018-02-22,1193
2018-02-23,1193
2018-02-24,1193
2018-02-25,1193
2018-02-26,1193
2018-02-27,1193
2018-02-28,1133
2018-03-01,1133
2018-03-02,1133
2018-03-03,1133
2018-03-04,1133
2018-03-05,1092
2018-03-06,1092
2018-03-07,1092
2018-03-08,1092
2018-03-09,1092
2018-03-10,1092
2018-03-11,1087
2018-03-12,1087
2018-03-13,1087
2018-03-14,1087
2018-03-15,1087
2018-03-16,1087
2018-03-17,1117
2018-03-18,1117
2018-03-19,1117
2018-03-20,1117
2018-03-21,1117
2018-03-23,1154
2018-03-24,1154
2018-03-26,1154
2018-03-27,1154
2018-03-28,1154
2018-03-29,1141
2018-03-30,1141
2018-03-31,1141
2018-04-01,1141
2018-04-02,1141
2018-04-03,1141
2018-04-04,1085
2018-04-05,1085
2018-04-06,1085
2018-04-08,1085
2018-04-09,1085
2018-04-10,1059
2018-04-11,1059
2018-04-12,1059
2018-04-13,1059
2018-04-14,1059
2018-04-16,1061
2018-04-17,1061
2018-04-18,1061
2018-04-19,1061
2018-04-20,1061
2018-04-21,1061
2018-04-22,1080
2018-04-23,1080
2018-04-24,1080
2018-04-25,1080
2018-04-26,1080
2018-04-27,1080
2018-04-28,1067
2018-04-29,1067
2018-04-30,1067
2018-05-01,1067
2018-05-02,1067
2018-05-03,1067
2018-05-04,1067
2018-05-05,1053
2018-05-06,1053
2018-05-07,1053
2018-05-08,1053
2018-05-09,1053
2018-05-10,1053
2018-05-11,1063
2018-05-12,1063
2018-05-13,1063
2018-05-14,1063
2018-05-15,1063
2018-05-16,1063
2018-05-17,1055
2018-05-18,1055
2018-05-19,1055
2018-05-20,1055
2018-05-21,1055
2018-05-22,1010
2018-05-23,1010
2018-05-24,1010
2018-05-25,1010
2018-05-26,1010
2018-05-27,1010
2018-05-28,1030
2018-05-29,1030
2018-05-30,1030
2018-05-31,1030
2018-06-01,1030
2018-06-02,1030
2018-06-03,1002
2018-06-04,1002
2018-06-05,1002
2018-06-06,1002
2018-06-07,1002
2018-06-08,1001
2018-06-09,1001
2018-06-10,1001
2018-06-11,1001
2018-06-12,1001
2018-06-13,1001
2018-06-14,1001
2018-06-15,1007
2018-06-16,1007
2018-06-17,1007
2018-06-18,1007
2018-06-19,1007
2018-06-20,1007
2018-06-21,1040
2018-06-22,1040
2018-06-23,1040
2018-06-24,1040
2018-06-25,1040
2018-06-26,1040
2018-06-27,1077
2018-06-28,1077
2018-06-29,1077
2018-06-30,1077
2018-07-01,1077
2018-07-02,1101
2018-07-03,1101
2018-07-04,1101
2018-07-05,1101
2018-07-06,1101
2018-07-07,1101
2018-07-08,1120
2018-07-09,1120
2018-07-10,1120
2018-07-11,1120
2018-07-12,1120
2018-07-13,1120
2018-07-14,1120
2018-07-15,1120
2018-07-16,1120
2018-07-17,1112
2018-07-18,1112
2018-07-19,1112
2018-07-20,1112
2018-07-21,1112
2018-07-22,1112
2018-07-23,1137
2018-07-24,1137
2018-07-25,1137
2018-07-26,1137
2018-07-27,1137
2018-07-28,1183
2018-07-29,1183
2018-07-30,1183
2018-07-31,1183
2018-08-01,1183
2018-08-02,1167
2018-08-03,1167
2018-08-04,1167
2018-08-05,1167
2018-08-06,1167
2018-08-07,1167
2018-08-08,1167
2018-08-09,1167
2018-08-10,1167
2018-08-11,1116
2018-08-12,1116
2018-08-14,1116
2018-08-16,1098
2018-08-17,1098
2018-08-18,1098
2018-08-19,1098
2018-08-20,1098
2018-08-21,1061
2018-08-22,1061
2018-08-23,1061
2018-08-24,1061
2018-08-25,1061
2018-08-26,1061
2018-08-27,1046
2018-08-28,1046
2018-08-29,1046
2018-08-30,1046
2018-08-31,1046
2018-09-01,1007
2018-09-02,1007
2018-09-03,1007
2018-09-04,1007
2018-09-05,1037
2018-09-06,1037
2018-09-07,1037
2018-09-08,1037
2018-09-09,1037
2018-09-10,1019
2018-09-11,1019
2018-09-12,1019
2018-09-13,1019
2018-09-14,1019
2018-09-15,1019
2018-09-16,1069
2018-09-17,1069
2018-09-18,1069
2018-09-19,1069
2018-09-20,1069
2018-09-21,1069
2018-09-22,1119
2018-09-23,1119
2018-09-24,1119
2018-09-25,1119
2018-09-26,1119
2018-09-27,1119
2018-09-28,1119
2018-09-29,1131
2018-09-30,1131
2018-10-02,1131
2018-10-03,1131
2018-10-04,1131
2018-10-05,1125
2018-10-06,1125
2018-10-07,1125
2018-10-08,1125
2018-10-09,1125
2018-10-10,1125
2018-10-11,1117
2018-10-12,1117
2018-10-13,1117
2018-10-14,1117
2018-10-15,1117
2018-10-16,1117
2018-10-17,1117
2018-10-18,1099
2018-10-19,1099
2018-10-20,1099
2018-10-21,1099
2018-10-22,1099
2018-10-23,1099
2018-10-24,1099
2018-10-25,1154
2018-10-26,1154
2018-10-27,1154
2018-10-28,1154
2018-10-29,1154
2018-10-30,1154
2018-10-31,1166
2018-11-01,1166
2018-11-03,1166
2018-11-04,1112
2018-11-05,1112
2018-11-06,1112
2018-11-07,1089
2018-11-08,1089
2018-11-09,1089
2018-11-10,1089
2018-11-11,1131
2018-11-12,1131
2018-11-13,1131
2018-11-14,1102
2018-11-15,1102
2018-11-16,1102
2018-11-17,1102
2018-11-18,1062
2018-11-19,1062
2018-11-20,1062
2018-11-21,1062
2018-11-22,1048
2018-11-23,1048
2018-11-24,1048
2018-11-25,1053
2018-11-26,1053
2018-11-27,1053
2018-11-28,1053
2018-11-29,1103
2018-12-01,1103
2018-12-02,1103
2018-12-03,1103
2018-12-04,1133
2018-12-05,1133
2018-12-07,1133
2018-12-09,1110
2018-12-10,1110
2018-12-11,1110
2018-12-12,1076
2018-12-13,1076
2018-12-14,1076
2018-12-15,1076
2018-12-16,1055
2018-12-17,1055
2018-12-18,1055
2018-12-19,1055
2018-12-20,1012
2018-12-21,1012
2018-12-22,1012
2018-12-23,1021
2018-12-24,1021
2018-12-25,1021
2018-12-26,1021
2018-12-27,1027
2018-12-28,1027
2018-12-29,1027
2018-12-30,1027
2018-12-31,1018
