date_obj,Bruise%20blue%20snelm%20(pointed) price
2016-04-10,5427
2016-04-11,5427
2016-04-12,5427
2016-04-13,5427
2016-04-14,5437
2016-04-15,5437
2016-04-16,5437
2016-04-17,5270
2016-04-18,5270
2016-04-19,5148
2016-04-20,5148
2016-04-21,5148
2016-04-22,5135
2016-04-23,5135
2016-04-24,5217
2016-04-25,5217
2016-04-26,5187
2016-04-27,5187
2016-04-28,5341
2016-04-29,5341
2016-04-30,5341
2016-05-01,5273
2016-05-02,5273
2016-05-03,5318
2016-05-04,5318
2016-05-05,5318
2016-05-06,5320
2016-05-07,5320
2016-05-08,5320
2016-05-09,5363
2016-05-10,5363
2016-05-11,5363
2016-05-12,5541
2016-05-13,5541
2016-05-14,5541
2016-05-15,5285
2016-05-16,5285
2016-05-17,5285
2016-05-18,5140
2016-05-19,5140
2016-05-22,5081
2016-05-23,5081
2016-05-24,5146
2016-05-25,5146
2016-05-26,5146
2016-05-27,5156
2016-05-28,5156
2016-05-29,5156
2016-05-30,5238
2016-05-31,5238
2016-06-01,5238
2016-06-02,5397
2016-06-03,5397
2016-06-04,5397
2016-06-05,5397
2016-06-06,5421
2016-06-07,5421
2016-06-08,5421
2016-06-09,5542
2016-06-10,5542
2016-06-11,5542
2016-06-12,5590
2016-06-13,5590
2016-06-14,5590
2016-06-15,5566
2016-06-16,5566
2016-06-17,5457
2016-06-18,5457
2016-06-19,5457
2016-06-20,5391
2016-06-21,5391
2016-06-22,5391
2016-06-23,5304
2016-06-24,5304
2016-06-25,5304
2016-06-26,5307
2016-06-27,5307
2016-06-28,5307
2016-06-29,5306
2016-06-30,5306
2016-07-01,5202
2016-07-02,5202
2016-07-03,5202
2016-07-04,5155
2016-07-05,5155
2016-07-06,5165
2016-07-07,5165
2016-07-08,5170
2016-07-09,5170
2016-07-10,5278
2016-07-11,5278
2016-07-12,5402
2016-07-13,5402
2016-07-14,5569
2016-07-15,5569
2016-07-16,5441
2016-07-17,5441
2016-07-18,5424
2016-07-23,5251
2016-07-24,5283
2016-07-25,5283
2016-07-26,5283
2016-07-27,5120
2016-07-28,5120
2016-07-29,5120
2016-07-30,4997
2016-07-31,4997
2016-08-01,4997
2016-08-02,5032
2016-08-03,5032
2016-08-04,5032
2016-08-05,5032
2016-08-06,5023
2016-08-07,5023
2016-08-08,5023
2016-08-09,4877
2016-08-10,4877
2016-08-11,4877
2016-08-12,4877
2016-08-13,4882
2016-08-14,4882
2016-08-15,4882
2016-08-16,4882
2016-08-17,4885
2016-08-18,4885
2016-08-19,4885
2016-08-20,4885
2016-08-21,4853
2016-08-22,4853
2016-08-23,4853
2016-08-24,4853
2016-08-25,4858
2016-08-26,4858
2016-08-28,4858
2016-08-31,4873
2016-09-01,4873
2016-09-02,4873
2016-09-03,4826
2016-09-04,4826
2016-09-05,4826
2016-09-06,4826
2016-09-07,4819
2016-09-08,4819
2016-09-09,4819
2016-09-10,4819
2016-09-11,4819
2016-09-12,4769
2016-09-13,4769
2016-09-14,4769
2016-09-15,4769
2016-09-16,4769
2016-09-17,4763
2016-09-18,4763
2016-09-19,4763
2016-09-20,4763
2016-09-21,4763
2016-09-22,4989
2016-09-23,4989
2016-09-24,4989
2016-09-25,4989
2016-09-26,4989
2016-09-27,4903
2016-09-28,4903
2016-09-29,4903
2016-09-30,4903
2016-10-01,4890
2016-10-02,4890
2016-10-03,4890
2016-10-04,4890
2016-10-05,4890
2016-10-06,4890
2016-10-07,4684
2016-10-08,4684
2016-10-09,4684
2016-10-10,4684
2016-10-11,4684
2016-10-12,4582
2016-10-13,4582
2016-10-14,4582
2016-10-15,4582
2016-10-16,4582
2016-10-17,4582
2016-10-18,4582
2016-10-19,4582
2016-10-20,4582
2016-10-21,4582
2016-10-22,4655
2016-10-23,4655
2016-10-24,4655
2016-10-25,4655
2016-10-26,4570
2016-10-27,4570
2016-10-28,4570
2016-10-29,4570
2016-10-30,4570
2016-10-31,4484
2016-11-01,4484
2016-11-02,4484
2016-11-03,4484
2016-11-04,4484
2016-11-05,4405
2016-11-06,4405
2016-11-07,4405
2016-11-08,4405
2016-11-09,4405
2016-11-10,4215
2016-11-11,4215
2016-11-12,4215
2016-11-13,4215
2016-11-14,4012
2016-11-15,4012
2016-12-07,4315
2016-12-08,4315
2016-12-09,4447
2016-12-10,4447
2016-12-11,4447
2016-12-12,4519
2016-12-13,4519
2016-12-14,4519
2016-12-15,4519
2016-12-16,4582
2016-12-17,4582
2016-12-18,4582
2016-12-19,4711
2016-12-20,4711
2016-12-21,4711
2016-12-22,4711
2016-12-23,4888
2016-12-24,4888
2016-12-25,4888
2016-12-26,4888
2016-12-27,4913
2016-12-28,4913
2016-12-29,4913
2016-12-30,4913
2016-12-31,4920
2017-01-01,4920
2017-01-02,4920
2017-01-03,4931
2017-01-04,4931
2017-01-05,4931
2017-01-06,4838
2017-01-07,4838
2017-01-08,4838
2017-01-09,5028
2017-01-10,5028
2017-01-11,5028
2017-01-12,4989
2017-01-13,4989
2017-01-14,4989
2017-01-15,5029
2017-01-16,5029
2017-01-17,5029
2017-01-18,5084
2017-01-19,5084
2017-01-20,5084
2017-01-21,5084
2017-01-22,5073
2017-01-23,5073
2017-01-27,4988
2017-01-28,4934
2017-01-29,4934
2017-01-30,4934
2017-01-31,4850
2017-02-01,4850
2017-02-02,4850
2017-02-03,4858
2017-02-04,4858
2017-02-05,4858
2017-02-06,4906
2017-02-07,4906
2017-02-08,4906
2017-02-09,5118
2017-02-10,5118
2017-02-11,5267
2017-02-12,5267
2017-02-13,5267
2017-02-14,5070
2017-02-15,5070
2017-02-16,5070
2017-02-18,5090
2017-02-19,5090
2017-02-20,5090
2017-02-21,5093
2017-02-22,5093
2017-02-23,5093
2017-02-24,5093
2017-02-25,5166
2017-02-26,5166
2017-02-27,5166
2017-02-28,5167
2017-03-01,5167
2017-03-02,5167
2017-03-03,5167
2017-03-04,5173
2017-03-05,5173
2017-03-06,5173
2017-03-07,5145
2017-03-08,5145
2017-03-09,5145
2017-03-10,5145
2017-03-11,5147
2017-03-12,5147
2017-03-13,5147
2017-03-14,5180
2017-03-15,5180
2017-03-16,5180
2017-03-17,5305
2017-03-18,5305
2017-03-19,5305
2017-03-20,5383
2017-03-21,5383
2017-03-22,5383
2017-03-23,5491
2017-03-24,5491
2017-03-25,5491
2017-03-26,5537
2017-03-27,5537
2017-03-28,5537
2017-03-29,5455
2017-03-30,5455
2017-03-31,5455
2017-04-01,5389
2017-04-02,5389
2017-04-03,5389
2017-04-04,5293
2017-04-12,5030
2017-04-13,5030
2017-04-14,5030
2017-04-15,5022
2017-04-16,5022
2017-04-17,5022
2017-04-18,5071
2017-04-19,5071
2017-04-20,5071
2017-04-21,5113
2017-04-22,5113
2017-04-23,5113
2017-04-24,5113
2017-04-25,5174
2017-04-26,5174
2017-04-27,5174
2017-04-28,5174
2017-04-29,5052
2017-04-30,5052
2017-05-01,5052
2017-05-02,4872
2017-05-03,4872
2017-05-04,4872
2017-05-05,4722
2017-05-06,4722
2017-05-07,4722
2017-05-08,4548
2017-05-09,4548
2017-05-10,4374
2017-05-11,4374
2017-05-12,4374
2017-05-13,4155
2017-05-14,4155
2017-05-15,4155
2017-05-16,3947
2017-05-17,3947
2017-05-18,3947
2017-05-19,3749
2017-05-20,3749
2017-05-21,3749
2017-05-22,3561
2017-05-23,3561
2017-05-24,3561
2017-05-25,3384
2017-05-26,3384
2017-05-27,3242
2017-05-28,3242
2017-05-29,3242
2017-05-30,3242
2017-05-31,3177
2017-06-01,3177
2017-06-02,3177
2017-06-03,3028
2017-06-04,3028
2017-06-05,3028
2017-06-06,2878
2017-06-07,2878
2017-06-08,2878
2017-06-09,2878
2017-06-10,2734
2017-06-11,2734
2017-06-12,2734
2017-06-13,2602
2017-06-14,2602
2017-06-15,2602
2017-06-16,2602
2017-06-17,2551
2017-06-18,2551
2017-06-19,2551
2017-06-20,2469
2017-06-21,2469
2017-06-22,2469
2017-06-23,2469
2017-06-24,2382
2017-06-25,2382
2017-06-26,2382
2017-06-27,2265
2017-06-28,2265
2017-06-29,2265
2017-06-30,2265
2017-07-01,2156
2017-07-02,2156
2017-07-03,2156
2017-07-04,2051
2017-07-05,2051
2017-07-06,2051
2017-07-07,2051
2017-07-08,1977
2017-07-13,1976
2017-07-14,1976
2017-07-15,1976
2017-07-16,1981
2017-07-17,1981
2017-07-18,1981
2017-07-19,1972
2017-07-20,1972
2017-07-21,1972
2017-07-22,2005
2017-07-23,2005
2017-07-24,2005
2017-07-25,2005
2017-07-26,1978
2017-07-27,1978
2017-07-28,1978
2017-07-29,1978
2017-07-30,1987
2017-07-31,1987
2017-08-01,1987
2017-08-02,1952
2017-08-03,1952
2017-08-04,1952
2017-08-05,1987
2017-08-06,1987
2017-08-09,2052
2017-08-10,2052
2017-08-11,2052
2017-08-12,2058
2017-08-13,2058
2017-08-14,2058
2017-08-15,2058
2017-08-16,2060
2017-08-17,2060
2017-08-18,2060
2017-08-19,2060
2017-08-20,2062
2017-08-21,2062
2017-08-22,2062
2017-08-23,2062
2017-08-24,2056
2017-08-25,2056
2017-08-26,2056
2017-08-27,2073
2017-08-28,2073
2017-08-29,2073
2017-08-30,2073
2017-08-31,2067
2017-09-01,2067
2017-09-02,2067
2017-09-03,2067
2017-09-04,2017
2017-09-05,2017
2017-09-06,2017
2017-09-07,2017
2017-09-08,1973
2017-09-09,1973
2017-09-10,1973
2017-09-11,1978
2017-09-12,1978
2017-09-13,1978
2017-09-14,1978
2017-09-15,2040
2017-09-16,2040
2017-09-17,2040
2017-09-18,2060
2017-09-19,2060
2017-09-20,2060
2017-09-21,2060
2017-09-22,2102
2017-09-23,2102
2017-09-24,2102
2017-09-25,2102
2017-09-26,2090
2017-09-27,2090
2017-09-28,2090
2017-09-29,2090
2017-09-30,2072
2017-10-01,2072
2017-10-02,2072
2017-10-03,2072
2017-10-04,2077
2017-10-05,2077
2017-10-06,2077
2017-10-07,2077
2017-10-08,2145
2017-10-09,2145
2017-10-10,2145
2017-10-11,2145
2017-10-12,2157
2017-10-13,2157
2017-10-14,2157
2017-10-15,2157
2017-10-16,2223
2017-10-17,2223
2017-10-18,2223
2017-10-19,2223
2017-10-20,2298
2017-10-21,2298
2017-10-22,2298
2017-10-23,2350
2017-10-24,2350
2017-10-25,2350
2017-10-26,2350
2017-10-27,2348
2017-10-28,2348
2017-10-29,2348
2017-10-30,2348
2017-10-31,2363
2017-11-01,2363
2017-11-02,2363
2017-11-03,2363
2017-11-04,2390
2017-11-05,2390
2017-11-06,2390
2017-11-07,2390
2017-11-08,2488
2017-11-09,2488
2017-11-10,2488
2017-11-11,2488
2017-11-12,2613
2017-11-13,2613
2017-11-14,2613
2017-11-15,2613
2017-11-16,2685
2017-11-17,2685
2017-11-18,2685
2017-11-19,2685
2017-11-20,2712
2017-11-21,2712
2017-11-22,2712
2017-11-23,2712
2017-11-24,2794
2017-11-25,2794
2017-11-26,2794
2017-11-27,2794
2017-11-28,2865
2017-11-29,2865
2017-11-30,2865
2017-12-01,2865
2017-12-02,2899
2017-12-03,2899
2017-12-04,2899
2017-12-05,2899
2017-12-06,2953
2017-12-07,2953
2017-12-08,2953
2017-12-09,2953
2017-12-10,2972
2017-12-11,2972
2017-12-12,2972
2017-12-13,2972
2017-12-14,2972
2017-12-15,2970
2017-12-16,2970
2017-12-17,2970
2017-12-18,2970
2017-12-19,2958
2017-12-20,2958
2017-12-21,2958
2017-12-22,2958
2017-12-23,2891
2017-12-24,2891
2017-12-25,2891
2017-12-26,2891
2017-12-27,2769
2017-12-28,2769
2017-12-29,2769
2017-12-30,2723
2017-12-31,2723
2018-01-01,2723
2018-01-02,2795
2018-01-03,2795
2018-01-04,2795
2018-01-05,2737
2018-01-06,2737
2018-01-07,2737
2018-01-08,2600
2018-01-09,2600
2018-01-10,2600
2018-01-11,2478
2018-01-12,2478
2018-01-13,2478
2018-01-14,2358
2018-01-15,2358
2018-01-16,2358
2018-01-17,2240
2018-01-18,2240
2018-01-19,2240
2018-01-20,2128
2018-01-21,2128
2018-01-22,2128
2018-01-23,2021
2018-01-24,2021
2018-01-25,1919
2018-01-26,1919
2018-01-27,1823
2018-01-28,1732
2018-01-29,1732
2018-01-30,1645
2018-01-31,1645
2018-02-01,1562
2018-02-02,1562
2018-02-03,1519
2018-02-04,1519
2018-02-05,1531
2018-02-06,1531
2018-02-07,1561
2018-02-08,1561
2018-02-09,1586
2018-02-10,1586
2018-02-11,1589
2018-02-12,1589
2018-02-13,1610
2018-02-14,1610
2018-02-15,1654
2018-02-16,1654
2018-02-17,1727
2018-02-18,1727
2018-02-19,1785
2018-02-20,1785
2018-02-21,1831
2018-02-22,1831
2018-02-23,1858
2018-02-24,1858
2018-02-25,1901
2018-02-26,1901
2018-02-27,1935
2018-02-28,1935
2018-03-01,1967
2018-03-02,1967
2018-03-03,1936
2018-03-04,1936
2018-03-05,1921
2018-03-06,1921
2018-03-07,1958
2018-03-08,1958
2018-03-09,1991
2018-03-10,1991
2018-03-11,2042
2018-03-12,2042
2018-03-13,2064
2018-03-14,2064
2018-03-15,2111
2018-03-16,2111
2018-03-17,2126
2018-03-18,2126
2018-03-19,2022
2018-03-20,2022
2018-03-21,1920
2018-03-23,1920
2018-03-24,1875
2018-03-25,1875
2018-03-26,1875
2018-03-27,1875
2018-03-28,1894
2018-03-29,1894
2018-03-30,1894
2018-03-31,1917
2018-04-01,1917
2018-04-02,1939
2018-04-03,1939
2018-04-04,2014
2018-04-05,2014
2018-04-06,2014
2018-04-07,2108
2018-04-08,2108
2018-04-09,2178
2018-04-10,2178
2018-04-11,2229
2018-04-12,2229
2018-04-13,2229
2018-04-14,2317
2018-04-15,2317
2018-04-16,2403
2018-04-17,2403
2018-04-18,2433
2018-04-19,2433
2018-04-20,2486
2018-04-21,2486
2018-04-22,2534
2018-04-23,2534
2018-04-24,2580
2018-04-25,2580
2018-04-26,2580
2018-04-27,2617
2018-04-28,2617
2018-04-29,2706
2018-04-30,2706
2018-05-01,2842
2018-05-02,2842
2018-05-03,2842
2018-05-04,2937
2018-05-05,2937
2018-05-06,3031
2018-05-07,3031
2018-05-08,3055
2018-05-09,3055
2018-05-10,3077
2018-05-11,3077
2018-05-12,3149
2018-05-13,3149
2018-05-14,3115
2018-05-15,3115
2018-05-16,3114
2018-05-17,3114
2018-05-18,3116
2018-05-19,3116
2018-05-20,3162
2018-05-21,3162
2018-05-22,3184
2018-05-23,3184
2018-05-24,3226
2018-05-25,3226
2018-05-26,3270
2018-05-27,3270
2018-05-28,3308
2018-05-29,3308
2018-05-30,3280
2018-05-31,3280
2018-06-01,3217
2018-06-02,3263
2018-06-03,3263
2018-06-04,3294
2018-06-05,3329
2018-06-06,3329
2018-06-07,3352
2018-06-08,3352
2018-06-09,3370
2018-06-10,3370
2018-06-11,3475
2018-06-12,3475
2018-06-13,3517
2018-06-14,3517
2018-06-15,3666
2018-06-16,3666
2018-06-17,3526
2018-06-18,3526
2018-06-19,3349
2018-06-20,3349
2018-06-21,3248
2018-06-22,3248
2018-06-23,3276
2018-06-24,3276
2018-06-25,3277
2018-06-26,3277
2018-06-27,3277
2018-06-28,3315
2018-06-29,3315
2018-06-30,3317
2018-07-01,3317
2018-07-02,3268
2018-07-03,3268
2018-07-04,3249
2018-07-05,3249
2018-07-06,3175
2018-07-07,3175
2018-07-08,3187
2018-07-09,3187
2018-07-10,3179
2018-07-11,3179
2018-07-12,3179
2018-07-13,3245
2018-07-14,3310
2018-07-15,3310
2018-07-16,3254
2018-07-17,3279
2018-07-18,3279
2018-07-19,3312
2018-07-20,3312
2018-07-21,3332
2018-07-22,3250
2018-07-23,3233
2018-07-24,3233
2018-07-25,3227
2018-07-26,3227
2018-07-27,3275
2018-07-28,3275
2018-07-29,3322
2018-07-30,3322
2018-07-31,3346
2018-08-01,3346
2018-08-02,3379
2018-08-03,3379
2018-08-04,3388
2018-08-05,3388
2018-08-06,3400
2018-08-07,3400
2018-08-08,3392
2018-08-09,3392
2018-08-10,3464
2018-08-11,3464
2018-08-12,3480
2018-08-14,3474
2018-08-16,3444
2018-08-17,3477
2018-08-18,3477
2018-08-19,3519
2018-08-20,3558
2018-08-21,3558
2018-08-22,3544
2018-08-23,3544
2018-08-24,3549
2018-08-25,3593
2018-08-26,3593
2018-08-27,3617
2018-08-28,3617
2018-08-29,3607
2018-08-30,3607
2018-08-31,3606
2018-09-01,3674
2018-09-02,3674
2018-09-03,3730
2018-09-04,3812
2018-09-05,3812
2018-09-06,3815
2018-09-07,3872
2018-09-08,3872
2018-09-09,3917
2018-09-10,3797
2018-09-11,3797
2018-09-12,3683
2018-09-13,3683
2018-09-14,3594
2018-09-15,3569
2018-09-16,3569
2018-09-17,3567
2018-09-18,3642
2018-09-19,3642
2018-09-20,3662
2018-09-21,3662
2018-09-22,3639
2018-09-23,3639
2018-09-24,3582
2018-09-25,3582
2018-09-26,3619
2018-09-27,3619
2018-09-28,3644
2018-09-29,3644
2018-09-30,3695
2018-10-02,3754
2018-10-03,3806
2018-10-04,3806
2018-10-05,3806
2018-10-06,3664
2018-10-07,3664
2018-10-08,3519
2018-10-09,3519
2018-10-10,3466
2018-10-11,3466
2018-10-12,3308
2018-10-13,3212
2018-10-14,3212
2018-10-15,3171
2018-10-16,3171
2018-10-17,3075
2018-10-18,3075
2018-10-19,2944
2018-10-20,2944
2018-10-21,2950
2018-10-22,2926
2018-10-23,2926
2018-10-24,2954
2018-10-25,2954
2018-10-26,2934
2018-10-27,3027
2018-10-28,3041
2018-10-29,3041
2018-10-30,3078
2018-10-31,3111
2018-11-01,3120
2018-11-03,3091
2018-11-04,3091
2018-11-05,3118
2018-11-06,3154
2018-11-07,3154
2018-11-08,3248
2018-11-09,3248
2018-11-10,3193
2018-11-11,3193
2018-11-12,3268
2018-11-13,3369
2018-11-15,3470
2018-11-16,3537
2018-11-17,3537
2018-11-18,3610
2018-11-19,3610
2018-11-20,3655
2018-11-21,3655
2018-11-22,3664
2018-11-23,3725
2018-11-24,3693
2018-11-25,3655
2018-11-26,3655
2018-11-27,3687
2018-11-28,3872
2018-11-29,4066
2018-12-01,4230
2018-12-02,4143
2018-12-03,4143
2018-12-04,3935
2018-12-05,3738
2018-12-07,3551
2018-12-09,3433
2018-12-10,3493
2018-12-11,3493
2018-12-12,3581
2018-12-13,3510
2018-12-14,3469
2018-12-15,3534
2018-12-16,3528
2018-12-17,3528
2018-12-18,3489
2018-12-19,3459
2018-12-20,3374
2018-12-21,3313
2018-12-22,3313
2018-12-23,3285
2018-12-24,3254
2018-12-25,3254
2018-12-26,3235
2018-12-27,3170
2018-12-28,3170
2018-12-29,3126
2018-12-30,3120
2018-12-31,3000
2019-01-01,3000
2019-01-02,2951
2019-01-03,2884
2019-01-04,2758
2019-01-05,2659
2019-01-06,2603
2019-01-08,2720
2019-01-10,2895
2019-01-11,2895
2019-01-12,2842
2019-01-13,2771
2019-01-14,2690
2019-01-15,2644
2019-01-16,2562
2019-01-17,2537
2019-01-18,2544
2019-01-19,2523
2019-01-20,2470
2019-01-21,2470
2019-01-22,2525
2019-01-23,2525
2019-01-24,2525
2019-01-25,2551
2019-01-26,2525
2019-01-27,2422
2019-01-28,2397
2019-01-29,2338
2019-01-30,2221
2019-01-31,2221
2019-02-01,2118
2019-02-02,2100
2019-02-03,2104
2019-02-04,2104
2019-02-05,2085
2019-02-06,2085
2019-02-07,2064
2019-02-08,2092
2019-02-09,2092
2019-02-10,2122
2019-02-11,2121
2019-02-12,2121
2019-02-13,2122
2019-02-14,2122
2019-02-15,2127
2019-02-16,2205
2019-02-17,2251
2019-02-18,2288
2019-02-19,2246
2019-02-20,2214
2019-02-21,2264
2019-02-22,2264
2019-02-23,2332
2019-02-24,2370
2019-02-25,2399
2019-02-26,2399
2019-02-27,2299
2019-02-28,2299
2019-03-01,2296
2019-03-02,2294
2019-03-03,2274
2019-03-04,2251
2019-03-05,2207
2019-03-06,2197
2019-03-07,2209
2019-03-08,2209
2019-03-09,2187
2019-03-10,2183
2019-03-11,2183
2019-03-12,2221
2019-03-13,2221
2019-03-14,2203
2019-03-15,2203
2019-03-16,2132
2019-03-17,2132
2019-03-18,2132
2019-03-19,2041
2019-03-20,1975
2019-03-21,1945
2019-03-22,1945
2019-03-23,1910
