date_obj,Swamp%20weed price
2016-12-22,345
2016-12-23,345
2016-12-24,345
2016-12-25,345
2016-12-26,345
2016-12-27,345
2016-12-28,345
2016-12-29,345
2016-12-30,345
2016-12-31,345
2017-01-01,345
2017-01-02,345
2017-01-03,345
2017-01-04,334
2017-01-05,334
2017-01-06,334
2017-01-07,334
2017-01-08,334
2017-01-09,334
2017-01-10,334
2017-01-11,334
2017-01-12,334
2017-01-13,334
2017-01-14,334
2017-01-15,334
2017-01-16,334
2017-01-17,334
2017-01-18,334
2017-01-19,334
2017-01-20,318
2017-01-21,318
2017-01-22,318
2017-01-27,318
2017-01-28,318
2017-01-29,318
2017-01-30,318
2017-01-31,318
2017-02-01,318
2017-02-02,318
2017-02-03,318
2017-02-04,303
2017-02-05,303
2017-02-06,303
2017-02-07,303
2017-02-08,303
2017-02-09,303
2017-02-10,303
2017-02-11,303
2017-02-12,303
2017-02-13,303
2017-02-14,303
2017-02-15,303
2017-02-16,303
2017-02-18,303
2017-02-19,303
2017-02-20,303
2017-02-21,288
2017-02-22,288
2017-02-23,288
2017-02-24,288
2017-02-25,288
2017-02-26,288
2017-02-27,288
2017-02-28,288
2017-03-01,288
2017-03-02,288
2017-03-03,288
2017-03-04,288
2017-03-05,288
2017-03-06,288
2017-03-07,288
2017-03-08,288
2017-03-09,288
2017-03-10,288
2017-03-11,288
2017-03-12,288
2017-03-13,288
2017-03-14,273
2017-03-15,273
2017-03-16,273
2017-03-17,273
2017-03-18,273
2017-03-19,273
2017-03-20,273
2017-03-21,273
2017-03-22,273
2017-03-23,273
2017-03-24,273
2017-03-25,273
2017-03-26,273
2017-03-27,273
2017-03-28,273
2017-03-29,273
2017-03-30,273
2017-03-31,259
2017-04-01,259
2017-04-02,259
2017-04-03,259
2017-04-04,259
2017-04-12,259
2017-04-13,259
2017-04-14,259
2017-04-15,259
2017-04-16,249
2017-04-17,249
2017-04-18,249
2017-04-19,249
2017-04-20,249
2017-04-21,249
2017-04-22,249
2017-04-23,249
2017-04-24,249
2017-04-25,249
2017-04-26,249
2017-04-27,249
2017-04-28,249
2017-04-29,249
2017-04-30,249
2017-05-01,249
2017-05-02,249
2017-05-03,249
2017-05-04,240
2017-05-05,240
2017-05-06,240
2017-05-07,240
2017-05-08,240
2017-05-09,240
2017-05-10,240
2017-05-11,240
2017-05-12,240
2017-05-13,240
2017-05-14,240
2017-05-15,240
2017-05-16,240
2017-05-17,240
2017-05-18,240
2017-05-19,240
2017-05-20,240
2017-05-21,240
2017-05-22,240
2017-05-23,240
2017-05-24,240
2017-05-25,240
2017-05-26,235
2017-05-27,235
2017-05-28,235
2017-05-29,235
2017-05-30,235
2017-05-31,235
2017-06-01,235
2017-06-02,235
2017-06-03,235
2017-06-06,235
2017-06-07,235
2017-06-08,235
2017-06-09,235
2017-06-10,235
2017-06-11,235
2017-06-12,235
2017-06-13,226
2017-06-14,226
2017-06-15,226
2017-06-16,226
2017-06-17,226
2017-06-18,226
2017-06-19,226
2017-06-20,226
2017-06-21,226
2017-06-22,226
2017-06-23,226
2017-06-24,226
2017-06-25,226
2017-06-26,226
2017-06-27,226
2017-06-28,226
2017-06-29,226
2017-06-30,226
2017-07-01,226
2017-07-02,226
2017-07-03,226
2017-07-04,226
2017-07-05,226
2017-07-06,226
2017-07-07,226
2017-07-08,226
2017-07-13,226
2017-07-14,226
2017-07-15,226
2017-07-16,226
2017-07-17,226
2017-07-18,226
2017-07-19,226
2017-07-20,226
2017-07-21,226
2017-07-22,226
2017-07-23,226
2017-07-24,226
2017-07-25,226
2017-07-26,226
2017-07-27,220
2017-07-28,220
2017-07-29,220
2017-07-30,220
2017-07-31,220
2017-08-01,220
2017-08-02,220
2017-08-03,220
2017-08-04,220
2017-08-05,220
2017-08-06,220
2017-08-09,220
2017-08-10,220
2017-08-11,220
2017-08-12,220
2017-08-13,220
2017-08-14,220
2017-08-15,220
2017-08-16,220
2017-08-17,220
2017-08-18,220
2017-08-19,214
2017-08-20,214
2017-08-21,214
2017-08-22,214
2017-08-23,214
2017-08-24,214
2017-08-25,214
2017-08-26,214
2017-08-27,214
2017-08-28,214
2017-08-29,214
2017-08-30,214
2017-08-31,214
2017-09-01,214
2017-09-02,214
2017-09-03,214
2017-09-04,214
2017-09-05,214
2017-09-06,214
2017-09-07,214
2017-09-08,214
2017-09-09,214
2017-09-10,204
2017-09-11,204
2017-09-12,204
2017-09-13,204
2017-09-14,204
2017-09-15,204
2017-09-16,204
2017-09-17,204
2017-09-19,204
2017-09-20,204
2017-09-21,204
2017-09-22,204
2017-09-23,204
2017-09-24,204
2017-09-25,204
2017-09-26,204
2017-09-27,204
2017-09-28,204
2017-09-29,204
2017-09-30,204
2017-10-01,204
2017-10-02,204
2017-10-03,197
2017-10-04,197
2017-10-05,197
2017-10-06,197
2017-10-07,197
2017-10-08,197
2017-10-09,197
2017-10-10,197
2017-10-11,197
2017-10-12,197
2017-10-13,197
2017-10-14,197
2017-10-15,197
2017-10-16,197
2017-10-17,197
2017-10-18,197
2017-10-19,197
2017-10-20,197
2017-10-21,197
2017-10-22,197
2017-10-23,197
2017-10-24,197
2017-10-25,197
2017-10-26,197
2017-10-27,197
2017-10-28,197
2017-10-29,197
2017-10-30,197
2017-10-31,188
2017-11-01,188
2017-11-02,188
2017-11-03,188
2017-11-04,188
2017-11-05,188
2017-11-06,188
2017-11-07,188
2017-11-08,188
2017-11-09,188
2017-11-10,188
2017-11-11,188
2017-11-12,188
2017-11-13,188
2017-11-14,188
2017-11-15,188
2017-11-16,188
2017-11-17,188
2017-11-18,188
2017-11-19,188
2017-11-20,188
2017-11-21,188
2017-11-22,188
2017-11-23,188
2017-11-24,188
2017-11-25,188
2017-11-26,188
2017-11-27,188
2017-11-28,188
2017-11-29,181
2017-11-30,181
2017-12-01,181
2017-12-02,181
2017-12-03,181
2017-12-04,181
2017-12-05,181
2017-12-06,181
2017-12-07,181
2017-12-08,181
2017-12-09,181
2017-12-10,181
2017-12-11,181
2017-12-12,181
2017-12-13,181
2017-12-14,181
2017-12-15,181
2017-12-16,181
2017-12-17,181
2017-12-18,181
2017-12-19,181
2017-12-20,181
2017-12-21,181
2017-12-22,181
2017-12-23,185
2017-12-24,185
2017-12-25,185
2017-12-26,185
2017-12-27,185
2017-12-28,185
2017-12-29,185
2017-12-30,185
2017-12-31,185
2018-01-01,185
2018-01-02,185
2018-01-03,185
2018-01-04,185
2018-01-05,185
2018-01-06,185
2018-01-07,185
2018-01-08,185
2018-01-09,185
2018-01-10,185
2018-01-11,185
2018-01-12,185
2018-01-13,185
2018-01-14,186
2018-01-15,186
2018-01-16,186
2018-01-17,186
2018-01-18,186
2018-01-19,186
2018-01-20,186
2018-01-21,186
2018-01-22,186
2018-01-23,186
2018-01-24,177
2018-01-25,177
2018-01-26,177
2018-01-27,177
2018-01-28,177
2018-01-29,177
2018-01-30,177
2018-02-01,170
2018-02-02,170
2018-02-03,170
2018-02-04,170
2018-02-05,170
2018-02-06,170
2018-02-07,170
2018-02-08,164
2018-02-09,164
2018-02-10,164
2018-02-11,164
2018-02-12,164
2018-02-13,164
2018-02-14,164
2018-02-15,164
2018-02-16,164
2018-02-17,157
2018-02-18,157
2018-02-19,157
2018-02-20,157
2018-02-21,157
2018-02-22,157
2018-02-23,157
2018-02-24,157
2018-02-25,157
2018-02-26,157
2018-02-27,157
2018-02-28,150
2018-03-01,150
2018-03-02,150
2018-03-03,150
2018-03-04,150
2018-03-05,150
2018-03-06,150
2018-03-07,150
2018-03-08,150
2018-03-09,150
2018-03-10,148
2018-03-11,148
2018-03-12,148
2018-03-13,148
2018-03-14,148
2018-03-15,148
2018-03-16,148
2018-03-17,148
2018-03-18,148
2018-03-19,148
2018-03-20,148
2018-03-21,145
2018-03-23,145
2018-03-24,145
2018-03-26,145
2018-03-27,145
2018-03-28,145
2018-03-29,145
2018-03-30,145
2018-03-31,145
2018-04-01,145
2018-04-02,145
2018-04-03,145
2018-04-04,145
2018-04-05,144
2018-04-06,144
2018-04-08,144
2018-04-09,144
2018-04-10,144
2018-04-11,144
2018-04-12,144
2018-04-13,144
2018-04-14,144
2018-04-16,144
2018-04-17,139
2018-04-18,139
2018-04-19,139
2018-04-20,139
2018-04-21,139
2018-04-22,139
2018-04-23,139
2018-04-24,139
2018-04-25,139
2018-04-26,139
2018-04-27,139
2018-04-28,139
2018-04-29,141
2018-04-30,141
2018-05-02,141
2018-05-03,141
2018-05-04,141
2018-05-05,141
2018-05-06,141
2018-05-07,141
2018-05-08,141
2018-05-09,141
2018-05-10,143
2018-05-11,143
2018-05-12,143
2018-05-13,143
2018-05-14,143
2018-05-15,143
2018-05-16,143
2018-05-17,143
2018-05-18,143
2018-05-19,143
2018-05-20,141
2018-05-21,141
2018-05-22,141
2018-05-23,141
2018-05-24,141
2018-05-25,141
2018-05-26,141
2018-05-27,141
2018-05-28,141
2018-05-29,140
2018-05-30,140
2018-05-31,140
2018-06-01,140
2018-06-02,140
2018-06-03,140
2018-06-04,140
2018-06-05,140
2018-06-06,140
2018-06-07,140
2018-06-08,140
2018-06-09,140
2018-06-10,140
2018-06-11,140
2018-06-12,147
2018-06-13,147
2018-06-14,147
2018-06-15,147
2018-06-16,147
2018-06-17,147
2018-06-18,147
2018-06-19,147
2018-06-20,147
2018-06-21,147
2018-06-22,147
2018-06-23,147
2018-06-24,147
2018-06-25,147
2018-06-26,145
2018-06-27,145
2018-06-28,145
2018-06-29,145
2018-06-30,145
2018-07-01,145
2018-07-02,145
2018-07-03,145
2018-07-04,145
2018-07-05,145
2018-07-06,145
2018-07-07,152
2018-07-08,152
2018-07-09,152
2018-07-10,152
2018-07-11,152
2018-07-12,152
2018-07-13,152
2018-07-14,152
2018-07-15,152
2018-07-16,152
2018-07-17,152
2018-07-18,152
2018-07-19,152
2018-07-20,147
2018-07-21,147
2018-07-22,147
2018-07-23,147
2018-07-24,147
2018-07-25,147
2018-07-26,147
2018-07-27,147
2018-07-28,147
2018-07-29,147
2018-07-30,153
2018-07-31,153
2018-08-01,153
2018-08-02,153
2018-08-03,153
2018-08-04,153
2018-08-05,153
2018-08-06,153
2018-08-07,147
2018-08-08,147
2018-08-09,147
2018-08-10,147
2018-08-11,147
2018-08-12,147
2018-08-14,147
2018-08-16,147
2018-08-17,147
2018-08-18,147
2018-08-19,147
2018-08-20,147
2018-08-21,147
2018-08-22,147
2018-08-23,144
2018-08-24,144
2018-08-25,144
2018-08-26,144
2018-08-27,144
2018-08-28,144
2018-08-29,144
2018-08-30,144
2018-08-31,141
2018-09-01,141
2018-09-02,141
2018-09-03,141
2018-09-04,141
2018-09-05,141
2018-09-06,141
2018-09-07,141
2018-09-08,137
2018-09-09,137
2018-09-10,137
2018-09-11,137
2018-09-12,137
2018-09-13,137
2018-09-14,137
2018-09-15,137
2018-09-16,137
2018-09-17,137
2018-09-18,132
2018-09-19,132
2018-09-20,132
2018-09-21,132
2018-09-22,132
2018-09-23,132
2018-09-24,132
2018-09-25,132
2018-09-26,132
2018-09-27,132
2018-09-28,132
2018-09-29,131
2018-09-30,131
2018-10-02,131
2018-10-03,131
2018-10-04,131
2018-10-05,131
2018-10-06,131
2018-10-07,131
2018-10-08,125
2018-10-09,125
2018-10-10,125
2018-10-11,125
2018-10-12,125
2018-10-13,125
2018-10-14,125
2018-10-15,125
2018-10-16,125
2018-10-17,120
2018-10-18,120
2018-10-19,120
2018-10-20,120
2018-10-21,120
2018-10-22,120
2018-10-23,120
2018-10-24,120
2018-10-25,120
2018-10-26,120
2018-10-27,118
2018-10-28,118
2018-10-29,118
2018-10-30,118
2018-10-31,118
2018-11-01,118
2018-11-03,118
2018-11-04,119
2018-11-05,119
2018-11-06,119
2018-11-07,119
2018-11-08,119
2018-11-09,119
2018-11-10,119
2018-11-11,118
2018-11-12,118
2018-11-13,118
2018-11-14,118
2018-11-15,118
2018-11-16,118
2018-11-17,118
2018-11-18,117
2018-11-19,117
2018-11-20,117
2018-11-21,117
2018-11-22,117
2018-11-23,117
2018-11-24,117
2018-11-25,120
2018-11-26,120
2018-11-27,120
2018-11-28,120
2018-11-29,120
2018-12-01,120
2018-12-02,119
2018-12-03,119
2018-12-04,119
2018-12-05,119
2018-12-07,119
2018-12-09,118
2018-12-10,118
2018-12-11,118
2018-12-12,118
2018-12-13,118
2018-12-14,113
2018-12-15,113
2018-12-16,113
2018-12-17,113
2018-12-18,113
2018-12-19,111
2018-12-20,111
2018-12-21,111
2018-12-22,111
2018-12-23,111
2018-12-24,109
2018-12-25,109
2018-12-26,109
2018-12-27,109
2018-12-28,109
2018-12-29,109
2018-12-30,110
2018-12-31,110
2019-01-01,110
2019-01-02,110
2019-01-03,110
2019-01-04,110
2019-01-05,105
2019-01-06,105
2019-01-08,105
2019-01-10,101
2019-01-11,101
2019-01-12,101
2019-01-13,101
2019-01-14,101
2019-01-15,99
2019-01-16,99
2019-01-17,99
2019-01-18,99
2019-01-19,99
2019-01-20,99
2019-01-21,99
2019-01-22,104
2019-01-23,104
2019-01-24,104
2019-01-25,104
2019-01-26,104
2019-01-27,104
2019-01-28,104
2019-01-29,110
2019-01-30,110
2019-01-31,110
2019-02-01,110
2019-02-02,110
2019-02-03,110
2019-02-04,110
2019-02-05,110
2019-02-06,115
2019-02-07,115
2019-02-08,115
2019-02-09,115
2019-02-10,115
2019-02-11,115
2019-02-12,121
2019-02-13,121
2019-02-14,121
2019-02-15,121
2019-02-16,121
2019-02-17,121
2019-02-18,121
2019-02-19,121
2019-02-20,126
2019-02-21,126
2019-02-22,126
2019-02-23,126
2019-02-24,126
2019-02-25,126
2019-02-26,126
2019-02-27,132
2019-02-28,132
2019-03-01,132
2019-03-02,132
2019-03-03,132
2019-03-04,132
2019-03-05,132
2019-03-06,133
2019-03-07,133
2019-03-08,133
2019-03-09,133
2019-03-10,133
2019-03-11,133
2019-03-12,133
2019-03-13,133
2019-03-14,132
2019-03-15,132
2019-03-16,132
2019-03-17,132
2019-03-18,132
2019-03-19,132
2019-03-20,127
2019-03-21,127
2019-03-22,127
2019-03-23,127
2019-03-24,127
2019-03-25,127
2019-03-26,127
2019-03-27,127
2019-03-28,127
2019-03-29,125
2019-03-30,125
2019-03-31,125
2019-04-01,125
2019-04-02,125
2019-04-03,125
2019-04-04,125
2019-04-05,125
2019-04-06,124
2019-04-07,124
2019-04-08,124
2019-04-09,124
2019-04-10,124
2019-04-11,124
2019-04-12,124
2019-04-13,118
2019-04-14,118
2019-04-15,118
2019-04-16,118
2019-04-17,118
2019-04-18,118
2019-04-19,115
2019-04-20,115
2019-04-21,115
2019-04-22,115
2019-04-23,115
2019-04-24,115
2019-04-25,115
2019-04-26,113
2019-04-27,113
2019-04-28,113
2019-04-29,113
2019-04-30,113
2019-05-01,113
2019-05-02,113
2019-05-03,108
2019-05-04,108
2019-05-05,108
2019-05-06,108
2019-05-07,108
2019-05-08,108
2019-05-09,108
2019-05-10,108
2019-05-11,108
2019-05-12,105
2019-05-13,105
2019-05-14,105
2019-05-15,105
2019-05-16,105
2019-05-17,105
2019-05-18,105
2019-05-19,105
2019-05-20,105
2019-05-21,105
2019-05-22,105
2019-05-23,105
2019-05-24,105
2019-05-25,105
2019-05-26,105
2019-05-27,105
2019-05-28,102
2019-05-29,102
2019-05-30,102
2019-05-31,102
2019-06-01,102
2019-06-02,102
2019-06-03,102
2019-06-04,102
2019-06-05,102
2019-06-06,102
2019-06-07,98
2019-06-08,98
2019-06-09,98
2019-06-10,98
2019-06-11,98
2019-06-12,98
2019-06-13,98
2019-06-14,98
2019-06-15,98
2019-06-16,101
2019-06-17,101
2019-06-18,101
2019-06-19,101
2019-06-20,101
2019-06-21,101
2019-06-22,101
2019-06-23,101
2019-06-24,101
2019-06-25,101
2019-06-26,99
2019-06-27,99
2019-06-28,99
2019-06-29,99
2019-06-30,99
2019-07-01,99
2019-07-02,99
2019-07-03,99
2019-07-04,99
2019-07-05,103
2019-07-06,103
2019-07-07,103
2019-07-08,103
2019-07-09,103
2019-07-10,103
2019-07-11,103
2019-07-12,103
2019-07-13,103
2019-07-14,107
2019-07-15,107
2019-07-16,107
2019-07-17,107
2019-07-18,107
2019-07-19,107
2019-07-20,107
2019-07-21,107
2019-07-22,107
2019-07-23,105
2019-07-24,105
2019-07-25,105
2019-07-26,105
2019-07-27,105
2019-07-28,105
2019-07-29,105
2019-07-30,105
2019-07-31,105
2019-08-01,105
2019-08-02,105
2019-08-03,105
2019-08-04,105
2019-08-05,108
