date_obj,Kodai%20wand price
2018-05-26,121114230
2018-05-27,121612991
2018-05-28,120858705
2018-05-29,119577331
2018-05-30,118127594
2018-05-31,115197364
2018-06-01,115210595
2018-06-02,117245964
2018-06-03,118536418
2018-06-04,118421918
2018-06-05,118694816
2018-06-06,120284903
2018-06-07,114270657
2018-06-08,108628917
2018-06-09,105129054
2018-06-10,105499990
2018-06-11,101461888
2018-06-12,101060866
2018-06-13,99976844
2018-06-14,99313499
2018-06-15,100409349
2018-06-16,100421171
2018-06-17,100632769
2018-06-18,100129454
2018-06-19,100753382
2018-06-20,100644483
2018-06-21,102313849
2018-06-22,101672380
2018-06-23,101428142
2018-06-24,101233011
2018-06-25,100683790
2018-06-26,100448471
2018-06-27,100531925
2018-06-28,99922498
2018-06-29,100043476
2018-06-30,99913609
2018-07-01,100339837
2018-07-02,100375025
2018-07-03,100358634
2018-07-04,100268857
2018-07-05,99836808
2018-07-06,99527238
2018-07-07,100148269
2018-07-08,100227206
2018-07-09,99991617
2018-07-10,100401785
2018-07-11,101021868
2018-07-12,100502491
2018-07-13,100135253
2018-07-14,100290455
2018-07-15,100789681
2018-07-16,102497639
2018-07-17,101216100
2018-07-18,101527403
2018-07-19,101884029
2018-07-20,101953756
2018-07-21,101882054
2018-07-22,101603221
2018-07-23,101359892
2018-07-24,101488509
2018-07-25,102269668
2018-07-26,101597734
2018-07-27,100427627
2018-07-28,100024133
2018-07-29,99828354
2018-07-30,99765533
2018-07-31,100680589
2018-08-01,100134532
2018-08-02,100261999
2018-08-03,100047509
2018-08-04,99530594
2018-08-05,99052241
2018-08-06,97557756
2018-08-07,95377003
2018-08-08,93519459
2018-08-09,93156982
2018-08-10,93829741
2018-08-11,94353027
2018-08-12,93606815
2018-08-14,91080086
2018-08-16,87041638
2018-08-17,89451430
2018-08-18,91970418
2018-08-19,92544285
2018-08-20,93405595
2018-08-21,93815506
2018-08-22,93385622
2018-08-23,92716285
2018-08-24,92676062
2018-08-25,92184949
2018-08-26,90529090
2018-08-27,90784070
2018-08-28,90770693
2018-08-29,90532121
2018-08-30,90381172
2018-08-31,90332462
2018-09-01,89842087
2018-09-02,88191653
2018-09-03,88168725
2018-09-04,88218218
2018-09-05,87757858
2018-09-06,87614905
2018-09-07,84737290
2018-09-08,81828120
2018-09-09,79551068
2018-09-10,79046096
2018-09-11,77959905
2018-09-12,78310048
2018-09-13,81199660
2018-09-14,82565140
2018-09-15,82146691
2018-09-16,80808427
2018-09-17,80568516
2018-09-18,80476406
2018-09-19,80318855
2018-09-20,81086831
2018-09-21,80714513
2018-09-22,80626849
2018-09-23,80579427
2018-09-24,82204861
2018-09-25,83364065
2018-09-26,82176489
2018-09-27,81995848
2018-09-28,81843370
2018-09-29,81816201
2018-09-30,81427218
2018-10-02,80800058
2018-10-03,80563252
2018-10-04,80688105
2018-10-05,81182517
2018-10-06,81179626
2018-10-07,81503936
2018-10-08,81251216
2018-10-09,81056906
2018-10-10,81254228
2018-10-11,82081576
2018-10-12,81551911
2018-10-13,81777256
2018-10-14,81624942
2018-10-15,81525870
2018-10-16,81853792
2018-10-17,82272579
2018-10-18,82863354
2018-10-19,83347784
2018-10-20,83660441
2018-10-21,84051469
2018-10-22,84738282
2018-10-23,83940760
2018-10-24,83820070
2018-10-25,83993631
2018-10-26,84118883
2018-10-27,85099322
2018-10-28,85578682
2018-10-29,85265147
2018-10-30,85275604
2018-10-31,84639492
2018-11-01,84203066
2018-11-03,81672297
2018-11-04,80680812
2018-11-05,80364913
2018-11-06,79503366
2018-11-07,79227916
2018-11-08,78946959
2018-11-09,77448345
2018-11-10,77136190
2018-11-11,76483541
2018-11-12,74601088
2018-11-13,72687234
2018-11-14,73401776
2018-11-15,73741701
2018-11-16,73952901
2018-11-17,73668232
2018-11-18,74278417
2018-11-19,73524390
2018-11-20,70603748
2018-11-21,67419362
2018-11-22,65654297
2018-11-23,63385140
2018-11-24,65977627
2018-11-25,69177687
2018-11-26,71481969
2018-11-27,71563559
2018-11-28,70819818
2018-11-29,71079556
2018-12-01,70906591
2018-12-02,73341775
2018-12-03,74412198
2018-12-04,74788800
2018-12-05,77807619
2018-12-07,79429458
2018-12-09,81185848
2018-12-10,80968897
2018-12-11,80686426
2018-12-12,80006689
2018-12-13,78684708
2018-12-14,77265470
2018-12-15,76494235
2018-12-16,76666458
2018-12-17,77683784
2018-12-18,77949833
2018-12-19,79012526
2018-12-20,79729249
2018-12-21,79876911
2018-12-22,80166675
2018-12-23,81817150
2018-12-24,82694156
2018-12-25,83087596
2018-12-26,82823800
2018-12-27,81919873
2018-12-28,81981013
2018-12-29,82058018
2018-12-30,82020729
2018-12-31,81602977
2019-01-01,81798338
2019-01-02,82917819
2019-01-03,84761794
2019-01-04,84399326
2019-01-05,84340994
2019-01-06,83455234
2019-01-08,82376177
2019-01-10,77643549
2019-01-11,76154714
2019-01-12,76527228
2019-01-13,76135341
2019-01-14,74438642
2019-01-15,73940779
2019-01-16,72788809
2019-01-17,72651060
2019-01-18,74286478
2019-01-19,74050298
2019-01-20,74657459
2019-01-21,74143663
2019-01-22,74130115
2019-01-23,74233316
2019-01-24,74348678
2019-01-25,74527952
2019-01-26,74317884
2019-01-27,74226376
2019-01-28,74042807
2019-01-29,73881486
2019-01-30,73679455
2019-01-31,73648784
2019-02-01,73518770
2019-02-02,73257299
2019-02-03,73791202
2019-02-04,74571086
2019-02-05,74176355
2019-02-06,74564606
2019-02-07,75383981
2019-02-08,75316008
2019-02-09,75086606
2019-02-10,74071328
2019-02-11,73892129
2019-02-12,74173231
2019-02-13,73651648
2019-02-14,73352085
2019-02-15,73151687
2019-02-16,73548023
2019-02-17,73369050
2019-02-18,73150962
2019-02-19,72980120
2019-02-20,72981215
2019-02-21,74915790
2019-02-22,76231172
2019-02-23,76415162
2019-02-24,76744354
2019-02-25,78253167
2019-02-26,79673089
2019-02-27,82198498
2019-02-28,80791361
2019-03-01,78737380
2019-03-02,78367690
2019-03-03,77984025
2019-03-04,77407078
2019-03-05,78937889
2019-03-06,79187741
2019-03-07,79529409
2019-03-08,79378257
2019-03-09,78699171
2019-03-10,78678013
2019-03-11,78040239
2019-03-12,78001872
2019-03-13,78715099
2019-03-14,78345760
2019-03-15,78094009
2019-03-16,77507985
2019-03-17,77550353
2019-03-18,77494523
2019-03-19,77351821
2019-03-20,77155339
2019-03-21,77313917
2019-03-22,77181745
2019-03-23,77028544
2019-03-24,77420322
2019-03-25,77056821
2019-03-26,77357034
2019-03-27,78016729
2019-03-28,77853885
2019-03-29,78675453
2019-03-30,78439471
2019-03-31,78501311
2019-04-01,79905644
2019-04-02,79702293
2019-04-03,80055802
2019-04-04,81158004
2019-04-05,80745133
2019-04-06,80913371
2019-04-07,81128781
2019-04-08,80944111
2019-04-09,81172855
2019-04-10,81372630
2019-04-11,81784493
2019-04-12,81420105
2019-04-13,81092310
2019-04-14,80805506
2019-04-15,80683913
2019-04-16,80223212
2019-04-17,79706261
2019-04-18,79139724
2019-04-19,78768999
2019-04-20,78489899
2019-04-21,78388459
2019-04-22,78112572
2019-04-23,78341921
2019-04-24,78689727
2019-04-25,79538171
2019-04-26,79739834
2019-04-27,79824465
2019-04-28,79520176
2019-04-29,79541449
2019-04-30,80004582
2019-05-01,81399995
2019-05-02,81471114
2019-05-03,83715825
2019-05-04,82932169
2019-05-05,82842407
2019-05-06,83071628
2019-05-07,83627287
2019-05-08,84644550
2019-05-09,84133249
2019-05-10,83815482
2019-05-11,83659505
2019-05-12,83662952
2019-05-13,83429566
2019-05-14,83219928
2019-05-15,82984009
2019-05-16,82755002
2019-05-17,82628930
2019-05-18,82321781
2019-05-19,81926528
2019-05-20,81609917
2019-05-21,81287104
2019-05-22,80982953
2019-05-23,80946170
2019-05-24,80239662
2019-05-25,80775269
2019-05-26,81913449
2019-05-27,82095670
2019-05-28,81550651
2019-05-29,82884994
2019-05-30,81784535
2019-05-31,81708008
2019-06-01,81531802
2019-06-02,81905359
2019-06-03,81821232
2019-06-04,81764492
2019-06-05,81141201
2019-06-06,81247913
2019-06-07,80932549
2019-06-08,80477797
2019-06-09,80521797
2019-06-10,80339996
2019-06-11,79846745
2019-06-12,79398202
2019-06-13,78393670
2019-06-14,78651310
2019-06-15,78405833
2019-06-16,77518001
2019-06-17,75973787
2019-06-18,75746233
2019-06-19,75435250
2019-06-20,73218020
2019-06-21,71637338
2019-06-22,69971011
2019-06-23,66782103
2019-06-24,67751639
2019-06-25,71104486
2019-06-26,74048484
2019-06-27,76480508
2019-06-28,76119847
2019-06-29,78832507
2019-06-30,78781196
2019-07-01,77940963
2019-07-02,76617366
2019-07-03,77020746
2019-07-04,77235060
2019-07-05,77163668
2019-07-06,77481227
2019-07-07,77257631
2019-07-08,77507460
2019-07-09,77623600
2019-07-10,77366485
2019-07-11,77036921
2019-07-12,77094184
2019-07-13,77151476
2019-07-14,77187954
2019-07-15,77128534
2019-07-16,77136920
2019-07-17,78042314
2019-07-18,77618307
2019-07-19,77947818
2019-07-20,79708979
2019-07-21,80909367
2019-07-22,80880979
2019-07-23,80692398
2019-07-24,80468263
2019-07-25,80195473
2019-07-26,80405597
2019-07-27,80622144
2019-07-28,80878992
2019-07-29,80842173
2019-07-30,80784082
2019-07-31,80704588
2019-08-01,80821536
2019-08-02,80811667
2019-08-03,80815517
2019-08-04,81005720
2019-08-05,81836453
2019-08-06,82537271
2019-08-07,81764002
2019-08-08,81267639
2019-08-09,81298057
2019-08-10,81130417
2019-08-11,80916750
2019-08-12,80735817
2019-08-13,80574626
2019-08-14,81234062
2019-08-15,81075139
2019-08-16,82041467
2019-08-17,82577564
2019-08-18,82771303
2019-08-19,82256138
2019-08-20,82466711
2019-08-21,83076024
2019-08-22,83204105
2019-08-23,82885414
2019-08-24,82646915
2019-08-24,82646915
2019-08-25,82776648
2019-08-25,82776648
2019-08-26,82421277
2019-08-26,82421277
2019-08-27,81977008
2019-08-27,81977008
2019-08-28,81928411
2019-08-29,81589445
2019-08-30,84367828
2019-08-31,86268987
2019-09-01,87463526
2019-09-02,86581246
2019-09-03,86361298
2019-09-04,88350526
2019-09-05,88360500
2019-09-06,88805081
2019-09-07,88951100
2019-09-08,89310904
2019-09-09,89241784
2019-09-10,89294710
2019-09-11,89302343
2019-09-12,89069089
2019-09-13,88966675
2019-09-14,88419783
2019-09-15,86810920
2019-09-16,86083630
2019-09-17,85844077
2019-09-18,87583497
2019-09-19,88439207
2019-09-20,89142905
2019-09-21,88403203
2019-09-22,88055955
2019-09-23,87304053
2019-09-24,86488584
2019-09-25,87019630
2019-09-26,87051513
2019-09-27,87394938
2019-09-28,88134889
2019-09-29,89423238
2019-09-30,88699234
2019-10-01,88982062
2019-10-02,89111103
2019-10-03,89640444
2019-10-04,89566135
2019-10-05,89600912
2019-10-06,89313591
2019-10-07,89449563
2019-10-08,89254880
2019-10-09,89428618
2019-10-10,89283193
2019-10-11,89152437
2019-10-12,89120516
2019-10-13,88685301
2019-10-14,88053924
2019-10-15,87639912
2019-10-16,87336948
2019-10-17,87046983
2019-10-18,87082810
2019-10-19,86865646
2019-10-20,86443413
2019-10-21,86461765
2019-10-22,86229912
2019-10-23,85978374
2019-10-24,86181303
2019-10-25,85961170
2019-10-26,85799836
2019-10-27,85686612
2019-10-28,85438805
2019-10-29,85373696
2019-10-30,85120790
2019-10-31,84892683
2019-11-01,85364578
2019-11-02,85516747
2019-11-03,85620541
2019-11-04,85679571
2019-11-05,85992341
2019-11-06,85795926
2019-11-07,85664687
2019-11-08,85516318
2019-11-09,86357411
2019-11-10,86390404
2019-11-11,86178253
2019-11-12,85777225
2019-11-13,85982106
2019-11-14,87266757
2019-11-15,88119766
2019-11-16,88125692
2019-11-17,88466929
2019-11-18,88083493
2019-11-19,87630649
2019-11-20,87292660
2019-11-21,87261846
2019-11-22,86932556
2019-11-23,86854266
2019-11-24,86722556
2019-11-25,86556315
2019-11-26,86423516
2019-11-27,86164269
2019-11-28,86069685
2019-11-29,85972040
2019-11-30,85761144
2019-12-01,85189522
2019-12-02,84551535
2019-12-03,82277825
2019-12-04,81852859
2019-12-05,80856409
2019-12-06,80865557
2019-12-07,81740518
2019-12-08,81817835
2019-12-09,81920737
2019-12-10,81353377
2019-12-11,80073633
2019-12-12,79724487
2019-12-13,79124206
2019-12-14,79041932
2019-12-15,80374937
2019-12-16,80470218
2019-12-17,80461096
2019-12-18,80251113
2019-12-19,80309933
2019-12-20,80438447
2019-12-21,80390334
2019-12-22,80293045
2019-12-23,80186003
2019-12-24,80309897
2019-12-25,80696213
2019-12-26,80787560
2019-12-27,81119986
2019-12-28,81484593
2019-12-29,82566552
2019-12-30,81613741
2019-12-31,81327950
2020-01-01,81086250
2020-01-02,80916550
2020-01-03,80655898
2020-01-04,80584128
2020-01-05,80540086
2020-01-06,80758269
2020-01-07,80838220
2020-01-08,80860051
2020-01-09,81454078
2020-01-10,82233662
2020-01-11,82252066
2020-01-12,82249261
2020-01-13,82186557
2020-01-14,82323086
2020-01-15,82709052
2020-01-16,81982608
2020-01-17,81587724
2020-01-18,81371227
2020-01-19,81383298
2020-01-20,81775293
2020-01-21,81601754
2020-01-22,81442345
2020-01-23,81074629
2020-01-24,81281506
2020-01-25,81364065
2020-01-26,81650087
2020-01-27,81879255
2020-01-28,82566265
2020-01-29,82440363
2020-01-30,82759852
2020-01-31,84890424
2020-02-01,84333973
2020-02-02,84262702
2020-02-03,83915666
2020-02-04,83110625
2020-02-05,82877532
2020-02-06,79251675
2020-02-07,77033269
2020-02-08,76821893
2020-02-09,78883332
2020-02-10,79379066
2020-02-11,79648198
2020-02-12,79719511
2020-02-13,79405868
2020-02-14,79578809
2020-02-15,79658148
2020-02-16,80259810
2020-02-17,81720435
2020-02-18,82047128
2020-02-19,82618167
2020-02-20,82922628
2020-02-21,83376940
2020-02-22,83298708
2020-02-23,83101772
2020-02-24,82804502
2020-02-25,82668564
2020-02-26,82391044
2020-02-27,81892952
2020-02-28,82111629
2020-02-29,82014344
2020-03-01,82001545
2020-03-02,82485315
2020-03-03,82821108
2020-03-04,82834095
2020-03-05,82761360
2020-03-06,82402671
2020-03-07,82195179
2020-03-08,82576712
2020-03-09,82523839
2020-03-10,83097050
2020-03-11,83213269
2020-03-12,83338949
2020-03-13,83348374
2020-03-14,83152263
2020-03-15,83230852
2020-03-16,83429247
2020-03-17,84122338
2020-03-18,86639749
2020-03-19,86413271
2020-03-20,87432028
2020-03-21,88179563
2020-03-22,87908647
2020-03-23,87646379
2020-03-24,87099662
2020-03-25,86759139
2020-03-26,85659007
2020-03-27,84296154
2020-03-28,83530287
2020-03-29,82529946
2020-03-30,82438740
2020-03-31,82826748
2020-04-01,83015185
2020-04-02,83708663
2020-04-03,83748652
2020-04-04,83436562
2020-04-05,83035872
2020-04-06,82908539
2020-04-07,82948752
2020-04-08,83158591
2020-04-09,83232982
2020-04-10,83566335
2020-04-11,83476600
2020-04-12,84939354
2020-04-13,85129375
2020-04-14,85207856
2020-04-15,85745537
2020-04-16,85422662
2020-04-17,85226344
2020-04-18,85007594
2020-04-19,84314938
2020-04-20,83862229
2020-04-21,83787528
2020-04-22,84348100
2020-04-23,84369557
2020-04-24,84191504
2020-04-25,83702795
2020-04-26,83139681
2020-04-27,83910709
2020-04-28,83921313
2020-04-29,83987661
2020-04-30,84087380
2020-05-01,83932136
2020-05-02,83637689
2020-05-03,83454896
2020-05-04,83612114
2020-05-05,83342861
2020-05-06,83278991
2020-05-07,83564383
2020-05-08,84188046
2020-05-09,84946921
2020-05-10,84962092
2020-05-11,85090612
2020-05-12,86371673
2020-05-13,86123750
