date_obj,Kodai%20wand price
2017-01-04,61939394
2017-01-05,64549994
2017-01-06,67367448
2017-01-07,70305757
2017-01-08,73371372
2017-01-09,76756713
2017-01-10,80364708
2017-01-11,84140847
2017-01-12,87988394
2017-01-13,87988394
2017-01-14,91468072
2017-01-15,91468072
2017-01-16,88186453
2017-01-17,84104527
2017-01-18,83852298
2017-01-19,87600226
2017-01-20,84410647
2017-01-21,85659996
2017-01-22,88549013
2017-01-27,97920376
2017-01-28,100705329
2017-01-29,103359595
2017-01-30,103359595
2017-01-31,108295620
2017-02-01,109008473
2017-02-02,109008473
2017-02-03,108337286
2017-02-04,107984791
2017-02-05,107984791
2017-02-06,107036254
2017-02-07,107036254
2017-02-08,110443396
2017-02-09,110443396
2017-02-10,115965566
2017-02-11,119987223
2017-02-12,119987223
2017-02-13,115916107
2017-02-14,113943481
2017-02-15,113943481
2017-02-16,114853180
2017-02-18,111787238
2017-02-19,107047633
2017-02-20,102091089
2017-02-21,97152484
2017-02-22,97152484
2017-02-23,93234395
2017-02-24,93234395
2017-02-25,88633949
2017-02-26,88633949
2017-02-27,84557366
2017-02-28,81237215
2017-03-01,78345323
2017-03-02,74766054
2017-03-03,71153648
2017-03-04,67642471
2017-03-05,64285652
2017-03-06,66004200
2017-03-07,68679322
2017-03-08,69258498
2017-03-09,71051464
2017-03-10,73658211
2017-03-11,74992528
2017-03-12,72185924
2017-03-13,68637544
2017-03-14,65506378
2017-03-15,62235453
2017-03-16,61562756
2017-03-17,63474266
2017-03-18,64039657
2017-03-19,62997613
2017-03-20,59863645
2017-03-21,60099109
2017-03-22,63103127
2017-03-23,66164400
2017-03-24,69472620
2017-03-25,69472620
2017-03-26,70775034
2017-03-27,73041590
2017-03-28,76447084
2017-03-29,79436473
2017-03-30,83408297
2017-03-31,85431813
2017-04-01,81743855
2017-04-02,78445717
2017-04-03,76395055
2017-04-04,77696127
2017-04-12,82932080
2017-04-13,82319839
2017-04-14,83098957
2017-04-15,84243800
2017-04-16,85882006
2017-04-17,84954310
2017-04-18,83906068
2017-04-19,83596148
2017-04-20,83955648
2017-04-21,83691458
2017-04-22,84156788
2017-04-23,85560947
2017-04-24,85661927
2017-04-25,85710756
2017-04-26,89187039
2017-04-27,90344047
2017-04-28,89938999
2017-04-29,92310497
2017-04-30,92377241
2017-05-01,91099158
2017-05-02,90305936
2017-05-03,91498938
2017-05-04,95650998
2017-05-05,97930585
2017-05-06,99466257
2017-05-07,103177235
2017-05-08,100538828
2017-05-09,95860643
2017-05-10,97641502
2017-05-11,101412385
2017-05-12,104299156
2017-05-13,103100148
2017-05-14,103085307
2017-05-15,105582090
2017-05-16,108734229
2017-05-17,109913283
2017-05-18,109141960
2017-05-19,109419987
2017-05-20,109675952
2017-05-21,109965333
2017-05-22,109434084
2017-05-23,108745443
2017-05-24,107588309
2017-05-25,105761366
2017-05-26,101353936
2017-05-27,97583732
2017-05-28,100606259
2017-05-29,103546232
2017-05-30,107259521
2017-05-31,110352889
2017-06-01,115781679
2017-06-02,120403923
2017-06-03,126065736
2017-06-04,127973429
2017-06-06,137767781
2017-06-07,139497718
2017-06-08,139139154
2017-06-09,133921429
2017-06-10,127225357
2017-06-11,120864089
2017-06-12,114988165
2017-06-13,116169983
2017-06-14,121593495
2017-06-15,125104534
2017-06-16,125711014
2017-06-17,124174840
2017-06-18,123558820
2017-06-19,123558820
2017-06-20,120484783
2017-06-21,114762763
2017-06-22,112071154
2017-06-23,111387589
2017-06-24,110661461
2017-06-25,114253231
2017-06-26,113645034
2017-06-27,113859857
2017-06-28,117301171
2017-06-29,120075118
2017-06-30,118791282
2017-07-01,119869169
2017-07-02,119304342
2017-07-03,119653902
2017-07-04,119016178
2017-07-05,118567352
2017-07-06,118407899
2017-07-07,118407899
2017-07-08,119037899
2017-07-13,116614368
2017-07-14,117821627
2017-07-15,118316983
2017-07-16,118975262
2017-07-17,119222517
2017-07-18,118828354
2017-07-19,119195742
2017-07-20,118445298
2017-07-21,118608312
2017-07-22,119359806
2017-07-23,118308028
2017-07-24,118611209
2017-07-25,118437270
2017-07-26,118203559
2017-07-27,118124826
2017-07-28,118496332
2017-07-29,118198543
2017-07-30,116704992
2017-07-31,115691153
2017-08-01,115182331
2017-08-02,115838493
2017-08-03,117104844
2017-08-04,116837044
2017-08-05,117569848
2017-08-06,120492254
2017-08-09,118998331
2017-08-10,118198608
2017-08-11,117749996
2017-08-12,118393215
2017-08-13,118985067
2017-08-14,118786577
2017-08-15,118710764
2017-08-17,118585386
2017-08-18,118435050
2017-08-19,118184088
2017-08-20,118259528
2017-08-21,118179321
2017-08-22,117801788
2017-08-23,117317718
2017-08-24,117554753
2017-08-25,117693062
2017-08-26,118087220
2017-08-27,117972254
2017-08-28,117750666
2017-08-29,117738291
2017-08-30,117425729
2017-08-31,117261718
2017-09-01,117509011
2017-09-02,117516718
2017-09-03,116945252
2017-09-04,116664573
2017-09-05,116315465
2017-09-06,117009672
2017-09-07,117944571
2017-09-08,118590074
2017-09-09,118567595
2017-09-10,118384254
2017-09-11,117267683
2017-09-12,116691298
2017-09-13,116546601
2017-09-14,116305618
2017-09-15,116305618
2017-09-16,116145418
2017-09-17,115676563
2017-09-19,115199117
2017-09-20,115120218
2017-09-21,115332583
2017-09-22,115791103
2017-09-23,115689577
2017-09-24,115771035
2017-09-25,115853422
2017-09-26,115641044
2017-09-27,115435229
2017-09-28,115410461
2017-09-29,115942151
2017-09-30,115775311
2017-10-01,115627349
2017-10-02,115388192
2017-10-03,114699497
2017-10-04,114208600
2017-10-05,112703165
2017-10-06,109833129
2017-10-07,105484922
2017-10-08,105876555
2017-10-09,108415597
2017-10-10,108492355
2017-10-11,105626422
2017-10-12,104298250
2017-10-13,99931426
2017-10-14,99607712
2017-10-15,100242030
2017-10-16,99960451
2017-10-17,99700892
2017-10-18,99617205
2017-10-19,99826290
2017-10-20,98853210
2017-10-21,98570883
2017-10-22,98950601
2017-10-23,99422817
2017-10-24,100167096
2017-10-25,103801368
2017-10-26,107299081
2017-10-27,108360316
2017-10-28,109809219
2017-10-29,109972714
2017-10-30,107301088
2017-10-31,107435779
2017-11-01,107721395
2017-11-02,107016233
2017-11-03,107313406
2017-11-04,108131151
2017-11-05,107986555
2017-11-06,108267084
2017-11-07,108536453
2017-11-08,110450059
2017-11-09,109532694
2017-11-10,109693235
2017-11-11,109982157
2017-11-12,110454776
2017-11-13,109946018
2017-11-14,108947637
2017-11-15,108370449
2017-11-16,108434657
2017-11-17,110377364
2017-11-18,112728258
2017-11-19,111734499
2017-11-20,110745372
2017-11-21,109787817
2017-11-22,109420876
2017-11-23,109709770
2017-11-24,109701341
2017-11-25,109188024
2017-11-26,108544372
2017-11-27,108120382
2017-11-28,107378793
2017-11-29,107738195
2017-11-30,108205013
2017-12-01,108182928
2017-12-02,107910900
2017-12-03,107566951
2017-12-04,106529637
2017-12-05,104478670
2017-12-06,105083135
2017-12-07,106373246
2017-12-08,107083365
2017-12-09,107823567
2017-12-10,108568040
2017-12-11,108246571
2017-12-12,106741787
2017-12-14,106136378
2017-12-15,105829023
2017-12-16,106072776
2017-12-17,106033992
2017-12-18,105692294
2017-12-19,105350876
2017-12-20,105581275
2017-12-21,105678308
2017-12-22,107575735
2017-12-23,107746386
2017-12-24,108233826
2017-12-25,109416730
2017-12-26,110611820
2017-12-27,110579688
2017-12-28,110899291
2017-12-29,110332940
2017-12-30,109835293
2017-12-31,108407766
2018-01-01,108640286
2018-01-02,109640264
2018-01-03,110164517
2018-01-04,106300297
2018-01-05,107562958
2018-01-06,108667386
2018-01-07,108335569
2018-01-08,108426775
2018-01-09,107679907
2018-01-10,107332000
2018-01-11,107433627
2018-01-12,107648611
2018-01-13,108468651
2018-01-14,107972736
2018-01-15,108108945
2018-01-16,107638727
2018-01-17,107118866
2018-01-18,106682513
2018-01-19,106448273
2018-01-20,107093440
2018-01-21,107677986
2018-01-22,107523512
2018-01-23,107785247
2018-01-25,108810039
2018-01-26,110173694
2018-01-27,110423769
2018-01-28,109903293
2018-01-29,108906385
2018-01-31,109396971
2018-02-01,110083291
2018-02-02,110393482
2018-02-03,110846627
2018-02-04,111543994
2018-02-05,111225850
2018-02-06,110928652
2018-02-07,110097578
2018-02-08,110224745
2018-02-09,110431627
2018-02-10,110379674
2018-02-11,110261441
2018-02-12,109427675
2018-02-13,108502617
2018-02-14,108703030
2018-02-15,109621105
2018-02-16,110275133
2018-02-17,110393778
2018-02-18,110547009
2018-02-19,111276190
2018-02-20,110951697
2018-02-21,111223277
2018-02-22,113124318
2018-02-23,114625887
2018-02-24,116509141
2018-02-25,116533464
2018-02-26,116968402
2018-02-27,117347902
2018-02-28,116712243
2018-03-01,114741447
2018-03-02,113404787
2018-03-03,113642234
2018-03-04,114294357
2018-03-05,114637854
2018-03-06,114924842
2018-03-07,114334737
2018-03-08,113241340
2018-03-09,114077568
2018-03-10,113981691
2018-03-11,113553156
2018-03-12,112963387
2018-03-13,112674239
2018-03-14,112076814
2018-03-15,112160385
2018-03-16,112360226
2018-03-17,112347596
2018-03-18,112279551
2018-03-19,112242625
2018-03-20,111795116
2018-03-21,111629041
2018-03-23,111427592
2018-03-24,111080570
2018-03-25,109951387
2018-03-26,108420600
2018-03-27,108521270
2018-03-28,109049893
2018-03-29,109605540
2018-03-30,110174070
2018-03-31,110037184
2018-04-01,109699660
2018-04-02,109400030
2018-04-03,109310375
2018-04-04,109471582
2018-04-05,109629785
2018-04-06,110021268
2018-04-07,109495501
2018-04-08,109133812
2018-04-09,108504112
2018-04-10,108332448
2018-04-11,108469051
2018-04-12,108984228
2018-04-13,108810787
2018-04-14,108765497
2018-04-15,108415359
2018-04-16,108467815
2018-04-17,108658741
2018-04-18,108915508
2018-04-19,109275496
2018-04-20,109248810
2018-04-21,109370907
2018-04-22,108893890
2018-04-23,108956867
2018-04-24,108844924
2018-04-25,108699866
2018-04-26,108707740
2018-04-27,108839035
2018-04-28,109326832
2018-04-29,109066359
2018-04-30,109113422
2018-05-01,109333728
2018-05-04,111831971
2018-05-05,112864306
2018-05-06,113655388
2018-05-08,114688137
2018-05-09,114898534
2018-05-10,110683186
2018-05-11,107394332
2018-05-12,110884647
2018-05-13,111536729
2018-05-14,112423268
2018-05-15,112730026
2018-05-16,113222579
2018-05-17,112286870
2018-05-18,112778822
2018-05-19,114226483
2018-05-20,114409805
2018-05-21,116442562
2018-05-22,118196836
2018-05-23,120484821
2018-05-24,123308959
2018-05-25,122202065
