date_obj,Steel%20claws price
2016-05-10,41
2016-05-11,40
2016-05-12,40
2016-05-13,40
2016-05-14,39
2016-05-15,39
2016-05-16,39
2016-05-17,38
2016-05-18,38
2016-05-19,38
2016-05-22,37
2016-05-23,36
2016-05-24,36
2016-05-25,36
2016-05-26,34
2016-05-27,34
2016-05-28,34
2016-05-29,34
2016-05-30,34
2016-05-31,34
2016-06-01,34
2016-06-02,32
2016-06-03,32
2016-06-04,32
2016-06-05,32
2016-06-06,31
2016-06-07,31
2016-06-08,31
2016-06-09,33
2016-06-10,33
2016-06-11,33
2016-06-12,33
2016-06-13,33
2016-06-14,33
2016-06-15,33
2016-06-16,33
2016-06-17,33
2016-06-18,33
2016-06-19,33
2016-06-20,33
2016-06-21,33
2016-06-22,33
2016-06-23,33
2016-06-24,33
2016-06-25,33
2016-06-26,33
2016-06-27,33
2016-06-28,33
2016-06-29,34
2016-06-30,34
2016-07-01,34
2016-07-02,34
2016-07-03,34
2016-07-04,34
2016-07-05,34
2016-07-06,34
2016-07-07,34
2016-07-08,34
2016-07-09,34
2016-07-10,34
2016-07-11,34
2016-07-12,32
2016-07-13,32
2016-07-14,32
2016-07-15,32
2016-07-16,32
2016-07-17,32
2016-07-18,32
2016-07-24,32
2016-07-25,32
2016-07-26,32
2016-07-27,33
2016-07-28,33
2016-07-29,33
2016-07-30,33
2016-07-31,33
2016-08-01,33
2016-08-02,33
2016-08-03,33
2016-08-04,33
2016-08-05,33
2016-08-06,33
2016-08-07,33
2016-08-08,33
2016-08-09,33
2016-08-10,33
2016-08-11,33
2016-08-12,33
2016-08-13,33
2016-08-14,34
2016-08-15,34
2016-08-16,34
2016-08-17,34
2016-08-18,34
2016-08-19,34
2016-08-20,34
2016-08-21,34
2016-08-22,34
2016-08-23,34
2016-08-24,34
2016-08-25,34
2016-08-26,34
2016-08-28,35
2016-08-31,35
2016-09-01,35
2016-09-02,36
2016-09-03,36
2016-09-04,36
2016-09-05,36
2016-09-06,34
2016-09-07,34
2016-09-08,34
2016-09-09,34
2016-09-10,34
2016-09-11,32
2016-09-12,32
2016-09-13,32
2016-09-14,32
2016-09-15,33
2016-09-16,33
2016-09-17,33
2016-09-18,33
2016-09-19,33
2016-09-20,35
2016-09-21,35
2016-09-22,35
2016-09-23,35
2016-09-24,35
2016-09-25,35
2016-09-26,35
2016-09-27,35
2016-09-28,35
2016-09-29,35
2016-09-30,35
2016-10-01,35
2016-10-02,35
2016-10-03,35
2016-10-04,35
2016-10-05,35
2016-10-06,35
2016-10-07,35
2016-10-08,35
2016-10-09,34
2016-10-10,34
2016-10-11,34
2016-10-12,34
2016-10-13,34
2016-10-14,36
2016-10-15,36
2016-10-16,36
2016-10-17,36
2016-10-18,36
2016-10-19,36
2016-10-20,36
2016-10-21,36
2016-10-22,36
2016-10-23,36
2016-10-24,36
2016-10-25,36
2016-10-26,36
2016-10-27,37
2016-10-28,37
2016-10-29,37
2016-10-30,37
2016-10-31,38
2016-11-01,38
2016-11-02,38
2016-11-03,38
2016-11-04,36
2016-11-05,36
2016-11-06,36
2016-11-07,36
2016-11-08,36
2016-11-09,35
2016-11-10,35
2016-11-11,35
2016-11-12,35
2016-11-13,34
2016-11-14,34
2016-12-08,22
2016-12-09,22
2016-12-10,20
2016-12-11,20
2016-12-12,20
2016-12-13,19
2016-12-14,19
2016-12-15,20
2016-12-16,20
2016-12-17,20
2016-12-18,20
2016-12-19,19
2016-12-20,19
2016-12-21,19
2016-12-22,18
2016-12-23,18
2016-12-24,18
2016-12-25,17
2016-12-26,17
2016-12-27,17
2016-12-28,16
2016-12-29,16
2016-12-30,16
2016-12-31,15
2017-01-01,15
2017-01-02,14
2017-01-03,14
2017-01-04,14
2017-01-05,13
2017-01-06,13
2017-01-07,13
2017-01-08,12
2017-01-09,12
2017-01-10,12
2017-01-11,12
2017-01-12,12
2017-01-13,12
2017-01-14,11
2017-01-15,11
2017-01-16,11
2017-01-17,11
2017-01-18,11
2017-01-19,10
2017-01-20,10
2017-01-21,10
2017-01-22,9
2017-01-27,9
2017-01-28,9
2017-01-29,9
2017-01-30,9
2017-01-31,9
2017-02-01,9
2017-02-02,9
2017-02-03,9
2017-02-04,9
2017-02-05,9
2017-02-06,9
2017-02-07,9
2017-02-08,9
2017-02-09,9
2017-02-10,9
2017-02-11,9
2017-02-12,9
2017-02-13,9
2017-02-14,9
2017-02-15,9
2017-02-16,9
2017-02-18,9
2017-02-19,9
2017-02-20,8
2017-02-21,8
2017-02-22,8
2017-02-23,7
2017-02-24,7
2017-02-25,7
2017-02-26,7
2017-02-27,8
2017-02-28,8
2017-03-01,8
2017-03-02,9
2017-03-03,9
2017-03-04,9
2017-03-05,9
2017-03-06,9
2017-03-07,9
2017-03-08,9
2017-03-09,9
2017-03-10,9
2017-03-11,10
2017-03-12,10
2017-03-13,10
2017-03-14,11
2017-03-15,11
2017-03-16,11
2017-03-17,12
2017-03-18,12
2017-03-19,12
2017-03-20,13
2017-03-21,13
2017-03-22,13
2017-03-23,13
2017-03-24,13
2017-03-25,13
2017-03-26,13
2017-03-27,14
2017-03-28,14
2017-03-29,14
2017-03-30,15
2017-03-31,15
2017-04-01,15
2017-04-02,15
2017-04-03,15
2017-04-04,15
2017-04-12,17
2017-04-13,18
2017-04-14,18
2017-04-15,18
2017-04-16,19
2017-04-17,19
2017-04-18,19
2017-04-19,20
2017-04-20,20
2017-04-21,20
2017-04-22,21
2017-04-23,21
2017-04-24,21
2017-04-25,23
2017-04-26,23
2017-04-27,23
2017-04-28,23
2017-04-29,25
2017-04-30,25
2017-05-01,25
2017-05-02,27
2017-05-03,27
2017-05-04,27
2017-05-05,29
2017-05-06,29
2017-05-07,29
2017-05-08,29
2017-05-09,31
2017-05-10,31
2017-05-11,31
2017-05-12,30
2017-05-13,30
2017-05-14,30
2017-05-15,30
2017-05-16,31
2017-05-17,31
2017-05-18,31
2017-05-19,31
2017-05-20,32
2017-05-21,32
2017-05-22,32
2017-05-23,32
2017-05-24,33
2017-05-25,33
2017-05-26,33
2017-05-27,33
2017-05-28,35
2017-05-29,35
2017-05-30,35
2017-05-31,36
2017-06-01,36
2017-06-02,36
2017-06-03,36
2017-06-06,35
2017-06-07,36
2017-06-08,36
2017-06-09,36
2017-06-10,36
2017-06-11,36
2017-06-12,36
2017-06-13,36
2017-06-14,36
2017-06-15,36
2017-06-16,36
2017-06-17,36
2017-06-18,36
2017-06-19,36
2017-06-20,36
2017-06-21,36
2017-06-22,36
2017-06-23,36
2017-06-24,36
2017-06-25,36
2017-06-26,36
2017-06-27,36
2017-06-28,36
2017-06-29,36
2017-06-30,36
2017-07-01,36
2017-07-02,36
2017-07-03,36
2017-07-04,36
2017-07-05,36
2017-07-06,36
2017-07-07,36
2017-07-08,35
2017-07-13,33
2017-07-14,33
2017-07-15,33
2017-07-16,33
2017-07-17,33
2017-07-18,33
2017-07-19,33
2017-07-20,33
2017-07-21,33
2017-07-22,33
2017-07-23,33
2017-07-24,33
2017-07-25,33
2017-07-26,33
2017-07-27,32
2017-07-28,32
2017-07-29,32
2017-07-30,32
2017-07-31,32
2017-08-01,32
2017-08-02,34
2017-08-03,34
2017-08-04,34
2017-08-05,34
2017-08-06,34
2017-08-09,34
2017-08-10,34
2017-08-11,34
2017-08-12,34
2017-08-13,34
2017-08-14,34
2017-08-15,34
2017-08-17,34
2017-08-18,34
2017-08-19,34
2017-08-20,34
2017-08-21,34
2017-08-22,32
2017-08-23,32
2017-08-24,32
2017-08-25,32
2017-08-26,31
2017-08-27,31
2017-08-28,31
2017-08-29,31
2017-08-30,32
2017-08-31,32
2017-09-01,32
2017-09-02,34
2017-09-03,34
2017-09-04,34
2017-09-05,34
2017-09-06,34
2017-09-07,34
2017-09-08,34
2017-09-09,34
2017-09-10,34
2017-09-11,34
2017-09-12,34
2017-09-13,34
2017-09-14,34
2017-09-15,34
2017-09-16,34
2017-09-17,32
2017-09-19,32
2017-09-20,31
2017-09-21,31
2017-09-22,31
2017-09-23,31
2017-09-24,30
2017-09-25,30
2017-09-26,30
2017-09-27,28
2017-09-28,28
2017-09-29,26
2017-09-30,26
2017-10-01,26
2017-10-02,24
2017-10-03,24
2017-10-04,24
2017-10-05,22
2017-10-06,22
2017-10-07,22
2017-10-08,20
2017-10-09,20
2017-10-10,19
2017-10-11,19
2017-10-12,19
2017-10-13,18
2017-10-14,18
2017-10-15,18
2017-10-16,17
2017-10-17,17
2017-10-18,17
2017-10-19,17
2017-10-20,18
2017-10-21,18
2017-10-22,18
2017-10-23,18
2017-10-24,18
2017-10-25,18
2017-10-26,17
2017-10-27,17
2017-10-28,17
2017-10-29,17
2017-10-30,16
2017-10-31,16
2017-11-01,16
2017-11-02,16
2017-11-03,15
2017-11-04,15
2017-11-05,15
2017-11-06,14
2017-11-07,14
2017-11-08,14
2017-11-09,14
2017-11-10,15
2017-11-11,15
2017-11-12,15
2017-11-13,16
2017-11-14,16
2017-11-15,16
2017-11-16,16
2017-11-17,16
2017-11-18,16
2017-11-19,16
2017-11-20,17
2017-11-21,17
2017-11-22,17
2017-11-23,18
2017-11-24,18
2017-11-25,18
2017-11-26,18
2017-11-27,19
2017-11-28,19
2017-11-29,19
2017-11-30,19
2017-12-01,20
2017-12-02,20
2017-12-03,20
2017-12-04,20
2017-12-05,19
2017-12-06,19
2017-12-07,19
2017-12-08,18
2017-12-09,18
2017-12-10,18
2017-12-11,19
2017-12-12,19
2017-12-13,19
2017-12-14,19
2017-12-15,19
2017-12-16,19
2017-12-17,19
2017-12-18,20
2017-12-19,20
2017-12-20,20
2017-12-21,20
2017-12-22,20
2017-12-23,20
2017-12-24,20
2017-12-25,20
2017-12-26,20
2017-12-27,20
2017-12-28,20
2017-12-29,20
2017-12-30,20
2017-12-31,21
2018-01-01,21
2018-01-02,21
2018-01-03,21
2018-01-04,21
2018-01-05,21
2018-01-06,22
2018-01-07,22
2018-01-08,22
2018-01-09,23
2018-01-10,23
2018-01-11,23
2018-01-12,25
2018-01-13,25
2018-01-14,25
2018-01-15,26
2018-01-16,26
2018-01-17,26
2018-01-18,27
2018-01-19,27
2018-01-20,27
2018-01-21,26
2018-01-22,26
2018-01-23,25
2018-01-24,25
2018-01-25,26
2018-01-26,26
2018-01-27,27
2018-01-28,27
2018-01-29,25
2018-01-30,25
2018-02-01,23
2018-02-02,21
2018-02-04,20
2018-02-05,20
2018-02-06,20
2018-02-07,20
2018-02-08,20
2018-02-09,20
2018-02-10,20
2018-02-11,20
2018-02-12,21
2018-02-13,21
2018-02-14,20
2018-02-15,20
2018-02-16,19
2018-02-17,19
2018-02-18,19
2018-02-19,19
2018-02-20,19
2018-02-21,20
2018-02-22,20
2018-02-23,19
2018-02-24,19
2018-02-25,19
2018-02-26,19
2018-02-27,19
2018-02-28,19
2018-03-01,18
2018-03-02,17
2018-03-03,17
2018-03-04,17
2018-03-05,17
2018-03-06,17
2018-03-07,17
2018-03-08,17
2018-03-09,17
2018-03-10,17
2018-03-11,17
2018-03-12,18
2018-03-13,18
2018-03-14,18
2018-03-15,18
2018-03-16,17
2018-03-17,17
2018-03-18,18
2018-03-19,18
2018-03-20,19
2018-03-21,19
2018-03-23,20
2018-03-24,20
2018-03-26,19
2018-03-27,19
2018-03-28,19
2018-03-29,20
2018-03-30,20
2018-03-31,20
2018-04-01,20
2018-04-02,19
2018-04-03,19
2018-04-04,18
2018-04-05,18
2018-04-06,18
2018-04-08,18
2018-04-09,17
2018-04-10,17
2018-04-11,16
2018-04-12,16
2018-04-13,15
2018-04-14,15
2018-04-16,15
2018-04-17,15
2018-04-18,15
2018-04-19,15
2018-04-20,15
2018-04-21,15
2018-04-22,15
2018-04-23,15
2018-04-24,15
2018-04-25,15
2018-04-26,15
2018-04-27,15
2018-04-28,16
2018-04-29,16
2018-04-30,17
2018-05-01,17
2018-05-02,17
2018-05-03,18
2018-05-04,18
2018-05-05,19
2018-05-06,19
2018-05-07,19
2018-05-08,20
2018-05-09,20
2018-05-10,20
2018-05-11,20
2018-05-12,20
2018-05-13,20
2018-05-14,20
2018-05-15,20
2018-05-16,20
2018-05-17,20
2018-05-18,20
2018-05-19,20
2018-05-20,20
2018-05-21,20
2018-05-22,20
2018-05-23,20
2018-05-24,20
2018-05-25,20
2018-05-26,20
2018-05-27,20
2018-05-28,20
2018-05-29,20
2018-05-30,20
2018-05-31,20
2018-06-01,20
2018-06-02,20
2018-06-03,20
2018-06-04,20
2018-06-05,20
2018-06-06,20
2018-06-07,20
2018-06-08,19
2018-06-09,19
2018-06-10,18
2018-06-11,18
2018-06-12,17
2018-06-13,17
2018-06-14,18
2018-06-15,18
2018-06-16,18
2018-06-17,19
2018-06-18,19
2018-06-19,19
2018-06-20,19
2018-06-21,18
2018-06-22,18
2018-06-23,17
2018-06-24,17
2018-06-25,18
2018-06-26,18
2018-06-27,18
2018-06-28,18
2018-06-29,18
2018-06-30,17
2018-07-01,17
2018-07-02,16
2018-07-03,16
2018-07-04,15
2018-07-05,15
2018-07-06,15
2018-07-07,15
2018-07-08,14
2018-07-09,14
2018-07-10,15
2018-07-11,15
2018-07-12,15
2018-07-13,15
2018-07-14,15
2018-07-15,14
2018-07-16,14
2018-07-17,14
2018-07-18,14
2018-07-19,13
2018-07-20,13
2018-07-21,12
2018-07-22,12
2018-07-23,11
2018-07-24,11
2018-07-25,10
2018-07-26,10
2018-07-27,9
2018-07-28,9
2018-07-29,8
2018-07-30,8
2018-07-31,8
2018-08-01,8
2018-08-02,9
2018-08-03,9
2018-08-04,9
2018-08-05,9
2018-08-06,9
2018-08-07,9
2018-08-08,9
2018-08-09,9
2018-08-10,10
2018-08-11,10
2018-08-12,9
2018-08-14,8
2018-08-16,9
2018-08-17,10
2018-08-18,10
2018-08-19,9
2018-08-20,9
2018-08-21,9
2018-08-22,10
2018-08-23,10
2018-08-24,10
2018-08-25,9
2018-08-26,9
2018-08-27,9
2018-08-28,9
2018-08-29,9
2018-08-30,9
2018-08-31,8
2018-09-01,7
2018-09-02,7
2018-09-03,7
2018-09-04,6
2018-09-05,6
2018-09-06,6
2018-09-07,7
2018-09-08,7
2018-09-09,8
2018-09-10,8
2018-09-11,8
2018-09-12,8
2018-09-13,8
2018-09-14,9
2018-09-15,10
2018-09-16,10
2018-09-17,9
2018-09-18,9
2018-09-19,9
2018-09-20,10
2018-09-21,10
2018-09-22,11
2018-09-23,11
2018-09-24,12
2018-09-25,12
2018-09-26,11
2018-09-27,11
2018-09-28,10
2018-09-29,10
2018-09-30,9
2018-10-02,7
2018-10-03,8
2018-10-04,8
2018-10-05,8
2018-10-06,9
2018-10-07,9
2018-10-08,10
2018-10-09,10
2018-10-10,11
2018-10-11,11
2018-10-12,12
2018-10-13,13
2018-10-14,13
2018-10-15,14
2018-10-16,14
2018-10-17,14
2018-10-18,14
2018-10-19,14
2018-10-20,14
2018-10-21,14
2018-10-22,14
2018-10-23,14
2018-10-24,15
2018-10-25,15
2018-10-26,15
2018-10-27,15
2018-10-28,16
2018-10-29,16
2018-10-30,17
2018-10-31,18
2018-11-01,19
2018-11-03,19
2018-11-04,18
2018-11-05,17
2018-11-06,16
2018-11-07,16
2018-11-08,16
2018-11-09,16
2018-11-10,16
2018-11-11,17
2018-11-12,18
2018-11-13,19
2018-11-14,20
2018-11-15,21
2018-11-16,23
2018-11-17,23
2018-11-18,25
2018-11-19,25
2018-11-20,26
2018-11-21,26
2018-11-22,27
2018-11-23,29
2018-11-24,30
2018-11-25,31
2018-11-26,31
2018-11-27,32
2018-11-28,30
2018-11-29,30
2018-12-01,28
2018-12-02,28
2018-12-03,28
2018-12-04,30
2018-12-05,29
2018-12-07,29
2018-12-09,30
2018-12-10,31
2018-12-11,32
2018-12-12,34
2018-12-13,36
2018-12-14,38
2018-12-15,40
2018-12-16,40
2018-12-17,40
2018-12-18,40
2018-12-19,41
2018-12-20,43
2018-12-21,40
2018-12-22,39
2018-12-23,39
2018-12-24,39
2018-12-25,39
2018-12-26,39
2018-12-27,38
2018-12-28,38
2018-12-29,37
2018-12-30,37
2018-12-31,35
2019-01-01,33
2019-01-02,31
2019-01-03,30
2019-01-04,31
2019-01-05,31
2019-01-06,31
2019-01-08,30
2019-01-10,31
2019-01-11,30
2019-01-12,30
2019-01-13,30
2019-01-14,30
2019-01-15,31
2019-01-16,32
2019-01-17,34
2019-01-18,35
2019-01-19,36
2019-01-20,36
2019-01-21,37
2019-01-22,38
2019-01-23,39
2019-01-24,38
2019-01-25,38
2019-01-26,38
2019-01-27,37
2019-01-28,35
2019-01-29,34
2019-01-30,35
2019-01-31,35
2019-02-01,37
2019-02-02,36
2019-02-03,34
2019-02-04,34
2019-02-05,34
2019-02-06,33
2019-02-07,34
2019-02-08,33
2019-02-09,33
2019-02-10,35
2019-02-11,35
2019-02-12,34
2019-02-13,34
2019-02-14,34
2019-02-15,35
2019-02-16,34
2019-02-17,33
2019-02-18,32
2019-02-19,30
2019-02-20,28
2019-02-21,26
2019-02-22,24
2019-02-23,22
2019-02-24,20
2019-02-25,19
2019-02-26,20
2019-02-27,20
2019-02-28,20
2019-03-01,20
2019-03-02,21
2019-03-03,23
2019-03-04,24
2019-03-05,26
2019-03-06,26
2019-03-07,27
2019-03-08,27
2019-03-09,27
2019-03-10,26
2019-03-11,26
2019-03-12,26
2019-03-13,26
2019-03-14,28
2019-03-15,28
2019-03-16,28
2019-03-17,28
2019-03-18,28
2019-03-19,27
2019-03-20,27
2019-03-21,26
2019-03-22,26
2019-03-23,27
2019-03-24,29
2019-03-25,29
2019-03-26,30
2019-03-27,30
2019-03-28,30
2019-03-29,29
2019-03-30,29
2019-03-31,30
2019-04-01,30
2019-04-02,30
2019-04-03,30
2019-04-04,32
2019-04-05,32
2019-04-06,32
2019-04-07,33
2019-04-08,33
2019-04-09,33
2019-04-10,35
2019-04-11,36
2019-04-12,36
2019-04-13,37
2019-04-14,39
2019-04-15,39
2019-04-16,41
2019-04-17,41
2019-04-18,41
2019-04-19,41
2019-04-20,44
2019-04-21,44
2019-04-22,47
2019-04-23,50
2019-04-24,50
2019-04-25,48
2019-04-26,45
2019-04-27,42
2019-04-28,39
2019-04-29,37
2019-04-30,35
2019-05-01,33
2019-05-02,31
2019-05-03,29
2019-05-04,27
2019-05-05,25
2019-05-06,25
2019-05-07,24
2019-05-08,24
2019-05-09,25
2019-05-10,26
2019-05-11,27
2019-05-12,27
2019-05-13,27
2019-05-14,27
2019-05-15,27
2019-05-16,26
2019-05-17,26
2019-05-18,25
2019-05-19,23
2019-05-20,23
2019-05-21,23
2019-05-22,25
2019-05-23,27
2019-05-24,27
2019-05-25,29
2019-05-26,29
2019-05-27,29
2019-05-28,30
2019-05-29,30
2019-05-30,30
2019-05-31,32
2019-06-01,32
2019-06-02,33
2019-06-03,33
2019-06-04,35
2019-06-05,35
2019-06-06,35
2019-06-07,35
2019-06-08,34
2019-06-09,35
2019-06-10,35
2019-06-11,35
2019-06-12,35
2019-06-13,34
2019-06-14,34
2019-06-15,34
2019-06-16,32
2019-06-17,30
2019-06-18,30
2019-06-19,28
2019-06-20,26
2019-06-21,24
2019-06-22,23
2019-06-23,22
2019-06-24,22
2019-06-25,22
2019-06-26,23
2019-06-27,22
2019-06-28,22
2019-06-29,24
2019-06-30,26
2019-07-01,26
2019-07-02,27
2019-07-03,29
2019-07-04,29
2019-07-05,27
2019-07-06,27
2019-07-07,26
2019-07-08,26
2019-07-09,27
2019-07-10,27
2019-07-11,27
2019-07-12,25
2019-07-13,25
2019-07-14,24
2019-07-15,24
2019-07-16,24
2019-07-17,26
2019-07-18,26
2019-07-19,27
2019-07-20,27
2019-07-21,27
2019-07-22,27
2019-07-23,27
2019-07-24,27
2019-07-25,27
2019-07-26,27
2019-07-27,28
2019-07-28,28
2019-07-29,27
2019-07-30,27
2019-07-31,25
2019-08-01,23
2019-08-02,23
2019-08-03,21
2019-08-04,21
2019-08-05,21
2019-08-06,21
2019-08-07,22
2019-08-08,22
2019-08-09,21
2019-08-10,23
2019-08-11,23
2019-08-12,22
2019-08-13,22
2019-08-14,22
2019-08-15,22
2019-08-16,22
2019-08-17,22
2019-08-18,21
2019-08-19,21
2019-08-20,21
2019-08-21,23
2019-08-22,23
2019-08-23,23
2019-08-24,23
2019-08-24,23
2019-08-25,23
2019-08-25,23
2019-08-26,23
2019-08-26,23
2019-08-27,23
2019-08-27,23
2019-08-28,22
