date_obj,Mystic%20hat price
2019-04-12,10741
2019-04-13,10726
2019-04-14,10790
2019-04-15,10676
2019-04-16,10611
2019-04-17,10295
2019-04-18,10208
2019-04-19,10152
2019-04-20,10555
2019-04-21,10426
2019-04-22,10812
2019-04-23,11064
2019-04-24,11412
2019-04-25,11308
2019-04-26,11520
2019-04-27,11430
2019-04-28,11011
2019-04-29,10830
2019-04-30,10899
2019-05-01,11444
2019-05-02,11891
2019-05-03,12152
2019-05-04,11896
2019-05-05,11540
2019-05-06,11349
2019-05-07,11251
2019-05-08,11125
2019-05-09,11129
2019-05-10,11640
2019-05-11,11689
2019-05-12,11559
2019-05-13,11190
2019-05-14,11035
2019-05-15,10642
2019-05-16,10711
2019-05-17,10694
2019-05-18,11132
2019-05-19,11686
2019-05-20,11591
2019-05-21,11772
2019-05-22,12208
2019-05-23,12768
2019-05-24,13120
2019-05-25,13651
2019-05-26,14334
2019-05-27,15029
2019-05-28,15491
2019-05-29,15193
2019-05-30,14593
2019-05-31,14607
2019-06-01,14969
2019-06-02,15478
2019-06-03,15614
2019-06-04,15072
2019-06-05,15202
2019-06-06,15422
2019-06-07,14930
2019-06-08,14231
2019-06-09,14260
2019-06-10,14579
2019-06-11,14383
2019-06-12,13674
2019-06-13,13031
2019-06-14,12467
2019-06-15,11843
2019-06-16,11280
2019-06-17,10735
2019-06-18,10615
2019-06-19,10842
2019-06-20,11255
2019-06-21,11576
2019-06-22,11875
2019-06-23,12339
2019-06-24,12956
2019-06-25,13604
2019-06-26,13808
2019-06-27,13581
2019-06-28,13158
2019-06-29,13699
2019-06-30,14054
2019-07-01,14683
2019-07-02,14852
2019-07-03,14790
2019-07-04,15320
2019-07-05,15973
2019-07-06,16619
2019-07-07,16933
2019-07-08,16189
2019-07-09,15406
2019-07-10,15205
2019-07-11,15541
2019-07-12,15903
2019-07-13,15663
2019-07-14,15539
2019-07-15,15668
2019-07-16,15890
2019-07-17,15740
2019-07-18,15446
2019-07-19,15769
2019-07-20,16153
2019-07-21,16905
2019-07-22,16293
2019-07-23,15530
2019-07-24,14992
2019-07-25,14242
2019-07-26,13603
2019-07-27,13314
2019-07-28,12805
2019-07-29,12881
2019-07-30,13359
2019-07-31,14012
2019-08-01,14618
2019-08-02,15349
2019-08-03,15489
2019-08-04,15169
2019-08-05,15092
2019-08-06,15013
2019-08-07,14801
2019-08-08,14093
2019-08-09,14109
2019-08-10,14327
2019-08-11,15041
2019-08-12,15748
2019-08-13,16270
2019-08-14,16759
2019-08-15,16151
2019-08-16,15446
2019-08-17,15568
2019-08-18,14909
2019-08-19,14390
2019-08-20,13670
2019-08-21,12986
2019-08-22,12513
2019-08-23,12543
2019-08-24,12971
2019-08-24,12971
2019-08-25,13606
2019-08-25,13606
2019-08-26,14247
2019-08-26,14247
2019-08-27,14711
2019-08-27,14711
2019-08-28,14912
2019-08-29,14940
2019-08-30,14298
2019-08-31,14078
2019-09-01,14640
2019-09-02,15371
2019-09-03,15841
2019-09-04,15803
2019-09-05,15369
2019-09-06,15052
2019-09-07,15348
2019-09-08,15463
2019-09-09,15373
2019-09-10,15293
2019-09-11,15428
2019-09-12,15226
2019-09-13,15705
2019-09-14,16066
2019-09-15,15814
2019-09-16,15396
2019-09-17,14690
2019-09-18,14519
2019-09-19,14551
2019-09-20,14954
2019-09-21,15093
2019-09-22,15008
2019-09-23,14707
2019-09-24,14885
2019-09-25,14792
2019-09-26,14719
2019-09-27,14963
2019-09-28,14929
2019-09-29,15433
2019-09-30,15718
2019-10-01,15807
2019-10-02,16081
2019-10-03,16540
2019-10-04,16368
2019-10-05,15822
2019-10-06,15211
2019-10-07,15515
2019-10-08,15779
2019-10-09,15822
2019-10-10,16206
2019-10-11,15939
2019-10-12,16097
2019-10-13,15576
2019-10-14,14798
2019-10-15,14092
2019-10-16,13387
2019-10-17,13445
2019-10-18,13746
2019-10-19,13811
2019-10-20,13637
2019-10-21,13798
2019-10-22,14371
2019-10-23,14949
2019-10-24,15446
2019-10-25,15617
2019-10-26,15620
2019-10-27,15548
2019-10-28,16263
2019-10-29,16103
2019-10-30,15577
2019-10-31,15264
2019-11-01,15658
2019-11-02,15752
2019-11-03,15954
2019-11-04,16101
2019-11-05,16348
2019-11-06,16389
2019-11-07,16049
2019-11-08,15294
2019-11-09,14557
2019-11-10,14385
2019-11-11,13673
2019-11-12,12989
2019-11-13,12339
2019-11-14,12246
2019-11-15,12720
2019-11-16,12939
2019-11-17,13522
2019-11-18,14157
2019-11-19,14843
2019-11-20,15170
2019-11-21,14928
2019-11-22,14245
2019-11-23,13645
2019-11-24,13623
2019-11-25,13749
2019-11-26,13597
2019-11-27,13989
2019-11-28,13332
2019-11-29,12678
2019-11-30,12713
2019-12-01,12952
2019-12-02,13249
2019-12-03,12859
2019-12-04,12362
2019-12-05,12651
2019-12-06,12862
2019-12-07,12597
2019-12-08,12181
2019-12-09,12310
2019-12-10,12056
2019-12-11,12081
2019-12-12,12201
2019-12-13,12505
2019-12-14,12425
2019-12-15,13046
2019-12-16,13699
2019-12-17,13844
2019-12-18,13250
2019-12-19,12761
2019-12-20,12492
2019-12-21,12479
2019-12-22,12057
2019-12-23,11580
2019-12-24,11607
2019-12-25,12157
2019-12-26,12717
2019-12-27,13247
2019-12-28,12802
2019-12-29,12220
2019-12-30,11650
2019-12-31,11270
2020-01-01,11125
2020-01-02,11421
2020-01-03,11949
2020-01-04,12497
2020-01-05,13122
2020-01-06,12943
2020-01-07,12434
2020-01-08,12009
2020-01-09,11666
2020-01-10,11196
2020-01-11,10898
2020-01-12,11033
2020-01-13,11156
2020-01-14,11407
2020-01-15,11951
2020-01-16,12338
2020-01-17,12694
2020-01-18,12445
2020-01-19,12386
2020-01-20,12392
2020-01-21,11780
2020-01-22,11191
2020-01-23,10631
2020-01-24,10099
2020-01-25,9594
2020-01-26,9126
2020-01-27,9043
2020-01-28,8945
2020-01-29,8906
2020-01-30,9079
2020-01-31,9146
2020-02-01,9129
2020-02-02,8972
2020-02-03,8581
2020-02-04,8636
2020-02-05,8688
2020-02-06,8871
2020-02-07,8806
2020-02-08,8705
2020-02-09,8682
2020-02-10,8770
2020-02-11,8791
2020-02-12,8844
2020-02-13,8851
2020-02-14,8995
2020-02-15,9254
2020-02-16,8852
2020-02-17,8890
2020-02-18,8858
2020-02-19,8903
2020-02-20,9183
2020-02-21,9389
2020-02-22,9451
2020-02-23,9429
2020-02-24,9523
2020-02-25,9426
2020-02-26,9557
2020-02-27,9496
2020-02-28,9639
2020-02-29,9439
2020-03-01,9365
2020-03-02,9409
2020-03-03,9287
2020-03-04,9490
2020-03-05,9697
2020-03-06,9736
2020-03-07,9937
2020-03-08,10253
2020-03-09,9839
2020-03-10,9692
2020-03-11,9617
2020-03-12,9756
2020-03-13,9873
2020-03-14,10056
2020-03-15,9908
2020-03-16,10188
2020-03-17,10156
2020-03-18,10545
2020-03-19,10495
2020-03-20,10948
2020-03-21,11412
2020-03-22,11925
2020-03-23,12004
2020-03-24,11936
2020-03-25,11706
2020-03-26,11528
2020-03-27,11596
2020-03-28,11869
2020-03-29,12151
2020-03-30,11768
2020-03-31,11349
2020-04-01,11185
2020-04-02,11704
2020-04-03,11317
2020-04-04,11328
2020-04-05,11764
2020-04-06,11895
2020-04-07,12052
2020-04-08,11791
2020-04-09,11686
2020-04-10,11762
2020-04-11,11966
2020-04-12,12315
2020-04-13,12355
2020-04-14,12318
2020-04-15,12533
2020-04-16,12507
2020-04-17,13107
2020-04-18,13458
2020-04-19,14131
2020-04-20,14838
2020-04-21,15580
2020-04-22,15488
2020-04-23,14726
2020-04-24,14353
2020-04-25,13828
2020-04-26,13638
2020-04-27,13926
2020-04-28,14242
2020-04-29,13804
2020-04-30,14453
2020-05-01,15017
2020-05-02,15373
2020-05-03,15829
2020-05-04,15687
2020-05-05,16205
2020-05-06,15484
2020-05-07,14981
2020-05-08,14512
2020-05-09,14693
2020-05-10,15230
2020-05-11,15581
2020-05-12,16361
2020-05-13,15789
