date_obj,Mithril%20chainbody price
2017-01-09,968
2017-01-10,976
2017-01-11,975
2017-01-12,993
2017-01-13,990
2017-01-14,986
2017-01-15,964
2017-01-16,958
2017-01-17,980
2017-01-18,995
2017-01-19,997
2017-01-20,979
2017-01-21,984
2017-01-22,984
2017-01-27,1000
2017-01-28,995
2017-01-29,1001
2017-01-30,973
2017-01-31,955
2017-02-01,970
2017-02-02,979
2017-02-03,975
2017-02-04,971
2017-02-05,981
2017-02-06,983
2017-02-07,987
2017-02-08,983
2017-02-09,990
2017-02-10,984
2017-02-11,993
2017-02-12,986
2017-02-13,998
2017-02-14,1010
2017-02-15,984
2017-02-16,967
2017-02-18,970
2017-02-19,978
2017-02-20,984
2017-02-21,970
2017-02-22,981
2017-02-23,979
2017-02-24,975
2017-02-25,956
2017-02-26,958
2017-02-27,972
2017-02-28,973
2017-03-01,969
2017-03-02,980
2017-03-03,979
2017-03-04,972
2017-03-05,992
2017-03-06,993
2017-03-07,986
2017-03-08,987
2017-03-09,983
2017-03-10,994
2017-03-11,989
2017-03-12,985
2017-03-13,968
2017-03-14,977
2017-03-15,986
2017-03-16,992
2017-03-17,1004
2017-03-18,984
2017-03-19,987
2017-03-20,985
2017-03-21,983
2017-03-22,995
2017-03-23,1002
2017-03-24,999
2017-03-25,981
2017-03-26,975
2017-03-27,999
2017-03-28,999
2017-03-29,1011
2017-03-30,1010
2017-03-31,996
2017-04-01,991
2017-04-02,987
2017-04-03,975
2017-04-04,983
2017-04-12,1008
2017-04-13,1009
2017-04-14,1009
2017-04-15,1018
2017-04-16,1008
2017-04-17,1000
2017-04-18,992
2017-04-19,990
2017-04-20,1002
2017-04-21,995
2017-04-22,985
2017-04-23,986
2017-04-24,994
2017-04-25,974
2017-04-26,991
2017-04-27,1003
2017-04-28,1003
2017-04-29,987
2017-04-30,991
2017-05-01,977
2017-05-02,980
2017-05-03,961
2017-05-04,972
2017-05-05,971
2017-05-06,963
2017-05-07,961
2017-05-08,982
2017-05-09,975
2017-05-10,989
2017-05-11,987
2017-05-12,991
2017-05-13,978
2017-05-14,966
2017-05-15,981
2017-05-16,988
2017-05-17,976
2017-05-18,980
2017-05-19,984
2017-05-20,979
2017-05-21,979
2017-05-22,983
2017-05-23,988
2017-05-24,985
2017-05-25,975
2017-05-26,967
2017-05-27,972
2017-05-28,965
2017-05-29,971
2017-05-30,967
2017-05-31,971
2017-06-01,962
2017-06-02,977
2017-06-03,987
2017-06-06,990
2017-06-07,994
2017-06-08,994
2017-06-09,997
2017-06-10,986
2017-06-11,982
2017-06-12,960
2017-06-13,983
2017-06-14,1007
2017-06-15,979
2017-06-16,1008
2017-06-17,1003
2017-06-18,980
2017-06-19,980
2017-06-20,1013
2017-06-21,1004
2017-06-22,972
2017-06-23,995
2017-06-24,990
2017-06-25,980
2017-06-26,942
2017-06-27,972
2017-06-28,971
2017-06-29,964
2017-06-30,979
2017-07-01,982
2017-07-02,990
2017-07-03,995
2017-07-04,990
2017-07-05,990
2017-07-06,992
2017-07-07,988
2017-07-08,992
2017-07-13,971
2017-07-14,991
2017-07-15,1006
2017-07-16,996
2017-07-17,990
2017-07-18,972
2017-07-19,966
2017-07-20,989
2017-07-21,1004
2017-07-22,987
2017-07-23,995
2017-07-24,993
2017-07-25,980
2017-07-26,994
2017-07-27,1000
2017-07-28,1000
2017-07-29,998
2017-07-30,997
2017-07-31,994
2017-08-01,983
2017-08-02,1000
2017-08-03,996
2017-08-04,978
2017-08-05,980
2017-08-06,990
2017-08-09,983
2017-08-10,973
2017-08-11,981
2017-08-12,984
2017-08-13,984
2017-08-14,987
2017-08-15,985
2017-08-16,988
2017-08-17,978
2017-08-18,983
2017-08-19,967
2017-08-20,995
2017-08-21,1013
2017-08-22,1004
2017-08-23,991
2017-08-24,981
2017-08-25,997
2017-08-26,996
2017-08-27,993
2017-08-28,988
2017-08-29,953
2017-08-30,984
2017-08-31,992
2017-09-01,991
2017-09-02,996
2017-09-03,985
2017-09-04,992
2017-09-05,986
2017-09-06,977
2017-09-07,969
2017-09-08,979
2017-09-09,968
2017-09-10,973
2017-09-11,966
2017-09-12,978
2017-09-13,970
2017-09-14,967
2017-09-15,967
2017-09-16,970
2017-09-17,975
2017-09-19,998
2017-09-20,1017
2017-09-21,1040
2017-09-22,1005
2017-09-23,989
2017-09-24,978
2017-09-25,1000
2017-09-26,1032
2017-09-27,1023
2017-09-28,1038
2017-09-29,1033
2017-09-30,1034
2017-10-01,1056
2017-10-02,1077
2017-10-03,1076
2017-10-04,1078
2017-10-05,1064
2017-10-06,1054
2017-10-07,1008
2017-10-08,964
2017-10-09,961
2017-10-10,966
2017-10-11,966
2017-10-12,964
2017-10-13,970
2017-10-14,964
2017-10-15,961
2017-10-16,944
2017-10-17,944
2017-10-18,967
2017-10-19,976
2017-10-20,969
2017-10-21,968
2017-10-22,972
2017-10-23,977
2017-10-24,974
2017-10-25,976
2017-10-26,991
2017-10-27,981
2017-10-28,981
2017-10-29,990
2017-10-30,970
2017-10-31,986
2017-11-02,991
2017-11-03,993
2017-11-04,987
2017-11-05,981
2017-11-06,987
2017-11-07,974
2017-11-08,967
2017-11-09,973
2017-11-10,976
2017-11-11,978
2017-11-12,957
2017-11-13,962
2017-11-14,960
2017-11-15,974
2017-11-16,971
2017-11-17,978
2017-11-18,984
2017-11-19,985
2017-11-20,1000
2017-11-21,1008
2017-11-22,1015
2017-11-23,1016
2017-11-24,1010
2017-11-25,1024
2017-11-26,1016
2017-11-27,1016
2017-11-28,997
2017-11-29,987
2017-11-30,1022
2017-12-01,1053
2017-12-02,1010
2017-12-03,1027
2017-12-04,1040
2017-12-05,1087
2017-12-06,1141
2017-12-07,1159
2017-12-08,1156
2017-12-09,1151
2017-12-10,1153
2017-12-11,1152
2017-12-12,1151
2017-12-14,1151
2017-12-15,1152
2017-12-17,1127
2017-12-18,1082
2017-12-19,1040
2017-12-20,1009
2017-12-21,1005
2017-12-22,992
2017-12-23,993
2017-12-24,992
2017-12-25,982
2017-12-26,981
2017-12-27,983
2017-12-28,966
2017-12-29,965
2017-12-30,983
2017-12-31,973
2018-01-01,954
2018-01-02,959
2018-01-03,976
2018-01-04,979
2018-01-05,976
2018-01-06,947
2018-01-07,952
2018-01-08,959
2018-01-09,978
2018-01-10,972
2018-01-11,968
2018-01-12,961
2018-01-13,961
2018-01-14,953
2018-01-15,976
2018-01-16,952
2018-01-17,979
2018-01-18,993
2018-01-19,998
2018-01-20,1001
2018-01-21,999
2018-01-22,988
2018-01-23,990
2018-01-25,989
2018-01-26,974
2018-01-27,966
2018-01-28,973
2018-01-29,976
2018-01-31,986
2018-02-01,994
2018-02-02,987
2018-02-03,1033
2018-02-04,1044
2018-02-05,1049
2018-02-06,1041
2018-02-07,1047
2018-02-08,1045
2018-02-09,1048
2018-02-10,1040
2018-02-11,1006
2018-02-12,974
2018-02-13,962
2018-02-14,978
2018-02-15,984
2018-02-16,988
2018-02-17,983
2018-02-18,977
2018-02-19,982
2018-02-20,980
2018-02-21,982
2018-02-22,986
2018-02-23,986
2018-02-24,970
2018-02-25,974
2018-02-26,985
2018-02-27,1019
2018-03-01,992
2018-03-02,978
2018-03-03,972
2018-03-04,994
2018-03-05,1003
2018-03-06,970
2018-03-07,959
2018-03-08,957
2018-03-09,971
2018-03-10,973
2018-03-11,962
2018-03-12,983
2018-03-13,973
2018-03-14,973
2018-03-15,990
2018-03-16,973
2018-03-17,972
2018-03-18,970
2018-03-19,987
2018-03-20,987
2018-03-21,1000
2018-03-23,974
2018-03-24,984
2018-03-26,988
2018-03-27,983
2018-03-28,989
2018-03-29,987
2018-03-30,986
2018-03-31,983
2018-04-01,983
2018-04-02,992
2018-04-03,984
2018-04-04,997
2018-04-05,994
2018-04-06,989
2018-04-07,988
2018-04-08,996
2018-04-09,993
2018-04-10,997
2018-04-11,1003
2018-04-12,998
2018-04-13,980
2018-04-14,1004
2018-04-15,999
2018-04-16,988
2018-04-17,982
2018-04-18,961
2018-04-19,983
2018-04-20,1007
2018-04-21,998
2018-04-22,998
2018-04-23,991
2018-04-24,971
2018-04-25,953
2018-04-26,967
2018-04-27,971
2018-04-28,966
2018-04-29,986
2018-04-30,978
2018-05-01,998
2018-05-04,980
2018-05-05,962
2018-05-06,955
2018-05-07,959
2018-05-08,984
2018-05-09,978
2018-05-10,984
2018-05-11,982
2018-05-12,970
2018-05-13,968
2018-05-14,974
2018-05-15,966
2018-05-16,985
2018-05-17,980
2018-05-18,997
2018-05-19,968
2018-05-20,980
2018-05-21,1001
2018-05-22,1017
2018-05-23,1017
2018-05-24,1014
2018-05-25,997
2018-05-26,981
2018-05-27,990
2018-05-28,984
2018-05-29,1024
2018-05-30,1008
2018-05-31,986
2018-06-01,994
2018-06-02,997
2018-06-03,983
2018-06-04,983
2018-06-05,971
2018-06-06,963
2018-06-07,932
2018-06-08,961
2018-06-09,973
2018-06-10,978
2018-06-11,984
2018-06-12,979
2018-06-13,970
2018-06-14,972
2018-06-15,981
2018-06-16,979
2018-06-17,998
2018-06-18,989
2018-06-19,988
2018-06-20,987
2018-06-21,971
2018-06-22,1000
2018-06-23,997
2018-06-24,971
2018-06-25,982
2018-06-26,986
2018-06-27,986
2018-06-28,980
2018-06-29,982
2018-06-30,984
2018-07-01,985
2018-07-02,986
2018-07-03,994
2018-07-04,976
2018-07-05,981
2018-07-06,974
2018-07-07,988
2018-07-08,975
2018-07-09,971
2018-07-10,986
2018-07-11,975
2018-07-12,993
2018-07-13,985
2018-07-14,984
2018-07-15,990
2018-07-16,988
2018-07-17,993
2018-07-18,992
2018-07-19,985
2018-07-20,963
2018-07-21,980
2018-07-22,979
2018-07-23,982
2018-07-24,977
2018-07-25,981
2018-07-26,979
2018-07-27,974
2018-07-28,979
2018-07-29,982
2018-07-30,971
2018-07-31,972
2018-08-01,963
2018-08-02,971
2018-08-03,965
2018-08-04,970
2018-08-05,982
2018-08-06,984
2018-08-07,984
2018-08-08,986
2018-08-09,989
2018-08-10,978
2018-08-11,949
2018-08-12,934
2018-08-14,937
2018-08-16,961
2018-08-17,962
2018-08-18,952
2018-08-19,950
2018-08-20,963
2018-08-21,966
2018-08-22,955
2018-08-23,949
2018-08-24,947
2018-08-25,946
2018-08-26,927
2018-08-27,928
2018-08-28,919
2018-08-29,904
2018-08-30,927
2018-08-31,930
2018-09-01,928
2018-09-02,937
2018-09-03,948
2018-09-04,947
2018-09-05,936
2018-09-06,948
2018-09-07,943
2018-09-08,939
2018-09-09,940
2018-09-10,958
2018-09-11,965
2018-09-12,956
2018-09-13,949
2018-09-14,945
2018-09-15,955
2018-09-16,960
2018-09-17,954
2018-09-18,948
2018-09-19,948
2018-09-20,942
2018-09-21,925
2018-09-22,937
2018-09-23,934
2018-09-24,950
2018-09-25,940
2018-09-26,956
2018-09-27,952
2018-09-28,959
2018-09-29,956
2018-09-30,951
2018-10-02,953
2018-10-03,985
2018-10-04,948
2018-10-05,952
2018-10-06,945
2018-10-07,932
2018-10-08,963
2018-10-09,951
2018-10-10,966
2018-10-11,969
2018-10-12,949
2018-10-13,958
2018-10-14,979
2018-10-15,950
2018-10-16,921
2018-10-17,924
2018-10-18,945
2018-10-19,947
2018-10-20,953
2018-10-21,946
2018-10-22,937
2018-10-23,951
2018-10-24,959
2018-10-25,968
2018-10-26,963
2018-10-27,960
2018-10-28,958
2018-10-29,951
2018-10-30,937
2018-10-31,967
2018-11-01,993
2018-11-03,968
2018-11-04,980
2018-11-05,996
2018-11-06,1013
2018-11-07,1012
2018-11-08,1003
2018-11-09,1007
2018-11-10,992
2018-11-11,988
2018-11-12,1007
2018-11-13,1004
2018-11-14,992
2018-11-15,997
2018-11-16,989
2018-11-17,973
2018-11-18,946
2018-11-19,950
2018-11-20,959
2018-11-21,944
2018-11-22,934
2018-11-23,920
2018-11-24,910
2018-11-25,902
2018-11-26,911
2018-11-27,923
2018-11-28,935
2018-11-29,929
2018-12-01,920
2018-12-02,916
2018-12-03,891
2018-12-04,918
2018-12-05,943
2018-12-07,967
2018-12-09,980
2018-12-10,1004
2018-12-11,1012
2018-12-12,1010
2018-12-13,997
2018-12-14,974
2018-12-15,956
2018-12-16,948
2018-12-17,992
2018-12-18,998
2018-12-19,982
2018-12-20,992
2018-12-21,982
2018-12-22,1003
2018-12-23,979
2018-12-24,1001
2018-12-25,995
2018-12-26,997
2018-12-27,984
2018-12-28,940
2018-12-29,957
2018-12-30,935
2018-12-31,924
2019-01-01,907
2019-01-02,912
2019-01-03,936
2019-01-04,918
2019-01-05,959
2019-01-06,972
2019-01-08,981
2019-01-10,947
2019-01-11,940
2019-01-12,942
2019-01-13,980
2019-01-14,974
2019-01-15,1000
2019-01-16,965
2019-01-17,993
2019-01-18,978
2019-01-19,967
2019-01-20,962
2019-01-21,932
2019-01-22,925
2019-01-23,924
2019-01-24,922
2019-01-25,920
2019-01-26,928
2019-01-27,912
2019-01-29,923
2019-01-30,931
2019-01-31,976
2019-02-01,945
2019-02-02,930
2019-02-03,936
2019-02-04,943
2019-02-05,964
2019-02-06,943
2019-02-07,939
2019-02-08,938
2019-02-09,941
2019-02-10,948
2019-02-11,953
2019-02-12,960
2019-02-13,962
2019-02-14,971
2019-02-15,969
2019-02-16,964
2019-02-17,951
2019-02-18,945
2019-02-19,967
2019-02-20,980
2019-02-21,971
2019-02-22,966
2019-02-23,959
2019-02-24,961
2019-02-25,962
2019-02-26,965
2019-02-27,972
2019-02-28,972
2019-03-01,965
2019-03-02,961
2019-03-03,954
2019-03-04,963
2019-03-05,1005
2019-03-06,999
2019-03-07,1003
2019-03-08,1009
2019-03-09,979
2019-03-10,994
2019-03-11,981
2019-03-12,963
2019-03-13,992
2019-03-14,966
2019-03-15,962
2019-03-16,960
2019-03-17,955
2019-03-18,962
2019-03-19,995
2019-03-20,984
2019-03-21,969
2019-03-22,950
2019-03-23,969
2019-03-24,990
2019-03-25,1003
2019-03-26,1006
2019-03-27,995
2019-03-28,1006
2019-03-29,970
2019-03-30,985
2019-03-31,960
2019-04-01,990
2019-04-02,974
2019-04-03,991
2019-04-04,974
2019-04-05,970
2019-04-06,958
2019-04-07,978
2019-04-08,963
2019-04-09,950
2019-04-10,972
2019-04-11,983
2019-04-12,968
2019-04-13,953
2019-04-14,941
2019-04-15,932
2019-04-16,951
2019-04-17,950
2019-04-18,943
2019-04-19,924
2019-04-20,915
2019-04-21,912
2019-04-22,933
2019-04-23,947
2019-04-24,938
2019-04-25,981
2019-04-26,985
2019-04-27,980
2019-04-28,961
2019-04-29,957
2019-04-30,951
2019-05-01,966
2019-05-02,995
2019-05-03,972
2019-05-04,944
2019-05-05,935
2019-05-06,968
2019-05-07,987
2019-05-08,957
2019-05-09,974
2019-05-10,989
2019-05-11,963
2019-05-12,938
2019-05-13,952
2019-05-14,999
2019-05-15,992
2019-05-16,977
2019-05-17,940
2019-05-18,924
2019-05-19,939
2019-05-20,967
2019-05-21,986
2019-05-22,990
2019-05-23,975
2019-05-24,947
2019-05-25,934
2019-05-26,952
2019-05-27,971
2019-05-28,970
2019-05-29,941
2019-05-30,936
2019-05-31,954
2019-06-01,938
2019-06-02,920
2019-06-03,924
2019-06-04,960
2019-06-05,1001
2019-06-06,992
2019-06-07,1004
2019-06-08,969
2019-06-09,936
2019-06-10,919
2019-06-11,937
2019-06-12,961
2019-06-13,969
2019-06-14,998
2019-06-15,973
2019-06-16,938
2019-06-17,917
2019-06-18,953
2019-06-19,941
2019-06-20,938
2019-06-21,925
2019-06-22,936
2019-06-23,924
2019-06-24,942
2019-06-25,939
2019-06-26,960
2019-06-27,962
2019-06-28,974
2019-06-29,953
2019-06-30,948
2019-07-01,975
2019-07-02,1004
2019-07-03,1009
2019-07-04,1006
2019-07-05,996
2019-07-06,962
2019-07-07,933
2019-07-08,935
2019-07-09,961
2019-07-10,1004
2019-07-11,979
2019-07-12,959
2019-07-13,948
2019-07-14,943
2019-07-15,948
2019-07-16,944
2019-07-17,942
2019-07-18,937
2019-07-19,914
2019-07-20,897
2019-07-21,889
2019-07-22,906
2019-07-23,908
2019-07-24,929
2019-07-25,923
2019-07-26,910
2019-07-27,912
2019-07-28,920
2019-07-29,931
2019-07-30,924
2019-07-31,929
2019-08-01,905
2019-08-02,901
