date_obj,Ancient%20mitre price
2019-03-19,23499
2019-03-20,23543
2019-03-21,23507
2019-03-22,23735
2019-03-23,23831
2019-03-24,23666
2019-03-25,23340
2019-03-26,23504
2019-03-27,23239
2019-03-28,23349
2019-03-29,23296
2019-03-30,23321
2019-03-31,23403
2019-04-01,23217
2019-04-02,22891
2019-04-03,22853
2019-04-04,22161
2019-04-05,22152
2019-04-06,22092
2019-04-07,22178
2019-04-08,21917
2019-04-09,22164
2019-04-10,22369
2019-04-11,22123
2019-04-12,21669
2019-04-13,21402
2019-04-14,20840
2019-04-15,20392
2019-04-16,19795
2019-04-17,18926
2019-04-18,18250
2019-04-19,17738
2019-04-20,17556
2019-04-21,16783
2019-04-22,16665
2019-04-23,16635
2019-04-24,16647
2019-04-25,16290
2019-04-26,16282
2019-04-27,16235
2019-04-28,16050
2019-04-29,16013
2019-04-30,15978
2019-05-01,15872
2019-05-02,15710
2019-05-03,15587
2019-05-04,15807
2019-05-05,15815
2019-05-06,15907
2019-05-07,15992
2019-05-08,16164
2019-05-09,15760
2019-05-10,16037
2019-05-11,16099
2019-05-12,16256
2019-05-13,16481
2019-05-14,16642
2019-05-15,16785
2019-05-16,17190
2019-05-17,17298
2019-05-18,17513
2019-05-19,17969
2019-05-20,18597
2019-05-21,19470
2019-05-22,20052
2019-05-23,20468
2019-05-24,20708
2019-05-25,20802
2019-05-26,20864
2019-05-27,21288
2019-05-28,21644
2019-05-29,21793
2019-05-30,22302
2019-05-31,23182
2019-06-01,24092
2019-06-02,24804
2019-06-03,25554
2019-06-04,25824
2019-06-05,26673
2019-06-06,27078
2019-06-07,27397
2019-06-08,27224
2019-06-09,27079
2019-06-10,27737
2019-06-11,28270
2019-06-12,28065
2019-06-13,27969
2019-06-14,27537
2019-06-15,27619
2019-06-16,27638
2019-06-17,27499
2019-06-18,26488
2019-06-19,25802
2019-06-20,25328
2019-06-21,24386
2019-06-22,24162
2019-06-23,23784
2019-06-24,23664
2019-06-25,23480
2019-06-26,24157
2019-06-27,23526
2019-06-28,22579
2019-06-29,22064
2019-06-30,21886
2019-07-01,21421
2019-07-02,21150
2019-07-03,20829
2019-07-04,20593
2019-07-05,20166
2019-07-06,20137
2019-07-07,20508
2019-07-08,20551
2019-07-09,20485
2019-07-10,20511
2019-07-11,21047
2019-07-12,21278
2019-07-13,21410
2019-07-14,21478
2019-07-15,21454
2019-07-16,21636
2019-07-17,21811
2019-07-18,21413
2019-07-19,21333
2019-07-20,21254
2019-07-21,21500
2019-07-22,21524
2019-07-23,21482
2019-07-24,20990
2019-07-25,20609
2019-07-26,21586
2019-07-27,21875
2019-07-28,21904
2019-07-29,21530
2019-07-30,21178
2019-07-31,20979
2019-08-01,20817
2019-08-02,20717
2019-08-03,20283
2019-08-04,20212
2019-08-05,20004
2019-08-06,19850
2019-08-07,19607
2019-08-08,19214
2019-08-09,18869
2019-08-10,18455
2019-08-11,18625
2019-08-12,18880
2019-08-13,18564
2019-08-14,18316
2019-08-15,17720
2019-08-16,17558
2019-08-17,17420
2019-08-18,17369
2019-08-19,16906
2019-08-20,16972
2019-08-21,17212
2019-08-22,17102
2019-08-23,16779
2019-08-24,16699
2019-08-24,16699
2019-08-25,17108
2019-08-25,17108
2019-08-26,16952
2019-08-27,17192
2019-08-27,17192
2019-08-28,17411
2019-08-29,17359
2019-08-30,17335
2019-08-31,17893
2019-09-01,17819
2019-09-02,17426
2019-09-03,16947
2019-09-04,17153
2019-09-05,16844
2019-09-06,16701
2019-09-07,16985
2019-09-08,17129
2019-09-09,17035
2019-09-10,17304
2019-09-11,17668
2019-09-12,17742
2019-09-13,17707
2019-09-14,17605
2019-09-15,17478
2019-09-16,17544
2019-09-17,17855
2019-09-18,17731
2019-09-19,17628
2019-09-20,17468
2019-09-21,17176
2019-09-22,17056
2019-09-23,17017
2019-09-24,16832
2019-09-25,16807
2019-09-26,17041
2019-09-27,16955
2019-09-28,16794
2019-09-29,16413
2019-09-30,16900
2019-10-01,16405
2019-10-02,16076
2019-10-03,16106
2019-10-04,15735
2019-10-05,15456
2019-10-06,15453
2019-10-07,15254
2019-10-08,15734
2019-10-09,16200
2019-10-10,16570
2019-10-11,16458
2019-10-12,16491
2019-10-13,16264
2019-10-14,16450
2019-10-15,16690
2019-10-16,16498
2019-10-17,16500
2019-10-18,16570
2019-10-19,16411
2019-10-20,16397
2019-10-21,16434
2019-10-22,16195
2019-10-23,16857
2019-10-24,17166
2019-10-25,16878
2019-10-26,16897
2019-10-27,16405
2019-10-28,16085
2019-10-29,16017
2019-10-30,15850
2019-10-31,15719
2019-11-01,15690
2019-11-02,15736
2019-11-03,16000
2019-11-04,15777
2019-11-05,15589
2019-11-06,15444
2019-11-07,15166
2019-11-08,15121
2019-11-09,14717
2019-11-10,14773
2019-11-11,14713
2019-11-12,15047
2019-11-13,15128
2019-11-14,15157
2019-11-15,15144
2019-11-16,14894
2019-11-17,14727
2019-11-18,14803
2019-11-19,14793
2019-11-20,15192
2019-11-21,15230
2019-11-22,15230
2019-11-23,14886
2019-11-24,14272
2019-11-25,14159
2019-11-26,14309
2019-11-27,14377
2019-11-28,14481
2019-11-29,14184
2019-11-30,14261
2019-12-01,14276
2019-12-02,14385
2019-12-03,14457
2019-12-04,14393
2019-12-05,14564
2019-12-06,14882
2019-12-07,14979
2019-12-08,15309
2019-12-09,15531
2019-12-10,16244
2019-12-11,16355
2019-12-12,16710
2019-12-13,16950
2019-12-14,16681
2019-12-15,16800
2019-12-16,16620
2019-12-17,16503
2019-12-18,16555
2019-12-19,16774
2019-12-20,17003
2019-12-21,17172
2019-12-22,17318
2019-12-23,17006
2019-12-24,17263
2019-12-25,17580
2019-12-26,17581
2019-12-27,17638
2019-12-28,17683
2019-12-29,17826
2019-12-30,18047
2019-12-31,18088
2020-01-01,18312
2020-01-02,18411
2020-01-03,18229
2020-01-04,18006
2020-01-05,17943
2020-01-06,17666
2020-01-07,17536
2020-01-08,17150
2020-01-09,16916
2020-01-10,17301
2020-01-11,17273
2020-01-12,17598
2020-01-13,17503
2020-01-14,17685
2020-01-15,17975
2020-01-16,18135
2020-01-17,17525
2020-01-18,17385
2020-01-19,17236
2020-01-20,17251
2020-01-21,17357
2020-01-22,17451
2020-01-23,17585
2020-01-24,17965
2020-01-25,18179
2020-01-26,18256
2020-01-27,18286
2020-01-28,18365
2020-01-29,18394
2020-01-30,18454
2020-01-31,18676
2020-02-01,18412
2020-02-02,18418
2020-02-03,18676
2020-02-04,18611
2020-02-05,18441
2020-02-06,18164
2020-02-07,17964
2020-02-08,17604
2020-02-09,17838
2020-02-10,17633
2020-02-11,17358
2020-02-12,17057
2020-02-13,17349
2020-02-14,17166
2020-02-15,17306
2020-02-16,17332
2020-02-17,17130
2020-02-18,17126
2020-02-19,16947
2020-02-20,16548
2020-02-21,16361
2020-02-22,15813
2020-02-23,15564
2020-02-24,15610
2020-02-25,15492
2020-02-26,15187
2020-02-27,15254
2020-02-28,15745
2020-02-29,15726
2020-03-01,16084
2020-03-02,16098
2020-03-03,16052
2020-03-04,16267
2020-03-05,16476
2020-03-06,16353
2020-03-07,15573
2020-03-08,15103
2020-03-09,14901
2020-03-10,15046
2020-03-11,15065
2020-03-12,14876
2020-03-13,14935
2020-03-14,15367
2020-03-15,15195
2020-03-16,15295
2020-03-17,15403
2020-03-18,15713
2020-03-19,16061
2020-03-20,16570
2020-03-21,16752
2020-03-22,17375
2020-03-23,17768
2020-03-24,18175
2020-03-25,18589
2020-03-26,18717
2020-03-27,18506
2020-03-28,17833
2020-03-29,17850
2020-03-30,17872
2020-03-31,17912
2020-04-01,18515
2020-04-02,18983
2020-04-03,19221
2020-04-04,19245
2020-04-05,19334
2020-04-06,19897
2020-04-07,20316
2020-04-08,20004
2020-04-09,19515
2020-04-10,19043
2020-04-11,18953
2020-04-12,18580
2020-04-13,17877
2020-04-14,17651
2020-04-15,17766
2020-04-16,17844
2020-04-17,17853
2020-04-18,17920
2020-04-19,17888
2020-04-20,17834
2020-04-21,17848
2020-04-22,17581
2020-04-23,17359
2020-04-24,17427
2020-04-25,16871
2020-04-26,16829
2020-04-27,16831
2020-04-28,16802
2020-04-29,16755
2020-04-30,16798
2020-05-01,16744
2020-05-02,16753
2020-05-03,16821
2020-05-04,17125
2020-05-05,17327
2020-05-06,17320
2020-05-07,17070
2020-05-08,16775
2020-05-09,16561
2020-05-10,16688
2020-05-11,16897
2020-05-12,16642
2020-05-13,15943
