date_obj,Torag's%20hammers price
2017-03-28,107120
2017-03-29,107547
2017-03-30,107547
2017-03-31,107679
2017-04-01,107679
2017-04-02,108120
2017-04-03,108120
2017-04-04,109373
2017-04-12,111744
2017-04-13,111093
2017-04-14,111093
2017-04-15,110905
2017-04-16,110905
2017-04-17,110651
2017-04-18,110651
2017-04-19,110150
2017-04-20,110150
2017-04-21,110830
2017-04-22,110830
2017-04-23,114257
2017-04-24,114257
2017-04-25,114338
2017-04-26,114338
2017-04-27,114338
2017-04-28,117115
2017-04-29,117115
2017-04-30,114453
2017-05-01,114453
2017-05-02,110179
2017-05-03,110179
2017-05-04,110483
2017-05-05,110483
2017-05-06,108058
2017-05-07,108058
2017-05-08,110720
2017-05-09,110720
2017-05-10,112385
2017-05-11,112385
2017-05-12,110824
2017-05-13,110824
2017-05-14,108127
2017-05-15,108127
2017-05-16,105704
2017-05-17,105704
2017-05-18,106290
2017-05-19,106290
2017-05-20,105941
2017-05-21,105941
2017-05-22,105966
2017-05-23,105966
2017-05-24,108177
2017-05-25,108177
2017-05-26,103403
2017-05-27,103403
2017-05-28,98861
2017-05-29,98861
2017-05-30,97124
2017-05-31,97124
2017-06-01,96665
2017-06-02,96665
2017-06-03,95774
2017-06-06,96019
2017-06-07,96019
2017-06-08,96019
2017-06-09,97167
2017-06-10,97794
2017-06-11,97794
2017-06-12,97747
2017-06-13,97747
2017-06-14,98201
2017-06-15,98201
2017-06-16,97623
2017-06-17,97623
2017-06-18,96500
2017-06-19,96500
2017-06-20,96749
2017-06-21,96749
2017-06-22,95856
2017-06-23,95856
2017-06-24,95175
2017-06-25,95175
2017-06-26,93704
2017-06-27,94959
2017-06-28,94959
2017-06-29,95652
2017-06-30,95652
2017-07-01,95652
2017-07-02,95543
2017-07-03,95543
2017-07-04,95443
2017-07-05,95443
2017-07-06,98438
2017-07-07,98438
2017-07-08,102804
2017-07-13,118990
2017-07-14,124940
2017-07-15,124940
2017-07-16,128787
2017-07-17,134196
2017-07-18,134196
2017-07-19,140906
2017-07-20,140906
2017-07-21,143414
2017-07-22,143414
2017-07-23,136278
2017-07-24,136278
2017-07-25,129909
2017-07-26,123768
2017-07-27,123768
2017-07-28,117583
2017-07-29,117583
2017-07-30,116653
2017-07-31,116653
2017-08-01,116653
2017-08-02,113080
2017-08-03,113080
2017-08-04,113080
2017-08-05,109510
2017-08-06,109510
2017-08-09,102481
2017-08-10,102481
2017-08-11,99615
2017-08-12,99615
2017-08-13,97156
2017-08-14,97156
2017-08-15,97497
2017-08-16,97497
2017-08-17,98520
2017-08-18,98520
2017-08-19,98520
2017-08-20,97753
2017-08-21,97753
2017-08-22,97024
2017-08-23,97024
2017-08-24,97024
2017-08-25,96571
2017-08-26,96571
2017-08-27,95770
2017-08-28,95770
2017-08-29,95770
2017-08-30,97141
2017-08-31,97141
2017-09-01,97141
2017-09-02,96420
2017-09-03,96420
2017-09-04,95958
2017-09-05,95958
2017-09-06,95678
2017-09-07,95678
2017-09-08,97338
2017-09-09,97338
2017-09-10,97778
2017-09-11,97778
2017-09-12,97778
2017-09-13,97297
2017-09-14,97297
2017-09-15,96899
2017-09-16,96899
2017-09-17,96667
2017-09-19,96667
2017-09-20,97231
2017-09-21,97231
2017-09-22,97526
2017-09-23,97526
2017-09-24,97986
2017-09-25,97986
2017-09-26,97902
2017-09-27,97902
2017-09-28,98615
2017-09-29,98615
2017-09-30,98677
2017-10-01,98677
2017-10-02,99261
2017-10-03,99261
2017-10-04,99261
2017-10-05,102577
2017-10-06,102577
2017-10-07,107706
2017-10-08,107706
2017-10-09,113092
2017-10-10,113092
2017-10-11,113092
2017-10-12,118522
2017-10-13,118522
2017-10-14,124063
2017-10-15,124063
2017-10-16,128082
2017-10-17,128082
2017-10-18,133190
2017-10-19,133190
2017-10-20,137494
2017-10-21,137494
2017-10-22,142958
2017-10-23,142958
2017-10-24,149810
2017-10-25,149810
2017-10-26,152789
2017-10-27,152789
2017-10-28,152789
2017-10-29,157895
2017-10-30,157895
2017-10-31,162726
2017-11-01,162726
2017-11-02,162726
2017-11-03,159602
2017-11-04,152613
2017-11-05,152613
2017-11-06,155586
2017-11-07,155586
2017-11-08,160967
2017-11-09,160967
2017-11-10,163447
2017-11-11,163447
2017-11-12,165371
2017-11-13,165371
2017-11-14,172561
2017-11-15,172561
2017-11-16,173077
2017-11-17,173077
2017-11-18,169492
2017-11-19,169492
2017-11-20,175593
2017-11-21,175593
2017-11-22,174083
2017-11-23,174083
2017-11-24,176268
2017-11-25,176268
2017-11-26,174833
2017-11-27,174833
2017-11-28,174833
2017-11-29,174553
2017-11-30,174553
2017-12-01,177762
2017-12-02,177762
2017-12-03,184079
2017-12-04,184079
2017-12-05,192826
2017-12-06,192826
2017-12-07,200366
2017-12-08,200366
2017-12-09,207398
2017-12-10,207398
2017-12-11,206038
2017-12-12,206038
2017-12-13,202243
2017-12-14,202243
2017-12-15,202015
2017-12-16,202015
2017-12-17,192884
2017-12-18,183239
2017-12-19,183239
2017-12-20,174342
2017-12-21,166146
2017-12-22,166146
2017-12-23,157838
2017-12-24,157838
2017-12-25,149946
2017-12-26,149946
2017-12-27,142448
2017-12-28,142448
2017-12-29,135325
2017-12-30,128558
2017-12-31,128558
2018-01-01,122130
2018-01-02,122130
2018-01-03,116072
2018-01-04,116072
2018-01-05,111055
2018-01-06,111055
2018-01-07,111418
2018-01-08,111418
2018-01-09,109479
2018-01-10,109479
2018-01-11,108345
2018-01-12,108345
2018-01-13,109949
2018-01-14,109949
2018-01-15,113211
2018-01-16,113211
2018-01-17,115474
2018-01-18,115474
2018-01-19,118997
2018-01-20,116912
2018-01-21,116912
2018-01-22,116707
2018-01-23,116707
2018-01-24,121265
2018-01-25,122749
2018-01-26,120414
2018-01-27,122204
2018-01-28,120207
2018-01-29,118631
2018-01-30,121128
2018-02-01,127793
2018-02-02,127945
2018-02-03,127487
2018-02-04,128223
2018-02-05,128223
2018-02-06,133098
2018-02-07,139753
2018-02-08,139753
2018-02-09,142498
2018-02-10,142498
2018-02-11,144652
2018-02-12,147739
2018-02-13,147739
2018-02-14,150845
2018-02-15,150302
2018-02-16,151421
2018-02-17,146748
2018-02-18,139446
2018-02-19,133206
2018-02-20,131632
2018-02-21,131324
2018-02-22,134183
2018-02-23,136663
2018-02-24,136663
2018-02-25,139107
2018-02-26,145003
2018-02-27,150508
2018-02-28,154246
2018-03-01,156891
2018-03-02,162234
2018-03-03,170334
2018-03-04,170334
2018-03-05,178814
2018-03-06,185117
2018-03-07,178272
2018-03-08,169482
2018-03-09,164201
2018-03-10,170783
2018-03-11,173286
2018-03-12,170425
2018-03-13,162163
2018-03-14,154054
2018-03-15,146368
2018-03-16,139231
2018-03-17,134950
2018-03-18,136734
2018-03-19,136734
2018-03-20,140009
2018-03-21,140009
2018-03-23,134147
2018-03-24,133904
2018-03-26,133901
2018-03-27,138063
2018-03-28,138063
2018-03-29,141464
2018-03-30,145666
2018-03-31,147344
2018-04-01,147885
2018-04-02,152698
2018-04-03,157100
2018-04-04,164955
2018-04-05,164955
2018-04-06,162131
2018-04-08,154841
2018-04-09,154904
2018-04-10,154904
2018-04-11,157423
2018-04-12,152949
2018-04-13,152949
2018-04-14,156202
2018-04-16,158192
2018-04-17,161064
2018-04-18,161064
2018-04-19,158567
2018-04-20,156894
2018-04-21,155499
2018-04-22,155499
2018-04-23,153625
2018-04-24,153625
2018-04-25,150855
2018-04-26,150855
2018-04-27,155999
2018-04-28,163154
2018-04-29,157200
2018-04-30,156149
2018-05-01,160950
2018-05-02,160950
2018-05-03,167528
2018-05-04,163404
2018-05-05,170052
2018-05-06,170052
2018-05-07,170654
2018-05-08,164589
2018-05-09,156711
2018-05-10,152297
2018-05-11,147345
2018-05-12,140986
2018-05-13,140986
2018-05-14,139156
2018-05-15,139156
2018-05-16,138056
2018-05-17,140159
2018-05-18,137770
2018-05-19,136277
2018-05-20,132978
2018-05-21,128150
2018-05-22,128150
2018-05-23,121969
2018-05-24,119056
2018-05-25,118826
2018-05-26,118197
2018-05-27,118197
2018-05-28,121134
2018-05-29,123159
2018-05-30,126485
2018-05-31,125760
2018-06-01,125492
2018-06-02,125327
2018-06-03,120199
2018-06-04,121649
2018-06-05,124573
2018-06-06,124929
2018-06-07,124929
2018-06-08,118922
2018-06-09,113608
2018-06-10,110162
2018-06-11,112308
2018-06-12,114052
2018-06-13,116827
2018-06-14,118875
2018-06-15,118922
2018-06-16,119410
2018-06-17,117023
2018-06-18,117289
2018-06-19,116871
2018-06-20,116871
2018-06-21,118475
2018-06-22,115533
2018-06-23,115533
2018-06-24,116528
2018-06-25,117339
2018-06-26,118925
2018-06-27,118925
2018-06-28,119390
2018-06-29,120541
2018-06-30,121167
2018-07-01,120509
2018-07-02,120509
2018-07-03,120483
2018-07-04,119552
2018-07-05,119552
2018-07-06,117465
2018-07-07,116035
2018-07-08,116839
2018-07-09,116057
2018-07-10,115804
2018-07-11,116677
2018-07-12,119042
2018-07-13,116736
2018-07-14,115312
2018-07-15,114361
2018-07-16,114838
2018-07-17,118487
2018-07-18,119586
2018-07-19,119586
2018-07-20,120958
2018-07-21,117803
2018-07-22,117970
2018-07-23,117986
2018-07-24,121664
2018-07-25,121403
2018-07-26,121370
2018-07-27,127145
2018-07-28,127952
2018-07-29,127499
2018-07-30,127444
2018-07-31,125592
2018-08-01,125592
2018-08-02,122953
2018-08-03,116805
2018-08-04,115700
2018-08-05,118192
2018-08-06,118460
2018-08-07,118438
2018-08-08,118085
2018-08-09,118085
2018-08-10,117923
2018-08-11,116804
2018-08-12,117028
2018-08-14,116978
2018-08-16,119076
2018-08-17,117366
2018-08-18,117366
2018-08-19,115396
2018-08-20,113935
2018-08-21,109860
2018-08-22,104591
2018-08-23,100316
2018-08-24,101247
2018-08-25,102442
2018-08-26,102442
2018-08-27,104023
2018-08-28,105293
2018-08-29,106149
2018-08-30,104714
2018-08-31,104652
2018-09-01,102871
2018-09-02,102819
2018-09-03,107960
2018-09-04,112544
2018-09-05,111983
2018-09-06,111983
2018-09-07,114644
2018-09-08,117332
2018-09-09,117535
2018-09-10,119688
2018-09-11,119688
2018-09-12,122129
2018-09-13,122182
2018-09-14,122813
2018-09-15,124395
2018-09-16,124395
2018-09-17,126123
2018-09-18,121850
2018-09-19,117696
2018-09-20,114871
2018-09-21,114871
2018-09-22,114813
2018-09-23,116608
2018-09-24,116166
2018-09-25,116166
2018-09-26,118365
2018-09-27,118365
2018-09-28,118629
2018-09-29,119090
2018-09-30,119204
2018-10-02,126259
2018-10-03,129313
2018-10-04,129313
2018-10-05,131922
2018-10-06,131379
2018-10-07,131379
2018-10-08,129083
2018-10-09,127119
2018-10-10,122584
2018-10-11,117454
2018-10-12,117454
2018-10-13,116278
2018-10-14,115894
2018-10-15,111586
2018-10-16,112485
2018-10-17,111919
2018-10-18,112543
2018-10-19,114541
2018-10-20,114541
2018-10-21,114524
2018-10-22,113034
2018-10-23,112658
2018-10-24,110639
2018-10-25,111543
2018-10-26,109649
2018-10-27,107575
2018-10-28,107624
2018-10-29,107624
2018-10-30,108717
2018-10-31,104512
2018-11-01,102014
2018-11-03,101602
2018-11-04,104052
2018-11-05,99565
2018-11-06,101647
2018-11-07,101623
2018-11-08,102625
2018-11-09,103202
2018-11-10,102252
2018-11-11,101849
2018-11-12,100972
2018-11-13,100758
2018-11-14,100585
2018-11-15,101828
2018-11-16,103597
2018-11-17,102230
2018-11-18,102354
2018-11-19,105826
2018-11-20,107187
2018-11-21,111255
2018-11-22,114461
2018-11-23,116690
2018-11-24,117029
2018-11-25,115763
2018-11-26,117315
2018-11-27,118163
2018-11-28,117925
2018-11-29,116372
2018-12-01,118094
2018-12-02,120076
2018-12-03,120076
2018-12-04,120849
2018-12-05,120265
2018-12-07,115185
2018-12-09,115572
2018-12-10,114408
2018-12-11,115469
2018-12-12,117199
2018-12-13,118936
2018-12-14,117349
2018-12-15,119528
2018-12-16,118577
2018-12-17,118911
2018-12-18,119196
2018-12-19,118427
2018-12-20,117150
2018-12-21,121268
2018-12-22,120768
2018-12-23,116791
2018-12-24,111358
2018-12-25,111055
2018-12-26,111691
2018-12-27,112497
2018-12-28,110602
2018-12-29,111087
2018-12-30,112373
2018-12-31,115482
2019-01-01,116948
2019-01-02,115404
2019-01-03,113591
2019-01-04,111667
2019-01-05,112467
2019-01-06,110473
2019-01-08,111725
2019-01-10,111395
2019-01-11,112474
2019-01-12,113472
2019-01-13,112459
2019-01-14,114338
2019-01-15,115414
2019-01-16,115117
2019-01-17,112947
2019-01-18,114213
2019-01-19,114955
2019-01-20,111686
2019-01-22,112939
2019-01-23,116989
2019-01-24,117457
2019-01-25,119429
2019-01-26,119035
2019-01-27,119343
2019-01-28,118008
2019-01-29,116331
2019-01-30,120195
2019-01-31,118009
2019-02-01,113838
2019-02-02,114492
2019-02-03,115777
2019-02-04,114529
2019-02-05,109743
2019-02-06,107084
2019-02-07,108234
2019-02-08,107295
2019-02-09,107325
2019-02-10,103188
2019-02-11,101272
2019-02-12,100536
2019-02-13,102913
2019-02-14,102913
2019-02-15,99541
2019-02-16,97720
2019-02-17,98265
2019-02-18,97928
2019-02-19,100328
2019-02-20,99329
2019-02-21,98341
2019-02-22,97295
2019-02-23,97528
2019-02-24,96634
2019-02-25,99214
2019-02-26,100102
2019-02-27,99875
2019-02-28,100001
2019-03-01,99549
2019-03-02,100244
2019-03-03,101490
2019-03-04,100380
2019-03-05,100407
2019-03-06,101205
2019-03-07,100309
2019-03-08,99694
2019-03-09,98291
2019-03-10,96117
2019-03-11,95897
2019-03-12,97027
2019-03-13,97702
2019-03-14,98106
2019-03-15,96581
2019-03-16,97177
2019-03-17,96130
2019-03-18,96293
2019-03-19,91940
2019-03-20,96491
2019-03-21,100078
2019-03-22,100920
2019-03-23,101861
2019-03-24,104320
2019-03-25,105867
2019-03-26,102369
2019-03-27,99106
2019-03-28,98683
2019-03-29,97815
2019-03-30,97815
2019-03-31,96466
2019-04-01,96264
2019-04-02,94674
2019-04-03,96374
2019-04-04,96553
2019-04-05,95875
2019-04-06,95988
