date_obj,Torag's%20hammers price
2015-03-26,109405
2015-03-27,109405
2015-03-28,111053
2015-03-29,111053
2015-03-30,108980
2015-03-31,108980
2015-04-01,108980
2015-04-02,111185
2015-04-03,111185
2015-04-04,107186
2015-04-05,107186
2015-04-06,106827
2015-04-07,106827
2015-04-08,107353
2015-04-09,107353
2015-04-10,111818
2015-04-11,111818
2015-04-12,107674
2015-04-13,107674
2015-04-14,107674
2015-04-15,108873
2015-04-16,108873
2015-04-17,108873
2015-04-18,106389
2015-04-19,106389
2015-04-20,106389
2015-04-21,107589
2015-04-22,107589
2015-04-23,107589
2015-04-24,109450
2015-04-25,109450
2015-04-26,109450
2015-04-27,108399
2015-04-28,108399
2015-04-29,108399
2015-04-30,107237
2015-05-01,107237
2015-05-02,107237
2015-05-03,110476
2015-05-04,110476
2015-05-05,110476
2015-05-06,111671
2015-05-07,111671
2015-05-08,111671
2015-05-09,108168
2015-05-10,108168
2015-05-11,108168
2015-05-12,106009
2015-05-13,106009
2015-05-14,106009
2015-05-15,108610
2015-05-16,108610
2015-05-17,108610
2015-05-18,108843
2015-05-19,108843
2015-05-20,108843
2015-05-21,108843
2015-05-22,109989
2015-05-23,109989
2015-05-24,109989
2015-05-25,107507
2015-05-26,107507
2015-05-27,107507
2015-05-28,108492
2015-05-29,108492
2015-05-30,108105
2015-05-31,108105
2015-06-01,106671
2015-06-02,106671
2015-06-03,106671
2015-06-04,107041
2015-06-05,107041
2015-06-06,107835
2015-06-07,107835
2015-06-08,107985
2015-06-09,107985
2015-06-10,107406
2015-06-11,107406
2015-06-12,107406
2015-06-13,109199
2015-06-14,109199
2015-06-15,109199
2015-06-16,107740
2015-06-17,107740
2015-06-18,109150
2015-06-19,109150
2015-06-20,108158
2015-06-21,108158
2015-06-22,108227
2015-06-23,108227
2015-06-24,105248
2015-06-25,105248
2015-06-26,106991
2015-06-27,106991
2015-06-28,109417
2015-06-29,109417
2015-06-30,107983
2015-07-01,107983
2015-07-02,107983
2015-07-03,106962
2015-07-04,106962
2015-07-05,106962
2015-07-06,107786
2015-07-07,107786
2015-07-08,109274
2015-07-09,109274
2015-07-10,109274
2015-07-11,110437
2015-07-12,110437
2015-07-13,109245
2015-07-14,109245
2015-07-15,108773
2015-07-16,108773
2015-07-17,109457
2015-07-18,109457
2015-07-19,109457
2015-07-20,108723
2015-07-21,108723
2015-07-22,110259
2015-07-23,110259
2015-07-24,110259
2015-07-25,107486
2015-07-26,107486
2015-07-27,107486
2015-07-28,106054
2015-07-29,106054
2015-07-30,108580
2015-07-31,108580
2015-08-01,108580
2015-08-02,107716
2015-08-03,107716
2015-08-04,107716
2015-08-05,108822
2015-08-06,108822
2015-08-07,108822
2015-08-08,109138
2015-08-09,109138
2015-08-10,108076
2015-08-11,108076
2015-08-12,108076
2015-08-13,108987
2015-08-14,108987
2015-08-15,107965
2015-08-16,107965
2015-08-17,109440
2015-08-18,109440
2015-08-19,109713
2015-08-20,109713
2015-08-21,110364
2015-08-22,110364
2015-08-23,110364
2015-08-24,109960
2015-08-25,109960
2015-08-26,109960
2015-08-27,115045
2015-08-28,115045
2015-08-29,120513
2015-08-30,120513
2015-08-31,120513
2015-09-01,121369
2015-09-02,121369
2015-09-03,121369
2015-09-04,115844
2015-09-05,115844
2015-09-06,111296
2015-09-07,111296
2015-09-08,109809
2015-09-09,109809
2015-09-10,111363
2015-09-11,111363
2015-09-12,109691
2015-09-13,109691
2015-09-14,109691
2015-09-15,108276
2015-09-16,108276
2015-09-17,108276
2015-09-18,105187
2015-09-19,105187
2015-09-20,105187
2015-09-21,105286
2015-09-22,105286
2015-09-23,105286
2015-09-24,107973
2015-09-25,107973
2015-09-27,110705
2015-09-28,110705
2015-09-29,110705
2015-09-30,112705
2015-10-05,108715
2015-10-06,108715
2015-10-07,110153
2015-10-08,110153
2015-10-09,110153
2015-10-10,109070
2015-10-11,109070
2015-10-12,109070
2015-10-13,112016
2015-10-14,112016
2015-10-15,112016
2015-10-16,109988
2015-10-17,109988
2015-10-18,109988
2015-10-19,110380
2015-10-20,110380
2015-10-22,108582
2015-10-23,108582
2015-10-24,108582
2015-10-25,109361
2015-10-26,109361
2015-10-27,109361
2015-10-29,111780
2015-10-30,111780
2015-10-31,111780
2015-11-01,110092
2015-11-02,110092
2015-11-03,110092
2015-11-04,110092
2015-11-05,110427
2015-11-06,110427
2015-11-07,110427
2015-11-08,110427
2015-11-09,107707
2015-11-10,107707
2015-11-11,107707
2015-11-12,107707
2015-11-13,108432
2015-11-14,108432
2015-11-15,108432
2015-11-16,108432
2015-11-17,107277
2015-11-18,107277
2015-11-19,107277
2015-11-20,110014
2015-11-21,110014
2015-11-22,110014
2015-11-23,110014
2015-11-24,109599
2015-11-25,109599
2015-11-26,109599
2015-11-27,107221
2015-11-28,107221
2015-11-29,107221
2015-11-30,106223
2015-12-01,106223
2015-12-02,106223
2015-12-03,107958
2015-12-04,107958
2015-12-05,107958
2015-12-06,107958
2015-12-07,106346
2015-12-08,106346
2015-12-09,106346
2015-12-10,108292
2015-12-11,108292
2015-12-13,109359
2015-12-14,109359
2015-12-15,109359
2015-12-16,108028
2015-12-17,108028
2015-12-18,108028
2015-12-19,107180
2015-12-20,107180
2015-12-21,107180
2015-12-22,106784
2015-12-23,106784
2015-12-24,106784
2015-12-25,106602
2015-12-26,106602
2015-12-27,107863
2015-12-28,107863
2015-12-29,106195
2015-12-30,106195
2015-12-31,106195
2016-01-01,106116
2016-01-02,106116
2016-01-03,107570
2016-01-04,107570
2016-01-05,107866
2016-01-06,107866
2016-01-07,107866
2016-01-08,108120
2016-01-09,108120
2016-01-10,108120
2016-01-11,107015
2016-01-12,107015
2016-01-13,106678
2016-01-14,106678
2016-01-15,107184
2016-01-16,107184
2016-01-17,107184
2016-01-18,108760
2016-01-19,108760
2016-01-20,112167
2016-01-21,112167
2016-01-22,112167
2016-01-23,110111
2016-01-24,110111
2016-01-25,109713
2016-01-26,109713
2016-01-27,106917
2016-01-28,106917
2016-01-29,107565
2016-01-30,107565
2016-01-31,107565
2016-02-01,112058
2016-02-02,112058
2016-02-03,109786
2016-02-04,109786
2016-02-05,109786
2016-02-06,107134
2016-02-07,107134
2016-02-08,107134
2016-02-09,109319
2016-02-10,109319
2016-02-11,110056
2016-02-12,110056
2016-02-13,110733
2016-02-14,110733
2016-02-15,110733
2016-02-16,111879
2016-02-17,111879
2016-02-18,111879
2016-02-19,114105
2016-02-20,114105
2016-02-21,111566
2016-02-22,111566
2016-02-23,111566
2016-02-24,111796
2016-02-25,111796
2016-02-26,111796
2016-02-27,116561
2016-02-28,116561
2016-02-29,115584
2016-03-01,115584
2016-03-02,115584
2016-03-03,113991
2016-03-04,113991
2016-03-05,113439
2016-03-06,113439
2016-03-07,113359
2016-03-08,113359
2016-03-09,113359
2016-03-10,111097
2016-03-11,111097
2016-03-12,110114
2016-03-13,110114
2016-03-14,110114
2016-03-15,108862
2016-03-16,108862
2016-03-17,110722
2016-03-18,110722
2016-03-19,112514
2016-03-20,112514
2016-03-21,112462
2016-03-22,112462
2016-03-23,112860
2016-03-24,112860
2016-03-25,115155
2016-03-26,115155
2016-03-27,115155
2016-03-28,111680
2016-03-29,111680
2016-03-30,111680
2016-03-31,111742
2016-04-01,111742
2016-04-02,111742
2016-04-03,111186
2016-04-04,111186
2016-04-05,111186
2016-04-06,111585
2016-04-07,111585
2016-04-08,111585
2016-04-09,111892
2016-04-10,111892
2016-04-11,111892
2016-04-12,110518
2016-04-13,110518
2016-04-14,109564
2016-04-15,109564
2016-04-16,112316
2016-04-17,112316
2016-04-18,110731
2016-04-19,110731
2016-04-20,110731
2016-04-21,109638
2016-04-22,109638
2016-04-23,109638
2016-04-24,107670
2016-04-25,107670
2016-04-26,108904
2016-04-27,108904
2016-04-28,105066
2016-04-29,105066
2016-04-30,104005
2016-05-01,104005
2016-05-02,106572
2016-05-03,106572
2016-05-04,107595
2016-05-05,107595
2016-05-06,104712
2016-05-07,104712
2016-05-08,103401
2016-05-09,103401
2016-05-10,104763
2016-05-11,104763
2016-05-12,104474
2016-05-13,104659
2016-05-14,104659
2016-05-15,107501
2016-05-16,107501
2016-05-17,108172
2016-05-18,108172
2016-05-19,110260
2016-05-22,110231
2016-05-23,108128
2016-05-24,108128
2016-05-25,105620
2016-05-26,105620
2016-05-27,104120
2016-05-28,104120
2016-05-29,106671
2016-05-30,106671
2016-05-31,107819
2016-06-01,107819
2016-06-02,107853
2016-06-03,107853
2016-06-04,105714
2016-06-05,105714
2016-06-06,108525
2016-06-07,108525
2016-06-08,109410
2016-06-09,109410
2016-06-10,108463
2016-06-11,108463
2016-06-12,106703
2016-06-13,106703
2016-06-14,107338
2016-06-15,107338
2016-06-16,107338
2016-06-17,109009
2016-06-18,109009
2016-06-19,110348
2016-06-20,110348
2016-06-21,109270
2016-06-22,109270
2016-06-23,109160
2016-06-24,109160
2016-06-25,107932
2016-06-26,107932
2016-06-27,107932
2016-06-28,107828
2016-06-29,107828
2016-06-30,109124
2016-07-01,109124
2016-07-02,109967
2016-07-03,109967
2016-07-04,109665
2016-07-05,109665
2016-07-06,110020
2016-07-07,110020
2016-07-08,108904
2016-07-09,111344
2016-07-10,110828
2016-07-11,108367
2016-07-12,108367
2016-07-13,107721
2016-07-14,107721
2016-07-15,108335
2016-07-16,108335
2016-07-17,108714
2016-07-18,108714
2016-07-24,106572
2016-07-25,106412
2016-07-26,106412
2016-07-27,109011
2016-07-28,109011
2016-07-29,109776
2016-07-30,109776
2016-07-31,109776
2016-08-01,111461
2016-08-02,111461
2016-08-03,108795
2016-08-04,108795
2016-08-05,108795
2016-08-06,108540
2016-08-07,108540
2016-08-08,108098
2016-08-09,108098
2016-08-10,109282
2016-08-11,109282
2016-08-12,109282
2016-08-13,110419
2016-08-14,110419
2016-08-15,110482
2016-08-16,110482
2016-08-17,110482
2016-08-18,110959
2016-08-19,110959
2016-08-20,109280
2016-08-21,109280
2016-08-22,109280
2016-08-23,108533
2016-08-24,108533
2016-08-25,108533
2016-08-26,110497
2016-08-28,108485
2016-08-31,110156
2016-09-01,108492
2016-09-02,108492
2016-09-03,108492
2016-09-04,107225
2016-09-05,107225
2016-09-06,105778
2016-09-07,105778
2016-09-08,105778
2016-09-09,107866
2016-09-10,107866
2016-09-11,107866
2016-09-12,109541
2016-09-13,109541
2016-09-14,109541
2016-09-15,112248
2016-09-16,112248
2016-09-17,112248
2016-09-18,110649
2016-09-19,110649
2016-09-20,110649
2016-09-21,109296
2016-09-22,109296
2016-09-23,108017
2016-09-24,108017
2016-09-25,108017
2016-09-26,108017
2016-09-27,107794
2016-09-28,107794
2016-09-29,107794
2016-09-30,110672
2016-10-01,110672
2016-10-02,110672
2016-10-03,112238
2016-10-04,112238
2016-10-05,112238
2016-10-06,112352
2016-10-07,112352
2016-10-08,111884
2016-10-09,111884
2016-10-10,111884
2016-10-11,111507
2016-10-12,111507
2016-10-13,111507
2016-10-14,113187
2016-10-15,113187
2016-10-16,113187
2016-10-17,112601
2016-10-18,112601
2016-10-19,112601
2016-10-20,112462
2016-10-21,112462
2016-10-22,112462
2016-10-23,112269
2016-10-24,112269
2016-10-25,112269
2016-10-26,110030
2016-10-27,110030
2016-10-28,110030
2016-10-29,105967
2016-10-30,105967
2016-10-31,105967
2016-11-01,105252
2016-11-02,105252
2016-11-03,105252
2016-11-04,107839
2016-11-05,107839
2016-11-06,107839
2016-11-07,106411
2016-11-08,106411
2016-11-09,106411
2016-11-10,105727
2016-11-11,105727
2016-11-12,105727
2016-11-13,105698
2016-11-14,105698
2016-12-08,108027
2016-12-09,108027
2016-12-10,108027
2016-12-11,104952
2016-12-12,104952
2016-12-13,104952
2016-12-14,105009
2016-12-15,105009
2016-12-16,105009
2016-12-17,106888
2016-12-18,106888
2016-12-19,106888
2016-12-20,108710
2016-12-21,108710
2016-12-22,108710
2016-12-23,109778
2016-12-24,109778
2016-12-25,110141
2016-12-26,110141
2016-12-27,109862
2016-12-28,109862
2016-12-29,109722
2016-12-30,109722
2016-12-31,110398
2017-01-01,110398
2017-01-02,109760
2017-01-03,109760
2017-01-04,109773
2017-01-05,109773
2017-01-06,108932
2017-01-07,106563
2017-01-08,106563
2017-01-09,103905
2017-01-10,103905
2017-01-11,104028
2017-01-12,104452
2017-01-13,104452
2017-01-14,108719
2017-01-15,111061
2017-01-16,111061
2017-01-17,111394
2017-01-18,111394
2017-01-19,109839
2017-01-20,109839
2017-01-21,110528
2017-01-22,110528
2017-01-27,109372
2017-01-28,109372
2017-01-29,109903
2017-01-30,109903
2017-01-31,110471
2017-02-01,111565
2017-02-02,111565
2017-02-03,111073
2017-02-04,111073
2017-02-05,111950
2017-02-06,111950
2017-02-07,111535
2017-02-08,111535
2017-02-09,111086
2017-02-10,111086
2017-02-11,110403
2017-02-12,110403
2017-02-13,111314
2017-02-14,111314
2017-02-15,109070
2017-02-16,109070
2017-02-18,110157
2017-02-19,110760
2017-02-20,110760
2017-02-21,111963
2017-02-22,111963
2017-02-23,111963
2017-02-24,111341
2017-02-25,111341
2017-02-26,111590
2017-02-27,111590
2017-02-28,112013
2017-03-01,112013
2017-03-02,110762
2017-03-03,110762
2017-03-04,107436
2017-03-05,107436
2017-03-06,105779
2017-03-07,105779
2017-03-08,105779
2017-03-09,106936
2017-03-10,106936
2017-03-11,108580
2017-03-12,108580
2017-03-13,109049
2017-03-14,109049
2017-03-15,110200
2017-03-16,110200
2017-03-17,109423
2017-03-18,109423
2017-03-19,108878
2017-03-20,108878
2017-03-21,106301
2017-03-22,106301
2017-03-23,106288
2017-03-24,106288
2017-03-25,107020
2017-03-26,107020
2017-03-27,107120
