date_obj,Orange%20dye price
2019-09-03,683
2019-09-04,704
2019-09-05,721
2019-09-06,691
2019-09-07,691
2019-09-08,691
2019-09-09,669
2019-09-10,676
2019-09-11,647
2019-09-12,618
2019-09-13,606
2019-09-14,594
2019-09-15,595
2019-09-16,575
2019-09-17,590
2019-09-18,596
2019-09-19,617
2019-09-20,622
2019-09-21,636
2019-09-22,657
2019-09-23,683
2019-09-24,708
2019-09-25,721
2019-09-26,730
2019-09-27,703
2019-09-28,708
2019-09-29,691
2019-09-30,669
2019-10-01,679
2019-10-02,676
2019-10-03,677
2019-10-04,650
2019-10-05,647
2019-10-06,670
2019-10-07,683
2019-10-08,697
2019-10-09,730
2019-10-10,756
2019-10-11,792
2019-10-12,777
2019-10-13,749
2019-10-14,750
2019-10-15,737
2019-10-16,738
2019-10-17,737
2019-10-18,725
2019-10-19,735
2019-10-20,730
2019-10-21,725
2019-10-22,716
2019-10-23,681
2019-10-24,671
2019-10-25,690
2019-10-26,669
2019-10-27,698
2019-10-28,706
2019-10-29,713
2019-10-30,686
2019-10-31,693
2019-11-01,700
2019-11-02,698
2019-11-03,683
2019-11-04,683
2019-11-05,676
2019-11-06,690
2019-11-07,703
2019-11-08,705
2019-11-09,705
2019-11-10,716
2019-11-11,727
2019-11-12,739
2019-11-13,745
2019-11-14,762
2019-11-15,764
2019-11-16,779
2019-11-17,805
2019-11-18,805
2019-11-19,822
2019-11-20,795
2019-11-21,764
2019-11-22,754
2019-11-23,755
2019-11-24,757
2019-11-25,765
2019-11-26,773
2019-11-27,795
2019-11-28,764
2019-11-29,745
2019-11-30,717
2019-12-01,742
2019-12-02,759
2019-12-03,781
2019-12-04,800
2019-12-05,794
2019-12-06,783
2019-12-07,805
2019-12-08,811
2019-12-09,825
2019-12-10,858
2019-12-11,827
2019-12-12,826
2019-12-13,830
2019-12-14,844
2019-12-15,816
2019-12-16,786
2019-12-17,752
2019-12-18,714
2019-12-19,678
2019-12-20,644
2019-12-21,611
2019-12-22,603
2019-12-23,581
2019-12-24,605
2019-12-25,605
2019-12-26,626
2019-12-27,625
2019-12-28,631
2019-12-29,655
2019-12-30,653
2019-12-31,620
2020-01-01,630
2020-01-02,654
2020-01-03,667
2020-01-04,655
2020-01-05,653
2020-01-06,652
2020-01-07,666
2020-01-08,700
2020-01-09,735
2020-01-10,733
2020-01-11,696
2020-01-12,680
2020-01-13,659
2020-01-14,654
2020-01-15,643
2020-01-16,636
2020-01-17,637
2020-01-18,637
2020-01-19,630
2020-01-20,611
2020-01-21,599
2020-01-22,599
2020-01-23,592
2020-01-24,611
2020-01-25,619
2020-01-26,619
2020-01-27,625
2020-01-28,624
2020-01-29,624
2020-01-30,619
2020-01-31,608
2020-02-01,623
2020-02-02,646
2020-02-03,661
2020-02-04,675
2020-02-05,648
2020-02-06,643
2020-02-07,656
2020-02-08,667
2020-02-09,653
2020-02-10,652
2020-02-11,641
2020-02-12,653
2020-02-13,645
2020-02-14,646
2020-02-15,633
2020-02-16,623
2020-02-17,616
2020-02-18,615
2020-02-19,606
2020-02-20,619
2020-02-21,620
2020-02-22,616
2020-02-23,595
2020-02-24,574
2020-02-25,551
2020-02-26,551
2020-02-27,546
2020-02-28,564
2020-02-29,573
2020-03-01,575
2020-03-02,585
2020-03-03,609
2020-03-04,638
2020-03-05,652
2020-03-06,633
2020-03-07,612
2020-03-08,612
2020-03-09,595
2020-03-10,602
2020-03-11,589
2020-03-12,604
2020-03-13,584
2020-03-14,600
2020-03-15,608
2020-03-16,637
2020-03-17,632
2020-03-18,614
2020-03-19,624
2020-03-20,635
2020-03-21,630
2020-03-22,617
2020-03-23,602
2020-03-24,584
2020-03-25,554
2020-03-26,563
2020-03-27,579
2020-03-28,580
2020-03-29,559
2020-03-30,554
2020-03-31,540
2020-04-01,550
2020-04-02,572
2020-04-03,596
2020-04-04,623
2020-04-05,647
2020-04-06,659
2020-04-07,692
2020-04-08,714
2020-04-09,718
2020-04-10,736
2020-04-11,740
2020-04-12,767
2020-04-13,793
2020-04-14,803
2020-04-15,777
2020-04-16,738
2020-04-17,719
2020-04-18,730
2020-04-19,756
2020-04-20,779
2020-04-21,765
2020-04-22,732
2020-04-23,725
2020-04-24,703
2020-04-25,668
2020-04-26,647
2020-04-27,660
2020-04-28,677
2020-04-29,676
2020-04-30,674
2020-05-01,670
2020-05-02,683
2020-05-03,703
2020-05-04,720
2020-05-05,734
2020-05-06,736
2020-05-07,709
2020-05-08,696
2020-05-09,696
2020-05-10,703
2020-05-11,681
2020-05-12,650
2020-05-13,642
