date_obj,Raw%20swordfish price
2019-09-01,222
2019-09-02,226
2019-09-03,226
2019-09-04,228
2019-09-05,234
2019-09-06,235
2019-09-07,229
2019-09-08,220
2019-09-09,209
2019-09-10,211
2019-09-11,216
2019-09-12,224
2019-09-13,228
2019-09-14,228
2019-09-15,219
2019-09-16,215
2019-09-17,215
2019-09-18,215
2019-09-19,214
2019-09-20,217
2019-09-21,214
2019-09-22,210
2019-09-23,204
2019-09-24,206
2019-09-25,208
2019-09-26,212
2019-09-27,212
2019-09-28,210
2019-09-29,211
2019-09-30,208
2019-10-01,211
2019-10-02,212
2019-10-03,218
2019-10-04,218
2019-10-05,217
2019-10-06,212
2019-10-07,201
2019-10-08,198
2019-10-09,201
2019-10-10,204
2019-10-11,206
2019-10-12,207
2019-10-13,207
2019-10-14,205
2019-10-15,205
2019-10-16,207
2019-10-17,208
2019-10-18,209
2019-10-19,209
2019-10-20,205
2019-10-21,204
2019-10-22,203
2019-10-23,202
2019-10-24,199
2019-10-25,200
2019-10-26,201
2019-10-27,198
2019-10-28,191
2019-10-29,193
2019-10-30,196
2019-10-31,195
2019-11-01,198
2019-11-02,202
2019-11-03,200
2019-11-04,202
2019-11-05,206
2019-11-06,207
2019-11-07,205
2019-11-08,206
2019-11-09,204
2019-11-10,204
2019-11-11,205
2019-11-12,206
2019-11-13,208
2019-11-14,215
2019-11-15,225
2019-11-16,228
2019-11-17,232
2019-11-18,231
2019-11-19,229
2019-11-20,229
2019-11-21,229
2019-11-22,229
2019-11-23,228
2019-11-24,229
2019-11-25,228
2019-11-26,227
2019-11-27,227
2019-11-28,238
2019-11-29,250
2019-11-30,254
2019-12-01,266
2019-12-02,274
2019-12-03,280
2019-12-04,285
2019-12-05,286
2019-12-06,294
2019-12-07,308
2019-12-08,323
2019-12-09,339
2019-12-10,340
2019-12-11,332
2019-12-12,327
2019-12-13,317
2019-12-14,311
2019-12-15,309
2019-12-16,309
2019-12-17,317
2019-12-18,329
2019-12-19,330
2019-12-20,328
2019-12-21,327
2019-12-22,331
2019-12-23,324
2019-12-24,320
2019-12-25,321
2019-12-26,324
2019-12-27,335
2019-12-28,340
2019-12-29,344
2019-12-30,356
2019-12-31,356
2020-01-01,368
2020-01-02,371
2020-01-03,364
2020-01-04,363
2020-01-05,361
2020-01-06,362
2020-01-07,355
2020-01-08,351
2020-01-09,353
2020-01-10,353
2020-01-11,353
2020-01-12,353
2020-01-13,349
2020-01-14,348
2020-01-15,346
2020-01-16,345
2020-01-17,341
2020-01-18,338
2020-01-19,338
2020-01-20,336
2020-01-21,334
2020-01-22,333
2020-01-23,330
2020-01-24,329
2020-01-25,327
2020-01-26,339
2020-01-27,332
2020-01-28,331
2020-01-29,330
2020-01-30,333
2020-01-31,328
2020-02-01,324
2020-02-02,324
2020-02-03,324
2020-02-04,327
2020-02-05,335
2020-02-06,326
2020-02-07,326
2020-02-08,314
2020-02-09,304
2020-02-10,295
2020-02-11,293
2020-02-12,290
2020-02-13,291
2020-02-14,290
2020-02-15,289
2020-02-16,292
2020-02-17,289
2020-02-18,286
2020-02-19,286
2020-02-20,275
2020-02-21,272
2020-02-22,266
2020-02-23,269
2020-02-24,271
2020-02-25,275
2020-02-26,278
2020-02-27,275
2020-02-28,266
2020-02-29,269
2020-03-01,263
2020-03-02,264
2020-03-03,262
2020-03-04,272
2020-03-05,267
2020-03-06,262
2020-03-07,266
2020-03-08,271
2020-03-09,279
2020-03-10,285
2020-03-11,281
2020-03-12,272
2020-03-13,262
2020-03-14,258
2020-03-15,257
2020-03-16,250
2020-03-17,249
2020-03-18,249
2020-03-19,253
2020-03-20,253
2020-03-21,255
2020-03-22,255
2020-03-23,261
2020-03-24,254
2020-03-25,252
2020-03-26,253
2020-03-27,256
2020-03-28,266
2020-03-29,275
2020-03-30,285
2020-03-31,280
2020-04-01,273
2020-04-02,279
2020-04-03,293
2020-04-04,308
2020-04-05,322
2020-04-06,333
2020-04-07,350
2020-04-08,367
2020-04-09,383
2020-04-10,386
2020-04-11,380
2020-04-12,377
2020-04-13,374
2020-04-14,369
2020-04-15,358
2020-04-16,349
2020-04-17,343
2020-04-18,339
2020-04-19,336
2020-04-20,342
2020-04-21,354
2020-04-22,347
2020-04-23,343
2020-04-24,341
2020-04-25,337
2020-04-26,336
2020-04-27,342
2020-04-28,353
2020-04-29,356
2020-04-30,364
2020-05-01,372
2020-05-02,368
2020-05-03,364
2020-05-04,357
2020-05-05,355
2020-05-06,349
2020-05-07,346
2020-05-08,343
2020-05-09,337
2020-05-10,336
2020-05-11,333
2020-05-12,334
2020-05-13,336
