date_obj,Studded%20chaps price
2015-08-31,439
2015-09-01,448
2015-09-02,452
2015-09-03,449
2015-09-04,462
2015-09-05,473
2015-09-06,471
2015-09-07,477
2015-09-08,468
2015-09-09,480
2015-09-10,487
2015-09-11,485
2015-09-12,489
2015-09-13,491
2015-09-14,469
2015-09-15,449
2015-09-16,440
2015-09-17,430
2015-09-18,423
2015-09-19,425
2015-09-20,413
2015-09-21,399
2015-09-22,379
2015-09-23,382
2015-09-24,386
2015-09-25,388
2015-09-27,392
2015-09-28,395
2015-09-29,383
2015-09-30,385
2015-10-05,388
2015-10-06,380
2015-10-07,384
2015-10-08,379
2015-10-09,376
2015-10-10,376
2015-10-11,364
2015-10-12,359
2015-10-13,360
2015-10-14,370
2015-10-15,372
2015-10-16,367
2015-10-17,367
2015-10-18,363
2015-10-19,352
2015-10-20,356
2015-10-22,357
2015-10-23,369
2015-10-24,378
2015-10-25,383
2015-10-26,390
2015-10-27,390
2015-10-29,413
2015-10-30,419
2015-10-31,423
2015-11-01,431
2015-11-02,446
2015-11-03,464
2015-11-04,457
2015-11-05,479
2015-11-06,493
2015-11-07,510
2015-11-08,516
2015-11-09,530
2015-11-10,544
2015-11-11,550
2015-11-12,563
2015-11-13,549
2015-11-14,554
2015-11-15,549
2015-11-16,552
2015-11-17,553
2015-11-18,552
2015-11-19,565
2015-11-20,583
2015-11-21,583
2015-11-22,602
2015-11-23,602
2015-11-24,631
2015-11-25,662
2015-11-26,695
2015-11-27,676
2015-11-28,705
2015-11-29,737
2015-11-30,733
2015-12-01,732
2015-12-02,711
2015-12-03,684
2015-12-04,670
2015-12-05,663
2015-12-06,650
2015-12-07,638
2015-12-08,643
2015-12-09,632
2015-12-10,635
2015-12-11,617
2015-12-13,564
2015-12-14,568
2015-12-15,568
2015-12-16,544
2015-12-17,530
2015-12-18,535
2015-12-19,529
2015-12-20,532
2015-12-21,531
2015-12-22,532
2015-12-23,536
2015-12-24,520
2015-12-25,518
2015-12-26,501
2015-12-27,480
2015-12-28,483
2015-12-29,476
2015-12-30,483
2015-12-31,474
2016-01-01,472
2016-01-02,479
2016-01-03,487
2016-01-04,477
2016-01-05,456
2016-01-06,469
2016-01-07,470
2016-01-08,477
2016-01-09,487
2016-01-10,508
2016-01-11,508
2016-01-12,523
2016-01-13,550
2016-01-14,564
2016-01-15,565
2016-01-16,584
2016-01-17,606
2016-01-18,637
2016-01-19,652
2016-01-20,666
2016-01-21,675
2016-01-22,647
2016-01-23,617
2016-01-24,586
2016-01-25,580
2016-01-26,577
2016-01-27,560
2016-01-28,560
2016-01-29,548
2016-01-30,551
2016-01-31,528
2016-02-01,511
2016-02-02,503
2016-02-03,478
2016-02-04,467
2016-02-05,457
2016-02-06,444
2016-02-07,445
2016-02-08,444
2016-02-09,439
2016-02-10,435
2016-02-11,444
2016-02-12,453
2016-02-13,450
2016-02-14,435
2016-02-15,448
2016-02-16,456
2016-02-17,461
2016-02-18,477
2016-02-19,493
2016-02-20,517
2016-02-21,530
2016-02-22,557
2016-02-23,574
2016-02-24,593
2016-02-25,578
2016-02-26,568
2016-02-27,558
2016-02-28,579
2016-02-29,598
2016-03-01,596
2016-03-02,612
2016-03-03,621
2016-03-04,614
2016-03-05,626
2016-03-06,634
2016-03-07,655
2016-03-08,668
2016-03-09,676
2016-03-10,694
2016-03-11,717
2016-03-12,730
2016-03-13,758
2016-03-14,767
2016-03-15,728
2016-03-16,691
2016-03-17,680
2016-03-18,681
2016-03-19,693
2016-03-20,693
2016-03-21,715
2016-03-22,741
2016-03-23,774
2016-03-24,775
2016-03-25,787
2016-03-26,810
2016-03-27,821
2016-03-28,825
2016-03-29,806
2016-03-30,801
2016-03-31,794
2016-04-01,791
2016-04-02,783
2016-04-03,781
2016-04-04,760
2016-04-05,740
2016-04-06,730
2016-04-07,729
2016-04-08,726
2016-04-09,697
2016-04-10,683
2016-04-11,683
2016-04-12,664
2016-04-13,650
2016-04-14,633
2016-04-15,607
2016-04-16,593
2016-04-17,585
2016-04-18,566
2016-04-19,577
2016-04-20,584
2016-04-21,577
2016-04-22,589
2016-04-23,572
2016-04-24,585
2016-04-25,612
2016-04-26,630
2016-04-27,648
2016-04-28,625
2016-04-29,603
2016-04-30,621
2016-05-01,639
2016-05-02,643
2016-05-03,617
2016-05-04,637
2016-05-05,637
2016-05-06,631
2016-05-07,654
2016-05-08,662
2016-05-09,651
2016-05-10,648
2016-05-11,627
2016-05-12,621
2016-05-13,603
2016-05-14,572
2016-05-15,554
2016-05-16,527
2016-05-17,528
2016-05-18,517
2016-05-19,507
2016-05-22,502
2016-05-23,481
2016-05-24,458
2016-05-25,444
2016-05-26,443
2016-05-27,454
2016-05-28,472
2016-05-29,486
2016-05-30,509
2016-05-31,527
2016-06-01,543
2016-06-02,552
2016-06-03,545
2016-06-04,529
2016-06-05,519
2016-06-06,517
2016-06-07,519
2016-06-08,502
2016-06-09,486
2016-06-10,483
2016-06-11,472
2016-06-12,467
2016-06-13,456
2016-06-14,459
2016-06-15,446
2016-06-16,453
2016-06-17,455
2016-06-18,457
2016-06-19,450
2016-06-20,459
2016-06-21,476
2016-06-22,490
2016-06-23,500
2016-06-24,520
2016-06-25,516
2016-06-26,516
2016-06-27,530
2016-06-28,517
2016-06-29,529
2016-06-30,527
2016-07-01,501
2016-07-02,486
2016-07-03,463
2016-07-04,454
2016-07-05,458
2016-07-06,461
2016-07-07,449
2016-07-08,446
2016-07-09,447
2016-07-10,469
2016-07-11,476
2016-07-12,499
2016-07-13,524
2016-07-14,550
2016-07-15,577
2016-07-16,606
2016-07-17,637
2016-07-18,654
2016-07-24,606
2016-07-25,575
2016-07-26,546
2016-07-27,518
2016-07-28,492
2016-07-29,467
2016-07-30,443
2016-07-31,420
2016-08-01,399
2016-08-02,379
2016-08-03,370
2016-08-04,368
2016-08-05,370
2016-08-06,366
2016-08-07,354
2016-08-08,336
2016-08-09,321
2016-08-10,304
2016-08-11,288
2016-08-12,274
2016-08-13,274
2016-08-14,276
2016-08-15,275
2016-08-16,284
2016-08-17,291
2016-08-18,300
2016-08-19,304
2016-08-20,309
2016-08-21,324
2016-08-22,332
2016-08-23,349
2016-08-24,359
2016-08-25,369
2016-08-26,369
2016-08-28,395
2016-08-31,445
2016-09-01,467
2016-09-02,467
2016-09-03,475
2016-09-04,469
2016-09-05,459
2016-09-06,439
2016-09-07,455
2016-09-08,472
2016-09-09,481
2016-09-10,485
2016-09-11,493
2016-09-12,492
2016-09-13,491
2016-09-14,482
2016-09-15,481
2016-09-16,491
2016-09-17,475
2016-09-18,453
2016-09-19,442
2016-09-20,434
2016-09-21,423
2016-09-22,410
2016-09-23,395
2016-09-24,395
2016-09-25,384
2016-09-26,380
2016-09-27,382
2016-09-28,388
2016-09-29,384
2016-09-30,386
2016-10-01,394
2016-10-02,395
2016-10-03,388
2016-10-04,379
2016-10-05,378
2016-10-06,385
2016-10-07,385
2016-10-08,382
2016-10-09,394
2016-10-10,381
2016-10-11,386
2016-10-12,383
2016-10-13,384
2016-10-14,383
2016-10-15,384
2016-10-16,378
2016-10-17,376
2016-10-18,378
2016-10-19,386
2016-10-20,385
2016-10-21,383
2016-10-22,387
2016-10-23,386
2016-10-24,386
2016-10-25,393
2016-10-26,393
2016-10-27,392
2016-10-28,381
2016-10-29,378
2016-10-30,385
2016-10-31,379
2016-11-01,377
2016-11-02,385
2016-11-03,376
2016-11-04,373
2016-11-05,364
2016-11-06,362
2016-11-07,357
2016-11-08,359
2016-11-09,368
2016-11-10,374
2016-11-11,382
2016-11-12,385
2016-11-13,391
2016-11-14,397
2016-12-08,416
2016-12-09,418
2016-12-10,424
2016-12-11,424
2016-12-12,434
2016-12-13,423
2016-12-14,414
2016-12-15,417
2016-12-16,417
2016-12-17,417
2016-12-18,430
2016-12-19,434
2016-12-20,444
2016-12-21,448
2016-12-22,459
2016-12-23,456
2016-12-24,451
2016-12-25,444
2016-12-26,433
2016-12-27,431
2016-12-28,422
2016-12-29,415
2016-12-30,398
2016-12-31,390
2017-01-01,392
2017-01-02,399
2017-01-03,410
2017-01-04,408
2017-01-05,409
2017-01-06,405
2017-01-07,406
2017-01-08,415
2017-01-09,420
2017-01-10,434
2017-01-11,440
2017-01-12,437
2017-01-13,420
2017-01-14,404
2017-01-15,402
2017-01-16,414
2017-01-17,423
2017-01-18,437
2017-01-19,439
2017-01-20,442
2017-01-21,454
2017-01-22,465
2017-01-27,474
2017-01-28,471
2017-01-29,470
2017-01-30,454
2017-01-31,446
2017-02-01,446
2017-02-02,447
2017-02-03,455
2017-02-04,455
2017-02-05,433
2017-02-06,428
2017-02-07,418
2017-02-08,421
2017-02-09,416
2017-02-10,423
2017-02-11,422
2017-02-12,417
2017-02-13,418
2017-02-14,423
2017-02-15,437
2017-02-16,433
2017-02-18,428
2017-02-19,429
2017-02-20,442
2017-02-21,444
2017-02-22,442
2017-02-23,442
2017-02-24,442
2017-02-25,446
2017-02-26,436
2017-02-27,437
2017-02-28,432
2017-03-01,432
2017-03-02,433
2017-03-03,423
2017-03-04,431
2017-03-05,431
2017-03-06,434
2017-03-07,437
2017-03-08,445
2017-03-09,444
2017-03-10,439
2017-03-11,444
2017-03-12,442
2017-03-13,448
2017-03-14,449
2017-03-15,444
2017-03-16,432
2017-03-17,441
2017-03-18,433
2017-03-19,430
2017-03-20,436
2017-03-21,434
2017-03-22,429
2017-03-23,434
2017-03-24,431
2017-03-25,435
2017-03-26,440
2017-03-27,433
2017-03-28,435
2017-03-29,429
2017-03-30,436
2017-03-31,435
2017-04-01,436
2017-04-02,435
2017-04-03,427
2017-04-04,411
2017-04-12,368
2017-04-13,371
2017-04-14,377
2017-04-15,379
2017-04-16,382
2017-04-17,386
2017-04-18,388
2017-04-19,391
2017-04-20,383
2017-04-21,382
2017-04-22,386
2017-04-23,391
2017-04-24,405
2017-04-25,409
2017-04-26,412
2017-04-27,404
2017-04-28,396
2017-04-29,403
2017-04-30,420
2017-05-01,433
2017-05-02,450
2017-05-03,451
2017-05-04,454
2017-05-05,453
2017-05-06,454
2017-05-07,457
2017-05-08,461
2017-05-09,463
2017-05-10,439
2017-05-11,417
2017-05-12,412
2017-05-13,418
2017-05-14,424
2017-05-15,441
2017-05-16,448
2017-05-17,454
2017-05-18,466
2017-05-19,474
2017-05-20,482
2017-05-21,490
2017-05-22,473
2017-05-23,466
2017-05-24,468
2017-05-25,474
2017-05-26,466
2017-05-27,459
2017-05-28,468
2017-05-29,476
2017-05-30,490
2017-05-31,514
2017-06-01,515
2017-06-02,535
2017-06-03,551
2017-06-06,562
2017-06-07,570
2017-06-08,558
2017-06-09,546
2017-06-10,533
2017-06-11,538
2017-06-12,549
2017-06-13,525
2017-06-14,519
2017-06-15,508
2017-06-16,510
2017-06-17,518
2017-06-18,521
2017-06-19,521
2017-06-20,536
2017-06-21,536
2017-06-22,519
2017-06-23,516
2017-06-24,492
2017-06-25,480
2017-06-26,457
2017-06-27,444
2017-06-28,436
2017-06-29,419
2017-06-30,424
2017-07-01,431
2017-07-02,434
2017-07-03,427
2017-07-04,405
2017-07-05,384
2017-07-06,374
2017-07-07,369
2017-07-08,364
2017-07-13,373
2017-07-14,379
2017-07-15,371
2017-07-16,367
2017-07-17,364
2017-07-18,381
2017-07-19,390
2017-07-20,393
2017-07-21,405
2017-07-22,396
2017-07-23,410
2017-07-24,419
2017-07-25,438
2017-07-26,448
2017-07-27,462
2017-07-28,457
2017-07-29,465
2017-07-30,474
2017-07-31,490
2017-08-01,503
2017-08-02,499
2017-08-03,497
2017-08-04,505
2017-08-05,510
2017-08-06,521
2017-08-09,499
2017-08-10,482
2017-08-11,479
2017-08-12,466
2017-08-13,467
2017-08-14,473
2017-08-15,478
2017-08-16,460
2017-08-17,448
2017-08-18,428
2017-08-19,408
2017-08-20,409
2017-08-21,422
2017-08-22,420
2017-08-23,433
2017-08-24,440
2017-08-25,442
2017-08-26,445
2017-08-27,435
2017-08-28,423
2017-08-29,425
2017-08-30,417
2017-08-31,407
2017-09-01,390
2017-09-02,385
2017-09-03,391
2017-09-04,384
2017-09-05,365
2017-09-06,356
2017-09-07,360
2017-09-08,354
2017-09-09,350
2017-09-10,340
2017-09-11,340
2017-09-12,337
2017-09-13,331
2017-09-14,322
2017-09-15,323
2017-09-16,317
2017-09-17,327
2017-09-19,346
2017-09-20,358
2017-09-21,366
2017-09-22,378
2017-09-23,382
2017-09-24,387
2017-09-25,400
2017-09-26,418
2017-09-27,435
2017-09-28,446
2017-09-29,452
2017-09-30,456
2017-10-01,461
2017-10-02,459
2017-10-03,462
2017-10-04,454
2017-10-05,458
2017-10-06,477
2017-10-07,472
2017-10-08,468
2017-10-09,451
2017-10-10,446
2017-10-11,452
2017-10-12,433
2017-10-13,418
2017-10-14,413
2017-10-15,412
2017-10-16,412
2017-10-17,404
2017-10-18,400
2017-10-19,387
2017-10-20,393
2017-10-21,384
2017-10-22,371
2017-10-23,363
2017-10-24,351
2017-10-25,362
2017-10-26,380
2017-10-27,396
2017-10-28,396
2017-10-29,408
2017-10-30,417
2017-10-31,437
2017-11-01,447
2017-11-02,451
2017-11-03,462
2017-11-04,463
2017-11-05,460
2017-11-06,457
2017-11-07,456
2017-11-08,464
2017-11-09,453
2017-11-10,452
2017-11-11,441
2017-11-12,422
2017-11-13,408
2017-11-14,398
2017-11-15,397
2017-11-16,400
2017-11-17,402
2017-11-18,389
2017-11-19,369
2017-11-20,363
2017-11-21,356
2017-11-22,350
2017-11-23,348
2017-11-24,341
2017-11-25,339
2017-11-26,336
2017-11-27,327
2017-11-28,329
2017-11-29,332
2017-11-30,315
2017-12-01,317
2017-12-02,317
2017-12-03,326
2017-12-04,325
2017-12-05,330
2017-12-06,336
2017-12-07,335
2017-12-08,340
2017-12-09,346
2017-12-10,341
2017-12-11,346
2017-12-12,350
2017-12-13,361
2017-12-14,366
2017-12-15,376
2017-12-16,388
2017-12-17,378
2017-12-18,367
2017-12-19,360
2017-12-20,356
2017-12-21,353
2017-12-22,337
2017-12-23,328
2017-12-24,320
2017-12-25,322
2017-12-26,318
2017-12-27,329
2017-12-28,346
2017-12-29,358
2017-12-30,360
2017-12-31,364
2018-01-01,372
2018-01-02,368
2018-01-03,382
2018-01-04,389
2018-01-05,389
2018-01-06,381
2018-01-07,376
2018-01-08,390
2018-01-09,380
2018-01-10,361
2018-01-11,346
2018-01-12,364
2018-01-13,381
2018-01-14,382
2018-01-15,374
2018-01-16,379
2018-01-17,374
2018-01-18,367
2018-01-19,349
2018-01-20,341
2018-01-21,345
2018-01-22,349
2018-01-23,350
2018-01-24,350
2018-01-25,352
2018-01-26,342
2018-01-27,339
2018-01-28,338
2018-01-29,335
2018-01-30,350
2018-02-01,339
2018-02-02,326
2018-02-03,320
2018-02-04,321
2018-02-05,325
2018-02-06,322
2018-02-07,330
2018-02-08,332
2018-02-09,337
2018-02-10,345
2018-02-11,347
2018-02-12,352
2018-02-13,354
2018-02-14,345
2018-02-15,357
2018-02-16,359
2018-02-17,365
2018-02-18,366
2018-02-19,360
2018-02-20,356
2018-02-21,360
2018-02-22,355
2018-02-23,364
2018-02-24,381
2018-02-25,365
2018-02-26,355
2018-02-27,348
2018-02-28,339
2018-03-01,345
2018-03-02,348
2018-03-03,350
2018-03-04,354
2018-03-05,361
2018-03-06,366
2018-03-07,374
2018-03-08,377
2018-03-09,378
2018-03-10,377
2018-03-11,377
2018-03-12,358
2018-03-13,351
2018-03-14,355
2018-03-15,354
2018-03-16,352
2018-03-17,358
2018-03-18,359
2018-03-19,355
2018-03-20,357
2018-03-21,352
2018-03-23,341
2018-03-24,349
2018-03-26,341
2018-03-27,333
2018-03-28,339
2018-03-29,339
2018-03-30,340
2018-03-31,339
2018-04-01,335
2018-04-02,334
2018-04-03,334
2018-04-04,326
2018-04-05,332
2018-04-06,333
2018-04-08,334
2018-04-09,341
2018-04-10,339
2018-04-11,340
2018-04-12,331
2018-04-13,319
2018-04-14,321
2018-04-16,332
2018-04-17,330
2018-04-18,338
2018-04-19,342
2018-04-20,330
2018-04-21,319
2018-04-22,323
2018-04-23,322
2018-04-24,324
2018-04-25,325
2018-04-26,319
2018-04-27,319
2018-04-28,321
2018-04-29,322
2018-04-30,317
2018-05-02,324
2018-05-03,323
2018-05-04,325
2018-05-05,334
2018-05-06,343
2018-05-07,347
2018-05-08,348
2018-05-09,351
2018-05-10,365
2018-05-11,369
2018-05-12,368
2018-05-13,362
2018-05-14,360
2018-05-15,355
2018-05-16,350
2018-05-17,353
2018-05-18,354
2018-05-19,354
2018-05-20,352
2018-05-21,361
2018-05-22,368
2018-05-23,372
2018-05-24,377
2018-05-25,385
2018-05-26,391
2018-05-27,386
2018-05-28,388
2018-05-29,392
2018-05-30,380
2018-05-31,381
2018-06-01,382
2018-06-02,381
2018-06-03,380
2018-06-04,387
2018-06-05,400
2018-06-06,403
2018-06-07,414
2018-06-08,421
2018-06-09,423
2018-06-10,427
2018-06-11,430
2018-06-12,445
2018-06-13,447
2018-06-14,429
2018-06-15,416
2018-06-16,420
2018-06-17,430
2018-06-18,432
2018-06-19,430
2018-06-20,428
2018-06-21,438
2018-06-22,441
2018-06-23,445
2018-06-24,448
2018-06-25,439
2018-06-26,424
2018-06-27,402
2018-06-28,389
2018-06-29,387
2018-06-30,389
2018-07-01,393
2018-07-02,398
2018-07-03,405
2018-07-04,411
2018-07-05,411
2018-07-06,410
2018-07-07,413
2018-07-08,409
2018-07-09,413
2018-07-10,413
2018-07-11,418
2018-07-12,416
2018-07-13,404
2018-07-14,408
2018-07-15,410
2018-07-16,415
2018-07-17,401
2018-07-18,385
2018-07-19,374
2018-07-20,366
2018-07-21,370
2018-07-22,374
2018-07-23,373
2018-07-24,379
2018-07-25,384
2018-07-26,396
2018-07-27,405
2018-07-28,414
2018-07-29,410
2018-07-30,410
2018-07-31,409
2018-08-01,407
2018-08-02,409
2018-08-03,412
2018-08-04,410
2018-08-05,410
2018-08-06,410
2018-08-07,411
2018-08-08,408
2018-08-09,411
2018-08-10,412
2018-08-11,415
2018-08-12,415
2018-08-14,424
2018-08-16,416
2018-08-17,408
2018-08-18,418
2018-08-19,413
2018-08-20,410
2018-08-21,400
2018-08-22,409
2018-08-23,407
2018-08-24,399
2018-08-25,398
2018-08-26,407
2018-08-27,422
2018-08-28,408
2018-08-29,387
2018-08-30,379
2018-09-01,371
2018-09-02,372
2018-09-03,383
2018-09-04,395
2018-09-05,404
2018-09-06,406
2018-09-07,401
2018-09-08,402
2018-09-09,400
2018-09-10,404
2018-09-11,408
2018-09-12,416
2018-09-13,432
2018-09-14,445
2018-09-15,445
2018-09-16,444
2018-09-17,445
2018-09-18,447
2018-09-19,441
2018-09-20,433
2018-09-21,415
2018-09-22,409
2018-09-23,411
2018-09-24,402
2018-09-25,402
2018-09-26,396
2018-09-27,388
2018-09-28,385
2018-09-29,392
2018-09-30,391
2018-10-02,382
2018-10-03,381
2018-10-04,393
2018-10-05,399
2018-10-06,397
2018-10-07,388
2018-10-08,383
2018-10-09,385
2018-10-10,381
2018-10-11,379
2018-10-12,378
2018-10-13,377
2018-10-14,382
2018-10-15,392
2018-10-16,401
2018-10-17,396
2018-10-18,387
2018-10-19,388
2018-10-20,400
2018-10-21,396
2018-10-22,403
2018-10-23,403
2018-10-24,407
2018-10-25,412
2018-10-26,406
2018-10-27,411
2018-10-28,406
2018-10-29,405
2018-10-30,408
2018-10-31,422
2018-11-01,443
2018-11-03,489
2018-11-04,514
2018-11-05,540
2018-11-06,566
2018-11-07,594
2018-11-08,610
2018-11-09,628
2018-11-10,643
2018-11-11,630
2018-11-12,613
2018-11-13,602
2018-11-14,596
2018-11-15,583
2018-11-16,553
2018-11-17,528
2018-11-18,501
2018-11-19,477
2018-11-20,456
2018-11-21,438
2018-11-22,416
2018-11-23,400
2018-11-24,389
2018-11-25,370
2018-11-26,351
2018-11-27,341
2018-11-28,339
2018-11-29,355
2018-12-01,370
2018-12-02,373
2018-12-03,385
2018-12-04,382
2018-12-05,389
2018-12-07,413
2018-12-09,407
2018-12-10,398
2018-12-11,380
2018-12-12,368
2018-12-13,362
2018-12-14,359
2018-12-15,351
2018-12-16,343
2018-12-17,342
2018-12-18,343
2018-12-19,348
2018-12-20,346
2018-12-21,356
2018-12-22,368
2018-12-23,361
2018-12-24,360
2018-12-25,368
2018-12-26,378
2018-12-27,373
2018-12-28,364
2018-12-29,353
2018-12-30,354
2018-12-31,343
2019-01-01,335
2019-01-02,338
2019-01-03,326
2019-01-04,321
2019-01-05,322
2019-01-06,328
2019-01-08,324
2019-01-10,317
2019-01-11,312
2019-01-12,319
2019-01-13,321
2019-01-14,322
2019-01-15,334
2019-01-16,342
2019-01-17,349
2019-01-18,345
2019-01-19,343
2019-01-20,339
2019-01-21,331
2019-01-22,331
2019-01-23,338
2019-01-24,335
2019-01-25,337
2019-01-26,342
2019-01-27,337
2019-01-28,330
2019-01-29,326
2019-01-30,323
2019-01-31,324
2019-02-01,321
2019-02-02,308
2019-02-03,304
2019-02-04,301
2019-02-05,304
2019-02-06,302
2019-02-07,304
2019-02-08,293
2019-02-09,292
2019-02-10,291
2019-02-11,284
2019-02-12,285
2019-02-13,290
2019-02-14,299
2019-02-15,303
2019-02-16,312
2019-02-17,316
2019-02-18,314
2019-02-19,320
2019-02-20,313
2019-02-21,318
2019-02-22,331
2019-02-23,337
2019-02-24,326
2019-02-25,318
2019-02-26,318
2019-02-27,323
2019-02-28,321
2019-03-01,325
2019-03-02,327
2019-03-03,330
2019-03-04,330
2019-03-05,327
2019-03-06,326
2019-03-07,335
2019-03-08,337
2019-03-09,350
2019-03-10,355
2019-03-11,372
2019-03-12,364
2019-03-13,359
2019-03-14,344
2019-03-15,340
2019-03-16,336
2019-03-17,332
2019-03-18,323
2019-03-19,320
2019-03-20,312
2019-03-21,313
2019-03-22,314
2019-03-23,316
2019-03-24,311
2019-03-25,305
2019-03-26,313
2019-03-27,303
2019-03-28,317
2019-03-29,332
2019-03-30,322
2019-03-31,330
2019-04-01,343
2019-04-02,332
2019-04-03,315
2019-04-04,314
2019-04-05,307
2019-04-06,315
2019-04-07,316
2019-04-08,326
2019-04-09,326
2019-04-10,317
2019-04-11,318
2019-04-12,307
2019-04-13,300
2019-04-14,291
2019-04-15,281
2019-04-16,278
2019-04-17,274
2019-04-18,282
2019-04-19,273
2019-04-20,267
2019-04-21,270
2019-04-22,277
2019-04-23,279
2019-04-24,273
2019-04-25,274
2019-04-26,276
2019-04-27,282
2019-04-28,282
2019-04-29,282
2019-04-30,278
2019-05-01,269
2019-05-02,265
2019-05-03,267
2019-05-04,269
2019-05-05,278
2019-05-06,274
2019-05-07,282
2019-05-08,287
2019-05-09,295
2019-05-10,295
2019-05-11,296
2019-05-12,296
2019-05-13,296
2019-05-14,293
2019-05-15,292
2019-05-16,288
2019-05-17,289
2019-05-18,286
2019-05-19,287
2019-05-20,299
2019-05-21,293
2019-05-22,287
2019-05-23,279
2019-05-24,284
2019-05-25,294
2019-05-26,292
2019-05-27,288
2019-05-28,288
2019-05-29,289
2019-05-30,295
2019-05-31,300
2019-06-01,299
2019-06-02,299
2019-06-03,311
2019-06-04,323
2019-06-05,325
2019-06-06,330
2019-06-07,333
2019-06-08,329
2019-06-09,315
2019-06-10,319
2019-06-11,322
2019-06-12,316
2019-06-13,303
2019-06-14,300
2019-06-15,308
2019-06-16,304
2019-06-17,302
2019-06-18,295
2019-06-19,289
2019-06-20,283
2019-06-21,278
2019-06-22,275
2019-06-23,270
2019-06-24,274
2019-06-25,276
2019-06-26,275
2019-06-27,280
2019-06-28,292
2019-06-29,290
2019-06-30,297
2019-07-01,309
2019-07-02,318
2019-07-03,327
2019-07-04,336
2019-07-05,351
2019-07-06,356
2019-07-07,340
2019-07-08,336
2019-07-09,330
2019-07-10,320
2019-07-11,310
2019-07-12,306
2019-07-13,312
2019-07-14,316
2019-07-15,315
2019-07-16,305
2019-07-17,295
2019-07-18,292
2019-07-19,290
2019-07-20,292
2019-07-21,289
2019-07-22,291
2019-07-23,297
2019-07-24,298
2019-07-25,300
2019-07-26,299
2019-07-27,300
2019-07-28,294
2019-07-29,291
2019-07-30,287
2019-07-31,289
2019-08-01,298
2019-08-02,297
2019-08-03,291
2019-08-04,283
2019-08-05,294
2019-08-06,302
2019-08-07,293
2019-08-08,295
2019-08-09,287
2019-08-10,289
2019-08-11,286
2019-08-12,283
2019-08-13,276
2019-08-14,276
2019-08-15,272
2019-08-16,274
2019-08-17,275
2019-08-18,273
2019-08-19,278
2019-08-20,275
2019-08-21,285
2019-08-22,286
2019-08-23,293
2019-08-24,298
2019-08-24,298
2019-08-25,300
2019-08-25,300
2019-08-26,297
2019-08-26,297
2019-08-27,298
2019-08-27,298
2019-08-28,296
2019-08-29,288
2019-08-30,288
2019-08-31,286
2019-09-01,285
2019-09-02,296
2019-09-03,296
2019-09-04,294
2019-09-05,297
