date_obj,Guthan's%20warspear price
2016-07-29,3072849
2016-07-30,3079460
2016-07-31,3079460
2016-08-01,3063968
2016-08-02,3066112
2016-08-03,3065148
2016-08-04,3065148
2016-08-05,3053111
2016-08-06,3002159
2016-08-07,3003199
2016-08-08,3003199
2016-08-09,2923902
2016-08-10,2797671
2016-08-11,2797671
2016-08-12,2684477
2016-08-13,2684477
2016-08-14,2594346
2016-08-15,2648562
2016-08-16,2768183
2016-08-17,2768183
2016-08-18,2850281
2016-08-19,2942696
2016-08-20,2980487
2016-08-21,3108812
2016-08-22,3244520
2016-08-23,3206146
2016-08-24,3206146
2016-08-25,3090555
2016-08-26,3090555
2016-08-28,2936431
2016-08-31,2798760
2016-09-01,2750292
2016-09-02,2750292
2016-09-03,2747308
2016-09-04,2738986
2016-09-05,2729012
2016-09-06,2717467
2016-09-07,2717467
2016-09-08,2759930
2016-09-09,2759930
2016-09-10,2854529
2016-09-11,2854529
2016-09-12,2884248
2016-09-13,2852863
2016-09-14,2852863
2016-09-15,2759544
2016-09-16,2759544
2016-09-17,2815752
2016-09-18,2919339
2016-09-19,2949350
2016-09-20,2949350
2016-09-21,3027934
2016-09-22,3152818
2016-09-23,3270846
2016-09-24,3270846
2016-09-25,3168308
2016-09-26,3168308
2016-09-27,3052131
2016-09-28,3052131
2016-09-29,2976536
2016-09-30,2901502
2016-10-01,2901502
2016-10-02,2917404
2016-10-03,2917404
2016-10-04,2811154
2016-10-05,2811154
2016-10-06,2758911
2016-10-07,2758911
2016-10-08,2755317
2016-10-09,2755317
2016-10-10,2799760
2016-10-11,2799760
2016-10-12,2755301
2016-10-13,2745405
2016-10-14,2745405
2016-10-15,2793282
2016-10-16,2793282
2016-10-17,2859687
2016-10-18,2859687
2016-10-19,2930689
2016-10-20,2930689
2016-10-21,3031073
2016-10-22,3031073
2016-10-23,3041540
2016-10-24,2981109
2016-10-25,2981109
2016-10-26,2912967
2016-10-27,2912967
2016-10-28,2854642
2016-10-29,2879922
2016-10-30,2927527
2016-10-31,2902599
2016-11-01,2902599
2016-11-02,2929937
2016-11-03,2929937
2016-11-04,2946500
2016-11-05,2946500
2016-11-06,2901787
2016-11-07,2901787
2016-11-08,2875617
2016-11-09,2875617
2016-11-10,2810479
2016-11-11,2810479
2016-11-12,2719928
2016-11-13,2719928
2016-11-14,2790518
2016-11-15,2790518
2016-12-07,2281143
2016-12-08,2299433
2016-12-09,2299433
2016-12-10,2259148
2016-12-11,2314120
2016-12-12,2366709
2016-12-13,2366709
2016-12-14,2347827
2016-12-15,2347827
2016-12-16,2443727
2016-12-17,2564014
2016-12-18,2564014
2016-12-19,2692207
2016-12-20,2815276
2016-12-21,2930378
2016-12-22,2930378
2016-12-23,3004060
2016-12-24,3004060
2016-12-25,2977467
2016-12-26,2974716
2016-12-27,3015563
2016-12-28,3135865
2016-12-29,3085470
2016-12-30,3107306
2016-12-31,3038666
2017-01-01,2924041
2017-01-02,3000313
2017-01-03,3000313
2017-01-04,3044967
2017-01-05,2893858
2017-01-06,2749165
2017-01-07,2611706
2017-01-08,2481198
2017-01-09,2371505
2017-01-10,2316204
2017-01-11,2353702
2017-01-12,2440109
2017-01-13,2440109
2017-01-14,2506577
2017-01-15,2600966
2017-01-16,2512513
2017-01-17,2445358
2017-01-18,2362630
2017-01-19,2267943
2017-01-20,2194496
2017-01-21,2193372
2017-01-22,2194043
2017-01-23,2158264
2017-01-27,2206965
2017-01-28,2194815
2017-01-29,2196673
2017-01-30,2196673
2017-01-31,2223228
2017-02-01,2268830
2017-02-02,2268195
2017-02-03,2268371
2017-02-04,2279051
2017-02-05,2295844
2017-02-06,2295844
2017-02-07,2306721
2017-02-08,2274811
2017-02-09,2274811
2017-02-10,2215832
2017-02-11,2197942
2017-02-12,2197942
2017-02-13,2217024
2017-02-14,2224700
2017-02-15,2224700
2017-02-16,2187821
2017-02-18,2197432
2017-02-19,2180760
2017-02-20,2180760
2017-02-21,2150283
2017-02-22,2150283
2017-02-23,2051050
2017-02-24,2051050
2017-02-25,1960874
2017-02-26,1953174
2017-02-27,1985703
2017-02-28,1971878
2017-03-01,1971878
2017-03-02,1933748
2017-03-03,1933748
2017-03-04,1962024
2017-03-05,2019669
2017-03-06,2037921
2017-03-07,2008499
2017-03-08,2008499
2017-03-09,1982197
2017-03-10,1903463
2017-03-11,1836838
2017-03-12,1790939
2017-03-13,1737540
2017-03-14,1657454
2017-03-15,1574636
2017-03-16,1522089
2017-03-17,1471628
2017-03-18,1402038
2017-03-19,1350799
2017-03-20,1283491
2017-03-21,1247767
2017-03-22,1265265
2017-03-23,1326469
2017-03-24,1392793
2017-03-25,1392793
2017-03-26,1460476
2017-03-27,1496362
2017-03-28,1496362
2017-03-29,1457054
2017-03-30,1504796
2017-03-31,1580036
2017-04-01,1580036
2017-04-02,1653426
2017-04-03,1707424
2017-04-04,1708262
2017-04-12,1727841
2017-04-13,1743318
2017-04-14,1762143
2017-04-15,1754474
2017-04-16,1778812
2017-04-17,1744817
2017-04-18,1720410
2017-04-19,1715814
2017-04-20,1715814
2017-04-21,1705751
2017-04-22,1705751
2017-04-23,1701290
2017-04-24,1728338
2017-04-25,1753023
2017-04-26,1753023
2017-04-27,1766960
2017-04-28,1807783
2017-04-29,1800532
2017-04-30,1852057
2017-05-01,1890261
2017-05-02,1950849
2017-05-03,1984222
2017-05-04,2079914
2017-05-05,2182095
2017-05-06,2182095
2017-05-07,2163846
2017-05-08,2100904
2017-05-09,2048841
2017-05-10,1956036
2017-05-11,1913452
2017-05-12,1839976
2017-05-13,1755694
2017-05-14,1755694
2017-05-15,1734767
2017-05-16,1772136
2017-05-17,1772136
2017-05-18,1840828
2017-05-19,1840828
2017-05-20,1860667
2017-05-21,1860667
2017-05-22,1907237
2017-05-23,1956737
2017-05-24,1915399
2017-05-25,1825443
2017-05-26,1734216
2017-05-27,1708628
2017-05-28,1769636
2017-05-29,1818480
2017-05-30,1886732
2017-05-31,1973946
2017-06-01,1972759
2017-06-02,1875306
2017-06-03,1875306
2017-06-04,1927156
2017-06-05,1928622
2017-06-06,1890535
2017-06-07,1837526
2017-06-08,1837526
2017-06-09,1804556
2017-06-10,1760561
2017-06-11,1732722
2017-06-12,1646736
2017-06-13,1687752
2017-06-14,1767630
2017-06-15,1803510
2017-06-16,1791601
2017-06-17,1783928
2017-06-18,1749744
2017-06-19,1749744
2017-06-20,1691775
2017-06-21,1661576
2017-06-22,1661576
2017-06-23,1649176
2017-06-24,1640087
2017-06-25,1640087
2017-06-26,1662524
2017-06-27,1673607
2017-06-28,1654215
2017-06-29,1659551
2017-06-30,1655740
2017-07-01,1655740
2017-07-02,1666062
2017-07-03,1694760
2017-07-04,1689058
2017-07-05,1689058
2017-07-06,1650215
2017-07-07,1650215
2017-07-08,1642210
2017-07-13,1603131
2017-07-14,1599517
2017-07-15,1599517
2017-07-16,1627582
2017-07-17,1622104
2017-07-18,1637646
2017-07-19,1665967
2017-07-20,1714183
2017-07-21,1734070
2017-07-22,1812287
2017-07-23,1899285
2017-07-24,1899285
2017-07-25,1930761
2017-07-26,1904875
2017-07-27,1891745
2017-07-28,1898529
2017-07-29,1898529
2017-07-30,1874782
2017-07-31,1874782
2017-08-01,1854950
2017-08-02,1837122
2017-08-03,1837122
2017-08-04,1830692
2017-08-05,1806889
2017-08-06,1806889
2017-08-09,1731135
2017-08-10,1663908
2017-08-11,1663908
2017-08-12,1639212
2017-08-13,1609694
2017-08-14,1554926
2017-08-15,1544487
2017-08-16,1526979
2017-08-17,1501063
2017-08-18,1501063
2017-08-19,1525531
2017-08-20,1600653
2017-08-21,1618673
2017-08-22,1542464
2017-08-23,1501261
2017-08-24,1501261
2017-08-25,1487576
2017-08-26,1484803
2017-08-27,1517716
2017-08-28,1517716
2017-08-29,1516409
2017-08-30,1481237
2017-08-31,1481237
2017-09-01,1459883
2017-09-02,1477935
2017-09-03,1477935
2017-09-04,1481005
2017-09-05,1548774
2017-09-06,1604811
2017-09-07,1570509
2017-09-08,1570509
2017-09-09,1582244
2017-09-10,1591241
2017-09-11,1530740
2017-09-12,1530740
2017-09-13,1537107
2017-09-14,1560498
2017-09-15,1560498
2017-09-16,1568809
2017-09-17,1622868
2017-09-18,1628491
2017-09-19,1628491
2017-09-20,1617376
2017-09-21,1569314
2017-09-22,1522189
2017-09-23,1522189
2017-09-24,1514208
2017-09-25,1496405
2017-09-26,1465126
2017-09-27,1465126
2017-09-28,1478135
2017-09-29,1455754
2017-09-30,1463429
2017-10-01,1485272
2017-10-02,1448647
2017-10-03,1448647
2017-10-04,1423520
2017-10-05,1376009
2017-10-06,1383240
2017-10-07,1370667
2017-10-08,1367885
2017-10-09,1352186
2017-10-10,1329203
2017-10-11,1329203
2017-10-12,1338733
2017-10-13,1350004
2017-10-14,1376208
2017-10-15,1376208
2017-10-16,1355006
2017-10-17,1355006
2017-10-18,1346788
2017-10-19,1385566
2017-10-20,1412610
2017-10-21,1423297
2017-10-22,1396570
2017-10-23,1390404
2017-10-24,1390404
2017-10-25,1392828
2017-10-26,1461157
2017-10-27,1527773
2017-10-28,1527773
2017-10-29,1575712
2017-10-30,1592876
2017-10-31,1577886
2017-11-01,1577886
2017-11-02,1566775
2017-11-03,1524942
2017-11-04,1476191
2017-11-05,1457417
2017-11-06,1430350
2017-11-07,1430350
2017-11-08,1384322
2017-11-09,1359085
2017-11-10,1374510
2017-11-11,1374510
2017-11-12,1384532
2017-11-13,1404114
2017-11-14,1376961
2017-11-15,1354699
2017-11-16,1349626
2017-11-17,1332412
2017-11-18,1332412
2017-11-19,1337008
2017-11-20,1308014
2017-11-21,1261624
2017-11-22,1233571
2017-11-23,1210681
2017-11-24,1192116
2017-11-25,1166617
2017-11-26,1154350
2017-11-27,1154350
2017-11-28,1140331
2017-11-29,1098754
2017-11-30,1098754
2017-12-01,1053002
2017-12-02,1053002
2017-12-03,1042578
2017-12-04,1042578
2017-12-05,1073178
2017-12-06,1088255
2017-12-07,1093901
2017-12-08,1093901
2017-12-09,1137172
2017-12-10,1130550
2017-12-11,1116843
2017-12-12,1116843
2017-12-13,1115340
2017-12-14,1120599
2017-12-15,1122975
2017-12-16,1133790
2017-12-17,1141187
2017-12-18,1134258
2017-12-19,1134258
2017-12-20,1122753
2017-12-21,1111071
2017-12-22,1126524
2017-12-23,1132116
2017-12-24,1142712
2017-12-25,1142712
2017-12-26,1139504
2017-12-27,1145614
2017-12-28,1145614
2017-12-29,1146910
2017-12-30,1169282
2017-12-31,1173034
2018-01-01,1200890
2018-01-02,1206840
2018-01-03,1238105
2018-01-04,1184348
2018-01-05,1126382
2018-01-06,1116736
2018-01-07,1133993
2018-01-08,1140207
2018-01-09,1118602
2018-01-10,1118602
2018-01-11,1122470
2018-01-12,1178594
2018-01-13,1237240
2018-01-14,1273373
2018-01-15,1291317
2018-01-16,1330895
2018-01-17,1343456
2018-01-18,1352573
2018-01-19,1352573
2018-01-20,1392823
2018-01-21,1450169
2018-01-22,1521285
2018-01-23,1557084
2018-01-25,1668940
2018-01-26,1665404
2018-01-27,1617251
2018-01-28,1607816
2018-01-29,1590900
2018-01-30,1637284
2018-01-31,1644534
2018-02-01,1628787
2018-02-02,1638213
2018-02-03,1651652
2018-02-04,1668782
2018-02-05,1659332
2018-02-06,1640155
2018-02-07,1620585
2018-02-08,1590841
2018-02-09,1575740
2018-02-10,1529164
2018-02-12,1408274
2018-02-13,1359904
2018-02-14,1336474
2018-02-15,1334156
2018-02-16,1390271
2018-02-17,1445289
2018-02-18,1399816
2018-02-19,1373388
2018-02-20,1376281
2018-02-21,1376157
2018-02-22,1370267
2018-02-23,1399285
2018-02-24,1429706
2018-02-25,1412589
2018-02-26,1404971
2018-02-27,1410380
2018-02-28,1429985
2018-03-01,1420797
2018-03-02,1412192
2018-03-03,1451652
2018-03-04,1465337
2018-03-05,1466241
2018-03-06,1457830
2018-03-07,1437186
2018-03-08,1436523
2018-03-09,1437056
2018-03-10,1443652
2018-03-11,1433316
2018-03-12,1439849
2018-03-13,1464249
2018-03-14,1457478
2018-03-15,1439840
2018-03-16,1442132
2018-03-17,1442733
2018-03-18,1457242
2018-03-19,1446478
2018-03-20,1429805
2018-03-21,1423614
2018-03-23,1396869
2018-03-24,1404379
2018-03-25,1410913
2018-03-26,1406464
2018-03-27,1410047
2018-03-28,1387897
2018-03-29,1381298
2018-03-30,1375794
2018-03-31,1379435
2018-04-01,1390533
2018-04-02,1396380
2018-04-03,1394859
2018-04-04,1401822
2018-04-05,1439814
2018-04-06,1426353
2018-04-07,1426528
2018-04-08,1433682
2018-04-09,1421199
2018-04-10,1411661
2018-04-11,1411063
2018-04-12,1387930
2018-04-13,1383311
2018-04-14,1390144
2018-04-15,1388718
2018-04-16,1383466
2018-04-17,1376999
2018-04-18,1372929
2018-04-19,1333120
2018-04-20,1282835
2018-04-21,1230371
2018-04-22,1202279
2018-04-23,1198926
2018-04-24,1203967
2018-04-25,1216840
2018-04-26,1229465
2018-04-27,1241330
2018-04-28,1250549
2018-04-29,1242655
2018-04-30,1260724
2018-05-01,1256850
2018-05-03,1231607
2018-05-04,1229306
2018-05-05,1256380
2018-05-06,1256380
2018-05-07,1260091
2018-05-08,1263478
2018-05-09,1265213
2018-05-10,1268855
2018-05-11,1271699
2018-05-12,1273439
2018-05-13,1283839
2018-05-14,1303687
2018-05-15,1308984
2018-05-16,1310949
2018-05-17,1312983
2018-05-18,1313379
2018-05-19,1319612
2018-05-20,1326445
2018-05-21,1310265
2018-05-22,1314209
2018-05-23,1292652
2018-05-24,1284729
2018-05-25,1282171
2018-05-26,1296103
2018-05-27,1308185
2018-05-28,1305509
2018-05-29,1309849
2018-05-30,1301467
2018-05-31,1292566
2018-06-01,1290463
2018-06-02,1284620
2018-06-03,1255125
2018-06-04,1259369
2018-06-05,1269274
2018-06-06,1246002
2018-06-07,1185363
2018-06-08,1126795
2018-06-09,1074207
2018-06-10,1020496
2018-06-11,980618
2018-06-12,952377
2018-06-13,956617
2018-06-14,960231
2018-06-15,935208
2018-06-16,960194
2018-06-17,974251
2018-06-18,949727
2018-06-19,934618
2018-06-20,934618
2018-06-21,919423
2018-06-22,907939
2018-06-23,891140
2018-06-24,884601
2018-06-25,870735
2018-06-26,862963
2018-06-27,861410
2018-06-28,873428
2018-06-29,888812
2018-06-30,900789
2018-07-01,909952
2018-07-02,922888
2018-07-03,933870
2018-07-04,928416
2018-07-05,937765
2018-07-06,960722
2018-07-07,1003172
2018-07-08,1044462
2018-07-09,1062385
2018-07-10,1105342
2018-07-11,1117081
2018-07-12,1114835
2018-07-13,1124398
2018-07-14,1135403
2018-07-15,1138386
2018-07-16,1123698
2018-07-17,1113481
2018-07-18,1121102
2018-07-19,1113297
2018-07-20,1105554
2018-07-21,1106813
2018-07-22,1119698
2018-07-23,1111634
2018-07-24,1092562
2018-07-25,1103767
2018-07-26,1082983
2018-07-27,1065996
2018-07-28,1080623
2018-07-29,1108995
2018-07-30,1100026
2018-07-31,1086800
2018-08-01,1093118
2018-08-02,1082983
2018-08-03,1091111
2018-08-04,1109086
2018-08-05,1146860
2018-08-06,1167267
2018-08-07,1168122
2018-08-08,1172333
2018-08-09,1200446
2018-08-10,1169686
2018-08-11,1139744
2018-08-12,1131858
2018-08-14,1092485
2018-08-16,1021118
2018-08-17,992295
2018-08-18,978711
2018-08-19,979457
2018-08-20,1010653
2018-08-21,1015270
2018-08-22,998709
2018-08-23,982448
2018-08-24,967054
2018-08-25,972519
2018-08-26,979887
2018-08-27,994806
2018-08-28,973933
2018-08-29,995816
2018-08-30,1021972
2018-08-31,1033582
2018-09-01,1064591
2018-09-02,1074876
2018-09-03,1119574
2018-09-04,1138749
2018-09-05,1100944
2018-09-06,1094698
2018-09-07,1057265
2018-09-08,1034291
2018-09-09,1021366
2018-09-10,1000295
2018-09-11,986982
2018-09-12,981728
2018-09-13,981033
2018-09-14,986624
2018-09-15,992342
2018-09-16,1004026
2018-09-17,996390
2018-09-18,1001694
2018-09-19,1008278
2018-09-20,999611
2018-09-21,997453
2018-09-22,1005602
2018-09-23,1029315
2018-09-24,1039092
2018-09-25,1037657
2018-09-26,1032094
2018-09-27,1017551
2018-09-28,1027831
2018-09-29,1032042
2018-09-30,1051149
2018-10-01,1046604
2018-10-02,1038580
2018-10-03,1030410
2018-10-04,1025538
2018-10-05,1014680
2018-10-06,1016180
2018-10-07,1024627
2018-10-08,1025406
2018-10-09,1026568
2018-10-10,1008105
2018-10-11,1002192
2018-10-12,997165
2018-10-13,1001512
2018-10-14,1011140
2018-10-15,1022686
2018-10-16,1002348
2018-10-17,980147
2018-10-18,968837
2018-10-19,983043
2018-10-20,1010496
2018-10-21,1034284
2018-10-22,1019365
2018-10-23,1006819
2018-10-24,1002439
2018-10-25,1014316
2018-10-26,1057455
2018-10-27,1081629
2018-10-28,1130867
2018-10-29,1174466
2018-10-30,1163767
2018-10-31,1208296
2018-11-01,1236978
2018-11-03,1355503
2018-11-04,1414508
2018-11-05,1444561
2018-11-06,1446322
2018-11-07,1512574
2018-11-08,1534351
2018-11-09,1544026
2018-11-10,1543682
2018-11-11,1594660
2018-11-12,1672646
2018-11-13,1731220
2018-11-14,1795541
2018-11-15,1875198
2018-11-16,1935243
2018-11-17,2025796
2018-11-18,2094816
2018-11-19,2065000
2018-11-20,2000806
