date_obj,Emerald%20ring price
2015-08-17,1433
2015-08-18,1421
2015-08-19,1421
2015-08-20,1413
2015-08-21,1413
2015-08-22,1458
2015-08-23,1458
2015-08-24,1444
2015-08-25,1444
2015-08-26,1444
2015-08-27,1469
2015-08-28,1469
2015-08-29,1497
2015-08-30,1497
2015-08-31,1451
2015-09-01,1451
2015-09-02,1456
2015-09-03,1456
2015-09-04,1491
2015-09-05,1491
2015-09-06,1491
2015-09-07,1486
2015-09-08,1486
2015-09-09,1447
2015-09-10,1447
2015-09-11,1409
2015-09-12,1409
2015-09-13,1422
2015-09-14,1422
2015-09-15,1414
2015-09-16,1414
2015-09-17,1382
2015-09-18,1382
2015-09-19,1367
2015-09-20,1367
2015-09-21,1378
2015-09-22,1378
2015-09-23,1358
2015-09-24,1358
2015-09-25,1358
2015-09-27,1315
2015-09-28,1266
2015-09-29,1266
2015-09-30,1202
2015-10-05,1198
2015-10-06,1206
2015-10-07,1206
2015-10-08,1232
2015-10-09,1232
2015-10-10,1252
2015-10-11,1302
2015-10-12,1302
2015-10-13,1310
2015-10-14,1310
2015-10-15,1277
2015-10-16,1277
2015-10-17,1277
2015-10-18,1267
2015-10-19,1267
2015-10-20,1225
2015-10-22,1225
2015-10-23,1177
2015-10-24,1177
2015-10-25,1197
2015-10-26,1197
2015-10-27,1240
2015-10-29,1241
2015-10-30,1241
2015-10-31,1253
2015-11-01,1253
2015-11-02,1229
2015-11-03,1229
2015-11-04,1197
2015-11-05,1197
2015-11-06,1183
2015-11-07,1183
2015-11-08,1211
2015-11-09,1211
2015-11-10,1211
2015-11-11,1232
2015-11-12,1232
2015-11-13,1232
2015-11-14,1224
2015-11-15,1224
2015-11-16,1235
2015-11-17,1235
2015-11-18,1259
2015-11-19,1259
2015-11-20,1292
2015-11-21,1292
2015-11-22,1328
2015-11-23,1328
2015-11-24,1328
2015-11-25,1375
2015-11-26,1375
2015-11-27,1375
2015-11-28,1442
2015-11-29,1442
2015-11-30,1515
2015-12-01,1515
2015-12-02,1586
2015-12-03,1586
2015-12-04,1657
2015-12-05,1657
2015-12-06,1740
2015-12-07,1740
2015-12-08,1819
2015-12-09,1899
2015-12-10,1899
2015-12-11,1994
2015-12-12,1994
2015-12-13,2094
2015-12-14,2094
2015-12-15,2196
2015-12-16,2196
2015-12-17,2219
2015-12-18,2219
2015-12-19,2171
2015-12-20,2171
2015-12-21,2072
2015-12-22,2072
2015-12-23,1968
2015-12-24,1968
2015-12-25,1870
2015-12-26,1870
2015-12-27,1783
2015-12-28,1783
2015-12-29,1704
2015-12-30,1704
2015-12-31,1698
2016-01-01,1698
2016-01-02,1762
2016-01-03,1830
2016-01-04,1830
2016-01-05,1837
2016-01-06,1837
2016-01-07,1796
2016-01-08,1796
2016-01-09,1822
2016-01-10,1822
2016-01-11,1822
2016-01-12,1809
2016-01-13,1809
2016-01-14,1800
2016-01-15,1800
2016-01-16,1779
2016-01-17,1779
2016-01-18,1789
2016-01-19,1789
2016-01-20,1761
2016-01-21,1761
2016-01-22,1774
2016-01-23,1774
2016-01-24,1839
2016-01-25,1888
2016-01-26,1888
2016-01-27,1931
2016-01-28,1931
2016-01-29,1988
2016-01-30,1988
2016-01-31,2029
2016-02-01,2029
2016-02-02,2053
2016-02-03,2053
2016-02-04,2021
2016-02-05,2021
2016-02-06,1926
2016-02-07,1926
2016-02-08,1918
2016-02-09,1918
2016-02-10,1946
2016-02-11,1946
2016-02-12,2027
2016-02-13,2076
2016-02-14,2076
2016-02-15,2110
2016-02-16,2110
2016-02-17,2006
2016-02-18,2006
2016-02-19,1914
2016-02-20,1914
2016-02-21,1936
2016-02-22,1936
2016-02-23,1921
2016-02-24,1921
2016-02-25,1964
2016-02-26,1964
2016-02-27,2017
2016-02-28,2017
2016-02-29,1945
2016-03-01,1945
2016-03-02,1897
2016-03-03,1897
2016-03-04,1829
2016-03-05,1829
2016-03-06,1796
2016-03-07,1796
2016-03-08,1747
2016-03-09,1747
2016-03-10,1699
2016-03-11,1699
2016-03-12,1689
2016-03-13,1689
2016-03-14,1652
2016-03-15,1652
2016-03-16,1628
2016-03-17,1628
2016-03-18,1636
2016-03-19,1636
2016-03-20,1669
2016-03-21,1669
2016-03-22,1691
2016-03-23,1677
2016-03-24,1677
2016-03-25,1667
2016-03-26,1677
2016-03-27,1677
2016-03-28,1680
2016-03-29,1680
2016-03-30,1677
2016-03-31,1677
2016-04-01,1629
2016-04-02,1629
2016-04-03,1607
2016-04-04,1607
2016-04-05,1623
2016-04-06,1623
2016-04-07,1613
2016-04-08,1613
2016-04-09,1572
2016-04-10,1594
2016-04-11,1594
2016-04-12,1610
2016-04-13,1610
2016-04-14,1601
2016-04-15,1633
2016-04-16,1633
2016-04-17,1668
2016-04-18,1724
2016-04-19,1724
2016-04-20,1675
2016-04-21,1675
2016-04-22,1701
2016-04-23,1701
2016-04-24,1722
2016-04-25,1685
2016-04-26,1685
2016-04-27,1647
2016-04-28,1647
2016-04-29,1623
2016-04-30,1611
2016-05-01,1611
2016-05-02,1600
2016-05-03,1600
2016-05-04,1600
2016-05-05,1585
2016-05-06,1585
2016-05-07,1527
2016-05-08,1527
2016-05-09,1477
2016-05-10,1452
2016-05-11,1452
2016-05-12,1440
2016-05-13,1461
2016-05-14,1461
2016-05-15,1468
2016-05-16,1468
2016-05-17,1495
2016-05-18,1495
2016-05-19,1495
2016-05-22,1532
2016-05-23,1513
2016-05-24,1511
2016-05-25,1511
2016-05-26,1537
2016-05-27,1573
2016-05-28,1573
2016-05-29,1611
2016-05-30,1611
2016-05-31,1673
2016-06-01,1669
2016-06-02,1669
2016-06-03,1730
2016-06-04,1792
2016-06-05,1792
2016-06-06,1864
2016-06-07,1864
2016-06-08,1913
2016-06-09,1944
2016-06-10,1902
2016-06-11,1902
2016-06-12,1842
2016-06-13,1842
2016-06-14,1811
2016-06-15,1811
2016-06-16,1795
2016-06-17,1825
2016-06-18,1825
2016-06-19,1868
2016-06-20,1868
2016-06-21,1902
2016-06-22,1964
2016-06-23,2054
2016-06-24,2054
2016-06-25,2053
2016-06-26,2053
2016-06-27,2033
2016-06-28,1977
2016-06-29,1977
2016-06-30,1985
2016-07-01,1942
2016-07-02,1942
2016-07-03,1996
2016-07-04,2003
2016-07-05,2003
2016-07-06,1966
2016-07-07,1936
2016-07-08,1925
2016-07-09,1961
2016-07-10,1982
2016-07-11,2064
2016-07-12,2064
2016-07-13,2098
2016-07-14,2176
2016-07-15,2176
2016-07-16,2284
2016-07-17,2284
2016-07-18,2399
2016-07-23,2642
2016-07-24,2698
2016-07-25,2579
2016-07-26,2579
2016-07-27,2513
2016-07-28,2513
2016-07-29,2460
2016-07-30,2383
2016-07-31,2383
2016-08-01,2372
2016-08-02,2367
2016-08-03,2387
2016-08-04,2387
2016-08-05,2405
2016-08-06,2307
2016-08-07,2288
2016-08-08,2288
2016-08-09,2249
2016-08-10,2249
2016-08-11,2162
2016-08-12,2162
2016-08-13,2161
2016-08-14,2161
2016-08-15,2124
2016-08-16,2124
2016-08-17,2067
2016-08-18,2067
2016-08-19,2070
2016-08-20,1978
2016-08-21,1978
2016-08-22,1923
2016-08-23,1915
2016-08-24,1915
2016-08-25,1897
2016-08-26,1897
2016-08-28,1887
2016-08-31,1761
2016-09-01,1767
2016-09-02,1767
2016-09-03,1813
2016-09-04,1790
2016-09-05,1790
2016-09-06,1762
2016-09-07,1762
2016-09-08,1732
2016-09-09,1732
2016-09-10,1668
2016-09-11,1668
2016-09-12,1639
2016-09-13,1639
2016-09-14,1602
2016-09-15,1602
2016-09-16,1609
2016-09-17,1609
2016-09-18,1568
2016-09-19,1568
2016-09-20,1569
2016-09-21,1569
2016-09-22,1514
2016-09-23,1514
2016-09-24,1473
2016-09-25,1478
2016-09-26,1478
2016-09-27,1512
2016-09-28,1512
2016-09-29,1485
2016-09-30,1436
2016-10-01,1436
2016-10-02,1395
2016-10-03,1395
2016-10-04,1397
2016-10-05,1397
2016-10-06,1432
2016-10-07,1432
2016-10-08,1455
2016-10-09,1455
2016-10-10,1402
2016-10-11,1402
2016-10-12,1337
2016-10-13,1337
2016-10-14,1277
2016-10-15,1277
2016-10-16,1260
2016-10-17,1234
2016-10-18,1234
2016-10-19,1207
2016-10-20,1207
2016-10-21,1158
2016-10-22,1158
2016-10-23,1158
2016-10-24,1158
2016-10-25,1132
2016-10-26,1130
2016-10-27,1130
2016-10-28,1155
2016-10-29,1191
2016-10-30,1191
2016-10-31,1169
2016-11-01,1169
2016-11-02,1146
2016-11-03,1146
2016-11-04,1156
2016-11-05,1156
2016-11-06,1149
2016-11-07,1149
2016-11-08,1132
2016-11-09,1132
2016-11-10,1135
2016-11-11,1135
2016-11-12,1102
2016-11-13,1102
2016-11-14,1106
2016-11-15,1106
2016-12-07,1061
2016-12-08,1072
2016-12-09,1072
2016-12-10,1054
2016-12-11,1052
2016-12-12,1052
2016-12-13,1066
2016-12-14,1063
2016-12-15,1063
2016-12-16,1032
2016-12-17,1031
2016-12-18,1031
2016-12-19,1057
2016-12-20,1076
2016-12-21,1083
2016-12-22,1083
2016-12-23,1067
2016-12-24,1067
2016-12-25,1032
2016-12-26,1032
2016-12-27,1023
2016-12-28,1023
2016-12-29,1017
2016-12-30,1017
2016-12-31,1026
2017-01-01,1026
2017-01-02,1008
2017-01-03,1008
2017-01-04,980
2017-01-05,980
2017-01-06,945
2017-01-07,924
2017-01-08,904
2017-01-09,909
2017-01-10,909
2017-01-11,877
2017-01-12,857
2017-01-13,857
2017-01-14,818
2017-01-15,826
2017-01-16,868
2017-01-17,851
2017-01-18,822
2017-01-19,822
2017-01-20,787
2017-01-21,784
2017-01-22,788
2017-01-23,782
2017-01-27,767
2017-01-28,746
2017-01-29,732
2017-01-30,732
2017-01-31,748
2017-02-01,730
2017-02-02,730
2017-02-03,732
2017-02-04,730
2017-02-05,730
2017-02-06,734
2017-02-07,734
2017-02-08,722
2017-02-09,722
2017-02-10,720
2017-02-11,749
2017-02-12,749
2017-02-13,749
2017-02-14,733
2017-02-15,733
2017-02-16,726
2017-02-18,733
2017-02-19,743
2017-02-20,743
2017-02-21,764
2017-02-22,764
2017-02-23,751
2017-02-24,751
2017-02-25,743
2017-02-26,743
2017-02-27,737
2017-02-28,733
2017-03-01,733
2017-03-02,743
2017-03-03,743
2017-03-04,754
2017-03-05,754
2017-03-06,738
2017-03-07,742
2017-03-08,742
2017-03-09,739
2017-03-10,739
2017-03-11,720
2017-03-12,715
2017-03-13,706
2017-03-14,733
2017-03-15,735
2017-03-16,735
2017-03-17,749
2017-03-18,749
2017-03-19,745
2017-03-20,715
2017-03-21,710
2017-03-22,710
2017-03-23,728
2017-03-24,732
2017-03-25,732
2017-03-26,739
2017-03-27,743
2017-03-28,743
2017-03-29,764
2017-03-30,739
2017-03-31,741
2017-04-01,741
2017-04-02,730
2017-04-03,729
2017-04-04,729
2017-04-12,732
2017-04-13,722
2017-04-14,722
2017-04-15,725
2017-04-16,747
2017-04-17,763
2017-04-18,763
2017-04-19,765
2017-04-20,765
2017-04-21,767
2017-04-22,767
2017-04-23,763
2017-04-24,771
2017-04-25,748
2017-04-26,748
2017-04-27,746
2017-04-28,737
2017-04-29,731
2017-04-30,729
2017-05-01,729
2017-05-02,731
2017-05-03,731
2017-05-04,744
2017-05-05,735
2017-05-06,735
2017-05-07,702
2017-05-08,702
2017-05-09,697
2017-05-10,697
2017-05-11,699
2017-05-12,691
2017-05-13,693
2017-05-14,693
2017-05-15,697
2017-05-16,698
2017-05-17,698
2017-05-18,718
2017-05-19,718
2017-05-20,728
2017-05-21,728
2017-05-22,722
2017-05-23,722
2017-05-24,713
2017-05-25,713
2017-05-26,681
2017-05-27,656
2017-05-28,656
2017-05-29,658
2017-05-30,658
2017-05-31,675
2017-06-01,659
2017-06-02,652
2017-06-03,652
2017-06-04,667
2017-06-05,667
2017-06-06,659
2017-06-07,648
2017-06-08,648
2017-06-09,660
2017-06-10,673
2017-06-11,676
2017-06-12,676
2017-06-13,673
2017-06-14,682
2017-06-15,682
2017-06-16,659
2017-06-17,659
2017-06-18,655
2017-06-19,655
2017-06-20,667
2017-06-21,697
2017-06-22,697
2017-06-23,692
2017-06-24,699
2017-06-25,699
2017-06-26,697
2017-06-27,716
2017-06-28,716
2017-06-29,690
2017-06-30,675
2017-07-01,675
2017-07-02,691
2017-07-03,694
2017-07-04,695
2017-07-05,695
2017-07-06,692
2017-07-07,692
2017-07-08,704
2017-07-13,697
2017-07-14,700
2017-07-15,700
2017-07-16,697
2017-07-17,693
2017-07-18,693
2017-07-19,682
2017-07-20,688
2017-07-21,683
2017-07-22,675
2017-07-23,691
2017-07-24,691
2017-07-25,706
2017-07-26,733
2017-07-27,756
2017-07-28,756
2017-07-29,747
2017-07-30,771
2017-07-31,771
2017-08-01,760
2017-08-02,743
2017-08-03,743
2017-08-04,742
2017-08-05,747
2017-08-06,747
2017-08-09,770
2017-08-10,765
2017-08-11,765
2017-08-12,777
2017-08-13,777
2017-08-14,772
2017-08-15,744
2017-08-16,744
2017-08-17,740
2017-08-18,740
2017-08-19,763
2017-08-20,743
2017-08-21,745
2017-08-22,756
2017-08-23,756
2017-08-24,759
2017-08-25,759
2017-08-26,767
2017-08-27,776
2017-08-28,776
2017-08-29,761
2017-08-30,757
2017-08-31,757
2017-09-01,753
2017-09-03,751
2017-09-04,744
2017-09-05,742
2017-09-06,742
2017-09-07,751
2017-09-08,751
2017-09-09,749
2017-09-10,756
2017-09-11,756
2017-09-12,752
2017-09-13,748
2017-09-14,756
2017-09-15,756
2017-09-16,761
2017-09-17,766
2017-09-18,766
2017-09-19,759
2017-09-20,754
2017-09-21,754
2017-09-22,761
2017-09-23,761
2017-09-24,746
2017-09-25,734
2017-09-26,708
2017-09-27,708
2017-09-28,714
2017-09-29,735
2017-09-30,735
2017-10-01,745
2017-10-02,727
2017-10-03,727
2017-10-04,724
2017-10-05,708
2017-10-06,710
2017-10-07,722
2017-10-08,722
2017-10-09,734
2017-10-10,729
2017-10-11,729
2017-10-12,716
2017-10-13,724
2017-10-14,719
2017-10-15,719
2017-10-16,728
2017-10-17,728
2017-10-18,725
2017-10-19,725
2017-10-20,720
2017-10-21,722
2017-10-22,719
2017-10-23,719
2017-10-24,730
2017-10-25,737
2017-10-26,737
2017-10-27,728
2017-10-28,728
2017-10-29,722
2017-10-30,702
2017-10-31,697
2017-11-01,697
2017-11-02,697
2017-11-03,697
2017-11-04,710
2017-11-05,710
2017-11-06,713
2017-11-07,713
2017-11-08,696
2017-11-09,716
2017-11-10,716
2017-11-11,709
2017-11-12,724
2017-11-13,720
2017-11-14,720
2017-11-15,720
2017-11-16,709
2017-11-17,699
2017-11-18,699
2017-11-19,690
2017-11-20,684
2017-11-21,680
2017-11-22,680
2017-11-23,695
2017-11-24,695
2017-11-25,712
2017-11-26,729
2017-11-27,729
2017-11-28,731
2017-11-29,731
2017-11-30,729
2017-12-01,728
2017-12-02,728
2017-12-03,712
2017-12-04,712
2017-12-05,697
2017-12-06,715
2017-12-07,722
2017-12-08,722
2017-12-09,725
2017-12-10,722
2017-12-11,715
2017-12-12,715
2017-12-13,716
2017-12-14,716
2017-12-15,710
2017-12-16,710
2017-12-17,707
2017-12-18,706
2017-12-19,706
2017-12-20,724
2017-12-21,731
2017-12-22,718
2017-12-23,719
2017-12-24,719
2017-12-25,726
2017-12-26,712
2017-12-27,701
2017-12-28,701
2017-12-29,695
2017-12-30,714
2017-12-31,714
2018-01-01,728
2018-01-02,724
2018-01-03,729
2018-01-04,729
2018-01-05,729
2018-01-06,718
2018-01-07,711
2018-01-08,711
2018-01-09,711
2018-01-10,711
2018-01-11,703
2018-01-12,703
2018-01-13,702
2018-01-14,697
2018-01-15,712
2018-01-16,707
2018-01-17,705
2018-01-18,703
2018-01-19,703
2018-01-20,705
2018-01-21,701
2018-01-22,702
2018-01-23,704
2018-01-25,709
2018-01-26,714
2018-01-27,719
2018-01-28,715
2018-01-29,712
2018-01-30,711
2018-01-31,706
2018-02-01,694
2018-02-02,703
2018-02-03,701
2018-02-04,711
2018-02-05,709
2018-02-06,712
2018-02-07,703
2018-02-08,703
2018-02-09,706
2018-02-10,706
2018-02-11,711
2018-02-12,715
2018-02-13,710
2018-02-14,712
2018-02-15,712
2018-02-16,708
2018-02-17,710
2018-02-18,716
2018-02-19,723
2018-02-20,729
2018-02-21,715
2018-02-22,715
2018-02-23,713
2018-02-24,713
2018-02-25,718
2018-02-26,718
2018-02-27,728
2018-02-28,728
2018-03-01,719
2018-03-02,711
2018-03-03,709
2018-03-04,709
2018-03-05,715
2018-03-06,711
2018-03-07,717
2018-03-09,712
2018-03-10,725
2018-03-11,723
2018-03-12,724
2018-03-13,733
2018-03-14,736
2018-03-15,757
2018-03-16,757
2018-03-17,744
2018-03-18,717
2018-03-20,713
2018-03-21,707
2018-03-23,701
2018-03-24,697
2018-03-25,709
2018-03-26,711
2018-03-27,716
2018-03-28,716
2018-03-29,716
2018-03-30,717
2018-03-31,714
2018-04-01,711
2018-04-02,716
2018-04-03,732
2018-04-04,734
2018-04-05,734
2018-04-06,722
2018-04-07,722
2018-04-08,717
2018-04-09,719
2018-04-10,718
2018-04-11,718
2018-04-12,717
2018-04-13,717
2018-04-14,714
2018-04-15,717
2018-04-16,717
2018-04-17,715
2018-04-18,715
2018-04-19,714
2018-04-20,715
2018-04-21,715
2018-04-22,719
2018-04-23,719
2018-04-24,730
2018-04-25,734
2018-04-26,734
2018-04-27,723
2018-04-28,715
2018-04-29,713
2018-04-30,710
2018-05-01,708
2018-05-03,709
2018-05-04,709
2018-05-05,705
2018-05-07,709
2018-05-08,710
2018-05-09,705
2018-05-10,694
2018-05-11,694
2018-05-12,692
2018-05-13,692
2018-05-14,684
2018-05-15,679
2018-05-16,684
2018-05-17,702
2018-05-18,705
2018-05-19,694
2018-05-20,706
2018-05-21,698
2018-05-22,698
2018-05-23,677
2018-05-24,665
2018-05-25,678
2018-05-26,679
2018-05-27,679
2018-05-28,675
2018-05-29,681
2018-05-30,680
2018-05-31,693
2018-06-01,692
2018-06-02,690
2018-06-03,699
2018-06-04,707
2018-06-05,697
2018-06-06,682
2018-06-07,682
2018-06-08,687
2018-06-09,687
2018-06-10,701
2018-06-11,697
2018-06-12,689
2018-06-13,681
2018-06-14,659
2018-06-15,656
2018-06-16,652
2018-06-17,649
2018-06-18,652
2018-06-19,646
2018-06-20,646
2018-06-22,668
2018-06-23,668
2018-06-24,675
2018-06-25,678
2018-06-26,683
2018-06-27,690
2018-06-28,683
2018-06-29,693
2018-06-30,700
2018-07-01,692
2018-07-02,686
2018-07-03,684
2018-07-04,689
2018-07-05,694
2018-07-06,698
2018-07-07,701
2018-07-08,707
2018-07-09,707
2018-07-10,723
2018-07-11,737
2018-07-12,744
2018-07-13,759
2018-07-14,748
2018-07-15,731
2018-07-16,702
2018-07-17,691
2018-07-18,688
2018-07-19,690
2018-07-20,704
2018-07-21,711
2018-07-22,710
2018-07-23,710
2018-07-24,706
2018-07-25,716
2018-07-26,740
2018-07-27,756
2018-07-28,738
2018-07-29,731
2018-07-30,724
2018-07-31,724
2018-08-01,724
2018-08-02,738
2018-08-03,739
2018-08-04,751
2018-08-05,745
2018-08-06,744
2018-08-07,737
2018-08-08,754
2018-08-09,749
2018-08-10,765
2018-08-11,795
2018-08-12,784
2018-08-14,751
2018-08-16,732
2018-08-17,721
2018-08-18,724
2018-08-19,724
2018-08-20,722
2018-08-21,714
2018-08-22,723
2018-08-23,736
2018-08-24,749
2018-08-25,758
2018-08-26,768
2018-08-27,762
2018-08-28,768
2018-08-29,773
2018-08-30,766
2018-08-31,772
2018-09-01,764
2018-09-02,762
2018-09-03,770
2018-09-04,757
2018-09-05,744
2018-09-06,744
2018-09-07,727
2018-09-08,710
2018-09-09,705
2018-09-10,702
2018-09-11,719
2018-09-12,725
2018-09-13,729
2018-09-14,716
2018-09-15,711
2018-09-16,711
2018-09-17,714
2018-09-18,739
2018-09-19,754
2018-09-20,746
2018-09-21,756
2018-09-22,745
2018-09-23,741
2018-09-24,748
2018-09-25,736
2018-09-26,752
2018-09-27,759
2018-09-28,743
2018-09-29,717
2018-09-30,717
2018-10-01,719
2018-10-02,719
2018-10-03,717
2018-10-04,730
2018-10-05,743
2018-10-06,733
2018-10-07,731
2018-10-08,726
2018-10-09,732
2018-10-10,749
2018-10-11,742
2018-10-12,732
2018-10-13,736
2018-10-14,739
2018-10-15,740
2018-10-16,753
2018-10-17,728
2018-10-18,713
2018-10-19,713
2018-10-20,718
2018-10-21,721
2018-10-22,732
2018-10-23,740
2018-10-24,734
2018-10-25,747
2018-10-26,739
2018-10-27,727
2018-10-28,726
2018-10-29,727
2018-10-30,731
2018-10-31,726
2018-11-01,723
2018-11-03,718
2018-11-04,729
2018-11-05,731
2018-11-06,746
2018-11-07,753
2018-11-08,756
2018-11-09,738
2018-11-10,732
2018-11-11,727
2018-11-12,734
2018-11-13,724
2018-11-14,724
2018-11-15,730
2018-11-16,722
2018-11-17,716
2018-11-18,713
2018-11-19,722
2018-11-20,720
2018-11-21,717
2018-11-22,717
2018-11-23,717
2018-11-24,711
2018-11-25,707
2018-11-26,717
2018-11-27,713
2018-11-28,695
2018-11-29,697
2018-12-01,712
2018-12-02,706
2018-12-03,704
2018-12-04,704
2018-12-05,707
2018-12-07,710
2018-12-09,701
2018-12-10,699
2018-12-11,698
2018-12-12,722
2018-12-13,711
2018-12-14,702
2018-12-15,704
2018-12-16,714
2018-12-17,727
2018-12-18,723
2018-12-19,727
2018-12-20,717
2018-12-21,708
2018-12-22,707
2018-12-23,709
2018-12-24,716
2018-12-25,718
2018-12-26,710
2018-12-27,704
2018-12-28,697
2018-12-29,704
2018-12-30,715
2018-12-31,719
2019-01-01,707
2019-01-02,702
2019-01-03,697
2019-01-04,693
2019-01-05,699
2019-01-06,701
2019-01-08,702
2019-01-10,690
2019-01-11,688
2019-01-12,687
2019-01-13,686
2019-01-14,688
2019-01-15,695
2019-01-16,710
2019-01-17,718
2019-01-18,715
2019-01-19,702
2019-01-20,705
2019-01-21,707
2019-01-22,703
2019-01-23,703
2019-01-24,703
2019-01-25,714
2019-01-26,713
2019-01-27,710
2019-01-28,714
2019-01-29,722
2019-01-30,715
2019-01-31,704
2019-02-01,692
2019-02-02,674
2019-02-03,683
2019-02-04,698
2019-02-05,712
2019-02-06,716
2019-02-07,712
2019-02-08,710
2019-02-09,714
2019-02-10,721
2019-02-11,711
2019-02-12,717
2019-02-13,712
2019-02-14,715
2019-02-15,718
2019-02-16,717
2019-02-17,724
2019-02-18,724
2019-02-19,723
2019-02-20,717
2019-02-21,736
2019-02-22,722
2019-02-23,718
2019-02-24,719
2019-02-25,714
2019-02-26,712
2019-02-27,709
2019-02-28,716
2019-03-01,716
2019-03-02,737
2019-03-03,731
2019-03-04,736
2019-03-05,731
2019-03-06,714
2019-03-07,711
2019-03-08,706
2019-03-09,709
2019-03-10,704
2019-03-11,707
2019-03-12,710
2019-03-13,704
2019-03-14,713
2019-03-15,712
2019-03-16,708
2019-03-17,702
2019-03-18,708
2019-03-19,712
2019-03-20,710
2019-03-21,716
2019-03-22,710
2019-03-23,709
2019-03-24,716
2019-03-25,720
2019-03-26,718
2019-03-27,715
2019-03-28,711
2019-03-29,711
2019-03-30,706
2019-03-31,697
2019-04-01,691
2019-04-02,697
2019-04-03,705
2019-04-04,706
2019-04-05,708
2019-04-06,711
2019-04-07,699
2019-04-08,697
2019-04-09,702
2019-04-10,699
2019-04-11,699
2019-04-12,690
2019-04-13,682
2019-04-14,680
2019-04-15,671
2019-04-16,668
2019-04-17,669
2019-04-18,670
2019-04-19,680
2019-04-20,687
2019-04-21,674
2019-04-22,667
2019-04-23,665
2019-04-24,675
2019-04-25,677
2019-04-26,685
2019-04-27,693
2019-04-28,692
2019-04-29,677
2019-04-30,690
2019-05-01,702
2019-05-02,711
2019-05-03,717
2019-05-04,706
2019-05-05,696
2019-05-06,696
2019-05-07,709
2019-05-08,733
2019-05-09,726
2019-05-10,725
2019-05-11,715
2019-05-12,705
2019-05-13,703
2019-05-14,703
2019-05-15,719
2019-05-16,728
2019-05-17,738
2019-05-18,731
2019-05-19,724
2019-05-20,718
2019-05-21,724
2019-05-22,734
2019-05-23,719
2019-05-24,711
2019-05-25,709
2019-05-26,710
2019-05-27,721
2019-05-28,723
2019-05-29,716
2019-05-30,717
2019-05-31,711
2019-06-01,704
2019-06-02,706
2019-06-03,710
2019-06-04,711
2019-06-05,707
2019-06-06,712
2019-06-07,707
2019-06-08,709
2019-06-09,711
2019-06-10,713
2019-06-11,708
2019-06-12,707
2019-06-13,700
2019-06-14,695
2019-06-15,694
2019-06-16,706
2019-06-17,718
2019-06-18,711
2019-06-19,711
2019-06-20,703
2019-06-21,705
2019-06-22,697
2019-06-23,694
2019-06-24,707
2019-06-25,708
2019-06-26,710
