date_obj,Tribal%20mask%20(orange) price
2015-09-07,16915
2015-09-08,16915
2015-09-09,16915
2015-09-10,16915
2015-09-11,16915
2015-09-12,16188
2015-09-13,16188
2015-09-14,16188
2015-09-15,16188
2015-09-16,16188
2015-09-17,16188
2015-09-18,16188
2015-09-19,16188
2015-09-20,16188
2015-09-21,16188
2015-09-22,16188
2015-09-23,16188
2015-09-24,16066
2015-09-25,16066
2015-09-26,16066
2015-09-27,16066
2015-09-28,16066
2015-09-29,16066
2015-09-30,16066
2015-10-01,16066
2015-10-02,16066
2015-10-03,16066
2015-10-04,16066
2015-10-05,16066
2015-10-06,16066
2015-10-07,16197
2015-10-08,16197
2015-10-09,16197
2015-10-10,16197
2015-10-11,16197
2015-10-12,16197
2015-10-13,16197
2015-10-14,16197
2015-10-15,16197
2015-10-16,16197
2015-10-17,16197
2015-10-18,16197
2015-10-19,16197
2015-10-20,16014
2015-10-21,16014
2015-10-22,16014
2015-10-23,16014
2015-10-24,16014
2015-10-25,16014
2015-10-26,16014
2015-10-27,16014
2015-10-28,16014
2015-10-29,16014
2015-10-30,16014
2015-10-31,16014
2015-11-01,16014
2015-11-02,16014
2015-11-03,16014
2015-11-04,16014
2015-11-05,15501
2015-11-06,15501
2015-11-07,15501
2015-11-08,15501
2015-11-09,15501
2015-11-10,15501
2015-11-11,15501
2015-11-12,15501
2015-11-13,15501
2015-11-14,15501
2015-11-15,15501
2015-11-16,15501
2015-11-17,15501
2015-11-18,15501
2015-11-19,15501
2015-11-20,15501
2015-11-21,15501
2015-11-22,14917
2015-11-23,14917
2015-11-24,14917
2015-11-25,14917
2015-11-26,14917
2015-11-27,14917
2015-11-28,14917
2015-11-29,14917
2015-11-30,14917
2015-12-01,14917
2015-12-02,14917
2015-12-03,14917
2015-12-04,14917
2015-12-05,14917
2015-12-06,14908
2015-12-07,14908
2015-12-08,14908
2015-12-09,14908
2015-12-10,14908
2015-12-11,14908
2015-12-12,14908
2015-12-13,14908
2015-12-14,14908
2015-12-15,14908
2015-12-16,14908
2015-12-17,14908
2015-12-18,14908
2015-12-19,14908
2015-12-20,14780
2015-12-21,14780
2015-12-22,14780
2015-12-23,14780
2015-12-24,14780
2015-12-25,14780
2015-12-26,14780
2015-12-27,14780
2015-12-28,14780
2015-12-29,14780
2015-12-30,14780
2015-12-31,14174
2016-01-01,14174
2016-01-02,14174
2016-01-03,14174
2016-01-04,14174
2016-01-05,14174
2016-01-06,14174
2016-01-07,14174
2016-01-08,14174
2016-01-09,14174
2016-01-10,14174
2016-01-11,13675
2016-01-12,13675
2016-01-13,13675
2016-01-14,13675
2016-01-15,13675
2016-01-16,13675
2016-01-17,13675
2016-01-18,13675
2016-01-19,13675
2016-01-20,13675
2016-01-21,13675
2016-01-22,13675
2016-01-23,13218
2016-01-24,13218
2016-01-25,13218
2016-01-26,13218
2016-01-27,13218
2016-01-28,13218
2016-01-29,13218
2016-01-30,13218
2016-01-31,13218
2016-02-01,13218
2016-02-02,13218
2016-02-03,13218
2016-02-04,12714
2016-02-05,12714
2016-02-06,12714
2016-02-07,12714
2016-02-08,12714
2016-02-09,12714
2016-02-10,12714
2016-02-11,12714
2016-02-12,12714
2016-02-13,12714
2016-02-14,12405
2016-02-15,12405
2016-02-16,12405
2016-02-17,12405
2016-02-18,12405
2016-02-19,12405
2016-02-20,12405
2016-02-21,12405
2016-02-22,12405
2016-02-23,12405
2016-02-24,12405
2016-02-25,11820
2016-02-26,11820
2016-02-27,11820
2016-02-28,11820
2016-02-29,11820
2016-03-01,11820
2016-03-02,11820
2016-03-03,11820
2016-03-04,11820
2016-03-05,11820
2016-03-06,11820
2016-03-07,11587
2016-03-08,11587
2016-03-09,11587
2016-03-10,11587
2016-03-11,11587
2016-03-12,11587
2016-03-13,11587
2016-03-14,11587
2016-03-15,11587
2016-03-16,11587
2016-03-17,11587
2016-03-18,11498
2016-03-19,11498
2016-03-20,11498
2016-03-21,11498
2016-03-22,11498
2016-03-23,11498
2016-03-24,11498
2016-03-25,11498
2016-03-26,11498
2016-03-27,11498
2016-03-28,11498
2016-03-29,11498
2016-03-30,11536
2016-03-31,11536
2016-04-01,11536
2016-04-02,11536
2016-04-03,11536
2016-04-04,11536
2016-04-05,11536
2016-04-06,11536
2016-04-07,11536
2016-04-08,11536
2016-04-09,11536
2016-04-10,11536
2016-04-11,11216
2016-04-12,11216
2016-04-13,11216
2016-04-14,11216
2016-04-15,11216
2016-04-16,11216
2016-04-17,11216
2016-04-18,11216
2016-04-19,11216
2016-04-20,11216
2016-04-21,10865
2016-04-22,10865
2016-04-23,10865
2016-04-24,10865
2016-04-25,10865
2016-04-26,10865
2016-04-27,10865
2016-04-28,10865
2016-04-29,10865
2016-04-30,10376
2016-05-01,10376
2016-05-02,10376
2016-05-03,10376
2016-05-04,10376
2016-05-05,10376
2016-05-06,10376
2016-05-07,10376
2016-05-08,10376
2016-05-09,10376
2016-05-10,10376
2016-05-11,10225
2016-05-12,10225
2016-05-13,10225
2016-05-14,10225
2016-05-15,10225
2016-05-16,10225
2016-05-17,10225
2016-05-18,10225
2016-05-19,10225
2016-05-20,10225
2016-05-21,10225
2016-05-22,10225
2016-05-23,9888
2016-05-24,9888
2016-05-25,9888
2016-05-26,9888
2016-05-27,9888
2016-05-28,9888
2016-05-29,9888
2016-05-30,9888
2016-05-31,9888
2016-06-01,9888
2016-06-02,9888
2016-06-03,9519
2016-06-04,9519
2016-06-05,9519
2016-06-06,9519
2016-06-07,9519
2016-06-08,9519
2016-06-09,9519
2016-06-10,9519
2016-06-11,9519
2016-06-12,9205
2016-06-13,9205
2016-06-14,9205
2016-06-15,9205
2016-06-16,9205
2016-06-17,9205
2016-06-18,9205
2016-06-19,9205
2016-06-20,9205
2016-06-21,9205
2016-06-22,9205
2016-06-23,8944
2016-06-24,8944
2016-06-25,8944
2016-06-26,8944
2016-06-27,8944
2016-06-28,8944
2016-06-29,8944
2016-06-30,8944
2016-07-01,8944
2016-07-02,8944
2016-07-03,8772
2016-07-04,8772
2016-07-05,8772
2016-07-06,8772
2016-07-07,8772
2016-07-08,8772
2016-07-09,8772
2016-07-10,8772
2016-07-11,8772
2016-07-13,8542
2016-07-14,8542
2016-07-15,8542
2016-07-16,8542
2016-07-17,8542
2016-07-18,8542
2016-07-19,8542
2016-07-20,8542
2016-07-21,8542
2016-07-22,8542
2016-07-23,8542
2016-07-24,8465
2016-07-25,8465
2016-07-26,8465
2016-07-27,8465
2016-07-28,8465
2016-07-29,8465
2016-07-30,8465
2016-07-31,8465
2016-08-01,8465
2016-08-02,8465
2016-08-03,8465
2016-08-04,8345
2016-08-05,8345
2016-08-06,8345
2016-08-07,8345
2016-08-08,8345
2016-08-09,8345
2016-08-10,8345
2016-08-11,8345
2016-08-12,8345
2016-08-13,8345
2016-08-14,8345
2016-08-15,8345
2016-08-16,8286
2016-08-17,8286
2016-08-18,8286
2016-08-19,8286
2016-08-20,8286
2016-08-21,8286
2016-08-22,8286
2016-08-23,8286
2016-08-24,8286
2016-08-25,8286
2016-08-26,8286
2016-08-27,8197
2016-08-28,8197
2016-08-29,8197
2016-08-30,8197
2016-08-31,8197
2016-09-01,8197
2016-09-02,8197
2016-09-03,8197
2016-09-04,8197
2016-09-05,8197
2016-09-06,7926
2016-09-07,7926
2016-09-08,7926
2016-09-09,7926
2016-09-10,7926
2016-09-11,7926
2016-09-12,7926
2016-09-13,7926
2016-09-14,7926
2016-09-15,7926
2016-09-16,7926
2016-09-17,7926
2016-09-18,7926
2016-09-19,7812
2016-09-20,7812
2016-09-21,7812
2016-09-22,7812
2016-09-23,7812
2016-09-24,7812
2016-09-25,7812
2016-09-26,7812
2016-09-27,7812
2016-09-28,7812
2016-09-29,7812
2016-09-30,7812
2016-10-01,7812
2016-10-02,7812
2016-10-03,7803
2016-10-04,7803
2016-10-05,7803
2016-10-06,7803
2016-10-07,7803
2016-10-08,7803
2016-10-09,7803
2016-10-10,7803
2016-10-11,7803
2016-10-12,7803
2016-10-13,7803
2016-10-14,7803
2016-10-15,7484
2016-10-16,7484
2016-10-17,7484
2016-10-18,7484
2016-10-19,7484
2016-10-20,7484
2016-10-21,7484
2016-10-22,7484
2016-10-23,7484
2016-10-24,7484
2016-10-25,7484
2016-10-26,7484
2016-10-27,7484
2016-10-28,7452
2016-10-29,7452
2016-10-30,7452
2016-10-31,7452
2016-11-01,7452
2016-11-02,7452
2016-11-03,7452
2016-11-04,7452
2016-11-05,7452
2016-11-06,7452
2016-11-07,7452
2016-11-08,7452
2016-11-09,7241
2016-11-10,7241
2016-11-11,7241
2016-11-12,7241
2016-11-13,7241
2016-11-14,7241
2016-11-15,7241
2016-11-16,7241
2016-11-17,7241
2016-11-18,7241
2016-11-19,7241
2016-11-20,7241
2016-11-21,7102
2016-11-22,7102
2016-11-23,7102
2016-11-24,7102
2016-11-25,7102
2016-11-26,7102
2016-11-27,7102
2016-11-28,7102
2016-11-29,7102
2016-11-30,7102
2016-12-01,7026
2016-12-02,7026
2016-12-03,7026
2016-12-04,7026
2016-12-05,7026
2016-12-06,7026
2016-12-07,7026
2016-12-08,7026
2016-12-09,7026
2016-12-10,7026
2016-12-11,7042
2016-12-12,7042
2016-12-13,7042
2016-12-14,7042
2016-12-15,7042
2016-12-16,7042
2016-12-17,7042
2016-12-18,7042
2016-12-19,7042
2016-12-20,7042
2016-12-21,7042
2016-12-22,7042
2016-12-23,6850
2016-12-24,6850
2016-12-25,6850
2016-12-26,6850
2016-12-27,6850
2016-12-28,6850
2016-12-29,6850
2016-12-30,6850
2016-12-31,6850
2017-01-01,6850
2017-01-02,6580
2017-01-03,6580
2017-01-04,6580
2017-01-05,6580
2017-01-06,6580
2017-01-07,6580
2017-01-08,6580
2017-01-09,6580
2017-01-10,6580
2017-01-11,6342
2017-01-12,6342
2017-01-13,6342
2017-01-14,6342
2017-01-15,6342
2017-01-16,6342
2017-01-17,6342
2017-01-18,6342
2017-01-19,6342
2017-01-20,6429
2017-01-21,6429
2017-01-22,6429
2017-01-23,6429
2017-01-24,6429
2017-01-25,6429
2017-01-26,6429
2017-01-27,6429
2017-01-28,6429
2017-01-29,6256
2017-01-30,6256
2017-01-31,6256
2017-02-01,6256
2017-02-02,6256
2017-02-03,6256
2017-02-04,6256
2017-02-05,6256
2017-02-06,6256
2017-02-07,6256
2017-02-08,6256
2017-02-09,6115
2017-02-10,6115
2017-02-11,6115
2017-02-12,6115
2017-02-13,6115
2017-02-14,6115
2017-02-15,6115
2017-02-16,5871
2017-02-17,5871
2017-02-18,5871
2017-02-19,5871
2017-02-20,5871
2017-02-21,5871
2017-02-22,5871
2017-02-23,5871
2017-02-24,5871
2017-02-25,5871
2017-02-26,5871
2017-02-27,5720
2017-02-28,5720
2017-03-01,5720
2017-03-02,5720
2017-03-03,5720
2017-03-04,5720
2017-03-05,5720
2017-03-06,5720
2017-03-07,5692
2017-03-08,5692
2017-03-09,5692
2017-03-10,5692
2017-03-11,5692
2017-03-12,5692
2017-03-13,5692
2017-03-14,5692
2017-03-15,5692
2017-03-16,5692
2017-03-17,5692
2017-03-18,5692
2017-03-19,5692
2017-03-20,5692
2017-03-21,5692
2017-03-22,5692
2017-03-23,5692
2017-03-24,5641
2017-03-25,5641
2017-03-26,5641
2017-03-27,5641
2017-03-28,5641
2017-03-29,5641
2017-03-30,5641
2017-03-31,5641
2017-04-01,5641
2017-04-02,5641
2017-04-03,5535
2017-04-04,5535
2017-04-05,5535
2017-04-06,5535
2017-04-07,5535
2017-04-08,5535
2017-04-09,5535
2017-04-10,5535
2017-04-11,5535
2017-04-12,5535
2017-04-13,5509
2017-04-14,5509
2017-04-15,5509
2017-04-16,5509
2017-04-17,5509
2017-04-18,5509
2017-04-19,5509
2017-04-20,5509
2017-04-21,5509
2017-04-22,5497
2017-04-23,5497
2017-04-24,5497
2017-04-25,5497
2017-04-26,5497
2017-04-27,5497
2017-04-28,5497
2017-04-29,5497
2017-04-30,5497
2017-05-01,5319
2017-05-02,5319
2017-05-03,5319
2017-05-04,5319
2017-05-05,5319
2017-05-06,5319
2017-05-07,5319
2017-05-08,5319
2017-05-09,5319
2017-05-10,5319
2017-05-11,5350
2017-05-12,5350
2017-05-13,5350
2017-05-14,5350
2017-05-15,5350
2017-05-16,5350
2017-05-17,5350
2017-05-18,5350
2017-05-19,5350
2017-05-20,5312
2017-05-21,5312
2017-05-22,5312
2017-05-23,5312
2017-05-24,5312
2017-05-25,5312
2017-05-26,5312
2017-05-27,5312
2017-05-28,5312
2017-05-29,5312
2017-05-30,5312
2017-05-31,5140
2017-06-01,5140
2017-06-02,5140
2017-06-03,5140
2017-06-04,5140
2017-06-05,5140
2017-06-06,5140
2017-06-07,5140
2017-06-08,5141
2017-06-09,5141
2017-06-10,5141
2017-06-11,5141
2017-06-12,5141
2017-06-13,5141
2017-06-14,5141
2017-06-15,5141
2017-06-16,5204
2017-06-17,5204
2017-06-18,5204
2017-06-19,5204
2017-06-20,5204
2017-06-21,5204
2017-06-22,5204
2017-06-23,5204
2017-06-24,5204
2017-06-25,5263
2017-06-26,5263
2017-06-27,5263
2017-06-28,5263
2017-06-29,5263
2017-06-30,5263
2017-07-01,5263
2017-07-02,5263
2017-07-03,5263
2017-07-04,5318
2017-07-05,5318
2017-07-06,5318
2017-07-07,5318
2017-07-08,5318
2017-07-09,5318
2017-07-10,5318
2017-07-11,5318
2017-07-12,5318
2017-07-13,5534
2017-07-14,5534
2017-07-15,5534
2017-07-16,5534
2017-07-17,5534
2017-07-18,5760
2017-07-19,5760
2017-07-20,5760
2017-07-21,5760
2017-07-22,5760
2017-07-23,5760
2017-07-24,5899
2017-07-25,5899
2017-07-26,5899
2017-07-27,5899
2017-07-28,5899
2017-07-29,5899
2017-07-30,5899
2017-07-31,6111
2017-08-01,6111
2017-08-02,6111
2017-08-03,6111
2017-08-04,6111
2017-08-05,6111
2017-08-06,6111
2017-08-07,6111
2017-08-08,6323
2017-08-09,6323
2017-08-10,6323
2017-08-11,6323
2017-08-12,6323
2017-08-13,6323
2017-08-14,6323
2017-08-15,6635
2017-08-16,6635
2017-08-17,6635
2017-08-18,6635
2017-08-19,6635
2017-08-20,6635
2017-08-21,6635
2017-08-22,6635
2017-08-23,6635
2017-08-24,6701
2017-08-25,6701
2017-08-26,6701
2017-08-27,6701
2017-08-28,6701
2017-08-29,6701
2017-08-30,6701
2017-08-31,6701
2017-09-01,6701
2017-09-02,6620
2017-09-03,6620
2017-09-04,6620
2017-09-05,6620
2017-09-06,6620
2017-09-07,6620
2017-09-08,6620
2017-09-09,6620
2017-09-10,6498
2017-09-11,6498
2017-09-12,6498
2017-09-13,6498
2017-09-14,6498
2017-09-15,6498
2017-09-16,6498
2017-09-17,6498
2017-09-18,6498
2017-09-19,6498
2017-09-20,6498
2017-09-21,6245
2017-09-22,6245
2017-09-23,6245
2017-09-24,6245
2017-09-25,6245
2017-09-26,6245
2017-09-27,6245
2017-09-28,6245
2017-09-29,6245
2017-09-30,6245
2017-10-01,6225
2017-10-02,6225
2017-10-03,6225
2017-10-04,6225
2017-10-05,6225
2017-10-06,6225
2017-10-07,6225
2017-10-08,6225
2017-10-09,6225
2017-10-10,6225
2017-10-11,6225
2017-10-12,6225
2017-10-13,6037
2017-10-14,6037
2017-10-15,6037
2017-10-16,6037
2017-10-17,6037
2017-10-18,6037
2017-10-19,6037
2017-10-20,6037
2017-10-21,6037
2017-10-22,6037
2017-10-23,6037
2017-10-24,5906
2017-10-25,5906
2017-10-26,5906
2017-10-27,5906
2017-10-28,5906
2017-10-29,5906
2017-10-30,5906
2017-10-31,5906
2017-11-01,5906
2017-11-02,5906
2017-11-03,5779
2017-11-04,5779
2017-11-05,5779
2017-11-06,5779
2017-11-07,5779
2017-11-08,5779
2017-11-09,5779
2017-11-10,5779
2017-11-11,5779
2017-11-12,5779
2017-11-13,5652
2017-11-14,5652
2017-11-15,5652
2017-11-16,5652
2017-11-17,5652
2017-11-18,5652
2017-11-19,5652
2017-11-20,5652
2017-11-21,5652
2017-11-22,5652
2017-11-23,5652
2017-11-24,5640
2017-11-25,5640
2017-11-26,5640
2017-11-27,5640
2017-11-28,5640
2017-11-29,5640
2017-11-30,5640
2017-12-01,5722
2017-12-02,5722
2017-12-03,5722
2017-12-04,5722
2017-12-05,5722
2017-12-06,5722
2017-12-07,5722
2017-12-08,5722
2017-12-09,5722
2017-12-10,5899
2017-12-11,5899
2017-12-12,5899
2017-12-13,5899
2017-12-14,5899
2017-12-15,5899
2017-12-16,5899
2017-12-17,5899
2017-12-18,5899
2017-12-19,5899
2017-12-20,5985
2017-12-21,5985
2017-12-22,5985
2017-12-23,5985
2017-12-24,5985
2017-12-25,5985
2017-12-26,5985
2017-12-27,5985
2017-12-28,5985
2017-12-29,5985
2017-12-30,5912
2017-12-31,5912
2018-01-01,5912
2018-01-02,5912
2018-01-03,5912
2018-01-04,5912
2018-01-05,5912
2018-01-06,5912
2018-01-07,5912
2018-01-08,5645
2018-01-09,5645
2018-01-10,5645
2018-01-11,5645
2018-01-12,5645
2018-01-13,5645
2018-01-14,5645
2018-01-15,5606
2018-01-16,5606
2018-01-17,5606
2018-01-18,5606
2018-01-19,5606
2018-01-20,5606
2018-01-21,5606
2018-01-22,5606
2018-01-23,5417
2018-01-24,5417
2018-01-25,5417
2018-01-26,5417
2018-01-27,5417
2018-01-28,5196
2018-01-29,5196
2018-01-30,5196
2018-02-01,5196
2018-02-02,5196
2018-02-03,5102
2018-02-04,5102
2018-02-05,5102
2018-02-06,5102
2018-02-07,5102
2018-02-08,5102
2018-02-09,4976
2018-02-10,4976
2018-02-11,4976
2018-02-12,4976
2018-02-13,4976
2018-02-14,4825
2018-02-15,4825
2018-02-16,4902
2018-02-17,4902
2018-02-18,4902
2018-02-19,5148
2018-02-20,5148
2018-02-21,5148
2018-02-22,5148
2018-02-23,5390
2018-02-24,5390
2018-02-25,5390
2018-02-26,5390
2018-02-27,5641
2018-02-28,5641
2018-03-01,5641
2018-03-02,5641
2018-03-03,5791
2018-03-04,5791
2018-03-05,5791
2018-03-06,5791
2018-03-07,5791
2018-03-08,5679
2018-03-09,5679
2018-03-10,5679
2018-03-11,5679
2018-03-12,5679
2018-03-13,5436
2018-03-14,5436
2018-03-15,5436
2018-03-16,5436
2018-03-17,5436
2018-03-18,5207
2018-03-19,5207
2018-03-20,5207
2018-03-21,5207
2018-03-23,5207
2018-03-24,5207
2018-03-26,4968
2018-03-27,4968
2018-03-28,4968
2018-03-29,4804
2018-03-30,4804
2018-03-31,4804
2018-04-01,4804
2018-04-02,4804
2018-04-03,4819
2018-04-04,4819
2018-04-05,4819
2018-04-06,4819
2018-04-08,4819
2018-04-09,4633
2018-04-10,4633
2018-04-11,4633
2018-04-12,4633
2018-04-13,4633
2018-04-14,4633
2018-04-16,4495
2018-04-17,4495
2018-04-18,4495
2018-04-19,4495
2018-04-20,4495
2018-04-21,4449
2018-04-22,4449
2018-04-23,4449
2018-04-24,4449
2018-04-25,4449
2018-04-26,4449
2018-04-27,4449
2018-04-28,4524
2018-04-29,4524
2018-04-30,4524
2018-05-01,4524
2018-05-02,4524
2018-05-03,4524
2018-05-04,4524
2018-05-05,4311
2018-05-06,4311
2018-05-07,4311
2018-05-08,4311
2018-05-09,4311
2018-05-10,4311
2018-05-11,4111
2018-05-12,4111
2018-05-13,4111
2018-05-14,4111
2018-05-15,4111
2018-05-16,3969
2018-05-17,3969
2018-05-18,3969
2018-05-19,3969
2018-05-20,3969
2018-05-21,3952
2018-05-22,3952
2018-05-23,3952
2018-05-24,3952
2018-05-25,3952
2018-05-26,3952
2018-05-27,3782
2018-05-28,3782
2018-05-29,3782
2018-05-30,3782
2018-05-31,3782
2018-06-01,3898
2018-06-02,3898
2018-06-03,3898
2018-06-04,3898
2018-06-05,3933
2018-06-06,3933
2018-06-07,3933
2018-06-08,3933
2018-06-09,3933
2018-06-10,4052
2018-06-11,4052
2018-06-12,4052
2018-06-13,4052
2018-06-14,4052
2018-06-15,4063
2018-06-16,4063
2018-06-17,4063
2018-06-18,4063
2018-06-19,4063
2018-06-20,4063
2018-06-21,3979
2018-06-22,3979
2018-06-23,3979
2018-06-24,3979
2018-06-25,3979
2018-06-26,3979
2018-06-27,4075
2018-06-28,4075
2018-06-29,4075
2018-06-30,4075
2018-07-01,4075
2018-07-02,4075
2018-07-03,3952
2018-07-04,3952
2018-07-05,3952
2018-07-06,3952
2018-07-07,3952
2018-07-08,3952
2018-07-09,3952
2018-07-10,3820
2018-07-11,3820
2018-07-12,3820
2018-07-13,3820
2018-07-14,3883
2018-07-15,3883
2018-07-16,3883
2018-07-17,3883
2018-07-18,3883
2018-07-19,4054
2018-07-20,4054
2018-07-21,4054
2018-07-22,4054
2018-07-23,4159
2018-07-24,4159
2018-07-25,4159
2018-07-26,4351
2018-07-27,4533
2018-07-28,4533
2018-07-29,4533
2018-07-30,4745
2018-07-31,4745
2018-08-01,4745
2018-08-02,4983
2018-08-03,4983
2018-08-04,4983
2018-08-05,4983
2018-08-06,5225
2018-08-07,5225
2018-08-08,5225
2018-08-09,5225
2018-08-10,5366
2018-08-11,5366
2018-08-12,5563
2018-08-14,5563
2018-08-16,5563
2018-08-17,5717
2018-08-18,5717
2018-08-19,5717
2018-08-20,5717
2018-08-21,5785
2018-08-22,5785
2018-08-23,5785
2018-08-24,5785
2018-08-25,5629
2018-08-26,5629
2018-08-27,5629
2018-08-28,5629
2018-08-29,5629
2018-08-30,5354
2018-08-31,5354
2018-09-01,5354
2018-09-02,5354
2018-09-03,5152
2018-09-04,5152
2018-09-05,4996
2018-09-06,4996
2018-09-07,4996
2018-09-08,5050
2018-09-09,5050
2018-09-10,5050
2018-09-11,5050
2018-09-12,4873
2018-09-13,4873
2018-09-14,4873
2018-09-15,4873
2018-09-16,4736
2018-09-17,4736
2018-09-18,4736
2018-09-19,4736
2018-09-20,4691
2018-09-21,4691
2018-09-22,4691
2018-09-23,4778
2018-09-24,4778
2018-09-25,4778
2018-09-26,4848
2018-09-27,4848
2018-09-28,4848
2018-09-29,4848
2018-09-30,4796
2018-10-02,4796
2018-10-03,4661
2018-10-04,4661
2018-10-05,4661
2018-10-06,4661
2018-10-07,4807
2018-10-08,4807
2018-10-09,4807
2018-10-10,4639
2018-10-11,4639
2018-10-12,4639
2018-10-13,4639
2018-10-14,4476
2018-10-15,4476
2018-10-16,4476
2018-10-17,4288
2018-10-18,4288
2018-10-19,4288
2018-10-20,4288
2018-10-21,4169
2018-10-22,4169
2018-10-23,4169
2018-10-24,4169
2018-10-25,4028
2018-10-26,4028
2018-10-27,4028
2018-10-28,3851
2018-10-29,3851
2018-10-30,3851
2018-10-31,3851
2018-11-01,3714
2018-11-03,3714
2018-11-04,3714
2018-11-05,3616
2018-11-06,3616
2018-11-07,3616
2018-11-08,3555
2018-11-09,3555
2018-11-10,3555
2018-11-11,3555
2018-11-12,3538
2018-11-13,3538
2018-11-14,3538
2018-11-15,3538
2018-11-16,3585
2018-11-17,3585
2018-11-18,3585
2018-11-19,3594
2018-11-20,3594
2018-11-21,3594
2018-11-22,3628
2018-11-23,3628
2018-11-24,3628
2018-11-25,3568
2018-11-26,3568
2018-11-27,3568
2018-11-28,3568
2018-11-29,3617
2018-12-01,3617
2018-12-02,3617
2018-12-03,3797
2018-12-04,3797
2018-12-05,3797
2018-12-07,3843
2018-12-09,3818
2018-12-10,3818
2018-12-11,3818
2018-12-12,3818
2018-12-13,3746
2018-12-14,3746
2018-12-15,3746
2018-12-16,3669
2018-12-17,3669
2018-12-18,3669
2018-12-19,3669
2018-12-20,3686
2018-12-21,3686
2018-12-22,3686
2018-12-23,3702
2018-12-24,3702
2018-12-25,3702
2018-12-26,3702
2018-12-27,3737
2018-12-28,3737
2018-12-29,3737
2018-12-30,3737
2018-12-31,3733
2019-01-01,3733
2019-01-02,3733
