date_obj,Giant%20frog%20legs price
2015-03-26,1000
2015-03-27,1000
2015-03-28,1000
2015-03-29,1000
2015-03-30,1000
2015-03-31,1000
2015-04-01,1000
2015-04-02,1000
2015-04-03,1000
2015-04-04,1000
2015-04-05,1000
2015-04-06,1000
2015-04-07,1000
2015-04-08,1000
2015-04-09,1000
2015-04-10,999
2015-04-11,999
2015-04-12,999
2015-04-13,999
2015-04-14,999
2015-04-15,999
2015-04-16,999
2015-04-17,999
2015-04-18,999
2015-04-19,999
2015-04-20,999
2015-04-21,999
2015-04-22,999
2015-04-23,999
2015-04-24,999
2015-04-25,999
2015-04-26,999
2015-04-27,999
2015-04-28,999
2015-04-29,999
2015-04-30,999
2015-05-01,999
2015-05-02,999
2015-05-03,999
2015-05-04,999
2015-05-05,999
2015-05-06,999
2015-05-07,999
2015-05-08,999
2015-05-09,999
2015-05-10,999
2015-05-11,999
2015-05-12,999
2015-05-13,999
2015-05-14,999
2015-05-15,999
2015-05-16,999
2015-05-17,999
2015-05-18,999
2015-05-19,999
2015-05-20,999
2015-05-21,999
2015-05-22,999
2015-05-23,999
2015-05-24,999
2015-05-25,999
2015-05-26,999
2015-05-27,999
2015-05-28,994
2015-05-29,994
2015-05-30,994
2015-05-31,994
2015-06-01,994
2015-06-02,994
2015-06-03,994
2015-06-04,994
2015-06-05,994
2015-06-06,994
2015-06-07,994
2015-06-08,994
2015-06-09,994
2015-06-10,994
2015-06-11,994
2015-06-12,994
2015-06-13,994
2015-06-14,994
2015-06-15,994
2015-06-16,994
2015-06-17,994
2015-06-18,994
2015-06-19,994
2015-06-20,994
2015-06-21,994
2015-06-22,994
2015-06-23,994
2015-06-24,994
2015-06-25,994
2015-06-26,994
2015-06-27,994
2015-06-28,994
2015-06-29,994
2015-06-30,994
2015-07-01,994
2015-07-02,994
2015-07-03,994
2015-07-04,992
2015-07-05,992
2015-07-06,992
2015-07-07,992
2015-07-08,992
2015-07-09,992
2015-07-10,992
2015-07-11,992
2015-07-12,992
2015-07-13,992
2015-07-14,992
2015-07-15,992
2015-07-16,992
2015-07-17,992
2015-07-18,992
2015-07-19,992
2015-07-20,992
2015-07-21,992
2015-07-22,992
2015-07-23,992
2015-07-24,992
2015-07-25,992
2015-07-26,992
2015-07-27,992
2015-07-28,992
2015-07-29,992
2015-07-30,992
2015-07-31,992
2015-08-01,992
2015-08-02,992
2015-08-03,992
2015-08-04,992
2015-08-05,992
2015-08-06,992
2015-08-07,992
2015-08-08,992
2015-08-09,992
2015-08-10,992
2015-08-11,992
2015-08-12,992
2015-08-13,1033
2015-08-14,1033
2015-08-15,1033
2015-08-16,1033
2015-08-17,1033
2015-08-18,1033
2015-08-19,1033
2015-08-20,1033
2015-08-21,1033
2015-08-22,1033
2015-08-23,1033
2015-08-24,1033
2015-08-25,1033
2015-08-26,1033
2015-08-27,1033
2015-08-28,1033
2015-08-29,1033
2015-08-30,1033
2015-08-31,1033
2015-09-01,1033
2015-09-02,1033
2015-09-03,1033
2015-09-04,1033
2015-09-05,1033
2015-09-06,1033
2015-09-07,1033
2015-09-08,1033
2015-09-09,1033
2015-09-10,1033
2015-09-11,1033
2015-09-12,1033
2015-09-13,1033
2015-09-14,1033
2015-09-15,1033
2015-09-16,1033
2015-09-17,1033
2015-09-18,1033
2015-09-19,1024
2015-09-20,1024
2015-09-21,1024
2015-09-22,1024
2015-09-23,1024
2015-09-24,1024
2015-09-25,1024
2015-09-27,1024
2015-09-28,1024
2015-09-29,1024
2015-09-30,1024
2015-10-05,1024
2015-10-06,1024
2015-10-07,1024
2015-10-08,1024
2015-10-09,1024
2015-10-10,1024
2015-10-11,1024
2015-10-12,1024
2015-10-13,1024
2015-10-14,1024
2015-10-15,1024
2015-10-16,1024
2015-10-17,1024
2015-10-18,1024
2015-10-19,1024
2015-10-20,1024
2015-10-22,1024
2015-10-23,1024
2015-10-24,1024
2015-10-25,1024
2015-10-26,1024
2015-10-27,1024
2015-10-29,1024
2015-10-30,1024
2015-10-31,1024
2015-11-01,1024
2015-11-02,1024
2015-11-03,1029
2015-11-04,1029
2015-11-05,1029
2015-11-06,1029
2015-11-07,1029
2015-11-08,1029
2015-11-09,1029
2015-11-10,1029
2015-11-11,1029
2015-11-12,1029
2015-11-13,1029
2015-11-14,1029
2015-11-15,1029
2015-11-16,1029
2015-11-17,1029
2015-11-18,1029
2015-11-19,1029
2015-11-20,1029
2015-11-21,1029
2015-11-22,1029
2015-11-23,1029
2015-11-24,1029
2015-11-25,1029
2015-11-26,1029
2015-11-27,1029
2015-11-28,1029
2015-11-29,1029
2015-11-30,1029
2015-12-01,1029
2015-12-02,1029
2015-12-03,1029
2015-12-04,1029
2015-12-05,1029
2015-12-06,1029
2015-12-07,1029
2015-12-08,1029
2015-12-09,1029
2015-12-10,1029
2015-12-11,1029
2015-12-12,1029
2015-12-13,1029
2015-12-14,1029
2015-12-15,1029
2015-12-16,1029
2015-12-17,1029
2015-12-18,1029
2015-12-19,1029
2015-12-20,1047
2015-12-21,1047
2015-12-22,1047
2015-12-23,1047
2015-12-24,1047
2015-12-25,1047
2015-12-26,1047
2015-12-27,1047
2015-12-28,1047
2015-12-29,1047
2015-12-30,1047
2015-12-31,1047
2016-01-01,1047
2016-01-02,1047
2016-01-03,1047
2016-01-04,1047
2016-01-05,1047
2016-01-06,1047
2016-01-07,1047
2016-01-08,1047
2016-01-09,1047
2016-01-10,1047
2016-01-11,1047
2016-01-12,1047
2016-01-13,1047
2016-01-14,1047
2016-01-15,1047
2016-01-16,1047
2016-01-17,1047
2016-01-18,1047
2016-01-19,1047
2016-01-20,1047
2016-01-21,1047
2016-01-22,1047
2016-01-23,1047
2016-01-24,1065
2016-01-25,1065
2016-01-26,1065
2016-01-27,1065
2016-01-28,1065
2016-01-29,1065
2016-01-30,1065
2016-01-31,1065
2016-02-01,1065
2016-02-02,1065
2016-02-03,1065
2016-02-04,1065
2016-02-05,1065
2016-02-06,1065
