date_obj,Runite%20bar price
2019-04-05,12507
2019-04-06,12506
2019-04-07,12500
2019-04-08,12478
2019-04-09,12497
2019-04-10,12500
2019-04-11,12503
2019-04-12,12501
2019-04-13,12480
2019-04-14,12464
2019-04-15,12464
2019-04-16,12443
2019-04-17,12434
2019-04-18,12441
2019-04-19,12450
2019-04-20,12461
2019-04-21,12462
2019-04-22,12472
2019-04-23,12467
2019-04-24,12458
2019-04-25,12432
2019-04-26,12408
2019-04-27,12407
2019-04-28,12410
2019-04-29,12416
2019-04-30,12411
2019-05-01,12411
2019-05-02,12430
2019-05-03,12411
2019-05-04,12407
2019-05-05,12410
2019-05-06,12414
2019-05-07,12419
2019-05-08,12429
2019-05-09,12430
2019-05-10,12441
2019-05-11,12453
2019-05-12,12457
2019-05-13,12462
2019-05-14,12462
2019-05-15,12456
2019-05-16,12455
2019-05-17,12441
2019-05-18,12447
2019-05-19,12456
2019-05-20,12454
2019-05-21,12457
2019-05-22,12449
2019-05-23,12455
2019-05-24,12457
2019-05-25,12458
2019-05-26,12464
2019-05-27,12460
2019-05-28,12448
2019-05-29,12447
2019-05-30,12438
2019-05-31,12430
2019-06-01,12417
2019-06-02,12421
2019-06-03,12411
2019-06-04,12417
2019-06-05,12435
2019-06-06,12442
2019-06-07,12446
2019-06-08,12460
2019-06-09,12453
2019-06-10,12457
2019-06-11,12457
2019-06-12,12466
2019-06-13,12473
2019-06-14,12476
2019-06-15,12458
2019-06-16,12455
2019-06-17,12452
2019-06-18,12441
2019-06-19,12436
2019-06-20,12447
2019-06-21,12452
2019-06-22,12451
2019-06-23,12458
2019-06-24,12451
2019-06-25,12450
2019-06-26,12453
2019-06-27,12456
2019-06-28,12456
2019-06-29,12461
2019-06-30,12464
2019-07-01,12464
2019-07-02,12468
2019-07-03,12464
2019-07-04,12466
2019-07-05,12457
2019-07-06,12456
2019-07-07,12450
2019-07-08,12452
2019-07-09,12446
2019-07-10,12440
2019-07-11,12448
2019-07-12,12439
2019-07-13,12438
2019-07-14,12440
2019-07-15,12443
2019-07-16,12451
2019-07-17,12445
2019-07-18,12437
2019-07-19,12435
2019-07-20,12446
2019-07-21,12450
2019-07-22,12459
2019-07-23,12462
2019-07-24,12458
2019-07-25,12453
2019-07-26,12420
2019-07-27,12402
2019-07-28,12365
2019-07-29,12384
2019-07-30,12391
2019-07-31,12396
2019-08-01,12388
2019-08-02,12356
2019-08-03,12324
2019-08-04,12331
2019-08-05,12315
2019-08-06,12313
2019-08-07,12345
2019-08-08,12378
2019-08-09,12383
2019-08-10,12392
2019-08-11,12406
2019-08-12,12432
2019-08-13,12424
2019-08-14,12428
2019-08-15,12435
2019-08-16,12442
2019-08-17,12435
2019-08-18,12436
2019-08-19,12436
2019-08-20,12450
2019-08-21,12446
2019-08-22,12440
2019-08-23,12443
2019-08-24,12445
2019-08-24,12445
2019-08-25,12450
2019-08-25,12450
2019-08-26,12442
2019-08-26,12442
2019-08-27,12434
2019-08-27,12434
2019-08-28,12435
2019-08-29,12443
2019-08-30,12443
2019-08-31,12438
2019-09-01,12442
2019-09-02,12439
2019-09-03,12439
2019-09-04,12437
2019-09-05,12432
2019-09-06,12432
2019-09-07,12442
2019-09-08,12441
2019-09-09,12443
2019-09-10,12440
2019-09-11,12445
2019-09-12,12443
2019-09-13,12441
2019-09-14,12443
2019-09-15,12448
2019-09-16,12447
2019-09-17,12452
2019-09-18,12466
2019-09-19,12463
2019-09-20,12455
2019-09-21,12436
2019-09-22,12439
2019-09-23,12445
2019-09-24,12459
2019-09-25,12467
2019-09-26,12462
2019-09-27,12465
2019-09-28,12456
2019-09-29,12457
2019-09-30,12451
2019-10-01,12420
2019-10-02,12429
2019-10-03,12427
2019-10-04,12404
2019-10-05,12365
2019-10-06,12345
2019-10-07,12363
2019-10-08,12362
2019-10-09,12364
2019-10-10,12363
2019-10-11,12360
2019-10-12,12371
2019-10-13,12369
2019-10-14,12360
2019-10-15,12330
2019-10-16,12337
2019-10-17,12324
2019-10-18,12328
2019-10-19,12315
2019-10-20,12296
2019-10-21,12306
2019-10-22,12315
2019-10-23,12325
2019-10-24,12324
2019-10-25,12334
2019-10-26,12342
2019-10-27,12352
2019-10-28,12347
2019-10-29,12333
2019-10-30,12324
2019-10-31,12312
2019-11-01,12242
2019-11-02,12285
2019-11-03,12298
2019-11-04,12302
2019-11-05,12283
2019-11-06,12287
2019-11-07,12300
2019-11-08,12310
2019-11-09,12324
2019-11-10,12335
2019-11-11,12336
2019-11-12,12341
2019-11-13,12344
2019-11-14,12346
2019-11-15,12346
2019-11-16,12347
2019-11-17,12352
2019-11-18,12347
2019-11-19,12342
2019-11-20,12328
2019-11-21,12303
2019-11-22,12286
2019-11-23,12290
2019-11-24,12303
2019-11-25,12311
2019-11-26,12314
2019-11-27,12310
2019-11-28,12310
2019-11-29,12311
2019-11-30,12322
2019-12-01,12336
2019-12-02,12339
2019-12-03,12330
2019-12-04,12322
2019-12-05,12328
2019-12-06,12325
2019-12-07,12330
2019-12-08,12332
2019-12-09,12328
2019-12-10,12321
2019-12-11,12316
2019-12-12,12311
2019-12-13,12309
2019-12-14,12305
2019-12-15,12312
2019-12-16,12318
2019-12-17,12325
2019-12-18,12330
2019-12-19,12334
2019-12-20,12332
2019-12-21,12336
2019-12-22,12341
2019-12-23,12348
2019-12-24,12371
2019-12-25,12388
2019-12-26,12386
2019-12-27,12391
2019-12-28,12392
2019-12-29,12391
2019-12-30,12395
2019-12-31,12402
2020-01-01,12422
2020-01-02,12440
2020-01-03,12443
2020-01-04,12451
2020-01-05,12424
2020-01-06,12399
2020-01-07,12387
2020-01-08,12372
2020-01-09,12373
2020-01-10,12371
2020-01-11,12375
2020-01-12,12380
2020-01-13,12379
2020-01-14,12383
2020-01-15,12396
2020-01-16,12399
2020-01-17,12402
2020-01-18,12415
2020-01-19,12423
2020-01-20,12427
2020-01-21,12423
2020-01-22,12421
2020-01-23,12433
2020-01-24,12428
2020-01-25,12417
2020-01-26,12422
2020-01-27,12422
2020-01-28,12423
2020-01-29,12421
2020-01-30,12410
2020-01-31,12381
2020-02-01,12368
2020-02-02,12370
2020-02-03,12373
2020-02-04,12381
2020-02-05,12383
2020-02-06,12382
2020-02-07,12361
2020-02-08,12342
2020-02-09,12340
2020-02-10,12327
2020-02-11,12338
2020-02-12,12330
2020-02-13,12327
2020-02-14,12332
2020-02-15,12366
2020-02-16,12402
2020-02-17,12414
2020-02-18,12429
2020-02-19,12456
2020-02-20,12467
2020-02-21,12456
2020-02-22,12454
2020-02-23,12460
2020-02-24,12455
2020-02-25,12448
2020-02-26,12444
2020-02-27,12429
2020-02-28,12441
2020-02-29,12440
2020-03-01,12454
2020-03-02,12452
2020-03-03,12456
2020-03-04,12449
2020-03-05,12448
2020-03-06,12448
2020-03-07,12454
2020-03-08,12483
2020-03-09,12479
2020-03-10,12469
2020-03-11,12476
2020-03-12,12461
2020-03-13,12457
2020-03-14,12458
2020-03-15,12458
2020-03-16,12459
2020-03-17,12455
2020-03-18,12456
2020-03-19,12464
2020-03-20,12476
2020-03-21,12476
2020-03-22,12482
2020-03-23,12473
2020-03-24,12469
2020-03-25,12461
2020-03-26,12465
2020-03-27,12465
2020-03-28,12464
2020-03-29,12472
2020-03-30,12481
2020-03-31,12490
2020-04-01,12495
2020-04-02,12509
2020-04-03,12508
2020-04-04,12522
2020-04-05,12516
2020-04-06,12513
2020-04-07,12515
2020-04-08,12521
2020-04-09,12522
2020-04-10,12520
2020-04-11,12517
2020-04-12,12509
2020-04-13,12503
2020-04-14,12485
2020-04-15,12462
2020-04-16,12452
2020-04-17,12450
2020-04-18,12462
2020-04-19,12474
2020-04-20,12478
2020-04-21,12483
2020-04-22,12483
2020-04-23,12471
2020-04-24,12443
2020-04-25,12417
2020-04-26,12400
2020-04-27,12396
2020-04-28,12406
2020-04-29,12411
2020-04-30,12421
2020-05-01,12424
2020-05-02,12433
2020-05-03,12439
2020-05-04,12459
2020-05-05,12462
2020-05-06,12466
2020-05-07,12470
2020-05-08,12468
2020-05-09,12470
2020-05-10,12478
2020-05-11,12474
2020-05-12,12478
2020-05-13,12483
