date_obj,Mystic%20fire%20staff price
2019-04-10,25177
2019-04-11,25226
2019-04-12,25128
2019-04-13,25184
2019-04-14,25095
2019-04-15,25428
2019-04-16,25151
2019-04-17,25171
2019-04-18,25167
2019-04-19,25183
2019-04-20,25196
2019-04-21,25239
2019-04-22,25197
2019-04-23,25168
2019-04-24,25227
2019-04-25,25235
2019-04-26,25278
2019-04-27,25167
2019-04-28,25158
2019-04-29,25202
2019-04-30,25202
2019-05-01,25392
2019-05-02,25365
2019-05-03,25240
2019-05-04,25255
2019-05-05,25277
2019-05-06,25263
2019-05-07,25231
2019-05-08,25192
2019-05-09,25261
2019-05-10,25258
2019-05-11,25208
2019-05-12,25273
2019-05-13,25262
2019-05-14,25224
2019-05-15,25331
2019-05-16,25326
2019-05-17,25152
2019-05-18,25338
2019-05-19,25251
2019-05-20,25187
2019-05-21,25224
2019-05-22,25267
2019-05-23,25340
2019-05-24,25207
2019-05-25,25354
2019-05-26,25353
2019-05-27,25219
2019-05-28,25226
2019-05-29,25284
2019-05-30,25347
2019-05-31,25313
2019-06-01,25325
2019-06-02,25322
2019-06-03,25218
2019-06-04,25211
2019-06-05,25195
2019-06-06,25298
2019-06-07,25290
2019-06-08,25247
2019-06-09,25236
2019-06-10,25318
2019-06-11,25267
2019-06-12,25259
2019-06-13,25250
2019-06-14,25215
2019-06-15,25277
2019-06-16,25247
2019-06-17,25417
2019-06-18,25644
2019-06-19,25203
2019-06-20,25171
2019-06-21,25153
2019-06-22,25239
2019-06-23,25202
2019-06-24,25553
2019-06-25,25178
2019-06-26,25210
2019-06-27,25518
2019-06-28,25551
2019-06-29,25284
2019-06-30,25345
2019-07-01,25201
2019-07-02,25235
2019-07-03,25310
2019-07-04,25292
2019-07-05,25212
2019-07-06,24770
2019-07-07,25355
2019-07-08,25236
2019-07-09,25472
2019-07-10,25213
2019-07-11,25282
2019-07-12,25237
2019-07-13,25282
2019-07-14,25206
2019-07-15,25245
2019-07-16,25201
2019-07-17,25174
2019-07-18,25163
2019-07-19,25203
2019-07-20,25241
2019-07-21,25138
2019-07-22,25253
2019-07-23,25217
2019-07-24,25259
2019-07-25,25334
2019-07-26,25216
2019-07-27,25154
2019-07-28,25217
2019-07-29,25177
2019-07-30,25176
2019-07-31,25144
2019-08-01,25171
2019-08-02,25135
2019-08-03,25272
2019-08-04,25146
2019-08-05,25142
2019-08-06,25131
2019-08-07,25075
2019-08-08,25106
2019-08-09,25133
2019-08-10,25107
2019-08-11,25086
2019-08-12,25191
2019-08-13,25183
2019-08-14,25246
2019-08-15,25358
2019-08-16,25303
2019-08-17,25135
2019-08-18,25278
2019-08-19,25490
2019-08-20,25299
2019-08-21,25174
2019-08-22,25175
2019-08-23,25100
2019-08-24,25384
2019-08-24,25384
2019-08-25,25408
2019-08-25,25408
2019-08-26,25202
2019-08-26,25202
2019-08-27,25235
2019-08-27,25235
2019-08-28,25225
2019-08-29,25206
2019-08-30,25253
2019-08-31,25228
2019-09-01,25162
2019-09-02,25164
2019-09-03,25200
2019-09-04,25200
2019-09-05,25157
2019-09-06,25164
2019-09-07,25217
2019-09-08,25170
2019-09-09,25173
2019-09-10,25189
2019-09-11,25243
2019-09-12,25181
2019-09-13,25220
2019-09-14,25195
2019-09-15,25017
2019-09-16,25364
2019-09-17,25364
2019-09-18,25282
2019-09-19,25147
2019-09-20,25208
2019-09-21,25168
2019-09-22,25163
2019-09-23,25148
2019-09-24,25113
2019-09-25,25123
2019-09-26,25155
2019-09-27,25319
2019-09-28,25081
2019-09-29,25285
2019-09-30,25159
2019-10-01,25137
2019-10-02,25187
2019-10-03,25144
2019-10-04,25172
2019-10-05,25091
2019-10-06,25178
2019-10-07,25000
2019-10-08,25151
2019-10-09,25145
2019-10-10,25138
2019-10-11,25109
2019-10-12,25179
2019-10-13,25091
2019-10-14,25186
2019-10-15,25160
2019-10-16,25145
2019-10-17,25139
2019-10-18,25114
2019-10-19,25083
2019-10-20,25240
2019-10-21,25020
2019-10-22,25135
2019-10-23,25141
2019-10-24,25102
2019-10-25,25163
2019-10-26,25140
2019-10-27,25185
2019-10-28,25209
2019-10-29,25188
2019-10-30,25238
2019-10-31,25235
2019-11-01,25235
2019-11-02,25235
2019-11-03,25163
2019-11-04,25167
2019-11-05,25184
2019-11-06,25163
2019-11-07,25162
2019-11-08,25176
2019-11-09,25377
2019-11-10,25133
2019-11-11,25256
2019-11-12,25144
2019-11-13,25029
2019-11-14,25148
2019-11-15,25069
2019-11-16,25085
2019-11-17,25129
2019-11-18,25220
2019-11-19,25230
2019-11-20,25075
2019-11-21,25069
2019-11-22,24882
2019-11-23,25095
2019-11-24,25267
2019-11-25,25181
2019-11-26,25079
2019-11-27,25701
2019-11-28,26107
2019-11-29,25753
2019-11-30,26014
2019-12-01,27181
2019-12-02,26692
2019-12-03,25704
2019-12-04,25176
2019-12-05,25139
2019-12-06,25064
2019-12-07,25080
2019-12-08,25111
2019-12-09,25014
2019-12-10,25005
2019-12-11,25257
2019-12-12,25112
2019-12-13,25201
2019-12-14,25177
2019-12-15,25026
2019-12-16,25095
2019-12-17,25172
2019-12-18,25205
2019-12-19,25170
2019-12-20,25073
2019-12-21,25139
2019-12-22,25082
2019-12-23,25158
2019-12-24,25088
2019-12-25,25300
2019-12-26,25181
2019-12-27,25067
2019-12-28,25118
2019-12-29,25107
2019-12-30,25104
2019-12-31,25099
2020-01-01,25045
2020-01-02,25125
2020-01-03,25147
2020-01-04,25123
2020-01-05,25174
2020-01-06,25133
2020-01-07,25125
2020-01-08,25036
2020-01-09,25224
2020-01-10,25119
2020-01-11,25145
2020-01-12,25135
2020-01-13,25084
2020-01-14,25500
2020-01-15,25290
2020-01-16,25133
2020-01-17,25097
2020-01-18,25204
2020-01-19,25167
2020-01-20,25114
2020-01-21,25168
2020-01-22,25144
2020-01-23,25119
2020-01-24,24988
2020-01-25,25179
2020-01-26,25100
2020-01-27,25193
2020-01-28,25928
2020-01-29,25087
2020-01-30,25196
2020-01-31,25086
2020-02-01,25336
2020-02-02,25169
2020-02-03,25102
2020-02-04,25220
2020-02-05,25521
2020-02-06,25273
2020-02-07,25086
2020-02-08,25088
2020-02-09,25343
2020-02-10,25275
2020-02-11,25767
2020-02-12,25242
2020-02-13,25065
2020-02-14,25182
2020-02-15,25067
2020-02-16,25161
2020-02-17,24973
2020-02-18,25093
2020-02-19,25273
2020-02-20,25034
2020-02-21,25110
2020-02-22,25126
2020-02-23,25186
2020-02-24,25153
2020-02-25,25276
2020-02-26,25155
2020-02-27,25006
2020-02-28,25186
2020-02-29,25260
2020-03-01,25187
2020-03-02,25274
2020-03-03,25211
2020-03-04,25152
2020-03-05,25121
2020-03-06,25174
2020-03-07,25148
2020-03-08,25132
2020-03-09,25157
2020-03-10,25129
2020-03-11,25056
2020-03-12,25195
2020-03-13,25142
2020-03-14,25142
2020-03-15,25170
2020-03-16,25140
2020-03-17,25144
2020-03-18,25218
2020-03-19,25173
2020-03-20,25135
2020-03-21,25068
2020-03-22,25239
2020-03-23,25150
2020-03-24,25234
2020-03-25,25428
2020-03-26,25277
2020-03-27,25157
2020-03-28,25325
2020-03-29,25081
2020-03-30,25208
2020-03-31,25195
2020-04-01,25242
2020-04-02,25174
2020-04-03,25106
2020-04-04,25318
2020-04-05,25313
2020-04-06,25140
2020-04-07,25029
2020-04-08,25508
2020-04-09,25201
2020-04-10,25184
2020-04-11,25340
2020-04-12,25202
2020-04-13,25298
2020-04-14,25194
2020-04-15,25157
2020-04-16,25179
2020-04-17,25105
2020-04-18,25254
2020-04-19,25289
2020-04-20,25244
2020-04-21,25163
2020-04-22,25230
2020-04-23,25214
2020-04-24,25147
2020-04-25,25185
2020-04-26,25326
2020-04-27,25202
2020-04-28,25154
2020-04-29,25362
2020-04-30,25358
2020-05-01,25337
2020-05-02,25384
2020-05-03,25201
2020-05-04,25131
2020-05-05,25264
2020-05-06,25284
2020-05-07,25251
2020-05-08,25478
2020-05-09,25254
2020-05-10,25234
2020-05-11,25434
2020-05-12,25295
2020-05-13,25192
