date_obj,Adamant%20trimmed%20set%20(lg) price
2015-09-20,52908
2015-09-21,52908
2015-09-22,52908
2015-09-23,52908
2015-09-24,52908
2015-09-25,51501
2015-09-27,51501
2015-09-28,51501
2015-09-29,51501
2015-09-30,51501
2015-10-05,51661
2015-10-06,51661
2015-10-07,51661
2015-10-08,51661
2015-10-09,51586
2015-10-10,51586
2015-10-11,51586
2015-10-12,51586
2015-10-13,51586
2015-10-14,51586
2015-10-15,51586
2015-10-16,52140
2015-10-17,52140
2015-10-18,52140
2015-10-19,52140
2015-10-20,52140
2015-10-22,52140
2015-10-23,53496
2015-10-24,53496
2015-10-25,53496
2015-10-26,53496
2015-10-27,53496
2015-10-28,53496
2015-10-29,54733
2015-10-30,54733
2015-10-31,54733
2015-11-01,54733
2015-11-02,54733
2015-11-03,54733
2015-11-04,54733
2015-11-05,54733
2015-11-06,55910
2015-11-07,55910
2015-11-08,55910
2015-11-09,55910
2015-11-10,55910
2015-11-11,55910
2015-11-12,56308
2015-11-13,56308
2015-11-14,56308
2015-11-15,56308
2015-11-16,56308
2015-11-17,56308
2015-11-18,56308
2015-11-19,57695
2015-11-20,57695
2015-11-21,57695
2015-11-22,57695
2015-11-23,57695
2015-11-24,57695
2015-11-25,58825
2015-11-26,58825
2015-11-27,58825
2015-11-28,58825
2015-11-29,58825
2015-11-30,58825
2015-12-01,60670
2015-12-02,60670
2015-12-03,60670
2015-12-04,60670
2015-12-05,60670
2015-12-06,60670
2015-12-07,60670
2015-12-08,61188
2015-12-09,61188
2015-12-10,61188
2015-12-11,61188
2015-12-12,61188
2015-12-13,60492
2015-12-14,60492
2015-12-15,60492
2015-12-16,60492
2015-12-17,60492
2015-12-18,60492
2015-12-19,60492
2015-12-20,60025
2015-12-21,60025
2015-12-22,60025
2015-12-23,60025
2015-12-24,60025
2015-12-25,60025
2015-12-26,60025
2015-12-27,59909
2015-12-28,59909
2015-12-29,59909
2015-12-30,59909
2015-12-31,59909
2016-01-01,59909
2016-01-02,59899
2016-01-03,59899
2016-01-04,59899
2016-01-05,59899
2016-01-06,59899
2016-01-07,59465
2016-01-08,59465
2016-01-09,59465
2016-01-10,59465
2016-01-11,59465
2016-01-12,59465
2016-01-13,58694
2016-01-14,58694
2016-01-15,58694
2016-01-16,58694
2016-01-17,58694
2016-01-18,57907
2016-01-19,57907
2016-01-20,57907
2016-01-21,57907
2016-01-22,57907
2016-01-23,57907
2016-01-24,56739
2016-01-25,56739
2016-01-26,56739
2016-01-27,56739
2016-01-28,56739
2016-01-29,56074
2016-01-30,56074
2016-01-31,56074
2016-02-01,56074
2016-02-02,56074
2016-02-03,56074
2016-02-04,56457
2016-02-05,56457
2016-02-06,56457
2016-02-07,56457
2016-02-08,56457
2016-02-09,56457
2016-02-10,57283
2016-02-11,57283
2016-02-12,57283
2016-02-13,57283
2016-02-14,57283
2016-02-15,57283
2016-02-16,56393
2016-02-17,56393
2016-02-18,56393
2016-02-19,56393
2016-02-20,56393
2016-02-21,56393
2016-02-22,56018
2016-02-23,56018
2016-02-24,56018
2016-02-25,56018
2016-02-26,56018
2016-02-27,55108
2016-02-28,55108
2016-02-29,55108
2016-03-01,55108
2016-03-02,55108
2016-03-03,55153
2016-03-04,55153
2016-03-05,55153
2016-03-06,55153
2016-03-07,55153
2016-03-08,55205
2016-03-09,55205
2016-03-10,55205
2016-03-11,55205
2016-03-12,55205
2016-03-13,54071
2016-03-14,54071
2016-03-15,54071
2016-03-16,54071
2016-03-17,54071
2016-03-18,53098
2016-03-19,53098
2016-03-20,53098
2016-03-21,53098
2016-03-22,53098
2016-03-23,53098
2016-03-24,52040
2016-03-25,52040
2016-03-26,52040
2016-03-27,52040
2016-03-28,52040
2016-03-29,51503
2016-03-30,51503
2016-03-31,51503
2016-04-01,51503
2016-04-02,51503
2016-04-03,50912
2016-04-04,50912
2016-04-05,50912
2016-04-06,50912
2016-04-07,50912
2016-04-08,50064
2016-04-09,50064
2016-04-10,50064
2016-04-11,50064
2016-04-12,50064
2016-04-13,49064
2016-04-14,49064
2016-04-15,49064
2016-04-16,49064
2016-04-17,49064
2016-04-18,48307
2016-04-19,48307
2016-04-20,48307
2016-04-21,48307
2016-04-22,48307
2016-04-23,48006
2016-04-24,48006
2016-04-25,48006
2016-04-26,48006
2016-04-27,46479
2016-04-28,46479
2016-04-29,46479
2016-04-30,46479
2016-05-01,46479
2016-05-02,45133
2016-05-03,45133
2016-05-04,45133
2016-05-05,45133
2016-05-06,44056
2016-05-07,44056
2016-05-08,44056
2016-05-09,44056
2016-05-10,44056
2016-05-11,42073
2016-05-12,42073
2016-05-13,42073
2016-05-14,42073
2016-05-15,40257
2016-05-16,40257
2016-05-17,40257
2016-05-18,40257
2016-05-19,39738
2016-05-21,39738
2016-05-22,39738
2016-05-23,39747
2016-05-24,39747
2016-05-25,39747
2016-05-26,39747
2016-05-27,38742
2016-05-28,38742
2016-05-29,38742
2016-05-30,38742
2016-05-31,38742
2016-06-01,37262
2016-06-02,37262
2016-06-03,37262
2016-06-04,37262
2016-06-05,36813
2016-06-06,36813
2016-06-07,36813
2016-06-08,36813
2016-06-09,37082
2016-06-10,37082
2016-06-11,37082
2016-06-12,37665
2016-06-13,37665
2016-06-14,37665
2016-06-15,37665
2016-06-16,38276
2016-06-17,38276
2016-06-18,38276
2016-06-19,38276
2016-06-20,39026
2016-06-21,39026
2016-06-22,39026
2016-06-23,39026
2016-06-24,39026
2016-06-25,38841
2016-06-26,38841
2016-06-27,38841
2016-06-28,38841
2016-06-29,38841
2016-06-30,39880
2016-07-01,39880
2016-07-02,39880
2016-07-03,39880
2016-07-04,40536
2016-07-05,40536
2016-07-06,40536
2016-07-07,40536
2016-07-08,40536
2016-07-09,40147
2016-07-10,40147
2016-07-11,40147
2016-07-12,40147
2016-07-13,40147
2016-07-14,39790
2016-07-15,39790
2016-07-16,39790
2016-07-17,39790
2016-07-18,39790
2016-07-23,40347
2016-07-24,40347
2016-07-25,40347
2016-07-26,40347
2016-07-27,39963
2016-07-28,39963
2016-07-29,39963
2016-07-30,39963
2016-07-31,39963
2016-08-01,39963
2016-08-02,38834
2016-08-03,38834
2016-08-04,38834
2016-08-05,38834
2016-08-06,38834
2016-08-07,38834
2016-08-08,37979
2016-08-09,37979
2016-08-10,37979
2016-08-11,37979
2016-08-12,37979
2016-08-13,37979
2016-08-14,37979
2016-08-15,37419
2016-08-16,37419
2016-08-17,37419
2016-08-18,37419
2016-08-19,37419
2016-08-20,37419
2016-08-21,37419
2016-08-22,37692
2016-08-23,37692
2016-08-24,37692
2016-08-25,37692
2016-08-26,37692
2016-08-28,38034
2016-08-31,38034
2016-09-01,38034
2016-09-02,38034
2016-09-03,38337
2016-09-04,38337
2016-09-05,38337
2016-09-06,38337
2016-09-07,38337
2016-09-08,38337
2016-09-09,38655
2016-09-10,38655
2016-09-11,38655
2016-09-12,38655
2016-09-13,38655
2016-09-14,38655
2016-09-15,39039
2016-09-16,39039
2016-09-17,39039
2016-09-18,39039
2016-09-19,39039
2016-09-20,39039
2016-09-21,39039
2016-09-22,39039
2016-09-23,38584
2016-09-24,38584
2016-09-25,38584
2016-09-26,38584
2016-09-27,38584
2016-09-28,38584
2016-09-29,38584
2016-09-30,39305
2016-10-01,39305
2016-10-02,39305
2016-10-03,39305
2016-10-04,39305
2016-10-05,39305
2016-10-06,39081
2016-10-07,39081
2016-10-08,39081
2016-10-09,39081
2016-10-10,39081
2016-10-11,39081
2016-10-12,39081
2016-10-13,38200
2016-10-14,38200
2016-10-15,38200
2016-10-16,38200
2016-10-17,38200
2016-10-18,38200
2016-10-19,37910
2016-10-20,37910
2016-10-21,37910
2016-10-22,37910
2016-10-23,37910
2016-10-24,37910
2016-10-25,37210
2016-10-26,37210
2016-10-27,37210
2016-10-28,37210
2016-10-29,37210
2016-10-30,37210
2016-10-31,36591
2016-11-01,36591
2016-11-02,36591
2016-11-03,36591
2016-11-04,36591
2016-11-05,36591
2016-11-06,37108
2016-11-07,37108
2016-11-08,37108
2016-11-09,37108
2016-11-10,37108
2016-11-11,37108
2016-11-12,37757
2016-11-13,37757
2016-11-14,37757
2016-11-15,37757
2016-12-07,40948
2016-12-08,40948
2016-12-09,40948
2016-12-10,40948
2016-12-11,41173
2016-12-12,41173
2016-12-13,41173
2016-12-14,41173
2016-12-15,41173
2016-12-16,41173
2016-12-17,41501
2016-12-18,41501
2016-12-19,41501
2016-12-20,41501
2016-12-21,41501
2016-12-22,42374
2016-12-23,42374
2016-12-24,42374
2016-12-25,42374
2016-12-26,40709
2016-12-27,40709
2016-12-28,40709
2016-12-29,40709
2016-12-30,40709
2016-12-31,40709
2017-01-01,41211
2017-01-02,41211
2017-01-03,41211
2017-01-04,41211
2017-01-05,41211
2017-01-06,41293
2017-01-07,41293
2017-01-08,41293
2017-01-09,41293
2017-01-10,41677
2017-01-11,41677
2017-01-12,41677
2017-01-13,41677
2017-01-14,41677
2017-01-15,41587
2017-01-16,41587
2017-01-17,41587
2017-01-18,41587
2017-01-19,41587
2017-01-20,40617
2017-01-21,40617
2017-01-22,40617
2017-01-23,40617
2017-01-27,40418
2017-01-28,40418
2017-01-29,40418
2017-01-30,39163
2017-01-31,39163
2017-02-01,39163
2017-02-02,39163
2017-02-03,38954
2017-02-04,38954
2017-02-05,38954
2017-02-06,38954
2017-02-07,38954
2017-02-08,37983
2017-02-09,37983
2017-02-10,37983
2017-02-11,37983
2017-02-12,37983
2017-02-13,37695
2017-02-14,37695
2017-02-15,37695
2017-02-16,37695
2017-02-17,37695
2017-02-18,37200
2017-02-19,37200
2017-02-20,37200
2017-02-21,37200
2017-02-22,37200
2017-02-23,36100
2017-02-24,36100
2017-02-25,36100
2017-02-26,36100
2017-02-27,36100
2017-02-28,35457
2017-03-01,35457
2017-03-02,35457
2017-03-03,35457
2017-03-04,34499
2017-03-05,34499
2017-03-06,34499
2017-03-07,34499
2017-03-08,34160
2017-03-09,34160
2017-03-10,34160
2017-03-11,34160
2017-03-12,34160
2017-03-13,34054
2017-03-14,34054
2017-03-15,34054
2017-03-16,34054
2017-03-17,34327
2017-03-18,34327
2017-03-19,34327
2017-03-20,34327
2017-03-21,35081
2017-03-22,35081
2017-03-23,35081
2017-03-24,35081
2017-03-25,35081
2017-03-26,34734
2017-03-27,34734
2017-03-28,34734
2017-03-29,34734
2017-03-30,34854
2017-03-31,34854
2017-04-01,34854
2017-04-02,34854
2017-04-03,35845
2017-04-04,35845
2017-04-05,35845
2017-04-12,36778
2017-04-13,36778
2017-04-14,36778
2017-04-15,37708
2017-04-16,37708
2017-04-17,37708
2017-04-18,37708
2017-04-19,37708
2017-04-20,38285
2017-04-21,38285
2017-04-22,38285
2017-04-23,38285
2017-04-24,38285
2017-04-25,39803
2017-04-26,39803
2017-04-27,39803
2017-04-28,39803
2017-04-29,39803
2017-04-30,39803
2017-05-01,41367
2017-05-02,41367
2017-05-03,41367
2017-05-04,41367
2017-05-05,41367
2017-05-06,42457
2017-05-07,42457
2017-05-08,42457
2017-05-09,42457
2017-05-10,42457
2017-05-11,42457
2017-05-12,43783
2017-05-13,43783
2017-05-14,43783
2017-05-15,43783
2017-05-16,43783
2017-05-17,43783
2017-05-18,42330
2017-05-19,42330
2017-05-20,42330
2017-05-21,42330
2017-05-22,42330
2017-05-23,42330
2017-05-24,42034
2017-05-25,42034
2017-05-26,42034
2017-05-27,42034
2017-05-28,42034
2017-05-29,42034
2017-05-30,40297
2017-05-31,40297
2017-06-01,40297
2017-06-02,40297
2017-06-03,40297
2017-06-04,40635
2017-06-05,40635
2017-06-06,40635
2017-06-07,40635
2017-06-08,40635
2017-06-09,38786
2017-06-10,38786
2017-06-11,38786
2017-06-12,38786
2017-06-13,36927
2017-06-14,36927
2017-06-15,36927
2017-06-16,36927
2017-06-17,36927
2017-06-18,35080
2017-06-19,35080
2017-06-20,35080
2017-06-21,35080
2017-06-22,35080
2017-06-23,33777
2017-06-24,33777
2017-06-25,33777
2017-06-26,33777
2017-06-27,33777
2017-06-28,32180
2017-06-29,32180
2017-06-30,32180
2017-07-01,32180
2017-07-02,32180
2017-07-03,30826
2017-07-04,30826
2017-07-05,30826
2017-07-06,30826
2017-07-07,30826
2017-07-08,30826
2017-07-09,29630
2017-07-13,29630
2017-07-14,29195
2017-07-15,29195
2017-07-16,29195
2017-07-17,29195
2017-07-18,29195
2017-07-19,29195
2017-07-20,29473
2017-07-21,29473
2017-07-22,29473
2017-07-23,29473
2017-07-24,28408
2017-07-25,28408
2017-07-26,28408
2017-07-27,28408
2017-07-28,29197
2017-07-29,29197
2017-07-30,29197
2017-07-31,29197
2017-08-01,29197
2017-08-02,30065
2017-08-03,30065
2017-08-04,30065
2017-08-05,30065
2017-08-06,30801
2017-08-07,30801
2017-08-08,30801
2017-08-09,30801
2017-08-10,30801
2017-08-11,31677
2017-08-12,31677
2017-08-13,31677
2017-08-14,31677
2017-08-15,31677
2017-08-16,32099
2017-08-17,32099
2017-08-18,32099
2017-08-19,32099
2017-08-20,32099
2017-08-21,33105
2017-08-22,33105
2017-08-23,33105
2017-08-24,33105
2017-08-25,33105
2017-08-26,33436
2017-08-27,33436
2017-08-28,33436
2017-08-29,33436
2017-08-30,33436
2017-08-31,33247
2017-09-01,33247
2017-09-02,33247
2017-09-03,33247
2017-09-04,33247
2017-09-05,33310
2017-09-06,33310
2017-09-07,33310
2017-09-08,33310
2017-09-09,33310
2017-09-10,33960
2017-09-11,33960
2017-09-12,33960
2017-09-13,33960
2017-09-14,33960
2017-09-15,34619
2017-09-16,34619
2017-09-17,34619
2017-09-18,34619
2017-09-19,34619
2017-09-20,35381
2017-09-21,35381
2017-09-22,35381
2017-09-23,35381
2017-09-24,35381
2017-09-25,35105
2017-09-26,35105
2017-09-27,35105
2017-09-28,35105
2017-09-29,35105
2017-09-30,35182
2017-10-01,35182
2017-10-02,35182
2017-10-03,35182
2017-10-04,35182
2017-10-05,35182
2017-10-06,35760
2017-10-07,35760
2017-10-08,35760
2017-10-09,35760
2017-10-10,35760
2017-10-11,35760
2017-10-12,35760
2017-10-13,36833
2017-10-14,36833
2017-10-15,36833
2017-10-16,36833
2017-10-17,36833
2017-10-18,36833
2017-10-19,36833
2017-10-20,36784
2017-10-21,36784
2017-10-22,36784
2017-10-23,36784
2017-10-24,36784
2017-10-25,37446
2017-10-26,37446
2017-10-27,37446
2017-10-28,37446
2017-10-29,37446
2017-10-30,37446
2017-10-31,38578
2017-11-01,38578
2017-11-02,38578
2017-11-03,38578
2017-11-04,38578
2017-11-05,38578
2017-11-06,37354
2017-11-07,37354
2017-11-08,37354
2017-11-09,37354
2017-11-10,37354
2017-11-11,37354
2017-11-12,35750
2017-11-13,35750
2017-11-14,35750
2017-11-15,35750
2017-11-16,35750
2017-11-17,35671
2017-11-18,35671
2017-11-19,35671
2017-11-20,35671
2017-11-21,35671
2017-11-22,35671
2017-11-23,35745
2017-11-24,35745
2017-11-25,35745
2017-11-26,35745
2017-11-27,35745
2017-11-28,35745
2017-11-29,34367
2017-11-30,34367
2017-12-01,34367
2017-12-02,34367
2017-12-03,34367
2017-12-04,34367
2017-12-05,33631
2017-12-06,33631
2017-12-07,33631
2017-12-08,33631
2017-12-09,33631
2017-12-10,33355
2017-12-11,33355
2017-12-12,33355
2017-12-13,33355
2017-12-14,33355
2017-12-15,33690
2017-12-16,33690
2017-12-17,33690
2017-12-18,33690
2017-12-19,33175
2017-12-20,33175
2017-12-21,33175
2017-12-22,33175
2017-12-23,33175
2017-12-24,33273
2017-12-25,33273
2017-12-26,33273
2017-12-27,33273
2017-12-28,33273
2017-12-29,33446
2017-12-30,33446
2017-12-31,33446
2018-01-01,33446
2018-01-02,32827
2018-01-03,32827
2018-01-04,32827
2018-01-05,32827
2018-01-06,32369
2018-01-07,32369
2018-01-08,32369
2018-01-09,32369
2018-01-10,32369
2018-01-11,31886
2018-01-12,31886
2018-01-13,31886
2018-01-14,31886
2018-01-15,30906
2018-01-16,30906
2018-01-17,30906
2018-01-18,30906
2018-01-19,30527
2018-01-20,30527
2018-01-21,30527
2018-01-22,30832
2018-01-23,30832
2018-01-24,30499
2018-01-25,30499
2018-01-26,30499
2018-01-27,30604
2018-01-28,30604
2018-01-29,30598
2018-01-30,30598
2018-01-31,30177
2018-02-01,30177
2018-02-02,30177
2018-02-03,29737
2018-02-04,29737
2018-02-05,29737
2018-02-06,29492
2018-02-07,29492
2018-02-08,29492
2018-02-09,30065
2018-02-10,30065
2018-02-11,30284
2018-02-12,30284
2018-02-13,30284
2018-02-14,30898
2018-02-15,30898
2018-02-16,30898
2018-02-17,30975
2018-02-18,30975
2018-02-19,32026
2018-02-20,32026
2018-02-21,30497
2018-02-22,30497
2018-02-23,29512
2018-02-24,29512
2018-02-25,29393
2018-02-26,29393
2018-02-27,29208
2018-02-28,29208
2018-03-01,29208
2018-03-02,28895
2018-03-03,28895
2018-03-04,28895
2018-03-05,28332
2018-03-06,28332
2018-03-07,27694
2018-03-08,27694
2018-03-09,26667
2018-03-10,26667
2018-03-11,26886
2018-03-12,26886
2018-03-13,27463
2018-03-14,27463
2018-03-15,27463
2018-03-16,28177
2018-03-17,28177
2018-03-18,28944
2018-03-19,28944
2018-03-20,29375
2018-03-21,29375
2018-03-22,29375
2018-03-23,29473
2018-03-24,29473
2018-03-25,29473
2018-03-26,28578
2018-03-27,28578
2018-03-28,28405
2018-03-29,28405
2018-03-30,29077
2018-03-31,29077
2018-04-01,29077
2018-04-02,29319
2018-04-03,29319
2018-04-04,30072
2018-04-05,30072
2018-04-06,30072
2018-04-07,30963
2018-04-08,30963
2018-04-09,30963
2018-04-10,31666
2018-04-11,31666
2018-04-12,31666
2018-04-13,32957
2018-04-14,32957
2018-04-15,32957
2018-04-16,34431
2018-04-17,34431
2018-04-18,34431
2018-04-19,34961
2018-04-20,34961
2018-04-21,34961
2018-04-22,35641
2018-04-23,35641
2018-04-24,35641
2018-04-25,35164
2018-04-26,35164
2018-04-27,35164
2018-04-28,35247
2018-04-29,35247
2018-04-30,35247
2018-05-01,34777
2018-05-02,34777
2018-05-03,34777
2018-05-04,34777
2018-05-05,34348
2018-05-06,34348
2018-05-07,34348
2018-05-08,34538
2018-05-09,34538
2018-05-10,35164
2018-05-11,35164
2018-05-12,35164
2018-05-13,34946
2018-05-14,34946
2018-05-15,34946
2018-05-16,34953
2018-05-17,34953
2018-05-18,34718
2018-05-19,34718
2018-05-20,34479
2018-05-21,34479
2018-05-22,33633
2018-05-23,33633
2018-05-24,33128
2018-05-25,33128
2018-05-26,31662
2018-05-27,31662
2018-05-28,30163
2018-05-29,30163
2018-05-30,29548
2018-05-31,29548
2018-06-01,29346
2018-06-02,29346
2018-06-03,28733
2018-06-04,28733
2018-06-05,28371
2018-06-06,28371
2018-06-07,28371
2018-06-08,28082
2018-06-09,28082
2018-06-10,28082
2018-06-11,28157
2018-06-12,28157
2018-06-13,28133
2018-06-14,28133
2018-06-15,28133
2018-06-16,27866
2018-06-17,27866
2018-06-18,27203
2018-06-19,27203
2018-06-20,27203
2018-06-21,27481
2018-06-22,27481
2018-06-23,27481
2018-06-24,27924
2018-06-25,27924
2018-06-26,27924
2018-06-27,27281
2018-06-28,27281
2018-06-29,27353
2018-06-30,27353
2018-07-01,27416
2018-07-02,27416
2018-07-03,27416
2018-07-04,27295
2018-07-05,27295
2018-07-06,27671
2018-07-07,27671
2018-07-08,27671
2018-07-09,28001
2018-07-10,28001
2018-07-11,28602
2018-07-12,28602
2018-07-13,29278
2018-07-14,29278
2018-07-15,29201
2018-07-16,29201
2018-07-17,30261
2018-07-18,30261
2018-07-19,30261
2018-07-20,31014
2018-07-21,31014
2018-07-22,30034
2018-07-23,30034
2018-07-24,29696
2018-07-25,29696
2018-07-26,30079
2018-07-27,30079
2018-07-28,30786
2018-07-29,30786
2018-07-30,30786
2018-07-31,29791
2018-08-01,29791
2018-08-02,29544
2018-08-03,29544
2018-08-04,30360
2018-08-05,30360
2018-08-06,30855
2018-08-07,30855
2018-08-08,31148
2018-08-09,31148
2018-08-10,31148
2018-08-11,30960
2018-08-12,30960
2018-08-14,30777
2018-08-16,30664
2018-08-17,30988
2018-08-18,30988
2018-08-19,30767
2018-08-20,30513
2018-08-21,30513
2018-08-22,29999
2018-08-23,29999
2018-08-24,30255
2018-08-25,30899
2018-08-26,30899
2018-08-27,31109
2018-08-28,30914
2018-08-29,30914
2018-08-30,30465
2018-08-31,31108
2018-09-01,31108
2018-09-02,31249
2018-09-03,30782
2018-09-04,30813
2018-09-05,30709
2018-09-06,30709
2018-09-07,30557
2018-09-08,30326
2018-09-09,30326
2018-09-10,30660
2018-09-11,30660
2018-09-12,29492
2018-09-13,29492
2018-09-14,29494
2018-09-15,29251
2018-09-16,29251
2018-09-17,28847
2018-09-18,28698
2018-09-19,28698
2018-09-20,28372
2018-09-21,28372
2018-09-22,28567
2018-09-23,28533
2018-09-24,28747
2018-09-25,28747
2018-09-26,29175
2018-09-27,29175
2018-09-28,29426
2018-09-29,29426
2018-09-30,29046
2018-10-01,29545
2018-10-02,30116
2018-10-03,30438
2018-10-04,30438
2018-10-05,31016
2018-10-06,31557
2018-10-07,31557
2018-10-08,31581
2018-10-09,31581
2018-10-10,31215
2018-10-11,31215
2018-10-12,30496
2018-10-13,30318
2018-10-14,30318
2018-10-15,30739
2018-10-16,30739
2018-10-17,30883
2018-10-18,30461
2018-10-19,30019
2018-10-20,30019
2018-10-21,29756
2018-10-22,29584
2018-10-23,29584
2018-10-24,29931
2018-10-25,29931
2018-10-26,30235
2018-10-27,30263
2018-10-28,29762
2018-10-29,29762
2018-10-30,29245
2018-10-31,29106
2018-11-01,29521
2018-11-03,31683
2018-11-04,33268
2018-11-05,34932
2018-11-06,36679
2018-11-07,38486
2018-11-08,40395
2018-11-09,42415
2018-11-10,44524
2018-11-11,46751
2018-11-12,49089
2018-11-13,51544
2018-11-14,54122
2018-11-15,56829
2018-11-16,59659
2018-11-17,62642
2018-11-18,65775
2018-11-19,69064
2018-11-20,72471
2018-11-21,74756
2018-11-22,76859
2018-11-23,78072
2018-11-24,80074
2018-11-25,82560
2018-11-26,85535
2018-11-27,87134
2018-11-28,88341
2018-11-29,88586
2018-12-01,87067
2018-12-02,84555
2018-12-03,81194
2018-12-04,78176
2018-12-05,77590
2018-12-07,76557
2018-12-09,75005
2018-12-10,73370
2018-12-11,70701
2018-12-12,69296
2018-12-13,68419
2018-12-14,67932
2018-12-15,66189
2018-12-16,64615
2018-12-17,62665
2018-12-18,60556
2018-12-19,58769
2018-12-20,58228
2018-12-21,56318
2018-12-22,54530
2018-12-23,51959
2018-12-24,50002
2018-12-25,49454
2018-12-26,48832
2018-12-27,48141
2018-12-28,48169
2018-12-29,47606
2018-12-30,46608
2018-12-31,45245
2019-01-01,44270
2019-01-02,43439
2019-01-03,42817
2019-01-04,42420
2019-01-05,42604
2019-01-06,42576
2019-01-08,41898
2019-01-10,40253
2019-01-11,38294
2019-01-12,37749
2019-01-13,37991
2019-01-14,37680
2019-01-15,37994
2019-01-16,37789
2019-01-17,37422
2019-01-18,37520
2019-01-19,36987
2019-01-20,36389
2019-01-21,36389
2019-01-22,35943
2019-01-23,35500
2019-01-24,34978
2019-01-25,34176
2019-01-26,33320
2019-01-27,32981
2019-01-28,33607
2019-01-29,34708
2019-01-30,35540
2019-01-31,35540
2019-02-01,34822
2019-02-02,34166
2019-02-03,33164
2019-02-04,33164
2019-02-05,33119
2019-02-06,33119
2019-02-07,32614
2019-02-08,32614
2019-02-09,30983
2019-02-10,29749
2019-02-11,29089
2019-02-12,29498
2019-02-13,29843
2019-02-14,29843
2019-02-15,29619
2019-02-16,29431
2019-02-17,29008
2019-02-18,28987
2019-02-19,28987
2019-02-20,29072
2019-02-21,28800
2019-02-22,28800
2019-02-23,28552
2019-02-24,27990
2019-02-25,27768
2019-02-26,27768
2019-02-27,27839
2019-02-28,27839
2019-03-01,27590
2019-03-02,27531
2019-03-03,27373
2019-03-04,26976
2019-03-05,26572
2019-03-06,26844
2019-03-07,26844
2019-03-08,27856
2019-03-09,27856
2019-03-10,27555
2019-03-11,27219
2019-03-12,27119
2019-03-13,27119
