date_obj,Mort%20myre%20fungus price
2015-03-26,214
2015-03-27,214
2015-03-28,203
2015-03-29,195
2015-03-30,195
2015-03-31,187
2015-04-01,187
2015-04-02,178
2015-04-03,178
2015-04-04,173
2015-04-05,173
2015-04-06,171
2015-04-07,171
2015-04-08,165
2015-04-09,165
2015-04-10,166
2015-04-11,166
2015-04-12,166
2015-04-13,166
2015-04-14,161
2015-04-15,161
2015-04-16,153
2015-04-17,153
2015-04-18,146
2015-04-19,146
2015-04-20,139
2015-04-21,139
2015-04-22,132
2015-04-23,132
2015-04-24,127
2015-04-25,127
2015-04-26,120
2015-04-27,120
2015-04-28,115
2015-04-29,115
2015-04-30,111
2015-05-01,111
2015-05-02,109
2015-05-03,109
2015-05-04,109
2015-05-05,109
2015-05-06,108
2015-05-07,108
2015-05-08,106
2015-05-09,106
2015-05-10,104
2015-05-11,104
2015-05-12,104
2015-05-13,104
2015-05-14,105
2015-05-15,105
2015-05-16,105
2015-05-17,106
2015-05-18,106
2015-05-19,109
2015-05-20,109
2015-05-21,109
2015-05-22,113
2015-05-23,113
2015-05-24,115
2015-05-25,115
2015-05-26,118
2015-05-27,118
2015-05-28,120
2015-05-29,120
2015-05-30,126
2015-05-31,126
2015-06-01,133
2015-06-02,133
2015-06-03,139
2015-06-04,139
2015-06-05,146
2015-06-06,146
2015-06-07,154
2015-06-08,154
2015-06-09,162
2015-06-10,171
2015-06-11,171
2015-06-12,180
2015-06-13,189
2015-06-14,189
2015-06-15,199
2015-06-16,199
2015-06-17,209
2015-06-18,219
2015-06-19,219
2015-06-20,230
2015-06-21,230
2015-06-22,242
2015-06-23,242
2015-06-24,255
2015-06-25,255
2015-06-26,268
2015-06-27,268
2015-06-28,282
2015-06-29,282
2015-06-30,297
2015-07-01,311
2015-07-02,311
2015-07-03,327
2015-07-04,327
2015-07-05,344
2015-07-06,344
2015-07-07,362
2015-07-08,380
2015-07-09,380
2015-07-10,399
2015-07-11,399
2015-07-12,418
2015-07-13,437
2015-07-14,437
2015-07-15,459
2015-07-16,459
2015-07-17,482
2015-07-18,482
2015-07-19,506
2015-07-20,529
2015-07-21,529
2015-07-22,556
2015-07-23,556
2015-07-24,584
2015-07-25,584
2015-07-26,614
2015-07-27,644
2015-07-28,644
2015-07-29,677
2015-07-30,677
2015-07-31,710
2015-08-01,710
2015-08-02,746
2015-08-03,746
2015-08-04,784
2015-08-05,821
2015-08-06,821
2015-08-07,862
2015-08-08,892
2015-08-09,892
2015-08-10,886
2015-08-11,886
2015-08-12,923
2015-08-13,923
2015-08-14,955
2015-08-15,955
2015-08-16,955
2015-08-17,962
2015-08-18,962
2015-08-19,962
2015-08-20,962
2015-08-21,949
2015-08-22,949
2015-08-23,949
2015-08-24,907
2015-08-25,907
2015-08-26,907
2015-08-27,862
2015-08-28,862
2015-08-29,830
2015-08-30,830
2015-08-31,830
2015-09-01,792
2015-09-02,792
2015-09-03,792
2015-09-04,752
2015-09-05,752
2015-09-06,752
2015-09-07,719
2015-09-08,719
2015-09-09,719
2015-09-10,713
2015-09-11,713
2015-09-12,713
2015-09-13,720
2015-09-14,720
2015-09-15,720
2015-09-16,731
2015-09-17,731
2015-09-18,731
2015-09-19,738
2015-09-20,738
2015-09-21,738
2015-09-22,774
2015-09-23,774
2015-09-24,774
2015-09-25,811
2015-09-27,811
2015-09-28,847
2015-09-29,847
2015-09-30,847
2015-10-05,802
2015-10-06,802
2015-10-07,761
2015-10-08,761
2015-10-09,723
2015-10-10,723
2015-10-11,723
2015-10-12,686
2015-10-13,686
2015-10-14,686
2015-10-15,651
2015-10-16,651
2015-10-17,651
2015-10-18,618
2015-10-19,618
2015-10-20,618
2015-10-22,609
2015-10-23,609
2015-10-24,590
2015-10-25,590
2015-10-26,595
2015-10-27,595
2015-10-29,594
2015-10-30,594
2015-10-31,594
2015-11-01,594
2015-11-02,584
2015-11-03,584
2015-11-04,584
2015-11-05,597
2015-11-06,597
2015-11-07,597
2015-11-08,597
2015-11-09,597
2015-11-10,597
2015-11-11,577
2015-11-12,577
2015-11-13,577
2015-11-14,577
2015-11-15,556
2015-11-16,556
2015-11-17,556
2015-11-18,556
2015-11-19,535
2015-11-20,535
2015-11-21,535
2015-11-22,508
2015-11-23,508
2015-11-24,508
2015-11-25,484
2015-11-26,484
2015-11-27,484
2015-11-28,459
2015-11-29,459
2015-11-30,459
2015-12-01,437
2015-12-02,437
2015-12-03,437
2015-12-04,433
2015-12-05,433
2015-12-06,433
2015-12-07,431
2015-12-08,431
2015-12-09,449
2015-12-10,449
2015-12-11,449
2015-12-12,464
2015-12-13,464
2015-12-14,464
2015-12-15,481
2015-12-16,481
2015-12-17,481
2015-12-18,483
2015-12-19,483
2015-12-20,483
2015-12-21,483
2015-12-22,483
2015-12-23,483
2015-12-24,488
2015-12-25,488
2015-12-26,488
2015-12-27,500
2015-12-28,500
2015-12-29,510
2015-12-30,510
2015-12-31,510
2016-01-01,529
2016-01-02,529
2016-01-03,546
2016-01-04,546
2016-01-05,556
2016-01-06,556
2016-01-07,556
2016-01-08,554
2016-01-09,554
2016-01-10,554
2016-01-11,562
2016-01-12,562
2016-01-13,580
2016-01-14,580
2016-01-15,582
2016-01-16,582
2016-01-17,582
2016-01-18,599
2016-01-19,599
2016-01-20,617
2016-01-21,617
2016-01-22,647
2016-01-23,647
2016-01-24,647
2016-01-25,678
2016-01-26,678
2016-01-27,709
2016-01-28,709
2016-01-29,740
2016-01-30,740
2016-01-31,726
2016-02-01,726
2016-02-02,719
2016-02-03,719
2016-02-04,742
2016-02-05,742
2016-02-06,748
2016-02-07,748
2016-02-08,748
2016-02-09,785
2016-02-10,785
2016-02-11,825
2016-02-12,825
2016-02-13,867
2016-02-14,867
2016-02-15,910
2016-02-16,910
2016-02-17,952
2016-02-18,952
2016-02-19,978
2016-02-20,978
2016-02-21,943
2016-02-22,943
2016-02-23,912
2016-02-24,912
2016-02-25,885
2016-02-26,885
2016-02-27,842
2016-02-28,842
2016-02-29,799
2016-03-01,799
2016-03-02,786
2016-03-03,786
2016-03-04,758
2016-03-05,758
2016-03-06,742
2016-03-07,742
2016-03-08,742
2016-03-09,737
2016-03-10,737
2016-03-11,742
2016-03-12,742
2016-03-13,742
2016-03-14,742
2016-03-15,743
2016-03-16,743
2016-03-17,742
2016-03-18,742
2016-03-19,740
2016-03-20,740
2016-03-21,744
2016-03-22,744
2016-03-23,743
2016-03-24,743
2016-03-25,743
2016-03-26,743
2016-03-27,744
2016-03-28,744
2016-03-29,761
2016-03-30,761
2016-03-31,761
2016-04-01,780
2016-04-02,780
2016-04-03,793
2016-04-04,793
2016-04-05,793
2016-04-06,792
2016-04-07,792
2016-04-08,795
2016-04-09,795
2016-04-10,826
2016-04-11,826
2016-04-12,826
2016-04-13,852
2016-04-14,852
2016-04-15,886
2016-04-16,886
2016-04-17,891
2016-04-18,891
2016-04-19,890
2016-04-20,890
2016-04-21,896
2016-04-22,896
2016-04-23,896
2016-04-24,914
2016-04-25,914
2016-04-26,944
2016-04-27,944
2016-04-28,984
2016-04-29,984
2016-04-30,1023
2016-05-01,1023
2016-05-02,1054
2016-05-03,1054
2016-05-04,1015
2016-05-05,971
2016-05-06,971
2016-05-07,925
2016-05-08,925
2016-05-09,878
2016-05-10,878
2016-05-11,834
2016-05-12,834
2016-05-13,795
2016-05-14,795
2016-05-15,759
2016-05-16,759
2016-05-17,721
2016-05-18,721
2016-05-19,690
2016-05-22,655
2016-05-23,622
2016-05-24,622
2016-05-25,640
2016-05-26,640
2016-05-27,666
2016-05-28,666
2016-05-29,672
2016-05-30,672
2016-05-31,660
2016-06-01,660
2016-06-02,653
2016-06-03,653
2016-06-04,635
2016-06-05,635
2016-06-06,617
2016-06-07,617
2016-06-08,623
2016-06-09,623
2016-06-10,634
2016-06-11,634
2016-06-12,635
2016-06-13,635
2016-06-14,654
2016-06-15,654
2016-06-16,654
2016-06-17,673
2016-06-18,673
2016-06-19,677
2016-06-20,677
2016-06-21,681
2016-06-22,681
2016-06-23,686
2016-06-24,686
2016-06-25,676
2016-06-26,676
2016-06-27,676
2016-06-28,680
2016-06-29,680
2016-06-30,691
2016-07-01,691
2016-07-02,697
2016-07-03,697
2016-07-04,685
2016-07-05,685
2016-07-06,718
2016-07-07,718
2016-07-08,750
2016-07-09,750
2016-07-10,788
2016-07-11,788
2016-07-12,828
2016-07-13,828
2016-07-14,844
2016-07-15,844
2016-07-16,883
2016-07-17,883
2016-07-18,878
2016-07-23,856
2016-07-24,856
2016-07-25,829
2016-07-26,829
2016-07-27,829
2016-07-28,819
2016-07-29,819
2016-07-30,842
2016-07-31,842
2016-08-01,842
2016-08-02,862
2016-08-03,862
2016-08-04,881
2016-08-05,881
2016-08-06,898
2016-08-07,898
2016-08-08,913
2016-08-09,913
2016-08-10,906
2016-08-11,906
2016-08-12,906
2016-08-13,899
2016-08-14,899
2016-08-15,879
2016-08-16,879
2016-08-17,905
2016-08-18,905
2016-08-19,949
2016-08-20,949
2016-08-21,968
2016-08-22,968
2016-08-23,952
2016-08-24,952
2016-08-25,930
2016-08-26,930
2016-08-28,976
2016-08-31,1013
2016-09-01,1013
2016-09-02,1013
2016-09-03,1013
2016-09-04,1043
2016-09-05,1043
2016-09-06,1063
2016-09-07,1063
2016-09-08,1063
2016-09-09,1063
2016-09-10,1063
2016-09-11,1095
2016-09-12,1095
2016-09-13,1139
2016-09-14,1139
2016-09-15,1173
2016-09-16,1173
2016-09-17,1173
2016-09-18,1151
2016-09-19,1151
2016-09-20,1151
2016-09-21,1131
2016-09-22,1131
2016-09-23,1075
2016-09-24,1075
2016-09-25,1075
2016-09-26,1037
2016-09-27,1037
2016-09-28,1046
2016-09-29,1046
2016-09-30,1078
2016-10-01,1078
2016-10-02,1078
2016-10-03,1058
2016-10-04,1058
2016-10-05,1042
2016-10-06,1042
2016-10-07,1042
2016-10-08,1067
2016-10-09,1067
2016-10-10,1067
2016-10-11,1120
2016-10-12,1120
2016-10-13,1162
2016-10-14,1162
2016-10-15,1129
2016-10-16,1129
2016-10-17,1072
2016-10-18,1072
2016-10-19,1072
2016-10-20,1018
2016-10-21,1018
2016-10-22,967
2016-10-23,967
2016-10-24,931
2016-10-25,931
2016-10-26,897
2016-10-27,897
2016-10-28,897
2016-10-29,871
2016-10-30,871
2016-10-31,881
2016-11-01,881
2016-11-02,881
2016-11-03,899
2016-11-04,899
2016-11-05,867
2016-11-06,867
2016-11-07,869
2016-11-08,869
2016-11-09,849
2016-11-10,849
2016-11-11,857
2016-11-12,857
2016-11-13,894
2016-11-14,894
2016-12-07,847
2016-12-08,813
2016-12-09,813
2016-12-10,796
2016-12-11,796
2016-12-12,792
2016-12-13,792
2016-12-14,777
2016-12-15,777
2016-12-16,789
2016-12-17,763
