date_obj,Tribal%20mask%20(green) price
2015-07-26,9790
2015-07-27,9790
2015-07-28,9790
2015-07-29,9790
2015-07-30,9790
2015-07-31,9790
2015-08-01,9790
2015-08-02,9723
2015-08-03,9723
2015-08-04,9723
2015-08-05,9723
2015-08-06,9723
2015-08-07,9723
2015-08-08,10013
2015-08-09,10013
2015-08-10,10013
2015-08-11,10013
2015-08-12,10013
2015-08-13,10013
2015-08-14,10486
2015-08-15,10486
2015-08-16,10486
2015-08-17,10486
2015-08-18,10486
2015-08-19,10486
2015-08-20,10486
2015-08-21,10822
2015-08-22,10822
2015-08-23,10822
2015-08-24,10822
2015-08-25,10822
2015-08-26,10822
2015-08-27,10822
2015-08-28,10822
2015-08-29,10785
2015-08-30,10785
2015-08-31,10785
2015-09-01,10785
2015-09-02,10785
2015-09-03,10785
2015-09-04,10785
2015-09-05,10785
2015-09-06,10785
2015-09-07,10825
2015-09-08,10825
2015-09-09,10825
2015-09-10,10825
2015-09-11,10825
2015-09-12,10825
2015-09-13,10825
2015-09-14,10901
2015-09-15,10901
2015-09-16,10901
2015-09-17,10901
2015-09-18,10901
2015-09-19,10901
2015-09-20,10901
2015-09-21,10901
2015-09-22,11248
2015-09-23,11248
2015-09-24,11248
2015-09-25,11248
2015-09-27,11248
2015-09-28,11248
2015-09-29,11248
2015-09-30,11190
2015-10-05,11190
2015-10-06,11190
2015-10-07,11190
2015-10-08,11190
2015-10-09,11592
2015-10-10,11592
2015-10-11,11592
2015-10-12,11592
2015-10-13,11592
2015-10-14,11592
2015-10-15,11592
2015-10-16,11592
2015-10-17,11592
2015-10-18,11994
2015-10-19,11994
2015-10-20,11994
2015-10-22,11994
2015-10-23,11994
2015-10-24,11994
2015-10-25,11994
2015-10-26,11894
2015-10-27,11894
2015-10-29,11894
2015-10-30,11894
2015-10-31,11894
2015-11-01,11894
2015-11-02,11894
2015-11-03,11894
2015-11-04,11894
2015-11-05,11894
2015-11-06,11908
2015-11-07,11908
2015-11-08,11908
2015-11-09,11908
2015-11-10,11908
2015-11-11,11908
2015-11-12,11908
2015-11-13,11908
2015-11-14,11908
2015-11-15,11908
2015-11-16,11749
2015-11-17,11749
2015-11-18,11749
2015-11-19,11749
2015-11-20,11749
2015-11-21,11749
2015-11-22,11749
2015-11-23,11749
2015-11-24,11749
2015-11-25,11279
2015-11-26,11279
2015-11-27,11279
2015-11-28,11279
2015-11-29,11279
2015-11-30,11279
2015-12-01,11279
2015-12-02,11279
2015-12-03,11317
2015-12-04,11317
2015-12-05,11317
2015-12-06,11317
2015-12-07,11317
2015-12-08,11317
2015-12-09,11317
2015-12-10,11317
2015-12-11,11305
2015-12-13,11305
2015-12-14,11305
2015-12-15,11305
2015-12-16,11305
2015-12-17,11305
2015-12-18,11305
2015-12-19,11193
2015-12-20,11193
2015-12-21,11193
2015-12-22,11193
2015-12-23,11193
2015-12-24,11193
2015-12-25,11193
2015-12-26,11193
2015-12-27,10802
2015-12-28,10802
2015-12-29,10802
2015-12-30,10802
2015-12-31,10802
2016-01-01,10802
2016-01-02,10802
2016-01-03,10802
2016-01-04,10615
2016-01-05,10615
2016-01-07,10615
2016-01-08,10615
2016-01-09,10615
2016-01-10,10615
2016-01-11,10615
2016-01-12,10394
2016-01-13,10394
2016-01-14,10394
2016-01-15,10394
2016-01-16,10394
2016-01-17,10394
2016-01-18,10394
2016-01-19,10314
2016-01-20,10314
2016-01-21,10314
2016-01-22,10314
2016-01-23,10314
2016-01-24,10314
2016-01-25,10314
2016-01-26,10227
2016-01-27,10227
2016-01-28,10227
2016-01-29,10227
2016-01-30,10227
2016-01-31,10227
2016-02-01,10227
2016-02-02,10227
2016-02-03,9934
2016-02-04,9934
2016-02-05,9934
2016-02-06,9934
2016-02-07,9934
2016-02-08,9934
2016-02-09,9934
2016-02-10,9777
2016-02-11,9777
2016-02-12,9777
2016-02-13,9777
2016-02-14,9777
2016-02-15,9777
2016-02-16,9777
2016-02-17,9597
2016-02-18,9597
2016-02-19,9597
2016-02-20,9597
2016-02-21,9597
2016-02-22,9597
2016-02-23,9597
2016-02-24,9538
2016-02-25,9538
2016-02-26,9538
2016-02-27,9538
2016-02-28,9538
2016-02-29,9538
2016-03-01,9507
2016-03-02,9507
2016-03-03,9507
2016-03-04,9507
2016-03-05,9507
2016-03-06,9507
2016-03-07,9507
2016-03-08,9347
2016-03-09,9347
2016-03-10,9347
2016-03-11,9347
2016-03-12,9347
2016-03-13,9347
2016-03-14,9347
2016-03-15,9148
2016-03-16,9148
2016-03-17,9148
2016-03-18,9148
2016-03-19,9148
2016-03-20,9148
2016-03-21,9148
2016-03-22,9185
2016-03-23,9185
2016-03-24,9185
2016-03-25,9185
2016-03-26,9185
2016-03-27,9185
2016-03-28,9185
2016-03-29,9012
2016-03-30,9012
2016-03-31,9012
2016-04-01,9012
2016-04-02,9012
2016-04-03,9012
2016-04-04,9012
2016-04-05,8897
2016-04-06,8897
2016-04-07,8897
2016-04-08,8897
2016-04-09,8897
2016-04-10,8897
2016-04-11,8716
2016-04-12,8716
2016-04-13,8716
2016-04-14,8716
2016-04-15,8716
2016-04-16,8716
2016-04-17,8716
2016-04-18,8472
2016-04-19,8472
2016-04-20,8472
2016-04-21,8472
2016-04-22,8472
2016-04-23,8472
2016-04-24,8472
2016-04-25,8480
2016-04-26,8480
2016-04-27,8480
2016-04-28,8480
2016-04-29,8480
2016-04-30,8480
2016-05-01,8480
2016-05-02,8374
2016-05-03,8374
2016-05-04,8374
2016-05-05,8374
2016-05-06,8374
2016-05-07,8374
2016-05-08,8374
2016-05-09,8238
2016-05-10,8238
2016-05-11,8238
2016-05-12,8238
2016-05-13,8238
2016-05-14,8238
2016-05-15,8082
2016-05-16,8082
2016-05-17,8082
2016-05-18,8082
2016-05-19,8082
2016-05-22,7706
2016-05-23,7706
2016-05-24,7706
2016-05-25,7706
2016-05-26,7706
2016-05-27,7706
2016-05-28,7706
2016-05-29,7444
2016-05-30,7444
2016-05-31,7444
2016-06-01,7444
2016-06-02,7444
2016-06-03,7444
2016-06-04,7444
2016-06-05,7434
2016-06-06,7434
2016-06-07,7434
2016-06-08,7434
2016-06-09,7434
2016-06-10,7434
2016-06-11,7165
2016-06-12,7165
2016-06-13,7165
2016-06-14,7165
2016-06-15,7165
2016-06-16,7165
2016-06-17,6926
2016-06-18,6926
2016-06-19,6926
2016-06-20,6926
2016-06-21,6926
2016-06-22,6926
2016-06-23,6708
2016-06-24,6708
2016-06-25,6708
2016-06-26,6708
2016-06-27,6708
2016-06-28,6708
2016-06-29,6708
2016-06-30,6560
2016-07-01,6560
2016-07-02,6560
2016-07-03,6560
2016-07-04,6560
2016-07-05,6560
2016-07-06,6579
2016-07-07,6579
2016-07-08,6579
2016-07-09,6579
2016-07-10,6579
2016-07-11,6579
2016-07-12,6361
2016-07-13,6361
2016-07-14,6361
2016-07-15,6361
2016-07-16,6361
2016-07-17,6361
2016-07-18,6361
2016-07-24,6421
2016-07-25,6416
2016-07-26,6416
2016-07-27,6416
2016-07-28,6416
2016-07-29,6416
2016-07-30,6416
2016-07-31,6416
2016-08-01,6368
2016-08-02,6368
2016-08-03,6368
2016-08-04,6368
2016-08-05,6368
2016-08-06,6368
2016-08-07,6368
2016-08-08,6199
2016-08-09,6199
2016-08-10,6199
2016-08-11,6199
2016-08-12,6199
2016-08-13,6199
2016-08-14,6199
2016-08-15,6199
2016-08-16,6065
2016-08-17,6065
2016-08-18,6065
2016-08-19,6065
2016-08-20,6065
2016-08-21,6065
2016-08-22,6065
2016-08-23,6065
2016-08-24,6065
2016-08-25,6257
2016-08-26,6257
2016-08-28,6257
2016-08-31,6257
2016-09-01,6257
2016-09-02,6111
2016-09-03,6111
2016-09-04,6111
2016-09-05,6111
2016-09-06,6111
2016-09-07,6111
2016-09-08,6111
2016-09-09,6111
2016-09-10,6011
2016-09-11,6011
2016-09-12,6011
2016-09-13,6011
2016-09-14,6011
2016-09-15,6011
2016-09-16,6011
2016-09-17,6011
2016-09-18,6011
2016-09-19,5921
2016-09-20,5921
2016-09-21,5921
2016-09-22,5921
2016-09-23,5921
2016-09-24,5921
2016-09-25,5921
2016-09-26,5921
2016-09-27,6032
2016-09-28,6032
2016-09-29,6032
2016-09-30,6032
2016-10-01,6032
2016-10-02,6032
2016-10-03,6032
2016-10-04,6032
2016-10-05,6032
2016-10-06,6032
2016-10-07,6037
2016-10-08,6037
2016-10-09,6037
2016-10-10,6037
2016-10-11,6037
2016-10-12,6037
2016-10-13,6037
2016-10-14,6037
2016-10-15,6045
2016-10-16,6045
2016-10-17,6045
2016-10-18,6045
2016-10-19,6045
2016-10-20,6045
2016-10-21,6045
2016-10-22,6045
2016-10-23,5870
2016-10-24,5870
2016-10-25,5870
2016-10-26,5870
2016-10-27,5870
2016-10-28,5870
2016-10-29,5870
2016-10-30,5870
2016-10-31,5876
2016-11-01,5876
2016-11-02,5876
2016-11-03,5876
2016-11-04,5876
2016-11-05,5876
2016-11-06,5876
2016-11-07,5876
2016-11-08,5871
2016-11-09,5871
2016-11-10,5871
2016-11-11,5871
2016-11-12,5871
2016-11-13,5871
2016-11-14,5871
2016-12-08,6324
2016-12-09,6324
2016-12-10,6324
2016-12-11,6324
2016-12-12,6324
2016-12-13,6324
2016-12-14,6601
2016-12-15,6601
2016-12-16,6601
2016-12-17,6601
2016-12-18,6601
2016-12-19,6601
2016-12-20,6601
2016-12-21,6601
2016-12-22,6471
2016-12-23,6471
2016-12-24,6471
2016-12-25,6471
2016-12-26,6471
2016-12-27,6471
2016-12-28,6471
2016-12-29,6222
2016-12-30,6222
2016-12-31,6222
2017-01-01,6222
2017-01-02,6222
2017-01-03,6222
2017-01-04,5927
2017-01-05,5927
2017-01-06,5927
2017-01-07,5927
2017-01-08,5927
2017-01-09,5927
2017-01-10,5769
2017-01-11,5769
2017-01-12,5769
2017-01-13,5769
2017-01-14,5769
2017-01-15,5769
2017-01-16,5520
2017-01-17,5520
2017-01-18,5520
2017-01-19,5520
2017-01-20,5520
2017-01-21,5693
2017-01-22,5693
2017-01-27,5693
2017-01-28,5528
2017-01-29,5528
2017-01-30,5528
2017-01-31,5528
2017-02-01,5528
2017-02-02,5528
2017-02-03,5371
2017-02-04,5371
2017-02-05,5371
2017-02-06,5371
2017-02-07,5371
2017-02-08,5371
2017-02-09,5327
2017-02-10,5327
2017-02-11,5327
2017-02-12,5327
2017-02-13,5327
2017-02-14,5208
2017-02-15,5208
2017-02-16,5208
2017-02-18,5208
2017-02-19,5208
2017-02-20,5030
2017-02-21,5030
2017-02-22,5030
2017-02-23,5030
2017-02-24,5030
2017-02-25,5030
2017-02-26,5030
2017-02-27,4949
2017-02-28,4949
2017-03-01,4949
2017-03-02,4949
2017-03-03,4949
2017-03-04,4949
2017-03-05,5160
2017-03-06,5160
2017-03-07,5160
2017-03-08,5160
2017-03-09,5160
2017-03-10,5160
2017-03-11,5168
2017-03-12,5168
2017-03-13,5168
2017-03-14,5168
2017-03-15,5168
2017-03-16,5088
2017-03-17,5088
2017-03-18,5088
2017-03-19,5088
2017-03-20,5088
2017-03-21,5117
2017-03-22,5117
2017-03-23,5117
2017-03-24,5117
2017-03-25,5117
2017-03-26,5117
2017-03-27,5117
2017-03-28,4992
2017-03-29,4992
2017-03-30,4992
2017-03-31,4992
2017-04-01,4992
2017-04-02,4992
2017-04-03,4861
2017-04-04,4861
2017-04-12,4773
2017-04-13,4773
2017-04-14,4773
2017-04-15,4773
2017-04-16,4724
2017-04-17,4724
2017-04-18,4724
2017-04-19,4724
2017-04-20,4724
2017-04-21,4724
2017-04-22,4724
2017-04-23,4685
2017-04-24,4685
2017-04-25,4685
2017-04-26,4685
2017-04-27,4685
2017-04-28,4685
2017-04-29,4538
2017-04-30,4538
2017-05-01,4538
2017-05-02,4538
2017-05-03,4538
2017-05-04,4538
2017-05-05,4423
2017-05-06,4423
2017-05-07,4423
2017-05-08,4423
2017-05-09,4423
2017-05-10,4319
2017-05-11,4319
2017-05-12,4319
2017-05-13,4319
2017-05-14,4319
2017-05-15,4319
2017-05-16,4159
2017-05-17,4159
2017-05-18,4159
2017-05-19,4159
2017-05-20,4159
2017-05-21,4159
2017-05-22,4112
2017-05-23,4112
2017-05-24,4112
2017-05-25,4112
2017-05-26,4112
2017-05-27,4112
2017-05-28,4112
2017-05-29,4058
2017-05-30,4058
2017-05-31,4058
2017-06-01,4058
2017-06-02,4058
2017-06-03,4058
2017-06-06,3980
2017-06-07,3980
2017-06-08,3980
2017-06-09,3980
2017-06-10,3998
2017-06-11,3998
2017-06-12,3998
2017-06-13,3998
2017-06-14,3998
2017-06-15,3998
2017-06-16,3995
2017-06-17,3995
2017-06-18,3995
2017-06-19,3995
2017-06-20,3995
2017-06-21,3995
2017-06-22,3995
2017-06-23,3849
2017-06-24,3849
2017-06-25,4005
2017-06-26,4005
2017-06-27,4005
2017-06-28,4005
2017-06-29,4005
2017-06-30,4135
2017-07-01,4135
2017-07-02,4135
2017-07-03,4135
2017-07-04,4135
2017-07-05,4135
2017-07-06,4103
2017-07-07,4103
2017-07-08,4103
2017-07-13,4273
2017-07-14,4487
2017-07-15,4487
2017-07-16,4712
2017-07-17,4712
2017-07-18,4712
2017-07-19,4712
2017-07-20,4947
2017-07-21,4947
2017-07-22,4947
2017-07-23,5195
2017-07-24,5195
2017-07-25,5195
2017-07-26,5452
2017-07-27,5452
2017-07-28,5452
2017-07-29,5452
2017-07-30,5706
2017-07-31,5706
2017-08-01,5706
2017-08-02,5706
2017-08-03,5963
2017-08-04,5963
2017-08-05,5963
2017-08-06,5963
2017-08-09,6259
2017-08-10,6259
2017-08-11,6259
2017-08-12,6572
2017-08-13,6572
2017-08-14,6572
2017-08-15,6572
2017-08-16,6901
2017-08-17,6901
2017-08-18,6901
2017-08-19,6901
2017-08-20,6901
2017-08-21,7154
2017-08-22,7154
2017-08-23,7154
2017-08-24,7154
2017-08-25,7154
2017-08-26,7066
2017-08-27,7066
2017-08-28,7066
2017-08-29,7066
2017-08-30,7066
2017-08-31,7066
2017-09-01,7066
2017-09-02,6717
2017-09-03,6717
2017-09-04,6717
2017-09-05,6875
2017-09-06,6875
2017-09-07,6875
2017-09-08,6875
2017-09-09,6875
2017-09-10,6875
2017-09-11,6810
2017-09-12,6810
2017-09-13,6810
2017-09-14,6810
2017-09-15,6810
2017-09-16,6810
2017-09-17,6747
2017-09-19,6747
2017-09-20,6747
2017-09-21,6747
2017-09-22,6684
2017-09-23,6684
2017-09-24,6684
2017-09-25,6684
2017-09-26,6684
2017-09-27,6684
2017-09-28,6684
2017-09-29,6512
2017-09-30,6512
2017-10-01,6512
2017-10-02,6512
2017-10-03,6512
2017-10-04,6512
2017-10-05,6512
2017-10-06,6512
2017-10-07,6258
2017-10-08,6258
2017-10-09,6258
2017-10-10,6258
2017-10-11,6258
2017-10-12,6258
2017-10-13,6201
2017-10-14,6201
2017-10-15,6201
2017-10-16,6201
2017-10-17,6201
2017-10-18,6201
2017-10-19,6201
2017-10-20,6021
2017-10-21,6021
2017-10-22,6021
2017-10-23,6021
2017-10-24,6021
2017-10-25,5827
2017-10-26,5827
2017-10-27,5827
2017-10-28,5827
2017-10-29,5827
2017-10-30,5827
2017-10-31,5614
2017-11-01,5614
2017-11-02,5614
2017-11-03,5614
2017-11-04,5614
2017-11-05,5614
2017-11-06,5405
2017-11-07,5405
2017-11-08,5405
2017-11-09,5405
2017-11-10,5539
2017-11-11,5539
2017-11-12,5539
2017-11-13,5539
2017-11-14,5539
2017-11-15,5539
2017-11-16,5382
2017-11-17,5382
2017-11-18,5382
2017-11-19,5382
2017-11-20,5382
2017-11-21,5376
2017-11-22,5376
2017-11-23,5376
2017-11-24,5376
2017-11-25,5421
2017-11-26,5421
2017-11-27,5421
2017-11-28,5613
2017-11-29,5613
2017-11-30,5613
2017-12-01,5790
2017-12-02,5790
2017-12-03,5790
2017-12-04,5790
2017-12-05,6059
2017-12-06,6059
2017-12-07,6059
2017-12-08,6059
2017-12-09,6059
2017-12-10,6059
2017-12-11,6079
2017-12-12,6079
2017-12-13,6079
2017-12-14,6079
2017-12-15,6079
2017-12-16,6079
2017-12-17,6181
2017-12-18,6181
2017-12-19,6181
2017-12-20,6181
2017-12-21,6181
2017-12-22,6181
2017-12-23,6201
2017-12-24,6201
2017-12-25,6201
2017-12-26,6201
2017-12-27,6201
2017-12-28,6201
2017-12-29,6201
2017-12-30,6108
2017-12-31,6108
2018-01-01,6108
2018-01-02,6108
2018-01-03,6036
2018-01-04,6036
2018-01-05,6036
2018-01-06,6036
2018-01-07,6036
2018-01-08,6093
2018-01-09,6093
2018-01-10,6093
2018-01-11,6093
2018-01-12,6093
2018-01-13,6093
2018-01-14,5946
2018-01-15,5946
2018-01-16,5946
2018-01-17,5946
2018-01-18,5946
2018-01-19,5946
2018-01-20,5762
2018-01-21,5762
2018-01-22,5762
2018-01-23,5762
2018-01-24,5649
2018-01-25,5649
2018-01-26,5649
2018-01-27,5649
2018-01-28,5408
2018-01-29,5408
2018-01-30,5408
2018-02-01,5175
2018-02-02,5175
2018-02-03,5014
2018-02-04,5014
2018-02-05,5014
2018-02-06,5014
2018-02-07,4800
2018-02-08,4968
2018-02-09,5057
2018-02-10,5247
2018-02-11,5283
2018-02-12,5283
2018-02-13,5283
2018-02-14,5427
2018-02-15,5699
2018-02-16,5984
2018-02-17,6240
2018-02-18,6240
2018-02-19,6552
2018-02-20,6552
2018-02-21,6824
2018-02-22,6824
2018-02-23,7166
2018-02-24,7166
2018-02-25,7525
2018-02-26,7525
2018-02-27,7876
2018-02-28,7876
2018-03-01,7876
2018-03-02,8053
2018-03-03,8053
2018-03-04,8053
2018-03-05,8130
2018-03-06,8130
2018-03-07,8130
2018-03-08,8411
2018-03-09,8411
2018-03-10,8411
2018-03-11,8298
2018-03-12,8298
2018-03-13,8298
2018-03-14,7964
2018-03-15,7964
2018-03-16,7964
2018-03-17,7756
2018-03-18,7756
2018-03-19,7756
2018-03-20,7756
2018-03-21,7547
2018-03-23,7547
2018-03-24,7547
2018-03-26,7230
2018-03-27,7230
2018-03-28,6958
2018-03-29,6958
2018-03-30,6958
2018-03-31,6720
2018-04-01,6720
2018-04-02,6720
2018-04-03,6422
2018-04-04,6422
2018-04-05,6422
2018-04-06,6151
2018-04-08,6151
2018-04-09,6151
2018-04-10,5936
2018-04-11,5936
2018-04-12,5936
2018-04-13,5936
2018-04-14,5789
2018-04-16,5789
2018-04-17,5797
2018-04-18,5797
2018-04-19,5797
2018-04-20,5797
2018-04-21,5754
2018-04-22,5754
2018-04-23,5754
2018-04-24,5754
2018-04-25,5680
2018-04-26,5680
2018-04-27,5680
2018-04-28,5680
2018-04-29,5527
2018-04-30,5527
2018-05-01,5527
2018-05-02,5527
2018-05-03,5353
2018-05-04,5353
2018-05-05,5436
2018-05-06,5436
2018-05-07,5436
2018-05-08,5436
2018-05-09,5496
2018-05-10,5496
2018-05-11,5496
2018-05-12,5380
2018-05-13,5380
2018-05-14,5380
2018-05-15,5380
2018-05-16,5111
2018-05-17,5111
2018-05-18,5111
2018-05-19,4940
2018-05-20,4940
2018-05-21,4940
2018-05-22,4940
2018-05-23,4767
2018-05-24,4767
2018-05-25,4767
2018-05-26,4767
2018-05-27,4536
2018-05-28,4536
2018-05-29,4536
2018-05-30,4354
2018-05-31,4354
2018-06-01,4354
2018-06-02,4277
2018-06-03,4448
2018-06-04,4448
2018-06-05,4311
2018-06-06,4311
2018-06-07,4311
2018-06-08,4331
2018-06-09,4331
2018-06-10,4331
2018-06-11,4373
2018-06-12,4373
2018-06-13,4373
2018-06-14,4369
2018-06-15,4369
2018-06-16,4369
2018-06-17,4412
2018-06-18,4501
2018-06-19,4501
2018-06-20,4501
2018-06-21,4617
2018-06-22,4617
2018-06-23,4617
2018-06-24,4848
2018-06-25,4848
2018-06-26,4848
2018-06-27,4848
2018-06-28,5080
2018-06-29,5080
2018-06-30,5080
2018-07-01,5080
2018-07-02,5331
2018-07-03,5331
2018-07-04,5331
2018-07-05,5331
2018-07-06,5427
2018-07-07,5427
2018-07-08,5427
2018-07-09,5427
2018-07-10,5426
2018-07-11,5426
2018-07-12,5426
2018-07-13,5564
2018-07-14,5564
2018-07-15,5564
2018-07-16,5843
2018-07-17,5843
2018-07-18,5843
2018-07-19,6133
2018-07-20,6133
2018-07-21,6133
2018-07-22,6440
2018-07-23,6762
2018-07-24,6762
2018-07-25,6762
2018-07-26,7099
2018-07-27,7454
2018-07-28,7814
2018-07-29,8205
2018-07-30,8576
2018-07-31,8970
2018-08-01,8970
2018-08-02,9302
2018-08-03,9302
2018-08-04,9747
2018-08-05,9747
2018-08-06,10134
2018-08-07,10134
2018-08-08,10641
2018-08-09,10641
2018-08-10,11174
2018-08-11,11733
2018-08-12,12319
2018-08-14,12888
2018-08-16,13470
2018-08-17,13976
2018-08-18,14589
2018-08-19,14589
2018-08-20,15319
2018-08-21,15319
2018-08-22,15319
2018-08-23,14874
2018-08-24,14874
2018-08-25,14251
2018-08-26,14251
2018-08-27,14251
2018-08-28,13644
2018-08-29,13644
2018-08-30,13917
2018-08-31,13917
2018-09-01,13381
2018-09-02,13381
2018-09-03,13381
2018-09-04,12770
2018-09-05,12770
2018-09-06,12770
2018-09-07,12164
2018-09-08,12164
2018-09-09,11709
2018-09-10,11709
2018-09-11,11191
2018-09-12,11191
2018-09-13,10874
2018-09-14,10874
2018-09-15,10330
2018-09-16,10330
2018-09-17,10330
2018-09-18,9857
2018-09-19,9857
2018-09-20,9699
2018-09-21,9699
2018-09-22,9924
2018-09-23,10315
2018-09-24,10665
2018-09-25,10665
2018-09-26,11104
2018-09-27,11104
2018-09-28,11452
2018-09-29,11452
2018-09-30,11452
2018-10-02,11235
2018-10-03,11355
2018-10-04,11355
2018-10-05,11355
2018-10-06,11549
2018-10-07,11549
2018-10-08,12061
2018-10-09,12061
2018-10-10,12056
2018-10-11,12056
2018-10-12,12056
2018-10-13,11929
2018-10-14,12465
2018-10-15,12465
2018-10-16,12993
2018-10-17,13397
2018-10-18,13397
2018-10-19,13373
2018-10-20,13373
2018-10-21,13373
2018-10-22,13028
2018-10-23,13028
2018-10-24,13162
2018-10-25,13162
2018-10-26,13162
2018-10-27,12503
2018-10-28,12503
2018-10-29,11911
2018-10-30,11911
2018-10-31,11356
2018-11-01,11356
2018-11-03,10825
2018-11-04,10825
2018-11-05,10475
2018-11-06,10475
2018-11-07,10475
2018-11-08,9956
2018-11-09,9956
2018-11-10,9769
2018-11-11,9769
2018-11-12,9612
2018-11-13,9612
2018-11-14,9612
2018-11-15,9679
2018-11-16,10070
2018-11-17,10498
2018-11-18,10498
2018-11-19,10191
2018-11-20,10191
2018-11-21,10701
2018-11-22,10701
2018-11-23,11122
2018-11-24,11482
2018-11-25,11482
2018-11-26,11242
2018-11-27,11133
2018-11-28,11133
2018-11-29,10699
2018-12-01,11118
2018-12-02,11118
2018-12-03,11118
2018-12-04,11481
2018-12-05,11481
2018-12-07,11758
2018-12-09,11577
2018-12-10,11100
2018-12-11,11100
2018-12-12,11117
2018-12-13,11198
2018-12-14,11198
2018-12-15,11712
2018-12-16,11712
2018-12-17,11660
2018-12-18,11660
2018-12-19,11583
2018-12-20,11583
2018-12-21,11535
2018-12-22,11535
2018-12-23,12110
2018-12-24,12110
2018-12-25,12359
2018-12-26,12359
2018-12-27,12212
2018-12-28,12212
2018-12-29,11749
2018-12-30,11749
2018-12-31,11354
2019-01-01,11354
2019-01-02,10843
2019-01-03,10302
2019-01-04,10302
2019-01-05,9786
2019-01-06,9296
2019-01-08,8867
2019-01-10,8105
2019-01-11,7834
2019-01-12,7493
2019-01-13,7205
2019-01-14,6888
2019-01-15,6592
2019-01-16,6592
2019-01-17,6281
2019-01-18,6281
2019-01-19,5966
2019-01-20,5966
2019-01-21,5698
2019-01-22,5422
2019-01-23,5167
2019-01-24,4921
2019-01-25,4703
2019-01-26,4481
2019-01-27,4259
2019-01-28,4259
2019-01-29,4080
2019-01-30,4154
2019-01-31,4154
2019-02-01,4110
2019-02-02,4110
2019-02-03,4107
2019-02-04,4107
2019-02-05,3947
2019-02-06,3947
2019-02-07,3828
2019-02-08,3828
2019-02-09,3696
2019-02-10,3696
2019-02-11,3637
2019-02-12,3637
2019-02-13,3645
2019-02-14,3645
2019-02-15,3694
2019-02-16,3694
2019-02-17,3771
2019-02-18,3771
2019-02-19,3854
2019-02-20,3962
2019-02-21,3907
2019-02-22,3907
2019-02-23,4075
2019-02-24,4075
2019-02-25,4278
2019-02-26,4492
2019-02-27,4717
2019-02-28,4717
2019-03-01,4926
2019-03-02,4926
2019-03-03,5060
2019-03-04,5060
2019-03-05,5272
2019-03-06,5272
2019-03-07,5536
2019-03-08,5536
2019-03-09,5536
2019-03-10,5541
2019-03-11,5541
2019-03-12,5499
2019-03-13,5499
2019-03-14,5250
2019-03-15,5250
2019-03-16,5250
2019-03-17,5233
2019-03-18,5233
2019-03-19,5233
2019-03-20,5289
2019-03-21,5289
2019-03-22,5289
2019-03-23,5102
2019-03-24,5102
2019-03-25,5102
2019-03-26,5015
2019-03-27,5015
2019-03-28,5015
2019-03-29,4816
2019-03-30,4816
2019-03-31,4816
2019-04-01,4604
2019-04-02,4604
2019-04-03,4604
2019-04-04,4571
2019-04-05,4571
2019-04-06,4571
