date_obj,Mithril%20plateskirt%20(t) price
2016-07-07,1882
2016-07-08,1807
2016-07-09,1807
2016-07-10,1737
2016-07-11,1667
2016-07-12,1667
2016-07-13,1583
2016-07-14,1583
2016-07-15,1509
2016-07-16,1509
2016-07-17,1441
2016-07-18,1441
2016-07-23,1319
2016-07-24,1319
2016-07-25,1320
2016-07-26,1320
2016-07-27,1320
2016-07-28,1313
2016-07-29,1313
2016-07-30,1313
2016-07-31,1274
2016-08-01,1274
2016-08-02,1271
2016-08-03,1271
2016-08-04,1271
2016-08-05,1258
2016-08-06,1258
2016-08-07,1276
2016-08-08,1276
2016-08-09,1276
2016-08-10,1267
2016-08-11,1267
2016-08-12,1267
2016-08-13,1267
2016-08-14,1247
2016-08-15,1247
2016-08-16,1247
2016-08-17,1243
2016-08-18,1243
2016-08-19,1243
2016-08-20,1246
2016-08-21,1246
2016-08-22,1246
2016-08-23,1236
2016-08-24,1236
2016-08-25,1236
2016-08-26,1236
2016-08-28,1204
2016-08-31,1199
2016-09-01,1199
2016-09-02,1199
2016-09-03,1199
2016-09-04,1205
2016-09-05,1205
2016-09-06,1205
2016-09-07,1211
2016-09-08,1211
2016-09-09,1211
2016-09-10,1171
2016-09-11,1171
2016-09-12,1171
2016-09-13,1219
2016-09-14,1219
2016-09-15,1219
2016-09-16,1219
2016-09-17,1219
2016-09-18,1247
2016-09-19,1247
2016-09-20,1247
2016-09-21,1247
2016-09-22,1282
2016-09-23,1282
2016-09-24,1282
2016-09-25,1282
2016-09-26,1282
2016-09-27,1266
2016-09-28,1266
2016-09-29,1266
2016-09-30,1266
2016-10-01,1223
2016-10-02,1223
2016-10-03,1223
2016-10-04,1223
2016-10-05,1240
2016-10-06,1240
2016-10-07,1240
2016-10-08,1240
2016-10-09,1236
2016-10-10,1236
2016-10-11,1236
2016-10-12,1236
2016-10-13,1258
2016-10-14,1258
2016-10-15,1258
2016-10-16,1258
2016-10-17,1275
2016-10-18,1275
2016-10-19,1275
2016-10-20,1275
2016-10-21,1306
2016-10-22,1306
2016-10-23,1306
2016-10-24,1306
2016-10-25,1314
2016-10-26,1314
2016-10-27,1314
2016-10-28,1314
2016-10-29,1283
2016-10-30,1283
2016-10-31,1283
2016-11-01,1283
2016-11-02,1304
2016-11-03,1304
2016-11-04,1304
2016-11-05,1304
2016-11-06,1303
2016-11-07,1303
2016-11-08,1303
2016-11-09,1303
2016-11-10,1323
2016-11-11,1323
2016-11-12,1323
2016-11-13,1323
2016-11-14,1311
2016-12-07,1297
2016-12-08,1303
2016-12-09,1303
2016-12-10,1303
2016-12-11,1301
2016-12-12,1301
2016-12-13,1301
2016-12-14,1317
2016-12-15,1317
2016-12-16,1317
2016-12-17,1314
2016-12-18,1314
2016-12-19,1314
2016-12-20,1314
2016-12-21,1315
2016-12-22,1315
2016-12-23,1315
2016-12-24,1324
2016-12-25,1324
2016-12-26,1324
2016-12-27,1324
2016-12-28,1324
2016-12-29,1324
2016-12-30,1361
2016-12-31,1361
2017-01-01,1361
2017-01-02,1333
2017-01-03,1333
2017-01-04,1333
2017-01-05,1316
2017-01-06,1316
2017-01-07,1316
2017-01-08,1319
2017-01-09,1319
2017-01-10,1331
2017-01-11,1331
2017-01-12,1328
2017-01-13,1328
2017-01-14,1328
2017-01-15,1347
2017-01-16,1347
2017-01-17,1347
2017-01-18,1324
2017-01-19,1324
2017-01-20,1324
2017-01-21,1332
2017-01-22,1332
2017-01-27,1330
2017-01-28,1330
2017-01-29,1319
2017-01-30,1319
2017-01-31,1319
2017-02-01,1328
2017-02-02,1328
2017-02-03,1328
2017-02-04,1312
2017-02-05,1312
2017-02-06,1312
2017-02-07,1320
2017-02-08,1320
2017-02-09,1320
2017-02-10,1329
2017-02-11,1329
2017-02-12,1362
2017-02-13,1362
2017-02-14,1320
2017-02-15,1320
2017-02-16,1320
2017-02-18,1319
2017-02-19,1330
2017-02-20,1330
2017-02-21,1374
2017-02-22,1374
2017-02-23,1374
2017-02-24,1373
2017-02-25,1373
2017-02-26,1373
2017-02-27,1369
2017-02-28,1369
2017-03-01,1362
2017-03-02,1362
2017-03-03,1362
2017-03-04,1308
2017-03-05,1308
2017-03-06,1304
2017-03-07,1304
2017-03-08,1304
2017-03-09,1302
2017-03-10,1302
2017-03-11,1316
2017-03-12,1316
2017-03-13,1352
2017-03-14,1352
2017-03-15,1402
2017-03-16,1402
2017-03-17,1353
2017-03-18,1353
2017-03-19,1318
2017-03-20,1318
2017-03-21,1337
2017-03-22,1337
2017-03-23,1337
2017-03-24,1336
2017-03-25,1336
2017-03-26,1311
2017-03-27,1311
2017-03-28,1286
2017-03-29,1286
2017-03-30,1334
2017-03-31,1334
2017-04-01,1365
2017-04-02,1365
2017-04-03,1347
2017-04-04,1347
2017-04-12,1330
2017-04-13,1330
2017-04-14,1327
2017-04-15,1327
2017-04-16,1346
2017-04-17,1346
2017-04-18,1342
2017-04-19,1342
2017-04-20,1354
2017-04-21,1354
2017-04-22,1354
2017-04-23,1365
2017-04-24,1365
2017-04-25,1352
2017-04-26,1352
2017-04-27,1352
2017-04-28,1334
2017-04-29,1334
2017-04-30,1309
2017-05-01,1309
2017-05-02,1324
2017-05-03,1324
2017-05-04,1300
2017-05-05,1300
2017-05-06,1271
2017-05-07,1271
2017-05-08,1230
2017-05-09,1230
2017-05-10,1206
2017-05-11,1206
2017-05-12,1237
2017-05-13,1237
2017-05-14,1283
2017-05-15,1283
2017-05-16,1297
2017-05-17,1297
2017-05-18,1263
2017-05-19,1263
2017-05-20,1251
2017-05-21,1251
2017-05-22,1251
2017-05-23,1225
2017-05-24,1225
2017-05-25,1241
2017-05-26,1241
2017-05-27,1263
2017-05-28,1263
2017-05-29,1241
2017-05-30,1241
2017-05-31,1243
2017-06-01,1243
2017-06-02,1271
2017-06-03,1271
2017-06-06,1301
2017-06-07,1301
2017-06-08,1301
2017-06-09,1316
2017-06-10,1316
2017-06-11,1283
2017-06-12,1283
2017-06-13,1283
2017-06-14,1296
2017-06-15,1296
2017-06-16,1296
2017-06-17,1317
2017-06-18,1317
2017-06-19,1317
2017-06-20,1322
2017-06-21,1322
2017-06-22,1322
2017-06-23,1322
2017-06-24,1309
2017-06-25,1309
2017-06-26,1309
2017-06-27,1311
2017-06-28,1311
2017-06-29,1311
2017-06-30,1307
2017-07-01,1307
2017-07-02,1307
2017-07-03,1315
2017-07-04,1315
2017-07-05,1315
2017-07-06,1309
2017-07-07,1309
2017-07-08,1309
2017-07-13,1229
2017-07-14,1262
2017-07-15,1262
2017-07-16,1262
2017-07-17,1278
2017-07-18,1278
2017-07-19,1278
2017-07-20,1337
2017-07-21,1337
2017-07-22,1337
2017-07-23,1300
2017-07-24,1300
2017-07-25,1306
2017-07-26,1306
2017-07-27,1306
2017-07-28,1326
2017-07-29,1326
2017-07-30,1295
2017-07-31,1295
2017-08-01,1295
2017-08-02,1311
2017-08-03,1311
2017-08-04,1311
2017-08-05,1321
2017-08-06,1321
2017-08-09,1341
2017-08-10,1361
2017-08-11,1361
2017-08-12,1361
2017-08-13,1353
2017-08-14,1353
2017-08-15,1353
2017-08-16,1395
2017-08-17,1395
2017-08-18,1395
2017-08-19,1389
2017-08-20,1389
2017-08-21,1389
2017-08-22,1366
2017-08-23,1366
2017-08-24,1366
2017-08-25,1360
2017-08-26,1330
2017-08-27,1330
2017-08-28,1330
2017-08-29,1330
2017-08-30,1379
2017-08-31,1379
2017-09-01,1379
2017-09-02,1448
2017-09-03,1448
2017-09-04,1448
2017-09-05,1465
2017-09-06,1465
2017-09-07,1465
2017-09-08,1506
2017-09-09,1506
2017-09-10,1505
2017-09-11,1505
2017-09-12,1505
2017-09-13,1550
2017-09-14,1550
2017-09-15,1550
2017-09-16,1598
2017-09-17,1598
2017-09-19,1631
2017-09-20,1631
2017-09-21,1646
2017-09-22,1646
2017-09-23,1646
2017-09-24,1659
2017-09-25,1659
2017-09-26,1659
2017-09-27,1707
2017-09-28,1707
2017-09-29,1789
2017-09-30,1789
2017-10-01,1789
2017-10-02,1819
2017-10-03,1819
2017-10-04,1819
2017-10-05,1736
2017-10-06,1736
2017-10-07,1660
2017-10-08,1660
2017-10-09,1660
2017-10-10,1592
2017-10-11,1592
2017-10-12,1520
2017-10-13,1520
2017-10-14,1487
2017-10-15,1487
2017-10-16,1487
2017-10-17,1466
2017-10-18,1466
2017-10-19,1466
2017-10-20,1468
2017-10-21,1468
2017-10-22,1408
2017-10-23,1408
2017-10-24,1408
2017-10-25,1372
2017-10-26,1372
2017-10-27,1372
2017-10-28,1319
2017-10-29,1319
2017-10-30,1262
2017-10-31,1262
2017-11-01,1262
2017-11-02,1225
2017-11-03,1225
2017-11-04,1181
2017-11-05,1181
2017-11-06,1196
2017-11-07,1196
2017-11-08,1196
2017-11-09,1221
2017-11-10,1221
2017-11-11,1221
2017-11-12,1195
2017-11-13,1195
2017-11-14,1205
2017-11-15,1205
2017-11-16,1219
2017-11-17,1219
2017-11-18,1219
2017-11-19,1242
2017-11-20,1242
2017-11-21,1261
2017-11-22,1261
2017-11-23,1261
2017-11-24,1249
2017-11-25,1249
2017-11-26,1270
2017-11-27,1270
2017-11-28,1270
2017-11-29,1310
2017-11-30,1310
2017-12-01,1305
2017-12-02,1305
2017-12-03,1305
2017-12-04,1305
2017-12-05,1307
2017-12-06,1307
2017-12-07,1307
2017-12-08,1347
2017-12-09,1347
2017-12-10,1382
2017-12-11,1382
2017-12-12,1382
2017-12-14,1363
2017-12-15,1363
2017-12-17,1392
2017-12-18,1386
2017-12-19,1386
2017-12-20,1386
2017-12-21,1344
2017-12-22,1344
2017-12-23,1321
2017-12-24,1321
2017-12-25,1321
2017-12-26,1278
2017-12-27,1278
2017-12-28,1279
2017-12-29,1279
2017-12-30,1261
2017-12-31,1261
2018-01-01,1267
2018-01-02,1267
2018-01-03,1242
2018-01-04,1242
2018-01-05,1261
2018-01-06,1261
2018-01-07,1293
2018-01-08,1293
2018-01-09,1312
2018-01-10,1312
2018-01-11,1324
2018-01-12,1324
2018-01-13,1308
2018-01-14,1308
2018-01-15,1271
2018-01-16,1271
2018-01-17,1264
2018-01-18,1264
2018-01-19,1259
2018-01-20,1259
2018-01-21,1269
2018-01-22,1257
2018-01-23,1257
2018-01-25,1256
2018-01-26,1256
2018-01-27,1259
2018-01-28,1291
2018-01-29,1291
2018-01-31,1265
2018-02-01,1256
2018-02-02,1256
2018-02-03,1255
2018-02-04,1255
2018-02-05,1246
2018-02-06,1246
2018-02-07,1259
2018-02-08,1259
2018-02-09,1274
2018-02-10,1274
2018-02-11,1261
2018-02-12,1261
2018-02-13,1263
2018-02-14,1263
2018-02-15,1262
2018-02-16,1262
2018-02-17,1274
2018-02-18,1274
2018-02-19,1270
2018-02-20,1270
2018-02-21,1248
2018-02-22,1248
2018-02-23,1291
2018-02-24,1291
2018-02-25,1291
2018-02-26,1291
2018-02-27,1279
2018-03-01,1275
2018-03-02,1275
2018-03-03,1276
2018-03-04,1276
2018-03-05,1262
2018-03-06,1271
2018-03-07,1271
2018-03-08,1312
2018-03-09,1312
2018-03-10,1322
2018-03-11,1322
2018-03-12,1288
2018-03-13,1288
2018-03-14,1315
2018-03-15,1315
2018-03-16,1331
2018-03-17,1331
2018-03-18,1302
2018-03-19,1302
2018-03-20,1324
2018-03-21,1324
2018-03-23,1379
2018-03-24,1379
2018-03-26,1388
2018-03-27,1363
2018-03-28,1363
2018-03-29,1360
2018-03-30,1360
2018-03-31,1304
2018-04-01,1304
2018-04-02,1262
2018-04-03,1262
2018-04-04,1252
2018-04-05,1252
2018-04-06,1278
2018-04-07,1278
2018-04-08,1278
2018-04-09,1284
2018-04-10,1284
2018-04-11,1303
2018-04-12,1303
2018-04-13,1305
2018-04-14,1305
2018-04-15,1284
2018-04-16,1284
2018-04-17,1270
2018-04-18,1270
2018-04-19,1270
2018-04-20,1249
2018-04-21,1249
2018-04-22,1272
2018-04-23,1272
2018-04-24,1289
2018-04-25,1289
2018-04-26,1289
2018-04-27,1288
2018-04-28,1288
2018-04-29,1275
2018-04-30,1275
2018-05-01,1267
2018-05-04,1258
2018-05-05,1258
2018-05-06,1258
2018-05-07,1258
2018-05-08,1240
2018-05-09,1240
2018-05-10,1228
2018-05-11,1228
2018-05-12,1211
2018-05-13,1211
2018-05-14,1177
2018-05-15,1177
2018-05-16,1198
2018-05-17,1198
2018-05-18,1202
2018-05-19,1254
2018-05-20,1254
2018-05-21,1317
2018-05-22,1317
2018-05-23,1377
2018-05-24,1377
2018-05-25,1377
2018-05-26,1372
2018-05-27,1372
2018-05-28,1338
2018-05-29,1294
2018-05-30,1294
2018-05-31,1251
2018-06-01,1251
2018-06-02,1282
2018-06-03,1282
2018-06-04,1321
2018-06-05,1321
2018-06-06,1362
2018-06-07,1362
2018-06-08,1431
2018-06-09,1431
2018-06-10,1450
2018-06-11,1450
2018-06-12,1470
2018-06-13,1459
2018-06-14,1459
2018-06-15,1440
2018-06-16,1440
2018-06-17,1409
2018-06-18,1409
2018-06-19,1419
2018-06-20,1419
2018-06-21,1392
2018-06-22,1392
2018-06-23,1361
2018-06-24,1361
2018-06-25,1344
2018-06-26,1344
2018-06-27,1387
2018-06-28,1387
2018-06-29,1380
2018-06-30,1380
2018-07-01,1353
2018-07-02,1353
2018-07-03,1313
2018-07-04,1313
2018-07-05,1281
2018-07-06,1296
2018-07-07,1296
2018-07-08,1298
2018-07-09,1298
2018-07-10,1311
2018-07-11,1311
2018-07-12,1311
2018-07-13,1323
2018-07-14,1327
2018-07-15,1327
2018-07-16,1315
2018-07-17,1325
2018-07-18,1325
2018-07-19,1325
2018-07-20,1301
2018-07-21,1301
2018-07-22,1307
2018-07-23,1329
2018-07-24,1329
2018-07-25,1350
2018-07-26,1350
2018-07-27,1311
2018-07-28,1311
2018-07-29,1307
2018-07-30,1307
2018-07-31,1287
2018-08-01,1287
2018-08-02,1300
2018-08-03,1300
2018-08-04,1332
2018-08-05,1332
2018-08-06,1339
2018-08-07,1339
2018-08-08,1327
2018-08-09,1327
2018-08-10,1334
2018-08-11,1334
2018-08-12,1315
2018-08-14,1337
2018-08-16,1327
2018-08-17,1283
2018-08-18,1283
2018-08-19,1262
2018-08-20,1242
2018-08-21,1242
2018-08-22,1220
2018-08-23,1220
2018-08-24,1229
2018-08-25,1234
2018-08-26,1234
2018-08-27,1243
2018-08-28,1259
2018-08-29,1259
2018-08-30,1289
2018-08-31,1296
2018-09-01,1308
2018-09-02,1308
2018-09-03,1299
2018-09-04,1313
2018-09-05,1313
2018-09-06,1288
2018-09-07,1297
2018-09-08,1286
2018-09-09,1286
2018-09-10,1303
2018-09-11,1303
2018-09-12,1300
2018-09-13,1300
2018-09-14,1303
2018-09-15,1305
2018-09-16,1305
2018-09-17,1319
2018-09-18,1316
2018-09-19,1316
2018-09-20,1310
2018-09-21,1310
2018-09-22,1309
2018-09-23,1309
2018-09-24,1300
2018-09-25,1300
2018-09-26,1302
2018-09-27,1302
2018-09-28,1308
2018-09-29,1308
2018-09-30,1268
2018-10-02,1254
2018-10-03,1273
2018-10-04,1273
2018-10-05,1294
2018-10-06,1333
2018-10-07,1333
2018-10-08,1387
2018-10-09,1387
2018-10-10,1429
2018-10-11,1429
2018-10-12,1472
2018-10-13,1523
2018-10-14,1523
2018-10-15,1586
2018-10-16,1586
2018-10-17,1624
2018-10-18,1624
2018-10-19,1624
2018-10-20,1624
2018-10-21,1650
2018-10-22,1618
2018-10-23,1618
2018-10-24,1611
2018-10-25,1611
2018-10-26,1614
2018-10-27,1614
2018-10-28,1590
2018-10-29,1590
2018-10-30,1566
2018-10-31,1539
2018-11-01,1536
2018-11-03,1563
2018-11-04,1557
2018-11-05,1581
2018-11-06,1573
2018-11-07,1633
2018-11-08,1686
2018-11-09,1686
2018-11-10,1700
2018-11-11,1661
2018-11-12,1667
2018-11-13,1618
2018-11-14,1628
2018-11-15,1652
2018-11-16,1628
2018-11-17,1642
2018-11-18,1656
2018-11-19,1656
2018-11-20,1700
2018-11-21,1700
2018-11-22,1688
2018-11-23,1694
2018-11-24,1685
2018-11-25,1676
2018-11-26,1676
2018-11-27,1712
2018-11-28,1684
2018-11-29,1640
2018-12-01,1632
2018-12-02,1554
2018-12-03,1554
2018-12-04,1487
2018-12-05,1444
2018-12-07,1407
2018-12-09,1312
2018-12-10,1296
2018-12-11,1288
2018-12-12,1297
2018-12-13,1273
2018-12-14,1322
2018-12-15,1337
2018-12-16,1364
2018-12-17,1364
2018-12-18,1394
2018-12-19,1369
2018-12-20,1362
2018-12-21,1395
2018-12-22,1405
2018-12-23,1391
2018-12-24,1420
2018-12-25,1420
2018-12-26,1431
2018-12-27,1450
2018-12-28,1450
2018-12-29,1471
2018-12-30,1490
2018-12-31,1501
2019-01-01,1500
2019-01-02,1478
2019-01-03,1465
2019-01-04,1495
2019-01-05,1537
2019-01-06,1569
2019-01-08,1584
2019-01-10,1716
2019-01-11,1716
2019-01-12,1781
2019-01-13,1815
2019-01-14,1876
2019-01-15,1899
2019-01-16,1870
2019-01-17,1879
2019-01-18,1868
2019-01-19,1874
2019-01-20,1923
2019-01-21,1923
2019-01-22,1939
2019-01-23,2002
2019-01-24,2002
2019-01-25,2039
2019-01-26,2007
2019-01-27,2000
2019-01-28,1964
2019-01-29,1971
2019-01-30,1982
2019-01-31,1982
2019-02-01,1967
2019-02-02,1967
2019-02-03,1950
2019-02-04,1950
2019-02-05,1885
2019-02-06,1885
2019-02-07,1817
2019-02-08,1736
2019-02-09,1687
2019-02-10,1633
2019-02-11,1577
2019-02-12,1577
2019-02-13,1520
2019-02-14,1520
2019-02-15,1519
2019-02-16,1464
2019-02-17,1442
2019-02-18,1379
2019-02-19,1379
2019-02-20,1372
2019-02-21,1331
2019-02-22,1331
2019-02-23,1314
2019-02-24,1320
2019-02-25,1307
2019-02-26,1314
2019-02-27,1314
2019-02-28,1314
2019-03-01,1309
2019-03-02,1343
2019-03-03,1366
2019-03-04,1370
2019-03-05,1392
2019-03-06,1373
2019-03-07,1412
2019-03-08,1412
2019-03-09,1439
2019-03-10,1427
2019-03-11,1408
2019-03-12,1415
2019-03-13,1415
2019-03-14,1437
2019-03-15,1437
2019-03-16,1478
2019-03-17,1510
2019-03-18,1510
2019-03-19,1511
2019-03-20,1494
2019-03-21,1494
2019-03-22,1490
2019-03-23,1474
2019-03-24,1445
2019-03-25,1445
2019-03-26,1376
2019-03-27,1376
2019-03-28,1307
2019-03-29,1301
2019-03-30,1301
2019-03-31,1264
2019-04-01,1217
2019-04-02,1217
2019-04-03,1244
2019-04-04,1291
2019-04-05,1291
