date_obj,Heavy%20ballista price
2020-03-25,579171
2020-03-26,574338
2020-03-27,572761
2020-03-28,572420
2020-03-29,576339
2020-03-30,575899
2020-03-31,574767
2020-04-01,576521
2020-04-02,577176
2020-04-03,577479
2020-04-04,578330
2020-04-05,578375
2020-04-06,576599
2020-04-07,577591
2020-04-08,578300
2020-04-09,579375
2020-04-10,578610
2020-04-11,580566
2020-04-12,578757
2020-04-13,578678
2020-04-14,578762
2020-04-15,578982
2020-04-16,578552
2020-04-17,579945
2020-04-18,580295
2020-04-19,578421
2020-04-20,580311
2020-04-21,580969
2020-04-22,582596
2020-04-23,582501
2020-04-24,578975
2020-04-25,579147
2020-04-26,582542
2020-04-27,578802
2020-04-28,579813
2020-04-29,580025
2020-04-30,580536
2020-05-01,580930
2020-05-02,580485
2020-05-03,580125
2020-05-04,580359
2020-05-05,579922
2020-05-06,580032
2020-05-07,579837
2020-05-08,581635
2020-05-09,582233
2020-05-10,580562
2020-05-11,580107
2020-05-12,579500
2020-05-13,579190
