date_obj,Black%20d'hide%20body price
2018-02-02,7459
2018-02-03,7606
2018-02-04,7581
2018-02-05,7596
2018-02-06,7626
2018-02-07,7697
2018-02-08,7718
2018-02-09,7659
2018-02-10,7575
2018-02-11,7459
2018-02-12,7488
2018-02-13,7429
2018-02-14,7535
2018-02-15,7526
2018-02-16,7517
2018-02-17,7435
2018-02-18,7439
2018-02-19,7426
2018-02-20,7419
2018-02-21,7539
2018-02-22,7508
2018-02-23,7502
2018-02-24,7477
2018-02-25,7538
2018-02-26,7574
2018-02-27,7583
2018-02-28,7578
2018-03-01,7588
2018-03-02,7595
2018-03-03,7585
2018-03-04,7563
2018-03-05,7534
2018-03-06,7533
2018-03-07,7521
2018-03-08,7560
2018-03-09,7576
2018-03-10,7501
2018-03-11,7511
2018-03-12,7603
2018-03-13,7637
2018-03-14,7587
2018-03-15,7635
2018-03-16,7682
2018-03-17,7618
2018-03-18,7606
2018-03-20,7614
2018-03-21,7528
2018-03-22,7527
2018-03-23,7563
2018-03-24,7578
2018-03-25,7559
2018-03-26,7595
2018-03-27,7615
2018-03-28,7606
2018-03-29,7595
2018-03-30,7611
2018-03-31,7609
2018-04-01,7574
2018-04-02,7609
2018-04-03,7602
2018-04-04,7613
2018-04-05,7561
2018-04-06,7614
2018-04-07,7563
2018-04-08,7457
2018-04-09,7514
2018-04-10,7579
2018-04-11,7556
2018-04-12,7604
2018-04-13,7516
2018-04-14,7532
2018-04-15,7582
2018-04-16,7535
2018-04-17,7556
2018-04-18,7569
2018-04-19,7588
2018-04-20,7623
2018-04-21,7639
2018-04-22,7537
2018-04-23,7594
2018-04-24,7578
2018-04-25,7600
2018-04-26,7578
2018-04-27,7583
2018-04-28,7550
2018-04-29,7453
2018-04-30,7538
2018-05-01,7471
2018-05-02,7576
2018-05-03,7573
2018-05-04,7599
2018-05-05,7590
2018-05-06,7622
2018-05-07,7564
2018-05-08,7610
2018-05-09,7585
2018-05-10,7593
2018-05-11,7590
2018-05-12,7486
2018-05-13,7455
2018-05-14,7513
2018-05-15,7513
2018-05-16,7441
2018-05-17,7420
2018-05-18,7531
2018-05-19,7511
2018-05-20,7576
2018-05-21,7616
2018-05-22,7666
2018-05-23,7668
2018-05-24,7640
2018-05-25,7508
2018-05-26,7508
2018-05-27,7443
2018-05-28,7522
2018-05-29,7658
2018-05-30,7583
2018-05-31,7597
2018-06-01,7675
2018-06-02,7640
2018-06-03,7624
2018-06-04,7643
2018-06-05,7522
2018-06-06,7514
2018-06-07,7599
2018-06-08,7546
2018-06-09,7441
2018-06-10,7418
2018-06-11,7528
2018-06-12,7572
2018-06-13,7533
2018-06-14,7551
2018-06-15,7494
2018-06-16,7537
2018-06-17,7524
2018-06-18,7589
2018-06-19,7566
2018-06-20,7528
2018-06-21,7560
2018-06-22,7580
2018-06-23,7565
2018-06-24,7568
2018-06-25,7535
2018-06-26,7523
2018-06-27,7550
2018-06-28,7560
2018-06-29,7562
2018-06-30,7540
2018-07-01,7457
2018-07-02,7462
2018-07-03,7569
2018-07-04,7568
2018-07-05,7609
2018-07-06,7596
2018-07-07,7523
2018-07-08,7443
2018-07-09,7467
2018-07-10,7497
2018-07-11,7517
2018-07-12,7480
2018-07-13,7532
2018-07-14,7534
2018-07-15,7513
2018-07-16,7507
2018-07-17,7540
2018-07-18,7470
2018-07-19,7513
2018-07-20,7537
2018-07-21,7398
2018-07-22,7440
2018-07-23,7553
2018-07-24,7543
2018-07-25,7596
2018-07-26,7641
2018-07-27,7556
2018-07-28,7553
2018-07-29,7568
2018-07-30,7594
2018-07-31,7588
2018-08-01,7599
2018-08-02,7608
2018-08-03,7585
2018-08-04,7534
2018-08-05,7555
2018-08-06,7535
2018-08-07,7505
2018-08-08,7513
2018-08-09,7453
2018-08-10,7486
2018-08-11,7474
2018-08-12,7534
2018-08-14,7549
2018-08-16,7464
2018-08-17,7448
2018-08-18,7451
2018-08-19,7481
2018-08-20,7509
2018-08-21,7506
2018-08-22,7554
2018-08-23,7566
2018-08-24,7574
2018-08-25,7586
2018-08-26,7586
2018-08-27,7527
2018-08-28,7526
2018-08-29,7564
2018-08-30,7575
2018-08-31,7593
2018-09-01,7548
2018-09-02,7513
2018-09-03,7506
2018-09-04,7527
2018-09-05,7511
2018-09-06,7556
2018-09-07,7556
2018-09-08,7467
2018-09-09,7499
2018-09-10,7568
2018-09-11,7580
2018-09-12,7565
2018-09-13,7547
2018-09-14,7578
2018-09-15,7570
2018-09-16,7605
2018-09-17,7625
2018-09-18,7619
2018-09-19,7569
2018-09-20,7549
2018-09-21,7574
2018-09-22,7608
2018-09-23,7553
2018-09-24,7542
2018-09-25,7558
2018-09-26,7524
2018-09-27,7543
2018-09-28,7500
2018-09-29,7511
2018-09-30,7411
2018-10-01,7517
2018-10-02,7603
2018-10-03,7601
2018-10-04,7494
2018-10-05,7547
2018-10-06,7565
2018-10-07,7383
2018-10-08,7478
2018-10-09,7543
2018-10-10,7557
2018-10-11,7586
2018-10-12,7592
2018-10-13,7594
2018-10-14,7597
2018-10-15,7564
2018-10-16,7572
2018-10-17,7593
2018-10-18,7571
2018-10-19,7561
2018-10-20,7587
2018-10-21,7598
2018-10-22,7628
2018-10-23,7567
2018-10-24,7624
2018-10-25,7546
2018-10-26,7637
2018-10-27,7574
2018-10-28,7589
2018-10-29,7586
2018-10-30,7540
2018-10-31,7608
2018-11-01,7600
2018-11-03,7632
2018-11-04,7605
2018-11-05,7504
2018-11-06,7510
2018-11-07,7435
2018-11-08,7488
2018-11-09,7483
2018-11-10,7527
2018-11-11,7440
2018-11-12,7401
2018-11-13,7397
2018-11-15,7582
2018-11-16,7620
2018-11-17,7618
2018-11-18,7545
2018-11-19,7646
2018-11-20,7595
2018-11-21,7561
2018-11-22,7579
2018-11-23,7617
2018-11-24,7613
2018-11-25,7496
2018-11-26,7578
2018-11-27,7633
2018-11-28,7638
2018-11-29,7646
2018-12-01,7613
2018-12-02,7630
2018-12-03,7614
2018-12-04,7570
2018-12-05,7582
2018-12-07,7551
2018-12-09,7617
2018-12-10,7638
2018-12-11,7611
2018-12-12,7571
2018-12-13,7638
2018-12-14,7599
2018-12-15,7631
2018-12-16,7634
2018-12-17,7607
2018-12-18,7627
2018-12-19,7675
2018-12-20,7613
2018-12-21,7619
2018-12-22,7523
2018-12-23,7566
2018-12-24,7617
2018-12-25,7617
2018-12-26,7607
2018-12-27,7623
2018-12-28,7665
2018-12-29,7637
2018-12-30,7590
2018-12-31,7620
2019-01-01,7614
2019-01-02,7619
2019-01-03,7543
2019-01-04,7610
2019-01-05,7612
2019-01-06,7624
2019-01-08,7673
2019-01-10,7532
2019-01-11,7633
2019-01-12,7566
2019-01-13,7514
2019-01-14,7565
2019-01-15,7523
2019-01-16,7533
2019-01-17,7564
2019-01-18,7562
2019-01-19,7581
2019-01-20,7539
2019-01-21,7571
2019-01-22,7609
2019-01-23,7617
2019-01-24,7607
2019-01-25,7569
2019-01-26,7607
2019-01-27,7567
2019-01-28,7583
2019-01-29,7635
2019-01-30,7629
2019-01-31,7588
2019-02-01,7569
2019-02-02,7497
2019-02-03,7536
2019-02-04,7596
2019-02-05,7634
2019-02-06,7528
2019-02-07,7615
2019-02-08,7648
2019-02-09,7649
2019-02-10,7669
2019-02-11,7690
2019-02-12,7664
2019-02-13,7647
2019-02-14,7662
2019-02-15,7676
2019-02-16,7633
2019-02-17,7546
2019-02-18,7631
2019-02-19,7617
2019-02-20,7606
2019-02-21,7620
2019-02-22,7571
2019-02-23,7519
2019-02-24,7535
2019-02-25,7568
2019-02-26,7628
2019-02-27,7578
2019-02-28,7624
2019-03-01,7655
2019-03-02,7660
2019-03-03,7624
2019-03-04,7674
2019-03-05,7666
2019-03-06,7678
2019-03-07,7652
2019-03-08,7609
2019-03-09,7531
2019-03-10,7502
2019-03-11,7577
2019-03-12,7569
2019-03-13,7589
2019-03-14,7624
2019-03-15,7572
2019-03-16,7606
2019-03-17,7629
2019-03-18,7609
2019-03-19,7582
2019-03-20,7622
2019-03-21,7604
2019-03-22,7649
2019-03-23,7600
