date_obj,Black%20d'hide%20body price
2015-03-26,8032
2015-03-27,7845
2015-03-28,7814
2015-03-29,7742
2015-03-30,7858
2015-03-31,8071
2015-04-01,7962
2015-04-02,7904
2015-04-03,7879
2015-04-04,7800
2015-04-05,7808
2015-04-06,7784
2015-04-07,7864
2015-04-08,7906
2015-04-09,7877
2015-04-10,7765
2015-04-11,7712
2015-04-12,7697
2015-04-13,7914
2015-04-14,7959
2015-04-15,7882
2015-04-16,7885
2015-04-17,7843
2015-04-18,7607
2015-04-19,7588
2015-04-20,7579
2015-04-21,7727
2015-04-22,7730
2015-04-23,7850
2015-04-24,7864
2015-04-25,7686
2015-04-26,7649
2015-04-27,7845
2015-04-28,7871
2015-04-29,7756
2015-04-30,7807
2015-05-01,7721
2015-05-02,7788
2015-05-03,7927
2015-05-04,7887
2015-05-05,7934
2015-05-06,7812
2015-05-07,7791
2015-05-08,7764
2015-05-09,7721
2015-05-10,7778
2015-05-11,7836
2015-05-12,7662
2015-05-13,7546
2015-05-14,7636
2015-05-15,7686
2015-05-16,7736
2015-05-17,7964
2015-05-18,7881
2015-05-19,7768
2015-05-20,7725
2015-05-21,7832
2015-05-22,7793
2015-05-23,7835
2015-05-24,7721
2015-05-25,7866
2015-05-26,7875
2015-05-27,8032
2015-05-28,7960
2015-05-29,8107
2015-05-30,7825
2015-05-31,7735
2015-06-01,7876
2015-06-02,7969
2015-06-03,7854
2015-06-04,7950
2015-06-05,7779
2015-06-06,7650
2015-06-07,7809
2015-06-08,7837
2015-06-09,7809
2015-06-10,7821
2015-06-11,7791
2015-06-12,7896
2015-06-13,7804
2015-06-14,7772
2015-06-15,7748
2015-06-16,7851
2015-06-17,7806
2015-06-18,7865
2015-06-19,7897
2015-06-20,7818
2015-06-21,7823
2015-06-22,7866
2015-06-23,7861
2015-06-24,7842
2015-06-25,7779
2015-06-26,7755
2015-06-27,7913
2015-06-28,7871
2015-06-29,7842
2015-06-30,7891
2015-07-01,7836
2015-07-02,7823
2015-07-03,7874
2015-07-04,7774
2015-07-05,7778
2015-07-06,7775
2015-07-07,7787
2015-07-08,7885
2015-07-09,7851
2015-07-10,7851
2015-07-11,7716
2015-07-12,7738
2015-07-13,7684
2015-07-14,7646
2015-07-15,7747
2015-07-16,7777
2015-07-17,7781
2015-07-18,7854
2015-07-19,7841
2015-07-20,7788
2015-07-21,7923
2015-07-22,7809
2015-07-23,7852
2015-07-24,7892
2015-07-25,7830
2015-07-26,7721
2015-07-27,7695
2015-07-28,7723
2015-07-29,7768
2015-07-30,7686
2015-07-31,7697
2015-08-01,7594
2015-08-02,7759
2015-08-03,7820
2015-08-04,7998
2015-08-05,7965
2015-08-06,7883
2015-08-07,7934
2015-08-08,7971
2015-08-09,7896
2015-08-10,7753
2015-08-11,7803
2015-08-12,7713
2015-08-13,7660
2015-08-14,7741
2015-08-15,7957
2015-08-16,7799
2015-08-17,7764
2015-08-18,7652
2015-08-19,7767
2015-08-20,7795
2015-08-21,7842
2015-08-22,7774
2015-08-23,7856
2015-08-24,7745
2015-08-25,7804
2015-08-26,7825
2015-08-27,7813
2015-08-28,8015
2015-08-29,7981
2015-08-30,7749
2015-08-31,7787
2015-09-01,7836
2015-09-02,7820
2015-09-03,7881
2015-09-04,7740
2015-09-05,7710
2015-09-06,7716
2015-09-07,7790
2015-09-08,7797
2015-09-09,7704
2015-09-10,7806
2015-09-11,7854
2015-09-12,7726
2015-09-13,7872
2015-09-14,7742
2015-09-15,7871
2015-09-16,7884
2015-09-17,7933
2015-09-18,7931
2015-09-19,7809
2015-09-20,7735
2015-09-21,7899
2015-09-22,7744
2015-09-23,7781
2015-09-24,7747
2015-09-25,7819
2015-09-27,7775
2015-09-28,7849
2015-09-29,7835
2015-09-30,7846
2015-10-05,7804
2015-10-06,7698
2015-10-07,7779
2015-10-08,7891
2015-10-09,7769
2015-10-10,7957
2015-10-11,7948
2015-10-12,7940
2015-10-13,7844
2015-10-14,7842
2015-10-15,7672
2015-10-16,7724
2015-10-17,7405
2015-10-18,7666
2015-10-19,7773
2015-10-20,7855
2015-10-22,7586
2015-10-23,7596
2015-10-24,7645
2015-10-25,7752
2015-10-26,7804
2015-10-27,7762
2015-10-28,7815
2015-10-29,7892
2015-10-30,7843
2015-10-31,7825
2015-11-01,7853
2015-11-02,7853
2015-11-03,7844
2015-11-04,7879
2015-11-05,7821
2015-11-06,7899
2015-11-07,7940
2015-11-08,7746
2015-11-09,7799
2015-11-10,7834
2015-11-11,7869
2015-11-12,7921
2015-11-13,8116
2015-11-14,7935
2015-11-15,7879
2015-11-16,7874
2015-11-17,7904
2015-11-18,7936
2015-11-19,7816
2015-11-20,7729
2015-11-21,7754
2015-11-22,7788
2015-11-23,7877
2015-11-24,7983
2015-11-25,8012
2015-11-26,7952
2015-11-27,7930
2015-11-28,7893
2015-11-29,7851
2015-11-30,7697
2015-12-01,7732
2015-12-02,7881
2015-12-03,7901
2015-12-04,7953
2015-12-05,7897
2015-12-06,7932
2015-12-07,7747
2015-12-08,7799
2015-12-09,7801
2015-12-10,7932
2015-12-11,7917
2015-12-12,8126
2015-12-13,7984
2015-12-14,7861
2015-12-15,7998
2015-12-16,7913
2015-12-17,8028
2015-12-18,8058
2015-12-19,7889
2015-12-20,7857
2015-12-21,7822
2015-12-22,7823
2015-12-23,7841
2015-12-24,7911
2015-12-25,7859
2015-12-26,7865
2015-12-27,7761
2015-12-28,7820
2015-12-29,7861
2015-12-30,7781
2015-12-31,8008
2016-01-01,7849
2016-01-02,7691
2016-01-03,7940
2016-01-04,7854
2016-01-05,7863
2016-01-06,7525
2016-01-07,7573
2016-01-08,7872
2016-01-09,8018
2016-01-10,7963
2016-01-11,7902
2016-01-12,7793
2016-01-13,7753
2016-01-14,7794
2016-01-15,7746
2016-01-16,7680
2016-01-17,7866
2016-01-18,7854
2016-01-19,7862
2016-01-20,7920
2016-01-21,8041
2016-01-22,7991
2016-01-23,7932
2016-01-24,7827
2016-01-25,7970
2016-01-26,7832
2016-01-27,7752
2016-01-28,7848
2016-01-29,7869
2016-01-30,7808
2016-01-31,7905
2016-02-01,7875
2016-02-02,7783
2016-02-03,7867
2016-02-04,7956
2016-02-05,7852
2016-02-06,7851
2016-02-07,7927
2016-02-08,7798
2016-02-09,7833
2016-02-10,7851
2016-02-11,7845
2016-02-12,7824
2016-02-13,7762
2016-02-14,7629
2016-02-15,7670
2016-02-16,7833
2016-02-17,7814
2016-02-18,7712
2016-02-19,7746
2016-02-20,7819
2016-02-21,7813
2016-02-22,7865
2016-02-23,7893
2016-02-24,7902
2016-02-25,7927
2016-02-26,7882
2016-02-27,7767
2016-02-28,7878
2016-02-29,7865
2016-03-01,7848
2016-03-02,7726
2016-03-03,7830
2016-03-04,7891
2016-03-05,7969
2016-03-06,7863
2016-03-07,7750
2016-03-08,7629
2016-03-09,7795
2016-03-10,7667
2016-03-11,7883
2016-03-12,7968
2016-03-13,7774
2016-03-14,7875
2016-03-15,7748
2016-03-16,7780
2016-03-17,7861
2016-03-18,7623
2016-03-19,7824
2016-03-20,7930
2016-03-21,7958
2016-03-22,7904
2016-03-23,7814
2016-03-24,7853
2016-03-25,7821
2016-03-26,7774
2016-03-27,7874
2016-03-28,7849
2016-03-29,7793
2016-03-30,7737
2016-03-31,7952
2016-04-01,7796
2016-04-02,7677
2016-04-03,7722
2016-04-04,7720
2016-04-05,7885
2016-04-06,7973
2016-04-07,8024
2016-04-08,7862
2016-04-09,7929
2016-04-10,7859
2016-04-11,7880
2016-04-12,7839
2016-04-13,7955
2016-04-14,7975
2016-04-15,7940
2016-04-16,8018
2016-04-17,7954
2016-04-18,8003
2016-04-19,7979
2016-04-20,8042
2016-04-21,7885
2016-04-22,7778
2016-04-23,7837
2016-04-24,7930
2016-04-25,7880
2016-04-26,7855
2016-04-27,7821
2016-04-28,7802
2016-04-29,7879
2016-04-30,7853
2016-05-01,7815
2016-05-02,7804
2016-05-03,7741
2016-05-04,7811
2016-05-05,7896
2016-05-06,8058
2016-05-07,7969
2016-05-08,7838
2016-05-09,7781
2016-05-10,7521
2016-05-11,7685
2016-05-12,7849
2016-05-13,7831
2016-05-14,7879
2016-05-15,7782
2016-05-16,7703
2016-05-17,7773
2016-05-18,7807
2016-05-19,7865
2016-05-22,7659
2016-05-23,7782
2016-05-24,7864
2016-05-25,7915
2016-05-26,7864
2016-05-27,7791
2016-05-28,7887
2016-05-29,7865
2016-05-30,8022
2016-05-31,7873
2016-06-01,7883
2016-06-02,7833
2016-06-03,7889
2016-06-04,7749
2016-06-05,7753
2016-06-06,7946
2016-06-07,7804
2016-06-08,7678
2016-06-09,7770
2016-06-10,7740
2016-06-11,7669
2016-06-12,7711
2016-06-13,7637
2016-06-14,7729
2016-06-15,7758
2016-06-16,7768
2016-06-17,7788
2016-06-18,7762
2016-06-19,7788
2016-06-20,7763
2016-06-21,7780
2016-06-22,7779
2016-06-23,7772
2016-06-24,7760
2016-06-25,7806
2016-06-26,7801
2016-06-27,7793
2016-06-28,7796
2016-06-29,7861
2016-06-30,7795
2016-07-01,7838
2016-07-02,7830
2016-07-03,7839
2016-07-04,7709
2016-07-05,7794
2016-07-06,7772
2016-07-07,7880
2016-07-08,7784
2016-07-09,7828
2016-07-10,7814
2016-07-11,7750
2016-07-12,7731
2016-07-13,7783
2016-07-14,7821
2016-07-15,7786
2016-07-16,7798
2016-07-17,7751
2016-07-18,7862
2016-07-23,7652
2016-07-24,7798
2016-07-25,7814
2016-07-26,7906
2016-07-27,7831
2016-07-28,7855
2016-07-29,7818
2016-07-30,7805
2016-07-31,7827
2016-08-01,7852
2016-08-02,7865
2016-08-03,7833
2016-08-04,7835
2016-08-05,7792
2016-08-06,7809
2016-08-07,7745
2016-08-08,7717
2016-08-09,7672
2016-08-10,7825
2016-08-11,7839
2016-08-12,7801
2016-08-13,7753
2016-08-14,7804
2016-08-15,7839
2016-08-16,7791
2016-08-17,7816
2016-08-18,7807
2016-08-19,7837
2016-08-20,7719
2016-08-21,7778
2016-08-22,7729
2016-08-23,7572
2016-08-24,7742
2016-08-25,7803
2016-08-26,7816
2016-08-28,7769
2016-08-31,7822
2016-09-01,7831
2016-09-02,7809
2016-09-03,7913
2016-09-04,7850
2016-09-05,7785
2016-09-06,7785
2016-09-07,7884
2016-09-08,7826
2016-09-09,7876
2016-09-10,7927
2016-09-11,7832
2016-09-12,7885
2016-09-13,7760
2016-09-14,7835
2016-09-15,7754
2016-09-16,7833
2016-09-17,7884
2016-09-18,7782
2016-09-19,7700
2016-09-20,7692
2016-09-21,7733
2016-09-22,7705
2016-09-23,7734
2016-09-24,7839
2016-09-25,7766
2016-09-26,7839
2016-09-27,7824
2016-09-28,7761
2016-09-29,7778
2016-09-30,7757
2016-10-01,7677
2016-10-02,7627
2016-10-03,7680
2016-10-04,7831
2016-10-05,7846
2016-10-06,7915
2016-10-07,7794
2016-10-08,7841
2016-10-09,7743
2016-10-10,7666
2016-10-11,7705
2016-10-12,7843
2016-10-13,7771
2016-10-14,7886
2016-10-15,7867
2016-10-16,7758
2016-10-17,7834
2016-10-18,7861
2016-10-19,8022
2016-10-20,7945
2016-10-21,7858
2016-10-22,7817
2016-10-23,7845
2016-10-24,7846
2016-10-25,7721
2016-10-26,7831
2016-10-27,7608
2016-10-28,7786
2016-10-29,7898
2016-10-30,7864
2016-10-31,7858
2016-11-01,7778
2016-11-02,7844
2016-11-03,7776
2016-11-04,7815
2016-11-05,7893
2016-11-06,7808
2016-11-07,7878
2016-11-08,7861
2016-11-09,7854
2016-11-10,7811
2016-11-11,7974
2016-11-12,7931
2016-11-13,7703
2016-11-14,7732
2016-11-15,7840
2016-12-07,7845
2016-12-08,7844
2016-12-09,7802
2016-12-10,7699
2016-12-11,7695
2016-12-12,7863
2016-12-13,7794
2016-12-14,7736
2016-12-15,7796
2016-12-16,7774
2016-12-17,7794
2016-12-18,7793
2016-12-19,7870
2016-12-20,7827
2016-12-21,7778
2016-12-22,7796
2016-12-23,7797
2016-12-24,7831
2016-12-25,7833
2016-12-26,7874
2016-12-27,7884
2016-12-28,7830
2016-12-29,7858
2016-12-30,7921
2016-12-31,7934
2017-01-01,7972
2017-01-02,7788
2017-01-03,7893
2017-01-04,7745
2017-01-05,7768
2017-01-06,7766
2017-01-07,7765
2017-01-08,7813
2017-01-09,7789
2017-01-10,7820
2017-01-11,7811
2017-01-12,7782
2017-01-13,7715
2017-01-14,7702
2017-01-15,7820
2017-01-16,7840
2017-01-17,7861
2017-01-18,7857
2017-01-19,7836
2017-01-20,7827
2017-01-21,7830
2017-01-22,7818
2017-01-23,7805
2017-01-27,7699
2017-01-28,7818
2017-01-29,7788
2017-01-30,7774
2017-01-31,7803
2017-02-01,7873
2017-02-02,7887
2017-02-03,7813
2017-02-04,7868
2017-02-05,7833
2017-02-06,7862
2017-02-07,7823
2017-02-08,7662
2017-02-09,7678
2017-02-10,7760
2017-02-11,7813
2017-02-12,7771
2017-02-13,7863
2017-02-14,7741
2017-02-15,7754
2017-02-16,7821
2017-02-18,7609
2017-02-19,7700
2017-02-20,7751
2017-02-21,7757
2017-02-22,7755
2017-02-23,7825
2017-02-24,7774
2017-02-25,7596
2017-02-26,7787
2017-02-27,7773
2017-02-28,7870
2017-03-01,7836
2017-03-02,7817
2017-03-03,7821
2017-03-04,7820
2017-03-05,7680
2017-03-06,7853
2017-03-07,7765
2017-03-08,7852
2017-03-09,7804
2017-03-10,7686
2017-03-11,7691
2017-03-12,7768
2017-03-13,7796
2017-03-14,7756
2017-03-15,7795
2017-03-16,7828
2017-03-17,7830
2017-03-18,7783
2017-03-19,7806
2017-03-20,7840
2017-03-21,7791
2017-03-22,7722
2017-03-23,7761
2017-03-24,7804
2017-03-25,7600
2017-03-26,7674
2017-03-27,7813
2017-03-28,7850
2017-03-29,7730
2017-03-30,7684
2017-03-31,7806
2017-04-01,7901
2017-04-02,7887
2017-04-03,7804
2017-04-04,7838
2017-04-12,7827
2017-04-13,7757
2017-04-14,7791
2017-04-15,7787
2017-04-16,7838
2017-04-17,7839
2017-04-18,7765
2017-04-19,7857
2017-04-20,7726
2017-04-21,7711
2017-04-22,7801
2017-04-23,7625
2017-04-24,7772
2017-04-25,7737
2017-04-26,7748
2017-04-27,7793
2017-04-28,7775
2017-04-29,7735
2017-04-30,7803
2017-05-01,7676
2017-05-02,7734
2017-05-03,7697
2017-05-04,7793
2017-05-05,7627
2017-05-06,7776
2017-05-07,7740
2017-05-08,7754
2017-05-09,7805
2017-05-10,7740
2017-05-11,7874
2017-05-12,7825
2017-05-13,7731
2017-05-14,7655
2017-05-15,7651
2017-05-16,7733
2017-05-17,7785
2017-05-18,7679
2017-05-19,7524
2017-05-20,7482
2017-05-21,7329
2017-05-22,7416
2017-05-23,7634
2017-05-24,7695
2017-05-25,7487
2017-05-26,7487
2017-05-27,7591
2017-05-28,7567
2017-05-29,7530
2017-05-30,7593
2017-05-31,7770
2017-06-01,7510
2017-06-02,7638
2017-06-03,7590
2017-06-04,7638
2017-06-05,7636
2017-06-06,7641
2017-06-07,7584
2017-06-08,7566
2017-06-09,7577
2017-06-10,7527
2017-06-11,7382
2017-06-12,7473
2017-06-13,7688
2017-06-14,7690
2017-06-15,7722
2017-06-16,7631
2017-06-17,7665
2017-06-18,7724
2017-06-19,7776
2017-06-20,7612
2017-06-21,7557
2017-06-22,7521
2017-06-23,7516
2017-06-24,7586
2017-06-25,7553
2017-06-26,7615
2017-06-27,7531
2017-06-28,7658
2017-06-29,7682
2017-07-01,7665
2017-07-02,7675
2017-07-03,7666
2017-07-04,7674
2017-07-05,7616
2017-07-06,7618
2017-07-07,7588
2017-07-08,7506
2017-07-13,7664
2017-07-14,7601
2017-07-15,7476
2017-07-16,7487
2017-07-17,7527
2017-07-18,7720
2017-07-19,7679
2017-07-20,7729
2017-07-21,7678
2017-07-22,7691
2017-07-23,7648
2017-07-24,7749
2017-07-25,7763
2017-07-26,7765
2017-07-27,7735
2017-07-28,7639
2017-07-29,7511
2017-07-30,7645
2017-07-31,7744
2017-08-01,7721
2017-08-02,7690
2017-08-03,7757
2017-08-04,7767
2017-08-05,7620
2017-08-06,7511
2017-08-07,7635
2017-08-08,7613
2017-08-09,7600
2017-08-10,7743
2017-08-11,7693
2017-08-12,7663
2017-08-13,7683
2017-08-14,7658
2017-08-15,7645
2017-08-16,7664
2017-08-17,7693
2017-08-18,7591
2017-08-19,7583
2017-08-20,7562
2017-08-21,7609
2017-08-22,7715
2017-08-23,7720
2017-08-24,7673
2017-08-25,7751
2017-08-26,7697
2017-08-27,7569
2017-08-28,7603
2017-08-29,7607
2017-08-30,7620
2017-08-31,7622
2017-09-01,7541
2017-09-02,7670
2017-09-03,7623
2017-09-04,7640
2017-09-05,7586
2017-09-06,7686
2017-09-07,7737
2017-09-08,7630
2017-09-09,7586
2017-09-10,7709
2017-09-11,7511
2017-09-12,7604
2017-09-13,7647
2017-09-14,7615
2017-09-15,7684
2017-09-16,7633
2017-09-17,7512
2017-09-18,7509
2017-09-19,7528
2017-09-20,7655
2017-09-22,7688
2017-09-23,7586
2017-09-24,7612
2017-09-25,7576
2017-09-26,7572
2017-09-27,7405
2017-09-28,7577
2017-09-29,7626
2017-09-30,7503
2017-10-01,7525
2017-10-02,7582
2017-10-03,7696
2017-10-04,7574
2017-10-05,7671
2017-10-06,7654
2017-10-07,7703
2017-10-08,7627
2017-10-09,7589
2017-10-10,7584
2017-10-11,7675
2017-10-12,7658
2017-10-13,7700
2017-10-14,7540
2017-10-15,7642
2017-10-16,7620
2017-10-17,7629
2017-10-18,7676
2017-10-19,7572
2017-10-20,7555
2017-10-21,7553
2017-10-22,7503
2017-10-23,7606
2017-10-24,7673
2017-10-25,7671
2017-10-26,7653
2017-10-27,7511
2017-10-28,7496
2017-10-29,7441
2017-10-30,7594
2017-10-31,7603
2017-11-01,7639
2017-11-02,7667
2017-11-03,7655
2017-11-04,7607
2017-11-05,7550
2017-11-06,7615
2017-11-07,7667
2017-11-08,7687
2017-11-09,7707
2017-11-10,7631
2017-11-11,7660
2017-11-12,7684
2017-11-13,7625
2017-11-14,7523
2017-11-15,7617
2017-11-16,7566
2017-11-17,7642
2017-11-18,7703
2017-11-19,7487
2017-11-20,7638
2017-11-21,7625
2017-11-22,7582
2017-11-23,7788
2017-11-24,7686
2017-11-25,7753
2017-11-26,7655
2017-11-27,7630
2017-11-28,7587
2017-11-29,7648
2017-11-30,7641
2017-12-01,7589
2017-12-02,7325
2017-12-03,7433
2017-12-04,7505
2017-12-05,7593
2017-12-06,7724
2017-12-07,7629
2017-12-08,7572
2017-12-09,7449
2017-12-10,7569
2017-12-11,7590
2017-12-12,7431
2017-12-13,7536
2017-12-14,7532
2017-12-15,7524
2017-12-16,7544
2017-12-17,7278
2017-12-18,7453
2017-12-19,7534
2017-12-20,7616
2017-12-21,7645
2017-12-22,7659
2017-12-23,7671
2017-12-24,7715
2017-12-25,7607
2017-12-26,7583
2017-12-27,7582
2017-12-28,7624
2017-12-29,7668
2017-12-30,7659
2017-12-31,7641
2018-01-01,7593
2018-01-02,7522
2018-01-03,7499
2018-01-04,7527
2018-01-05,7564
2018-01-06,7568
2018-01-07,7558
2018-01-08,7660
2018-01-09,7709
2018-01-10,7677
2018-01-11,7620
2018-01-12,7591
2018-01-13,7514
2018-01-14,7485
2018-01-15,7536
2018-01-16,7548
2018-01-17,7578
2018-01-18,7641
2018-01-19,7659
2018-01-20,7594
2018-01-21,7498
2018-01-22,7425
2018-01-23,7581
2018-01-24,7634
2018-01-25,7624
2018-01-26,7634
2018-01-27,7573
2018-01-28,7575
2018-01-29,7553
2018-01-30,7569
2018-01-31,7553
2018-02-01,7584
