date_obj,Navy%20cavalier price
2015-10-06,9667
2015-10-07,9667
2015-10-08,9855
2015-10-09,9869
2015-10-10,9869
2015-10-11,9720
2015-10-12,9485
2015-10-13,9485
2015-10-14,9522
2015-10-15,9155
2015-10-16,9155
2015-10-17,9158
2015-10-18,9158
2015-10-19,8924
2015-10-20,8924
2015-10-22,8775
2015-10-23,8754
2015-10-24,8754
2015-10-25,8620
2015-10-26,8394
2015-10-27,8394
2015-10-29,8087
2015-10-30,8079
2015-10-31,8079
2015-11-01,7715
2015-11-02,7715
2015-11-03,7967
2015-11-04,7967
2015-11-05,7998
2015-11-06,7998
2015-11-07,7716
2015-11-08,7716
2015-11-09,7525
2015-11-10,7525
2015-11-11,7728
2015-11-12,7728
2015-11-13,7831
2015-11-14,7831
2015-11-15,8165
2015-11-16,8165
2015-11-17,8456
2015-11-18,8456
2015-11-19,8547
2015-11-20,8547
2015-11-21,8884
2015-11-22,9302
2015-11-23,9302
2015-11-24,9469
2015-11-25,9910
2015-11-26,9910
2015-11-27,9632
2015-11-28,9632
2015-11-29,9534
2015-11-30,9534
2015-12-01,9446
2015-12-02,9446
2015-12-03,9168
2015-12-04,9168
2015-12-05,9117
2015-12-06,9179
2015-12-07,9179
2015-12-08,9251
2015-12-09,9121
2015-12-10,9121
2015-12-11,9324
2015-12-12,9324
2015-12-13,9361
2015-12-14,9361
2015-12-15,9579
2015-12-16,9579
2015-12-17,9688
2015-12-18,9688
2015-12-19,9780
2015-12-20,9777
2015-12-21,9777
2015-12-22,9979
2015-12-23,9857
2015-12-24,9857
2015-12-25,9601
2015-12-26,9601
2015-12-27,9499
2015-12-28,9499
2015-12-29,9504
2015-12-30,9594
2015-12-31,9594
2016-01-01,9623
2016-01-02,9623
2016-01-03,9733
2016-01-04,9595
2016-01-05,9595
2016-01-06,9270
2016-01-07,9270
2016-01-08,8919
2016-01-09,8919
2016-01-10,8953
2016-01-11,8953
2016-01-12,8730
2016-01-13,8730
2016-01-14,8427
2016-01-15,8427
2016-01-16,8156
2016-01-17,8156
2016-01-18,7909
2016-01-19,7909
2016-01-20,7830
2016-01-21,7830
2016-01-22,7809
2016-01-23,7809
2016-01-24,7785
2016-01-25,7482
2016-01-26,7482
2016-01-27,7285
2016-01-28,7285
2016-01-29,6945
2016-01-30,6945
2016-01-31,6597
2016-02-01,6271
2016-02-02,5987
2016-02-03,5697
2016-02-04,5441
2016-02-05,5229
2016-02-06,5206
2016-02-07,5206
2016-02-08,5254
2016-02-09,5358
2016-02-10,5523
2016-02-11,5523
2016-02-12,5682
2016-02-13,5806
2016-02-14,5806
2016-02-15,5861
2016-02-16,5861
2016-02-17,5812
2016-02-18,5812
2016-02-19,5768
2016-02-20,5768
2016-02-21,5753
2016-02-22,5753
2016-02-23,5703
2016-02-24,5703
2016-02-25,5857
2016-02-26,5857
2016-02-27,5888
2016-02-28,5888
2016-02-29,5836
2016-03-01,5926
2016-03-02,5926
2016-03-03,5864
2016-03-04,6012
2016-03-05,6117
2016-03-06,6148
2016-03-07,6148
2016-03-08,6107
2016-03-09,6068
2016-03-10,6273
2016-03-11,6273
2016-03-12,6441
2016-03-13,6441
2016-03-14,6457
2016-03-15,6283
2016-03-16,5988
2016-03-17,5988
2016-03-18,5806
2016-03-19,5826
2016-03-20,5615
2016-03-21,5615
2016-03-22,5659
2016-03-23,5911
2016-03-24,5911
2016-03-25,6084
2016-03-26,6249
2016-03-27,6249
2016-03-28,6328
2016-03-29,6312
2016-03-30,6312
2016-03-31,6333
2016-04-01,6333
2016-04-02,6317
2016-04-03,6250
2016-04-04,6250
2016-04-05,6479
2016-04-06,6553
2016-04-07,6553
2016-04-08,6502
2016-04-09,6267
2016-04-10,5956
2016-04-11,5956
2016-04-12,5974
2016-04-13,5974
2016-04-14,5801
2016-04-15,5701
2016-04-16,5701
2016-04-17,5765
2016-04-18,5798
2016-04-19,5798
2016-04-20,5821
2016-04-21,5821
2016-04-22,5831
2016-04-23,5768
2016-04-24,5768
2016-04-25,5725
2016-04-26,5751
2016-04-27,5604
2016-04-28,5604
2016-04-29,5422
2016-04-30,5363
2016-05-01,5363
2016-05-02,5484
2016-05-03,5499
2016-05-04,5499
2016-05-05,5553
2016-05-06,5553
2016-05-07,5438
2016-05-08,5438
2016-05-09,5463
2016-05-10,5474
2016-05-11,5474
2016-05-12,5503
2016-05-13,5595
2016-05-14,5758
2016-05-15,5637
2016-05-16,5637
2016-05-17,5663
2016-05-18,5626
2016-05-19,5626
2016-05-22,5820
2016-05-23,5905
2016-05-24,6053
2016-05-25,6053
2016-05-26,6028
2016-05-27,5944
2016-05-28,5944
2016-05-29,6119
2016-05-30,6119
2016-05-31,6190
2016-06-01,6138
2016-06-02,6138
2016-06-03,5961
2016-06-04,5883
2016-06-05,5883
2016-06-06,5805
2016-06-07,5805
2016-06-08,5753
2016-06-09,5679
2016-06-10,5711
2016-06-11,5711
2016-06-12,5757
2016-06-13,5757
2016-06-14,5756
2016-06-15,5756
2016-06-16,5701
2016-06-17,5672
2016-06-18,5672
2016-06-19,5805
2016-06-20,5908
2016-06-21,5844
2016-06-22,5894
2016-06-23,5876
2016-06-24,5876
2016-06-25,5854
2016-06-26,5854
2016-06-27,5961
2016-06-28,5961
2016-06-29,5911
2016-06-30,5966
2016-07-01,6014
2016-07-02,6014
2016-07-03,5860
2016-07-04,5751
2016-07-05,5751
2016-07-06,5617
2016-07-07,5356
2016-07-08,5097
2016-07-09,4994
2016-07-10,4903
2016-07-11,4719
2016-07-12,4522
2016-07-13,4312
2016-07-14,4146
2016-07-15,4146
2016-07-16,4069
2016-07-17,4069
2016-07-18,4041
2016-07-23,3972
2016-07-24,4089
2016-07-25,4089
2016-07-26,4243
2016-07-27,4243
2016-07-28,4402
2016-07-29,4536
2016-07-30,4684
2016-07-31,4684
2016-08-01,4807
2016-08-02,5002
2016-08-03,5002
2016-08-04,5173
2016-08-05,5173
2016-08-06,5212
2016-08-07,5116
2016-08-08,5116
2016-08-09,5052
2016-08-10,5088
2016-08-11,5088
2016-08-12,4977
2016-08-13,4977
2016-08-14,4987
2016-08-15,5055
2016-08-16,5055
2016-08-17,5142
2016-08-18,4965
2016-08-19,4852
2016-08-20,4928
2016-08-21,4928
2016-08-22,4853
2016-08-23,4829
2016-08-24,4829
2016-08-25,4725
2016-08-26,4725
2016-08-28,4633
2016-08-31,4232
2016-09-01,4147
2016-09-02,4147
2016-09-03,4132
2016-09-04,4302
2016-09-05,4302
2016-09-06,4403
2016-09-07,4403
2016-09-08,4527
2016-09-09,4527
2016-09-10,4531
2016-09-11,4531
2016-09-12,4614
2016-09-13,4516
2016-09-14,4516
2016-09-15,4410
2016-09-16,4410
2016-09-17,4294
2016-09-18,4294
2016-09-19,4206
2016-09-20,4206
2016-09-21,4104
2016-09-22,3981
2016-09-23,3981
2016-09-24,3820
2016-09-25,3665
2016-09-26,3665
2016-09-27,3655
2016-09-28,3681
2016-09-29,3681
2016-09-30,3665
2016-10-01,3488
2016-10-02,3488
2016-10-03,3480
2016-10-04,3480
2016-10-05,3559
2016-10-06,3559
2016-10-07,3564
2016-10-08,3658
2016-10-09,3658
2016-10-10,3723
2016-10-11,3723
2016-10-12,3575
2016-10-13,3575
2016-10-14,3658
2016-10-15,3484
2016-10-16,3484
2016-10-17,3379
2016-10-18,3379
2016-10-19,3407
2016-10-20,3364
2016-10-21,3371
2016-10-22,3371
2016-10-23,3237
2016-10-24,3212
2016-10-25,3212
2016-10-26,3076
2016-10-27,3076
2016-10-28,3023
2016-10-29,2921
2016-10-30,2921
2016-10-31,2806
2016-11-01,2806
2016-11-02,2692
2016-11-03,2692
2016-11-04,2679
2016-11-05,2679
2016-11-06,2748
2016-11-07,2748
2016-11-08,2723
2016-11-09,2646
2016-11-10,2646
2016-11-11,2630
2016-11-12,2571
2016-11-13,2571
2016-11-14,2483
2016-12-07,3027
2016-12-08,3167
2016-12-09,3167
2016-12-10,3265
2016-12-11,3279
2016-12-12,3279
2016-12-13,3216
2016-12-14,3228
2016-12-15,3228
2016-12-16,3218
2016-12-17,3195
2016-12-18,3195
2016-12-19,3182
2016-12-20,3182
2016-12-21,3050
2016-12-22,3050
2016-12-23,2897
2016-12-24,2897
2016-12-25,2752
2016-12-26,2752
2016-12-27,2720
2016-12-28,2718
2016-12-29,2718
2016-12-30,2720
2016-12-31,2727
2017-01-01,2758
2017-01-02,2761
2017-01-03,2761
2017-01-04,2684
2017-01-05,2684
2017-01-06,2565
2017-01-07,2451
2017-01-08,2409
2017-01-09,2429
2017-01-10,2429
2017-01-11,2472
2017-01-12,2529
2017-01-13,2529
2017-01-14,2604
2017-01-15,2682
2017-01-16,2786
2017-01-17,2916
2017-01-18,3011
2017-01-19,3011
2017-01-20,2977
2017-01-21,2996
2017-01-22,2996
2017-01-27,2984
2017-01-28,3038
2017-01-29,3060
2017-01-30,3060
2017-01-31,3024
2017-02-01,2953
2017-02-02,2953
2017-02-03,2898
2017-02-04,2873
2017-02-05,2881
2017-02-06,2919
2017-02-07,2976
2017-02-08,2978
2017-02-09,2978
2017-02-10,2903
2017-02-11,2814
2017-02-12,2814
2017-02-13,2707
2017-02-14,2674
2017-02-15,2737
2017-02-16,2848
2017-02-18,2876
2017-02-19,2877
2017-02-20,2885
2017-02-21,2870
2017-02-22,2921
2017-02-23,2955
2017-02-24,2955
2017-02-25,2972
2017-02-26,3007
2017-02-27,3088
2017-02-28,3118
2017-03-01,3026
2017-03-02,3076
2017-03-03,2958
2017-03-04,2878
2017-03-05,2749
2017-03-06,2654
2017-03-07,2620
2017-03-08,2599
2017-03-09,2557
2017-03-10,2542
2017-03-11,2555
2017-03-12,2624
2017-03-13,2583
2017-03-14,2664
2017-03-15,2662
2017-03-16,2662
2017-03-17,2672
2017-03-18,2609
2017-03-19,2640
2017-03-20,2716
2017-03-21,2814
2017-03-22,2900
2017-03-23,2894
2017-03-24,2874
2017-03-25,2874
2017-03-26,2873
2017-03-27,2873
2017-03-28,2914
2017-03-29,2977
2017-03-30,2977
2017-03-31,3019
2017-04-01,3019
2017-04-02,3012
2017-04-03,3070
2017-04-04,2988
2017-04-12,2887
2017-04-13,2951
2017-04-14,2951
2017-04-15,2870
2017-04-16,2962
2017-04-17,2930
2017-04-18,2930
2017-04-19,2898
2017-04-20,2898
2017-04-21,2942
2017-04-22,2942
2017-04-23,3008
2017-04-24,3008
2017-04-25,3128
2017-04-26,3128
2017-04-27,3161
2017-04-28,3248
2017-04-29,3217
2017-04-30,3138
2017-05-01,3138
2017-05-02,3113
2017-05-03,3113
2017-05-04,3169
2017-05-05,3073
2017-05-06,3067
2017-05-07,3089
2017-05-08,3066
2017-05-09,3004
2017-05-10,3004
2017-05-11,2934
2017-05-12,2934
2017-05-13,2800
2017-05-14,2800
2017-05-15,2766
2017-05-16,2723
2017-05-17,2723
2017-05-18,2649
2017-05-19,2649
2017-05-20,2669
2017-05-21,2669
2017-05-22,2733
2017-05-23,2733
2017-05-24,2724
2017-05-25,2724
2017-05-26,2710
2017-05-27,2758
2017-05-28,2758
2017-05-29,2728
2017-05-30,2728
2017-05-31,2702
2017-06-01,2702
2017-06-02,2605
2017-06-03,2605
2017-06-06,2449
2017-06-07,2409
2017-06-08,2409
2017-06-09,2416
2017-06-10,2419
2017-06-11,2418
2017-06-12,2418
2017-06-13,2334
2017-06-14,2356
2017-06-15,2356
2017-06-16,2378
2017-06-17,2378
2017-06-18,2272
2017-06-19,2272
2017-06-20,2347
2017-06-21,2347
2017-06-22,2457
2017-06-23,2457
2017-06-24,2490
2017-06-25,2490
2017-06-26,2453
2017-06-27,2345
2017-06-28,2345
2017-06-29,2291
2017-06-30,2262
2017-07-01,2262
2017-07-02,2223
2017-07-03,2244
2017-07-04,2237
2017-07-05,2237
2017-07-06,2237
2017-07-07,2237
2017-07-08,2299
2017-07-13,2542
2017-07-14,2613
2017-07-15,2613
2017-07-16,2673
2017-07-17,2650
2017-07-18,2650
2017-07-19,2665
2017-07-20,2711
2017-07-21,2668
2017-07-22,2724
2017-07-23,2787
2017-07-24,2787
2017-07-25,2767
2017-07-26,2767
2017-07-27,2857
2017-07-28,2857
2017-07-29,2833
2017-07-30,2846
2017-07-31,2846
2017-08-01,2839
2017-08-02,2781
2017-08-03,2781
2017-08-04,2826
2017-08-05,2842
2017-08-06,2842
2017-08-09,2773
2017-08-10,2783
2017-08-11,2783
2017-08-12,2883
2017-08-13,2883
2017-08-14,2796
2017-08-15,2720
2017-08-16,2754
2017-08-17,2833
2017-08-18,2833
2017-08-19,2709
2017-08-20,2688
2017-08-22,2719
2017-08-23,2719
2017-08-24,2739
2017-08-25,2739
2017-08-26,2696
2017-08-27,2696
2017-08-28,2622
2017-08-29,2622
2017-08-30,2706
2017-08-31,2706
2017-09-01,2802
2017-09-02,2774
2017-09-03,2774
2017-09-04,2753
2017-09-05,2742
2017-09-06,2742
2017-09-07,2873
2017-09-08,2873
2017-09-09,2986
2017-09-10,3002
2017-09-11,3002
2017-09-12,2974
2017-09-13,2909
2017-09-14,2914
2017-09-15,2914
2017-09-16,2983
2017-09-17,3027
2017-09-19,3101
2017-09-20,3054
2017-09-21,3054
2017-09-22,3087
2017-09-23,3087
2017-09-24,3190
2017-09-25,3190
2017-09-26,3268
2017-09-27,3268
2017-09-28,3239
2017-09-29,3151
2017-09-30,3151
2017-10-01,3078
2017-10-02,2932
2017-10-03,2932
2017-10-04,2795
2017-10-05,2679
2017-10-06,2559
2017-10-07,2451
2017-10-08,2340
2017-10-09,2236
2017-10-10,2132
2017-10-11,2132
2017-10-12,2090
2017-10-13,2098
2017-10-14,2098
2017-10-15,2116
2017-10-16,2171
2017-10-17,2171
2017-10-18,2148
2017-10-19,2148
2017-10-20,2148
2017-10-21,2148
2017-10-22,2242
2017-10-23,2242
2017-10-24,2355
2017-10-25,2465
2017-10-26,2465
2017-10-27,2515
2017-10-28,2515
2017-10-29,2555
2017-10-30,2620
2017-10-31,2620
2017-11-01,2562
2017-11-02,2562
2017-11-03,2566
2017-11-04,2663
2017-11-05,2663
2017-11-06,2686
2017-11-07,2686
2017-11-08,2779
2017-11-09,2828
2017-11-10,2828
2017-11-11,2858
2017-11-12,2858
2017-11-13,2951
2017-11-14,2951
2017-11-15,2950
2017-11-16,2902
2017-11-17,2902
2017-11-18,2951
2017-11-19,2889
2017-11-20,2889
2017-11-21,2896
2017-11-22,2896
2017-11-23,2988
2017-11-24,2988
2017-11-25,2976
2017-11-26,2976
2017-11-27,2980
2017-11-28,2835
2017-11-29,2835
2017-11-30,2700
2017-12-01,2607
2017-12-02,2607
2017-12-03,2575
2017-12-04,2575
2017-12-05,2603
2017-12-06,2603
2017-12-07,2595
2017-12-08,2595
2017-12-09,2620
2017-12-10,2668
2017-12-11,2668
2017-12-12,2618
2017-12-14,2611
2017-12-15,2726
2017-12-17,2745
2017-12-18,2631
2017-12-19,2631
2017-12-20,2641
2017-12-21,2725
2017-12-22,2673
2017-12-23,2560
2017-12-24,2560
2017-12-25,2629
2017-12-26,2615
2017-12-27,2498
2017-12-28,2498
2017-12-29,2491
2017-12-30,2523
2017-12-31,2523
2018-01-01,2508
2018-01-02,2508
2018-01-03,2597
2018-01-04,2597
2018-01-05,2599
2018-01-06,2589
2018-01-07,2589
2018-01-08,2632
2018-01-09,2632
2018-01-10,2652
2018-01-11,2652
2018-01-12,2544
2018-01-13,2424
2018-01-14,2307
2018-01-15,2238
2018-01-16,2247
2018-01-17,2326
2018-01-18,2411
2018-01-19,2411
2018-01-20,2504
2018-01-21,2561
2018-01-22,2548
2018-01-23,2480
2018-01-24,2365
2018-01-25,2365
2018-01-26,2412
2018-01-27,2453
2018-01-28,2460
2018-01-29,2484
2018-01-31,2573
2018-02-01,2635
2018-02-02,2635
2018-02-03,2700
2018-02-04,2751
2018-02-05,2751
2018-02-06,2839
2018-02-07,2734
2018-02-08,2734
2018-02-09,2645
2018-02-10,2645
2018-02-11,2701
2018-02-12,2629
2018-02-13,2629
2018-02-14,2576
2018-02-15,2561
2018-02-16,2561
2018-02-17,2610
2018-02-18,2610
2018-02-19,2641
2018-02-20,2641
2018-02-21,2688
2018-02-22,2688
2018-02-23,2697
2018-02-24,2697
2018-02-25,2724
2018-02-26,2633
2018-02-27,2654
2018-03-01,2600
2018-03-02,2585
2018-03-03,2551
2018-03-04,2551
2018-03-05,2587
2018-03-06,2610
2018-03-07,2572
2018-03-08,2572
2018-03-09,2562
2018-03-10,2562
2018-03-11,2620
2018-03-12,2620
2018-03-13,2677
2018-03-14,2740
2018-03-15,2740
2018-03-16,2729
2018-03-17,2857
2018-03-18,2857
2018-03-19,2919
2018-03-20,3013
2018-03-21,3013
2018-03-23,3097
2018-03-24,3042
2018-03-26,3072
2018-03-27,3112
2018-03-28,3112
2018-03-29,3256
2018-03-30,3256
2018-03-31,3283
2018-04-01,3283
2018-04-02,3298
2018-04-03,3298
2018-04-04,3370
2018-04-05,3370
2018-04-06,3296
2018-04-07,3296
2018-04-08,3257
2018-04-09,3257
2018-04-10,3245
2018-04-11,3245
2018-04-12,3313
2018-04-13,3313
2018-04-14,3304
2018-04-15,3301
2018-04-16,3301
2018-04-17,3241
2018-04-18,3241
2018-04-19,3400
2018-04-20,3400
2018-04-21,3380
2018-04-22,3380
2018-04-23,3549
2018-04-24,3549
2018-04-25,3712
2018-04-26,3712
2018-04-27,3709
2018-04-28,3709
2018-04-29,3700
2018-04-30,3700
2018-05-01,3645
2018-05-02,3645
2018-05-04,3524
2018-05-05,3443
2018-05-06,3443
2018-05-07,3449
2018-05-08,3449
2018-05-09,3437
2018-05-10,3437
2018-05-11,3393
2018-05-12,3247
2018-05-13,3247
2018-05-14,3162
2018-05-15,3162
2018-05-16,3105
2018-05-17,3105
2018-05-18,3070
2018-05-19,2945
2018-05-20,2945
2018-05-21,2867
2018-05-22,2867
2018-05-23,2759
2018-05-24,2759
2018-05-25,2626
2018-05-26,2592
2018-05-27,2592
2018-05-28,2540
2018-05-29,2540
2018-05-30,2576
2018-05-31,2576
2018-06-01,2557
2018-06-02,2581
2018-06-03,2581
2018-06-04,2463
2018-06-05,2501
2018-06-06,2462
2018-06-07,2462
2018-06-08,2470
2018-06-09,2470
2018-06-10,2521
2018-06-11,2521
2018-06-12,2535
2018-06-13,2518
2018-06-14,2518
2018-06-15,2530
2018-06-16,2530
2018-06-17,2505
2018-06-18,2505
2018-06-19,2545
2018-06-20,2545
2018-06-21,2572
2018-06-22,2575
2018-06-23,2575
2018-06-24,2546
2018-06-25,2546
2018-06-26,2553
2018-06-27,2553
2018-06-28,2565
2018-06-29,2581
2018-06-30,2581
2018-07-01,2497
2018-07-02,2497
2018-07-03,2372
2018-07-04,2372
2018-07-05,2303
2018-07-06,2283
2018-07-07,2283
2018-07-08,2195
2018-07-09,2167
2018-07-10,2167
2018-07-11,2117
2018-07-12,2117
2018-07-13,2088
2018-07-14,2052
2018-07-15,2052
2018-07-16,2070
2018-07-17,2108
2018-07-18,2108
2018-07-19,2100
2018-07-20,2100
2018-07-21,2078
2018-07-22,2086
2018-07-23,2135
2018-07-24,2135
2018-07-25,2139
2018-07-26,2179
2018-07-27,2281
2018-07-28,2281
2018-07-29,2319
2018-07-30,2319
2018-07-31,2401
2018-08-01,2401
2018-08-02,2413
2018-08-03,2413
2018-08-04,2504
2018-08-05,2517
2018-08-06,2517
2018-08-07,2599
2018-08-08,2569
2018-08-09,2569
2018-08-10,2598
2018-08-11,2598
2018-08-12,2664
2018-08-14,2654
2018-08-16,2598
2018-08-17,2549
2018-08-18,2549
2018-08-19,2429
2018-08-20,2428
2018-08-21,2428
2018-08-22,2466
2018-08-23,2466
2018-08-24,2567
2018-08-25,2507
2018-08-26,2507
2018-08-27,2445
2018-08-28,2450
2018-08-29,2450
2018-08-30,2559
2018-08-31,2639
2018-09-01,2694
2018-09-02,2694
2018-09-03,2770
2018-09-04,2905
2018-09-05,2905
2018-09-06,3019
2018-09-07,3037
2018-09-08,3149
2018-09-09,3149
2018-09-10,3233
2018-09-11,3233
2018-09-12,3347
2018-09-13,3347
2018-09-14,3201
2018-09-15,3090
2018-09-16,3090
2018-09-17,3123
2018-09-18,3158
2018-09-19,3158
2018-09-20,3043
2018-09-21,3043
2018-09-22,3005
2018-09-23,3005
2018-09-24,3043
2018-09-25,3043
2018-09-26,2951
2018-09-27,2951
2018-09-28,2873
2018-09-29,2873
2018-09-30,2829
2018-10-02,2762
2018-10-03,2654
2018-10-04,2654
2018-10-05,2538
2018-10-06,2514
2018-10-07,2514
2018-10-08,2530
2018-10-09,2500
2018-10-10,2405
2018-10-11,2377
2018-10-12,2377
2018-10-13,2467
2018-10-14,2467
2018-10-15,2447
2018-10-16,2432
2018-10-17,2432
2018-10-18,2417
2018-10-19,2414
2018-10-20,2414
2018-10-21,2458
2018-10-22,2425
2018-10-23,2425
2018-10-24,2371
2018-10-25,2371
2018-10-26,2347
2018-10-27,2452
2018-10-28,2425
2018-10-29,2425
2018-10-30,2442
2018-10-31,2444
2018-11-01,2529
2018-11-03,2541
2018-11-04,2544
2018-11-05,2591
2018-11-06,2598
2018-11-07,2598
2018-11-08,2624
2018-11-09,2624
2018-11-10,2638
2018-11-11,2624
2018-11-12,2575
2018-11-13,2472
2018-11-15,2424
2018-11-16,2453
2018-11-17,2553
2018-11-18,2584
2018-11-19,2675
2018-11-20,2695
2018-11-21,2691
2018-11-22,2656
2018-11-23,2616
2018-11-24,2661
2018-11-25,2727
2018-11-26,2727
2018-11-27,2797
2018-11-28,2904
2018-11-29,3005
2018-12-01,3086
2018-12-02,3116
2018-12-03,3116
2018-12-04,3233
2018-12-05,3333
2018-12-07,3382
2018-12-09,3397
2018-12-10,3457
2018-12-11,3457
2018-12-12,3415
2018-12-13,3298
2018-12-14,3133
2018-12-15,3034
2018-12-16,2897
2018-12-17,2793
2018-12-18,2693
2018-12-19,2573
2018-12-20,2448
2018-12-21,2437
2018-12-22,2437
2018-12-23,2434
2018-12-24,2461
2018-12-25,2461
2018-12-26,2449
2018-12-27,2406
2018-12-28,2406
2018-12-29,2397
2018-12-30,2397
2018-12-31,2502
2019-01-01,2501
2019-01-02,2439
2019-01-03,2503
2019-01-04,2506
2019-01-05,2457
2019-01-06,2437
2019-01-08,2419
2019-01-10,2535
2019-01-11,2500
2019-01-12,2451
2019-01-13,2376
2019-01-14,2383
2019-01-15,2384
2019-01-16,2394
2019-01-17,2443
2019-01-18,2447
2019-01-19,2405
2019-01-20,2399
2019-01-21,2399
2019-01-22,2413
2019-01-23,2384
2019-01-24,2375
2019-01-25,2396
2019-01-26,2322
2019-01-27,2306
2019-01-28,2332
2019-01-29,2307
2019-01-30,2390
2019-01-31,2390
2019-02-01,2438
2019-02-02,2512
2019-02-03,2580
2019-02-04,2580
2019-02-05,2669
2019-02-06,2669
2019-02-07,2657
2019-02-08,2674
2019-02-09,2619
2019-02-10,2616
2019-02-11,2571
2019-02-12,2557
2019-02-13,2597
2019-02-14,2597
2019-02-15,2668
2019-02-16,2738
2019-02-17,2689
2019-02-18,2766
2019-02-19,2766
2019-02-20,2845
2019-02-21,2952
2019-02-22,2952
2019-02-23,2954
2019-02-24,2806
2019-02-25,2680
2019-02-26,2582
2019-02-27,2547
2019-02-28,2547
2019-03-01,2511
2019-03-02,2501
2019-03-03,2486
2019-03-04,2484
2019-03-05,2483
2019-03-06,2463
2019-03-07,2480
2019-03-08,2480
2019-03-09,2417
2019-03-10,2353
2019-03-11,2312
2019-03-12,2279
2019-03-13,2279
2019-03-14,2272
2019-03-15,2272
2019-03-16,2263
2019-03-17,2201
2019-03-18,2201
2019-03-19,2138
2019-03-20,2163
2019-03-21,2188
2019-03-22,2188
2019-03-23,2253
2019-03-24,2336
2019-03-25,2336
2019-03-26,2369
2019-03-27,2369
2019-03-28,2459
2019-03-29,2551
2019-03-30,2551
2019-03-31,2616
2019-04-01,2647
2019-04-02,2597
2019-04-03,2577
2019-04-04,2577
2019-04-05,2470
2019-04-06,2470
