date_obj,Ancient%20page%204 price
2015-03-26,42540
2015-03-27,42540
2015-03-28,43655
2015-03-29,43655
2015-03-30,44905
2015-03-31,44905
2015-04-01,46972
2015-04-02,46972
2015-04-03,49013
2015-04-04,49013
2015-04-05,51117
2015-04-06,51117
2015-04-07,52954
2015-04-08,52954
2015-04-09,52954
2015-04-10,55307
2015-04-11,55307
2015-04-12,56428
2015-04-13,56428
2015-04-14,56482
2015-04-15,56482
2015-04-16,54670
2015-04-17,54670
2015-04-18,52919
2015-04-19,52919
2015-04-20,52054
2015-04-21,52054
2015-04-22,52054
2015-04-23,50796
2015-04-24,50796
2015-04-25,50796
2015-04-26,48554
2015-04-27,48554
2015-04-28,46413
2015-04-29,46413
2015-04-30,46413
2015-05-01,44848
2015-05-02,44848
2015-05-03,42658
2015-05-04,42658
2015-05-05,40760
2015-05-06,40760
2015-05-07,38905
2015-05-08,38905
2015-05-09,36968
2015-05-10,36968
2015-05-11,35241
2015-05-12,35241
2015-05-13,33997
2015-05-14,33997
2015-05-15,32817
2015-05-16,32817
2015-05-17,31727
2015-05-18,31727
2015-05-19,30909
2015-05-20,30909
2015-05-21,30909
2015-05-22,30901
2015-05-23,30901
2015-05-24,31230
2015-05-25,31230
2015-05-26,31647
2015-05-27,31647
2015-05-28,33033
2015-05-29,33033
2015-05-30,34685
2015-05-31,34685
2015-06-01,36247
2015-06-02,36247
2015-06-03,38060
2015-06-04,38060
2015-06-05,39844
2015-06-06,41393
2015-06-07,41393
2015-06-08,43385
2015-06-09,43784
2015-06-10,44134
2015-06-11,44134
2015-06-12,44296
2015-06-13,44296
2015-06-14,44149
2015-06-15,44149
2015-06-16,44835
2015-06-17,44835
2015-06-18,45441
2015-06-19,45441
2015-06-20,45670
2015-06-21,45670
2015-06-22,47050
2015-06-23,47050
2015-06-24,48886
2015-06-25,48886
2015-06-26,50413
2015-06-27,50413
2015-06-28,52186
2015-06-29,52186
2015-06-30,54730
2015-07-01,54730
2015-07-02,56816
2015-07-03,59108
2015-07-04,59108
2015-07-05,61217
2015-07-06,61217
2015-07-07,63965
2015-07-08,63965
2015-07-09,65641
2015-07-10,65641
2015-07-11,66890
2015-07-12,66890
2015-07-13,66793
2015-07-14,66793
2015-07-15,65213
2015-07-16,65213
2015-07-17,62129
2015-07-18,62129
2015-07-19,61715
2015-07-20,61715
2015-07-21,60055
2015-07-22,57848
2015-07-23,57848
2015-07-24,55873
2015-07-25,55873
2015-07-26,53618
2015-07-27,53618
2015-07-28,51672
2015-07-29,49370
2015-07-30,49370
2015-07-31,48046
2015-08-01,48046
2015-08-02,46466
2015-08-03,46466
2015-08-04,45504
2015-08-05,45504
2015-08-06,44640
2015-08-07,44640
2015-08-08,44206
2015-08-09,44206
2015-08-10,45291
2015-08-11,45291
2015-08-12,46258
2015-08-13,46258
2015-08-14,47035
2015-08-15,47035
2015-08-16,46909
2015-08-17,46909
2015-08-18,45886
2015-08-19,45886
2015-08-20,43823
2015-08-21,42060
2015-08-22,42060
2015-08-23,40004
2015-08-24,40004
2015-08-25,39482
2015-08-26,39482
2015-08-27,40891
2015-08-28,40891
2015-08-29,41574
2015-08-30,41574
2015-08-31,40603
2015-09-01,40603
2015-09-02,39651
2015-09-03,39651
2015-09-04,40712
2015-09-05,40712
2015-09-06,40712
2015-09-07,41818
2015-09-08,41818
2015-09-09,42961
2015-09-10,42961
2015-09-11,44810
2015-09-12,44810
2015-09-13,46815
2015-09-14,46815
2015-09-15,46796
2015-09-16,46796
2015-09-17,45014
2015-09-18,45014
2015-09-19,44745
2015-09-20,44745
2015-09-21,44195
2015-09-22,44195
2015-09-23,43988
2015-09-24,43988
2015-09-25,43988
2015-09-27,45121
2015-09-28,43894
2015-09-29,43894
2015-09-30,41699
2015-10-05,38356
2015-10-06,38168
2015-10-07,38168
2015-10-08,40064
2015-10-09,40064
2015-10-10,41872
2015-10-11,41872
2015-10-12,43823
2015-10-13,43823
2015-10-14,43823
2015-10-15,45568
2015-10-16,45568
2015-10-17,45795
2015-10-18,45795
2015-10-19,45177
2015-10-20,45177
2015-10-22,43659
2015-10-23,41893
2015-10-24,41893
2015-10-25,42117
2015-10-26,42117
2015-10-27,42568
2015-10-28,42568
2015-10-29,44218
2015-10-30,44218
2015-10-31,44697
2015-11-01,44697
2015-11-02,43257
2015-11-03,43257
2015-11-04,43257
2015-11-05,41809
2015-11-06,41809
2015-11-07,40540
2015-11-08,40540
2015-11-09,40540
2015-11-10,41563
2015-11-11,41563
2015-11-12,42904
2015-11-13,42904
2015-11-14,42904
2015-11-15,42479
2015-11-16,42479
2015-11-17,42479
2015-11-18,41448
2015-11-19,41448
2015-11-20,42005
2015-11-21,42005
2015-11-22,42739
2015-11-23,42739
2015-11-24,42739
2015-11-25,44134
2015-11-26,44134
2015-11-27,46244
2015-11-28,46244
2015-11-29,46743
2015-11-30,46743
2015-12-01,47478
2015-12-02,47478
2015-12-03,49670
2015-12-04,49670
2015-12-05,49670
2015-12-06,52023
2015-12-07,52023
2015-12-08,52779
2015-12-09,51727
2015-12-10,51727
2015-12-11,52930
2015-12-12,52930
2015-12-13,55476
2015-12-14,55476
2015-12-15,58025
2015-12-16,58025
2015-12-17,60811
2015-12-18,60811
2015-12-19,63697
2015-12-20,65016
2015-12-21,65016
2015-12-22,66456
2015-12-23,66456
2015-12-24,69127
2015-12-25,69127
2015-12-26,72533
2015-12-27,72664
2015-12-28,72664
2015-12-29,70948
2015-12-30,72434
2015-12-31,72434
2016-01-01,73848
2016-01-02,73848
2016-01-03,72473
2016-01-04,71238
2016-01-05,71238
2016-01-06,69146
2016-01-07,69146
2016-01-08,69823
2016-01-09,69823
2016-01-10,71314
2016-01-11,71314
2016-01-12,74774
2016-01-13,74774
2016-01-14,78507
2016-01-15,78507
2016-01-16,77756
2016-01-17,77756
2016-01-18,78176
2016-01-19,78176
2016-01-20,78330
2016-01-21,78330
2016-01-22,74413
2016-01-23,74413
2016-01-24,70897
2016-01-25,67387
2016-01-26,67387
2016-01-27,64483
2016-01-28,64483
2016-01-29,61435
2016-01-30,61435
2016-01-31,59651
2016-02-01,59651
2016-02-02,57620
2016-02-03,57620
2016-02-04,56920
2016-02-05,56920
2016-02-06,58215
2016-02-07,58215
2016-02-08,58609
2016-02-09,58609
2016-02-10,56385
2016-02-11,56385
2016-02-12,54017
2016-02-13,54036
2016-02-14,54036
2016-02-15,56040
2016-02-16,56040
2016-02-17,56568
2016-02-18,56568
2016-02-19,59395
2016-02-20,59395
2016-02-21,62139
2016-02-22,62139
2016-02-23,65237
2016-02-24,65237
2016-02-25,68499
2016-02-26,68499
2016-02-27,71794
2016-02-28,71794
2016-02-29,73799
2016-03-01,73799
2016-03-02,76815
2016-03-03,80596
2016-03-04,84626
2016-03-05,88756
2016-03-06,93194
2016-03-07,97592
2016-03-08,102244
2016-03-09,107357
2016-03-10,112725
2016-03-11,112725
2016-03-12,118362
2016-03-13,124127
2016-03-14,129971
2016-03-15,136465
2016-03-16,143289
2016-03-17,150187
2016-03-18,157697
2016-03-19,165059
2016-03-20,173312
2016-03-21,173312
2016-03-22,181978
2016-03-23,191060
2016-03-24,191060
2016-03-25,200466
2016-03-26,210490
2016-03-27,210490
2016-03-28,220783
2016-03-29,231253
2016-03-30,231253
2016-03-31,239527
2016-04-01,239527
2016-04-02,242032
2016-04-03,236284
2016-04-04,225524
2016-04-05,225524
2016-04-06,216184
2016-04-07,216184
2016-04-08,207574
2016-04-09,201803
2016-04-10,199621
2016-04-11,199621
2016-04-12,194232
2016-04-13,194232
2016-04-14,188801
2016-04-15,188801
2016-04-16,186605
2016-04-17,186605
2016-04-18,187194
2016-04-19,187194
2016-04-20,189913
2016-04-21,189913
2016-04-22,183887
2016-04-23,176292
2016-04-24,170042
2016-04-25,163812
2016-04-26,163812
2016-04-27,155756
2016-04-28,155756
2016-04-29,149083
2016-04-30,144522
2016-05-01,144522
2016-05-02,141598
2016-05-03,138435
2016-05-04,138435
2016-05-05,137755
2016-05-06,137755
2016-05-07,137558
2016-05-08,137558
2016-05-09,132116
2016-05-10,133068
2016-05-11,133068
2016-05-12,132545
2016-05-13,128651
2016-05-14,128651
2016-05-15,133942
2016-05-16,133942
2016-05-17,140640
2016-05-18,147380
2016-05-19,147380
2016-05-22,159016
2016-05-23,163620
2016-05-24,170199
2016-05-25,170199
2016-05-26,177516
2016-05-27,186180
2016-05-28,186180
2016-05-29,195087
2016-05-30,195087
2016-05-31,204822
2016-06-01,210237
2016-06-02,210237
2016-06-03,208894
2016-06-04,205251
2016-06-05,205251
2016-06-06,195164
