date_obj,Big%20bones price
2019-08-25,211
2019-08-25,211
2019-08-26,210
2019-08-27,209
2019-08-27,209
2019-08-28,209
2019-08-29,210
2019-08-30,210
2019-08-31,210
2019-09-01,209
2019-09-02,210
2019-09-03,211
2019-09-04,212
2019-09-05,213
2019-09-06,214
2019-09-07,214
2019-09-08,212
2019-09-09,212
2019-09-10,211
2019-09-11,211
2019-09-12,211
2019-09-13,211
2019-09-14,211
2019-09-15,211
2019-09-16,210
2019-09-17,205
2019-09-18,206
2019-09-19,205
2019-09-20,204
2019-09-21,203
2019-09-22,202
2019-09-23,203
2019-09-24,204
2019-09-25,204
2019-09-26,203
2019-09-27,203
2019-09-28,203
2019-09-29,203
2019-09-30,203
2019-10-01,203
2019-10-02,201
2019-10-03,201
2019-10-04,201
2019-10-05,201
2019-10-06,200
2019-10-07,199
2019-10-08,197
2019-10-09,196
2019-10-10,195
2019-10-11,195
2019-10-12,195
2019-10-13,196
2019-10-14,196
2019-10-15,196
2019-10-16,193
2019-10-17,194
2019-10-18,194
2019-10-19,195
2019-10-20,195
2019-10-21,194
2019-10-22,194
2019-10-23,194
2019-10-24,193
2019-10-25,193
2019-10-26,193
2019-10-27,193
2019-10-28,194
2019-10-29,195
2019-10-30,197
2019-10-31,198
2019-11-01,199
2019-11-02,200
2019-11-03,198
2019-11-04,193
2019-11-05,191
2019-11-06,181
2019-11-07,180
2019-11-08,184
2019-11-09,187
2019-11-10,192
2019-11-11,193
2019-11-12,194
2019-11-13,197
2019-11-14,198
2019-11-15,201
2019-11-16,201
2019-11-17,199
2019-11-18,200
2019-11-19,201
2019-11-20,200
2019-11-21,198
2019-11-22,199
2019-11-23,200
2019-11-24,201
2019-11-25,202
2019-11-26,203
2019-11-27,205
2019-11-28,206
2019-11-29,205
2019-11-30,212
2019-12-01,211
2019-12-02,212
2019-12-03,215
2019-12-04,221
2019-12-05,219
2019-12-06,220
2019-12-07,222
2019-12-08,231
2019-12-09,235
2019-12-10,236
2019-12-11,236
2019-12-12,235
2019-12-13,239
2019-12-14,241
2019-12-15,244
2019-12-16,243
2019-12-17,238
2019-12-18,234
2019-12-19,228
2019-12-20,222
2019-12-21,212
2019-12-22,208
2019-12-23,206
2019-12-24,204
2019-12-25,201
2019-12-26,199
2019-12-27,201
2019-12-28,199
2019-12-29,204
2019-12-30,206
2019-12-31,208
2020-01-01,206
2020-01-02,205
2020-01-03,207
2020-01-04,209
2020-01-05,212
2020-01-06,215
2020-01-07,220
2020-01-08,225
2020-01-09,226
2020-01-10,226
2020-01-11,226
2020-01-12,226
2020-01-13,225
2020-01-14,223
2020-01-15,222
2020-01-16,220
2020-01-17,220
2020-01-18,218
2020-01-19,217
2020-01-20,217
2020-01-21,216
2020-01-22,215
2020-01-23,217
2020-01-24,217
2020-01-25,210
2020-01-26,204
2020-01-27,205
2020-01-28,205
2020-01-29,208
2020-01-30,208
2020-01-31,210
2020-02-01,211
2020-02-02,211
2020-02-03,211
2020-02-04,212
2020-02-05,212
2020-02-06,210
2020-02-07,209
2020-02-08,210
2020-02-09,212
2020-02-10,210
2020-02-11,208
2020-02-12,210
2020-02-13,211
2020-02-14,211
2020-02-15,211
2020-02-16,210
2020-02-17,210
2020-02-18,209
2020-02-19,209
2020-02-20,209
2020-02-21,209
2020-02-22,210
2020-02-23,210
2020-02-24,210
2020-02-25,210
2020-02-26,211
2020-02-27,210
2020-02-28,211
2020-02-29,212
2020-03-01,211
2020-03-02,212
2020-03-03,211
2020-03-04,210
2020-03-05,211
2020-03-06,213
2020-03-07,213
2020-03-08,215
2020-03-09,214
2020-03-10,214
2020-03-11,213
2020-03-12,214
2020-03-13,214
2020-03-14,216
2020-03-15,215
2020-03-16,215
2020-03-17,215
2020-03-18,214
2020-03-19,214
2020-03-20,215
2020-03-21,213
2020-03-22,213
2020-03-23,212
2020-03-24,212
2020-03-25,212
2020-03-26,212
2020-03-27,215
2020-03-28,217
2020-03-29,219
2020-03-30,220
2020-03-31,228
2020-04-01,237
2020-04-02,244
2020-04-03,248
2020-04-04,247
2020-04-05,240
2020-04-06,236
2020-04-07,233
2020-04-08,232
2020-04-09,232
2020-04-10,233
2020-04-11,235
2020-04-12,243
2020-04-13,246
2020-04-14,251
2020-04-15,260
2020-04-16,265
2020-04-17,269
2020-04-18,275
2020-04-19,272
2020-04-20,276
2020-04-21,272
2020-04-22,269
2020-04-23,265
2020-04-24,263
2020-04-25,268
2020-04-26,275
2020-04-27,271
2020-04-28,272
2020-04-29,274
2020-04-30,275
2020-05-01,275
2020-05-02,272
2020-05-03,263
2020-05-04,256
2020-05-05,254
2020-05-06,253
2020-05-07,255
2020-05-08,254
2020-05-09,252
2020-05-10,255
2020-05-11,265
2020-05-12,270
2020-05-13,267
