date_obj,Armadyl%20helmet price
2015-08-17,729606
2015-08-18,719991
2015-08-19,706644
2015-08-20,706644
2015-08-21,696656
2015-08-22,694607
2015-08-23,694607
2015-08-24,702040
2015-08-25,702040
2015-08-26,720407
2015-08-27,729041
2015-08-28,729041
2015-08-29,744512
2015-08-30,744512
2015-08-31,768034
2015-09-01,768034
2015-09-02,769135
2015-09-03,769135
2015-09-04,776145
2015-09-05,776145
2015-09-06,811656
2015-09-07,811656
2015-09-08,820894
2015-09-09,820894
2015-09-10,809492
2015-09-11,809492
2015-09-12,776231
2015-09-13,768346
2015-09-14,768346
2015-09-15,740635
2015-09-16,740635
2015-09-17,728510
2015-09-18,728510
2015-09-19,712363
2015-09-20,712363
2015-09-21,703614
2015-09-22,695893
2015-09-23,694995
2015-09-24,694995
2015-09-25,714200
2015-09-27,741201
2015-09-28,778152
2015-09-29,778152
2015-09-30,797211
2015-10-05,779483
2015-10-06,758904
2015-10-07,758904
2015-10-08,752327
2015-10-09,741980
2015-10-10,741980
2015-10-11,765396
2015-10-12,765396
2015-10-13,761051
2015-10-14,761051
2015-10-15,753910
2015-10-16,753910
2015-10-17,763694
2015-10-18,763694
2015-10-19,795636
2015-10-20,809394
2015-10-22,843269
2015-10-23,840155
2015-10-24,840155
2015-10-25,845178
2015-10-26,865546
2015-10-27,865546
2015-10-28,866416
2015-10-29,866416
2015-10-30,893531
2015-10-31,908952
2015-11-01,908952
2015-11-02,908329
2015-11-03,908329
2015-11-04,863032
2015-11-05,863032
2015-11-06,824994
2015-11-07,831497
2015-11-08,831497
2015-11-09,833275
2015-11-10,833275
2015-11-11,854654
2015-11-12,854654
2015-11-13,886846
2015-11-14,886846
2015-11-15,924377
2015-11-16,924377
2015-11-17,953123
2015-11-18,953123
2015-11-19,970170
2015-11-20,970170
2015-11-21,996376
2015-11-22,1024159
2015-11-23,1024159
2015-11-24,1066477
2015-11-25,1106274
2015-11-26,1106274
2015-11-27,1117522
2015-11-28,1117522
2015-11-29,1082877
2015-11-30,1036843
2015-12-01,1036843
2015-12-02,1007639
2015-12-03,1002038
2015-12-04,1002038
2015-12-05,988614
2015-12-06,983756
2015-12-07,983756
2015-12-08,958258
2015-12-09,949817
2015-12-10,949817
2015-12-11,936454
2015-12-12,936454
2015-12-13,945195
2015-12-14,945195
2015-12-15,925697
2015-12-16,925697
2015-12-17,932197
2015-12-18,932197
2015-12-19,943147
2015-12-20,954002
2015-12-21,954002
2015-12-22,983517
2015-12-23,969417
2015-12-24,969417
2015-12-25,953932
2015-12-26,953932
2015-12-27,937899
2015-12-28,937899
2015-12-29,919943
2015-12-30,910792
2015-12-31,910792
2016-01-01,906469
2016-01-02,906469
2016-01-03,897188
2016-01-04,885772
2016-01-05,885772
2016-01-06,865398
2016-01-07,865398
2016-01-08,853389
2016-01-09,853389
2016-01-10,887881
2016-01-11,887881
2016-01-12,894063
2016-01-13,894063
2016-01-14,920345
2016-01-15,920345
2016-01-16,913321
2016-01-17,913321
2016-01-18,914447
2016-01-19,914447
2016-01-20,934410
2016-01-21,934410
2016-01-22,931437
2016-01-23,931437
2016-01-24,925088
2016-01-25,913287
2016-01-26,913287
2016-01-27,886232
2016-01-28,886232
2016-01-29,851853
2016-01-30,851853
2016-01-31,848078
2016-02-01,849154
2016-02-02,849154
2016-02-03,843337
2016-02-04,843337
2016-02-05,859963
2016-02-06,868032
2016-02-07,868032
2016-02-08,881855
2016-02-09,881855
2016-02-10,898848
2016-02-11,898848
2016-02-12,909739
2016-02-13,910920
2016-02-14,910920
2016-02-15,888189
2016-02-16,888189
2016-02-17,874130
2016-02-18,874130
2016-02-19,869340
2016-02-20,893349
2016-02-21,880060
2016-02-22,880060
2016-02-23,875986
2016-02-24,875986
2016-02-25,866121
2016-02-26,866121
2016-02-27,896207
2016-02-28,896207
2016-02-29,901332
2016-03-01,856678
2016-03-02,856678
2016-03-03,877236
2016-03-04,871757
2016-03-05,871757
2016-03-06,883180
2016-03-07,883180
2016-03-08,906426
2016-03-09,948940
2016-03-10,939966
2016-03-11,939966
2016-03-12,916073
2016-03-13,916073
2016-03-14,892388
2016-03-15,859859
2016-03-16,846829
2016-03-17,846829
2016-03-18,846442
2016-03-19,846442
2016-03-20,846746
2016-03-21,846746
2016-03-22,824906
2016-03-23,808792
2016-03-24,808792
2016-03-25,820647
2016-03-26,820937
2016-03-27,820937
2016-03-28,837696
2016-03-29,837696
2016-03-30,841014
2016-03-31,841014
2016-04-01,842374
2016-04-02,842374
2016-04-03,815091
2016-04-04,815091
2016-04-05,814140
2016-04-06,814969
2016-04-07,814969
2016-04-08,822161
2016-04-09,835764
2016-04-10,872991
2016-04-11,872991
2016-04-12,914294
2016-04-13,914294
2016-04-14,959942
2016-04-15,926218
2016-04-16,926218
2016-04-17,920796
2016-04-18,930072
2016-04-19,930072
2016-04-20,948893
2016-04-21,948893
2016-04-22,935086
2016-04-23,952860
2016-04-24,952860
2016-04-25,942702
2016-04-26,942702
2016-04-27,941078
2016-04-28,941078
2016-04-29,935041
2016-04-30,938648
2016-05-01,938648
2016-05-02,947859
2016-05-03,958624
2016-05-04,958624
2016-05-05,922313
2016-05-06,922313
2016-05-07,911635
2016-05-08,911635
2016-05-09,909752
2016-05-10,883528
2016-05-11,883528
2016-05-12,877132
2016-05-13,883744
2016-05-14,895807
2016-05-15,919365
2016-05-16,919365
2016-05-17,907197
2016-05-18,904877
2016-05-19,904877
2016-05-22,928444
2016-05-23,908337
2016-05-24,908337
2016-05-25,893615
2016-05-26,892236
2016-05-27,899112
2016-05-28,899112
2016-05-29,908118
2016-05-30,908118
2016-05-31,908315
2016-06-01,931440
2016-06-02,931440
2016-06-03,915984
2016-06-04,938859
2016-06-05,938859
2016-06-06,933413
2016-06-07,933413
2016-06-08,912982
2016-06-09,944950
2016-06-10,991459
2016-06-11,991459
2016-06-12,1041032
2016-06-13,1041032
2016-06-14,1089856
2016-06-15,1089856
2016-06-16,1122542
2016-06-17,1102535
2016-06-18,1102535
2016-06-19,1074023
2016-06-20,1074023
2016-06-21,1094705
2016-06-22,1096282
2016-06-23,1105835
2016-06-24,1105835
2016-06-25,1152517
2016-06-26,1152517
2016-06-27,1117609
2016-06-28,1092498
2016-06-29,1092498
2016-06-30,1070429
2016-07-01,1050062
2016-07-02,1050062
2016-07-03,1035203
2016-07-04,1051266
2016-07-05,1051266
2016-07-06,1086864
2016-07-07,1138387
2016-07-08,1195307
2016-07-09,1255073
2016-07-10,1317642
2016-07-11,1382364
2016-07-12,1448836
2016-07-13,1484089
2016-07-14,1556297
2016-07-15,1629400
2016-07-16,1710824
2016-07-17,1710824
2016-07-18,1784532
2016-07-23,1912999
2016-07-24,1969480
2016-07-25,1969480
2016-07-26,1968019
2016-07-27,1968019
2016-07-28,1920523
2016-07-29,1895052
2016-07-30,1858137
2016-07-31,1858137
2016-08-01,1769356
2016-08-02,1681118
2016-08-03,1616198
2016-08-04,1616198
2016-08-05,1540009
2016-08-06,1571342
2016-08-07,1604167
2016-08-08,1604167
2016-08-09,1570536
2016-08-10,1570536
2016-08-11,1617224
2016-08-12,1617224
2016-08-13,1654372
2016-08-14,1654372
2016-08-15,1647503
2016-08-16,1647503
2016-08-17,1727838
2016-08-18,1727838
2016-08-19,1648011
2016-08-20,1638716
2016-08-21,1638716
2016-08-22,1643199
2016-08-23,1576575
2016-08-24,1576575
2016-08-25,1510055
2016-08-26,1510055
2016-08-28,1441308
2016-08-31,1480387
2016-09-01,1439372
2016-09-02,1439372
2016-09-03,1431222
2016-09-04,1463091
2016-09-05,1477627
2016-09-06,1477627
2016-09-07,1479675
2016-09-08,1479675
2016-09-09,1464536
2016-09-10,1412447
2016-09-11,1412447
2016-09-12,1374804
2016-09-13,1325135
2016-09-14,1325135
2016-09-15,1260117
2016-09-16,1260117
2016-09-17,1254080
2016-09-18,1254080
2016-09-19,1295558
2016-09-20,1295558
2016-09-21,1341335
2016-09-22,1408251
2016-09-23,1408251
2016-09-24,1478543
2016-09-25,1481847
2016-09-26,1481847
2016-09-27,1439015
2016-09-28,1439015
2016-09-29,1415323
2016-09-30,1424273
2016-10-01,1424273
2016-10-02,1494023
2016-10-03,1494023
2016-10-04,1546627
2016-10-05,1546627
2016-10-06,1613539
2016-10-07,1613539
2016-10-08,1694216
2016-10-09,1694216
2016-10-10,1759407
2016-10-11,1759407
2016-10-12,1750421
2016-10-13,1750421
2016-10-14,1811396
2016-10-15,1811396
2016-10-16,1874869
2016-10-17,1907961
2016-10-18,1907961
2016-10-19,1890982
2016-10-20,1890982
2016-10-21,1851856
2016-10-22,1851856
2016-10-23,1861175
2016-10-24,1861175
2016-10-25,1921970
2016-10-26,1828169
2016-10-27,1828169
2016-10-28,1739446
2016-10-29,1730006
2016-10-30,1730006
2016-10-31,1729810
2016-11-01,1729810
2016-11-02,1746787
2016-11-03,1746787
2016-11-04,1712215
2016-11-05,1712215
2016-11-06,1686828
2016-11-07,1686828
2016-11-08,1631636
2016-11-09,1631636
2016-11-10,1551560
2016-11-11,1551560
2016-11-12,1485292
2016-11-13,1485292
2016-11-14,1414958
2016-11-15,1414958
2016-12-07,1717279
2016-12-08,1692460
2016-12-09,1688021
2016-12-10,1688021
2016-12-11,1700918
2016-12-12,1700918
2016-12-13,1712751
2016-12-14,1746681
2016-12-15,1746681
2016-12-16,1783672
2016-12-17,1798564
2016-12-18,1798564
2016-12-19,1876173
2016-12-20,1955377
2016-12-21,1955377
2016-12-22,2010812
2016-12-23,2088265
2016-12-24,2088265
2016-12-25,2090462
2016-12-26,2090462
2016-12-27,2093598
2016-12-28,2093598
2016-12-29,1989781
2016-12-30,1989781
2016-12-31,1922622
2017-01-01,1922622
2017-01-02,1846354
2017-01-03,1846354
2017-01-04,1769539
2017-01-05,1681062
2017-01-06,1598507
2017-01-07,1519725
2017-01-08,1456038
2017-01-09,1383300
2017-01-10,1324878
2017-01-11,1365306
2017-01-12,1413572
2017-01-13,1413572
2017-01-14,1471385
2017-01-15,1544930
2017-01-16,1613896
2017-01-17,1667359
2017-01-18,1711262
2017-01-19,1711262
2017-01-20,1706669
2017-01-21,1687626
2017-01-22,1674128
2017-01-23,1643928
2017-01-27,1658796
2017-01-28,1650034
2017-01-29,1644020
2017-01-30,1644020
2017-01-31,1668752
2017-02-01,1654167
2017-02-02,1654167
2017-02-03,1669034
2017-02-04,1677307
2017-02-05,1735646
2017-02-06,1717823
2017-02-07,1765131
2017-02-08,1727556
2017-02-09,1727556
2017-02-10,1719356
2017-02-11,1746365
2017-02-12,1746365
2017-02-13,1816836
2017-02-14,1760362
2017-02-15,1760362
2017-02-16,1759830
2017-02-18,1792381
2017-02-19,1767637
2017-02-20,1767637
2017-02-21,1733133
2017-02-22,1733133
2017-02-23,1677458
2017-02-24,1677458
2017-02-25,1620327
2017-02-26,1625749
2017-02-27,1658163
2017-02-28,1690838
2017-03-01,1701590
2017-03-02,1739397
2017-03-03,1739397
2017-03-04,1736619
2017-03-05,1736619
2017-03-06,1663296
2017-03-07,1643330
2017-03-08,1643330
2017-03-09,1628028
2017-03-10,1578271
2017-03-11,1594818
2017-03-12,1594818
2017-03-13,1624208
2017-03-14,1665923
2017-03-15,1715349
2017-03-16,1695051
2017-03-17,1713441
2017-03-18,1716523
2017-03-19,1717526
2017-03-20,1712862
2017-03-21,1711672
2017-03-22,1742018
2017-03-23,1774212
2017-03-24,1848085
2017-03-25,1848085
2017-03-26,1936691
2017-03-27,2030717
2017-03-28,2030717
2017-03-29,2106498
2017-03-30,2081722
2017-03-31,2115074
2017-04-01,2115074
2017-04-02,2106612
2017-04-03,2135921
2017-04-04,2125612
2017-04-05,2125612
2017-04-12,2078765
2017-04-13,2144450
2017-04-14,2144450
2017-04-15,2174992
2017-04-16,2176012
2017-04-17,2221357
2017-04-18,2221357
2017-04-19,2316217
2017-04-20,2316217
2017-04-21,2245145
2017-04-22,2245145
2017-04-23,2355702
2017-04-24,2425421
2017-04-25,2422178
2017-04-26,2422178
2017-04-27,2386333
2017-04-28,2365975
2017-04-29,2331614
2017-04-30,2309188
2017-05-01,2309188
2017-05-02,2357373
2017-05-03,2357373
2017-05-04,2456554
2017-05-05,2578884
2017-05-06,2629993
2017-05-07,2611686
2017-05-08,2611686
2017-05-09,2695141
2017-05-10,2695141
2017-05-11,2617810
2017-05-12,2631534
2017-05-13,2668200
2017-05-14,2668200
2017-05-15,2685230
2017-05-16,2652229
2017-05-17,2652229
2017-05-18,2579283
2017-05-19,2579283
2017-05-20,2597203
2017-05-21,2597203
2017-05-22,2608594
2017-05-23,2608594
2017-05-24,2580543
2017-05-25,2709571
2017-05-26,2845050
2017-05-27,2987303
2017-05-28,3136669
2017-05-29,3293503
2017-05-30,3458179
2017-05-31,3631088
2017-06-01,3763766
2017-06-02,3858704
2017-06-03,4029731
2017-06-04,4186523
2017-06-05,4279695
2017-06-06,4371091
2017-06-07,4307841
2017-06-08,4307841
2017-06-09,4184857
2017-06-10,4006270
2017-06-11,3805956
2017-06-12,3615658
2017-06-13,3434875
2017-06-14,3449727
2017-06-15,3483709
2017-06-16,3430687
2017-06-17,3427121
2017-06-18,3419039
2017-06-19,3419039
2017-06-20,3418837
2017-06-21,3373905
2017-06-22,3373905
2017-06-23,3433082
2017-06-24,3544452
2017-06-25,3546080
2017-06-26,3583551
2017-06-27,3691504
2017-06-28,3733719
2017-06-29,3826170
2017-06-30,3897910
2017-07-01,3897910
2017-07-02,3874713
2017-07-03,3956698
2017-07-04,4083799
2017-07-05,4083799
2017-07-06,3965097
2017-07-07,3965097
2017-07-08,3857610
2017-07-09,3754790
2017-07-13,3672719
2017-07-14,3814092
2017-07-15,3814092
2017-07-16,3846932
2017-07-17,3863752
2017-07-18,3863752
2017-07-19,3944518
2017-07-20,4010713
2017-07-21,3995924
2017-07-22,4132245
2017-07-23,4059155
2017-07-24,4059155
2017-07-25,4000998
2017-07-26,3858409
2017-07-27,3876563
2017-07-28,3998170
2017-07-29,4008546
2017-07-30,4092439
2017-07-31,4092439
2017-08-01,4031484
2017-08-02,4061635
2017-08-03,4079723
2017-08-04,4079723
2017-08-05,4043329
2017-08-06,3939845
2017-08-07,3839429
2017-08-08,3742452
2017-08-09,3675344
2017-08-10,3643097
2017-08-11,3654451
2017-08-12,3629696
2017-08-13,3618750
2017-08-14,3573909
2017-08-15,3514887
2017-08-16,3465140
2017-08-17,3422904
2017-08-18,3422904
2017-08-19,3466628
2017-08-20,3570801
2017-08-21,3598112
2017-08-22,3623022
2017-08-23,3607583
2017-08-24,3556399
2017-08-25,3544774
2017-08-26,3548602
2017-08-27,3534867
2017-08-28,3526869
2017-08-29,3526869
2017-08-30,3502023
2017-08-31,3489697
2017-09-01,3489697
2017-09-02,3587815
2017-09-03,3587815
2017-09-04,3684715
2017-09-05,3732195
2017-09-06,3891494
2017-09-07,3957717
2017-09-08,3957717
2017-09-09,3860370
2017-09-10,3854682
2017-09-11,3808987
2017-09-12,3808987
2017-09-13,3721026
2017-09-14,3637640
2017-09-15,3637640
2017-09-16,3587255
2017-09-17,3544320
2017-09-18,3497433
2017-09-19,3497433
2017-09-20,3465335
2017-09-22,3396853
2017-09-23,3396853
2017-09-24,3379931
2017-09-25,3378755
2017-09-26,3377558
2017-09-27,3377558
2017-09-28,3374806
2017-09-29,3397943
2017-09-30,3385183
2017-10-01,3379177
2017-10-02,3345779
2017-10-03,3390531
2017-10-04,3390531
2017-10-05,3501853
2017-10-06,3617415
2017-10-07,3700013
2017-10-08,3699685
2017-10-09,3876550
2017-10-10,3950308
2017-10-11,3950308
2017-10-12,3942350
2017-10-13,3908224
2017-10-14,3891159
2017-10-15,3891159
2017-10-16,3914031
2017-10-17,3914031
2017-10-18,3949088
2017-10-19,3989630
2017-10-20,3978325
2017-10-21,3951020
2017-10-22,3927917
2017-10-23,3901351
2017-10-24,3876034
2017-10-25,3862103
2017-10-26,3824887
2017-10-27,3767835
2017-10-28,3767835
2017-10-29,3729881
2017-10-30,3734118
2017-10-31,3725334
2017-11-01,3725334
2017-11-02,3720658
2017-11-03,3703412
2017-11-04,3672898
2017-11-05,3628497
2017-11-06,3608810
2017-11-07,3565947
2017-11-08,3559611
2017-11-09,3532239
2017-11-10,3576576
2017-11-11,3743474
2017-11-12,3725888
2017-11-13,3751280
2017-11-14,3758638
2017-11-15,3751382
2017-11-16,3822290
2017-11-17,3830076
2017-11-18,3801347
2017-11-19,3787418
2017-11-20,3779368
2017-11-21,3736714
2017-11-22,3731678
2017-11-23,3734983
2017-11-24,3709336
2017-11-25,3677512
2017-11-26,3644964
2017-11-27,3644964
2017-11-28,3600079
2017-11-29,3579920
2017-11-30,3579853
2017-12-01,3588871
2017-12-02,3617457
2017-12-03,3628153
2017-12-04,3627041
2017-12-05,3678608
2017-12-06,3681238
2017-12-07,3664232
2017-12-08,3664232
2017-12-09,3710095
2017-12-10,3727271
2017-12-11,3717483
2017-12-12,3706692
2017-12-13,3696462
2017-12-14,3720884
2017-12-15,3731550
2017-12-16,3748583
2017-12-17,3772734
2017-12-18,3810865
2017-12-19,3826245
2017-12-20,3886844
2017-12-21,3868430
2017-12-22,3919694
2017-12-23,3932903
2017-12-24,3966295
2017-12-25,4071186
2017-12-26,4013229
2017-12-27,3941128
2017-12-28,3861276
2017-12-29,3845236
2017-12-30,3824524
2017-12-31,3781029
2018-01-01,3772940
2018-01-02,3749068
2018-01-03,3823237
2018-01-04,3939860
2018-01-05,4133288
2018-01-06,4312554
2018-01-07,4494287
2018-01-08,4577134
2018-01-09,4348559
2018-01-10,4131131
2018-01-11,3925981
2018-01-12,3852903
2018-01-13,3771396
2018-01-14,3705556
2018-01-15,3604860
2018-01-16,3639152
2018-01-17,3635118
2018-01-18,3697044
2018-01-19,3697044
2018-01-20,3748848
2018-01-21,3778914
2018-01-22,3743271
2018-01-23,3743855
2018-01-24,3756152
2018-01-25,3877139
2018-01-26,3994837
2018-01-27,4140816
2018-01-29,3989106
2018-01-30,3870516
2018-01-31,3886160
2018-02-01,3961605
2018-02-02,3974118
2018-02-03,3901335
2018-02-04,3871478
2018-02-05,3880060
2018-02-06,3981854
2018-02-07,3950092
2018-02-08,3936025
2018-02-09,3992289
2018-02-10,3912862
2018-02-11,3906590
2018-02-12,3911592
2018-02-13,3913794
2018-02-14,3902058
2018-02-15,3884359
2018-02-16,3882797
2018-02-17,3997379
2018-02-18,4150334
2018-02-19,4145922
2018-02-20,4265350
2018-02-21,4296168
2018-02-22,4208182
2018-02-23,4147458
2018-02-24,4159140
2018-02-25,4130531
2018-02-26,4093787
2018-02-27,4121528
2018-02-28,4110586
2018-03-01,4099435
2018-03-02,4130893
2018-03-03,4203153
2018-03-04,4163717
2018-03-05,4134232
2018-03-06,4110818
2018-03-07,4080489
2018-03-08,4049337
2018-03-09,4005594
2018-03-10,3970275
2018-03-11,3934607
2018-03-12,3900187
2018-03-13,3832269
2018-03-14,3820406
2018-03-15,3867144
2018-03-16,3883191
2018-03-17,3908134
2018-03-18,3930831
2018-03-20,3895414
2018-03-22,3900531
2018-03-23,3918235
2018-03-24,3897312
2018-03-25,3887202
2018-03-26,3879282
2018-03-27,3878414
2018-03-28,3871512
2018-03-29,3961409
2018-03-30,3972061
2018-03-31,3975871
2018-04-01,4020784
2018-04-02,4015215
2018-04-03,4090846
2018-04-04,4093314
2018-04-05,4071304
2018-04-06,4046720
2018-04-07,4018008
2018-04-08,4053504
2018-04-09,4066585
2018-04-10,4041496
2018-04-11,4015959
2018-04-12,3973623
2018-04-13,3999752
2018-04-14,4016495
2018-04-15,4002868
2018-04-16,3972352
2018-04-17,4027240
2018-04-18,4068603
2018-04-19,4062910
2018-04-20,4093309
2018-04-21,4183770
2018-04-22,4127694
2018-04-23,4102515
2018-04-24,4123773
2018-04-25,4120531
2018-04-26,4162748
2018-04-27,4200356
2018-04-28,4319415
2018-04-29,4433477
2018-04-30,4380082
2018-05-01,4375304
2018-05-02,4362827
2018-05-03,4343470
2018-05-04,4299105
2018-05-05,4252508
2018-05-06,4259548
2018-05-07,4235794
2018-05-08,4197749
2018-05-09,4115304
2018-05-10,4083074
2018-05-11,4072998
2018-05-12,4102123
2018-05-13,4105794
2018-05-14,4130282
2018-05-15,4107558
2018-05-16,4175592
2018-05-17,4142132
2018-05-18,4142863
2018-05-19,4129682
2018-05-20,4156561
2018-05-21,4142279
2018-05-22,4128718
2018-05-23,4152348
2018-05-24,4335901
2018-05-25,4367401
2018-05-26,4474402
2018-05-27,4432913
2018-05-28,4460421
2018-05-29,4662791
2018-05-30,4800394
2018-05-31,4935852
2018-06-01,4976090
2018-06-02,5087439
2018-06-03,5070712
2018-06-04,4998794
2018-06-05,4949263
2018-06-06,4742432
2018-06-07,4505310
2018-06-08,4677488
2018-06-09,4900651
2018-06-10,5048563
2018-06-11,5028769
2018-06-12,4900443
2018-06-13,4739913
2018-06-14,4747972
2018-06-15,4750478
2018-06-16,4699222
2018-06-17,4673297
2018-06-18,4520039
2018-06-19,4531058
2018-06-20,4495147
2018-06-21,4466597
2018-06-22,4372044
2018-06-23,4340377
2018-06-24,4315771
2018-06-25,4275091
2018-06-26,4179456
2018-06-27,4167198
2018-06-28,4058575
2018-06-29,3946284
2018-06-30,3861093
2018-07-01,3870006
2018-07-02,3922997
2018-07-03,3898754
2018-07-04,3901198
2018-07-05,4004492
2018-07-06,3981173
2018-07-07,3948604
2018-07-08,3942636
2018-07-09,3874807
2018-07-10,3953465
2018-07-11,4046538
2018-07-12,4023441
2018-07-13,4028569
2018-07-14,4013512
2018-07-15,4051137
2018-07-16,4051629
2018-07-17,4059018
2018-07-18,4077278
2018-07-19,4128104
2018-07-20,4297868
2018-07-21,4323059
2018-07-22,4389085
2018-07-23,4287114
2018-07-24,4427557
2018-07-25,4496426
2018-07-26,4657530
2018-07-27,4555539
2018-07-28,4458009
2018-07-29,4448088
2018-07-30,4557608
2018-07-31,4640437
2018-08-01,4683417
2018-08-02,4660793
2018-08-03,4821309
2018-08-04,4775430
2018-08-05,4748262
2018-08-06,4683497
2018-08-07,4576073
2018-08-08,4407830
2018-08-09,4288030
2018-08-10,4260088
2018-08-11,4274355
2018-08-12,4241543
2018-08-14,4199111
2018-08-16,4076370
2018-08-17,4009460
2018-08-18,4001767
2018-08-19,4042544
2018-08-20,4111808
2018-08-21,4104692
2018-08-22,4078771
2018-08-23,4083941
2018-08-24,4195635
2018-08-25,4291916
2018-08-26,4239489
2018-08-27,4300971
2018-08-28,4342096
2018-08-29,4464121
2018-08-30,4463336
2018-08-31,4538202
2018-09-01,4673431
2018-09-02,4669049
2018-09-03,4615763
2018-09-04,4570636
2018-09-05,4431018
2018-09-06,4406905
2018-09-07,4338855
2018-09-08,4274854
2018-09-09,4297938
2018-09-10,4299015
2018-09-11,4296133
2018-09-12,4299470
2018-09-13,4272878
2018-09-14,4242808
2018-09-15,4261192
2018-09-16,4239732
2018-09-17,4264567
2018-09-18,4263743
2018-09-19,4252039
2018-09-20,4261783
2018-09-21,4270153
2018-09-22,4302622
2018-09-23,4342327
2018-09-24,4334086
2018-09-25,4322478
2018-09-26,4334734
2018-09-27,4442611
2018-09-28,4486378
2018-09-29,4477404
2018-09-30,4489283
2018-10-01,4458394
2018-10-02,4432801
2018-10-03,4410039
2018-10-04,4405594
2018-10-05,4449652
2018-10-06,4458927
2018-10-07,4513170
2018-10-08,4669344
2018-10-09,4722403
2018-10-10,4718579
2018-10-11,4712078
2018-10-12,4792859
2018-10-13,4886629
2018-10-14,4856540
2018-10-15,4776365
2018-10-16,4752468
2018-10-17,4703335
2018-10-18,4674522
2018-10-19,4642485
2018-10-20,4620325
2018-10-21,4577335
2018-10-22,4534647
2018-10-23,4521726
2018-10-24,4500643
2018-10-25,4482806
2018-10-26,4499802
2018-10-27,4519759
2018-10-28,4485068
2018-10-29,4449671
2018-10-30,4428566
2018-10-31,4394043
2018-11-01,4344119
2018-11-03,4379502
2018-11-04,4461875
2018-11-05,4546098
2018-11-06,4466538
2018-11-07,4460738
2018-11-08,4453012
2018-11-09,4439433
2018-11-10,4454414
2018-11-11,4452907
2018-11-12,4448921
2018-11-13,4405112
2018-11-14,4409041
2018-11-15,4544078
2018-11-16,4676980
2018-11-17,4675302
2018-11-18,4683361
2018-11-19,4719511
2018-11-20,4647319
2018-11-21,4637197
2018-11-22,4564257
2018-11-23,4448326
2018-11-24,4408072
2018-11-25,4380638
2018-11-26,4388777
2018-11-27,4388881
2018-11-28,4391605
2018-11-29,4405266
2018-12-01,4522075
2018-12-02,4541321
2018-12-03,4536161
2018-12-04,4536543
2018-12-05,4555331
2018-12-07,4528898
2018-12-09,4519496
2018-12-10,4480371
2018-12-11,4468557
2018-12-12,4558281
2018-12-13,4504906
2018-12-14,4515460
2018-12-15,4548180
2018-12-16,4709377
2018-12-17,4660514
2018-12-18,4659956
2018-12-19,4717521
2018-12-20,4691156
2018-12-21,4680649
