date_obj,Bandos%20page%202 price
2016-02-16,4315
2016-02-17,4202
2016-02-18,4202
2016-02-19,4125
2016-02-20,4125
2016-02-21,4080
2016-02-22,4080
2016-02-23,4039
2016-02-24,4039
2016-02-25,4083
2016-02-26,4083
2016-02-27,4062
2016-02-28,4062
2016-02-29,4121
2016-03-01,4121
2016-03-02,4234
2016-03-03,4312
2016-03-04,4312
2016-03-05,4442
2016-03-06,4623
2016-03-07,4623
2016-03-08,4816
2016-03-09,4816
2016-03-10,4998
2016-03-11,4998
2016-03-12,5050
2016-03-13,5050
2016-03-14,5130
2016-03-15,5130
2016-03-16,5347
2016-03-17,5347
2016-03-18,5488
2016-03-19,5488
2016-03-20,5712
2016-03-21,5712
2016-03-22,5990
2016-03-23,5990
2016-03-24,6270
2016-03-25,6270
2016-03-26,6537
2016-03-27,6537
2016-03-28,6784
2016-03-29,6784
2016-03-30,6824
2016-03-31,6824
2016-04-01,6914
2016-04-02,6914
2016-04-03,6829
2016-04-04,6829
2016-04-05,6855
2016-04-06,6855
2016-04-07,7038
2016-04-08,7038
2016-04-09,7303
2016-04-10,7400
2016-04-11,7400
2016-04-12,7400
2016-04-13,7285
2016-04-14,7285
2016-04-15,7306
2016-04-16,7306
2016-04-17,7076
2016-04-18,7049
2016-04-19,7049
2016-04-20,6740
2016-04-21,6740
2016-04-22,6430
2016-04-23,6430
2016-04-24,6108
2016-04-25,5858
2016-04-26,5858
2016-04-27,5791
2016-04-28,5791
2016-04-29,5843
2016-04-30,5843
2016-05-01,5877
2016-05-02,5877
2016-05-03,5900
2016-05-04,5900
2016-05-05,5802
2016-05-06,5802
2016-05-07,5597
2016-05-08,5597
2016-05-09,5374
2016-05-10,5374
2016-05-11,5186
2016-05-12,5186
2016-05-13,4951
2016-05-14,4951
2016-05-15,4780
2016-05-16,4780
2016-05-17,4866
2016-05-18,4866
2016-05-19,4982
2016-05-22,5002
2016-05-23,4972
2016-05-24,4972
2016-05-25,4833
2016-05-26,4833
2016-05-27,4681
2016-05-28,4681
2016-05-29,4551
2016-05-30,4551
2016-05-31,4515
2016-06-01,4515
2016-06-02,4432
2016-06-03,4432
2016-06-04,4307
2016-06-05,4307
2016-06-06,4228
2016-06-07,4228
2016-06-08,4228
2016-06-09,4158
2016-06-10,4158
2016-06-11,3969
2016-06-12,3969
2016-06-13,3837
2016-06-14,3837
2016-06-15,3674
2016-06-16,3674
2016-06-17,3584
2016-06-18,3584
2016-06-19,3552
2016-06-20,3552
2016-06-21,3591
2016-06-22,3591
2016-06-23,3691
2016-06-24,3691
2016-06-25,3876
2016-06-26,3876
2016-06-27,3876
2016-06-28,4063
2016-06-29,4063
2016-06-30,4042
2016-07-01,4042
2016-07-02,4227
2016-07-03,4227
2016-07-04,4432
2016-07-05,4432
2016-07-06,4539
2016-07-07,4550
2016-07-08,4615
2016-07-09,4644
2016-07-10,4605
2016-07-11,4600
2016-07-12,4600
2016-07-13,4585
2016-07-14,4636
2016-07-15,4636
2016-07-16,4734
2016-07-17,4734
2016-07-18,4682
2016-07-23,4412
2016-07-24,4336
2016-07-25,4336
2016-07-26,4386
2016-07-27,4386
2016-07-28,4247
2016-07-29,4064
2016-07-30,4064
2016-07-31,3895
2016-08-01,3895
2016-08-02,3828
2016-08-03,3828
2016-08-04,3841
2016-08-05,3841
2016-08-06,3674
2016-08-07,3674
2016-08-08,3492
2016-08-09,3492
2016-08-10,3330
2016-08-11,3330
2016-08-12,3212
2016-08-13,3212
2016-08-14,3307
2016-08-15,3307
2016-08-16,3276
2016-08-17,3276
2016-08-18,3276
2016-08-19,3229
2016-08-20,3229
2016-08-21,3100
2016-08-22,3100
2016-08-23,2955
2016-08-24,2955
2016-08-25,2848
2016-08-26,2848
2016-08-28,2709
2016-08-31,2574
2016-09-01,2530
2016-09-02,2530
2016-09-03,2530
2016-09-04,2478
2016-09-05,2478
2016-09-06,2376
2016-09-07,2376
2016-09-08,2376
2016-09-09,2303
2016-09-10,2303
2016-09-11,2270
2016-09-12,2270
2016-09-13,2211
2016-09-14,2211
2016-09-15,2210
2016-09-16,2210
2016-09-17,2210
2016-09-18,2182
2016-09-19,2182
2016-09-20,2244
2016-09-21,2244
2016-09-22,2355
2016-09-23,2355
2016-09-24,2355
2016-09-25,2372
2016-09-26,2372
2016-09-27,2294
2016-09-28,2294
2016-09-29,2294
2016-09-30,2302
2016-10-01,2302
2016-10-02,2302
2016-10-03,2331
2016-10-04,2331
2016-10-05,2313
2016-10-06,2313
2016-10-07,2313
2016-10-08,2317
2016-10-09,2317
2016-10-10,2317
2016-10-11,2202
2016-10-12,2202
2016-10-13,2202
2016-10-14,2115
2016-10-15,2115
2016-10-16,2029
2016-10-17,2029
2016-10-18,2026
2016-10-19,2026
2016-10-20,2026
2016-10-21,2088
2016-10-22,2088
2016-10-23,2145
2016-10-24,2145
2016-10-25,2145
2016-10-26,2207
2016-10-27,2207
2016-10-28,2207
2016-10-29,2317
2016-10-30,2317
2016-10-31,2360
2016-11-01,2360
2016-11-02,2360
2016-11-03,2433
2016-11-04,2433
2016-11-05,2490
2016-11-06,2490
2016-11-07,2401
2016-11-08,2401
2016-11-09,2368
2016-11-10,2368
2016-11-11,2368
2016-11-12,2327
2016-11-13,2327
2016-11-14,2327
2016-11-15,2432
2016-12-07,2629
2016-12-08,2743
2016-12-09,2743
2016-12-10,2740
2016-12-11,2740
2016-12-12,2770
2016-12-13,2770
2016-12-14,2756
2016-12-15,2756
2016-12-16,2756
2016-12-17,2678
2016-12-18,2678
2016-12-19,2591
2016-12-20,2591
2016-12-21,2660
2016-12-22,2660
2016-12-23,2733
2016-12-24,2733
2016-12-25,2800
2016-12-26,2800
2016-12-27,2794
2016-12-28,2794
2016-12-29,2872
2016-12-30,2872
2016-12-31,2928
2017-01-01,2928
2017-01-02,2844
2017-01-03,2844
2017-01-04,2774
2017-01-05,2774
2017-01-06,2666
2017-01-07,2581
2017-01-08,2581
2017-01-09,2535
2017-01-10,2535
2017-01-11,2494
2017-01-12,2468
2017-01-13,2468
2017-01-14,2453
2017-01-15,2453
2017-01-16,2409
2017-01-17,2409
2017-01-18,2404
2017-01-19,2404
2017-01-20,2499
2017-01-21,2499
2017-01-22,2508
2017-01-23,2508
2017-01-27,2512
2017-01-28,2455
2017-01-29,2455
2017-01-30,2474
2017-01-31,2474
2017-02-01,2517
2017-02-02,2517
2017-02-03,2478
2017-02-04,2515
2017-02-05,2515
2017-02-06,2589
2017-02-07,2589
2017-02-08,2684
2017-02-09,2684
2017-02-10,2640
2017-02-11,2606
2017-02-12,2606
2017-02-13,2641
2017-02-14,2641
2017-02-15,2729
2017-02-16,2865
2017-02-18,3009
2017-02-19,3105
2017-02-20,3105
2017-02-21,3115
2017-02-22,3115
2017-02-23,3081
2017-02-24,3081
2017-02-25,2982
2017-02-26,2982
2017-02-27,3048
2017-02-28,3110
2017-03-01,3110
2017-03-02,3179
2017-03-03,3179
2017-03-04,3294
2017-03-05,3294
2017-03-06,3238
2017-03-07,3238
2017-03-08,3146
2017-03-09,3146
2017-03-10,3142
2017-03-11,3142
2017-03-12,3075
2017-03-13,2977
2017-03-14,2977
2017-03-15,2942
2017-03-16,2942
2017-03-17,3021
2017-03-18,3021
2017-03-19,2947
2017-03-20,2947
2017-03-21,2889
2017-03-22,2889
2017-03-23,2759
2017-03-24,2681
2017-03-25,2681
2017-03-26,2618
2017-03-27,2618
2017-03-28,2706
2017-03-29,2703
2017-03-30,2703
2017-03-31,2725
2017-04-01,2725
2017-04-02,2734
2017-04-03,2788
2017-04-04,2788
2017-04-12,2964
2017-04-13,2958
2017-04-14,2958
2017-04-15,2966
2017-04-16,2970
2017-04-17,2970
2017-04-18,2984
2017-04-19,2984
2017-04-20,3013
2017-04-21,3013
2017-04-22,3054
2017-04-23,3054
2017-04-24,3105
2017-04-25,3148
2017-04-26,3148
2017-04-27,3050
2017-04-28,3050
2017-04-29,3045
2017-04-30,3045
2017-05-01,3134
2017-05-02,3134
2017-05-03,3192
2017-05-04,3206
2017-05-05,3206
2017-05-06,3281
2017-05-07,3281
2017-05-08,3284
2017-05-09,3388
2017-05-10,3388
2017-05-11,3528
2017-05-12,3649
2017-05-13,3731
2017-05-14,3731
2017-05-15,3747
2017-05-16,3680
2017-05-17,3680
2017-05-18,3740
2017-05-19,3740
2017-05-20,3701
2017-05-21,3701
2017-05-22,3602
2017-05-23,3602
2017-05-24,3477
2017-05-25,3477
2017-05-26,3348
2017-05-27,3348
2017-05-28,3226
2017-05-29,3226
2017-05-30,3176
2017-05-31,3176
2017-06-01,3079
2017-06-02,3079
2017-06-03,2933
2017-06-04,2795
2017-06-05,2795
2017-06-06,2659
2017-06-07,2659
2017-06-08,2563
2017-06-09,2563
2017-06-10,2553
2017-06-11,2553
2017-06-12,2531
2017-06-13,2531
2017-06-14,2598
2017-06-15,2598
2017-06-16,2710
2017-06-17,2710
2017-06-18,2835
2017-06-19,2835
2017-06-20,2939
2017-06-21,2939
2017-06-22,3082
2017-06-23,3082
2017-06-24,3208
2017-06-25,3208
2017-06-26,3303
2017-06-27,3303
2017-06-28,3361
2017-06-29,3361
2017-06-30,3445
2017-07-01,3445
2017-07-02,3445
2017-07-03,3480
2017-07-04,3480
2017-07-05,3371
2017-07-06,3371
2017-07-07,3533
2017-07-08,3533
2017-07-09,3650
2017-07-13,3666
2017-07-14,3600
2017-07-15,3600
2017-07-16,3552
2017-07-17,3552
2017-07-18,3651
2017-07-19,3651
2017-07-20,3581
2017-07-21,3581
2017-07-22,3410
2017-07-23,3410
2017-07-24,3303
2017-07-25,3303
2017-07-26,3295
2017-07-27,3295
2017-07-28,3264
2017-07-29,3264
2017-07-30,3224
2017-07-31,3224
2017-08-01,3097
2017-08-02,3097
2017-08-03,3023
2017-08-04,3023
2017-08-05,2889
2017-08-06,2889
2017-08-07,2805
2017-08-08,2805
2017-08-09,2836
2017-08-10,2836
2017-08-11,2885
2017-08-12,2885
2017-08-13,2925
2017-08-14,2925
2017-08-15,3004
2017-08-16,3004
2017-08-17,2980
2017-08-18,2980
2017-08-19,2980
2017-08-20,3084
2017-08-21,3084
2017-08-22,3196
2017-08-23,3196
2017-08-24,3337
2017-08-25,3337
2017-08-26,3473
2017-08-27,3473
2017-08-28,3389
2017-08-29,3389
2017-08-30,3383
2017-08-31,3383
2017-09-01,3335
2017-09-02,3209
2017-09-03,3209
2017-09-04,3246
2017-09-05,3246
2017-09-06,3113
2017-09-07,3113
2017-09-08,3019
2017-09-09,3019
2017-09-10,2919
2017-09-11,2919
2017-09-12,2832
2017-09-13,2832
2017-09-14,2797
2017-09-15,2797
2017-09-16,2797
2017-09-17,2890
2017-09-18,2890
2017-09-19,2990
2017-09-20,2990
2017-09-22,3137
2017-09-23,3205
2017-09-24,3205
2017-09-25,3356
2017-09-26,3356
2017-09-27,3424
2017-09-28,3424
2017-09-29,3549
2017-09-30,3549
2017-10-01,3563
2017-10-02,3563
2017-10-03,3475
2017-10-04,3475
2017-10-05,3475
2017-10-06,3479
2017-10-07,3479
2017-10-08,3395
2017-10-09,3395
2017-10-10,3252
2017-10-11,3252
2017-10-12,3221
2017-10-13,3221
2017-10-14,3129
2017-10-15,3129
2017-10-16,3054
2017-10-17,3054
2017-10-18,3048
2017-10-19,3048
2017-10-20,3100
2017-10-21,3100
2017-10-22,3169
2017-10-23,3169
2017-10-24,3259
2017-10-25,3259
2017-10-26,3411
2017-10-27,3411
2017-10-28,3422
2017-10-29,3507
2017-10-30,3507
2017-10-31,3474
2017-11-01,3474
2017-11-02,3474
2017-11-03,3459
2017-11-04,3405
2017-11-05,3405
2017-11-06,3473
2017-11-07,3473
2017-11-08,3447
2017-11-09,3447
2017-11-10,3464
2017-11-11,3464
2017-11-12,3509
2017-11-13,3509
2017-11-14,3509
2017-11-15,3617
2017-11-16,3617
2017-11-17,3570
2017-11-18,3570
2017-11-19,3470
2017-11-20,3470
2017-11-21,3304
2017-11-22,3304
2017-11-23,3138
2017-11-24,3138
2017-11-25,2985
2017-11-26,2985
2017-11-27,2853
2017-11-28,2853
2017-11-29,2838
2017-11-30,2838
2017-12-01,2725
2017-12-02,2725
2017-12-03,2653
2017-12-04,2653
2017-12-05,2615
2017-12-06,2615
2017-12-07,2620
2017-12-08,2620
2017-12-09,2620
2017-12-10,2684
2017-12-11,2684
2017-12-12,2678
2017-12-13,2678
2017-12-14,2732
2017-12-15,2732
2017-12-16,2724
2017-12-17,2724
2017-12-18,2704
2017-12-19,2704
2017-12-20,2672
2017-12-21,2672
2017-12-22,2564
2017-12-23,2564
2017-12-24,2481
2017-12-25,2481
2017-12-26,2399
2017-12-27,2399
2017-12-28,2315
2017-12-29,2315
2017-12-30,2317
2017-12-31,2317
2018-01-01,2336
2018-01-02,2336
2018-01-03,2267
2018-01-04,2267
2018-01-05,2154
2018-01-06,2062
2018-01-07,2062
2018-01-08,1962
2018-01-09,1962
2018-01-10,1876
2018-01-11,1876
2018-01-12,1893
2018-01-13,1893
2018-01-14,1974
2018-01-15,1974
2018-01-16,2064
2018-01-17,2064
2018-01-18,2101
2018-01-19,2101
2018-01-20,2066
2018-01-21,2066
2018-01-22,2053
2018-01-23,2053
2018-01-24,1989
2018-01-25,1951
2018-01-26,1898
2018-01-27,1818
2018-01-28,1793
2018-01-29,1852
2018-01-30,1891
2018-01-31,1919
2018-02-01,1920
2018-02-02,1887
2018-02-03,1886
2018-02-04,1882
2018-02-05,1918
2018-02-06,1985
2018-02-07,2065
2018-02-08,2065
2018-02-09,2126
2018-02-10,2126
2018-02-11,2128
2018-02-12,2134
2018-02-13,2143
2018-02-14,2108
2018-02-15,2107
2018-02-16,2093
2018-02-17,2094
2018-02-18,2045
2018-02-19,2020
2018-02-20,2069
2018-02-21,2156
2018-02-22,2253
2018-02-23,2344
2018-02-24,2344
2018-02-25,2374
2018-02-26,2421
2018-02-27,2486
2018-02-28,2486
2018-03-01,2502
2018-03-02,2482
2018-03-03,2437
2018-03-04,2437
2018-03-05,2366
2018-03-06,2338
2018-03-07,2316
2018-03-08,2375
2018-03-09,2426
2018-03-10,2349
2018-03-11,2262
2018-03-12,2183
2018-03-13,2096
2018-03-14,2078
2018-03-15,2078
2018-03-16,2100
2018-03-17,2102
2018-03-18,2122
2018-03-20,2148
2018-03-21,2142
2018-03-22,2066
2018-03-23,1985
2018-03-24,1934
2018-03-25,1882
2018-03-26,1859
2018-03-27,1789
2018-03-28,1789
2018-03-29,1782
2018-03-30,1732
2018-03-31,1653
2018-04-01,1579
2018-04-02,1536
2018-04-03,1502
2018-04-04,1459
2018-04-05,1459
2018-04-06,1427
2018-04-07,1427
2018-04-08,1408
2018-04-09,1370
2018-04-10,1317
2018-04-11,1279
2018-04-12,1276
2018-04-13,1304
2018-04-14,1301
2018-04-15,1308
2018-04-16,1308
2018-04-17,1284
2018-04-18,1284
2018-04-19,1268
2018-04-20,1296
2018-04-21,1328
2018-04-22,1328
2018-04-23,1339
2018-04-24,1335
2018-04-25,1345
2018-04-26,1345
2018-04-27,1349
2018-04-28,1353
2018-04-29,1339
2018-04-30,1342
2018-05-01,1400
2018-05-02,1400
2018-05-03,1464
2018-05-04,1503
2018-05-05,1521
2018-05-06,1521
2018-05-07,1493
2018-05-08,1483
2018-05-09,1475
2018-05-10,1454
2018-05-11,1442
2018-05-12,1419
2018-05-13,1419
2018-05-14,1389
2018-05-15,1389
2018-05-16,1334
2018-05-17,1278
2018-05-18,1253
2018-05-19,1226
2018-05-20,1237
2018-05-21,1250
2018-05-22,1250
2018-05-23,1277
2018-05-24,1294
2018-05-25,1258
2018-05-26,1252
2018-05-27,1252
2018-05-28,1278
2018-05-29,1342
2018-05-30,1409
2018-05-31,1479
2018-06-01,1533
2018-06-02,1536
2018-06-03,1548
2018-06-04,1569
2018-06-05,1625
2018-06-06,1663
2018-06-07,1663
2018-06-08,1720
2018-06-09,1720
2018-06-10,1751
2018-06-11,1763
2018-06-12,1781
2018-06-13,1826
2018-06-14,1830
2018-06-15,1835
2018-06-16,1858
2018-06-17,1813
2018-06-18,1835
2018-06-19,1839
2018-06-20,1839
2018-06-21,1844
2018-06-22,1925
2018-06-23,1925
2018-06-24,1918
2018-06-25,1893
2018-06-26,1977
2018-06-27,2027
2018-06-28,2034
2018-06-29,2024
2018-06-30,2004
2018-07-01,1972
2018-07-02,1972
2018-07-03,1939
2018-07-04,1906
2018-07-05,1906
2018-07-06,1886
2018-07-07,1870
2018-07-08,1896
2018-07-09,1893
2018-07-10,1894
2018-07-11,1863
2018-07-12,1793
2018-07-13,1729
2018-07-14,1730
2018-07-15,1730
2018-07-16,1719
2018-07-17,1715
2018-07-18,1695
2018-07-19,1707
2018-07-20,1699
2018-07-21,1664
2018-07-22,1617
2018-07-23,1587
2018-07-24,1598
2018-07-25,1604
2018-07-26,1562
2018-07-27,1510
2018-07-28,1451
2018-07-29,1425
2018-07-30,1401
2018-07-31,1460
2018-08-01,1460
2018-08-02,1460
2018-08-03,1387
2018-08-04,1337
2018-08-05,1302
2018-08-06,1313
2018-08-07,1364
2018-08-08,1433
2018-08-09,1433
2018-08-10,1503
2018-08-11,1519
2018-08-12,1530
2018-08-14,1525
2018-08-16,1561
2018-08-17,1599
2018-08-18,1570
2018-08-19,1556
2018-08-20,1553
2018-08-21,1542
2018-08-22,1558
2018-08-23,1552
2018-08-24,1532
2018-08-25,1518
2018-08-26,1503
2018-08-27,1500
2018-08-28,1528
2018-08-29,1532
2018-08-30,1547
2018-08-31,1524
2018-09-01,1523
2018-09-02,1531
2018-09-03,1534
2018-09-04,1529
2018-09-05,1556
2018-09-06,1556
2018-09-07,1597
2018-09-08,1602
2018-09-09,1615
2018-09-10,1650
2018-09-11,1650
2018-09-12,1689
2018-09-13,1748
2018-09-14,1836
2018-09-15,1919
2018-09-16,1919
2018-09-17,2014
2018-09-18,2115
2018-09-19,2221
2018-09-20,2333
2018-09-21,2450
2018-09-22,2530
2018-09-23,2638
2018-09-24,2715
2018-09-25,2754
2018-09-26,2830
2018-09-27,2807
2018-09-28,2758
2018-09-29,2798
2018-09-30,2766
2018-10-01,2766
2018-10-02,2791
2018-10-03,2851
2018-10-04,2851
2018-10-05,2944
2018-10-06,3001
2018-10-07,3075
2018-10-08,3196
2018-10-09,3289
2018-10-10,3225
2018-10-11,3264
2018-10-12,3370
2018-10-13,3455
2018-10-14,3516
2018-10-15,3627
2018-10-16,3671
2018-10-17,3655
2018-10-18,3742
2018-10-19,3792
2018-10-20,3792
2018-10-21,3842
2018-10-22,3886
2018-10-23,3715
2018-10-24,3839
2018-10-25,3865
2018-10-26,3930
2018-10-27,3957
2018-10-28,4023
2018-10-29,4103
2018-10-30,4179
2018-10-31,4182
2018-11-01,4147
2018-11-03,4122
2018-11-04,4145
2018-11-05,4240
2018-11-06,4246
2018-11-07,4340
2018-11-08,4472
2018-11-09,4524
2018-11-10,4540
2018-11-11,4596
2018-11-12,4656
2018-11-13,4742
2018-11-14,4749
2018-11-15,4766
2018-11-16,4827
2018-11-17,4798
2018-11-18,4644
2018-11-19,4555
2018-11-20,4522
2018-11-21,4496
2018-11-22,4369
2018-11-23,4271
2018-11-24,4226
2018-11-25,4161
2018-11-26,4135
2018-11-27,3995
2018-11-28,3842
2018-11-29,3749
2018-12-01,3502
2018-12-02,3507
2018-12-03,3549
2018-12-04,3558
2018-12-05,3692
2018-12-07,3936
2018-12-09,4030
2018-12-10,4105
2018-12-11,4200
2018-12-12,4299
2018-12-13,4405
2018-12-14,4434
2018-12-15,4490
2018-12-16,4518
2018-12-17,4437
2018-12-18,4469
2018-12-19,4535
2018-12-20,4581
2018-12-21,4675
2018-12-22,4618
2018-12-23,4543
2018-12-24,4564
2018-12-25,4549
2018-12-26,4406
2018-12-27,4237
2018-12-28,4123
2018-12-29,4142
2018-12-30,4058
2018-12-31,4142
2019-01-01,4216
2019-01-02,4245
2019-01-03,4250
2019-01-04,4290
2019-01-05,4296
2019-01-06,4281
2019-01-08,4358
2019-01-10,4308
2019-01-11,4229
2019-01-12,4125
2019-01-13,4013
2019-01-14,4050
2019-01-15,4043
2019-01-16,4033
2019-01-17,3984
2019-01-18,3886
2019-01-19,3792
2019-01-20,3622
2019-01-21,3484
2019-01-22,3381
2019-01-23,3413
2019-01-24,3354
2019-01-25,3406
2019-01-26,3381
2019-01-27,3254
2019-01-28,3091
2019-01-29,2936
2019-01-30,2853
2019-01-31,2796
2019-02-01,2761
2019-02-02,2715
2019-02-03,2648
2019-02-04,2620
2019-02-05,2694
2019-02-06,2756
2019-02-07,2832
2019-02-08,2956
2019-02-09,2988
2019-02-10,3063
2019-02-11,3129
2019-02-12,3195
2019-02-13,3243
2019-02-14,3230
2019-02-15,3251
2019-02-16,3273
2019-02-17,3275
2019-02-18,3256
2019-02-19,3210
2019-02-20,3112
2019-02-21,3068
2019-02-22,2959
2019-02-23,2991
2019-02-24,2965
2019-02-25,2851
2019-02-26,2994
2019-02-27,3071
2019-02-28,3057
2019-03-01,3084
2019-03-02,3131
2019-03-03,3158
2019-03-04,3176
2019-03-05,3284
2019-03-06,3300
2019-03-07,3175
2019-03-08,3228
2019-03-09,3344
2019-03-10,3389
2019-03-11,3423
2019-03-12,3485
2019-03-13,3620
2019-03-14,3753
2019-03-15,3909
2019-03-16,4102
2019-03-17,4236
2019-03-18,4356
2019-03-19,4546
2019-03-20,4707
