date_obj,Molten%20glass price
2017-06-21,166
2017-06-22,164
2017-06-23,166
2017-06-24,167
2017-06-25,166
2017-06-26,162
2017-06-27,159
2017-06-28,160
2017-06-29,157
2017-06-30,155
2017-07-01,151
2017-07-02,147
2017-07-03,147
2017-07-04,147
2017-07-05,146
2017-07-06,150
2017-07-07,150
2017-07-08,152
2017-07-13,146
2017-07-14,148
2017-07-15,151
2017-07-16,152
2017-07-17,152
2017-07-18,156
2017-07-19,158
2017-07-20,159
2017-07-21,158
2017-07-22,155
2017-07-23,155
2017-07-24,156
2017-07-25,156
2017-07-26,154
2017-07-27,152
2017-07-28,147
2017-07-29,147
2017-07-30,150
2017-07-31,152
2017-08-01,153
2017-08-02,155
2017-08-03,152
2017-08-04,152
2017-08-05,152
2017-08-06,153
2017-08-09,151
2017-08-10,151
2017-08-11,149
2017-08-12,145
2017-08-13,141
2017-08-14,139
2017-08-15,142
2017-08-16,140
2017-08-17,140
2017-08-18,142
2017-08-19,143
2017-08-20,145
2017-08-22,143
2017-08-23,141
2017-08-24,141
2017-08-25,141
2017-08-26,140
2017-08-27,138
2017-08-28,137
2017-08-29,136
2017-08-30,136
2017-08-31,139
2017-09-01,137
2017-09-02,136
2017-09-03,135
2017-09-04,137
2017-09-05,137
2017-09-06,134
2017-09-07,134
2017-09-08,132
2017-09-09,133
2017-09-10,132
2017-09-11,131
2017-09-12,128
2017-09-13,131
2017-09-14,130
2017-09-15,127
2017-09-16,126
2017-09-17,130
2017-09-19,130
2017-09-20,133
2017-09-21,137
2017-09-22,141
2017-09-23,141
2017-09-24,141
2017-09-25,145
2017-09-26,141
2017-09-27,138
2017-09-28,135
2017-09-29,136
2017-09-30,138
2017-10-01,141
2017-10-02,139
2017-10-03,141
2017-10-04,138
2017-10-05,138
2017-10-06,137
2017-10-07,137
2017-10-08,139
2017-10-09,139
2017-10-10,141
2017-10-11,143
2017-10-12,145
2017-10-13,149
2017-10-14,154
2017-10-15,153
2017-10-16,157
2017-10-17,158
2017-10-18,160
2017-10-19,165
2017-10-20,169
2017-10-21,174
2017-10-22,179
2017-10-23,176
2017-10-24,169
2017-10-25,161
2017-10-26,152
2017-10-27,147
2017-10-28,146
2017-10-29,152
2017-10-30,157
2017-10-31,163
2017-11-01,160
2017-11-02,158
2017-11-03,160
2017-11-04,157
2017-11-05,158
2017-11-06,160
2017-11-07,158
2017-11-08,154
2017-11-09,153
2017-11-10,154
2017-11-11,153
2017-11-12,153
2017-11-13,154
2017-11-14,155
2017-11-15,155
2017-11-16,160
2017-11-17,158
2017-11-18,157
2017-11-19,155
2017-11-20,154
2017-11-21,152
2017-11-22,150
2017-11-23,147
2017-11-24,145
2017-11-25,142
2017-11-26,143
2017-11-27,140
2017-11-28,140
2017-11-29,142
2017-11-30,146
2017-12-01,145
2017-12-02,144
2017-12-03,141
2017-12-04,140
2017-12-05,144
2017-12-06,145
2017-12-07,144
2017-12-08,146
2017-12-09,145
2017-12-10,142
2017-12-11,141
2017-12-12,139
2017-12-14,141
2017-12-15,142
2017-12-17,144
2017-12-18,146
2017-12-19,149
2017-12-20,149
2017-12-21,153
2017-12-22,150
2017-12-23,149
2017-12-24,146
2017-12-25,142
2017-12-26,141
2017-12-27,143
2017-12-28,145
2017-12-29,148
2017-12-30,152
2017-12-31,151
2018-01-01,156
2018-01-02,158
2018-01-03,155
2018-01-04,155
2018-01-05,157
2018-01-06,162
2018-01-07,166
2018-01-08,167
2018-01-09,161
2018-01-10,159
2018-01-11,157
2018-01-12,151
2018-01-13,145
2018-01-14,142
2018-01-15,141
2018-01-16,145
2018-01-17,145
2018-01-18,148
2018-01-19,150
2018-01-20,149
2018-01-21,147
2018-01-22,149
2018-01-23,149
2018-01-25,146
2018-01-26,144
2018-01-27,142
2018-01-28,143
2018-01-29,143
2018-01-31,144
2018-02-01,143
2018-02-02,141
2018-02-03,141
2018-02-04,140
2018-02-05,138
2018-02-06,140
2018-02-07,141
2018-02-08,140
2018-02-09,137
2018-02-10,134
2018-02-11,136
2018-02-12,138
2018-02-13,138
2018-02-14,138
2018-02-15,136
2018-02-16,135
2018-02-17,135
2018-02-18,135
2018-02-19,135
2018-02-20,136
2018-02-21,136
2018-02-22,141
2018-02-23,141
2018-02-24,138
2018-02-25,139
2018-02-26,144
2018-02-27,147
2018-03-01,143
2018-03-02,142
2018-03-03,141
2018-03-04,142
2018-03-05,144
2018-03-06,146
2018-03-07,146
2018-03-08,150
2018-03-09,150
2018-03-10,152
2018-03-11,156
2018-03-12,160
2018-03-13,162
2018-03-14,160
2018-03-15,159
2018-03-16,160
2018-03-17,163
2018-03-18,163
2018-03-19,163
2018-03-20,164
2018-03-21,160
2018-03-23,156
2018-03-24,156
2018-03-26,157
2018-03-27,157
2018-03-28,159
2018-03-29,159
2018-03-30,158
2018-03-31,156
2018-04-01,154
2018-04-02,152
2018-04-03,152
2018-04-04,152
2018-04-05,152
2018-04-06,151
2018-04-07,150
2018-04-08,150
2018-04-09,150
2018-04-10,149
2018-04-11,149
2018-04-12,147
2018-04-13,146
2018-04-14,143
2018-04-15,141
2018-04-16,140
2018-04-17,140
2018-04-18,144
2018-04-19,145
2018-04-20,144
2018-04-21,143
2018-04-22,144
2018-04-23,143
2018-04-24,142
2018-04-25,142
2018-04-26,142
2018-04-27,144
2018-04-28,149
2018-04-29,152
2018-04-30,152
2018-05-01,155
2018-05-04,154
2018-05-05,151
2018-05-06,150
2018-05-07,153
2018-05-08,152
2018-05-09,150
2018-05-10,146
2018-05-11,144
2018-05-12,147
2018-05-13,152
2018-05-14,152
2018-05-15,151
2018-05-16,150
2018-05-17,148
2018-05-18,145
2018-05-19,143
2018-05-20,144
2018-05-21,144
2018-05-22,144
2018-05-23,147
2018-05-24,153
2018-05-25,154
2018-05-26,154
2018-05-27,151
2018-05-28,153
2018-05-29,154
2018-05-30,150
2018-05-31,152
2018-06-01,154
2018-06-02,158
2018-06-03,159
2018-06-04,162
2018-06-05,167
2018-06-06,173
2018-06-07,178
2018-06-08,182
2018-06-09,188
2018-06-10,192
2018-06-11,195
2018-06-12,194
2018-06-13,202
2018-06-14,202
2018-06-15,204
2018-06-16,207
2018-06-17,209
2018-06-18,206
2018-06-19,199
2018-06-20,189
2018-06-21,182
2018-06-22,172
2018-06-23,165
2018-06-24,166
2018-06-25,174
2018-06-26,181
2018-06-27,188
2018-06-28,188
2018-06-29,191
2018-06-30,192
2018-07-01,191
2018-07-02,190
2018-07-03,188
2018-07-04,187
2018-07-05,189
2018-07-06,196
2018-07-07,194
2018-07-08,190
2018-07-09,185
2018-07-10,186
2018-07-11,186
2018-07-12,183
2018-07-13,182
2018-07-14,183
2018-07-15,188
2018-07-16,187
2018-07-17,188
2018-07-18,188
2018-07-19,187
2018-07-20,184
2018-07-21,180
2018-07-22,176
2018-07-23,178
2018-07-24,183
2018-07-25,188
2018-07-26,197
2018-07-27,196
2018-07-28,191
2018-07-29,188
2018-07-30,186
2018-07-31,183
2018-08-01,181
2018-08-02,185
2018-08-03,192
2018-08-04,198
2018-08-05,201
2018-08-06,203
2018-08-07,207
2018-08-08,204
2018-08-09,198
2018-08-10,197
2018-08-11,196
2018-08-12,193
2018-08-14,188
2018-08-16,187
2018-08-17,180
2018-08-18,175
2018-08-19,173
2018-08-20,176
2018-08-21,177
2018-08-22,183
2018-08-23,190
2018-08-24,195
2018-08-25,198
2018-08-26,204
2018-08-27,202
2018-08-28,204
2018-08-29,209
2018-08-30,214
2018-08-31,221
2018-09-01,215
2018-09-02,214
2018-09-03,208
2018-09-04,215
2018-09-05,217
2018-09-06,213
2018-09-07,214
2018-09-08,221
2018-09-09,227
2018-09-10,221
2018-09-11,215
2018-09-12,212
2018-09-13,207
2018-09-14,204
2018-09-15,195
2018-09-16,187
2018-09-17,182
2018-09-18,179
2018-09-19,184
2018-09-20,191
2018-09-21,195
2018-09-22,193
2018-09-23,194
2018-09-24,194
2018-09-25,195
2018-09-26,196
2018-09-27,196
2018-09-28,195
2018-09-29,192
2018-09-30,195
2018-10-02,195
2018-10-03,193
2018-10-04,189
2018-10-05,187
2018-10-06,184
2018-10-07,182
2018-10-08,180
2018-10-09,182
2018-10-10,181
2018-10-11,186
2018-10-12,187
2018-10-13,189
2018-10-14,190
2018-10-15,189
2018-10-16,188
2018-10-17,185
2018-10-18,185
2018-10-19,184
2018-10-20,183
2018-10-21,184
2018-10-22,182
2018-10-23,179
2018-10-24,179
2018-10-25,178
2018-10-26,179
2018-10-27,177
2018-10-28,179
2018-10-29,181
2018-10-30,181
2018-10-31,185
2018-11-01,186
2018-11-03,195
2018-11-04,201
2018-11-05,207
2018-11-06,215
2018-11-07,217
2018-11-08,218
2018-11-09,216
2018-11-10,215
2018-11-11,212
2018-11-12,209
2018-11-13,206
2018-11-14,204
2018-11-15,202
2018-11-16,199
2018-11-17,196
2018-11-18,197
2018-11-19,197
2018-11-20,197
2018-11-21,196
2018-11-22,195
2018-11-23,194
2018-11-24,193
2018-11-25,194
2018-11-26,195
2018-11-27,202
2018-11-28,205
2018-11-29,204
2018-12-01,202
2018-12-02,204
2018-12-03,206
2018-12-04,207
2018-12-05,205
2018-12-07,201
2018-12-09,198
2018-12-10,198
2018-12-11,198
2018-12-13,200
2018-12-14,200
2018-12-15,198
2018-12-16,198
2018-12-17,198
2018-12-18,197
2018-12-19,197
2018-12-20,199
2018-12-21,205
2018-12-22,211
2018-12-23,217
2018-12-24,225
2018-12-25,235
2018-12-26,235
2018-12-27,232
2018-12-28,230
2018-12-29,224
2018-12-30,217
2018-12-31,211
2019-01-01,208
2019-01-02,212
2019-01-03,210
2019-01-04,211
2019-01-05,218
2019-01-06,227
2019-01-08,238
2019-01-10,229
2019-01-11,220
2019-01-12,213
2019-01-13,210
2019-01-14,212
2019-01-15,215
2019-01-16,214
2019-01-17,214
2019-01-18,213
2019-01-19,210
2019-01-20,208
2019-01-21,206
2019-01-22,206
2019-01-23,205
2019-01-24,203
2019-01-25,202
2019-01-26,200
2019-01-27,198
2019-01-28,195
2019-01-29,193
2019-01-30,189
2019-01-31,186
2019-02-01,183
2019-02-02,180
2019-02-03,179
2019-02-04,176
2019-02-05,174
2019-02-06,171
2019-02-07,170
2019-02-08,168
2019-02-09,165
2019-02-10,163
2019-02-11,164
2019-02-12,164
2019-02-13,166
2019-02-14,164
2019-02-15,162
2019-02-16,158
2019-02-17,155
2019-02-18,152
2019-02-19,151
2019-02-20,152
2019-02-21,158
2019-02-22,162
2019-02-23,163
2019-02-24,164
2019-02-25,165
2019-02-26,165
2019-02-27,165
2019-02-28,167
2019-03-01,172
2019-03-02,170
2019-03-03,170
2019-03-04,172
2019-03-05,172
2019-03-06,171
2019-03-07,169
2019-03-08,167
2019-03-09,165
2019-03-10,165
2019-03-11,162
2019-03-12,161
2019-03-13,158
2019-03-14,156
2019-03-15,154
2019-03-16,151
2019-03-17,149
2019-03-18,148
2019-03-19,147
2019-03-20,146
2019-03-21,145
2019-03-22,145
2019-03-23,141
2019-03-24,138
2019-03-25,138
2019-03-26,137
2019-03-27,137
2019-03-28,138
2019-03-29,140
2019-03-30,141
2019-03-31,142
2019-04-01,141
2019-04-02,140
2019-04-03,140
2019-04-04,140
2019-04-05,144
2019-04-06,149
2019-04-07,148
2019-04-08,149
2019-04-09,151
2019-04-10,156
2019-04-11,155
2019-04-12,153
2019-04-13,152
2019-04-14,150
2019-04-15,149
2019-04-16,145
2019-04-17,143
2019-04-18,141
2019-04-19,139
2019-04-20,137
2019-04-21,136
2019-04-22,133
2019-04-23,134
2019-04-24,138
2019-04-25,141
2019-04-26,145
2019-04-27,146
2019-04-28,147
2019-04-29,145
2019-04-30,146
2019-05-01,147
2019-05-02,149
2019-05-03,145
2019-05-04,142
2019-05-05,144
2019-05-06,146
2019-05-07,147
2019-05-08,147
2019-05-09,148
2019-05-10,148
2019-05-11,147
2019-05-12,148
2019-05-13,152
2019-05-14,153
2019-05-15,153
2019-05-16,155
2019-05-17,155
2019-05-18,153
2019-05-19,152
2019-05-20,152
2019-05-21,151
2019-05-22,152
2019-05-23,151
2019-05-24,153
2019-05-25,154
2019-05-26,151
2019-05-27,150
2019-05-28,150
2019-05-29,150
2019-05-30,150
2019-05-31,147
2019-06-01,144
2019-06-02,145
2019-06-03,147
2019-06-04,148
2019-06-05,150
2019-06-06,154
2019-06-07,156
2019-06-08,159
2019-06-09,163
2019-06-10,166
2019-06-11,171
2019-06-12,172
2019-06-13,168
2019-06-14,166
2019-06-15,164
2019-06-16,160
2019-06-17,157
2019-06-18,152
2019-06-19,149
2019-06-20,150
2019-06-21,150
2019-06-22,154
2019-06-23,154
2019-06-24,154
2019-06-25,154
2019-06-26,155
2019-06-27,158
2019-06-28,158
2019-06-29,156
2019-06-30,154
2019-07-01,152
2019-07-02,150
2019-07-03,149
2019-07-04,149
2019-07-05,149
2019-07-06,150
2019-07-07,150
2019-07-08,148
2019-07-09,148
2019-07-10,148
2019-07-11,149
2019-07-12,149
2019-07-13,150
2019-07-14,151
2019-07-15,151
2019-07-16,152
2019-07-17,153
2019-07-18,152
2019-07-19,149
2019-07-20,149
2019-07-21,148
2019-07-22,148
2019-07-23,148
2019-07-24,148
2019-07-25,146
2019-07-26,142
2019-07-27,141
2019-07-28,141
2019-07-29,145
2019-07-30,149
2019-07-31,150
2019-08-01,153
2019-08-02,151
2019-08-03,148
2019-08-04,145
2019-08-05,144
2019-08-06,141
2019-08-07,140
2019-08-08,139
2019-08-09,138
2019-08-10,136
2019-08-11,134
2019-08-12,135
2019-08-13,137
2019-08-14,139
2019-08-15,140
2019-08-16,143
2019-08-17,141
2019-08-18,144
2019-08-19,142
2019-08-20,141
2019-08-21,136
2019-08-22,132
2019-08-23,130
2019-08-24,131
2019-08-24,131
2019-08-25,133
2019-08-25,133
2019-08-26,138
2019-08-26,138
2019-08-27,141
2019-08-27,141
2019-08-28,145
2019-08-29,144
2019-08-30,144
2019-08-31,144
2019-09-01,140
2019-09-02,139
2019-09-03,139
2019-09-04,137
2019-09-05,135
2019-09-06,134
2019-09-07,132
