date_obj,Molten%20glass price
2015-03-26,168
2015-03-27,167
2015-03-28,167
2015-03-29,163
2015-03-30,161
2015-03-31,157
2015-04-01,154
2015-04-02,150
2015-04-03,148
2015-04-04,148
2015-04-05,151
2015-04-06,154
2015-04-07,153
2015-04-08,151
2015-04-09,154
2015-04-10,155
2015-04-11,157
2015-04-12,157
2015-04-13,159
2015-04-14,156
2015-04-15,155
2015-04-16,153
2015-04-17,150
2015-04-18,145
2015-04-19,145
2015-04-20,143
2015-04-21,140
2015-04-22,136
2015-04-23,137
2015-04-24,140
2015-04-25,137
2015-04-26,135
2015-04-27,139
2015-04-28,137
2015-04-29,136
2015-04-30,136
2015-05-01,138
2015-05-02,134
2015-05-03,130
2015-05-04,129
2015-05-05,130
2015-05-06,132
2015-05-07,136
2015-05-08,142
2015-05-09,148
2015-05-10,155
2015-05-11,162
2015-05-12,170
2015-05-13,177
2015-05-14,176
2015-05-15,169
2015-05-16,161
2015-05-17,153
2015-05-18,146
2015-05-19,144
2015-05-20,139
2015-05-21,136
2015-05-22,139
2015-05-23,145
2015-05-24,151
2015-05-25,159
2015-05-26,162
2015-05-27,160
2015-05-28,154
2015-05-29,148
2015-05-30,145
2015-05-31,142
2015-06-01,139
2015-06-02,136
2015-06-03,133
2015-06-04,132
2015-06-05,134
2015-06-06,141
2015-06-07,147
2015-06-08,151
2015-06-09,158
2015-06-10,153
2015-06-11,152
2015-06-12,151
2015-06-13,154
2015-06-14,155
2015-06-15,161
2015-06-16,166
2015-06-17,172
2015-06-18,175
2015-06-19,181
2015-06-20,172
2015-06-21,164
2015-06-22,160
2015-06-23,157
2015-06-24,150
2015-06-25,146
2015-06-26,146
2015-06-27,145
2015-06-28,150
2015-06-29,156
2015-06-30,161
2015-07-01,160
2015-07-02,158
2015-07-03,156
2015-07-04,150
2015-07-05,147
2015-07-06,148
2015-07-07,148
2015-07-08,147
2015-07-09,145
2015-07-10,143
2015-07-11,142
2015-07-12,142
2015-07-13,137
2015-07-14,135
2015-07-15,140
2015-07-16,144
2015-07-17,145
2015-07-18,144
2015-07-19,147
2015-07-20,151
2015-07-21,157
2015-07-22,164
2015-07-23,168
2015-07-24,163
2015-07-25,158
2015-07-26,156
2015-07-27,154
2015-07-28,156
2015-07-29,156
2015-07-30,156
2015-07-31,157
2015-08-01,158
2015-08-02,155
2015-08-03,153
2015-08-04,150
2015-08-05,145
2015-08-06,139
2015-08-07,137
2015-08-08,133
2015-08-09,138
2015-08-10,142
2015-08-11,144
2015-08-12,140
2015-08-13,143
2015-08-14,144
2015-08-15,142
2015-08-16,142
2015-08-17,145
2015-08-18,142
2015-08-19,141
2015-08-20,142
2015-08-21,140
2015-08-22,139
2015-08-23,137
2015-08-24,141
2015-08-25,141
2015-08-26,140
2015-08-27,139
2015-08-28,138
2015-08-29,142
2015-08-30,141
2015-08-31,142
2015-09-01,142
2015-09-02,142
2015-09-03,141
2015-09-04,142
2015-09-05,140
2015-09-06,139
2015-09-07,140
2015-09-08,143
2015-09-09,148
2015-09-10,154
2015-09-11,158
2015-09-12,156
2015-09-13,157
2015-09-14,162
2015-09-15,168
2015-09-16,166
2015-09-17,171
2015-09-18,163
2015-09-19,157
2015-09-20,155
2015-09-21,154
2015-09-22,157
2015-09-23,164
2015-09-24,163
2015-09-25,168
2015-09-27,179
2015-09-28,176
2015-09-29,182
2015-09-30,187
2015-10-05,199
2015-10-06,190
2015-10-07,186
2015-10-08,187
2015-10-09,180
2015-10-10,175
2015-10-11,174
2015-10-12,176
2015-10-13,182
2015-10-14,179
2015-10-15,176
2015-10-16,172
2015-10-17,170
2015-10-18,164
2015-10-19,157
2015-10-20,150
2015-10-22,144
2015-10-23,144
2015-10-24,147
2015-10-25,145
2015-10-26,150
2015-10-27,153
2015-10-29,156
2015-10-30,157
2015-10-31,156
2015-11-01,155
2015-11-02,151
2015-11-03,145
2015-11-04,145
2015-11-05,149
2015-11-06,152
2015-11-07,153
2015-11-08,147
2015-11-09,147
2015-11-10,151
2015-11-11,153
2015-11-12,152
2015-11-13,151
2015-11-14,154
2015-11-15,157
2015-11-16,158
2015-11-17,155
2015-11-18,156
2015-11-19,155
2015-11-20,156
2015-11-21,159
2015-11-22,162
2015-11-23,170
2015-11-24,178
2015-11-25,180
2015-11-26,182
2015-11-27,181
2015-11-28,172
2015-11-29,164
2015-11-30,158
2015-12-01,151
2015-12-02,150
2015-12-03,155
2015-12-04,155
2015-12-05,155
2015-12-06,158
2015-12-07,165
2015-12-08,167
2015-12-09,172
2015-12-10,171
2015-12-11,171
2015-12-12,170
2015-12-13,175
2015-12-14,175
2015-12-15,171
2015-12-16,167
2015-12-17,168
2015-12-18,169
2015-12-19,172
2015-12-20,174
2015-12-21,177
2015-12-22,174
2015-12-23,177
2015-12-24,181
2015-12-25,184
2015-12-26,182
2015-12-27,175
2015-12-28,167
2015-12-29,165
2015-12-30,168
2015-12-31,172
2016-01-01,171
2016-01-02,166
2016-01-03,163
2016-01-04,166
2016-01-05,171
2016-01-06,173
2016-01-07,171
2016-01-08,173
2016-01-09,177
2016-01-10,177
2016-01-11,174
2016-01-12,174
2016-01-13,173
2016-01-14,173
2016-01-15,172
2016-01-16,168
2016-01-17,164
2016-01-18,163
2016-01-19,161
2016-01-20,161
2016-01-21,166
2016-01-22,172
2016-01-23,170
2016-01-24,167
2016-01-25,169
2016-01-26,172
2016-01-27,170
2016-01-28,170
2016-01-29,168
2016-01-30,166
2016-01-31,165
2016-02-01,163
2016-02-02,162
2016-02-03,164
2016-02-04,165
2016-02-05,165
2016-02-06,165
2016-02-07,163
2016-02-08,165
2016-02-09,163
2016-02-10,164
2016-02-11,163
2016-02-12,159
2016-02-13,156
2016-02-14,154
2016-02-15,153
2016-02-16,152
2016-02-17,152
2016-02-18,149
2016-02-19,148
2016-02-20,148
2016-02-21,147
2016-02-22,147
2016-02-23,143
2016-02-24,144
2016-02-25,145
2016-02-26,146
2016-02-27,145
2016-02-28,147
2016-02-29,150
2016-03-01,149
2016-03-02,149
2016-03-03,152
2016-03-04,155
2016-03-05,152
2016-03-06,153
2016-03-07,161
2016-03-08,162
2016-03-09,162
2016-03-10,162
2016-03-11,161
2016-03-12,165
2016-03-13,171
2016-03-14,172
2016-03-15,167
2016-03-16,164
2016-03-17,159
2016-03-18,153
2016-03-19,149
2016-03-20,150
2016-03-21,155
2016-03-22,157
2016-03-23,160
2016-03-24,166
2016-03-25,167
2016-03-26,166
2016-03-27,166
2016-03-28,162
2016-03-29,162
2016-03-30,166
2016-03-31,162
2016-04-01,160
2016-04-02,161
2016-04-03,159
2016-04-04,157
2016-04-05,152
2016-04-06,156
2016-04-07,160
2016-04-08,159
2016-04-09,160
2016-04-10,160
2016-04-11,166
2016-04-12,162
2016-04-13,158
2016-04-14,155
2016-04-15,155
2016-04-16,157
2016-04-17,157
2016-04-18,157
2016-04-19,157
2016-04-20,159
2016-04-21,165
2016-04-22,171
2016-04-23,173
2016-04-24,175
2016-04-25,176
2016-04-26,177
2016-04-27,183
2016-04-28,192
2016-04-29,198
2016-04-30,197
2016-05-01,195
2016-05-02,191
2016-05-03,194
2016-05-04,198
2016-05-05,205
2016-05-06,215
2016-05-07,225
2016-05-08,225
2016-05-09,218
2016-05-10,208
2016-05-11,198
2016-05-12,190
2016-05-13,180
2016-05-14,171
2016-05-15,171
2016-05-16,171
2016-05-17,167
2016-05-18,168
2016-05-19,168
2016-05-22,163
2016-05-23,162
2016-05-24,164
2016-05-25,166
2016-05-26,169
2016-05-27,169
2016-05-28,166
2016-05-29,165
2016-05-30,166
2016-05-31,166
2016-06-01,164
2016-06-02,166
2016-06-03,166
2016-06-04,162
2016-06-05,160
2016-06-06,159
2016-06-07,158
2016-06-08,159
2016-06-09,163
2016-06-10,169
2016-06-11,170
2016-06-12,176
2016-06-13,178
2016-06-14,180
2016-06-15,178
2016-06-16,179
2016-06-17,182
2016-06-18,176
2016-06-19,179
2016-06-20,183
2016-06-21,181
2016-06-22,184
2016-06-23,188
2016-06-24,185
2016-06-25,189
2016-06-26,187
2016-06-27,190
2016-06-28,193
2016-06-29,188
2016-06-30,184
2016-07-01,176
2016-07-02,171
2016-07-03,174
2016-07-04,174
2016-07-05,173
2016-07-06,172
2016-07-07,171
2016-07-08,174
2016-07-09,172
2016-07-10,172
2016-07-11,172
2016-07-12,175
2016-07-13,177
2016-07-14,181
2016-07-15,186
2016-07-16,181
2016-07-17,180
2016-07-18,182
2016-07-23,185
2016-07-24,188
2016-07-25,192
2016-07-26,188
2016-07-27,188
2016-07-28,189
2016-07-29,195
2016-07-30,191
2016-07-31,193
2016-08-01,189
2016-08-02,191
2016-08-03,193
2016-08-04,198
2016-08-05,200
2016-08-06,200
2016-08-07,195
2016-08-08,188
2016-08-09,184
2016-08-10,184
2016-08-11,189
2016-08-12,196
2016-08-13,196
2016-08-14,191
2016-08-15,186
2016-08-16,177
2016-08-17,177
2016-08-18,177
2016-08-19,178
2016-08-20,175
2016-08-21,177
2016-08-22,175
2016-08-23,176
2016-08-24,172
2016-08-25,171
2016-08-26,172
2016-08-28,173
2016-08-31,172
2016-09-01,171
2016-09-02,165
2016-09-03,166
2016-09-04,162
2016-09-05,165
2016-09-06,164
2016-09-07,162
2016-09-08,155
2016-09-09,151
2016-09-10,155
2016-09-11,155
2016-09-12,162
2016-09-13,166
2016-09-14,169
2016-09-15,169
2016-09-16,172
2016-09-17,175
2016-09-18,171
2016-09-19,170
2016-09-20,168
2016-09-21,165
2016-09-22,163
2016-09-23,162
2016-09-24,161
2016-09-25,166
2016-09-26,168
2016-09-27,174
2016-09-28,173
2016-09-29,175
2016-09-30,171
2016-10-01,168
2016-10-02,171
2016-10-03,172
2016-10-04,176
2016-10-05,174
2016-10-06,176
2016-10-07,175
2016-10-08,171
2016-10-09,168
2016-10-10,173
2016-10-11,175
2016-10-12,181
2016-10-13,180
2016-10-14,182
2016-10-15,183
2016-10-16,190
2016-10-17,194
2016-10-18,187
2016-10-19,181
2016-10-20,181
2016-10-21,181
2016-10-22,184
2016-10-23,184
2016-10-24,188
2016-10-25,191
2016-10-26,192
2016-10-27,191
2016-10-28,186
2016-10-29,187
2016-10-30,185
2016-10-31,186
2016-11-01,188
2016-11-02,193
2016-11-03,192
2016-11-04,194
2016-11-05,194
2016-11-06,187
2016-11-07,184
2016-11-08,187
2016-11-09,190
2016-11-10,190
2016-11-11,189
2016-11-12,188
2016-11-13,189
2016-11-14,186
2016-12-07,196
2016-12-08,195
2016-12-09,194
2016-12-10,196
2016-12-11,193
2016-12-12,195
2016-12-13,194
2016-12-14,191
2016-12-15,194
2016-12-16,193
2016-12-17,192
2016-12-18,195
2016-12-19,192
2016-12-20,192
2016-12-21,191
2016-12-22,189
2016-12-23,189
2016-12-24,190
2016-12-25,187
2016-12-26,183
2016-12-27,180
2016-12-28,179
2016-12-29,176
2016-12-30,176
2016-12-31,179
2017-01-01,181
2017-01-02,177
2017-01-03,176
2017-01-04,172
2017-01-05,169
2017-01-06,167
2017-01-07,166
2017-01-08,169
2017-01-09,171
2017-01-10,169
2017-01-11,168
2017-01-12,168
2017-01-13,170
2017-01-14,169
2017-01-15,168
2017-01-16,164
2017-01-17,166
2017-01-18,166
2017-01-19,168
2017-01-20,167
2017-01-21,167
2017-01-22,169
2017-01-27,174
2017-01-28,174
2017-01-29,171
2017-01-30,169
2017-01-31,171
2017-02-01,175
2017-02-02,174
2017-02-03,177
2017-02-04,177
2017-02-05,177
2017-02-06,176
2017-02-07,171
2017-02-08,170
2017-02-09,168
2017-02-10,170
2017-02-11,174
2017-02-12,176
2017-02-13,172
2017-02-14,171
2017-02-15,171
2017-02-16,168
2017-02-18,168
2017-02-19,166
2017-02-20,165
2017-02-21,167
2017-02-22,167
2017-02-23,166
2017-02-24,165
2017-02-25,163
2017-02-26,163
2017-02-27,164
2017-02-28,164
2017-03-01,162
2017-03-02,160
2017-03-03,160
2017-03-04,160
2017-03-05,160
2017-03-06,162
2017-03-07,164
2017-03-08,165
2017-03-09,164
2017-03-10,165
2017-03-11,161
2017-03-12,160
2017-03-13,163
2017-03-14,164
2017-03-15,164
2017-03-16,165
2017-03-17,165
2017-03-18,166
2017-03-19,162
2017-03-20,161
2017-03-21,159
2017-03-22,160
2017-03-23,157
2017-03-24,156
2017-03-25,158
2017-03-26,157
2017-03-27,155
2017-03-28,155
2017-03-29,155
2017-03-30,153
2017-03-31,152
2017-04-01,150
2017-04-02,150
2017-04-03,149
2017-04-04,149
2017-04-12,156
2017-04-13,157
2017-04-14,154
2017-04-15,156
2017-04-16,154
2017-04-17,151
2017-04-18,147
2017-04-19,143
2017-04-20,138
2017-04-21,136
2017-04-22,135
2017-04-23,138
2017-04-24,143
2017-04-25,144
2017-04-26,143
2017-04-27,144
2017-04-28,145
2017-04-29,144
2017-04-30,144
2017-05-01,144
2017-05-02,143
2017-05-03,141
2017-05-04,139
2017-05-05,136
2017-05-06,135
2017-05-07,132
2017-05-08,128
2017-05-09,125
2017-05-10,128
2017-05-11,130
2017-05-12,136
2017-05-13,141
2017-05-14,147
2017-05-15,152
2017-05-16,154
2017-05-17,152
2017-05-18,150
2017-05-19,150
2017-05-20,144
2017-05-21,137
2017-05-22,137
2017-05-23,139
2017-05-24,143
2017-05-25,143
2017-05-26,143
2017-05-27,141
2017-05-28,144
2017-05-29,145
2017-05-30,147
2017-05-31,150
2017-06-01,149
2017-06-02,146
2017-06-03,145
2017-06-06,161
2017-06-07,163
2017-06-08,169
2017-06-09,170
2017-06-10,169
2017-06-11,167
2017-06-12,166
2017-06-13,168
2017-06-14,169
2017-06-15,170
2017-06-16,169
2017-06-17,167
2017-06-18,169
2017-06-19,172
2017-06-20,169
