date_obj,Villager%20hat%20(brown) price
2016-11-01,12797
2016-11-02,12797
2016-11-03,12797
2016-11-04,12797
2016-11-05,12797
2016-11-06,12797
2016-11-07,12797
2016-11-08,12797
2016-11-09,12797
2016-11-10,12797
2016-11-11,12797
2016-11-12,12797
2016-11-13,12797
2016-11-14,12797
2016-12-08,12707
2016-12-09,12707
2016-12-10,12707
2016-12-11,12308
2016-12-12,12308
2016-12-13,12308
2016-12-14,12308
2016-12-15,12308
2016-12-16,12308
2016-12-17,12308
2016-12-18,12308
2016-12-19,12308
2016-12-20,12308
2016-12-21,12308
2016-12-22,12308
2016-12-23,12308
2016-12-24,12308
2016-12-25,12308
2016-12-26,12308
2016-12-27,12308
2016-12-28,12308
2016-12-29,12308
2016-12-30,12308
2016-12-31,12308
2017-01-01,12308
2017-01-02,12308
2017-01-03,12308
2017-01-04,12308
2017-01-05,12308
2017-01-06,12308
2017-01-07,12308
2017-01-08,12308
2017-01-09,12308
2017-01-10,12129
2017-01-11,12129
2017-01-12,12129
2017-01-13,12129
2017-01-14,12129
2017-01-15,12129
2017-01-16,12129
2017-01-17,12129
2017-01-18,12129
2017-01-19,12129
2017-01-20,12129
2017-01-21,12129
2017-01-22,12129
2017-01-27,12129
2017-01-28,12129
2017-01-29,12129
2017-01-30,12129
2017-01-31,11960
2017-02-01,11960
2017-02-02,11960
2017-02-03,11960
2017-02-04,11960
2017-02-05,11960
2017-02-06,11960
2017-02-07,11960
2017-02-08,11960
2017-02-09,11960
2017-02-10,11960
2017-02-11,11960
2017-02-12,11960
2017-02-13,11960
2017-02-14,11960
2017-02-15,11960
2017-02-16,11960
2017-02-18,11370
2017-02-19,11370
2017-02-20,11370
2017-02-21,11370
2017-02-22,11370
2017-02-23,11370
2017-02-24,11370
2017-02-25,11370
2017-02-26,11370
2017-02-27,11370
2017-02-28,11370
2017-03-01,11370
2017-03-02,11370
2017-03-03,11370
2017-03-04,11370
2017-03-05,11370
2017-03-06,11370
2017-03-07,11370
2017-03-08,11370
2017-03-09,11370
2017-03-10,11370
2017-03-11,11113
2017-03-12,11113
2017-03-13,11113
2017-03-14,11113
2017-03-15,11113
2017-03-16,11113
2017-03-17,11113
2017-03-18,11113
2017-03-19,11113
2017-03-20,11113
2017-03-21,11113
2017-03-22,11113
2017-03-23,11113
2017-03-24,11113
2017-03-25,11113
2017-03-26,11113
2017-03-27,11113
2017-03-28,11113
2017-03-29,10593
2017-03-30,10593
2017-03-31,10593
2017-04-01,10593
2017-04-02,10593
2017-04-03,10593
2017-04-04,10593
2017-04-12,10593
2017-04-13,10593
2017-04-14,10593
2017-04-15,10593
2017-04-16,10593
2017-04-17,10593
2017-04-18,10593
2017-04-19,10593
2017-04-20,10593
2017-04-21,10593
2017-04-22,10068
2017-04-23,10068
2017-04-24,10068
2017-04-25,10068
2017-04-26,10068
2017-04-27,10068
2017-04-28,10068
2017-04-29,10068
2017-04-30,10068
2017-05-01,10068
2017-05-02,10068
2017-05-03,10068
2017-05-04,10068
2017-05-05,10068
2017-05-06,10068
2017-05-07,10068
2017-05-08,10068
2017-05-09,10068
2017-05-10,10068
2017-05-11,10068
2017-05-12,10068
2017-05-13,10068
2017-05-14,10068
2017-05-15,9654
2017-05-16,9654
2017-05-17,9654
2017-05-18,9654
2017-05-19,9654
2017-05-20,9654
2017-05-21,9654
2017-05-22,9654
2017-05-23,9654
2017-05-24,9654
2017-05-25,9654
2017-05-26,9654
2017-05-27,9654
2017-05-28,9654
2017-05-29,9654
2017-05-30,9654
2017-05-31,9654
2017-06-01,9654
2017-06-02,9654
2017-06-03,9654
2017-06-06,9195
2017-06-07,9195
2017-06-08,9195
2017-06-09,9195
2017-06-10,9195
2017-06-11,9195
2017-06-12,9195
2017-06-13,9195
2017-06-14,9195
2017-06-15,9195
2017-06-16,9195
2017-06-17,9195
2017-06-18,9195
2017-06-19,9195
2017-06-20,9195
2017-06-21,9195
2017-06-22,9195
2017-06-23,9195
2017-06-24,9195
2017-06-25,9195
2017-06-26,9195
2017-06-27,9195
2017-06-28,9195
2017-06-29,9195
2017-06-30,8812
2017-07-01,8812
2017-07-02,8812
2017-07-03,8812
2017-07-04,8812
2017-07-05,8812
2017-07-06,8812
2017-07-07,8812
2017-07-08,8812
2017-07-13,8812
2017-07-14,8812
2017-07-15,8812
2017-07-16,8812
2017-07-17,8812
2017-07-18,8812
2017-07-19,8812
2017-07-20,8812
2017-07-21,8812
2017-07-22,8812
2017-07-23,8812
2017-07-24,8571
2017-07-25,8571
2017-07-26,8571
2017-07-27,8571
2017-07-28,8571
2017-07-29,8571
2017-07-30,8571
2017-07-31,8571
2017-08-01,8571
2017-08-02,8571
2017-08-03,8571
2017-08-04,8571
2017-08-05,8571
2017-08-06,8571
2017-08-09,8571
2017-08-10,8571
2017-08-11,8571
2017-08-12,8571
2017-08-13,8571
2017-08-14,8571
2017-08-15,8571
2017-08-16,8571
2017-08-17,8571
2017-08-18,8571
2017-08-19,8191
2017-08-20,8191
2017-08-21,8191
2017-08-22,8191
2017-08-23,8191
2017-08-24,8191
2017-08-25,8191
2017-08-26,8191
2017-08-27,8191
2017-08-28,8191
2017-08-29,8191
2017-08-30,8191
2017-08-31,8191
2017-09-01,8191
2017-09-02,8191
2017-09-03,8191
2017-09-04,8191
2017-09-05,8191
2017-09-06,8191
2017-09-07,8191
2017-09-08,8191
2017-09-09,8191
2017-09-10,8191
2017-09-11,8191
2017-09-12,8191
2017-09-13,8191
2017-09-14,7993
2017-09-15,7993
2017-09-16,7993
2017-09-17,7993
2017-09-18,7993
2017-09-19,7993
2017-09-20,7993
2017-09-21,7993
2017-09-22,7993
2017-09-23,7993
2017-09-24,7993
2017-09-25,7993
2017-09-26,7993
2017-09-27,7993
2017-09-28,7993
2017-09-29,7993
2017-09-30,7993
2017-10-01,7993
2017-10-02,7993
2017-10-03,7993
2017-10-04,7993
2017-10-05,7993
2017-10-06,7993
2017-10-07,7993
2017-10-08,7993
2017-10-09,7993
2017-10-10,7993
2017-10-11,7993
2017-10-12,7993
2017-10-13,7993
2017-10-14,7837
2017-10-15,7837
2017-10-16,7837
2017-10-17,7837
2017-10-18,7837
2017-10-19,7837
2017-10-20,7837
2017-10-21,7837
2017-10-22,7837
2017-10-23,7837
2017-10-24,7837
2017-10-25,7837
2017-10-26,7837
2017-10-27,7837
2017-10-28,7837
2017-10-29,7837
2017-10-30,7837
2017-10-31,7837
2017-11-01,7837
2017-11-02,7837
2017-11-03,7837
2017-11-04,7837
2017-11-05,7837
2017-11-06,7837
2017-11-07,7837
2017-11-08,7837
2017-11-09,7837
2017-11-10,7837
2017-11-11,7837
2017-11-12,7837
2017-11-13,7837
2017-11-14,7837
2017-11-15,7837
2017-11-16,7837
2017-11-17,7804
2017-11-18,7804
2017-11-19,7804
2017-11-20,7804
2017-11-21,7804
2017-11-22,7804
2017-11-23,7804
2017-11-24,7804
2017-11-25,7804
2017-11-26,7804
2017-11-27,7804
2017-11-28,7804
2017-11-29,7804
2017-11-30,7804
2017-12-01,7804
2017-12-02,7804
2017-12-03,7804
2017-12-04,7804
2017-12-05,7804
2017-12-06,7804
2017-12-07,7804
2017-12-08,7804
2017-12-09,7804
2017-12-10,7804
2017-12-11,7804
2017-12-12,7804
2017-12-13,7456
2017-12-14,7456
2017-12-15,7456
2017-12-16,7456
2017-12-17,7456
2017-12-18,7456
2017-12-19,7456
2017-12-20,7456
2017-12-21,7456
2017-12-22,7456
2017-12-23,7456
2017-12-24,7456
2017-12-25,7456
2017-12-26,7456
2017-12-27,7456
2017-12-28,7456
2017-12-29,7456
2017-12-30,7456
2017-12-31,7456
2018-01-01,7456
2018-01-02,7456
2018-01-03,7456
2018-01-04,7456
2018-01-05,7456
2018-01-06,7456
2018-01-07,7456
2018-01-08,7456
2018-01-09,7456
2018-01-10,7456
2018-01-11,7456
2018-01-12,7363
2018-01-13,7363
2018-01-14,7363
2018-01-15,7363
2018-01-16,7363
2018-01-17,7363
2018-01-18,7363
2018-01-19,7363
2018-01-20,7363
2018-01-21,7363
2018-01-22,7363
2018-01-23,7363
2018-01-24,7086
2018-01-25,7086
2018-01-26,7086
2018-01-27,7086
2018-01-28,7086
2018-01-29,7086
2018-01-30,7086
2018-02-01,7086
2018-02-02,7086
2018-02-03,6746
2018-02-04,6746
2018-02-05,6746
2018-02-06,6746
2018-02-07,6746
2018-02-08,6746
2018-02-09,6746
2018-02-10,6746
2018-02-11,6746
2018-02-12,6746
2018-02-13,6746
2018-02-14,6746
2018-02-15,6746
2018-02-16,6417
2018-02-17,6417
2018-02-18,6417
2018-02-19,6417
2018-02-20,6417
2018-02-21,6417
2018-02-22,6417
2018-02-23,6417
2018-02-24,6417
2018-02-25,6417
2018-02-26,6417
2018-02-27,6387
2018-02-28,6387
2018-03-01,6387
2018-03-02,6387
2018-03-03,6387
2018-03-04,6387
2018-03-05,6387
2018-03-06,6387
2018-03-07,6387
2018-03-08,6387
2018-03-09,6387
2018-03-10,6387
2018-03-11,6361
2018-03-12,6361
2018-03-13,6361
2018-03-14,6361
2018-03-15,6361
2018-03-16,6361
2018-03-17,6361
2018-03-18,6361
2018-03-19,6361
2018-03-20,6361
2018-03-21,6361
2018-03-23,6361
2018-03-24,6361
2018-03-26,6361
2018-03-27,6361
2018-03-28,6361
2018-03-29,6402
2018-03-30,6402
2018-03-31,6402
2018-04-01,6402
2018-04-02,6402
2018-04-03,6402
2018-04-04,6402
2018-04-05,6402
2018-04-06,6402
2018-04-08,6402
2018-04-09,6402
2018-04-10,6402
2018-04-11,6402
2018-04-12,6105
2018-04-13,6105
2018-04-14,6105
2018-04-16,6105
2018-04-17,6105
2018-04-18,6105
2018-04-19,6105
2018-04-20,6105
2018-04-21,6105
2018-04-22,6105
2018-04-23,6105
2018-04-24,6105
2018-04-25,6105
2018-04-26,6105
2018-04-27,6105
2018-04-28,5953
2018-04-29,5953
2018-04-30,5953
2018-05-02,5953
2018-05-03,5953
2018-05-04,5953
2018-05-05,5953
2018-05-06,5953
2018-05-07,5953
2018-05-08,5953
2018-05-09,5953
2018-05-10,5953
2018-05-11,5953
2018-05-12,5710
2018-05-13,5710
2018-05-14,5710
2018-05-15,5710
2018-05-16,5710
2018-05-17,5710
2018-05-18,5710
2018-05-19,5710
2018-05-20,5710
2018-05-21,5710
2018-05-22,5710
2018-05-23,5710
2018-05-24,5546
2018-05-25,5546
2018-05-26,5546
2018-05-27,5546
2018-05-28,5546
2018-05-29,5546
2018-05-30,5546
2018-05-31,5546
2018-06-01,5546
2018-06-02,5546
2018-06-03,5546
2018-06-04,5546
2018-06-05,5501
2018-06-06,5501
2018-06-07,5501
2018-06-08,5501
2018-06-09,5501
2018-06-10,5501
2018-06-11,5501
2018-06-12,5501
2018-06-13,5501
2018-06-14,5501
2018-06-15,5501
2018-06-16,5501
2018-06-17,5426
2018-06-18,5426
2018-06-19,5426
2018-06-20,5426
2018-06-21,5426
2018-06-22,5426
2018-06-23,5426
2018-06-24,5426
2018-06-25,5426
2018-06-26,5426
2018-06-27,5426
2018-06-28,5426
2018-06-29,5426
2018-06-30,5426
2018-07-01,5272
2018-07-02,5272
2018-07-03,5272
2018-07-04,5272
2018-07-05,5272
2018-07-06,5272
2018-07-07,5272
2018-07-08,5272
2018-07-09,5272
2018-07-10,5272
2018-07-11,5272
2018-07-12,5272
2018-07-13,5272
2018-07-14,5272
2018-07-15,5272
2018-07-16,5272
2018-07-17,5272
2018-07-18,5272
2018-07-19,5272
2018-07-20,5272
2018-07-21,5272
2018-07-22,5272
2018-07-23,5286
2018-07-24,5286
2018-07-25,5286
2018-07-26,5286
2018-07-27,5286
2018-07-28,5286
2018-07-29,5286
2018-07-30,5286
2018-07-31,5286
2018-08-01,5286
2018-08-02,5286
2018-08-03,5260
2018-08-04,5260
2018-08-05,5260
2018-08-06,5260
2018-08-07,5260
2018-08-08,5260
2018-08-09,5260
2018-08-10,5260
2018-08-11,5260
2018-08-12,5260
2018-08-14,5260
2018-08-16,5451
2018-08-17,5451
2018-08-18,5451
2018-08-19,5451
2018-08-20,5451
2018-08-21,5451
2018-08-22,5451
2018-08-23,5451
2018-08-24,5451
2018-08-25,5451
2018-08-26,5451
2018-08-27,5451
2018-08-28,5451
2018-08-29,5484
2018-08-30,5484
2018-08-31,5484
2018-09-01,5484
2018-09-02,5484
2018-09-03,5484
2018-09-04,5484
2018-09-05,5484
2018-09-06,5484
2018-09-07,5484
2018-09-08,5346
2018-09-09,5346
2018-09-10,5346
2018-09-11,5346
2018-09-12,5346
2018-09-13,5346
2018-09-14,5346
2018-09-15,5346
2018-09-16,5346
2018-09-17,5346
2018-09-18,5346
2018-09-19,5346
2018-09-20,5346
2018-09-21,5346
2018-09-22,5392
2018-09-23,5392
2018-09-24,5392
2018-09-25,5392
2018-09-26,5392
2018-09-27,5392
2018-09-28,5392
2018-09-29,5392
2018-09-30,5392
2018-10-02,5392
2018-10-03,5223
2018-10-04,5223
2018-10-05,5223
2018-10-06,5223
2018-10-07,5223
2018-10-08,5223
2018-10-09,5223
2018-10-10,5223
2018-10-11,5223
2018-10-12,5223
2018-10-13,5223
2018-10-14,5223
2018-10-15,5273
2018-10-16,5273
2018-10-17,5273
2018-10-18,5273
2018-10-19,5273
2018-10-20,5273
2018-10-21,5273
2018-10-22,5273
2018-10-23,5273
2018-10-24,5273
2018-10-25,5273
2018-10-26,5273
2018-10-27,5112
2018-10-28,5112
2018-10-29,5112
2018-10-30,5112
2018-10-31,5112
2018-11-01,5112
2018-11-03,5112
2018-11-04,5112
2018-11-05,5112
2018-11-06,5023
2018-11-07,5023
2018-11-08,5023
2018-11-09,5023
2018-11-10,5023
2018-11-11,5023
2018-11-12,5023
2018-11-13,5023
2018-11-14,5023
2018-11-15,5023
2018-11-16,4874
2018-11-17,4874
2018-11-18,4874
2018-11-19,4874
2018-11-20,4874
2018-11-21,4874
2018-11-22,4874
2018-11-23,4874
2018-11-24,4874
2018-11-25,4741
2018-11-26,4741
2018-11-27,4741
2018-11-28,4741
2018-11-29,4741
2018-12-01,4741
2018-12-02,4741
2018-12-03,4794
2018-12-04,4794
2018-12-05,4794
2018-12-07,4794
2018-12-09,4794
2018-12-10,4794
2018-12-11,4794
2018-12-12,4794
2018-12-13,4809
2018-12-14,4809
2018-12-15,4809
2018-12-16,4809
2018-12-17,4809
2018-12-18,4809
2018-12-19,4809
2018-12-20,4809
2018-12-21,4809
2018-12-22,4809
2018-12-23,4809
2018-12-24,4809
2018-12-25,4809
2018-12-26,4809
2018-12-27,4980
2018-12-28,4980
2018-12-29,4980
2018-12-30,4980
2018-12-31,4980
2019-01-01,4980
2019-01-02,4980
2019-01-03,4980
2019-01-04,4980
2019-01-05,4980
2019-01-06,5055
2019-01-08,5055
2019-01-10,5055
2019-01-11,5055
2019-01-12,5055
2019-01-13,5055
2019-01-14,5055
2019-01-15,5055
2019-01-16,5055
2019-01-17,5019
2019-01-18,5019
2019-01-19,5019
2019-01-20,5019
2019-01-21,5019
2019-01-22,5019
2019-01-23,5019
2019-01-24,5019
2019-01-25,5019
2019-01-26,5019
2019-01-27,5019
2019-01-28,4965
2019-01-29,4965
2019-01-30,4965
2019-01-31,4965
2019-02-01,4965
2019-02-02,4965
2019-02-03,4965
2019-02-04,4965
2019-02-05,4965
2019-02-06,4965
2019-02-07,4965
2019-02-08,4965
2019-02-09,5143
2019-02-10,5143
2019-02-11,5143
2019-02-12,5143
2019-02-13,5143
2019-02-14,5143
2019-02-15,5143
2019-02-16,5143
2019-02-17,5143
2019-02-18,5143
2019-02-19,5143
2019-02-20,5143
2019-02-21,5143
2019-02-22,5034
2019-02-23,5034
2019-02-24,5034
2019-02-25,5034
2019-02-26,5034
2019-02-27,5034
2019-02-28,5034
2019-03-01,5034
2019-03-02,5034
2019-03-03,5034
2019-03-04,5034
2019-03-05,5034
2019-03-06,5034
2019-03-07,5034
2019-03-08,5034
2019-03-09,5034
2019-03-10,5034
2019-03-11,5034
2019-03-12,5034
2019-03-13,5034
2019-03-14,5191
2019-03-15,5191
2019-03-16,5191
2019-03-17,5191
2019-03-18,5191
2019-03-19,5191
2019-03-20,5191
2019-03-21,5191
2019-03-22,5191
2019-03-23,5191
2019-03-24,5191
2019-03-25,5191
2019-03-26,5191
2019-03-27,5191
2019-03-28,5397
2019-03-29,5397
2019-03-30,5397
2019-03-31,5397
2019-04-01,5397
2019-04-02,5397
2019-04-03,5397
2019-04-04,5397
2019-04-05,5397
