date_obj,Villager%20hat%20(brown) price
2015-03-26,25000
2015-03-27,25000
2015-03-28,25000
2015-03-29,25000
2015-03-30,25000
2015-03-31,25000
2015-04-01,25000
2015-04-02,25000
2015-04-03,25000
2015-04-04,25000
2015-04-05,25000
2015-04-06,25000
2015-04-07,25000
2015-04-08,25000
2015-04-09,25000
2015-04-10,25000
2015-04-11,25000
2015-04-12,25000
2015-04-13,25000
2015-04-14,25000
2015-04-15,25000
2015-04-16,25000
2015-04-17,25000
2015-04-18,25000
2015-04-19,25000
2015-04-20,25000
2015-04-21,25000
2015-04-22,25000
2015-04-23,25000
2015-04-24,25000
2015-04-25,25000
2015-04-26,25000
2015-04-27,25000
2015-04-28,25000
2015-04-29,25000
2015-04-30,25000
2015-05-01,25000
2015-05-02,25000
2015-05-03,25000
2015-05-04,25000
2015-05-05,25000
2015-05-06,25000
2015-05-07,25000
2015-05-08,25000
2015-05-09,25000
2015-05-10,24410
2015-05-11,24410
2015-05-12,24410
2015-05-13,24410
2015-05-14,24410
2015-05-15,24410
2015-05-16,24410
2015-05-17,24410
2015-05-18,24410
2015-05-19,24410
2015-05-20,24410
2015-05-21,24410
2015-05-22,24410
2015-05-23,24410
2015-05-24,24410
2015-05-25,24410
2015-05-26,24410
2015-05-27,24410
2015-05-28,24410
2015-05-29,24410
2015-05-30,24410
2015-05-31,24410
2015-06-01,24410
2015-06-02,24410
2015-06-03,24410
2015-06-04,24410
2015-06-05,24410
2015-06-06,24410
2015-06-07,24410
2015-06-08,24410
2015-06-09,24410
2015-06-10,24410
2015-06-11,24410
2015-06-12,24410
2015-06-13,24410
2015-06-14,24410
2015-06-15,24410
2015-06-16,24410
2015-06-17,24410
2015-06-18,24410
2015-06-19,24410
2015-06-20,24410
2015-06-21,24410
2015-06-22,24410
2015-06-23,24410
2015-06-24,23206
2015-06-25,23206
2015-06-26,23206
2015-06-27,23206
2015-06-28,23206
2015-06-29,23206
2015-06-30,23206
2015-07-01,23206
2015-07-02,23206
2015-07-03,23206
2015-07-04,23206
2015-07-05,23206
2015-07-06,23206
2015-07-07,23206
2015-07-08,23206
2015-07-09,23206
2015-07-10,23206
2015-07-11,23206
2015-07-12,23206
2015-07-13,23206
2015-07-14,23206
2015-07-15,23206
2015-07-16,23206
2015-07-17,23206
2015-07-18,23206
2015-07-19,23206
2015-07-20,23206
2015-07-21,23206
2015-07-22,23206
2015-07-23,23206
2015-07-24,23206
2015-07-25,23206
2015-07-26,23206
2015-07-27,23206
2015-07-28,23206
2015-07-29,23206
2015-07-30,23206
2015-07-31,23206
2015-08-01,23206
2015-08-02,22342
2015-08-03,22342
2015-08-04,22342
2015-08-05,22342
2015-08-06,22342
2015-08-07,22342
2015-08-08,22342
2015-08-09,22342
2015-08-10,22342
2015-08-11,22342
2015-08-12,22342
2015-08-13,22342
2015-08-14,22342
2015-08-15,22342
2015-08-16,22342
2015-08-17,22342
2015-08-18,22342
2015-08-19,22342
2015-08-20,22342
2015-08-21,22342
2015-08-22,22342
2015-08-23,22342
2015-08-24,22342
2015-08-25,22342
2015-08-26,22342
2015-08-27,22342
2015-08-28,22342
2015-08-29,22342
2015-08-30,22342
2015-08-31,22342
2015-09-01,22342
2015-09-02,22342
2015-09-03,21679
2015-09-04,21679
2015-09-05,21679
2015-09-06,21679
2015-09-07,21679
2015-09-08,21679
2015-09-09,21679
2015-09-10,21679
2015-09-11,21679
2015-09-12,21679
2015-09-13,21679
2015-09-14,21679
2015-09-15,21679
2015-09-16,21679
2015-09-17,21679
2015-09-18,21679
2015-09-19,21679
2015-09-20,21679
2015-09-21,21679
2015-09-22,21679
2015-09-23,21679
2015-09-24,21679
2015-09-25,21679
2015-09-27,21679
2015-09-28,21679
2015-09-29,21679
2015-09-30,21679
2015-10-05,21679
2015-10-06,21679
2015-10-07,20621
2015-10-08,20621
2015-10-09,20621
2015-10-10,20621
2015-10-11,20621
2015-10-12,20621
2015-10-13,20621
2015-10-14,20621
2015-10-15,20621
2015-10-16,20621
2015-10-17,20621
2015-10-18,20621
2015-10-19,20621
2015-10-20,20621
2015-10-22,20621
2015-10-23,20621
2015-10-24,20621
2015-10-25,20621
2015-10-26,20621
2015-10-27,20621
2015-10-29,20621
2015-10-30,20621
2015-10-31,20621
2015-11-01,20621
2015-11-02,20621
2015-11-03,20621
2015-11-04,20621
2015-11-05,20621
2015-11-06,20621
2015-11-07,19629
2015-11-08,19629
2015-11-09,19629
2015-11-10,19629
2015-11-11,19629
2015-11-12,19629
2015-11-13,19629
2015-11-14,19629
2015-11-15,19629
2015-11-16,19629
2015-11-17,19629
2015-11-18,19629
2015-11-19,19629
2015-11-20,19629
2015-11-21,19629
2015-11-22,19629
2015-11-23,19629
2015-11-24,19629
2015-11-25,19629
2015-11-26,19629
2015-11-27,19629
2015-11-28,19629
2015-11-29,19629
2015-11-30,19629
2015-12-01,19629
2015-12-02,19629
2015-12-03,19629
2015-12-04,19629
2015-12-05,19629
2015-12-06,19629
2015-12-07,19629
2015-12-08,19629
2015-12-09,18671
2015-12-10,18671
2015-12-11,18671
2015-12-13,18671
2015-12-14,18671
2015-12-15,18671
2015-12-16,18671
2015-12-17,18671
2015-12-18,18671
2015-12-19,18671
2015-12-20,18671
2015-12-21,18671
2015-12-22,18671
2015-12-23,18671
2015-12-24,18671
2015-12-25,18671
2015-12-26,18671
2015-12-27,18671
2015-12-28,18671
2015-12-29,18671
2015-12-30,18671
2015-12-31,18671
2016-01-01,18671
2016-01-02,18671
2016-01-03,18671
2016-01-04,18671
2016-01-05,18671
2016-01-06,18671
2016-01-07,17837
2016-01-08,17837
2016-01-09,17837
2016-01-10,17837
2016-01-11,17837
2016-01-12,17837
2016-01-13,17837
2016-01-14,17837
2016-01-15,17837
2016-01-16,17837
2016-01-17,17837
2016-01-18,17837
2016-01-19,17837
2016-01-20,17837
2016-01-21,17837
2016-01-22,17837
2016-01-23,17837
2016-01-24,17837
2016-01-25,17837
2016-01-26,17837
2016-01-27,17837
2016-01-28,17837
2016-01-29,17837
2016-01-30,17837
2016-01-31,16963
2016-02-01,16963
2016-02-02,16963
2016-02-03,16963
2016-02-04,16963
2016-02-05,16963
2016-02-06,16963
2016-02-07,16963
2016-02-08,16963
2016-02-09,16963
2016-02-10,16963
2016-02-11,16963
2016-02-12,16963
2016-02-13,16963
2016-02-14,16963
2016-02-15,16963
2016-02-16,16963
2016-02-17,16963
2016-02-18,16963
2016-02-19,16963
2016-02-20,16963
2016-02-21,16963
2016-02-22,16963
2016-02-23,16963
2016-02-24,16963
2016-02-25,16963
2016-02-26,16963
2016-02-27,16963
2016-02-28,16963
2016-02-29,16963
2016-03-01,16963
2016-03-02,16122
2016-03-03,16122
2016-03-04,16122
2016-03-05,16122
2016-03-06,16122
2016-03-07,16122
2016-03-08,16122
2016-03-09,16122
2016-03-10,16122
2016-03-11,16122
2016-03-12,16122
2016-03-13,16122
2016-03-14,16122
2016-03-15,16122
2016-03-16,16122
2016-03-17,16122
2016-03-18,16122
2016-03-19,16122
2016-03-20,16122
2016-03-21,16122
2016-03-22,16122
2016-03-23,16122
2016-03-24,16122
2016-03-25,16122
2016-03-26,16122
2016-03-27,16122
2016-03-28,16122
2016-03-29,16122
2016-03-30,16122
2016-03-31,16122
2016-04-01,16122
2016-04-02,16122
2016-04-03,16122
2016-04-04,15333
2016-04-05,15333
2016-04-06,15333
2016-04-07,15333
2016-04-08,15333
2016-04-09,15333
2016-04-10,15333
2016-04-11,15333
2016-04-12,15333
2016-04-13,15333
2016-04-14,15333
2016-04-15,15333
2016-04-16,15333
2016-04-17,15333
2016-04-18,15333
2016-04-19,15333
2016-04-20,15333
2016-04-21,15333
2016-04-22,15333
2016-04-23,15333
2016-04-24,15333
2016-04-25,15333
2016-04-26,15333
2016-04-27,15333
2016-04-28,15333
2016-04-29,15333
2016-04-30,15333
2016-05-01,15333
2016-05-02,15333
2016-05-03,15333
2016-05-04,15333
2016-05-05,15333
2016-05-06,15333
2016-05-07,15333
2016-05-08,14762
2016-05-09,14762
2016-05-10,14762
2016-05-11,14762
2016-05-12,14762
2016-05-13,14762
2016-05-14,14762
2016-05-15,14762
2016-05-16,14762
2016-05-17,14762
2016-05-18,14762
2016-05-19,14762
2016-05-22,14762
2016-05-23,14762
2016-05-24,14762
2016-05-25,14762
2016-05-26,14762
2016-05-27,14762
2016-05-28,14762
2016-05-29,14762
2016-05-30,14762
2016-05-31,14762
2016-06-01,14762
2016-06-02,14762
2016-06-03,14762
2016-06-04,14762
2016-06-05,14762
2016-06-06,14762
2016-06-07,14285
2016-06-08,14285
2016-06-09,14285
2016-06-10,14285
2016-06-11,14285
2016-06-12,14285
2016-06-13,14285
2016-06-14,14285
2016-06-15,14285
2016-06-16,14285
2016-06-17,14285
2016-06-18,14285
2016-06-19,14285
2016-06-20,14285
2016-06-21,14285
2016-06-22,14285
2016-06-23,14285
2016-06-24,14285
2016-06-25,14285
2016-06-26,14285
2016-06-27,14285
2016-06-28,14285
2016-06-29,14285
2016-06-30,14285
2016-07-01,14285
2016-07-02,13576
2016-07-03,13576
2016-07-04,13576
2016-07-05,13576
2016-07-06,13576
2016-07-07,13576
2016-07-08,13576
2016-07-09,13576
2016-07-10,13576
2016-07-11,13576
2016-07-12,13576
2016-07-13,13576
2016-07-14,13576
2016-07-15,13576
2016-07-16,13576
2016-07-17,13576
2016-07-18,13576
2016-07-24,13576
2016-07-25,13576
2016-07-26,13576
2016-07-27,13321
2016-07-28,13321
2016-07-29,13321
2016-07-30,13321
2016-07-31,13321
2016-08-01,13321
2016-08-02,13321
2016-08-03,13321
2016-08-04,13321
2016-08-05,13321
2016-08-06,13321
2016-08-07,13321
2016-08-08,13321
2016-08-09,13321
2016-08-10,13321
2016-08-11,13321
2016-08-12,13321
2016-08-13,13321
2016-08-14,13321
2016-08-15,13321
2016-08-16,13321
2016-08-17,13321
2016-08-18,13321
2016-08-19,13321
2016-08-20,13273
2016-08-21,13273
2016-08-22,13273
2016-08-23,13273
2016-08-24,13273
2016-08-25,13273
2016-08-26,13273
2016-08-28,13273
2016-08-31,13273
2016-09-01,13273
2016-09-02,13273
2016-09-03,13273
2016-09-04,13273
2016-09-05,13273
2016-09-06,13273
2016-09-07,13273
2016-09-08,13273
2016-09-09,13273
2016-09-10,13273
2016-09-11,13273
2016-09-12,13273
2016-09-13,13273
2016-09-14,13273
2016-09-15,12734
2016-09-16,12734
2016-09-17,12734
2016-09-18,12734
2016-09-19,12734
2016-09-20,12734
2016-09-21,12734
2016-09-22,12734
2016-09-23,12734
2016-09-24,12734
2016-09-25,12734
2016-09-26,12734
2016-09-27,12734
2016-09-28,12734
2016-09-29,12734
2016-09-30,12734
2016-10-01,12734
2016-10-02,12734
2016-10-03,12734
2016-10-04,12734
2016-10-05,12734
2016-10-06,12734
2016-10-07,12734
2016-10-08,12734
2016-10-09,12734
2016-10-10,12734
2016-10-11,12734
2016-10-12,12734
2016-10-13,12734
2016-10-14,12734
2016-10-15,12734
2016-10-16,12797
2016-10-17,12797
2016-10-18,12797
2016-10-19,12797
2016-10-20,12797
2016-10-21,12797
2016-10-22,12797
2016-10-23,12797
2016-10-24,12797
2016-10-25,12797
2016-10-26,12797
2016-10-27,12797
2016-10-28,12797
2016-10-29,12797
2016-10-30,12797
2016-10-31,12797
