date_obj,Toktz-xil-ek price
2015-03-26,70016
2015-03-27,73174
2015-03-28,73174
2015-03-29,73174
2015-03-30,73174
2015-03-31,73174
2015-04-01,73174
2015-04-02,73174
2015-04-03,73174
2015-04-04,73174
2015-04-05,73174
2015-04-06,73174
2015-04-07,73174
2015-04-08,73174
2015-04-09,76347
2015-04-10,76347
2015-04-11,76347
2015-04-12,76347
2015-04-13,76347
2015-04-14,76347
2015-04-15,76347
2015-04-16,76347
2015-04-17,76347
2015-04-18,76347
2015-04-19,76347
2015-04-20,76347
2015-04-21,76347
2015-04-22,79488
2015-04-23,79488
2015-04-24,79488
2015-04-25,79488
2015-04-26,79488
2015-04-27,79488
2015-04-28,79488
2015-04-29,79488
2015-04-30,79488
2015-05-01,79488
2015-05-02,79488
2015-05-03,79488
2015-05-04,79488
2015-05-05,82966
2015-05-06,82966
2015-05-07,82966
2015-05-08,82966
2015-05-09,82966
2015-05-10,82966
2015-05-11,82966
2015-05-12,82966
2015-05-13,82966
2015-05-14,82966
2015-05-15,82966
2015-05-16,82966
2015-05-17,82966
2015-05-18,82966
2015-05-19,82966
2015-05-20,82966
2015-05-21,82966
2015-05-22,86944
2015-05-23,86944
2015-05-24,86944
2015-05-25,86944
2015-05-26,86944
2015-05-27,86944
2015-05-28,86944
2015-05-29,86944
2015-05-30,86944
2015-05-31,86944
2015-06-01,86944
2015-06-02,86944
2015-06-03,90877
2015-06-04,90877
2015-06-05,90877
2015-06-06,90877
2015-06-07,90877
2015-06-08,90877
2015-06-09,90877
2015-06-10,90877
2015-06-11,90877
2015-06-12,90877
2015-06-13,90877
2015-06-14,90877
2015-06-15,90877
2015-06-16,94328
2015-06-17,94328
2015-06-18,94328
2015-06-19,94328
2015-06-20,94328
2015-06-21,94328
2015-06-22,94328
2015-06-23,94328
2015-06-24,94328
2015-06-25,94328
2015-06-26,94328
2015-06-27,94328
2015-06-28,94647
2015-06-29,94647
2015-06-30,94647
2015-07-01,94647
2015-07-02,94647
2015-07-03,94647
2015-07-04,94647
2015-07-05,94647
2015-07-06,94647
2015-07-07,94647
2015-07-08,94647
2015-07-09,94647
2015-07-10,94647
2015-07-11,94647
2015-07-12,94647
2015-07-13,93952
2015-07-14,93952
2015-07-15,93952
2015-07-16,93952
2015-07-17,93952
2015-07-18,93952
2015-07-19,93952
2015-07-20,93952
2015-07-21,93952
2015-07-22,93952
2015-07-23,93952
2015-07-24,93952
2015-07-25,93952
2015-07-26,93952
2015-07-27,93968
2015-07-28,93968
2015-07-29,93968
2015-07-30,93968
2015-07-31,93968
2015-08-01,93968
2015-08-02,93968
2015-08-03,93968
2015-08-04,93968
2015-08-05,93968
2015-08-06,93968
2015-08-07,93968
2015-08-08,96075
2015-08-09,96075
2015-08-10,96075
2015-08-11,96075
2015-08-12,96075
2015-08-13,96075
2015-08-14,96075
2015-08-15,96075
2015-08-16,96075
2015-08-17,96549
2015-08-18,96549
2015-08-19,96549
2015-08-20,96549
2015-08-21,96549
2015-08-22,96549
2015-08-23,96549
2015-08-24,96549
2015-08-25,96549
2015-08-26,97111
2015-08-27,97111
2015-08-28,97111
2015-08-29,97111
2015-08-30,97111
2015-08-31,97111
2015-09-01,97111
2015-09-02,97111
2015-09-03,97111
2015-09-04,97940
2015-09-05,97940
2015-09-06,97940
2015-09-07,97940
2015-09-08,97940
2015-09-09,97940
2015-09-10,97940
2015-09-11,97940
2015-09-12,97940
2015-09-13,97940
2015-09-14,97940
2015-09-15,94443
2015-09-16,94443
2015-09-17,94443
2015-09-18,94443
2015-09-19,94443
2015-09-20,94443
2015-09-21,94443
2015-09-22,94443
2015-09-23,94443
2015-09-24,94443
2015-09-25,94443
2015-09-27,90417
2015-09-28,90417
2015-09-29,90417
2015-09-30,90417
2015-10-05,90417
2015-10-06,88483
2015-10-07,88483
2015-10-08,88483
2015-10-09,88483
2015-10-10,88483
2015-10-11,88483
2015-10-12,88483
2015-10-13,88483
2015-10-14,88483
2015-10-15,88483
2015-10-16,88483
2015-10-17,88483
2015-10-18,86074
2015-10-19,86074
2015-10-20,86074
2015-10-22,86074
2015-10-23,86074
2015-10-24,86074
2015-10-25,86074
2015-10-26,86074
2015-10-27,86074
2015-10-29,86074
2015-10-30,86997
2015-10-31,86997
2015-11-01,86997
2015-11-02,86997
2015-11-03,86997
2015-11-04,86997
2015-11-05,86997
2015-11-06,86997
2015-11-07,86997
2015-11-08,86997
2015-11-09,86997
2015-11-10,86997
2015-11-11,86997
2015-11-12,88737
2015-11-13,88737
2015-11-14,88737
2015-11-15,88737
2015-11-16,88737
2015-11-17,88737
2015-11-18,88737
2015-11-19,88737
2015-11-20,88737
2015-11-21,88737
2015-11-22,88737
2015-11-23,88737
2015-11-24,88737
2015-11-25,90853
2015-11-26,90853
2015-11-27,90853
2015-11-28,90853
2015-11-29,90853
2015-11-30,90853
2015-12-01,90853
2015-12-02,90853
2015-12-03,90853
2015-12-04,90853
2015-12-05,90853
2015-12-06,90853
2015-12-07,93457
2015-12-08,93457
2015-12-09,93457
2015-12-10,93457
2015-12-11,93457
2015-12-13,93457
2015-12-14,93457
2015-12-15,93457
2015-12-16,93457
2015-12-17,93457
2015-12-18,91861
2015-12-19,91861
2015-12-20,91861
2015-12-21,91861
2015-12-22,91861
2015-12-23,91861
2015-12-24,91861
2015-12-25,91861
2015-12-26,91861
2015-12-27,91861
2015-12-28,95582
2015-12-29,95582
2015-12-30,95582
2015-12-31,95582
2016-01-01,95582
2016-01-02,95582
2016-01-03,95582
2016-01-04,95582
2016-01-05,95582
2016-01-06,95582
2016-01-07,91481
2016-01-08,91481
2016-01-09,91481
2016-01-10,91481
2016-01-11,91481
2016-01-12,91481
2016-01-13,91481
2016-01-14,91481
2016-01-15,91481
2016-01-16,92485
2016-01-17,92485
2016-01-18,92485
2016-01-19,92485
2016-01-20,92485
2016-01-21,92485
2016-01-22,92485
2016-01-23,92485
2016-01-24,92485
2016-01-25,94612
2016-01-26,94612
2016-01-27,94612
2016-01-28,94612
2016-01-29,94612
2016-01-30,94612
2016-01-31,94612
2016-02-01,94612
2016-02-02,94612
2016-02-03,96360
2016-02-04,96360
2016-02-05,96360
2016-02-06,96360
2016-02-07,96360
2016-02-08,96360
2016-02-09,96360
2016-02-10,96360
2016-02-11,96360
2016-02-12,96360
2016-02-13,95932
2016-02-14,95932
2016-02-15,95932
2016-02-16,95932
2016-02-17,95932
2016-02-18,95932
2016-02-19,95932
2016-02-20,95932
2016-02-21,95932
2016-02-22,95932
2016-02-23,96210
2016-02-24,96210
2016-02-25,96210
2016-02-26,96210
2016-02-27,96210
2016-02-28,96210
2016-02-29,96210
2016-03-01,96210
2016-03-02,96210
2016-03-03,96863
2016-03-04,96863
2016-03-05,96863
2016-03-06,96863
2016-03-07,96863
2016-03-08,96863
2016-03-09,96863
2016-03-10,96863
2016-03-11,96863
2016-03-12,98199
2016-03-13,98199
2016-03-14,98199
2016-03-15,98199
2016-03-16,98199
2016-03-17,98199
2016-03-18,98199
2016-03-19,98199
2016-03-20,98199
2016-03-21,98199
2016-03-22,98802
2016-03-23,98802
2016-03-24,98802
2016-03-25,98802
2016-03-26,98802
2016-03-27,98802
2016-03-28,98802
2016-03-29,98802
2016-03-30,98802
2016-03-31,97950
2016-04-01,97950
2016-04-02,97950
2016-04-03,97950
2016-04-04,97950
2016-04-05,97950
2016-04-06,97950
2016-04-07,97950
2016-04-08,97950
2016-04-09,97950
2016-04-10,98963
2016-04-11,98963
2016-04-12,98963
2016-04-13,98963
2016-04-14,98963
2016-04-15,98963
2016-04-16,98963
2016-04-17,98963
2016-04-18,98963
2016-04-19,98963
2016-04-20,98963
2016-04-21,98963
2016-04-22,99179
2016-04-23,99179
2016-04-24,99179
2016-04-25,99179
2016-04-26,99179
2016-04-27,99179
2016-04-28,99179
2016-04-29,99179
2016-04-30,99179
2016-05-01,99179
2016-05-02,99179
2016-05-03,99674
2016-05-04,99674
2016-05-05,99674
2016-05-06,99674
2016-05-07,99674
2016-05-08,99674
2016-05-09,99674
2016-05-10,99674
2016-05-11,99674
2016-05-12,99674
2016-05-13,97911
2016-05-14,97911
2016-05-15,97911
2016-05-16,97911
2016-05-17,97911
2016-05-18,97911
2016-05-19,97911
2016-05-22,94187
2016-05-23,94187
2016-05-24,94187
2016-05-25,94187
2016-05-26,94187
2016-05-27,94187
2016-05-28,94187
2016-05-29,94187
2016-05-30,94187
2016-05-31,96272
2016-06-01,96272
2016-06-02,96272
2016-06-03,96272
2016-06-04,96272
2016-06-05,96272
2016-06-06,96272
2016-06-07,96272
2016-06-08,96272
2016-06-09,96272
2016-06-10,95166
2016-06-11,95166
2016-06-12,95166
2016-06-13,95166
2016-06-14,95166
2016-06-15,95166
2016-06-16,95166
2016-06-17,95166
2016-06-18,95166
2016-06-19,95166
