date_obj,Old%20demon%20mask price
2016-12-16,2182569
2016-12-17,2182569
2016-12-18,2182569
2016-12-19,2182569
2016-12-20,2182569
2016-12-21,2182569
2016-12-22,2182569
2016-12-23,2075416
2016-12-24,2075416
2016-12-25,2075416
2016-12-26,2075416
2016-12-27,2075416
2016-12-28,2075416
2016-12-29,2075416
2016-12-30,2075416
2016-12-31,1973498
2017-01-01,1973498
2017-01-03,1973498
2017-01-04,1973498
2017-01-05,1973498
2017-01-06,1973498
2017-01-07,1877392
2017-01-08,1877392
2017-01-09,1877392
2017-01-10,1877392
2017-01-11,1877392
2017-01-12,1877392
2017-01-13,1877392
2017-01-14,1786012
2017-01-15,1786012
2017-01-16,1786012
2017-01-17,1786012
2017-01-18,1786012
2017-01-19,1786012
2017-01-20,1786012
2017-01-21,1697922
2017-01-22,1697922
2017-01-27,1697922
2017-01-28,1614873
2017-01-29,1614873
2017-01-30,1614873
2017-01-31,1614873
2017-02-01,1614873
2017-02-02,1614873
2017-02-03,1614873
2017-02-04,1535245
2017-02-05,1535245
2017-02-06,1535245
2017-02-07,1535245
2017-02-08,1535245
2017-02-09,1535245
2017-02-10,1535245
2017-02-11,1459784
2017-02-12,1459784
2017-02-13,1459784
2017-02-14,1459784
2017-02-15,1459784
2017-02-16,1459784
2017-02-18,1387631
2017-02-19,1387631
2017-02-20,1387631
2017-02-21,1387631
2017-02-22,1387631
2017-02-23,1387631
2017-02-24,1387631
2017-02-25,1387631
2017-02-26,1319663
2017-02-27,1319663
2017-02-28,1319663
2017-03-01,1319663
2017-03-02,1319663
2017-03-03,1254227
2017-03-04,1254227
2017-03-05,1254227
2017-03-06,1254227
2017-03-07,1254227
2017-03-08,1193175
2017-03-09,1193175
2017-03-10,1193175
2017-03-11,1193175
2017-03-12,1193175
2017-03-13,1135081
2017-03-14,1135081
2017-03-15,1135081
2017-03-16,1135081
2017-03-17,1135081
2017-03-18,1078388
2017-03-19,1078388
2017-03-20,1078388
2017-03-21,1078388
2017-03-22,1078388
2017-03-23,1026054
2017-03-24,1026054
2017-03-25,1026054
2017-03-26,1026054
2017-03-27,1026054
2017-03-28,1026054
2017-03-29,976804
2017-03-30,976804
2017-03-31,976804
2017-04-01,976804
2017-04-02,976804
2017-04-03,976804
2017-04-04,929511
2017-04-12,289777
2017-04-13,289777
2017-04-14,289777
2017-04-15,289777
2017-04-16,289777
2017-04-17,289777
2017-04-18,289777
2017-04-19,281504
2017-04-20,281504
2017-04-21,281504
2017-04-22,281504
2017-04-23,281504
2017-04-24,281504
2017-04-25,281504
2017-04-26,280361
2017-04-27,280361
2017-04-28,280361
2017-04-29,280361
2017-04-30,280361
2017-05-01,280361
2017-05-02,280361
2017-05-03,280361
2017-05-04,270092
2017-05-05,270092
2017-05-06,270092
2017-05-07,270092
2017-05-08,270092
2017-05-09,270092
2017-05-10,270092
2017-05-11,258677
2017-05-12,258677
2017-05-13,258677
2017-05-14,258677
2017-05-15,258677
2017-05-16,258677
2017-05-17,258677
2017-05-18,246953
2017-05-19,246953
2017-05-20,246953
2017-05-21,246953
2017-05-22,246953
2017-05-23,246953
2017-05-24,246953
2017-05-25,236944
2017-05-26,236944
2017-05-27,236944
2017-05-28,236944
2017-05-29,236944
2017-05-30,236944
2017-05-31,236944
2017-06-01,226841
2017-06-02,226841
2017-06-03,226841
2017-06-06,226841
2017-06-07,226841
2017-06-08,220990
2017-06-09,220990
2017-06-10,220990
2017-06-11,220990
2017-06-12,220990
2017-06-13,220990
2017-06-14,216145
2017-06-15,216145
2017-06-16,216145
2017-06-17,216145
2017-06-18,216145
2017-06-19,216145
2017-06-20,216145
2017-06-21,214036
2017-06-22,214036
2017-06-23,214036
2017-06-24,214036
2017-06-25,214036
2017-06-26,214036
2017-06-27,214036
2017-06-28,214036
2017-06-29,213231
2017-06-30,213231
2017-07-01,213231
2017-07-02,213231
2017-07-03,213231
2017-07-04,213231
2017-07-05,213231
2017-07-06,213483
2017-07-07,213483
2017-07-08,213483
2017-07-13,213483
2017-07-14,211939
2017-07-15,211939
2017-07-16,211939
2017-07-17,211939
2017-07-18,211939
2017-07-19,211939
2017-07-20,211939
2017-07-21,208421
2017-07-22,208421
2017-07-23,208421
2017-07-24,208421
2017-07-25,208421
2017-07-26,208421
2017-07-27,208421
2017-07-28,204064
2017-07-29,204064
2017-07-30,204064
2017-07-31,204064
2017-08-01,204064
2017-08-02,204064
2017-08-03,204064
2017-08-04,204064
2017-08-05,194902
2017-08-06,194902
2017-08-09,194902
2017-08-10,194902
2017-08-11,192625
2017-08-12,192625
2017-08-13,192625
2017-08-14,192625
2017-08-15,192625
2017-08-17,192625
2017-08-18,192625
2017-08-19,193530
2017-08-20,193530
2017-08-21,193530
2017-08-22,193530
2017-08-23,193530
2017-08-24,193530
2017-08-25,193530
2017-08-26,195356
2017-08-27,195356
2017-08-28,195356
2017-08-29,195356
2017-08-30,195356
2017-08-31,195356
2017-09-01,195356
2017-09-02,194120
2017-09-03,194120
2017-09-04,194120
2017-09-05,194120
2017-09-06,194120
2017-09-07,194120
2017-09-08,194120
2017-09-09,193557
2017-09-10,193557
2017-09-11,193557
2017-09-12,193557
2017-09-13,193557
2017-09-14,193557
2017-09-15,193557
2017-09-16,193557
2017-09-17,192561
2017-09-19,192561
2017-09-20,192561
2017-09-21,192561
2017-09-22,192561
2017-09-23,192561
2017-09-24,188681
2017-09-25,188681
2017-09-26,188681
2017-09-27,188681
2017-09-28,188681
2017-09-29,188681
2017-09-30,188681
2017-10-01,188681
2017-10-02,183233
2017-10-03,183233
2017-10-04,183233
2017-10-05,183233
2017-10-06,183233
2017-10-07,183233
2017-10-08,183233
2017-10-09,183233
2017-10-10,178392
2017-10-11,178392
2017-10-12,178392
2017-10-13,178392
2017-10-14,178392
2017-10-15,178392
2017-10-16,178392
2017-10-17,178392
2017-10-18,176239
2017-10-19,176239
2017-10-20,176239
2017-10-21,176239
2017-10-22,176239
2017-10-23,176239
2017-10-24,176239
2017-10-25,176239
2017-10-26,168790
2017-10-27,168790
2017-10-28,168790
2017-10-29,168790
2017-10-30,168790
2017-10-31,168790
2017-11-01,168790
2017-11-02,170641
2017-11-03,170641
2017-11-04,170641
2017-11-05,170641
2017-11-06,170641
2017-11-07,170641
2017-11-08,170641
2017-11-09,173002
2017-11-10,173002
2017-11-11,173002
2017-11-12,173002
2017-11-13,173002
2017-11-14,173002
2017-11-15,173002
2017-11-16,176724
2017-11-17,176724
2017-11-18,176724
2017-11-19,176724
2017-11-20,176724
2017-11-21,176724
2017-11-22,176724
2017-11-23,176724
2017-11-24,168985
2017-11-25,168985
2017-11-26,168985
2017-11-27,168985
2017-11-28,168985
2017-11-29,168985
2017-11-30,168985
2017-12-01,160535
2017-12-02,160535
2017-12-03,160535
2017-12-04,160535
2017-12-05,160535
2017-12-06,160535
2017-12-07,160535
2017-12-08,153971
2017-12-09,153971
2017-12-10,153971
2017-12-11,153971
2017-12-12,153971
2017-12-14,153971
2017-12-15,146509
2017-12-16,146509
2017-12-17,146509
2017-12-18,146509
2017-12-19,146509
2017-12-20,146509
2017-12-21,146509
2017-12-22,140726
2017-12-23,140726
2017-12-24,140726
2017-12-25,140726
2017-12-26,140726
2017-12-27,140726
2017-12-28,140726
2017-12-29,140726
2017-12-30,135640
2017-12-31,135640
2018-01-01,135640
2018-01-02,135640
2018-01-03,135640
2018-01-04,135640
2018-01-05,129053
2018-01-06,129053
2018-01-07,129053
2018-01-08,129053
2018-01-09,129053
2018-01-10,129053
2018-01-11,123273
2018-01-12,123273
2018-01-13,123273
2018-01-14,123273
2018-01-15,123273
2018-01-16,123273
2018-01-17,117419
2018-01-18,117419
2018-01-19,117419
2018-01-20,117419
2018-01-21,117419
2018-01-22,117419
2018-01-23,120947
2018-01-24,120947
2018-01-25,120947
2018-01-26,120947
2018-01-27,126417
2018-01-28,126417
2018-01-29,126417
2018-01-31,132452
2018-02-01,132452
2018-02-02,132452
2018-02-03,133864
2018-02-04,133864
2018-02-05,133864
2018-02-06,133864
2018-02-07,133905
2018-02-08,133905
2018-02-09,133905
2018-02-10,133905
2018-02-11,140058
2018-02-12,140058
2018-02-13,140058
2018-02-14,140058
2018-02-15,145512
2018-02-16,145512
2018-02-17,145512
2018-02-18,151560
2018-02-19,151560
2018-02-20,151560
2018-02-21,158392
2018-02-22,158392
2018-02-23,158392
2018-02-24,158392
2018-02-25,165590
2018-02-26,165590
2018-02-27,165590
2018-03-01,172704
2018-03-02,172704
2018-03-03,172704
2018-03-04,172704
2018-03-05,178563
2018-03-06,178563
2018-03-07,178563
2018-03-08,178563
2018-03-09,186585
2018-03-10,186585
2018-03-11,186585
2018-03-12,186522
2018-03-13,186522
2018-03-14,186522
2018-03-15,186522
2018-03-16,188161
2018-03-17,188161
2018-03-18,188161
2018-03-19,188161
2018-03-20,191599
2018-03-21,191599
2018-03-23,191599
2018-03-24,191599
2018-03-26,193853
2018-03-27,193853
2018-03-28,193853
2018-03-29,193853
2018-03-30,190931
2018-03-31,190931
2018-04-01,190931
2018-04-02,190931
2018-04-03,184397
2018-04-04,184397
2018-04-05,184397
2018-04-06,184397
2018-04-08,177717
2018-04-09,177717
2018-04-10,177717
2018-04-11,169603
2018-04-12,169603
2018-04-13,169603
2018-04-14,169603
2018-04-15,162616
2018-04-16,162616
2018-04-17,162616
2018-04-18,162616
2018-04-19,162616
2018-04-20,157244
2018-04-21,157244
2018-04-22,157244
2018-04-23,157244
2018-04-24,150626
2018-04-25,150626
2018-04-26,150626
2018-04-27,150626
2018-04-28,144141
2018-04-29,144141
2018-04-30,144141
2018-05-01,137221
2018-05-02,137221
2018-05-04,137221
2018-05-05,132325
2018-05-06,132325
2018-05-07,132325
2018-05-08,132325
2018-05-09,126547
2018-05-10,126547
2018-05-11,126547
2018-05-12,121359
2018-05-13,121359
2018-05-14,121359
2018-05-15,116675
2018-05-16,116675
2018-05-17,116675
2018-05-18,117350
2018-05-19,117350
2018-05-20,117350
2018-05-21,115769
2018-05-22,115769
2018-05-23,115769
2018-05-24,115769
2018-05-25,115758
2018-05-26,115758
2018-05-27,115758
2018-05-28,114345
2018-05-29,114345
2018-05-30,114345
2018-05-31,114345
2018-06-01,111152
2018-06-02,111152
2018-06-03,111152
2018-06-04,107164
2018-06-05,107164
2018-06-06,107274
2018-06-07,107274
2018-06-08,107274
2018-06-09,107274
2018-06-10,108062
2018-06-11,108062
2018-06-12,108062
2018-06-13,108042
2018-06-14,108042
2018-06-15,108042
2018-06-16,108042
2018-06-17,109736
2018-06-18,109736
2018-06-19,109736
2018-06-20,109736
2018-06-21,111609
2018-06-22,111609
2018-06-23,111609
2018-06-24,110713
2018-06-25,110713
2018-06-26,110713
2018-06-27,110713
2018-06-28,111995
2018-06-29,111995
2018-06-30,111995
2018-07-01,112465
2018-07-02,112465
2018-07-03,112465
2018-07-04,112465
2018-07-05,112306
2018-07-06,112306
2018-07-07,112306
2018-07-08,111173
2018-07-09,111173
2018-07-10,111173
2018-07-11,110288
2018-07-12,110288
2018-07-13,110288
2018-07-14,108780
2018-07-15,108780
2018-07-16,108780
2018-07-17,109814
2018-07-18,109814
2018-07-19,109814
2018-07-20,109814
2018-07-21,108827
2018-07-22,108827
2018-07-23,103539
2018-07-24,103539
2018-07-25,103539
2018-07-26,103539
2018-07-27,101512
2018-07-28,101512
2018-07-29,101512
2018-07-30,100135
2018-07-31,100135
2018-08-01,100135
2018-08-02,99986
2018-08-03,99986
2018-08-04,99986
2018-08-05,99880
2018-08-06,99880
2018-08-07,99880
2018-08-08,98662
2018-08-09,98662
2018-08-10,98662
2018-08-11,98827
2018-08-12,98827
2018-08-14,98905
2018-08-16,98198
2018-08-17,98198
2018-08-18,98198
2018-08-19,96137
2018-08-20,96137
2018-08-21,96156
2018-08-22,96156
2018-08-23,96156
2018-08-24,96441
2018-08-25,96441
2018-08-26,96441
2018-08-27,95189
2018-08-28,95189
2018-08-29,94065
2018-08-30,94065
2018-08-31,94065
2018-09-01,93999
2018-09-02,93999
2018-09-03,93999
2018-09-04,95043
2018-09-05,95043
2018-09-06,95043
2018-09-07,94774
2018-09-08,94774
2018-09-09,94774
2018-09-10,94579
2018-09-11,94579
2018-09-12,94579
2018-09-13,96213
2018-09-14,96213
2018-09-15,96213
2018-09-16,95032
2018-09-17,95032
2018-09-18,93020
2018-09-19,93020
2018-09-20,93020
2018-09-21,93020
2018-09-22,92337
2018-09-23,92337
2018-09-24,92337
2018-09-25,92098
2018-09-26,92098
2018-09-27,92098
2018-09-28,92946
2018-09-29,92946
2018-09-30,92946
2018-10-02,92611
2018-10-03,93385
2018-10-04,93385
2018-10-05,93385
2018-10-06,94951
2018-10-07,94951
2018-10-08,94951
2018-10-09,97558
2018-10-10,97558
2018-10-11,97558
2018-10-12,98130
2018-10-13,98130
2018-10-14,98530
2018-10-15,98530
2018-10-16,98530
2018-10-17,100058
2018-10-18,100058
2018-10-19,100058
2018-10-20,104323
2018-10-21,104323
2018-10-22,104323
2018-10-23,108466
2018-10-24,108466
2018-10-25,113599
2018-10-26,113599
2018-10-27,113599
2018-10-28,118919
2018-10-29,118919
2018-10-30,118919
2018-10-31,124708
2018-11-01,124708
2018-11-03,130872
2018-11-04,130872
2018-11-05,136865
2018-11-06,136865
2018-11-07,142740
2018-11-08,142740
2018-11-09,147896
2018-11-10,147896
2018-11-11,153159
2018-11-12,153159
2018-11-13,160615
2018-11-15,167189
2018-11-16,167189
2018-11-17,174298
2018-11-18,174298
2018-11-19,179814
2018-11-20,179814
2018-11-21,184648
2018-11-22,184648
2018-11-23,192677
2018-11-24,192677
2018-11-25,198718
2018-11-26,198718
2018-11-27,198718
2018-11-28,196372
2018-11-29,196372
2018-12-01,189468
2018-12-02,183721
2018-12-03,183721
2018-12-04,183721
2018-12-05,178263
2018-12-07,178263
2018-12-09,174109
2018-12-10,166969
2018-12-11,166969
2018-12-12,166969
2018-12-13,162947
2018-12-14,162947
2018-12-15,156991
2018-12-16,156991
2018-12-17,156991
2018-12-18,152086
2018-12-19,152086
2018-12-20,152086
2018-12-21,145957
2018-12-22,145957
2018-12-23,142441
2018-12-24,142441
2018-12-25,137668
2018-12-26,137668
2018-12-27,131453
2018-12-28,131453
2018-12-29,124880
2018-12-30,124880
2018-12-31,119547
2019-01-01,119547
2019-01-02,116139
2019-01-03,116139
2019-01-04,116139
2019-01-05,112219
2019-01-06,112219
2019-01-08,107318
2019-01-10,102732
2019-01-11,98304
2019-01-12,98304
2019-01-13,95291
2019-01-14,95291
2019-01-15,95291
2019-01-16,92230
2019-01-17,92230
2019-01-18,89113
2019-01-19,89113
2019-01-20,86503
2019-01-21,86503
2019-01-22,82603
2019-01-23,82603
2019-01-24,79271
2019-01-25,79271
2019-01-26,77287
2019-01-27,77287
2019-01-29,75391
2019-01-30,75227
2019-01-31,75227
2019-02-01,74906
2019-02-02,74906
2019-02-03,74396
2019-02-04,74396
2019-02-05,76605
2019-02-06,76605
2019-02-07,80267
2019-02-08,80267
2019-02-09,80267
2019-02-10,82051
2019-02-11,82051
2019-02-12,82051
2019-02-13,83292
2019-02-14,83292
2019-02-15,83292
2019-02-16,86427
2019-02-17,86427
2019-02-18,86427
2019-02-19,89357
2019-02-20,89357
2019-02-21,90739
2019-02-22,90739
2019-02-23,90739
2019-02-24,88710
2019-02-25,88710
2019-02-26,86896
2019-02-27,86896
2019-02-28,86896
2019-03-01,86896
2019-03-02,83918
2019-03-03,83918
2019-03-04,81800
2019-03-05,81800
2019-03-06,81800
2019-03-07,80289
2019-03-08,80289
2019-03-09,80289
2019-03-10,77909
2019-03-11,77909
2019-03-12,76848
2019-03-13,76848
2019-03-14,76848
2019-03-15,76028
2019-03-16,76028
2019-03-17,75207
2019-03-18,75207
2019-03-19,75207
2019-03-20,74801
2019-03-21,74801
2019-03-22,74801
2019-03-23,72799
2019-03-24,72799
2019-03-25,72799
2019-03-26,71555
2019-03-27,71555
2019-03-28,71555
2019-03-29,68046
2019-03-30,68046
2019-03-31,68046
2019-04-01,64778
2019-04-02,64778
2019-04-03,64778
2019-04-04,63857
2019-04-05,63857
2019-04-06,63857
2019-04-07,64331
2019-04-08,64331
2019-04-09,64331
2019-04-10,65793
2019-04-11,65793
2019-04-12,68297
2019-04-13,68297
2019-04-14,68844
2019-04-15,68844
2019-04-16,71371
2019-04-17,71371
2019-04-18,71371
2019-04-19,74443
2019-04-20,74443
2019-04-21,77545
2019-04-22,77545
2019-04-23,79779
2019-04-24,79779
2019-04-25,79795
2019-04-26,79795
2019-04-27,80665
2019-04-28,80665
2019-04-29,80677
2019-04-30,80677
2019-05-01,80677
2019-05-02,78626
2019-05-03,78626
2019-05-04,78193
2019-05-05,78193
2019-05-06,78193
2019-05-07,74283
2019-05-08,74283
2019-05-09,74283
2019-05-10,72797
2019-05-11,72797
2019-05-12,69924
2019-05-13,69924
2019-05-14,66850
2019-05-15,66850
2019-05-16,64356
2019-05-17,64356
2019-05-18,63279
2019-05-19,63279
2019-05-20,63279
2019-05-21,62077
2019-05-22,62077
2019-05-23,61475
2019-05-24,61475
2019-05-25,60927
2019-05-26,60927
2019-05-27,60280
2019-05-28,60280
2019-05-29,59044
2019-05-30,59044
2019-05-31,59044
2019-06-01,58466
2019-06-02,58466
2019-06-03,55948
2019-06-04,55948
2019-06-05,55554
2019-06-06,55554
2019-06-07,55554
2019-06-08,56762
2019-06-09,56762
2019-06-10,56762
2019-06-11,57913
2019-06-12,57913
2019-06-13,58107
2019-06-14,58107
2019-06-15,55947
2019-06-16,55947
2019-06-17,54087
2019-06-18,54087
2019-06-19,54087
2019-06-20,52840
2019-06-21,52840
2019-06-22,52840
2019-06-23,50474
2019-06-24,50474
2019-06-25,50474
2019-06-26,48210
2019-06-27,46226
2019-06-28,46226
2019-06-29,44373
2019-06-30,44373
2019-07-01,43326
2019-07-02,43326
2019-07-03,41392
2019-07-04,41392
2019-07-05,40679
2019-07-06,40679
2019-07-07,41842
2019-07-08,41842
2019-07-09,41686
2019-07-10,41686
2019-07-11,39734
2019-07-12,39734
2019-07-13,39759
2019-07-14,39759
2019-07-15,40322
2019-07-16,40322
2019-07-17,41036
2019-07-18,41036
2019-07-19,41036
2019-07-20,41896
2019-07-21,41896
2019-07-22,40555
2019-07-23,40555
2019-07-24,40555
2019-07-25,38737
2019-07-26,38737
2019-07-27,37395
2019-07-28,37395
2019-07-29,37393
2019-07-30,37393
2019-07-31,36974
2019-08-01,36974
2019-08-02,36974
2019-08-03,36129
2019-08-04,36129
2019-08-05,35958
2019-08-06,35958
2019-08-07,36903
2019-08-08,36903
2019-08-09,36903
2019-08-10,38749
2019-08-11,38749
2019-08-12,40590
2019-08-13,40590
2019-08-14,40590
2019-08-15,42452
2019-08-16,42452
2019-08-17,42452
2019-08-18,44575
2019-08-19,44575
2019-08-20,44575
2019-08-21,46635
2019-08-22,46635
2019-08-23,46635
2019-08-24,48967
2019-08-24,48967
2019-08-25,48967
2019-08-25,48967
2019-08-26,48967
2019-08-26,48967
2019-08-27,51185
2019-08-27,51185
2019-08-28,51185
2019-08-29,51185
2019-08-30,53375
2019-08-31,53375
2019-09-01,53375
2019-09-02,55327
2019-09-03,55327
2019-09-04,57518
2019-09-05,57518
2019-09-06,57518
2019-09-07,58405
2019-09-08,58405
2019-09-09,58405
2019-09-10,56004
2019-09-11,56004
2019-09-12,56004
2019-09-13,56416
2019-09-14,56416
2019-09-15,58488
2019-09-16,58488
2019-09-17,58488
2019-09-18,61090
2019-09-19,61090
2019-09-20,61090
2019-09-21,63823
2019-09-22,63823
2019-09-23,63823
2019-09-24,63823
2019-09-25,66317
2019-09-26,66317
2019-09-27,66317
2019-09-28,68342
2019-09-29,68342
2019-09-30,68342
2019-10-01,70303
2019-10-02,70303
2019-10-03,70303
2019-10-04,70303
2019-10-05,73814
2019-10-06,73814
2019-10-07,73814
2019-10-08,77505
2019-10-09,77505
2019-10-10,77505
2019-10-11,77505
2019-10-12,81121
2019-10-13,81121
2019-10-14,84822
2019-10-15,84822
2019-10-16,84822
2019-10-17,88824
2019-10-18,88824
2019-10-19,92955
2019-10-20,92955
2019-10-21,92955
2019-10-22,97399
2019-10-23,97399
2019-10-24,101092
2019-10-25,101092
2019-10-26,103377
2019-10-27,103377
2019-10-28,103377
2019-10-29,107034
2019-10-30,107034
2019-10-31,107034
2019-11-01,105488
2019-11-02,105488
2019-11-03,105488
2019-11-04,100458
2019-11-05,100458
2019-11-06,100458
2019-11-07,100458
2019-11-08,96020
2019-11-09,96020
2019-11-10,96020
2019-11-11,91268
2019-11-12,91268
2019-11-13,91268
2019-11-14,87005
2019-11-15,87005
2019-11-16,87005
2019-11-17,82933
2019-11-18,82933
2019-11-19,82933
2019-11-20,79195
2019-11-21,79195
2019-11-22,79195
2019-11-23,75850
2019-11-24,75850
2019-11-25,75850
2019-11-26,72317
2019-11-27,72317
2019-11-28,72317
2019-11-29,72317
2019-11-30,68701
2019-12-01,68701
2019-12-02,68701
2019-12-03,65404
2019-12-04,65404
2019-12-05,65404
2019-12-06,62484
2019-12-07,62484
2019-12-08,59792
2019-12-09,59792
2019-12-10,57057
2019-12-11,57057
2019-12-12,54720
2019-12-13,54720
2019-12-14,52203
2019-12-15,52203
2019-12-16,52203
2019-12-17,49592
2019-12-18,49592
2019-12-19,49592
2019-12-20,47712
2019-12-21,47712
2019-12-22,45842
2019-12-23,45842
2019-12-24,45842
2019-12-25,44677
2019-12-26,44677
2019-12-27,44677
2019-12-28,42678
2019-12-29,42678
2019-12-30,42678
2019-12-31,41352
2020-01-01,41352
2020-01-02,41352
2020-01-03,40712
2020-01-04,40712
2020-01-05,40712
2020-01-06,39029
2020-01-07,39029
2020-01-08,39029
2020-01-09,38489
2020-01-10,38489
2020-01-11,37754
2020-01-12,37754
2020-01-13,37754
2020-01-14,37754
2020-01-15,35897
2020-01-16,35897
2020-01-17,35202
2020-01-18,35202
2020-01-19,35202
2020-01-20,35482
2020-01-21,35482
2020-01-22,35482
2020-01-23,36627
2020-01-24,36627
2020-01-25,36627
2020-01-26,36380
2020-01-27,36380
2020-01-28,36380
2020-01-29,35210
2020-01-30,35210
2020-01-31,35210
2020-02-01,34276
2020-02-02,34276
2020-02-03,33490
2020-02-04,33490
2020-02-05,33490
2020-02-06,33948
2020-02-07,33948
2020-02-08,33948
2020-02-09,34453
2020-02-10,34453
2020-02-11,34711
2020-02-12,34711
2020-02-13,34711
2020-02-14,33688
2020-02-15,33688
2020-02-16,33688
2020-02-17,32841
2020-02-18,32841
2020-02-19,32841
2020-02-20,32240
2020-02-21,32240
2020-02-22,32240
2020-02-23,30996
2020-02-24,30996
2020-02-25,30996
2020-02-26,30788
2020-02-27,30788
2020-02-28,30788
2020-02-29,31754
2020-03-01,31754
2020-03-02,32005
2020-03-03,32005
2020-03-04,32005
2020-03-05,32488
2020-03-06,32488
2020-03-07,32488
2020-03-08,33840
2020-03-09,33840
2020-03-10,35441
2020-03-11,35441
2020-03-12,35441
2020-03-13,37090
2020-03-14,37090
2020-03-15,37090
2020-03-16,38449
2020-03-17,38449
2020-03-18,38449
2020-03-19,39977
2020-03-20,39977
2020-03-21,40421
2020-03-22,40421
2020-03-23,40684
2020-03-24,40684
2020-03-25,41083
2020-03-26,41083
2020-03-27,42664
2020-03-28,42664
2020-03-29,43913
2020-03-30,43913
2020-03-31,43753
2020-04-01,43753
2020-04-02,42699
2020-04-03,42699
2020-04-04,42699
2020-04-05,43047
2020-04-06,43047
2020-04-07,44382
2020-04-08,44382
2020-04-09,45552
2020-04-10,45552
2020-04-11,45658
2020-04-12,45658
2020-04-13,45658
2020-04-14,46131
2020-04-15,46131
2020-04-16,46019
2020-04-17,46019
2020-04-18,45051
2020-04-19,45051
2020-04-20,44729
2020-04-21,44729
2020-04-22,44605
2020-04-23,44605
2020-04-24,43501
2020-04-25,43501
2020-04-26,42579
2020-04-27,42579
2020-04-28,42304
2020-04-29,42304
2020-04-30,42922
2020-05-01,42922
2020-05-02,42922
2020-05-03,41525
2020-05-04,41525
2020-05-05,41525
2020-05-06,40119
2020-05-07,40119
2020-05-08,40119
2020-05-09,38711
2020-05-10,38711
2020-05-11,38711
2020-05-12,36775
2020-05-13,36775
