date_obj,Kyatt%20hat price
2015-08-03,40484
2015-08-04,40484
2015-08-05,40484
2015-08-06,40484
2015-08-07,40484
2015-08-08,40484
2015-08-09,40484
2015-08-10,40484
2015-08-11,40484
2015-08-12,40484
2015-08-13,40484
2015-08-14,40484
2015-08-15,40484
2015-08-16,40484
2015-08-17,40484
2015-08-18,38540
2015-08-19,38540
2015-08-20,38540
2015-08-21,38540
2015-08-22,38540
2015-08-23,38540
2015-08-24,38540
2015-08-25,38540
2015-08-26,38540
2015-08-27,38540
2015-08-28,38540
2015-08-29,38540
2015-08-30,38540
2015-08-31,38540
2015-09-01,38540
2015-09-02,38540
2015-09-03,38540
2015-09-04,38540
2015-09-05,38540
2015-09-06,38540
2015-09-07,38540
2015-09-08,38540
2015-09-09,38540
2015-09-10,38540
2015-09-11,36644
2015-09-12,36644
2015-09-13,36644
2015-09-14,36644
2015-09-15,36644
2015-09-16,36644
2015-09-17,36644
2015-09-18,36644
2015-09-19,36644
2015-09-20,36644
2015-09-21,36644
2015-09-22,36644
2015-09-23,36644
2015-09-24,36644
2015-09-25,36644
2015-09-27,36644
2015-09-28,36644
2015-09-29,36644
2015-09-30,36644
2015-10-05,36644
2015-10-06,34836
2015-10-07,34836
2015-10-08,34836
2015-10-09,34836
2015-10-10,34836
2015-10-11,34836
2015-10-12,34836
2015-10-13,34836
2015-10-14,34836
2015-10-15,34836
2015-10-16,34836
2015-10-17,34836
2015-10-18,34836
2015-10-19,34836
2015-10-20,34836
2015-10-22,34836
2015-10-23,34836
2015-10-24,34836
2015-10-25,34836
2015-10-26,34836
2015-10-27,34836
2015-10-29,34836
2015-10-30,34836
2015-10-31,34836
2015-11-01,34836
2015-11-02,33195
2015-11-03,33195
2015-11-04,33195
2015-11-05,33195
2015-11-06,33195
2015-11-07,33195
2015-11-08,33195
2015-11-09,33195
2015-11-10,33195
2015-11-11,33195
2015-11-12,33195
2015-11-13,33195
2015-11-14,33195
2015-11-15,33195
2015-11-16,33195
2015-11-17,33195
2015-11-18,33195
2015-11-19,33195
2015-11-20,33195
2015-11-21,33195
2015-11-22,33195
2015-11-23,33195
2015-11-24,33195
2015-11-25,33195
2015-11-26,33195
2015-11-27,33195
2015-11-28,33195
2015-11-29,33195
2015-11-30,31554
2015-12-01,31554
2015-12-02,31554
2015-12-03,31554
2015-12-04,31554
2015-12-05,31554
2015-12-06,31554
2015-12-07,31554
2015-12-08,31554
2015-12-09,31554
2015-12-10,31554
2015-12-11,31554
2015-12-12,31554
2015-12-13,31554
2015-12-14,31554
2015-12-15,31554
2015-12-16,31554
2015-12-17,31554
2015-12-18,31554
2015-12-19,31554
2015-12-20,31554
2015-12-21,31554
2015-12-22,31554
2015-12-23,30033
2015-12-24,30033
2015-12-25,30033
2015-12-26,30033
2015-12-27,30033
2015-12-28,30033
2015-12-29,30033
2015-12-30,30033
2015-12-31,30033
2016-01-01,30033
2016-01-02,30033
2016-01-03,30033
2016-01-04,30033
2016-01-05,30033
2016-01-06,30033
2016-01-07,30033
2016-01-08,30033
2016-01-09,30033
2016-01-10,30033
2016-01-11,30033
2016-01-12,30033
2016-01-13,30033
2016-01-14,28565
2016-01-15,28565
2016-01-16,28565
2016-01-17,28565
2016-01-18,28565
2016-01-19,28565
2016-01-20,28565
2016-01-21,28565
2016-01-22,28565
2016-01-23,28565
2016-01-24,28565
2016-01-25,28565
2016-01-26,28565
2016-01-27,28565
2016-01-28,28565
2016-01-29,28565
2016-01-30,28565
2016-01-31,28565
2016-02-01,28565
2016-02-02,28565
2016-02-03,28565
2016-02-04,28565
2016-02-05,27155
2016-02-06,27155
2016-02-07,27155
2016-02-08,27155
2016-02-09,27155
2016-02-10,27155
2016-02-11,27155
2016-02-12,27155
2016-02-13,27155
2016-02-14,27155
2016-02-15,27155
2016-02-16,27155
2016-02-17,27155
2016-02-18,27155
2016-02-19,27155
2016-02-20,27155
2016-02-21,27155
2016-02-22,27155
2016-02-23,27155
2016-02-24,27155
2016-02-25,25813
2016-02-26,25813
2016-02-27,25813
2016-02-28,25813
2016-02-29,25813
2016-03-01,25813
2016-03-02,25813
2016-03-03,25813
2016-03-04,25813
2016-03-05,25813
2016-03-06,25813
2016-03-07,25813
2016-03-08,25813
2016-03-09,25813
2016-03-10,25813
2016-03-11,25813
2016-03-12,25813
2016-03-13,25813
2016-03-14,24550
2016-03-15,24550
2016-03-16,24550
2016-03-17,24550
2016-03-18,24550
2016-03-19,24550
2016-03-20,24550
2016-03-21,24550
2016-03-22,24550
2016-03-23,24550
2016-03-24,24550
2016-03-25,24550
2016-03-26,24550
2016-03-27,24550
2016-03-28,24550
2016-03-29,24550
2016-03-30,24550
2016-03-31,24550
2016-04-01,24550
2016-04-02,23438
2016-04-03,23438
2016-04-04,23438
2016-04-05,23438
2016-04-06,23438
2016-04-07,23438
2016-04-08,23438
2016-04-09,23438
2016-04-10,23438
2016-04-11,23438
2016-04-12,23438
2016-04-13,23438
2016-04-14,23438
2016-04-15,23438
2016-04-16,23438
2016-04-17,23438
2016-04-18,23438
2016-04-19,23438
2016-04-20,22289
2016-04-21,22289
2016-04-22,22289
2016-04-23,22289
2016-04-24,22289
2016-04-25,22289
2016-04-26,22289
2016-04-27,22289
2016-04-28,22289
2016-04-29,22289
2016-04-30,22289
2016-05-01,22289
2016-05-02,22289
2016-05-03,22289
2016-05-04,22289
2016-05-05,22289
2016-05-06,22289
2016-05-07,21193
2016-05-08,21193
2016-05-09,21193
2016-05-10,21193
2016-05-11,21193
2016-05-12,21193
2016-05-13,21193
2016-05-14,21193
2016-05-15,21193
2016-05-16,21193
2016-05-17,21193
2016-05-18,21193
2016-05-19,21193
2016-05-22,21193
2016-05-23,20155
2016-05-24,20155
2016-05-25,20155
2016-05-26,20155
2016-05-27,20155
2016-05-28,20155
2016-05-29,20155
2016-05-30,20155
2016-05-31,20155
2016-06-01,20155
2016-06-02,20155
2016-06-03,20155
2016-06-04,20155
2016-06-05,20155
2016-06-06,20155
2016-06-07,20155
2016-06-08,19200
2016-06-09,19200
2016-06-10,19200
2016-06-11,19200
2016-06-12,19200
2016-06-13,19200
2016-06-14,19200
2016-06-15,19200
2016-06-16,19200
2016-06-17,19200
2016-06-18,19200
2016-06-19,19200
2016-06-20,19200
2016-06-21,19200
2016-06-22,19200
2016-06-23,19200
2016-06-24,19200
2016-06-25,19200
2016-06-26,18297
2016-06-27,18297
2016-06-28,18297
2016-06-29,18297
2016-06-30,18297
2016-07-01,18297
2016-07-02,18297
2016-07-03,18297
2016-07-04,18297
2016-07-05,18297
2016-07-06,18297
2016-07-07,18297
2016-07-08,18297
2016-07-09,18297
2016-07-10,18297
2016-07-11,18297
2016-07-12,17406
2016-07-13,17406
2016-07-14,17406
2016-07-15,17406
2016-07-16,17406
2016-07-17,17406
2016-07-18,17406
2016-07-23,17406
2016-07-24,17406
2016-07-25,17406
2016-07-26,17406
2016-07-27,17406
2016-07-28,17406
2016-07-29,16562
2016-07-30,16562
2016-07-31,16562
2016-08-01,16562
2016-08-02,16562
2016-08-03,16562
2016-08-04,16562
2016-08-05,16562
2016-08-06,16562
2016-08-07,16562
2016-08-08,16562
2016-08-09,16562
2016-08-10,16562
2016-08-11,16562
2016-08-12,16562
2016-08-13,16562
2016-08-14,16562
2016-08-15,16562
2016-08-16,16562
2016-08-17,16562
2016-08-18,16562
2016-08-19,15811
2016-08-20,15811
2016-08-21,15811
2016-08-22,15811
2016-08-23,15811
2016-08-24,15811
2016-08-25,15811
2016-08-26,15811
2016-08-28,15811
2016-08-31,15811
2016-09-01,15811
2016-09-02,15811
2016-09-03,15811
2016-09-04,15811
2016-09-05,15811
2016-09-06,15811
2016-09-07,15671
2016-09-08,16185
2016-09-09,16969
2016-09-10,17635
2016-09-11,17635
2016-09-12,18328
2016-09-13,18328
2016-09-14,19177
2016-09-15,19177
2016-09-16,19177
2016-09-17,19177
2016-09-18,18719
2016-09-19,18719
2016-09-20,18719
2016-09-21,18719
2016-09-22,18719
2016-09-23,18719
2016-09-24,18719
2016-09-25,18161
2016-09-26,18161
2016-09-27,18161
2016-09-28,18161
2016-09-29,18161
2016-09-30,18161
2016-10-01,18161
2016-10-02,18161
2016-10-03,18161
2016-10-04,18161
2016-10-05,17528
2016-10-06,17528
2016-10-07,17528
2016-10-08,17528
2016-10-09,17528
2016-10-10,17528
2016-10-11,17528
2016-10-12,17528
2016-10-13,17528
2016-10-14,17528
2016-10-15,17528
2016-10-16,17528
2016-10-17,17528
2016-10-18,16770
2016-10-19,16770
2016-10-20,16770
2016-10-21,16770
2016-10-22,16770
2016-10-23,16770
2016-10-24,16770
2016-10-25,16770
2016-10-26,16770
2016-10-27,16770
2016-10-28,16770
2016-10-29,16770
2016-10-30,16770
2016-10-31,15950
2016-11-01,15950
2016-11-02,15950
2016-11-03,15950
2016-11-04,15950
2016-11-05,15950
2016-11-06,15950
2016-11-07,15950
2016-11-08,15950
2016-11-09,15950
2016-11-10,15950
2016-11-11,15950
2016-11-12,15950
2016-11-13,15950
2016-11-14,15161
2016-12-07,13722
2016-12-08,13722
2016-12-09,13722
2016-12-10,13722
2016-12-11,13722
2016-12-12,13722
2016-12-13,13722
2016-12-14,13722
2016-12-15,13052
2016-12-16,13052
2016-12-17,13052
2016-12-18,13052
2016-12-19,13052
2016-12-20,13052
2016-12-21,13052
2016-12-22,13052
2016-12-23,13052
2016-12-24,13052
2016-12-25,13052
2016-12-26,13052
2016-12-27,13052
2016-12-28,12417
2016-12-29,12417
2016-12-30,12417
2016-12-31,12417
2017-01-01,12417
2017-01-02,12417
2017-01-03,12417
2017-01-04,12417
2017-01-05,12417
2017-01-06,12417
2017-01-07,11812
2017-01-08,11812
2017-01-09,11812
2017-01-10,11812
2017-01-11,11812
2017-01-12,11812
2017-01-13,11812
2017-01-14,11812
2017-01-15,11812
2017-01-16,11812
2017-01-17,11228
2017-01-18,11228
2017-01-19,11228
2017-01-20,11228
2017-01-21,11228
2017-01-22,11228
2017-01-27,11228
2017-01-28,10733
2017-01-29,10733
2017-01-30,10733
2017-01-31,10733
2017-02-01,10733
2017-02-02,10733
2017-02-03,10733
2017-02-04,10733
2017-02-05,10733
2017-02-06,10733
2017-02-07,10733
2017-02-08,10235
2017-02-09,10235
2017-02-10,10235
2017-02-11,10235
2017-02-12,10235
2017-02-13,10235
2017-02-14,10235
2017-02-15,10235
2017-02-16,10235
2017-02-18,10235
2017-02-19,10235
2017-02-20,9824
2017-02-21,9824
2017-02-22,9824
2017-02-23,9824
2017-02-24,9824
2017-02-25,9824
2017-02-26,9824
2017-02-27,9824
2017-02-28,9824
2017-03-01,9824
2017-03-02,9824
2017-03-03,9824
2017-03-04,9824
2017-03-05,9824
2017-03-06,9468
2017-03-07,9468
2017-03-08,9468
2017-03-09,9468
2017-03-10,9468
2017-03-11,9468
2017-03-12,9468
2017-03-13,9468
2017-03-14,9468
2017-03-15,9468
2017-03-16,9468
2017-03-17,9468
2017-03-18,9101
2017-03-19,9101
2017-03-20,9101
2017-03-21,9101
2017-03-22,9101
2017-03-23,9101
2017-03-24,9101
2017-03-25,9101
2017-03-26,9101
2017-03-27,9101
2017-03-28,9101
2017-03-29,8781
2017-03-30,8781
2017-03-31,8781
2017-04-01,8781
2017-04-02,8781
2017-04-03,8781
2017-04-04,8781
2017-04-12,8552
2017-04-13,8552
2017-04-14,8552
2017-04-15,8552
2017-04-16,8552
2017-04-17,8552
2017-04-18,8552
2017-04-19,8552
2017-04-20,8552
2017-04-21,8552
2017-04-22,8127
2017-04-23,8127
2017-04-24,8127
2017-04-25,8127
2017-04-26,8127
2017-04-27,8127
2017-04-28,8127
2017-04-29,8127
2017-04-30,8127
2017-05-01,8127
2017-05-02,7773
2017-05-03,7773
2017-05-04,7773
2017-05-05,7773
2017-05-06,7773
2017-05-07,7773
2017-05-08,7773
2017-05-09,7773
2017-05-10,7773
2017-05-11,7773
2017-05-12,7773
2017-05-13,7773
2017-05-14,7390
2017-05-15,7390
2017-05-16,7390
2017-05-17,7390
2017-05-18,7390
2017-05-19,7390
2017-05-20,7390
2017-05-21,7390
2017-05-22,7390
2017-05-23,7390
2017-05-24,7390
2017-05-25,7162
2017-05-26,7162
2017-05-27,7162
2017-05-28,7162
2017-05-29,7162
2017-05-30,7162
2017-05-31,7162
2017-06-01,7162
2017-06-02,7162
2017-06-03,7162
2017-06-04,7162
2017-06-06,7025
2017-06-07,7025
2017-06-08,7025
2017-06-09,7025
2017-06-10,7025
2017-06-11,7025
2017-06-12,7025
2017-06-13,7025
2017-06-14,6899
2017-06-15,6899
2017-06-16,6899
2017-06-17,6899
2017-06-18,6899
2017-06-19,6899
2017-06-20,6899
2017-06-21,6899
2017-06-22,6899
2017-06-23,6899
2017-06-24,6899
2017-06-25,6899
2017-06-26,6873
2017-06-27,6873
2017-06-28,6873
2017-06-29,6873
2017-06-30,6873
2017-07-01,6873
2017-07-02,6873
2017-07-03,6873
2017-07-04,6873
2017-07-05,6873
2017-07-06,6873
2017-07-07,6873
2017-07-08,6873
2017-07-13,6748
2017-07-14,6748
2017-07-15,6748
2017-07-16,6748
2017-07-17,6748
2017-07-18,6748
2017-07-19,6748
2017-07-20,6748
2017-07-21,6537
2017-07-22,6537
2017-07-23,6537
2017-07-24,6537
2017-07-25,6537
2017-07-26,6537
2017-07-27,6537
2017-07-28,6537
2017-07-29,6537
2017-07-30,6537
2017-07-31,6537
2017-08-01,6395
2017-08-02,6395
2017-08-03,6395
2017-08-04,6395
2017-08-05,6395
2017-08-06,6395
2017-08-09,6395
2017-08-10,6395
2017-08-11,6395
2017-08-12,6484
2017-08-13,6484
2017-08-14,6484
2017-08-15,6484
2017-08-17,6484
2017-08-18,6484
2017-08-19,6484
2017-08-20,6484
2017-08-21,6484
2017-08-22,6365
2017-08-23,6365
2017-08-24,6365
2017-08-25,6365
2017-08-26,6365
2017-08-27,6365
2017-08-28,6365
2017-08-29,6365
2017-08-30,6365
2017-08-31,6365
2017-09-01,6365
2017-09-02,6381
2017-09-03,6381
2017-09-04,6381
2017-09-05,6381
2017-09-06,6381
2017-09-07,6381
2017-09-08,6381
2017-09-09,6381
2017-09-10,6381
2017-09-11,6301
2017-09-12,6301
2017-09-13,6301
2017-09-14,6301
2017-09-15,6301
2017-09-16,6301
2017-09-17,6301
2017-09-19,6301
2017-09-20,6301
2017-09-21,6301
2017-09-22,6301
2017-09-23,6183
2017-09-24,6183
2017-09-25,6183
2017-09-26,6183
2017-09-27,6183
2017-09-28,6183
2017-09-29,6183
2017-09-30,6183
2017-10-01,6183
2017-10-02,6183
2017-10-03,6183
2017-10-04,6183
2017-10-05,6183
2017-10-06,6443
2017-10-07,6443
2017-10-08,6443
2017-10-09,6443
2017-10-10,6443
2017-10-11,6443
2017-10-12,6443
2017-10-13,6443
2017-10-14,6443
2017-10-15,6443
2017-10-16,6443
2017-10-17,6443
2017-10-18,6408
2017-10-19,6408
2017-10-20,6408
2017-10-21,6408
2017-10-22,6408
2017-10-23,6408
2017-10-24,6408
2017-10-25,6408
2017-10-26,6408
2017-10-27,6408
2017-10-28,6408
2017-10-29,6408
2017-10-30,6473
2017-10-31,6473
2017-11-01,6473
2017-11-02,6473
2017-11-03,6473
2017-11-04,6473
2017-11-05,6473
2017-11-06,6473
2017-11-07,6473
2017-11-08,6473
2017-11-09,6473
2017-11-10,6403
2017-11-11,6403
2017-11-12,6403
2017-11-13,6403
2017-11-14,6403
2017-11-15,6403
2017-11-16,6403
2017-11-17,6403
2017-11-18,6403
2017-11-19,6403
2017-11-20,6403
2017-11-21,6413
2017-11-22,6413
2017-11-23,6413
2017-11-24,6413
2017-11-25,6413
2017-11-26,6413
2017-11-27,6413
2017-11-28,6413
2017-11-29,6413
2017-11-30,6413
2017-12-01,6413
2017-12-02,6446
2017-12-03,6446
2017-12-04,6446
2017-12-05,6446
2017-12-06,6446
2017-12-07,6446
2017-12-08,6446
2017-12-09,6446
2017-12-10,6446
2017-12-11,6446
2017-12-12,6446
2017-12-14,6369
2017-12-15,6369
2017-12-16,6369
2017-12-17,6369
2017-12-18,6369
2017-12-19,6369
2017-12-20,6369
2017-12-21,6369
2017-12-22,6369
2017-12-23,6369
2017-12-24,6369
2017-12-25,6314
2017-12-26,6314
2017-12-27,6314
2017-12-28,6314
2017-12-29,6314
2017-12-30,6314
2017-12-31,6314
2018-01-01,6314
2018-01-02,6314
2018-01-03,6314
2018-01-04,6314
2018-01-05,6364
2018-01-06,6364
2018-01-07,6364
2018-01-08,6364
2018-01-09,6364
2018-01-10,6364
2018-01-11,6364
2018-01-12,6364
2018-01-13,6364
2018-01-14,6364
2018-01-15,6337
2018-01-16,6337
2018-01-17,6337
2018-01-18,6337
2018-01-19,6337
2018-01-20,6337
2018-01-21,6337
2018-01-22,6337
2018-01-23,6337
2018-01-25,6286
2018-01-26,6286
2018-01-27,6286
2018-01-28,6286
2018-01-29,6286
2018-01-31,6411
2018-02-01,6411
2018-02-02,6411
2018-02-03,6411
2018-02-04,6411
2018-02-05,6411
2018-02-06,6340
2018-02-07,6340
2018-02-08,6340
2018-02-09,6340
2018-02-10,6340
2018-02-11,6051
2018-02-12,6051
2018-02-13,6051
2018-02-14,6051
2018-02-15,6051
2018-02-16,6051
2018-02-17,5819
2018-02-18,5819
2018-02-19,5819
2018-02-20,5819
2018-02-21,5819
2018-02-22,5819
2018-02-23,5573
2018-02-24,5573
2018-02-25,5573
2018-02-26,5573
2018-02-27,5573
2018-02-28,5573
2018-03-01,5573
2018-03-02,5344
2018-03-03,5344
2018-03-04,5344
2018-03-05,5344
2018-03-06,5344
2018-03-07,5165
2018-03-08,5165
2018-03-09,5165
2018-03-10,5165
2018-03-11,5165
2018-03-12,5165
2018-03-13,5038
2018-03-14,5038
2018-03-15,5038
2018-03-16,5038
2018-03-17,5038
2018-03-18,5038
2018-03-19,5038
2018-03-20,4970
2018-03-21,4970
2018-03-23,4970
2018-03-24,4970
2018-03-25,4970
2018-03-26,4970
2018-03-27,4882
2018-03-28,4882
2018-03-29,4882
2018-03-30,4882
2018-03-31,4882
2018-04-01,4882
2018-04-02,4897
2018-04-03,4897
2018-04-04,4897
2018-04-05,4897
2018-04-06,4897
2018-04-07,4897
2018-04-08,4836
2018-04-09,4836
2018-04-10,4836
2018-04-11,4836
2018-04-12,4836
2018-04-13,4836
2018-04-14,4836
2018-04-15,4671
2018-04-16,4671
2018-04-17,4671
2018-04-18,4671
2018-04-19,4671
2018-04-20,4671
2018-04-21,4467
2018-04-22,4467
2018-04-23,4467
2018-04-24,4467
2018-04-25,4467
2018-04-26,4467
2018-04-27,4467
2018-04-28,4545
2018-04-29,4545
2018-04-30,4545
2018-05-01,4545
2018-05-04,4545
2018-05-05,4570
2018-05-06,4570
2018-05-08,4570
2018-05-09,4570
2018-05-10,4570
2018-05-11,4570
2018-05-12,4376
2018-05-13,4376
2018-05-14,4376
2018-05-15,4376
2018-05-16,4376
2018-05-17,4376
2018-05-18,4376
2018-05-19,4250
2018-05-20,4250
2018-05-21,4250
2018-05-22,4250
2018-05-23,4250
2018-05-24,4250
2018-05-25,4333
2018-05-26,4333
2018-05-27,4333
2018-05-28,4333
2018-05-29,4333
2018-05-30,4124
2018-05-31,4124
2018-06-01,4124
2018-06-02,4124
2018-06-03,4124
2018-06-04,4124
2018-06-05,4013
2018-06-06,4013
2018-06-07,4013
2018-06-08,4013
2018-06-09,4013
2018-06-10,4013
2018-06-11,4055
2018-06-12,4055
2018-06-13,4055
2018-06-14,4055
2018-06-15,4055
2018-06-16,4055
2018-06-17,4196
2018-06-18,4196
2018-06-19,4196
2018-06-20,4196
2018-06-21,4196
2018-06-22,4196
2018-06-23,4275
2018-06-24,4275
2018-06-25,4275
2018-06-26,4275
2018-06-27,4275
2018-06-28,4275
2018-06-29,4275
2018-06-30,4284
2018-07-01,4284
2018-07-02,4284
2018-07-03,4284
2018-07-04,4284
2018-07-05,4284
2018-07-06,4125
2018-07-07,4125
2018-07-08,4125
2018-07-09,4125
2018-07-10,4125
2018-07-11,4125
2018-07-12,4125
2018-07-13,4125
2018-07-14,4125
2018-07-15,4125
2018-07-16,4125
2018-07-17,3965
2018-07-18,3965
2018-07-19,3965
2018-07-20,3965
2018-07-21,3965
2018-07-22,3965
2018-07-23,3994
2018-07-24,3994
2018-07-25,3994
2018-07-26,3994
2018-07-27,3994
2018-07-28,3994
2018-07-29,3871
2018-07-30,3871
2018-07-31,3871
2018-08-01,3871
2018-08-02,3812
2018-08-03,3812
2018-08-04,3812
2018-08-05,3812
2018-08-06,3812
2018-08-07,3866
2018-08-08,3866
2018-08-09,3866
2018-08-10,3866
2018-08-11,3989
2018-08-12,3989
2018-08-14,3989
2018-08-16,4099
2018-08-17,4099
2018-08-18,4099
2018-08-19,4099
2018-08-20,4064
2018-08-21,4064
2018-08-22,4064
2018-08-23,4064
2018-08-24,4064
2018-08-25,4059
2018-08-26,4059
2018-08-27,4059
2018-08-28,4059
2018-08-29,4059
2018-08-30,4131
2018-08-31,4131
2018-09-01,4131
2018-09-02,4131
2018-09-03,4192
2018-09-04,4192
2018-09-05,4192
2018-09-06,4192
2018-09-07,4192
2018-09-08,4321
2018-09-09,4321
2018-09-10,4321
2018-09-11,4321
2018-09-12,4321
2018-09-13,4362
2018-09-14,4362
2018-09-15,4362
2018-09-16,4362
2018-09-17,4186
2018-09-18,4186
2018-09-19,4186
2018-09-20,4186
2018-09-21,4034
2018-09-22,4034
2018-09-23,4034
2018-09-24,4034
2018-09-25,4034
2018-09-26,3901
2018-09-27,3901
2018-09-28,3901
2018-09-29,3901
2018-09-30,3901
2018-10-02,3736
2018-10-03,3736
2018-10-04,3736
2018-10-05,3736
2018-10-06,3688
2018-10-07,3688
2018-10-08,3688
2018-10-09,3688
2018-10-10,3688
2018-10-11,3844
2018-10-12,3844
2018-10-13,3844
2018-10-14,3844
2018-10-15,3844
2018-10-16,3844
2018-10-17,3826
2018-10-18,3826
2018-10-19,3826
2018-10-20,3826
2018-10-21,3826
2018-10-22,3791
2018-10-23,3791
2018-10-24,3791
2018-10-25,3791
2018-10-26,3791
2018-10-27,3733
2018-10-28,3733
2018-10-29,3733
2018-10-30,3733
2018-10-31,3733
2018-11-01,3592
2018-11-03,3592
2018-11-04,3592
2018-11-05,3441
2018-11-06,3441
2018-11-07,3441
2018-11-08,3441
2018-11-09,3453
2018-11-10,3453
2018-11-11,3453
2018-11-12,3432
2018-11-13,3432
2018-11-14,3432
2018-11-15,3295
2018-11-16,3295
2018-11-17,3295
2018-11-18,3230
2018-11-19,3230
2018-11-20,3230
2018-11-21,3230
2018-11-22,3358
2018-11-23,3358
2018-11-24,3358
2018-11-25,3357
2018-11-26,3357
2018-11-27,3357
2018-11-28,3357
2018-11-29,3255
2018-12-01,3255
2018-12-02,3098
2018-12-03,3098
2018-12-04,3098
2018-12-05,3033
2018-12-07,3033
2018-12-09,2996
2018-12-10,2996
2018-12-11,2996
2018-12-12,2858
2018-12-13,2858
2018-12-14,2858
2018-12-15,2858
2018-12-16,2795
2018-12-17,2795
2018-12-18,2795
2018-12-19,2780
2018-12-20,2780
2018-12-21,2780
2018-12-22,2780
2018-12-23,2790
2018-12-24,2790
2018-12-25,2790
2018-12-26,2790
2018-12-27,2888
2018-12-28,2888
2018-12-29,2888
2018-12-30,2888
2018-12-31,2823
2019-01-01,2823
2019-01-02,2823
2019-01-03,2823
2019-01-04,2823
2019-01-05,2907
2019-01-06,2907
2019-01-08,3048
2019-01-10,3048
2019-01-11,3048
2019-01-12,3162
2019-01-13,3162
2019-01-14,3162
2019-01-15,3162
2019-01-16,3083
2019-01-17,3083
2019-01-18,3083
2019-01-19,3083
2019-01-20,3124
2019-01-21,3124
2019-01-22,3124
2019-01-23,3124
2019-01-24,3277
2019-01-25,3277
2019-01-26,3277
2019-01-27,3277
2019-01-28,3432
2019-01-29,3432
2019-01-30,3432
2019-01-31,3432
2019-02-01,3577
2019-02-02,3577
2019-02-03,3577
2019-02-04,3577
2019-02-05,3711
2019-02-06,3711
2019-02-07,3711
2019-02-08,3711
2019-02-09,3590
2019-02-10,3590
2019-02-11,3590
2019-02-12,3590
2019-02-13,3507
2019-02-14,3507
2019-02-15,3507
2019-02-16,3507
2019-02-17,3663
2019-02-18,3663
2019-02-19,3663
2019-02-20,3663
2019-02-21,3580
2019-02-22,3580
2019-02-23,3580
2019-02-24,3580
2019-02-25,3520
2019-02-26,3520
2019-02-27,3520
2019-02-28,3520
2019-03-01,3520
2019-03-02,3520
2019-03-03,3359
2019-03-04,3359
2019-03-05,3359
2019-03-06,3359
2019-03-07,3225
2019-03-08,3225
2019-03-09,3225
2019-03-10,3225
2019-03-11,3225
2019-03-12,3194
2019-03-13,3194
2019-03-14,3194
2019-03-15,3194
2019-03-16,3194
2019-03-17,3153
2019-03-18,3153
2019-03-19,3153
2019-03-20,3153
2019-03-21,3153
2019-03-22,3227
2019-03-23,3227
2019-03-24,3227
2019-03-25,3227
2019-03-26,3227
2019-03-27,3149
2019-03-28,3149
2019-03-29,3149
2019-03-30,3149
2019-03-31,3149
2019-04-01,3154
2019-04-02,3154
2019-04-03,3154
2019-04-04,3154
