date_obj,Initiate%20sallet price
2015-12-28,3489
2015-12-29,3418
2015-12-31,3455
2016-01-01,3455
2016-01-02,3471
2016-01-03,3452
2016-01-04,3445
2016-01-05,3445
2016-01-06,3455
2016-01-07,3455
2016-01-08,3443
2016-01-09,3443
2016-01-10,3445
2016-01-11,3445
2016-01-12,3506
2016-01-13,3506
2016-01-14,3510
2016-01-15,3510
2016-01-16,3456
2016-01-17,3456
2016-01-18,3386
2016-01-19,3386
2016-01-20,3384
2016-01-21,3384
2016-01-22,3449
2016-01-23,3449
2016-01-24,3376
2016-01-25,3419
2016-01-26,3419
2016-01-27,3400
2016-01-28,3400
2016-01-29,3439
2016-01-30,3439
2016-01-31,3417
2016-02-01,3425
2016-02-02,3425
2016-02-03,3397
2016-02-04,3397
2016-02-05,3466
2016-02-06,3423
2016-02-07,3423
2016-02-08,3428
2016-02-09,3428
2016-02-10,3421
2016-02-11,3421
2016-02-12,3414
2016-02-13,3450
2016-02-14,3450
2016-02-15,3479
2016-02-16,3479
2016-02-17,3454
2016-02-18,3454
2016-02-19,3493
2016-02-20,3493
2016-02-21,3547
2016-02-22,3547
2016-02-23,3441
2016-02-24,3441
2016-02-25,3465
2016-02-26,3465
2016-02-27,3477
2016-02-28,3477
2016-02-29,3501
2016-03-01,3501
2016-03-02,3435
2016-03-03,3463
2016-03-04,3463
2016-03-05,3448
2016-03-06,3468
2016-03-07,3468
2016-03-08,3429
2016-03-09,3429
2016-03-10,3422
2016-03-11,3422
2016-03-12,3411
2016-03-13,3411
2016-03-14,3455
2016-03-15,3455
2016-03-16,3420
2016-03-17,3420
2016-03-18,3377
2016-03-19,3377
2016-03-20,3357
2016-03-22,3374
2016-03-23,3374
2016-03-24,3387
2016-03-25,3402
2016-03-26,3304
2016-03-27,3304
2016-03-28,3337
2016-03-29,3337
2016-03-30,3388
2016-03-31,3388
2016-04-01,3363
2016-04-02,3363
2016-04-03,3309
2016-04-04,3309
2016-04-05,3430
2016-04-06,3494
2016-04-07,3494
2016-04-08,3535
2016-04-09,3405
2016-04-10,3550
2016-04-11,3550
2016-04-12,3579
2016-04-13,3579
2016-04-14,3450
2016-04-15,3391
2016-04-16,3391
2016-04-17,3464
2016-04-18,3513
2016-04-19,3513
2016-04-20,3399
2016-04-21,3399
2016-04-22,3462
2016-04-23,3462
2016-04-24,3460
2016-04-25,3485
2016-04-26,3485
2016-04-27,3477
2016-04-28,3477
2016-04-29,3464
2016-04-30,3428
2016-05-01,3428
2016-05-02,3386
2016-05-03,3359
2016-05-04,3359
2016-05-05,3391
2016-05-06,3391
2016-05-07,3362
2016-05-08,3362
2016-05-09,3349
2016-05-10,3398
2016-05-11,3398
2016-05-12,3362
2016-05-13,3357
2016-05-14,3357
2016-05-15,3400
2016-05-16,3400
2016-05-17,3390
2016-05-18,3361
2016-05-19,3361
2016-05-22,3457
2016-05-23,3452
2016-05-24,3601
2016-05-25,3601
2016-05-26,3568
2016-05-27,3489
2016-05-28,3489
2016-05-29,3467
2016-05-30,3467
2016-05-31,3461
2016-06-01,3387
2016-06-02,3387
2016-06-03,3406
2016-06-04,3369
2016-06-05,3369
2016-06-06,3382
2016-06-07,3382
2016-06-08,3392
2016-06-09,3402
2016-06-10,3353
2016-06-11,3353
2016-06-12,3410
2016-06-13,3410
2016-06-14,3438
2016-06-15,3438
2016-06-16,3446
2016-06-17,3360
2016-06-18,3360
2016-06-19,3474
2016-06-20,3474
2016-06-21,3509
2016-06-22,3429
2016-06-23,3415
2016-06-24,3415
2016-06-25,3398
2016-06-26,3398
2016-06-27,3447
2016-06-28,3436
2016-06-29,3436
2016-06-30,3403
2016-07-01,3377
2016-07-02,3377
2016-07-03,3411
2016-07-04,3331
2016-07-05,3331
2016-07-06,3380
2016-07-07,3380
2016-07-08,3432
2016-07-09,3477
2016-07-10,3574
2016-07-11,3533
2016-07-12,3533
2016-07-13,3558
2016-07-14,3558
2016-07-15,3465
2016-07-16,3465
2016-07-17,3452
2016-07-18,3410
2016-07-23,3402
2016-07-24,3416
2016-07-25,3416
2016-07-26,3406
2016-07-27,3406
2016-07-28,3422
2016-07-29,3394
2016-07-30,3394
2016-07-31,3407
2016-08-01,3407
2016-08-02,3427
2016-08-03,3427
2016-08-04,3455
2016-08-05,3455
2016-08-06,3512
2016-08-07,3600
2016-08-08,3600
2016-08-09,3620
2016-08-10,3620
2016-08-11,3483
2016-08-12,3483
2016-08-13,3442
2016-08-14,3442
2016-08-15,3446
2016-08-16,3446
2016-08-17,3433
2016-08-18,3433
2016-08-19,3469
2016-08-20,3469
2016-08-21,3461
2016-08-22,3461
2016-08-23,3440
2016-08-24,3440
2016-08-25,3470
2016-08-26,3470
2016-08-28,3431
2016-08-31,3383
2016-09-01,3407
2016-09-02,3407
2016-09-03,3367
2016-09-04,3382
2016-09-05,3382
2016-09-06,3427
2016-09-07,3427
2016-09-08,3396
2016-09-09,3396
2016-09-10,3394
2016-09-11,3394
2016-09-12,3371
2016-09-13,3371
2016-09-14,3436
2016-09-15,3436
2016-09-16,3453
2016-09-17,3453
2016-09-18,3438
2016-09-19,3438
2016-09-20,3475
2016-09-21,3475
2016-09-22,3390
2016-09-23,3390
2016-09-24,3483
2016-09-25,3483
2016-09-26,3411
2016-09-27,3411
2016-09-28,3433
2016-09-29,3433
2016-09-30,3423
2016-10-01,3423
2016-10-02,3403
2016-10-03,3403
2016-10-04,3414
2016-10-05,3414
2016-10-06,3406
2016-10-07,3406
2016-10-08,3470
2016-10-09,3470
2016-10-10,3470
2016-10-11,3426
2016-10-12,3426
2016-10-13,3520
2016-10-14,3520
2016-10-15,3516
2016-10-16,3516
2016-10-17,3440
2016-10-18,3440
2016-10-19,3429
2016-10-20,3429
2016-10-21,3444
2016-10-22,3444
2016-10-23,3449
2016-10-24,3449
2016-10-25,3406
2016-10-26,3406
2016-10-27,3428
2016-10-28,3428
2016-10-29,3425
2016-10-30,3425
2016-10-31,3450
2016-11-01,3450
2016-11-02,3402
2016-11-03,3402
2016-11-04,3460
2016-11-05,3460
2016-11-06,3470
2016-11-07,3470
2016-11-08,3505
2016-11-09,3505
2016-11-10,3419
2016-11-11,3419
2016-11-12,3404
2016-11-13,3404
2016-11-14,3419
2016-12-07,3425
2016-12-08,3383
2016-12-09,3383
2016-12-10,3384
2016-12-11,3384
2016-12-12,3396
2016-12-13,3396
2016-12-14,3533
2016-12-15,3533
2016-12-16,3472
2016-12-17,3407
2016-12-18,3407
2016-12-19,3395
2016-12-20,3469
2016-12-21,3469
2016-12-22,3546
2016-12-23,3384
2016-12-24,3384
2016-12-25,3368
2016-12-26,3368
2016-12-27,3460
2016-12-28,3460
2016-12-29,3445
2016-12-30,3445
2016-12-31,3471
2017-01-01,3471
2017-01-02,3438
2017-01-03,3438
2017-01-04,3384
2017-01-05,3384
2017-01-06,3359
2017-01-07,3401
2017-01-08,3401
2017-01-09,3395
2017-01-10,3395
2017-01-11,3417
2017-01-12,3407
2017-01-13,3407
2017-01-14,3430
2017-01-15,3441
2017-01-16,3441
2017-01-17,3429
2017-01-18,3429
2017-01-19,3424
2017-01-20,3424
2017-01-21,3407
2017-01-22,3407
2017-01-23,3398
2017-01-27,3422
2017-01-28,3375
2017-01-29,3383
2017-01-30,3383
2017-01-31,3407
2017-02-01,3421
2017-02-02,3421
2017-02-03,3406
2017-02-04,3416
2017-02-05,3416
2017-02-06,3439
2017-02-07,3439
2017-02-08,3401
2017-02-09,3401
2017-02-10,3563
2017-02-11,3556
2017-02-12,3556
2017-02-13,3442
2017-02-14,3452
2017-02-15,3452
2017-02-16,3412
2017-02-18,3456
2017-02-19,3453
2017-02-20,3453
2017-02-21,3409
2017-02-22,3409
2017-02-23,3422
2017-02-24,3422
2017-02-25,3437
2017-02-26,3437
2017-02-27,3451
2017-02-28,3477
2017-03-01,3477
2017-03-02,3448
2017-03-03,3448
2017-03-04,3444
2017-03-05,3444
2017-03-06,3409
2017-03-07,3409
2017-03-08,3431
2017-03-09,3431
2017-03-10,3390
2017-03-11,3437
2017-03-12,3437
2017-03-13,3401
2017-03-14,3417
2017-03-15,3399
2017-03-16,3399
2017-03-17,3431
2017-03-18,3431
2017-03-19,3384
2017-03-20,3428
2017-03-21,3428
2017-03-22,3428
2017-03-23,3428
2017-03-24,3474
2017-03-25,3474
2017-03-26,3452
2017-03-27,3461
2017-03-28,3461
2017-03-29,3418
2017-03-30,3418
2017-03-31,3421
2017-04-01,3421
2017-04-02,3409
2017-04-03,3400
2017-04-04,3400
2017-04-12,3433
2017-04-13,3404
2017-04-14,3404
2017-04-15,3445
2017-04-16,3420
2017-04-17,3438
2017-04-18,3438
2017-04-19,3429
2017-04-20,3429
2017-04-21,3392
2017-04-22,3392
2017-04-23,3424
2017-04-24,3424
2017-04-25,3404
2017-04-26,3404
2017-04-27,3418
2017-04-28,3418
2017-04-29,3410
2017-04-30,3410
2017-05-01,3409
2017-05-02,3512
2017-05-03,3512
2017-05-04,3543
2017-05-05,3543
2017-05-06,3471
2017-05-07,3471
2017-05-08,3379
2017-05-09,3399
2017-05-10,3399
2017-05-11,3419
2017-05-12,3469
2017-05-13,3425
2017-05-14,3425
2017-05-15,3429
2017-05-16,3407
2017-05-17,3407
2017-05-18,3411
2017-05-19,3411
2017-05-20,3425
2017-05-21,3425
2017-05-22,3411
2017-05-23,3411
2017-05-24,3404
2017-05-25,3404
2017-05-26,3447
2017-05-27,3447
2017-05-28,3459
2017-05-29,3459
2017-05-30,3387
2017-05-31,3358
2017-06-01,3389
2017-06-02,3389
2017-06-03,3371
2017-06-04,3335
2017-06-06,3392
2017-06-07,3371
2017-06-08,3371
2017-06-09,3318
2017-06-10,3339
2017-06-11,3356
2017-06-12,3356
2017-06-13,3379
2017-06-14,3379
2017-06-15,3388
2017-06-16,3370
2017-06-17,3370
2017-06-18,3415
2017-06-19,3415
2017-06-20,3329
2017-06-21,3329
2017-06-22,3294
2017-06-23,3294
2017-06-24,3320
2017-06-25,3320
2017-06-26,3395
2017-06-27,3431
2017-06-28,3431
2017-06-29,3459
2017-06-30,3459
2017-07-01,3442
2017-07-02,3442
2017-07-03,3370
2017-07-04,3370
2017-07-05,3394
2017-07-06,3394
2017-07-07,3410
2017-07-08,3410
2017-07-13,3482
2017-07-14,3431
2017-07-15,3431
2017-07-16,3454
2017-07-17,3431
2017-07-18,3431
2017-07-19,3386
2017-07-20,3375
2017-07-21,3375
2017-07-22,3331
2017-07-23,3299
2017-07-24,3299
2017-07-25,3339
2017-07-26,3402
2017-07-27,3402
2017-07-28,3465
2017-07-29,3465
2017-07-30,3526
2017-07-31,3526
2017-08-01,3441
2017-08-02,3440
2017-08-03,3440
2017-08-04,3359
2017-08-05,3418
2017-08-06,3418
2017-08-09,3343
2017-08-10,3366
2017-08-11,3366
2017-08-12,3409
2017-08-13,3409
2017-08-14,3430
2017-08-15,3430
2017-08-16,3368
2017-08-17,3360
2017-08-18,3360
2017-08-19,3392
2017-08-20,3361
2017-08-21,3361
2017-08-22,3368
2017-08-23,3368
2017-08-24,3421
2017-08-25,3421
2017-08-26,3421
2017-08-27,3421
2017-08-28,3388
2017-08-29,3388
2017-08-30,3385
2017-08-31,3385
2017-09-01,3362
2017-09-02,3352
2017-09-03,3352
2017-09-04,3392
2017-09-05,3462
2017-09-06,3462
2017-09-07,3371
2017-09-08,3371
2017-09-09,3388
2017-09-10,3355
2017-09-11,3355
2017-09-12,3353
2017-09-13,3353
2017-09-14,3417
2017-09-15,3417
2017-09-16,3411
2017-09-17,3358
2017-09-19,3345
2017-09-20,3349
2017-09-21,3349
2017-09-22,3348
2017-09-23,3348
2017-09-24,3317
2017-09-25,3317
2017-09-26,3311
2017-09-27,3311
2017-09-28,3338
2017-09-29,3353
2017-09-30,3353
2017-10-01,3430
2017-10-02,3430
2017-10-03,3421
2017-10-04,3421
2017-10-05,3361
2017-10-06,3361
2017-10-07,3316
2017-10-08,3316
2017-10-09,3303
2017-10-10,3416
2017-10-11,3416
2017-10-12,3408
2017-10-13,3408
2017-10-14,3381
2017-10-15,3381
2017-10-16,3410
2017-10-17,3410
2017-10-18,3319
2017-10-19,3319
2017-10-20,3389
2017-10-21,3389
2017-10-22,3330
2017-10-23,3330
2017-10-24,3373
2017-10-25,3422
2017-10-26,3422
2017-10-27,3424
2017-10-28,3424
2017-10-29,3420
2017-10-30,3420
2017-10-31,3390
2017-11-01,3390
2017-11-02,3388
2017-11-03,3388
2017-11-04,3401
2017-11-05,3401
2017-11-06,3418
2017-11-07,3418
2017-11-08,3430
2017-11-09,3395
2017-11-10,3395
2017-11-11,3395
2017-11-12,3463
2017-11-13,3463
2017-11-14,3489
2017-11-15,3489
2017-11-16,3407
2017-11-17,3407
2017-11-18,3376
2017-11-19,3392
2017-11-20,3392
2017-11-21,3341
2017-11-22,3341
2017-11-23,3346
2017-11-24,3346
2017-11-25,3333
2017-11-26,3353
2017-11-27,3353
2017-11-28,3335
2017-11-29,3335
2017-11-30,3369
2017-12-01,3432
2017-12-02,3432
2017-12-03,3604
2017-12-04,3604
2017-12-05,3570
2017-12-06,3570
2017-12-07,3450
2017-12-08,3450
2017-12-09,3426
2017-12-10,3400
2017-12-11,3400
2017-12-12,3343
2017-12-13,3343
2017-12-14,3459
2017-12-15,3413
2017-12-16,3413
2017-12-17,3396
2017-12-18,3388
2017-12-19,3388
2017-12-20,3373
2017-12-21,3380
2017-12-22,3380
2017-12-23,3356
2017-12-24,3356
2017-12-25,3283
2017-12-26,3310
2017-12-27,3357
2017-12-28,3357
2017-12-29,3344
2017-12-30,3259
2017-12-31,3259
2018-01-01,3291
2018-01-02,3291
2018-01-03,3337
2018-01-04,3337
2018-01-05,3330
2018-01-06,3292
2018-01-07,3292
2018-01-08,3361
2018-01-09,3397
2018-01-10,3397
2018-01-11,3396
2018-01-12,3396
2018-01-13,3371
2018-01-14,3391
2018-01-15,3383
2018-01-16,3410
2018-01-17,3388
2018-01-18,3468
2018-01-19,3468
2018-01-20,3554
2018-01-21,3554
2018-01-22,3594
2018-01-23,3603
2018-01-25,3655
2018-01-26,3504
2018-01-27,3416
2018-01-28,3402
2018-01-29,3389
2018-01-30,3343
2018-01-31,3389
2018-02-01,3462
2018-02-02,3402
2018-02-03,3406
2018-02-04,3371
2018-02-05,3414
2018-02-06,3472
2018-02-07,3489
2018-02-08,3489
2018-02-09,3489
2018-02-10,3409
2018-02-11,3368
2018-02-12,3374
2018-02-13,3335
2018-02-14,3299
2018-02-15,3226
2018-02-16,3275
2018-02-17,3362
2018-02-18,3379
2018-02-19,3322
2018-02-20,3314
2018-02-21,3392
2018-02-22,3519
2018-02-23,3430
2018-02-24,3372
2018-02-25,3436
2018-02-26,3298
2018-02-27,3324
2018-02-28,3458
2018-03-01,3450
2018-03-02,3412
2018-03-03,3350
2018-03-04,3350
2018-03-05,3410
2018-03-06,3360
2018-03-07,3502
2018-03-08,3385
2018-03-09,3383
2018-03-10,3462
2018-03-11,3467
2018-03-12,3438
2018-03-13,3442
2018-03-14,3413
2018-03-15,3365
2018-03-16,3501
2018-03-17,3458
2018-03-18,3420
2018-03-19,3420
2018-03-20,3380
2018-03-21,3333
2018-03-23,3451
2018-03-24,3464
2018-03-25,3477
2018-03-26,3381
2018-03-27,3366
2018-03-28,3366
2018-03-29,3389
2018-03-30,3506
2018-03-31,3376
2018-04-01,3344
2018-04-02,3410
2018-04-03,3370
2018-04-04,3345
2018-04-05,3345
2018-04-06,3336
2018-04-07,3336
2018-04-08,3350
2018-04-09,3415
2018-04-10,3350
2018-04-11,3354
2018-04-12,3272
2018-04-13,3272
2018-04-14,3322
2018-04-15,3294
2018-04-16,3294
2018-04-17,3320
2018-04-18,3320
2018-04-19,3351
2018-04-20,3356
2018-04-21,3386
2018-04-22,3386
2018-04-23,3355
2018-04-24,3366
2018-04-25,3321
2018-04-26,3321
2018-04-27,3380
2018-04-28,3384
2018-04-29,3366
2018-04-30,3351
2018-05-01,3389
2018-05-04,3420
2018-05-05,3358
2018-05-06,3358
2018-05-07,3362
2018-05-08,3421
2018-05-09,3554
2018-05-10,3623
2018-05-11,3623
2018-05-12,3527
2018-05-13,3527
2018-05-14,3447
2018-05-15,3425
2018-05-16,3476
2018-05-17,3344
2018-05-18,3442
2018-05-19,3496
2018-05-20,3374
2018-05-21,3349
2018-05-22,3349
2018-05-23,3350
2018-05-24,3290
2018-05-25,3365
2018-05-26,3302
2018-05-27,3302
2018-05-28,3319
2018-05-29,3389
2018-05-30,3485
2018-05-31,3569
2018-06-01,3508
2018-06-02,3508
2018-06-03,3508
2018-06-04,3468
2018-06-05,3488
2018-06-06,3387
2018-06-07,3387
2018-06-08,3406
2018-06-09,3406
2018-06-10,3355
2018-06-11,3274
2018-06-12,3331
2018-06-13,3424
2018-06-14,3503
2018-06-15,3446
2018-06-16,3429
2018-06-17,3514
2018-06-18,3379
2018-06-19,3375
2018-06-20,3375
2018-06-21,3385
2018-06-22,3373
2018-06-23,3373
2018-06-24,3353
2018-06-25,3484
2018-06-26,3432
2018-06-27,3352
2018-06-28,3324
2018-06-29,3364
2018-06-30,3344
2018-07-01,3373
2018-07-02,3373
2018-07-03,3522
2018-07-04,3432
2018-07-05,3432
2018-07-06,3383
2018-07-07,3284
2018-07-08,3344
2018-07-09,3315
2018-07-10,3328
2018-07-11,3348
2018-07-12,3280
2018-07-13,3357
2018-07-14,3373
2018-07-15,3373
2018-07-16,3326
2018-07-17,3397
2018-07-18,3345
2018-07-19,3337
2018-07-20,3349
2018-07-21,3324
2018-07-22,3396
2018-07-23,3428
2018-07-24,3555
2018-07-25,3424
2018-07-26,3482
2018-07-27,3467
2018-07-28,3449
2018-07-29,3434
2018-07-30,3469
2018-07-31,3411
2018-08-01,3411
2018-08-02,3410
2018-08-03,3333
2018-08-04,3308
2018-08-05,3445
2018-08-06,3526
2018-08-07,3435
2018-08-08,3365
2018-08-09,3365
2018-08-10,3403
2018-08-11,3445
2018-08-12,3442
2018-08-14,3492
2018-08-16,3383
2018-08-17,3389
2018-08-18,3361
2018-08-19,3374
2018-08-20,3342
2018-08-21,3292
2018-08-22,3272
2018-08-23,3388
2018-08-24,3372
2018-08-25,3282
2018-08-26,3301
2018-08-27,3287
2018-08-28,3382
2018-08-29,3455
2018-08-30,3401
2018-08-31,3414
2018-09-01,3362
2018-09-02,3404
2018-09-03,3351
2018-09-04,3356
2018-09-05,3332
2018-09-06,3332
2018-09-07,3292
2018-09-08,3350
2018-09-09,3368
2018-09-10,3414
2018-09-11,3414
2018-09-12,3431
2018-09-13,3388
2018-09-14,3501
2018-09-15,3447
2018-09-16,3398
2018-09-17,3379
2018-09-18,3424
2018-09-19,3375
2018-09-20,3431
2018-09-21,3475
2018-09-22,3503
2018-09-23,3508
2018-09-24,3386
2018-09-25,3386
2018-09-26,3326
2018-09-27,3285
2018-09-28,3295
2018-09-29,3366
2018-09-30,3415
2018-10-01,3406
2018-10-02,3304
2018-10-03,3330
2018-10-04,3330
2018-10-05,3374
2018-10-06,3309
2018-10-07,3297
2018-10-08,3341
2018-10-09,3321
2018-10-10,3328
2018-10-11,3340
2018-10-12,3340
2018-10-13,3349
2018-10-14,3403
2018-10-15,3401
2018-10-16,3403
2018-10-17,3327
2018-10-18,3356
2018-10-19,3337
2018-10-20,3337
2018-10-21,3394
2018-10-22,3319
2018-10-23,3309
2018-10-24,3326
2018-10-25,3363
2018-10-26,3418
2018-10-27,3453
2018-10-28,3475
2018-10-29,3561
2018-10-30,3485
2018-10-31,3488
2018-11-01,3440
2018-11-03,3334
2018-11-04,3374
2018-11-05,3430
2018-11-06,3387
2018-11-07,3340
2018-11-08,3338
2018-11-09,3370
2018-11-10,3402
2018-11-11,3351
2018-11-12,3357
2018-11-13,3361
2018-11-14,3316
2018-11-15,3343
2018-11-16,3323
2018-11-17,3315
2018-11-18,3266
2018-11-19,3211
2018-11-20,3305
2018-11-21,3332
2018-11-22,3363
2018-11-23,3331
2018-11-24,3270
2018-11-25,3266
2018-11-26,3333
2018-11-27,3344
2018-11-28,3352
2018-11-29,3337
2018-12-01,3391
2018-12-02,3342
2018-12-03,3335
2018-12-04,3358
2018-12-05,3309
2018-12-07,3381
2018-12-09,3370
2018-12-11,3356
2018-12-12,3347
2018-12-13,3365
2018-12-14,3449
2018-12-15,3541
2018-12-16,3415
2018-12-17,3306
2018-12-18,3341
2018-12-19,3327
2018-12-20,3411
2018-12-21,3478
2018-12-22,3397
2018-12-23,3395
2018-12-24,3409
2018-12-25,3314
2018-12-26,3397
2018-12-27,3379
2018-12-28,3333
2018-12-29,3359
2018-12-30,3360
2018-12-31,3355
2019-01-01,3339
2019-01-02,3322
2019-01-03,3349
2019-01-04,3438
2019-01-05,3364
2019-01-06,3344
2019-01-08,3363
2019-01-10,3351
2019-01-11,3286
2019-01-12,3326
2019-01-13,3332
2019-01-14,3342
2019-01-15,3329
2019-01-16,3336
2019-01-17,3305
2019-01-18,3350
2019-01-19,3347
2019-01-20,3308
2019-01-21,3373
2019-01-22,3355
2019-01-23,3404
2019-01-24,3405
2019-01-25,3372
2019-01-26,3360
2019-01-27,3356
2019-01-28,3359
2019-01-29,3375
2019-01-30,3383
2019-01-31,3416
2019-02-01,3397
2019-02-02,3388
2019-02-03,3416
2019-02-04,3476
2019-02-05,3410
2019-02-06,3377
2019-02-07,3358
2019-02-08,3317
2019-02-09,3355
2019-02-10,3351
2019-02-11,3218
2019-02-12,3343
2019-02-13,3385
2019-02-14,3384
2019-02-15,3401
2019-02-16,3402
2019-02-17,3391
2019-02-18,3356
2019-02-19,3345
2019-02-20,3395
2019-02-21,3403
2019-02-22,3335
2019-02-23,3379
2019-02-24,3370
2019-02-25,3392
2019-02-26,3398
2019-02-27,3295
2019-02-28,3276
2019-03-01,3314
2019-03-02,3331
2019-03-03,3374
2019-03-04,3352
2019-03-05,3362
2019-03-06,3405
2019-03-07,3417
2019-03-08,3346
2019-03-09,3334
2019-03-10,3340
2019-03-11,3389
2019-03-12,3390
2019-03-13,3390
2019-03-14,3375
2019-03-15,3448
2019-03-16,3332
2019-03-17,3358
2019-03-18,3349
2019-03-19,3380
2019-03-20,3367
2019-03-21,3356
2019-03-22,3385
2019-03-23,3371
2019-03-24,3306
2019-03-25,3337
2019-03-26,3330
2019-03-27,3322
2019-03-28,3348
2019-03-29,3325
2019-03-30,3325
2019-03-31,3349
2019-04-01,3373
