date_obj,Graahk%20headdress price
2015-07-03,37790
2015-07-04,37790
2015-07-05,37790
2015-07-06,37790
2015-07-07,37790
2015-07-08,35956
2015-07-09,35956
2015-07-10,35956
2015-07-11,35956
2015-07-12,35956
2015-07-13,35956
2015-07-14,35956
2015-07-15,35956
2015-07-16,35956
2015-07-17,35956
2015-07-18,35956
2015-07-19,35956
2015-07-20,35956
2015-07-21,35956
2015-07-22,35956
2015-07-23,35956
2015-07-24,35956
2015-07-25,35956
2015-07-26,35956
2015-07-27,35956
2015-07-28,35956
2015-07-29,35956
2015-07-30,35956
2015-07-31,35956
2015-08-01,35956
2015-08-02,35956
2015-08-03,35956
2015-08-04,34231
2015-08-05,34231
2015-08-06,34231
2015-08-07,34231
2015-08-08,34231
2015-08-09,34231
2015-08-10,34231
2015-08-11,34231
2015-08-12,34231
2015-08-13,34231
2015-08-14,34231
2015-08-15,34231
2015-08-16,34231
2015-08-17,34231
2015-08-18,34231
2015-08-19,34231
2015-08-20,34231
2015-08-21,34231
2015-08-22,34231
2015-08-23,34231
2015-08-24,34231
2015-08-25,34231
2015-08-26,32563
2015-08-27,32563
2015-08-28,32563
2015-08-29,32563
2015-08-30,32563
2015-08-31,32563
2015-09-01,32563
2015-09-02,32563
2015-09-03,32563
2015-09-04,32563
2015-09-05,32563
2015-09-06,32563
2015-09-07,32563
2015-09-08,32563
2015-09-09,32563
2015-09-10,32563
2015-09-11,32563
2015-09-12,32563
2015-09-13,32563
2015-09-14,32563
2015-09-15,32563
2015-09-16,32563
2015-09-17,32563
2015-09-18,32563
2015-09-19,32563
2015-09-20,31004
2015-09-21,31004
2015-09-22,31004
2015-09-23,31004
2015-09-24,31004
2015-09-25,31004
2015-09-27,31004
2015-09-28,31004
2015-09-29,31004
2015-09-30,31004
2015-10-05,31004
2015-10-06,31004
2015-10-07,31004
2015-10-08,31004
2015-10-09,31004
2015-10-10,31004
2015-10-11,31004
2015-10-12,31004
2015-10-13,31004
2015-10-14,31004
2015-10-15,31004
2015-10-16,31004
2015-10-17,31004
2015-10-18,29497
2015-10-19,29497
2015-10-20,29497
2015-10-22,29497
2015-10-23,29497
2015-10-24,29497
2015-10-25,29497
2015-10-26,29497
2015-10-27,29497
2015-10-29,29497
2015-10-30,29497
2015-10-31,29497
2015-11-01,29497
2015-11-02,29497
2015-11-03,29497
2015-11-04,29497
2015-11-05,29497
2015-11-06,29497
2015-11-07,29497
2015-11-08,29497
2015-11-09,29497
2015-11-10,29497
2015-11-11,29497
2015-11-12,29497
2015-11-13,29497
2015-11-14,28088
2015-11-15,28088
2015-11-16,28088
2015-11-17,28088
2015-11-18,28088
2015-11-19,28088
2015-11-20,28088
2015-11-21,28088
2015-11-22,28088
2015-11-23,28088
2015-11-24,28088
2015-11-25,28088
2015-11-26,28088
2015-11-27,28088
2015-11-28,28088
2015-11-29,28088
2015-11-30,28088
2015-12-01,28088
2015-12-02,28088
2015-12-03,28088
2015-12-04,28088
2015-12-05,28088
2015-12-06,28088
2015-12-07,26766
2015-12-08,26766
2015-12-09,26766
2015-12-10,26766
2015-12-11,26766
2015-12-12,26766
2015-12-13,26766
2015-12-14,26766
2015-12-15,26766
2015-12-16,26766
2015-12-17,26766
2015-12-18,26766
2015-12-19,26766
2015-12-20,26766
2015-12-21,26766
2015-12-22,26766
2015-12-23,26766
2015-12-24,26766
2015-12-25,26766
2015-12-26,26766
2015-12-27,26766
2015-12-28,26766
2015-12-29,25461
2015-12-30,25461
2015-12-31,25461
2016-01-01,25461
2016-01-02,25461
2016-01-03,25461
2016-01-04,25461
2016-01-05,25461
2016-01-06,25461
2016-01-07,25461
2016-01-08,25461
2016-01-09,25461
2016-01-10,25461
2016-01-11,25461
2016-01-12,25461
2016-01-13,25461
2016-01-14,25461
2016-01-15,25461
2016-01-16,25461
2016-01-17,25461
2016-01-18,24237
2016-01-19,24237
2016-01-20,24237
2016-01-21,24237
2016-01-22,24237
2016-01-23,24237
2016-01-24,24237
2016-01-25,24237
2016-01-26,24237
2016-01-27,24237
2016-01-28,24237
2016-01-29,24237
2016-01-30,24237
2016-01-31,24237
2016-02-01,24237
2016-02-02,24237
2016-02-03,24237
2016-02-04,24237
2016-02-05,24237
2016-02-06,24237
2016-02-07,23046
2016-02-08,23046
2016-02-09,23046
2016-02-10,23046
2016-02-11,23046
2016-02-12,23046
2016-02-13,23046
2016-02-14,23046
2016-02-15,23046
2016-02-16,23046
2016-02-17,23046
2016-02-18,23046
2016-02-19,23046
2016-02-20,23046
2016-02-21,23046
2016-02-22,23046
2016-02-23,23046
2016-02-24,23046
2016-02-25,23046
2016-02-26,23046
2016-02-27,23046
2016-02-28,23046
2016-02-29,23046
2016-03-01,21935
2016-03-02,21935
2016-03-03,21935
2016-03-04,21935
2016-03-05,21935
2016-03-06,21935
2016-03-07,21935
2016-03-08,21935
2016-03-09,21935
2016-03-10,21935
2016-03-11,21935
2016-03-12,21935
2016-03-13,21935
2016-03-14,21935
2016-03-15,21935
2016-03-16,21935
2016-03-17,21935
2016-03-18,21935
2016-03-19,20921
2016-03-20,20921
2016-03-21,20921
2016-03-22,20921
2016-03-23,20921
2016-03-24,20921
2016-03-25,20921
2016-03-26,20921
2016-03-27,20921
2016-03-28,20921
2016-03-29,20921
2016-03-30,20921
2016-03-31,20921
2016-04-01,20921
2016-04-02,20921
2016-04-03,20921
2016-04-04,20921
2016-04-05,20921
2016-04-06,20921
2016-04-07,19903
2016-04-08,19903
2016-04-09,19903
2016-04-10,19903
2016-04-11,19903
2016-04-12,19903
2016-04-13,19903
2016-04-14,19903
2016-04-15,19903
2016-04-16,19903
2016-04-17,19903
2016-04-18,19903
2016-04-19,19903
2016-04-20,19903
2016-04-21,19903
2016-04-22,19903
2016-04-23,19903
2016-04-24,19903
2016-04-25,18930
2016-04-26,18930
2016-04-27,18930
2016-04-28,18930
2016-04-29,18930
2016-04-30,18930
2016-05-01,18930
2016-05-02,18930
2016-05-03,18930
2016-05-04,18930
2016-05-05,18930
2016-05-06,18930
2016-05-07,18930
2016-05-08,18930
2016-05-09,18930
2016-05-10,18930
2016-05-11,18930
2016-05-12,18006
2016-05-13,18006
2016-05-14,18006
2016-05-15,18006
2016-05-16,18006
2016-05-17,18006
2016-05-18,18006
2016-05-19,18006
2016-05-22,18006
2016-05-23,18006
2016-05-24,18006
2016-05-25,18006
2016-05-26,18006
2016-05-27,18006
2016-05-28,18006
2016-05-29,17130
2016-05-30,17130
2016-05-31,17130
2016-06-01,17130
2016-06-02,17130
2016-06-03,17130
2016-06-04,17130
2016-06-05,17130
2016-06-06,17130
2016-06-07,17130
2016-06-08,17130
2016-06-09,17130
2016-06-10,17130
2016-06-11,17130
2016-06-12,17130
2016-06-13,17130
2016-06-14,16303
2016-06-15,16303
2016-06-16,16303
2016-06-17,16303
2016-06-18,16303
2016-06-19,16303
2016-06-20,16303
2016-06-21,16303
2016-06-22,16303
2016-06-23,16303
2016-06-24,16303
2016-06-25,16303
2016-06-26,16303
2016-06-27,16303
2016-06-28,16303
2016-06-29,15507
2016-06-30,15507
2016-07-01,15507
2016-07-02,15507
2016-07-03,15507
2016-07-04,15507
2016-07-05,15507
2016-07-06,15507
2016-07-07,15507
2016-07-08,15507
2016-07-09,15507
2016-07-10,15507
2016-07-11,15507
2016-07-12,15507
2016-07-13,15507
2016-07-14,15507
2016-07-15,14757
2016-07-16,14757
2016-07-17,14757
2016-07-18,14757
2016-07-23,14757
2016-07-24,14757
2016-07-25,14757
2016-07-26,14757
2016-07-27,14757
2016-07-28,14757
2016-07-29,14757
2016-07-30,14757
2016-07-31,14757
2016-08-01,14757
2016-08-02,14039
2016-08-03,14039
2016-08-04,14039
2016-08-05,14039
2016-08-06,14039
2016-08-07,14039
2016-08-08,14039
2016-08-09,14039
2016-08-10,14039
2016-08-11,14039
2016-08-12,14039
2016-08-13,14039
2016-08-14,14039
2016-08-15,14039
2016-08-16,14039
2016-08-17,14039
2016-08-18,14039
2016-08-19,14039
2016-08-20,14039
2016-08-21,14039
2016-08-22,14039
2016-08-23,14039
2016-08-24,14039
2016-08-25,13350
2016-08-26,13350
2016-08-28,13350
2016-08-31,13350
2016-09-01,13350
2016-09-02,13350
2016-09-03,13350
2016-09-04,13350
2016-09-05,13350
2016-09-06,13350
2016-09-07,13350
2016-09-08,12750
2016-09-09,12750
2016-09-10,12750
2016-09-11,12750
2016-09-12,12750
2016-09-13,12750
2016-09-14,12750
2016-09-15,12750
2016-09-16,12750
2016-09-17,12750
2016-09-18,12750
2016-09-19,12750
2016-09-20,12750
2016-09-21,12176
2016-09-22,12176
2016-09-23,12176
2016-09-24,12176
2016-09-25,12176
2016-09-26,12176
2016-09-27,12176
2016-09-28,12176
2016-09-29,12176
2016-09-30,12176
2016-10-01,12176
2016-10-02,12176
2016-10-03,12176
2016-10-04,12176
2016-10-05,12176
2016-10-06,12176
2016-10-07,12176
2016-10-08,12176
2016-10-09,12176
2016-10-10,12176
2016-10-11,12176
2016-10-12,12176
2016-10-13,12176
2016-10-14,12176
2016-10-15,11587
2016-10-16,11587
2016-10-17,11587
2016-10-18,11587
2016-10-19,11587
2016-10-20,11587
2016-10-21,11587
2016-10-22,11587
2016-10-23,11587
2016-10-24,11587
2016-10-25,11587
2016-10-26,11587
2016-10-27,11587
2016-10-28,11587
2016-10-29,11587
2016-10-30,11587
2016-10-31,11587
2016-11-01,11587
2016-11-02,11587
2016-11-03,11587
2016-11-04,11587
2016-11-05,11587
2016-11-06,11039
2016-11-07,11039
2016-11-08,11039
2016-11-09,11039
2016-11-10,11039
2016-11-11,11039
2016-11-12,11039
2016-11-13,11039
2016-11-14,11039
2016-11-15,11039
2016-12-07,10497
2016-12-08,10497
2016-12-09,10497
2016-12-10,10497
2016-12-11,10497
2016-12-12,10497
2016-12-13,10497
2016-12-14,10497
2016-12-15,10004
2016-12-16,10004
2016-12-17,10004
2016-12-18,10004
2016-12-19,10004
2016-12-20,10004
2016-12-21,10004
2016-12-22,10004
2016-12-23,10004
2016-12-24,10004
2016-12-25,10004
2016-12-26,10004
2016-12-27,10004
2016-12-28,10004
2016-12-29,10004
2016-12-30,10004
2016-12-31,10004
2017-01-01,10004
2017-01-02,10004
2017-01-03,9576
2017-01-04,9576
2017-01-05,9576
2017-01-06,9576
2017-01-07,9576
2017-01-08,9576
2017-01-09,9576
2017-01-10,9576
2017-01-11,9576
2017-01-12,9576
2017-01-13,9576
2017-01-14,9576
2017-01-15,9576
2017-01-16,9576
2017-01-17,9576
2017-01-18,9106
2017-01-19,9106
2017-01-20,9106
2017-01-21,9106
2017-01-22,9106
2017-01-23,9106
2017-01-27,9106
2017-01-28,9106
2017-01-29,9106
2017-01-30,9106
2017-01-31,9106
2017-02-01,9106
2017-02-02,9106
2017-02-03,9106
2017-02-04,8702
2017-02-05,8702
2017-02-06,8702
2017-02-07,8702
2017-02-08,8702
2017-02-09,8702
2017-02-10,8702
2017-02-11,8702
2017-02-12,8702
2017-02-13,8702
2017-02-14,8702
2017-02-15,8702
2017-02-16,8702
2017-02-18,8702
2017-02-19,8702
2017-02-20,8702
2017-02-21,8356
2017-02-22,8356
2017-02-23,8356
2017-02-24,8356
2017-02-25,8356
2017-02-26,8356
2017-02-27,8356
2017-02-28,8356
2017-03-01,8356
2017-03-02,8356
2017-03-03,8356
2017-03-04,8356
2017-03-05,8356
2017-03-06,8356
2017-03-07,8356
2017-03-08,8356
2017-03-09,8356
2017-03-10,8356
2017-03-11,8356
2017-03-12,7951
2017-03-13,7951
2017-03-14,7951
2017-03-15,7951
2017-03-16,7951
2017-03-17,7951
2017-03-18,7951
2017-03-19,7951
2017-03-20,7951
2017-03-21,7951
2017-03-22,7951
2017-03-23,7951
2017-03-24,7951
2017-03-25,7951
2017-03-26,7951
2017-03-27,7951
2017-03-28,7951
2017-03-29,7607
2017-03-30,7607
2017-03-31,7607
2017-04-01,7607
2017-04-02,7607
2017-04-03,7607
2017-04-04,7607
2017-04-12,7607
2017-04-13,7607
2017-04-14,7607
2017-04-15,7607
2017-04-16,7607
2017-04-17,7607
2017-04-18,7479
2017-04-19,7479
2017-04-20,7479
2017-04-21,7479
2017-04-22,7479
2017-04-23,7479
2017-04-24,7479
2017-04-25,7479
2017-04-26,7479
2017-04-27,7479
2017-04-28,7479
2017-04-29,7479
2017-04-30,7479
2017-05-01,7479
2017-05-02,7479
2017-05-03,7479
2017-05-04,7479
2017-05-05,7479
2017-05-06,7140
2017-05-07,7140
2017-05-08,7140
2017-05-09,7140
2017-05-10,7140
2017-05-11,7140
2017-05-12,7140
2017-05-13,7140
2017-05-14,7140
2017-05-15,7140
2017-05-16,7140
2017-05-17,7140
2017-05-18,7140
2017-05-19,7140
2017-05-20,7140
2017-05-21,7140
2017-05-22,7140
2017-05-23,7140
2017-05-24,7140
2017-05-25,7140
2017-05-26,7140
2017-05-27,6943
2017-05-28,6943
2017-05-29,6943
2017-05-30,6943
2017-05-31,6943
2017-06-01,6943
2017-06-02,6943
2017-06-03,6943
2017-06-04,6943
2017-06-05,6943
2017-06-06,6943
2017-06-07,6943
2017-06-08,6943
2017-06-09,6943
2017-06-10,6943
2017-06-11,6943
2017-06-12,6943
2017-06-13,6943
2017-06-14,6943
2017-06-15,6792
2017-06-16,6792
2017-06-17,6792
2017-06-18,6792
2017-06-19,6792
2017-06-20,6792
2017-06-21,6792
2017-06-22,6792
2017-06-23,6792
2017-06-24,6792
2017-06-25,6792
2017-06-26,6792
2017-06-27,6792
2017-06-28,6792
2017-06-29,6792
2017-06-30,6792
2017-07-01,6792
2017-07-02,6792
2017-07-03,6792
2017-07-04,6792
2017-07-05,6792
2017-07-06,6792
2017-07-07,6556
2017-07-08,6556
2017-07-13,6556
2017-07-14,6556
2017-07-15,6556
2017-07-16,6556
2017-07-17,6556
2017-07-18,6556
2017-07-19,6556
2017-07-20,6556
2017-07-21,6556
2017-07-22,6556
2017-07-23,6556
2017-07-24,6556
2017-07-25,6310
2017-07-26,6310
2017-07-27,6310
2017-07-28,6310
2017-07-29,6310
2017-07-30,6310
2017-07-31,6310
2017-08-01,6310
2017-08-02,6310
2017-08-03,6310
2017-08-04,6310
2017-08-05,6310
2017-08-06,6310
2017-08-09,6310
2017-08-10,6310
2017-08-11,6310
2017-08-12,6310
2017-08-13,6009
2017-08-14,6009
2017-08-15,6009
2017-08-16,6009
2017-08-17,6009
2017-08-18,6009
2017-08-19,6009
2017-08-20,6009
2017-08-21,6009
2017-08-22,6009
2017-08-23,6009
2017-08-24,6009
2017-08-25,6009
2017-08-26,6009
2017-08-27,6009
2017-08-28,6009
2017-08-29,6009
2017-08-30,5790
2017-08-31,5790
2017-09-01,5790
2017-09-02,5790
2017-09-03,5790
2017-09-04,5790
2017-09-05,5790
2017-09-06,5790
2017-09-07,5790
2017-09-08,5790
2017-09-09,5790
2017-09-10,5790
2017-09-11,5790
2017-09-12,5790
2017-09-13,5790
2017-09-14,5790
2017-09-15,5790
2017-09-16,5790
2017-09-17,5790
2017-09-18,5632
2017-09-19,5632
2017-09-20,5632
2017-09-21,5632
2017-09-22,5632
2017-09-23,5632
2017-09-24,5632
2017-09-25,5632
2017-09-26,5632
2017-09-27,5632
2017-09-28,5632
2017-09-29,5632
2017-09-30,5632
2017-10-01,5632
2017-10-02,5632
2017-10-03,5632
2017-10-04,5632
2017-10-05,5632
2017-10-06,5632
2017-10-07,5632
2017-10-08,5632
2017-10-09,5438
2017-10-10,5438
2017-10-11,5438
2017-10-12,5438
2017-10-13,5438
2017-10-14,5438
2017-10-15,5438
2017-10-16,5438
2017-10-17,5438
2017-10-18,5438
2017-10-19,5438
2017-10-20,5438
2017-10-21,5438
2017-10-22,5438
2017-10-23,5438
2017-10-24,5438
2017-10-25,5438
2017-10-26,5438
2017-10-27,5438
2017-10-28,5438
2017-10-29,5179
2017-10-30,5179
2017-10-31,5179
2017-11-01,5179
2017-11-02,5179
2017-11-03,5179
2017-11-04,5179
2017-11-05,5179
2017-11-06,5179
2017-11-07,5179
2017-11-08,5179
2017-11-09,5179
2017-11-10,5179
2017-11-11,5179
2017-11-12,5179
2017-11-13,5179
2017-11-14,5179
2017-11-15,5179
2017-11-16,5179
2017-11-17,5179
2017-11-18,5179
2017-11-19,4939
2017-11-20,4939
2017-11-21,4939
2017-11-22,4939
2017-11-23,4939
2017-11-24,4939
2017-11-25,4939
2017-11-26,4939
2017-11-27,4939
2017-11-28,4939
2017-11-29,4939
2017-11-30,4939
2017-12-01,4939
2017-12-02,4939
2017-12-03,4939
2017-12-04,4939
2017-12-05,4939
2017-12-06,4939
2017-12-07,4939
2017-12-08,4939
2017-12-09,4939
2017-12-10,4724
2017-12-11,4724
2017-12-12,4724
2017-12-13,4724
2017-12-14,4724
2017-12-15,4724
2017-12-16,4724
2017-12-17,4724
2017-12-18,4724
2017-12-19,4724
2017-12-20,4724
2017-12-21,4724
2017-12-22,4724
2017-12-23,4724
2017-12-24,4724
2017-12-25,4724
2017-12-26,4724
2017-12-27,4724
2017-12-28,4724
2017-12-29,4724
2017-12-30,4716
2017-12-31,4716
2018-01-01,4716
2018-01-02,4716
2018-01-03,4716
2018-01-04,4716
2018-01-05,4716
2018-01-06,4716
2018-01-07,4716
2018-01-08,4716
2018-01-09,4716
2018-01-10,4716
2018-01-11,4716
2018-01-12,4716
2018-01-13,4716
2018-01-14,4716
2018-01-15,4716
2018-01-16,4716
2018-01-17,4716
2018-01-18,4494
2018-01-19,4494
2018-01-20,4494
2018-01-21,4494
2018-01-22,4494
2018-01-23,4494
2018-01-24,4494
2018-01-25,4494
2018-01-26,4494
2018-01-27,4338
2018-01-28,4338
2018-01-29,4338
2018-01-30,4338
2018-01-31,4338
2018-02-01,4338
2018-02-02,4338
2018-02-03,4338
2018-02-04,4338
2018-02-05,4338
2018-02-06,4338
2018-02-07,4203
2018-02-08,4203
2018-02-09,4203
2018-02-10,4203
2018-02-11,4203
2018-02-12,4203
2018-02-13,4203
2018-02-14,4203
2018-02-15,4203
2018-02-16,4203
2018-02-17,4203
2018-02-18,4271
2018-02-19,4271
2018-02-20,4271
2018-02-21,4271
2018-02-22,4271
2018-02-23,4271
2018-02-24,4271
2018-02-25,4271
2018-02-26,4271
2018-02-27,4271
2018-02-28,4271
2018-03-01,4401
2018-03-02,4401
2018-03-03,4401
2018-03-04,4401
2018-03-05,4401
2018-03-06,4401
2018-03-07,4401
2018-03-08,4401
2018-03-09,4401
2018-03-10,4401
2018-03-11,4401
2018-03-12,4260
2018-03-13,4260
2018-03-14,4260
2018-03-15,4260
2018-03-16,4260
2018-03-17,4260
2018-03-18,4260
2018-03-19,4260
2018-03-20,4260
2018-03-21,4260
2018-03-23,4116
2018-03-24,4116
2018-03-25,4116
2018-03-26,4116
2018-03-27,4116
2018-03-28,4116
2018-03-29,4116
2018-03-30,4116
2018-03-31,4116
2018-04-01,4116
2018-04-02,3921
2018-04-03,3921
2018-04-04,3921
2018-04-05,3921
2018-04-06,3921
2018-04-07,3921
2018-04-08,3921
2018-04-09,3921
2018-04-10,3921
2018-04-11,3921
2018-04-12,3921
2018-04-13,3730
2018-04-14,3730
2018-04-15,3730
2018-04-16,3730
2018-04-17,3730
2018-04-18,3730
2018-04-19,3730
2018-04-20,3730
2018-04-21,3730
2018-04-22,3730
2018-04-23,3730
2018-04-24,3572
2018-04-25,3572
2018-04-26,3572
2018-04-27,3572
2018-04-28,3572
2018-04-29,3572
2018-04-30,3572
2018-05-01,3572
2018-05-03,3572
2018-05-04,3572
2018-05-05,3570
2018-05-06,3570
2018-05-07,3570
2018-05-08,3570
2018-05-09,3570
2018-05-10,3570
2018-05-11,3570
2018-05-12,3570
2018-05-13,3570
2018-05-14,3570
2018-05-15,3570
2018-05-16,3570
2018-05-17,3570
2018-05-18,3511
2018-05-19,3511
2018-05-20,3511
2018-05-21,3511
2018-05-22,3511
2018-05-23,3511
2018-05-24,3511
2018-05-25,3511
2018-05-26,3511
2018-05-27,3511
2018-05-28,3511
2018-05-29,3433
2018-05-30,3433
2018-05-31,3433
2018-06-01,3433
2018-06-02,3433
2018-06-03,3433
2018-06-04,3433
2018-06-05,3433
2018-06-06,3433
2018-06-07,3433
2018-06-08,3311
2018-06-09,3311
2018-06-10,3311
2018-06-11,3311
2018-06-12,3311
2018-06-13,3311
2018-06-14,3311
2018-06-15,3311
2018-06-16,3311
2018-06-17,3311
2018-06-18,3311
2018-06-19,3311
2018-06-20,3316
2018-06-21,3316
2018-06-22,3316
2018-06-23,3316
2018-06-24,3316
2018-06-25,3316
2018-06-26,3316
2018-06-27,3316
2018-06-28,3316
2018-06-29,3316
2018-06-30,3316
2018-07-01,3331
2018-07-02,3331
2018-07-03,3331
2018-07-04,3331
2018-07-05,3331
2018-07-06,3331
2018-07-07,3331
2018-07-08,3331
2018-07-09,3331
2018-07-10,3331
2018-07-11,3331
2018-07-12,3331
2018-07-13,3331
2018-07-14,3331
2018-07-15,3331
2018-07-16,3331
2018-07-17,3331
2018-07-18,3331
2018-07-19,3331
2018-07-20,3331
2018-07-21,3331
2018-07-22,3208
2018-07-23,3208
2018-07-24,3208
2018-07-25,3208
2018-07-26,3208
2018-07-27,3208
2018-07-28,3208
2018-07-29,3208
2018-07-30,3208
2018-07-31,3192
2018-08-01,3192
2018-08-02,3192
2018-08-03,3192
2018-08-04,3192
2018-08-05,3192
2018-08-06,3192
2018-08-07,3192
2018-08-08,3191
2018-08-09,3191
2018-08-10,3191
2018-08-11,3191
2018-08-12,3191
2018-08-14,3191
2018-08-16,3167
2018-08-17,3167
2018-08-18,3167
2018-08-19,3167
2018-08-20,3167
2018-08-21,3167
2018-08-22,3167
2018-08-23,3167
2018-08-24,3018
2018-08-25,3018
2018-08-26,3018
2018-08-27,3018
2018-08-28,3018
2018-08-29,3018
2018-08-30,3018
2018-08-31,3018
2018-09-01,2967
2018-09-02,2967
2018-09-03,2967
2018-09-04,2967
2018-09-05,2967
2018-09-06,2967
2018-09-07,2967
2018-09-08,2967
2018-09-09,3007
2018-09-10,3007
2018-09-11,3007
2018-09-12,3007
2018-09-13,3007
2018-09-14,3007
2018-09-15,3007
2018-09-16,3007
2018-09-17,3007
2018-09-18,2967
2018-09-19,2967
2018-09-20,2967
2018-09-21,2967
2018-09-22,2967
2018-09-23,2967
2018-09-24,2967
2018-09-25,2967
2018-09-26,2958
2018-09-27,2958
2018-09-28,2958
2018-09-29,2958
2018-09-30,2958
2018-10-01,2958
2018-10-02,2958
2018-10-03,2958
2018-10-04,2958
2018-10-05,2935
2018-10-06,2935
2018-10-07,2935
2018-10-08,2935
2018-10-09,2935
2018-10-10,2935
2018-10-11,2935
2018-10-12,2935
2018-10-13,2951
2018-10-14,2951
2018-10-15,2951
2018-10-16,2951
2018-10-17,2951
2018-10-18,2951
2018-10-19,2951
2018-10-20,2951
2018-10-21,2951
2018-10-22,2951
2018-10-23,2840
2018-10-24,2840
2018-10-25,2840
2018-10-26,2840
2018-10-27,2840
2018-10-28,2840
2018-10-29,2840
2018-10-30,2840
2018-10-31,2840
2018-11-01,2840
2018-11-03,2764
2018-11-04,2764
2018-11-05,2764
2018-11-06,2764
2018-11-07,2764
2018-11-08,2764
2018-11-09,2764
2018-11-10,2697
2018-11-11,2697
2018-11-12,2697
2018-11-13,2697
2018-11-14,2697
2018-11-15,2697
2018-11-16,2621
2018-11-17,2621
2018-11-18,2621
2018-11-19,2621
2018-11-20,2621
2018-11-21,2621
2018-11-22,2621
2018-11-23,2549
2018-11-24,2549
2018-11-25,2549
2018-11-26,2549
2018-11-27,2549
2018-11-28,2549
2018-11-29,2427
2018-12-01,2427
2018-12-02,2427
2018-12-03,2427
2018-12-04,2427
2018-12-05,2308
2018-12-07,2308
2018-12-09,2308
2018-12-10,2207
2018-12-11,2207
2018-12-12,2207
2018-12-13,2207
2018-12-14,2207
2018-12-15,2207
2018-12-16,2106
2018-12-17,2106
2018-12-18,2106
2018-12-19,2106
2018-12-20,2106
2018-12-21,2106
2018-12-22,2025
2018-12-23,2025
2018-12-24,2025
2018-12-25,2025
2018-12-26,2025
2018-12-27,1929
2018-12-28,1929
2018-12-29,1929
2018-12-30,1929
2018-12-31,1929
2019-01-01,1929
2019-01-02,1837
2019-01-03,1837
2019-01-04,1837
2019-01-05,1837
2019-01-06,1768
2019-01-08,1768
2019-01-10,1768
2019-01-11,1768
2019-01-12,1793
2019-01-13,1793
2019-01-14,1793
2019-01-15,1793
2019-01-16,1793
2019-01-17,1793
2019-01-18,1709
2019-01-19,1709
2019-01-20,1709
2019-01-21,1709
2019-01-22,1709
2019-01-23,1709
2019-01-24,1676
2019-01-25,1676
2019-01-26,1676
2019-01-27,1676
2019-01-28,1676
2019-01-29,1676
2019-01-30,1662
2019-01-31,1662
2019-02-01,1662
2019-02-02,1662
2019-02-03,1662
2019-02-04,1662
2019-02-05,1662
2019-02-06,1640
2019-02-07,1640
2019-02-08,1640
2019-02-09,1640
2019-02-10,1640
2019-02-11,1640
2019-02-12,1630
2019-02-13,1630
2019-02-14,1630
2019-02-15,1630
2019-02-16,1630
2019-02-17,1630
2019-02-18,1630
2019-02-19,1617
2019-02-20,1617
2019-02-21,1617
2019-02-22,1617
2019-02-23,1617
2019-02-24,1617
2019-02-25,1617
2019-02-26,1598
2019-02-27,1598
2019-02-28,1598
2019-03-01,1598
2019-03-02,1598
2019-03-03,1598
2019-03-04,1598
2019-03-05,1598
2019-03-06,1622
2019-03-07,1622
2019-03-08,1622
2019-03-09,1622
2019-03-10,1622
2019-03-11,1622
2019-03-12,1622
2019-03-13,1622
2019-03-14,1622
2019-03-15,1626
2019-03-16,1626
2019-03-17,1626
2019-03-18,1626
2019-03-19,1626
2019-03-20,1626
2019-03-21,1615
2019-03-22,1615
2019-03-23,1615
2019-03-24,1615
