date_obj,Splitbark%20body price
2015-09-14,29681
2015-09-15,29681
2015-09-16,29470
2015-09-17,29470
2015-09-18,29272
2015-09-19,29272
2015-09-20,30648
2015-09-21,30648
2015-09-22,30463
2015-09-23,30463
2015-09-24,30191
2015-09-25,30191
2015-09-27,28967
2015-09-28,28733
2015-09-29,28733
2015-09-30,29497
2015-10-05,31236
2015-10-06,31557
2015-10-07,31557
2015-10-08,31005
2015-10-09,31005
2015-10-10,31066
2015-10-11,32001
2015-10-12,32001
2015-10-13,32015
2015-10-14,32015
2015-10-15,32565
2015-10-16,32565
2015-10-17,33276
2015-10-18,33276
2015-10-19,34486
2015-10-20,34486
2015-10-22,35996
2015-10-23,36897
2015-10-24,36897
2015-10-25,37516
2015-10-26,37516
2015-10-27,37648
2015-10-29,37168
2015-10-30,37168
2015-10-31,36541
2015-11-01,36541
2015-11-02,35347
2015-11-03,35347
2015-11-04,35091
2015-11-05,35091
2015-11-06,34830
2015-11-07,34830
2015-11-08,34333
2015-11-09,34333
2015-11-10,33377
2015-11-11,33377
2015-11-12,33178
2015-11-13,33178
2015-11-14,33178
2015-11-15,32231
2015-11-16,32231
2015-11-17,31668
2015-11-18,31668
2015-11-19,31042
2015-11-20,31042
2015-11-21,31011
2015-11-22,31246
2015-11-23,31246
2015-11-24,31246
2015-11-25,32295
2015-11-26,32295
2015-11-27,33799
2015-11-28,33799
2015-11-29,35313
2015-11-30,35313
2015-12-01,36140
2015-12-02,36140
2015-12-03,37112
2015-12-04,37112
2015-12-05,37112
2015-12-06,36760
2015-12-07,36760
2015-12-08,36272
2015-12-09,35760
2015-12-10,35760
2015-12-11,36144
2015-12-12,36144
2015-12-13,36915
2015-12-14,36915
2015-12-15,37567
2015-12-16,37567
2015-12-17,38600
2015-12-18,38600
2015-12-19,38208
2015-12-20,37580
2015-12-21,37580
2015-12-22,37036
2015-12-23,37036
2015-12-24,37049
2015-12-25,37049
2015-12-26,35970
2015-12-27,34729
2015-12-28,34729
2015-12-29,34314
2015-12-30,34314
2015-12-31,34775
2016-01-01,34775
2016-01-02,34634
2016-01-03,35829
2016-01-04,35829
2016-01-05,36920
2016-01-06,36920
2016-01-07,38026
2016-01-08,38026
2016-01-09,38661
2016-01-10,38661
2016-01-11,38198
2016-01-12,38621
2016-01-13,38621
2016-01-14,38561
2016-01-15,38561
2016-01-16,38958
2016-01-17,38958
2016-01-18,38524
2016-01-19,38524
2016-01-20,37650
2016-01-21,37650
2016-01-22,36145
2016-01-23,36145
2016-01-24,34494
2016-01-25,32866
2016-01-26,32866
2016-01-27,31543
2016-01-28,31543
2016-01-29,30749
2016-01-30,30749
2016-01-31,30348
2016-02-01,29984
2016-02-02,29984
2016-02-03,29349
2016-02-04,29349
2016-02-05,29106
2016-02-06,29077
2016-02-07,29077
2016-02-08,29205
2016-02-09,29205
2016-02-10,29407
2016-02-11,29407
2016-02-12,28922
2016-02-13,28282
2016-02-14,28282
2016-02-15,28021
2016-02-16,28021
2016-02-17,29043
2016-02-18,29043
2016-02-19,29293
2016-02-20,29293
2016-02-21,29816
2016-02-22,29816
2016-02-23,29751
2016-02-24,29751
2016-02-25,30316
2016-02-26,30316
2016-02-27,30531
2016-02-28,30531
2016-02-29,30490
2016-03-01,30490
2016-03-02,30164
2016-03-03,30164
2016-03-04,29824
2016-03-05,29824
2016-03-06,30501
2016-03-07,30501
2016-03-08,31180
2016-03-09,31180
2016-03-10,30815
2016-03-11,30815
2016-03-12,30680
2016-03-13,30680
2016-03-14,29898
2016-03-15,29898
2016-03-16,29386
2016-03-17,29386
2016-03-18,29311
2016-03-19,29311
2016-03-20,29648
2016-03-21,29648
2016-03-22,29966
2016-03-23,29966
2016-03-24,30118
2016-03-25,30118
2016-03-26,29897
2016-03-27,29897
2016-03-28,29084
2016-03-29,29084
2016-03-30,29084
2016-03-31,28547
2016-04-01,28547
2016-04-02,29159
2016-04-03,29159
2016-04-04,28842
2016-04-05,28842
2016-04-06,28885
2016-04-07,28885
2016-04-08,28760
2016-04-09,28760
2016-04-10,29716
2016-04-11,29716
2016-04-12,29696
2016-04-13,29696
2016-04-14,29001
2016-04-15,29001
2016-04-16,29220
2016-04-17,29220
2016-04-18,30165
2016-04-19,30165
2016-04-20,31081
2016-04-21,31081
2016-04-22,31306
2016-04-23,31306
2016-04-24,31435
2016-04-25,31435
2016-04-26,30810
2016-04-27,30810
2016-04-28,30108
2016-04-29,30108
2016-04-30,28702
2016-05-01,28702
2016-05-02,28467
2016-05-03,28535
2016-05-04,28535
2016-05-05,29105
2016-05-06,29105
2016-05-07,29101
2016-05-08,29101
2016-05-09,28469
2016-05-10,28498
2016-05-11,28498
2016-05-12,28694
2016-05-13,28406
2016-05-14,28406
2016-05-15,28718
2016-05-16,28718
2016-05-17,29484
2016-05-18,30206
2016-05-19,30206
2016-05-22,31661
2016-05-23,33163
2016-05-24,33163
2016-05-25,33106
2016-05-26,33106
2016-05-27,33408
2016-05-28,33408
2016-05-29,32580
2016-05-30,32580
2016-05-31,31318
2016-06-01,31318
2016-06-02,30874
2016-06-03,30874
2016-06-04,30325
2016-06-05,30325
2016-06-06,30646
2016-06-07,30646
2016-06-08,30878
2016-06-09,30878
2016-06-10,31069
2016-06-11,31069
2016-06-12,30071
2016-06-13,30071
2016-06-14,30150
2016-06-15,30150
2016-06-16,29927
2016-06-17,30372
2016-06-18,30372
2016-06-19,30247
2016-06-20,30247
2016-06-21,30201
2016-06-22,30201
2016-06-23,29918
2016-06-24,29918
2016-06-25,30446
2016-06-26,30446
2016-06-27,30680
2016-06-28,30680
2016-06-29,31478
2016-06-30,31478
2016-07-01,31501
2016-07-02,31501
2016-07-03,31193
2016-07-04,30090
2016-07-05,30090
2016-07-06,29539
2016-07-07,29539
2016-07-08,29563
2016-07-09,29563
2016-07-10,30237
2016-07-11,30152
2016-07-12,30152
2016-07-13,29803
2016-07-14,29803
2016-07-15,29421
2016-07-16,29421
2016-07-17,29329
2016-07-18,29329
2016-07-24,29605
2016-07-25,30044
2016-07-26,30044
2016-07-27,30066
2016-07-28,30066
2016-07-29,30009
2016-07-30,30009
2016-07-31,29875
2016-08-01,29875
2016-08-02,29503
2016-08-03,29503
2016-08-04,29750
2016-08-05,29750
2016-08-06,29198
2016-08-07,29198
2016-08-08,29482
2016-08-09,29482
2016-08-10,29578
2016-08-11,29578
2016-08-12,29954
2016-08-13,29954
2016-08-14,29517
2016-08-15,29517
2016-08-16,30067
2016-08-17,30067
2016-08-18,30067
2016-08-19,29701
2016-08-20,29701
2016-08-21,29839
2016-08-22,29839
2016-08-23,29385
2016-08-24,29385
2016-08-25,29819
2016-08-26,29819
2016-08-28,29537
2016-08-31,29757
2016-09-01,29757
2016-09-02,30631
2016-09-03,30631
2016-09-04,30822
2016-09-05,30822
2016-09-06,30803
2016-09-07,30803
2016-09-08,30803
2016-09-09,31448
2016-09-10,31448
2016-09-11,31773
2016-09-12,31773
2016-09-13,31832
2016-09-14,31832
2016-09-15,32807
2016-09-16,32807
2016-09-17,33706
2016-09-18,33706
2016-09-19,33151
2016-09-20,33151
2016-09-21,33151
2016-09-22,32667
2016-09-23,32667
2016-09-24,32667
2016-09-25,31613
2016-09-26,31613
2016-09-27,31613
2016-09-28,31256
2016-09-29,31256
2016-09-30,30285
2016-10-01,30285
2016-10-02,30285
2016-10-03,29836
2016-10-04,29836
2016-10-05,29136
2016-10-06,29136
2016-10-07,29136
2016-10-08,29695
2016-10-09,29695
2016-10-11,29428
2016-10-12,29428
2016-10-13,29428
2016-10-14,28800
2016-10-15,28800
2016-10-16,28640
2016-10-17,28640
2016-10-18,28273
2016-10-19,28273
2016-10-20,28944
2016-10-21,28944
2016-10-22,29699
2016-10-23,29699
2016-10-24,30669
2016-10-25,30669
2016-10-26,30250
2016-10-27,30250
2016-10-28,30250
2016-10-29,30217
2016-10-30,30217
2016-10-31,29044
2016-11-01,29044
2016-11-02,28557
2016-11-03,28557
2016-11-04,28847
2016-11-05,28847
2016-11-06,28847
2016-11-07,28864
2016-11-08,28864
2016-11-09,28795
2016-11-10,28795
2016-11-11,27893
2016-11-12,27893
2016-11-13,28676
2016-11-14,28676
2016-12-08,30056
2016-12-09,29587
2016-12-10,29587
2016-12-11,29334
2016-12-12,29334
2016-12-13,29204
2016-12-14,29204
2016-12-15,29012
2016-12-16,29012
2016-12-17,28820
2016-12-18,28820
2016-12-19,29014
2016-12-20,29014
2016-12-21,28164
2016-12-22,28164
2016-12-23,29068
2016-12-24,29068
2016-12-25,29706
2016-12-26,29706
2016-12-27,29458
2016-12-28,29458
2016-12-29,29855
2016-12-30,29855
2016-12-31,30036
2017-01-01,30036
2017-01-02,30304
2017-01-03,30304
2017-01-04,29686
2017-01-05,29686
2017-01-06,29185
2017-01-07,28696
2017-01-08,28696
2017-01-09,29318
2017-01-10,29318
2017-01-11,29686
2017-01-12,29301
2017-01-13,29301
2017-01-14,29487
2017-01-15,29487
2017-01-16,29790
2017-01-17,29790
2017-01-18,30009
2017-01-19,30009
2017-01-20,30831
2017-01-21,30831
2017-01-22,30544
2017-01-27,29836
2017-01-28,30191
2017-01-29,30191
2017-01-30,30252
2017-01-31,30252
2017-02-01,30045
2017-02-02,30045
2017-02-03,29396
2017-02-04,29396
2017-02-05,29400
2017-02-06,29400
2017-02-07,29860
2017-02-08,28832
2017-02-09,28832
2017-02-10,29398
2017-02-11,29398
2017-02-12,30392
2017-02-13,30392
2017-02-14,30845
2017-02-15,30845
2017-02-16,30331
2017-02-18,29359
2017-02-19,29659
2017-02-20,29659
2017-02-21,29333
2017-02-22,29333
2017-02-23,29437
2017-02-24,29437
2017-02-25,29452
2017-02-26,29452
2017-02-27,29946
2017-02-28,31266
2017-03-01,31266
2017-03-02,31622
2017-03-03,31622
2017-03-04,31310
2017-03-05,31310
2017-03-06,30196
2017-03-07,30196
2017-03-08,29733
2017-03-09,29733
2017-03-10,29470
2017-03-11,29470
2017-03-12,29790
2017-03-13,30854
2017-03-14,30854
2017-03-15,30700
2017-03-16,30700
2017-03-17,30346
2017-03-18,30346
2017-03-19,29647
2017-03-20,29233
2017-03-21,29233
2017-03-22,29110
2017-03-23,29110
2017-03-24,29747
2017-03-25,29747
2017-03-26,29527
2017-03-27,29527
2017-03-28,29995
2017-03-29,29995
2017-03-30,29570
2017-03-31,29570
2017-04-01,29221
2017-04-02,29221
2017-04-03,29994
2017-04-04,29994
2017-04-12,29746
2017-04-13,29669
2017-04-14,29669
2017-04-15,29459
2017-04-16,29224
2017-04-17,29224
2017-04-18,29933
2017-04-19,29933
2017-04-20,29806
2017-04-21,29806
2017-04-22,29441
2017-04-23,29441
2017-04-24,28539
2017-04-25,28089
2017-04-26,28089
2017-04-27,27815
2017-04-28,27815
2017-04-29,27779
2017-04-30,27779
2017-05-01,27822
2017-05-02,27822
2017-05-03,28401
2017-05-04,28821
2017-05-05,28821
2017-05-06,28467
2017-05-07,28467
2017-05-08,28177
2017-05-09,28547
2017-05-10,28547
2017-05-11,28213
2017-05-12,28213
2017-05-13,28652
2017-05-14,28652
2017-05-15,28783
2017-05-16,28783
2017-05-17,28533
2017-05-18,28533
2017-05-19,28589
2017-05-20,28905
2017-05-21,28905
2017-05-22,29778
2017-05-23,29778
2017-05-24,30245
2017-05-25,30245
2017-05-26,29794
2017-05-27,29794
2017-05-28,28433
2017-05-29,28433
2017-05-30,27431
2017-05-31,27431
2017-06-01,27121
2017-06-02,27121
2017-06-03,26545
2017-06-06,26441
2017-06-07,26441
2017-06-08,26676
2017-06-09,26676
2017-06-10,26562
2017-06-11,26562
2017-06-12,26542
2017-06-13,26542
2017-06-14,27318
2017-06-15,27318
2017-06-16,27016
2017-06-17,27016
2017-06-18,26549
2017-06-19,26549
2017-06-20,26748
2017-06-21,26748
2017-06-22,26640
2017-06-23,26640
2017-06-24,26557
2017-06-25,26557
2017-06-26,26533
2017-06-27,26533
2017-06-28,26692
2017-06-29,26692
2017-06-30,26993
2017-07-01,26993
2017-07-02,26993
2017-07-03,27039
2017-07-04,27039
2017-07-05,27039
2017-07-06,26621
2017-07-07,26621
2017-07-08,26621
2017-07-13,27023
2017-07-14,26823
2017-07-15,26823
2017-07-16,26595
2017-07-17,26595
2017-07-18,26486
2017-07-19,26486
2017-07-20,26818
2017-07-21,26818
2017-07-22,26955
2017-07-23,26955
2017-07-24,26983
2017-07-25,26983
2017-07-26,28020
2017-07-27,28020
2017-07-28,27732
2017-07-29,27732
2017-07-30,27364
2017-07-31,27364
2017-08-01,27364
2017-08-02,27140
2017-08-03,27140
2017-08-04,27140
2017-08-05,27374
2017-08-06,27374
2017-08-09,26942
2017-08-10,26942
2017-08-11,27240
2017-08-12,27240
2017-08-13,28416
2017-08-14,28416
2017-08-15,28441
2017-08-17,27277
2017-08-18,27277
2017-08-19,27277
2017-08-20,26962
2017-08-21,26962
2017-08-22,27092
2017-08-23,27092
2017-08-24,27100
2017-08-25,27100
2017-08-26,26905
2017-08-27,26905
2017-08-28,26753
2017-08-29,26753
2017-08-30,26847
2017-08-31,26847
2017-09-01,26847
2017-09-02,27243
2017-09-03,27243
2017-09-04,27030
2017-09-05,27030
2017-09-06,26954
2017-09-07,26954
2017-09-08,26712
2017-09-09,26682
2017-09-10,26682
2017-09-11,26857
2017-09-12,26857
2017-09-13,26913
2017-09-14,26913
2017-09-15,26612
2017-09-16,26612
2017-09-17,26787
2017-09-19,26990
2017-09-20,26990
2017-09-21,27084
2017-09-22,27084
2017-09-23,26864
2017-09-24,26864
2017-09-25,26639
2017-09-26,26639
2017-09-27,26440
2017-09-28,26440
2017-09-29,26626
2017-09-30,26626
2017-10-01,26530
2017-10-02,26530
2017-10-03,26530
2017-10-04,26530
2017-10-05,26738
2017-10-06,26738
2017-10-07,26808
2017-10-08,26808
2017-10-09,26737
2017-10-10,26737
2017-10-11,26614
2017-10-12,26614
2017-10-13,26902
2017-10-14,26902
2017-10-15,26827
2017-10-16,26827
2017-10-17,26687
2017-10-18,26687
2017-10-19,26582
2017-10-20,26582
2017-10-21,27410
2017-10-22,27410
2017-10-23,27023
2017-10-24,27023
2017-10-25,26598
2017-10-26,26598
2017-10-27,26848
2017-10-28,26848
2017-10-29,27261
2017-10-30,27261
2017-10-31,27173
2017-11-01,27173
2017-11-02,27173
2017-11-03,26610
2017-11-04,26711
2017-11-05,26711
2017-11-06,27279
2017-11-07,27279
2017-11-08,27116
2017-11-09,27116
2017-11-10,26811
2017-11-11,26811
2017-11-12,26985
2017-11-13,26985
2017-11-14,26503
2017-11-15,26503
2017-11-16,26627
2017-11-17,26627
2017-11-18,26797
2017-11-19,26797
2017-11-20,26583
2017-11-21,26583
2017-11-22,26776
2017-11-23,26776
2017-11-24,26937
2017-11-25,26937
2017-11-26,26870
2017-11-27,26870
2017-11-28,27590
2017-11-29,27590
2017-11-30,27216
2017-12-01,27569
2017-12-02,27569
2017-12-03,27819
2017-12-04,27819
2017-12-05,27384
2017-12-06,27384
2017-12-07,27328
2017-12-08,27328
2017-12-09,27328
2017-12-10,27062
2017-12-11,27062
2017-12-12,26725
2017-12-13,26725
2017-12-14,26785
2017-12-15,26785
2017-12-16,27217
2017-12-17,27217
2017-12-18,27053
2017-12-19,27053
2017-12-20,26703
2017-12-21,26703
2017-12-22,27117
2017-12-23,27117
2017-12-24,26792
2017-12-25,26792
2017-12-26,26765
2017-12-27,26765
2017-12-28,26607
2017-12-29,26607
2017-12-30,27207
2017-12-31,27207
2018-01-01,27434
2018-01-02,27434
2018-01-03,26896
2018-01-04,26896
2018-01-05,26582
2018-01-06,26582
2018-01-07,26645
2018-01-08,26645
2018-01-09,26651
2018-01-10,26651
2018-01-11,27269
2018-01-12,27269
2018-01-13,27135
2018-01-14,27135
2018-01-15,27100
2018-01-16,27100
2018-01-17,27552
2018-01-18,27552
2018-01-19,27236
2018-01-20,27081
2018-01-21,27081
2018-01-22,27608
2018-01-23,27608
2018-01-24,27613
2018-01-25,27613
2018-01-26,26836
2018-01-27,26830
2018-01-28,26848
2018-01-29,27175
2018-01-30,27104
2018-02-01,26771
2018-02-02,27000
2018-02-04,27315
2018-02-05,27315
2018-02-06,27504
2018-02-07,27316
2018-02-08,27316
2018-02-09,28213
2018-02-10,28213
2018-02-11,29268
2018-02-12,30432
2018-02-13,30432
2018-02-14,31755
2018-02-15,33343
2018-02-16,35011
2018-02-17,35147
2018-02-18,34410
2018-02-19,33856
2018-02-20,33856
2018-02-21,33703
2018-02-22,33703
2018-02-23,33373
2018-02-24,33373
2018-02-25,32318
2018-02-26,30844
2018-02-27,29394
2018-02-28,29394
2018-03-01,28226
2018-03-02,27353
2018-03-03,27397
2018-03-04,27397
2018-03-05,26973
2018-03-06,26755
2018-03-07,26997
2018-03-08,26997
2018-03-09,27161
2018-03-10,27072
2018-03-11,27205
2018-03-12,27065
2018-03-13,27065
2018-03-14,27469
2018-03-15,27469
2018-03-16,26998
2018-03-17,27226
2018-03-18,27521
2018-03-19,27521
2018-03-20,27780
2018-03-21,27780
2018-03-23,27874
2018-03-24,27884
2018-03-26,28047
2018-03-27,27584
2018-03-28,27584
2018-03-29,27232
2018-03-30,27232
2018-03-31,27371
2018-04-01,27056
2018-04-02,26893
2018-04-03,26878
2018-04-04,27377
2018-04-05,27377
2018-04-06,26590
2018-04-08,26822
2018-04-09,27037
2018-04-10,27037
2018-04-11,27172
2018-04-12,27176
2018-04-13,27176
2018-04-14,27618
2018-04-16,28743
2018-04-17,28384
2018-04-18,28384
2018-04-19,27977
2018-04-20,27659
2018-04-21,27555
2018-04-22,27555
2018-04-23,27036
2018-04-24,27036
2018-04-25,26868
2018-04-26,26868
2018-04-27,26916
2018-04-28,27030
2018-04-29,26793
2018-04-30,26755
2018-05-01,26827
2018-05-02,26827
2018-05-03,26836
2018-05-04,26836
2018-05-05,27033
2018-05-06,27033
2018-05-07,26975
2018-05-08,26975
2018-05-09,27598
2018-05-10,28317
2018-05-11,28317
2018-05-12,28544
2018-05-13,28544
2018-05-14,27862
2018-05-15,27862
2018-05-16,27055
2018-05-17,27055
2018-05-18,28160
2018-05-19,29564
2018-05-20,29564
2018-05-21,29531
2018-05-22,29531
2018-05-23,28475
2018-05-24,28475
2018-05-25,27782
2018-05-26,27668
2018-05-27,27668
2018-05-28,27999
2018-05-29,27505
2018-05-30,27505
2018-05-31,26874
2018-06-01,27361
2018-06-02,27601
2018-06-03,27601
2018-06-04,27325
2018-06-05,26909
2018-06-06,26901
2018-06-07,26901
2018-06-08,27000
2018-06-09,27000
2018-06-10,27430
2018-06-11,27430
2018-06-12,27594
2018-06-13,27577
2018-06-14,26713
2018-06-15,26713
2018-06-16,26739
2018-06-17,26994
2018-06-18,27234
2018-06-19,27219
2018-06-20,27219
2018-06-21,27126
2018-06-22,27046
2018-06-23,27046
2018-06-24,27368
2018-06-25,27389
2018-06-26,27389
2018-06-27,28294
2018-06-28,29352
2018-06-29,29475
2018-06-30,29475
2018-07-01,28774
2018-07-02,28774
2018-07-03,28141
2018-07-04,28141
2018-07-05,28930
2018-07-06,29523
2018-07-07,29523
2018-07-08,29614
2018-07-09,28730
2018-07-10,28075
2018-07-11,28126
2018-07-12,28126
2018-07-13,28624
2018-07-14,27771
2018-07-15,27771
2018-07-16,28680
2018-07-17,29755
2018-07-18,29072
2018-07-19,29072
2018-07-20,28230
2018-07-21,28135
2018-07-22,27818
2018-07-23,28293
2018-07-24,28839
2018-07-25,27833
2018-07-26,28291
2018-07-27,27991
2018-07-28,27991
2018-07-29,27570
2018-07-30,28352
2018-07-31,28579
2018-08-01,28579
2018-08-02,28892
2018-08-03,28819
2018-08-04,28425
2018-08-05,28168
2018-08-06,29577
2018-08-07,30343
2018-08-08,30443
2018-08-09,30443
2018-08-10,29319
2018-08-11,28225
2018-08-12,27478
2018-08-14,27562
2018-08-16,27239
2018-08-17,26968
2018-08-18,26968
2018-08-19,27293
2018-08-20,27333
2018-08-21,27333
2018-08-22,27224
2018-08-23,27191
2018-08-24,27241
2018-08-25,26852
2018-08-26,27115
2018-08-27,27341
2018-08-28,27343
2018-08-29,27124
2018-08-30,27195
2018-08-31,26911
2018-09-01,26940
2018-09-02,26724
2018-09-03,27150
2018-09-04,26979
2018-09-05,26948
2018-09-06,26948
2018-09-07,27127
2018-09-08,26863
2018-09-09,26863
2018-09-10,27085
2018-09-11,27085
2018-09-12,26814
2018-09-13,26864
2018-09-14,27192
2018-09-15,26943
2018-09-16,26943
2018-09-17,26867
2018-09-18,27244
2018-09-19,27225
2018-09-20,26652
2018-09-21,26963
2018-09-22,26796
2018-09-23,27205
2018-09-24,27028
2018-09-25,27028
2018-09-26,26962
2018-09-27,26962
2018-09-28,26549
2018-09-29,26846
2018-09-30,26918
2018-10-02,27086
2018-10-03,26981
2018-10-04,26981
2018-10-05,26946
2018-10-06,28196
2018-10-07,29369
2018-10-08,30838
2018-10-09,32380
2018-10-10,33999
2018-10-11,35699
2018-10-12,37075
2018-10-13,38929
2018-10-14,40876
2018-10-15,42920
2018-10-16,45066
2018-10-17,47054
2018-10-18,49316
2018-10-19,49222
2018-10-20,49222
2018-10-21,50267
2018-10-22,47829
2018-10-23,45646
2018-10-24,43439
2018-10-25,42507
2018-10-26,40391
2018-10-27,38435
2018-10-28,36811
2018-10-29,36811
2018-10-30,34970
2018-10-31,33228
2018-11-01,31910
2018-11-03,29472
2018-11-04,28588
2018-11-05,28103
2018-11-06,28128
2018-11-07,28243
2018-11-08,28584
2018-11-09,27938
2018-11-10,27882
2018-11-11,28797
2018-11-12,29822
2018-11-13,31271
2018-11-14,31774
2018-11-15,30283
2018-11-16,29342
2018-11-17,28679
2018-11-18,28261
2018-11-19,28203
2018-11-20,28254
2018-11-21,28550
2018-11-22,28412
2018-11-23,27868
2018-11-24,28168
2018-11-25,27647
2018-11-26,27346
2018-11-27,27895
2018-11-28,28667
2018-11-29,29744
2018-12-01,32291
2018-12-02,32314
2018-12-03,32314
2018-12-04,32819
2018-12-05,34060
2018-12-07,31540
2018-12-09,29672
2018-12-10,28994
2018-12-11,28420
2018-12-13,28010
2018-12-14,27961
2018-12-15,27911
2018-12-16,27559
2018-12-17,27685
2018-12-18,27804
2018-12-19,27264
2018-12-20,27408
2018-12-21,27708
2018-12-22,27954
2018-12-23,28551
2018-12-24,28617
2018-12-25,28024
2018-12-26,27949
2018-12-27,28301
2018-12-28,29033
2018-12-29,28662
2018-12-30,28854
2018-12-31,28986
2019-01-01,29252
2019-01-02,28865
2019-01-03,28879
2019-01-04,28600
2019-01-05,28658
2019-01-06,28429
2019-01-08,29226
2019-01-10,30256
2019-01-11,30032
2019-01-12,30141
2019-01-13,29707
2019-01-14,29049
2019-01-15,28429
2019-01-16,28207
2019-01-17,28121
2019-01-18,28144
2019-01-19,28074
2019-01-20,28098
2019-01-21,27328
2019-01-22,27920
2019-01-23,27800
2019-01-25,28422
2019-01-26,28798
2019-01-27,29413
2019-01-28,29031
2019-01-29,29394
2019-01-30,29039
2019-01-31,28690
2019-02-01,28232
2019-02-02,27960
2019-02-03,27788
2019-02-04,27409
2019-02-05,27425
2019-02-06,27748
2019-02-07,27842
2019-02-08,27845
2019-02-09,27586
2019-02-10,27471
2019-02-11,27464
2019-02-12,27739
2019-02-13,27750
2019-02-14,27556
2019-02-15,27716
2019-02-16,27746
2019-02-17,27907
2019-02-18,27409
2019-02-19,27101
2019-02-20,27423
2019-02-21,27640
2019-02-22,27737
2019-02-23,27669
2019-02-24,27501
2019-02-25,27014
2019-02-26,27344
2019-02-27,27691
2019-02-28,27949
2019-03-01,27831
2019-03-02,27786
2019-03-03,28051
2019-03-04,27764
2019-03-05,27850
2019-03-06,27668
2019-03-07,27229
2019-03-08,27229
2019-03-09,26910
2019-03-10,26909
2019-03-11,26884
2019-03-12,26939
2019-03-13,26866
2019-03-14,27163
2019-03-15,27115
2019-03-16,27401
2019-03-17,28572
2019-03-18,28572
2019-03-19,28571
2019-03-20,28937
2019-03-21,28970
2019-03-22,29108
2019-03-23,28181
2019-03-24,27466
2019-03-25,27591
2019-03-26,27583
2019-03-27,27583
2019-03-28,27391
2019-03-29,27212
2019-03-30,27212
2019-03-31,26943
2019-04-01,27005
2019-04-02,27213
2019-04-03,28087
2019-04-04,28835
2019-04-05,28233
2019-04-06,27976
2019-04-07,27635
2019-04-08,27354
2019-04-09,27242
2019-04-10,27353
