date_obj,Steel%20sq%20shield price
2015-03-26,6044
2015-03-27,6044
2015-03-28,6044
2015-03-29,6044
2015-03-30,5741
2015-03-31,5741
2015-04-01,5741
2015-04-02,5461
2015-04-03,5461
2015-04-04,5461
2015-04-05,5200
2015-04-06,5200
2015-04-07,5200
2015-04-08,4955
2015-04-09,4955
2015-04-10,4955
2015-04-11,4712
2015-04-12,4712
2015-04-13,4712
2015-04-14,4712
2015-04-15,4476
2015-04-16,4476
2015-04-17,4476
2015-04-18,4261
2015-04-19,4261
2015-04-20,4261
2015-04-21,4058
2015-04-22,4058
2015-04-23,4058
2015-04-24,3860
2015-04-25,3860
2015-04-26,3860
2015-04-27,3670
2015-04-28,3670
2015-04-29,3670
2015-04-30,3493
2015-05-01,3493
2015-05-02,3318
2015-05-03,3318
2015-05-04,3318
2015-05-05,3152
2015-05-06,3152
2015-05-07,2994
2015-05-08,2994
2015-05-09,2850
2015-05-10,2850
2015-05-11,2850
2015-05-12,2707
2015-05-13,2707
2015-05-14,2577
2015-05-15,2577
2015-05-16,2577
2015-05-17,2448
2015-05-18,2448
2015-05-19,2448
2015-05-20,2331
2015-05-21,2331
2015-05-22,2331
2015-05-23,2218
2015-05-24,2218
2015-05-25,2116
2015-05-26,2116
2015-05-27,2116
2015-05-28,2010
2015-05-29,2010
2015-05-30,1909
2015-05-31,1909
2015-06-01,1816
2015-06-02,1816
2015-06-03,1816
2015-06-04,1728
2015-06-05,1728
2015-06-06,1645
2015-06-07,1645
2015-06-08,1645
2015-06-09,1569
2015-06-10,1569
2015-06-11,1569
2015-06-12,1497
2015-06-13,1497
2015-06-14,1428
2015-06-15,1428
2015-06-16,1359
2015-06-17,1359
2015-06-18,1296
2015-06-19,1296
2015-06-20,1296
2015-06-21,1236
2015-06-22,1236
2015-06-23,1180
2015-06-24,1180
2015-06-25,1180
2015-06-26,1121
2015-06-27,1121
2015-06-28,1069
2015-06-29,1069
2015-06-30,1069
2015-07-01,1021
2015-07-02,1021
2015-07-03,974
2015-07-04,974
2015-07-05,934
2015-07-06,934
2015-07-07,891
2015-07-08,891
2015-07-09,891
2015-07-10,846
2015-07-11,846
2015-07-12,846
2015-07-13,803
2015-07-14,803
2015-07-15,765
2015-07-16,765
2015-07-17,728
2015-07-18,728
2015-07-19,728
2015-07-20,691
2015-07-21,691
2015-07-22,658
2015-07-23,658
2015-07-24,630
2015-07-25,630
2015-07-26,630
2015-07-27,602
2015-07-28,602
2015-07-29,575
2015-07-30,575
2015-07-31,575
2015-08-01,546
2015-08-02,546
2015-08-03,524
2015-08-04,524
2015-08-05,500
2015-08-06,500
2015-08-07,500
2015-08-08,475
2015-08-09,475
2015-08-10,455
2015-08-11,455
2015-08-12,455
2015-08-13,432
2015-08-14,432
2015-08-15,411
2015-08-16,411
2015-08-17,395
2015-08-18,395
2015-08-19,395
2015-08-20,375
2015-08-21,375
2015-08-22,359
2015-08-23,359
2015-08-24,359
2015-08-25,343
2015-08-26,343
2015-08-27,329
2015-08-28,329
2015-08-29,329
2015-08-30,314
2015-08-31,314
2015-09-01,300
2015-09-02,300
2015-09-03,300
2015-09-04,287
2015-09-05,287
2015-09-06,287
2015-09-07,274
2015-09-08,274
2015-09-09,274
2015-09-10,260
2015-09-11,260
2015-09-12,260
2015-09-13,250
2015-09-14,250
2015-09-15,250
2015-09-16,250
2015-09-17,244
2015-09-18,244
2015-09-19,244
2015-09-20,234
2015-09-21,234
2015-09-22,234
2015-09-23,224
2015-09-24,224
2015-09-25,224
2015-09-27,219
2015-09-28,219
2015-09-29,219
2015-09-30,217
2015-10-05,214
2015-10-06,214
2015-10-07,214
2015-10-08,215
2015-10-09,215
2015-10-10,215
2015-10-11,220
2015-10-12,220
2015-10-13,220
2015-10-14,220
2015-10-15,214
2015-10-16,214
2015-10-17,214
2015-10-18,214
2015-10-19,214
2015-10-20,214
2015-10-22,210
2015-10-23,210
2015-10-24,210
2015-10-25,210
2015-10-26,210
2015-10-27,210
2015-10-29,213
2015-10-30,213
2015-10-31,205
2015-11-01,205
2015-11-02,205
2015-11-03,201
2015-11-04,201
2015-11-05,201
2015-11-06,201
2015-11-07,199
2015-11-08,199
2015-11-09,199
2015-11-10,199
2015-11-11,201
2015-11-12,201
2015-11-13,201
2015-11-14,201
2015-11-15,200
2015-11-16,200
2015-11-17,200
2015-11-18,200
2015-11-19,202
2015-11-20,202
2015-11-21,202
2015-11-22,204
2015-11-23,204
2015-11-24,204
2015-11-25,203
2015-11-26,203
2015-11-27,203
2015-11-28,203
2015-11-29,197
2015-11-30,197
2015-12-01,197
2015-12-02,191
2015-12-03,191
2015-12-04,191
2015-12-05,191
2015-12-06,192
2015-12-07,192
2015-12-08,192
2015-12-09,197
2015-12-10,197
2015-12-11,197
2015-12-13,196
2015-12-14,196
2015-12-15,200
2015-12-16,200
2015-12-17,200
2015-12-18,208
2015-12-19,208
2015-12-20,208
2015-12-21,206
2015-12-22,206
2015-12-23,206
2015-12-24,207
2015-12-25,207
2015-12-26,207
2015-12-27,204
2015-12-28,204
2015-12-29,204
2015-12-30,210
2015-12-31,210
2016-01-01,210
2016-01-02,210
2016-01-03,215
2016-01-04,215
2016-01-05,216
2016-01-06,216
2016-01-07,216
2016-01-08,220
2016-01-09,220
2016-01-10,220
2016-01-11,214
2016-01-12,214
2016-01-13,214
2016-01-14,208
2016-01-15,208
2016-01-16,219
2016-01-17,219
2016-01-18,230
2016-01-19,230
2016-01-20,242
2016-01-21,242
2016-01-22,255
2016-01-23,255
2016-01-24,264
2016-01-25,264
2016-01-26,277
2016-01-27,277
2016-01-28,288
2016-01-29,288
2016-01-30,303
2016-01-31,303
2016-02-01,309
2016-02-02,309
2016-02-03,298
2016-02-04,298
2016-02-05,298
2016-02-06,292
2016-02-07,292
2016-02-08,292
2016-02-09,291
2016-02-10,291
2016-02-11,292
2016-02-12,292
2016-02-13,287
2016-02-14,287
2016-02-15,282
2016-02-16,282
2016-02-17,276
2016-02-18,276
2016-02-19,276
2016-02-20,274
2016-02-21,269
2016-02-22,269
2016-02-23,268
2016-02-24,268
2016-02-25,263
2016-02-26,263
2016-02-27,256
2016-02-28,256
2016-02-29,256
2016-03-01,256
2016-03-02,252
2016-03-03,252
2016-03-04,251
2016-03-05,251
2016-03-06,250
2016-03-07,250
2016-03-08,250
2016-03-09,243
2016-03-10,243
2016-03-11,240
2016-03-12,240
2016-03-13,242
2016-03-14,242
2016-03-15,239
2016-03-16,239
2016-03-17,244
2016-03-18,244
2016-03-19,246
2016-03-20,246
2016-03-21,246
2016-03-22,246
2016-03-23,238
2016-03-24,238
2016-03-25,231
2016-03-26,231
2016-03-27,224
2016-03-28,226
2016-03-29,226
2016-03-30,226
2016-03-31,216
2016-04-01,216
2016-04-02,205
2016-04-03,205
2016-04-04,197
2016-04-05,197
2016-04-06,197
2016-04-07,197
2016-04-08,204
2016-04-09,204
2016-04-10,208
2016-04-11,208
2016-04-12,208
2016-04-13,218
2016-04-14,218
2016-04-15,224
2016-04-16,224
2016-04-17,227
2016-04-18,227
2016-04-19,229
2016-04-20,229
2016-04-21,229
2016-04-22,229
2016-04-23,232
2016-04-24,232
2016-04-25,224
2016-04-26,224
2016-04-27,220
2016-04-28,220
2016-04-29,222
2016-04-30,222
2016-05-01,221
2016-05-02,221
2016-05-03,219
2016-05-04,219
2016-05-05,221
2016-05-06,221
2016-05-07,221
2016-05-08,226
2016-05-09,226
2016-05-10,222
2016-05-11,222
2016-05-12,222
2016-05-13,214
2016-05-14,214
2016-05-15,204
2016-05-16,204
2016-05-17,200
2016-05-18,200
2016-05-19,203
2016-05-22,209
2016-05-23,213
2016-05-24,213
2016-05-25,217
2016-05-26,217
2016-05-27,213
2016-05-28,213
2016-05-29,210
2016-05-30,210
2016-05-31,210
2016-06-01,204
2016-06-02,204
2016-06-03,207
2016-06-04,207
2016-06-05,212
2016-06-06,212
2016-06-07,209
2016-06-08,209
2016-06-09,216
2016-06-10,216
2016-06-11,224
2016-06-12,224
2016-06-13,223
2016-06-14,223
2016-06-15,228
2016-06-16,228
2016-06-17,225
2016-06-18,225
2016-06-19,222
2016-06-20,222
2016-06-21,216
2016-06-22,216
2016-06-23,214
2016-06-24,214
2016-06-25,213
2016-06-26,213
2016-06-27,215
2016-06-28,215
2016-06-29,224
2016-06-30,224
2016-07-01,229
2016-07-02,229
2016-07-03,229
2016-07-04,221
2016-07-05,221
2016-07-06,219
2016-07-07,219
2016-07-08,220
2016-07-09,220
2016-07-10,224
2016-07-11,231
2016-07-12,231
2016-07-13,238
2016-07-14,243
2016-07-15,243
2016-07-16,249
2016-07-17,249
2016-07-18,251
2016-07-24,235
2016-07-25,230
2016-07-26,230
2016-07-27,229
2016-07-28,229
2016-07-29,227
2016-07-30,227
2016-07-31,227
2016-08-01,223
2016-08-02,223
2016-08-03,217
2016-08-04,217
2016-08-05,217
2016-08-06,221
2016-08-07,221
2016-08-08,221
2016-08-09,228
2016-08-10,228
2016-08-11,228
2016-08-12,237
2016-08-13,237
2016-08-14,237
2016-08-15,248
2016-08-16,248
2016-08-17,248
2016-08-18,254
2016-08-19,254
2016-08-20,256
2016-08-21,256
2016-08-22,256
2016-08-23,245
2016-08-24,245
2016-08-25,245
2016-08-26,245
2016-08-28,244
2016-08-31,239
2016-09-01,239
2016-09-02,229
2016-09-03,229
2016-09-04,229
2016-09-05,220
2016-09-06,220
2016-09-07,220
2016-09-08,216
2016-09-09,216
2016-09-10,216
2016-09-11,222
2016-09-12,222
2016-09-13,222
2016-09-14,225
2016-09-15,225
2016-09-16,225
2016-09-17,219
2016-09-18,219
2016-09-19,219
2016-09-20,219
2016-09-21,217
2016-09-22,217
2016-09-23,217
2016-09-24,217
2016-09-25,211
2016-09-26,211
2016-09-27,211
2016-09-28,211
2016-09-29,209
2016-09-30,209
2016-10-01,209
2016-10-02,207
2016-10-03,207
2016-10-04,207
2016-10-05,207
2016-10-06,206
2016-10-07,206
2016-10-08,206
2016-10-09,206
2016-10-10,208
2016-10-11,208
2016-10-12,208
2016-10-13,215
2016-10-14,215
2016-10-15,215
2016-10-16,216
2016-10-17,216
2016-10-18,216
2016-10-19,223
2016-10-20,223
2016-10-21,223
2016-10-22,227
2016-10-23,227
2016-10-24,228
2016-10-25,228
2016-10-26,228
2016-10-27,227
2016-10-28,227
2016-10-29,227
2016-10-30,222
2016-10-31,222
2016-11-01,222
2016-11-02,219
2016-11-03,219
2016-11-04,219
2016-11-05,226
2016-11-06,226
2016-11-07,226
2016-11-08,224
2016-11-09,224
2016-11-10,224
2016-11-11,222
2016-11-12,222
2016-11-13,222
