date_obj,Emerald%20bolts price
2015-03-26,157
2015-03-27,159
2015-03-28,159
2015-03-29,159
2015-03-30,159
2015-03-31,159
2015-04-01,159
2015-04-02,159
2015-04-03,163
2015-04-04,163
2015-04-05,163
2015-04-06,163
2015-04-07,163
2015-04-08,163
2015-04-09,163
2015-04-10,170
2015-04-11,170
2015-04-12,170
2015-04-13,170
2015-04-14,170
2015-04-15,170
2015-04-16,170
2015-04-17,170
2015-04-18,175
2015-04-19,175
2015-04-20,175
2015-04-21,175
2015-04-22,175
2015-04-23,175
2015-04-24,175
2015-04-25,175
2015-04-26,175
2015-04-27,179
2015-04-28,179
2015-04-29,179
2015-04-30,179
2015-05-01,179
2015-05-02,179
2015-05-03,179
2015-05-04,179
2015-05-05,179
2015-05-06,184
2015-05-07,184
2015-05-08,184
2015-05-09,184
2015-05-10,184
2015-05-11,184
2015-05-12,184
2015-05-13,184
2015-05-14,184
2015-05-15,191
2015-05-16,191
2015-05-17,191
2015-05-18,191
2015-05-19,191
2015-05-20,191
2015-05-21,191
2015-05-22,191
2015-05-23,191
2015-05-24,191
2015-05-25,195
2015-05-26,195
2015-05-27,195
2015-05-28,195
2015-05-29,195
2015-05-30,195
2015-05-31,201
2015-06-01,201
2015-06-02,201
2015-06-03,201
2015-06-04,201
2015-06-05,201
2015-06-06,205
2015-06-07,205
2015-06-08,205
2015-06-09,205
2015-06-10,205
2015-06-11,205
2015-06-12,205
2015-06-13,210
2015-06-14,210
2015-06-15,210
2015-06-16,210
2015-06-17,210
2015-06-18,210
2015-06-19,210
2015-06-20,217
2015-06-21,217
2015-06-22,217
2015-06-23,217
2015-06-24,217
2015-06-25,217
2015-06-26,222
2015-06-27,222
2015-06-28,222
2015-06-29,222
2015-06-30,222
2015-07-01,222
2015-07-02,222
2015-07-03,222
2015-07-04,232
2015-07-05,232
2015-07-06,232
2015-07-07,232
2015-07-08,232
2015-07-09,232
2015-07-10,232
2015-07-11,232
2015-07-12,232
2015-07-13,236
2015-07-14,236
2015-07-15,236
2015-07-16,236
2015-07-17,236
2015-07-18,236
2015-07-19,236
2015-07-20,236
2015-07-21,237
2015-07-22,237
2015-07-23,237
2015-07-24,237
2015-07-25,237
2015-07-26,237
2015-07-27,237
2015-07-28,237
2015-07-29,237
2015-07-30,237
2015-07-31,237
2015-08-01,237
2015-08-02,237
2015-08-03,237
2015-08-04,229
2015-08-05,229
2015-08-06,229
2015-08-07,229
2015-08-08,229
2015-08-09,229
2015-08-10,231
2015-08-11,231
2015-08-12,231
2015-08-13,231
2015-08-14,231
2015-08-15,231
2015-08-16,231
2015-08-17,231
2015-08-18,226
2015-08-19,226
2015-08-20,226
2015-08-21,226
2015-08-22,226
2015-08-23,226
2015-08-24,226
2015-08-25,226
2015-08-26,226
2015-08-27,214
2015-08-28,214
2015-08-29,214
2015-08-30,214
2015-08-31,214
2015-09-01,214
2015-09-02,214
2015-09-03,214
2015-09-04,211
2015-09-05,211
2015-09-06,211
2015-09-07,211
2015-09-08,211
2015-09-09,211
2015-09-10,211
2015-09-11,211
2015-09-12,211
2015-09-13,211
2015-09-14,211
2015-09-15,211
2015-09-16,211
2015-09-17,211
2015-09-18,211
2015-09-19,211
2015-09-20,217
2015-09-21,217
2015-09-22,217
2015-09-23,217
2015-09-24,217
2015-09-25,217
2015-09-27,217
2015-09-28,217
2015-09-29,218
2015-09-30,218
2015-10-05,218
2015-10-06,218
2015-10-07,218
2015-10-08,218
2015-10-09,218
2015-10-10,218
2015-10-11,218
2015-10-12,218
2015-10-13,218
2015-10-14,218
2015-10-15,218
2015-10-16,218
2015-10-17,218
2015-10-18,218
2015-10-19,218
2015-10-20,218
2015-10-22,218
2015-10-23,218
2015-10-24,218
2015-10-25,218
2015-10-26,218
2015-10-27,218
2015-10-29,218
2015-10-30,218
2015-10-31,218
2015-11-01,218
2015-11-02,217
2015-11-03,217
2015-11-04,217
2015-11-05,217
2015-11-06,217
2015-11-07,217
2015-11-08,217
2015-11-09,217
2015-11-10,217
2015-11-11,216
2015-11-12,216
2015-11-13,216
2015-11-14,216
2015-11-15,216
2015-11-16,216
2015-11-17,216
2015-11-18,216
2015-11-19,216
2015-11-20,219
2015-11-21,219
2015-11-22,219
2015-11-23,219
2015-11-24,219
2015-11-25,219
2015-11-26,219
2015-11-27,219
2015-11-28,219
2015-11-29,219
2015-11-30,219
2015-12-01,214
2015-12-02,214
2015-12-03,214
2015-12-04,214
2015-12-05,214
2015-12-06,214
2015-12-07,214
2015-12-08,214
2015-12-09,214
2015-12-10,221
2015-12-11,221
2015-12-12,221
2015-12-13,221
2015-12-14,221
2015-12-15,221
2015-12-16,221
2015-12-17,221
2015-12-18,221
2015-12-19,231
2015-12-20,231
2015-12-21,231
2015-12-22,231
2015-12-23,231
2015-12-24,231
2015-12-25,231
2015-12-26,231
2015-12-27,234
2015-12-28,234
2015-12-29,234
2015-12-30,234
2015-12-31,234
2016-01-01,234
2016-01-02,234
2016-01-03,236
2016-01-04,236
2016-01-05,236
2016-01-06,236
2016-01-07,236
2016-01-08,242
2016-01-09,242
2016-01-10,242
2016-01-11,242
2016-01-12,249
2016-01-13,249
2016-01-14,249
2016-01-15,249
2016-01-16,249
2016-01-17,249
2016-01-18,253
2016-01-19,253
2016-01-20,253
2016-01-21,253
2016-01-22,253
2016-01-23,253
2016-01-24,253
2016-01-25,253
2016-01-26,256
2016-01-27,256
2016-01-28,256
2016-01-29,256
2016-01-30,256
2016-01-31,256
2016-02-01,259
2016-02-02,259
2016-02-03,259
2016-02-04,259
2016-02-05,259
2016-02-06,265
2016-02-07,265
2016-02-08,265
2016-02-09,265
2016-02-10,265
2016-02-11,268
2016-02-12,268
2016-02-13,268
2016-02-14,268
2016-02-15,268
2016-02-16,268
2016-02-17,268
2016-02-18,268
2016-02-19,267
2016-02-20,267
2016-02-21,267
2016-02-22,267
2016-02-23,267
2016-02-24,267
2016-02-25,274
2016-02-26,274
2016-02-27,274
2016-02-28,274
2016-02-29,274
2016-03-01,274
2016-03-02,274
2016-03-03,274
2016-03-04,276
2016-03-05,276
2016-03-06,276
2016-03-07,276
2016-03-08,276
2016-03-09,276
2016-03-10,276
2016-03-11,276
2016-03-12,275
2016-03-13,275
2016-03-14,275
2016-03-15,275
2016-03-16,275
2016-03-17,275
2016-03-18,275
2016-03-19,275
2016-03-20,267
2016-03-21,267
2016-03-22,267
2016-03-23,267
2016-03-24,267
2016-03-25,267
2016-03-26,267
2016-03-27,267
2016-03-28,263
2016-03-29,263
2016-03-30,263
2016-03-31,263
2016-04-01,263
2016-04-02,263
2016-04-03,267
2016-04-04,267
2016-04-05,267
2016-04-06,267
2016-04-07,267
2016-04-08,267
2016-04-09,267
2016-04-10,267
2016-04-11,269
2016-04-12,269
2016-04-13,269
2016-04-14,269
2016-04-15,269
2016-04-16,269
2016-04-17,269
2016-04-18,268
2016-04-19,268
2016-04-20,268
2016-04-21,268
2016-04-22,279
2016-04-23,279
2016-04-24,279
2016-04-25,279
2016-04-26,279
2016-04-27,280
2016-04-28,280
2016-04-29,280
2016-04-30,280
2016-05-01,280
2016-05-02,280
2016-05-03,280
2016-05-04,280
2016-05-05,278
2016-05-06,278
2016-05-07,278
2016-05-08,278
2016-05-09,278
2016-05-10,278
2016-05-11,278
2016-05-12,278
2016-05-13,278
2016-05-14,269
2016-05-15,269
2016-05-16,269
2016-05-17,269
2016-05-18,269
2016-05-19,269
2016-05-22,262
2016-05-23,262
2016-05-24,262
2016-05-25,262
2016-05-26,262
2016-05-27,262
2016-05-28,262
2016-05-29,259
2016-05-30,259
2016-05-31,259
2016-06-01,259
2016-06-02,259
2016-06-03,259
2016-06-04,259
2016-06-05,259
2016-06-06,259
2016-06-07,259
2016-06-08,255
2016-06-09,255
2016-06-10,255
2016-06-11,255
2016-06-12,255
2016-06-13,255
2016-06-14,255
2016-06-15,256
2016-06-16,256
2016-06-17,256
2016-06-18,256
2016-06-19,256
2016-06-20,256
2016-06-21,256
2016-06-22,256
2016-06-23,260
2016-06-24,260
2016-06-25,260
2016-06-26,260
2016-06-27,270
2016-06-28,270
2016-06-29,270
2016-06-30,270
2016-07-01,282
2016-07-02,282
2016-07-03,282
2016-07-04,282
2016-07-05,282
2016-07-06,282
2016-07-07,282
2016-07-08,283
2016-07-09,283
2016-07-10,283
2016-07-11,283
2016-07-12,283
2016-07-13,283
2016-07-14,283
2016-07-15,283
2016-07-16,290
2016-07-17,290
2016-07-18,290
2016-07-23,290
2016-07-24,299
2016-07-25,299
2016-07-26,299
2016-07-27,299
2016-07-28,299
2016-07-29,299
2016-07-30,309
2016-07-31,309
2016-08-01,309
2016-08-02,309
2016-08-03,309
2016-08-04,309
2016-08-05,323
2016-08-06,323
2016-08-07,323
2016-08-08,323
2016-08-09,323
2016-08-10,323
2016-08-11,323
2016-08-12,323
2016-08-13,323
2016-08-14,317
2016-08-15,317
2016-08-16,317
2016-08-17,317
2016-08-18,317
2016-08-19,317
2016-08-20,317
2016-08-21,317
2016-08-22,317
2016-08-23,304
2016-08-24,304
2016-08-25,304
2016-08-26,304
2016-08-28,304
2016-08-31,304
2016-09-01,304
2016-09-02,304
2016-09-03,288
2016-09-04,288
2016-09-05,288
2016-09-06,288
2016-09-07,288
2016-09-08,288
2016-09-09,288
2016-09-10,273
2016-09-11,273
2016-09-12,273
2016-09-13,273
2016-09-14,273
2016-09-15,273
2016-09-16,273
2016-09-17,273
2016-09-18,259
2016-09-19,259
2016-09-20,259
2016-09-21,259
2016-09-22,259
2016-09-23,259
2016-09-24,259
2016-09-25,259
2016-09-26,259
2016-09-27,246
2016-09-28,246
2016-09-29,246
2016-09-30,246
2016-10-01,246
2016-10-02,246
2016-10-03,246
2016-10-04,246
2016-10-05,246
2016-10-06,237
2016-10-07,237
2016-10-08,237
2016-10-09,237
2016-10-10,237
2016-10-11,237
2016-10-12,237
2016-10-13,237
2016-10-14,228
2016-10-15,228
2016-10-16,228
2016-10-17,228
2016-10-18,228
2016-10-19,228
2016-10-20,228
2016-10-21,221
2016-10-22,221
2016-10-23,221
2016-10-24,221
2016-10-25,221
2016-10-26,221
2016-10-27,221
2016-10-28,221
2016-10-29,213
2016-10-30,213
2016-10-31,213
2016-11-01,213
2016-11-02,213
2016-11-03,213
2016-11-04,213
2016-11-05,214
2016-11-06,214
2016-11-07,214
2016-11-08,214
2016-11-09,214
2016-11-10,214
2016-11-11,214
2016-11-12,214
2016-11-13,211
2016-11-14,211
2016-11-15,211
2016-12-07,199
2016-12-08,199
2016-12-09,199
2016-12-10,199
2016-12-11,199
2016-12-12,199
2016-12-13,199
2016-12-14,199
2016-12-15,199
2016-12-16,199
2016-12-17,199
2016-12-18,199
2016-12-19,199
2016-12-20,199
2016-12-21,199
2016-12-22,199
2016-12-23,193
2016-12-24,193
2016-12-25,193
2016-12-26,193
2016-12-27,193
2016-12-28,193
2016-12-29,193
2016-12-30,189
2016-12-31,189
2017-01-01,189
2017-01-02,189
2017-01-03,189
2017-01-04,188
2017-01-05,188
2017-01-06,188
2017-01-07,188
2017-01-08,188
2017-01-09,184
2017-01-10,184
2017-01-11,184
2017-01-12,184
2017-01-13,184
2017-01-14,184
2017-01-15,175
2017-01-16,175
2017-01-17,175
2017-01-18,175
2017-01-19,175
2017-01-20,175
2017-01-21,166
2017-01-22,166
2017-01-23,166
2017-01-27,162
2017-01-28,162
2017-01-29,162
2017-01-30,162
2017-01-31,162
2017-02-01,158
2017-02-02,158
2017-02-03,158
2017-02-04,158
2017-02-05,158
2017-02-06,158
2017-02-07,158
2017-02-08,156
2017-02-09,156
2017-02-10,156
2017-02-11,156
2017-02-12,156
2017-02-13,156
2017-02-14,156
2017-02-15,156
2017-02-16,156
2017-02-18,156
2017-02-19,156
2017-02-20,156
2017-02-21,156
2017-02-22,156
2017-02-23,156
2017-02-24,156
2017-02-25,156
2017-02-26,155
2017-02-27,155
2017-02-28,155
2017-03-01,155
2017-03-02,155
2017-03-03,155
2017-03-04,155
2017-03-05,152
2017-03-06,152
2017-03-07,152
2017-03-08,152
2017-03-09,152
2017-03-10,152
2017-03-11,148
2017-03-12,148
2017-03-13,148
2017-03-14,148
2017-03-15,148
2017-03-16,148
2017-03-17,149
2017-03-18,149
2017-03-19,149
2017-03-20,149
2017-03-21,149
2017-03-22,149
2017-03-23,147
2017-03-24,147
2017-03-25,147
2017-03-26,147
2017-03-27,147
2017-03-28,147
2017-03-29,146
2017-03-30,146
2017-03-31,146
2017-04-01,146
2017-04-02,146
2017-04-03,146
2017-04-04,145
2017-04-12,144
2017-04-13,144
2017-04-14,144
2017-04-15,144
2017-04-16,148
2017-04-17,148
2017-04-18,148
2017-04-19,148
2017-04-20,148
2017-04-21,148
2017-04-22,153
2017-04-23,153
2017-04-24,153
2017-04-25,153
2017-04-26,153
2017-04-27,153
2017-04-28,156
2017-04-29,156
2017-04-30,156
2017-05-01,156
2017-05-02,156
2017-05-03,152
2017-05-04,152
2017-05-05,152
2017-05-06,152
2017-05-07,152
2017-05-08,152
2017-05-09,154
2017-05-10,154
2017-05-11,154
2017-05-12,154
2017-05-13,154
2017-05-14,154
2017-05-15,150
2017-05-16,150
2017-05-17,150
2017-05-18,150
2017-05-19,150
2017-05-20,148
2017-05-21,148
2017-05-22,148
2017-05-23,148
2017-05-24,148
2017-05-25,148
2017-05-26,148
2017-05-27,148
2017-05-28,148
2017-05-29,148
2017-05-30,148
2017-05-31,150
2017-06-01,150
2017-06-02,150
2017-06-03,150
2017-06-04,150
2017-06-05,149
2017-06-06,149
2017-06-07,149
2017-06-08,149
2017-06-09,149
2017-06-10,147
2017-06-11,147
2017-06-12,147
2017-06-13,147
2017-06-14,147
2017-06-15,147
2017-06-16,143
2017-06-17,143
2017-06-18,143
2017-06-19,143
2017-06-20,148
2017-06-21,148
2017-06-22,148
2017-06-23,148
2017-06-24,152
2017-06-25,152
2017-06-26,152
2017-06-27,155
2017-06-28,155
2017-06-29,155
2017-06-30,155
2017-07-01,158
2017-07-02,158
2017-07-03,158
2017-07-04,160
2017-07-05,160
2017-07-06,160
2017-07-07,160
2017-07-08,165
2017-07-13,169
2017-07-14,173
2017-07-15,173
2017-07-16,173
2017-07-17,175
2017-07-18,175
2017-07-19,175
2017-07-20,175
2017-07-21,175
2017-07-22,175
2017-07-23,176
2017-07-24,176
2017-07-25,176
2017-07-26,176
2017-07-27,171
2017-07-28,171
2017-07-29,171
2017-07-30,172
2017-07-31,172
2017-08-01,172
2017-08-02,173
2017-08-03,173
2017-08-04,173
2017-08-05,175
2017-08-06,175
2017-08-09,176
2017-08-10,175
2017-08-11,175
2017-08-12,175
2017-08-13,175
2017-08-14,175
2017-08-15,175
2017-08-16,175
2017-08-17,177
2017-08-18,177
2017-08-19,177
2017-08-20,178
2017-08-21,178
2017-08-22,178
2017-08-23,174
2017-08-24,174
2017-08-25,174
2017-08-26,169
2017-08-27,169
2017-08-28,169
2017-08-29,164
2017-08-30,164
2017-08-31,164
2017-09-01,161
2017-09-03,161
2017-09-04,167
2017-09-05,167
2017-09-06,167
2017-09-07,168
2017-09-08,168
2017-09-09,168
2017-09-10,166
2017-09-11,166
2017-09-12,166
2017-09-13,165
2017-09-14,165
2017-09-15,165
2017-09-16,167
2017-09-17,167
2017-09-18,167
2017-09-19,168
2017-09-20,168
2017-09-21,168
2017-09-22,163
2017-09-23,163
2017-09-24,163
2017-09-25,163
2017-09-26,159
2017-09-27,159
2017-09-28,159
2017-09-29,156
2017-09-30,156
2017-10-01,156
2017-10-02,162
2017-10-03,162
2017-10-04,162
2017-10-05,167
2017-10-06,167
2017-10-07,171
2017-10-08,171
2017-10-09,171
2017-10-10,171
2017-10-11,171
2017-10-12,171
2017-10-13,169
2017-10-14,169
2017-10-15,169
2017-10-16,163
2017-10-17,163
2017-10-18,163
2017-10-19,158
2017-10-20,158
2017-10-21,158
2017-10-22,158
2017-10-23,158
2017-10-24,158
2017-10-25,160
2017-10-26,160
2017-10-27,160
2017-10-28,161
2017-10-29,161
2017-10-30,155
2017-10-31,155
2017-11-01,155
2017-11-02,153
2017-11-03,153
2017-11-04,153
2017-11-05,147
2017-11-06,147
2017-11-07,147
2017-11-08,142
2017-11-09,142
2017-11-10,142
2017-11-11,146
2017-11-12,146
2017-11-13,150
2017-11-14,150
2017-11-15,150
2017-11-16,152
2017-11-17,152
2017-11-18,152
2017-11-19,153
2017-11-20,153
2017-11-21,153
2017-11-22,154
2017-11-23,154
2017-11-24,154
2017-11-25,150
2017-11-26,150
2017-11-27,150
2017-11-28,147
2017-11-29,147
2017-11-30,147
2017-12-01,148
2017-12-02,148
2017-12-03,151
2017-12-04,151
2017-12-05,157
2017-12-06,157
2017-12-07,161
2017-12-08,161
2017-12-09,155
2017-12-10,155
2017-12-11,151
2017-12-12,151
2017-12-13,153
2017-12-14,153
2017-12-15,156
2017-12-16,156
2017-12-17,156
2017-12-18,155
2017-12-19,155
2017-12-20,155
2017-12-21,154
2017-12-22,154
2017-12-23,154
2017-12-24,150
2017-12-25,150
2017-12-26,150
2017-12-27,148
2017-12-28,148
2017-12-29,148
2017-12-30,149
2017-12-31,149
2018-01-01,149
2018-01-02,152
2018-01-03,152
2018-01-04,152
2018-01-05,150
2018-01-06,150
2018-01-07,147
2018-01-08,147
2018-01-09,146
2018-01-10,146
2018-01-11,146
2018-01-12,146
2018-01-13,146
2018-01-14,144
2018-01-15,144
2018-01-16,146
2018-01-17,146
2018-01-18,149
2018-01-19,149
2018-01-20,149
2018-01-21,148
2018-01-22,148
2018-01-23,148
2018-01-25,147
2018-01-26,149
2018-01-27,154
2018-01-28,154
2018-01-29,155
2018-01-30,152
2018-01-31,152
2018-02-01,152
2018-02-02,152
2018-02-03,155
2018-02-04,155
2018-02-05,154
2018-02-06,150
2018-02-07,148
2018-02-08,148
2018-02-09,142
2018-02-10,142
2018-02-11,138
2018-02-12,142
2018-02-13,146
2018-02-14,150
2018-02-15,153
2018-02-16,157
2018-02-17,160
2018-02-18,163
2018-02-19,161
2018-02-20,157
2018-02-21,156
2018-02-22,151
2018-02-23,151
2018-02-24,149
2018-02-25,150
2018-02-26,146
2018-02-27,147
2018-02-28,146
2018-03-01,149
2018-03-02,150
2018-03-03,152
2018-03-04,152
2018-03-05,151
2018-03-06,146
2018-03-07,143
2018-03-09,138
2018-03-10,139
2018-03-11,142
2018-03-12,141
2018-03-13,145
2018-03-14,148
2018-03-15,148
2018-03-16,151
2018-03-17,155
2018-03-18,156
2018-03-20,151
2018-03-21,148
2018-03-23,149
2018-03-24,150
2018-03-25,153
2018-03-26,152
2018-03-27,151
2018-03-28,151
2018-03-29,150
2018-03-30,147
2018-03-31,148
2018-04-01,147
2018-04-02,149
2018-04-03,150
2018-04-04,151
2018-04-05,149
2018-04-06,146
2018-04-07,146
2018-04-08,145
2018-04-09,144
2018-04-10,145
2018-04-11,145
2018-04-12,146
2018-04-13,147
2018-04-14,146
2018-04-15,148
2018-04-16,147
2018-04-17,148
2018-04-18,149
2018-04-19,151
2018-04-20,152
2018-04-21,154
2018-04-22,156
2018-04-23,150
2018-04-24,146
2018-04-25,146
2018-04-26,145
2018-04-27,145
2018-04-28,147
2018-04-29,145
2018-04-30,145
2018-05-01,146
2018-05-03,145
2018-05-04,147
2018-05-05,148
2018-05-07,147
2018-05-08,148
2018-05-09,151
2018-05-10,154
2018-05-11,153
2018-05-12,152
2018-05-13,156
2018-05-14,158
2018-05-15,160
2018-05-16,157
2018-05-17,156
2018-05-18,155
2018-05-19,150
2018-05-20,149
2018-05-21,148
2018-05-22,148
2018-05-23,147
2018-05-24,149
2018-05-25,148
2018-05-26,151
2018-05-27,153
2018-05-28,154
2018-05-29,154
2018-05-30,155
2018-05-31,153
2018-06-01,151
2018-06-02,153
2018-06-03,157
2018-06-04,160
2018-06-05,156
2018-06-06,156
2018-06-07,156
2018-06-08,154
2018-06-09,155
2018-06-10,157
2018-06-11,155
2018-06-12,153
2018-06-13,152
2018-06-14,150
2018-06-15,153
2018-06-16,154
2018-06-17,151
2018-06-18,150
2018-06-19,152
2018-06-20,152
2018-06-22,157
2018-06-23,157
2018-06-24,155
2018-06-25,160
2018-06-26,164
2018-06-27,169
2018-06-28,167
2018-06-29,171
2018-06-30,175
2018-07-01,172
2018-07-02,167
2018-07-03,170
2018-07-04,171
2018-07-05,168
2018-07-06,167
2018-07-07,163
2018-07-08,160
2018-07-09,158
2018-07-10,158
2018-07-11,156
2018-07-12,156
2018-07-13,156
2018-07-14,159
2018-07-15,160
2018-07-16,164
2018-07-17,160
2018-07-18,159
2018-07-19,158
2018-07-20,160
2018-07-21,157
2018-07-22,159
2018-07-23,160
2018-07-24,159
2018-07-25,162
2018-07-26,161
2018-07-27,160
2018-07-28,164
2018-07-29,160
2018-07-30,158
2018-07-31,157
2018-08-01,155
2018-08-02,154
2018-08-03,155
2018-08-04,156
2018-08-05,154
2018-08-06,152
