date_obj,Green%20d'hide%20body%20(g) price
2019-03-27,5956
2019-03-28,5779
2019-03-29,5613
2019-03-30,5606
2019-03-31,5499
2019-04-01,5516
2019-04-02,5516
2019-04-03,5643
2019-04-04,5812
2019-04-05,5938
2019-04-06,5996
2019-04-07,5990
2019-04-08,6041
2019-04-09,6159
2019-04-10,6128
2019-04-11,6003
2019-04-12,5741
2019-04-13,5577
2019-04-14,5368
2019-04-15,5218
2019-04-16,5097
2019-04-17,5046
2019-04-18,5028
2019-04-19,4973
2019-04-20,4981
2019-04-21,4974
2019-04-22,4991
2019-04-23,5024
2019-04-24,5044
2019-04-25,5013
2019-04-26,4999
2019-04-27,4939
2019-04-28,4920
2019-04-29,4924
2019-04-30,4916
2019-05-01,4941
2019-05-02,4928
2019-05-03,4908
2019-05-04,5034
2019-05-05,5034
2019-05-06,5051
2019-05-07,5048
2019-05-08,5189
2019-05-09,5370
2019-05-10,5489
2019-05-11,5610
2019-05-12,5705
2019-05-13,5708
2019-05-14,5690
2019-05-15,5693
2019-05-16,5529
2019-05-17,5461
2019-05-18,5366
2019-05-19,5351
2019-05-20,5357
2019-05-21,5404
2019-05-22,5431
2019-05-23,5542
2019-05-24,5677
2019-05-25,5677
2019-05-26,5560
2019-05-27,5439
2019-05-28,5447
2019-05-29,5396
2019-05-30,5387
2019-05-31,5369
2019-06-01,5337
2019-06-02,5359
2019-06-03,5342
2019-06-04,5276
2019-06-05,5238
2019-06-06,5210
2019-06-07,5238
2019-06-08,5255
2019-06-09,5423
2019-06-10,5695
2019-06-11,5843
2019-06-12,6039
2019-06-13,6195
2019-06-14,6233
2019-06-15,6149
2019-06-16,6155
2019-06-17,6020
2019-06-18,5854
2019-06-19,5814
2019-06-20,5766
2019-06-21,5542
2019-06-22,5430
2019-06-23,5427
2019-06-24,5359
2019-06-25,5315
2019-06-26,5394
2019-06-27,5501
2019-06-28,5647
2019-06-29,5756
2019-06-30,5861
2019-07-01,6078
2019-07-02,6114
2019-07-03,6221
2019-07-04,6218
2019-07-05,6287
2019-07-06,6315
2019-07-07,6123
2019-07-08,6062
2019-07-09,5925
2019-07-10,5660
2019-07-11,5409
2019-07-12,5306
2019-07-13,5307
2019-07-14,5425
2019-07-15,5604
2019-07-16,5774
2019-07-17,5887
2019-07-18,6095
2019-07-19,6147
2019-07-20,6134
2019-07-21,6226
2019-07-22,6240
2019-07-23,6297
2019-07-24,6154
2019-07-25,6156
2019-07-26,6175
2019-07-27,6150
2019-07-28,6359
2019-07-29,6413
2019-07-30,6324
2019-07-31,6325
2019-08-01,6202
2019-08-02,6104
2019-08-03,6216
2019-08-04,6324
2019-08-05,6340
2019-08-06,6253
2019-08-07,6178
2019-08-08,6019
2019-08-09,5920
2019-08-10,5969
2019-08-11,6086
2019-08-12,6199
2019-08-13,6308
2019-08-14,6364
2019-08-15,6443
2019-08-16,6492
2019-08-17,6582
2019-08-18,6595
2019-08-19,6674
2019-08-20,6759
2019-08-21,6729
2019-08-22,6825
2019-08-23,6890
2019-08-24,6787
2019-08-24,6787
2019-08-25,7040
2019-08-25,7040
2019-08-26,7105
2019-08-26,7105
2019-08-27,7322
2019-08-27,7322
2019-08-28,7033
2019-08-29,7033
2019-08-30,7185
2019-08-31,7187
2019-09-01,7135
2019-09-02,7004
2019-09-03,6925
2019-09-04,6905
2019-09-05,6972
2019-09-06,7042
2019-09-07,7084
2019-09-08,7090
2019-09-09,7143
2019-09-10,7170
2019-09-11,7257
2019-09-12,7182
2019-09-13,7318
2019-09-14,7472
2019-09-15,7644
2019-09-16,7662
2019-09-17,7545
2019-09-18,7500
2019-09-19,7640
2019-09-20,7506
2019-09-21,7355
2019-09-22,7297
2019-09-23,7201
2019-09-24,7061
2019-09-25,7092
2019-09-26,6968
2019-09-27,7067
2019-09-28,7098
2019-09-29,7046
2019-09-30,6924
2019-10-01,6796
2019-10-02,6716
2019-10-03,6654
2019-10-04,6621
2019-10-05,6510
2019-10-06,6435
2019-10-07,6488
2019-10-08,6460
2019-10-09,6395
2019-10-10,6328
2019-10-11,6243
2019-10-12,6203
2019-10-13,6113
2019-10-14,6058
2019-10-15,5999
2019-10-16,5952
2019-10-17,6000
2019-10-18,6061
2019-10-19,6106
2019-10-20,6141
2019-10-21,6103
2019-10-22,6122
2019-10-23,5987
2019-10-24,5967
2019-10-25,5919
2019-10-26,5961
2019-10-27,5991
2019-10-28,5995
2019-10-29,5936
2019-10-30,5904
2019-10-31,6024
2019-11-01,6021
2019-11-02,5938
2019-11-03,5861
2019-11-04,5787
2019-11-05,5772
2019-11-06,5858
2019-11-07,5784
2019-11-08,5616
2019-11-09,5713
2019-11-10,5769
2019-11-11,5729
2019-11-12,5872
2019-11-13,5833
2019-11-14,5833
2019-11-15,6017
2019-11-16,5942
2019-11-17,5911
2019-11-18,5897
2019-11-19,5978
2019-11-20,6003
2019-11-21,5847
2019-11-22,6026
2019-11-23,6046
2019-11-24,6150
2019-11-25,6206
2019-11-26,6156
2019-11-27,6221
2019-11-28,6284
2019-11-29,6187
2019-11-30,6216
2019-12-01,6226
2019-12-02,6368
2019-12-03,6447
2019-12-04,6710
2019-12-05,6768
2019-12-06,6928
2019-12-07,7130
2019-12-08,7103
2019-12-09,7020
2019-12-10,6947
2019-12-11,7076
2019-12-12,7182
2019-12-13,7305
2019-12-14,7428
2019-12-15,7473
2019-12-16,7458
2019-12-17,7364
2019-12-18,7405
2019-12-19,7488
2019-12-20,7362
2019-12-21,7368
2019-12-22,7391
2019-12-23,7392
2019-12-24,7454
2019-12-25,7286
2019-12-26,7346
2019-12-27,7385
2019-12-28,7274
2019-12-29,7329
2019-12-30,7259
2019-12-31,7236
2020-01-01,7357
2020-01-02,7507
2020-01-03,7582
2020-01-04,7579
2020-01-05,7583
2020-01-06,7421
2020-01-07,7390
2020-01-08,7267
2020-01-09,7228
2020-01-10,7187
2020-01-11,7182
2020-01-12,7086
2020-01-13,7088
2020-01-14,7019
2020-01-15,7082
2020-01-16,7124
2020-01-17,7058
2020-01-18,7114
2020-01-19,7148
2020-01-20,7145
2020-01-21,7013
2020-01-22,7030
2020-01-23,6976
2020-01-24,7069
2020-01-25,7087
2020-01-26,7088
2020-01-27,7015
2020-01-28,7010
2020-01-29,7023
2020-01-30,7234
2020-01-31,7378
2020-02-01,7620
2020-02-02,7888
2020-02-03,7893
2020-02-04,7986
2020-02-05,7834
2020-02-06,7821
2020-02-07,7486
2020-02-08,7441
2020-02-09,7453
2020-02-10,7315
2020-02-11,7250
2020-02-12,7313
2020-02-13,7391
2020-02-14,7372
2020-02-15,7257
2020-02-16,7227
2020-02-17,7178
2020-02-18,7482
2020-02-19,7664
2020-02-20,7530
2020-02-21,7403
2020-02-22,7278
2020-02-23,7279
2020-02-24,7296
2020-02-25,7256
2020-02-26,7286
2020-02-27,7239
2020-02-28,7186
2020-02-29,7136
2020-03-01,7131
2020-03-02,7347
2020-03-03,7415
2020-03-04,7433
2020-03-05,7374
2020-03-06,7321
2020-03-07,7270
2020-03-08,7189
2020-03-09,7197
2020-03-10,7177
2020-03-11,7164
2020-03-12,7166
2020-03-13,7146
2020-03-14,7102
2020-03-15,6958
2020-03-16,6910
2020-03-17,6977
2020-03-18,6782
2020-03-19,6711
2020-03-20,6620
2020-03-21,6411
2020-03-22,6297
2020-03-23,6312
2020-03-24,6246
2020-03-25,6237
2020-03-26,6179
2020-03-27,6086
2020-03-28,6031
2020-03-29,6027
2020-03-30,6029
2020-03-31,5964
2020-04-01,5897
2020-04-02,5883
2020-04-03,5984
2020-04-04,6006
2020-04-05,6045
2020-04-06,6163
2020-04-07,6226
2020-04-08,6310
2020-04-09,6263
2020-04-10,6201
2020-04-11,6019
2020-04-12,6048
2020-04-13,6079
2020-04-14,6202
2020-04-15,6312
2020-04-16,6266
2020-04-17,6305
2020-04-18,6246
2020-04-19,6289
2020-04-20,6326
2020-04-21,6459
2020-04-22,6469
2020-04-23,6519
2020-04-24,6459
2020-04-25,6453
2020-04-26,6423
2020-04-27,6304
2020-04-28,6334
2020-04-29,6419
2020-04-30,6491
2020-05-01,6499
2020-05-02,6435
2020-05-03,6278
2020-05-04,6237
2020-05-05,6245
2020-05-06,6262
2020-05-07,6218
2020-05-08,6237
2020-05-09,6247
2020-05-10,6377
2020-05-11,6307
2020-05-12,6164
2020-05-13,6203
