date_obj,White%20boots price
2016-05-17,2599
2016-05-18,2621
2016-05-19,2621
2016-05-22,2621
2016-05-23,2609
2016-05-24,2609
2016-05-25,2609
2016-05-26,2609
2016-05-27,2609
2016-05-28,2609
2016-05-29,2599
2016-05-30,2599
2016-05-31,2599
2016-06-01,2599
2016-06-02,2599
2016-06-03,2599
2016-06-04,2502
2016-06-05,2502
2016-06-06,2502
2016-06-07,2502
2016-06-08,2502
2016-06-09,2378
2016-06-10,2378
2016-06-11,2378
2016-06-12,2378
2016-06-13,2378
2016-06-14,2259
2016-06-15,2259
2016-06-16,2259
2016-06-17,2259
2016-06-18,2259
2016-06-19,2147
2016-06-20,2147
2016-06-21,2147
2016-06-22,2147
2016-06-23,2147
2016-06-24,2076
2016-06-25,2076
2016-06-26,2076
2016-06-27,2076
2016-06-28,2076
2016-06-29,2050
2016-06-30,2050
2016-07-01,2050
2016-07-02,2050
2016-07-03,2050
2016-07-04,2032
2016-07-05,2032
2016-07-06,2032
2016-07-07,2032
2016-07-08,2032
2016-07-09,2049
2016-07-10,2049
2016-07-11,2049
2016-07-12,2049
2016-07-13,1956
2016-07-14,1956
2016-07-15,1956
2016-07-16,1956
2016-07-17,1956
2016-07-18,1884
2016-07-24,1897
2016-07-25,1897
2016-07-26,1897
2016-07-27,1897
2016-07-28,1897
2016-07-29,1933
2016-07-30,1933
2016-07-31,1933
2016-08-01,1933
2016-08-02,1933
2016-08-03,1962
2016-08-04,1962
2016-08-05,1962
2016-08-06,1962
2016-08-07,1962
2016-08-08,1962
2016-08-09,1937
2016-08-10,1937
2016-08-11,1937
2016-08-12,1937
2016-08-13,1937
2016-08-14,1937
2016-08-15,1841
2016-08-16,1841
2016-08-17,1841
2016-08-18,1841
2016-08-19,1841
2016-08-20,1841
2016-08-21,1835
2016-08-22,1835
2016-08-23,1835
2016-08-24,1835
2016-08-25,1835
2016-08-26,1835
2016-08-28,1826
2016-08-31,1826
2016-09-01,1826
2016-09-02,1826
2016-09-03,1826
2016-09-04,1859
2016-09-05,1859
2016-09-06,1859
2016-09-07,1859
2016-09-08,1859
2016-09-09,1859
2016-09-10,1859
2016-09-11,1859
2016-09-12,1848
2016-09-13,1848
2016-09-14,1848
2016-09-15,1848
2016-09-16,1848
2016-09-17,1848
2016-09-18,1854
2016-09-19,1854
2016-09-20,1854
2016-09-21,1854
2016-09-22,1854
2016-09-23,1854
2016-09-24,1854
2016-09-25,1887
2016-09-26,1887
2016-09-27,1887
2016-09-28,1887
2016-09-29,1887
2016-09-30,1887
2016-10-01,1887
2016-10-02,1887
2016-10-03,1887
2016-10-04,1792
2016-10-05,1792
2016-10-06,1792
2016-10-07,1792
2016-10-08,1792
2016-10-09,1792
2016-10-10,1792
2016-10-11,1703
2016-10-12,1703
2016-10-13,1703
2016-10-14,1703
2016-10-15,1703
2016-10-16,1703
2016-10-17,1674
2016-10-18,1674
2016-10-19,1674
2016-10-20,1674
2016-10-21,1674
2016-10-22,1674
2016-10-23,1674
2016-10-24,1634
2016-10-25,1634
2016-10-26,1634
2016-10-27,1634
2016-10-28,1634
2016-10-29,1634
2016-10-30,1634
2016-10-31,1610
2016-11-01,1610
2016-11-02,1610
2016-11-03,1610
2016-11-04,1610
2016-11-05,1610
2016-11-06,1610
2016-11-07,1610
2016-11-08,1611
2016-11-09,1611
2016-11-10,1611
2016-11-11,1611
2016-11-12,1611
2016-11-13,1611
2016-11-14,1611
2016-12-08,1652
2016-12-09,1652
2016-12-10,1652
2016-12-11,1652
2016-12-12,1652
2016-12-13,1634
2016-12-14,1634
2016-12-15,1634
2016-12-16,1634
2016-12-17,1634
2016-12-18,1634
2016-12-19,1634
2016-12-20,1634
2016-12-21,1634
2016-12-22,1634
2016-12-23,1634
2016-12-24,1634
2016-12-25,1632
2016-12-26,1632
2016-12-27,1632
2016-12-28,1632
2016-12-29,1632
2016-12-30,1632
2016-12-31,1570
2017-01-01,1570
2017-01-02,1570
2017-01-03,1570
2017-01-04,1570
2017-01-05,1496
2017-01-06,1496
2017-01-07,1496
2017-01-08,1496
2017-01-09,1423
2017-01-10,1423
2017-01-11,1423
2017-01-12,1423
2017-01-13,1423
2017-01-14,1402
2017-01-15,1402
2017-01-16,1402
2017-01-17,1402
2017-01-18,1332
2017-01-19,1332
2017-01-20,1332
2017-01-21,1332
2017-01-22,1332
2017-01-27,1329
2017-01-28,1283
2017-01-29,1283
2017-01-30,1283
2017-01-31,1283
2017-02-01,1283
2017-02-02,1277
2017-02-03,1277
2017-02-04,1277
2017-02-05,1277
2017-02-06,1277
2017-02-07,1277
2017-02-08,1267
2017-02-09,1267
2017-02-10,1267
2017-02-11,1267
2017-02-12,1267
2017-02-13,1271
2017-02-14,1271
2017-02-15,1271
2017-02-16,1271
2017-02-18,1271
2017-02-19,1284
2017-02-20,1284
2017-02-21,1284
2017-02-22,1284
2017-02-23,1284
2017-02-24,1284
2017-02-25,1339
2017-02-26,1339
2017-02-27,1339
2017-02-28,1339
2017-03-01,1339
2017-03-02,1339
2017-03-03,1339
2017-03-04,1386
2017-03-05,1386
2017-03-06,1386
2017-03-07,1386
2017-03-08,1386
2017-03-09,1386
2017-03-10,1386
2017-03-11,1396
2017-03-12,1396
2017-03-13,1396
2017-03-14,1396
2017-03-15,1396
2017-03-16,1447
2017-03-17,1447
2017-03-18,1447
2017-03-19,1447
2017-03-20,1447
2017-03-21,1447
2017-03-22,1438
2017-03-23,1438
2017-03-24,1438
2017-03-25,1438
2017-03-26,1438
2017-03-27,1438
2017-03-28,1430
2017-03-29,1430
2017-03-30,1430
2017-03-31,1430
2017-04-01,1430
2017-04-02,1430
2017-04-03,1411
2017-04-04,1411
2017-04-12,1423
2017-04-13,1423
2017-04-14,1423
2017-04-15,1423
2017-04-16,1458
2017-04-17,1458
2017-04-18,1458
2017-04-19,1458
2017-04-20,1458
2017-04-21,1458
2017-04-22,1500
2017-04-23,1500
2017-04-24,1500
2017-04-25,1500
2017-04-26,1500
2017-04-27,1500
2017-04-28,1550
2017-04-29,1550
2017-04-30,1550
2017-05-01,1550
2017-05-02,1550
2017-05-03,1550
2017-05-04,1581
2017-05-05,1581
2017-05-06,1581
2017-05-07,1581
2017-05-08,1581
2017-05-09,1588
2017-05-10,1588
2017-05-11,1588
2017-05-12,1588
2017-05-13,1588
2017-05-14,1588
2017-05-15,1588
2017-05-16,1622
2017-05-17,1622
2017-05-18,1622
2017-05-19,1622
2017-05-20,1622
2017-05-21,1622
2017-05-22,1610
2017-05-23,1610
2017-05-24,1610
2017-05-25,1610
2017-05-26,1610
2017-05-27,1610
2017-05-28,1637
2017-05-29,1637
2017-05-30,1637
2017-05-31,1637
2017-06-01,1637
2017-06-02,1637
2017-06-03,1650
2017-06-06,1650
2017-06-07,1704
2017-06-08,1704
2017-06-09,1704
2017-06-10,1704
2017-06-11,1769
2017-06-12,1769
2017-06-13,1769
2017-06-14,1769
2017-06-15,1769
2017-06-16,1769
2017-06-17,1783
2017-06-18,1783
2017-06-19,1783
2017-06-20,1783
2017-06-21,1783
2017-06-22,1783
2017-06-23,1783
2017-06-24,1823
2017-06-25,1823
2017-06-26,1823
2017-06-27,1823
2017-06-28,1823
2017-06-29,1823
2017-06-30,1763
2017-07-01,1763
2017-07-02,1763
2017-07-03,1763
2017-07-04,1763
2017-07-05,1763
2017-07-06,1763
2017-07-07,1774
2017-07-08,1774
2017-07-13,1727
2017-07-14,1727
2017-07-15,1727
2017-07-16,1727
2017-07-17,1727
2017-07-18,1727
2017-07-19,1727
2017-07-20,1692
2017-07-21,1692
2017-07-22,1692
2017-07-23,1692
2017-07-24,1692
2017-07-25,1662
2017-07-26,1662
2017-07-27,1662
2017-07-28,1662
2017-07-29,1662
2017-07-30,1653
2017-07-31,1653
2017-08-01,1653
2017-08-02,1653
2017-08-03,1653
2017-08-04,1653
2017-08-05,1688
2017-08-06,1688
2017-08-09,1688
2017-08-10,1688
2017-08-11,1737
2017-08-12,1737
2017-08-13,1737
2017-08-14,1737
2017-08-15,1737
2017-08-16,1737
2017-08-17,1786
2017-08-18,1786
2017-08-19,1786
2017-08-20,1786
2017-08-21,1786
2017-08-22,1739
2017-08-23,1739
2017-08-24,1739
2017-08-25,1739
2017-08-26,1739
2017-08-27,1739
2017-08-28,1740
2017-08-29,1740
2017-08-30,1740
2017-08-31,1740
2017-09-01,1740
2017-09-02,1740
2017-09-03,1677
2017-09-04,1677
2017-09-05,1677
2017-09-06,1677
2017-09-07,1677
2017-09-08,1596
2017-09-09,1596
2017-09-10,1596
2017-09-11,1596
2017-09-12,1596
2017-09-13,1519
2017-09-14,1519
2017-09-15,1519
2017-09-16,1519
2017-09-17,1519
2017-09-18,1469
2017-09-19,1469
2017-09-20,1469
2017-09-21,1469
2017-09-22,1431
2017-09-23,1431
2017-09-24,1431
2017-09-25,1431
2017-09-26,1431
2017-09-27,1431
2017-09-28,1417
2017-09-29,1417
2017-09-30,1417
2017-10-01,1417
2017-10-02,1417
2017-10-03,1419
2017-10-04,1419
2017-10-05,1419
2017-10-06,1419
2017-10-07,1419
2017-10-08,1419
2017-10-09,1409
2017-10-10,1409
2017-10-11,1409
2017-10-12,1409
2017-10-13,1409
2017-10-14,1409
2017-10-15,1409
2017-10-16,1406
2017-10-17,1406
2017-10-18,1406
2017-10-19,1406
2017-10-20,1406
2017-10-21,1406
2017-10-22,1418
2017-10-23,1418
2017-10-24,1418
2017-10-25,1418
2017-10-26,1418
2017-10-27,1418
2017-10-28,1434
2017-10-29,1434
2017-10-30,1434
2017-10-31,1434
2017-11-01,1434
2017-11-02,1434
2017-11-03,1409
2017-11-04,1409
2017-11-05,1409
2017-11-06,1409
2017-11-07,1409
2017-11-08,1409
2017-11-09,1394
2017-11-10,1394
2017-11-11,1394
2017-11-12,1394
2017-11-13,1394
2017-11-14,1394
2017-11-15,1422
2017-11-16,1422
2017-11-17,1422
2017-11-18,1422
2017-11-19,1422
2017-11-20,1422
2017-11-21,1461
2017-11-22,1461
2017-11-23,1461
2017-11-24,1461
2017-11-25,1461
2017-11-26,1461
2017-11-27,1461
2017-11-28,1432
2017-11-29,1432
2017-11-30,1432
2017-12-01,1432
2017-12-02,1432
2017-12-03,1432
2017-12-04,1395
2017-12-05,1395
2017-12-06,1395
2017-12-07,1395
2017-12-08,1395
2017-12-09,1395
2017-12-10,1373
2017-12-11,1373
2017-12-12,1373
2017-12-13,1373
2017-12-14,1373
2017-12-15,1373
2017-12-16,1379
2017-12-17,1379
2017-12-18,1379
2017-12-19,1379
2017-12-20,1379
2017-12-21,1379
2017-12-22,1412
2017-12-23,1412
2017-12-24,1412
2017-12-25,1412
2017-12-26,1412
2017-12-27,1412
2017-12-28,1412
2017-12-29,1477
2017-12-30,1477
2017-12-31,1477
2018-01-01,1477
2018-01-02,1477
2018-01-03,1489
2018-01-04,1489
2018-01-05,1489
2018-01-06,1489
2018-01-07,1489
2018-01-08,1447
2018-01-09,1447
2018-01-10,1447
2018-01-11,1447
2018-01-12,1447
2018-01-13,1408
2018-01-14,1408
2018-01-15,1408
2018-01-16,1408
2018-01-17,1398
2018-01-18,1398
2018-01-19,1398
2018-01-20,1398
2018-01-21,1398
2018-01-22,1336
2018-01-23,1336
2018-01-24,1284
2018-01-25,1284
2018-01-26,1284
2018-01-27,1284
2018-01-28,1274
2018-01-29,1274
2018-01-30,1274
2018-02-01,1278
2018-02-02,1278
2018-02-03,1216
2018-02-04,1216
2018-02-05,1216
2018-02-06,1194
2018-02-07,1194
2018-02-08,1194
2018-02-09,1214
2018-02-10,1214
2018-02-11,1214
2018-02-12,1237
2018-02-13,1237
2018-02-14,1237
2018-02-15,1260
2018-02-16,1260
2018-02-17,1260
2018-02-18,1246
2018-02-19,1246
2018-02-20,1246
2018-02-21,1201
2018-02-22,1201
2018-02-23,1201
2018-02-24,1201
2018-02-25,1165
2018-02-26,1165
2018-02-27,1165
2018-02-28,1160
2018-03-01,1160
2018-03-02,1160
2018-03-03,1169
2018-03-04,1169
2018-03-05,1169
2018-03-06,1169
2018-03-07,1196
2018-03-08,1196
2018-03-09,1196
2018-03-10,1196
2018-03-11,1225
2018-03-12,1225
2018-03-13,1225
2018-03-14,1225
2018-03-15,1254
2018-03-16,1254
2018-03-17,1254
2018-03-18,1298
2018-03-19,1298
2018-03-20,1298
2018-03-21,1298
2018-03-23,1335
2018-03-24,1335
2018-03-26,1389
2018-03-27,1389
2018-03-28,1389
2018-03-29,1450
2018-03-30,1450
2018-03-31,1450
2018-04-01,1450
2018-04-02,1515
2018-04-03,1515
2018-04-04,1515
2018-04-05,1515
2018-04-06,1548
2018-04-08,1548
2018-04-09,1563
2018-04-10,1563
2018-04-11,1563
2018-04-12,1563
2018-04-13,1561
2018-04-14,1561
2018-04-16,1561
2018-04-17,1571
2018-04-18,1571
2018-04-19,1571
2018-04-20,1571
2018-04-21,1588
2018-04-22,1588
2018-04-23,1588
2018-04-24,1588
2018-04-25,1573
2018-04-26,1573
2018-04-27,1573
2018-04-28,1573
2018-04-29,1578
2018-04-30,1578
2018-05-01,1578
2018-05-02,1578
2018-05-03,1623
2018-05-04,1623
2018-05-05,1623
2018-05-06,1623
2018-05-07,1622
2018-05-08,1622
2018-05-09,1622
2018-05-10,1622
2018-05-11,1596
2018-05-12,1596
2018-05-13,1596
2018-05-14,1581
2018-05-15,1581
2018-05-16,1581
2018-05-17,1581
2018-05-18,1591
2018-05-19,1591
2018-05-20,1591
2018-05-21,1573
2018-05-22,1573
2018-05-23,1573
2018-05-24,1573
2018-05-25,1608
2018-05-26,1608
2018-05-27,1608
2018-05-28,1611
2018-05-29,1611
2018-05-30,1611
2018-05-31,1611
2018-06-01,1612
2018-06-02,1612
2018-06-03,1612
2018-06-04,1612
2018-06-05,1595
2018-06-06,1595
2018-06-07,1595
2018-06-08,1539
2018-06-09,1539
2018-06-10,1539
2018-06-11,1466
2018-06-12,1466
2018-06-13,1466
2018-06-14,1425
2018-06-15,1425
2018-06-16,1425
2018-06-17,1425
2018-06-18,1382
2018-06-19,1382
2018-06-20,1382
2018-06-21,1382
2018-06-22,1372
2018-06-23,1372
2018-06-24,1372
2018-06-25,1372
2018-06-26,1379
2018-06-27,1379
2018-06-28,1379
2018-06-29,1403
2018-06-30,1403
2018-07-01,1403
2018-07-02,1395
2018-07-03,1395
2018-07-04,1395
2018-07-05,1395
2018-07-06,1367
2018-07-07,1367
2018-07-08,1367
2018-07-09,1353
2018-07-10,1353
2018-07-11,1353
2018-07-12,1353
2018-07-13,1353
2018-07-14,1382
2018-07-15,1382
2018-07-16,1382
2018-07-17,1452
2018-07-18,1452
2018-07-19,1452
2018-07-20,1521
2018-07-21,1521
2018-07-22,1583
2018-07-23,1583
2018-07-24,1583
2018-07-25,1593
2018-07-26,1593
2018-07-27,1665
2018-07-28,1665
2018-07-29,1665
2018-07-30,1749
2018-07-31,1749
2018-08-01,1823
2018-08-02,1823
2018-08-03,1823
2018-08-04,1871
2018-08-05,1871
2018-08-06,1871
2018-08-07,1799
2018-08-08,1799
2018-08-09,1746
2018-08-10,1746
2018-08-11,1734
2018-08-12,1734
2018-08-14,1718
2018-08-16,1708
2018-08-17,1708
2018-08-18,1627
2018-08-19,1627
2018-08-20,1545
2018-08-21,1545
2018-08-22,1486
2018-08-23,1486
2018-08-24,1439
2018-08-25,1439
2018-08-26,1422
2018-08-27,1422
2018-08-28,1387
2018-08-29,1387
2018-08-30,1376
2018-08-31,1376
2018-09-01,1349
2018-09-02,1349
2018-09-03,1349
2018-09-04,1349
2018-09-05,1358
2018-09-06,1358
2018-09-07,1358
2018-09-08,1379
2018-09-09,1379
2018-09-10,1398
2018-09-11,1398
2018-09-12,1398
2018-09-13,1457
2018-09-14,1457
2018-09-15,1527
2018-09-16,1527
2018-09-17,1527
2018-09-18,1573
2018-09-19,1573
2018-09-20,1573
2018-09-21,1622
2018-09-22,1622
2018-09-23,1578
2018-09-24,1578
2018-09-25,1578
2018-09-26,1537
2018-09-27,1537
2018-09-28,1537
2018-09-29,1468
2018-09-30,1468
2018-10-02,1419
2018-10-03,1419
2018-10-04,1353
2018-10-05,1353
2018-10-06,1325
2018-10-07,1325
2018-10-08,1325
2018-10-09,1308
2018-10-10,1308
2018-10-11,1308
2018-10-12,1293
2018-10-13,1293
2018-10-14,1307
2018-10-15,1307
2018-10-16,1307
2018-10-17,1349
2018-10-18,1349
2018-10-19,1355
2018-10-20,1355
2018-10-21,1355
2018-10-22,1374
2018-10-23,1374
2018-10-24,1374
2018-10-25,1424
2018-10-26,1424
2018-10-27,1424
2018-10-28,1429
2018-10-29,1429
2018-10-30,1429
2018-10-31,1476
2018-11-01,1540
2018-11-03,1605
2018-11-04,1650
2018-11-05,1730
2018-11-06,1805
2018-11-07,1805
2018-11-08,1896
2018-11-09,1896
2018-11-10,1971
2018-11-11,1971
2018-11-12,2049
2018-11-13,2128
2018-11-14,2128
2018-11-15,2171
2018-11-16,2193
2018-11-17,2193
2018-11-18,2299
2018-11-19,2299
2018-11-20,2384
2018-11-21,2384
2018-11-22,2385
2018-11-23,2385
2018-11-24,2407
2018-11-25,2372
2018-11-26,2372
2018-11-27,2253
2018-11-28,2174
2018-11-29,2145
2018-12-01,2095
2018-12-02,2034
2018-12-03,2034
2018-12-05,1978
2018-12-07,1935
2018-12-09,1901
2018-12-10,1923
2018-12-11,1923
2018-12-12,1866
2018-12-13,1803
2018-12-14,1803
2018-12-15,1784
2018-12-16,1854
2018-12-17,1854
2018-12-18,1893
2018-12-19,1893
2018-12-20,1955
2018-12-21,1955
2018-12-22,1989
2018-12-23,2013
2018-12-24,2009
2018-12-25,2009
2018-12-26,1987
2018-12-27,1971
2018-12-28,1971
2018-12-29,1889
2018-12-30,1889
2018-12-31,1850
2019-01-01,1850
2019-01-02,1813
2019-01-03,1813
2019-01-04,1889
2019-01-05,1900
2019-01-06,1907
2019-01-08,1913
2019-01-10,1844
2019-01-11,1844
2019-01-12,1788
2019-01-13,1788
2019-01-14,1769
2019-01-15,1769
2019-01-16,1766
2019-01-17,1766
2019-01-18,1785
2019-01-19,1813
2019-01-20,1813
2019-01-21,1879
2019-01-22,1909
2019-01-23,1909
2019-01-24,1950
2019-01-25,1950
2019-01-26,1892
2019-01-27,1892
2019-01-28,1885
2019-01-29,1885
2019-01-30,1862
2019-01-31,1862
2019-02-01,1877
2019-02-02,1877
2019-02-03,1864
2019-02-04,1864
2019-02-05,1770
2019-02-06,1770
2019-02-07,1685
2019-02-08,1685
2019-02-09,1604
2019-02-10,1604
2019-02-11,1540
2019-02-12,1540
2019-02-13,1463
2019-02-14,1463
2019-02-15,1389
2019-02-16,1389
2019-02-17,1319
2019-02-18,1319
2019-02-19,1272
2019-02-20,1272
2019-02-21,1274
2019-02-22,1274
2019-02-23,1275
2019-02-24,1275
2019-02-25,1319
2019-02-26,1319
2019-02-27,1325
2019-02-28,1325
2019-03-01,1382
2019-03-02,1382
2019-03-03,1436
2019-03-04,1436
2019-03-05,1419
2019-03-06,1419
2019-03-07,1418
2019-03-08,1418
2019-03-09,1418
2019-03-10,1444
2019-03-11,1444
2019-03-12,1447
2019-03-13,1447
2019-03-14,1464
2019-03-15,1464
2019-03-16,1464
2019-03-17,1503
2019-03-18,1503
2019-03-19,1503
2019-03-20,1506
2019-03-21,1506
2019-03-22,1506
2019-03-23,1476
2019-03-24,1476
2019-03-25,1476
2019-03-26,1468
2019-03-27,1468
2019-03-28,1468
2019-03-29,1472
2019-03-30,1472
2019-03-31,1472
2019-04-01,1411
2019-04-02,1411
2019-04-03,1355
2019-04-04,1355
2019-04-05,1336
2019-04-06,1336
