date_obj,Maple%20blackjack price
2016-06-05,2486
2016-06-06,2517
2016-06-07,2517
2016-06-08,2391
2016-06-09,2391
2016-06-10,2351
2016-06-11,2351
2016-06-12,2365
2016-06-13,2365
2016-06-14,2354
2016-06-15,2354
2016-06-16,2236
2016-06-17,2209
2016-06-18,2209
2016-06-19,2251
2016-06-20,2251
2016-06-21,2341
2016-06-22,2352
2016-06-23,2234
2016-06-24,2234
2016-06-25,2122
2016-06-26,2122
2016-06-27,2015
2016-06-28,1914
2016-06-29,1914
2016-06-30,1818
2016-07-01,1727
2016-07-02,1727
2016-07-03,1640
2016-07-04,1656
2016-07-05,1656
2016-07-06,1716
2016-07-07,1716
2016-07-08,1797
2016-07-09,1793
2016-07-10,1859
2016-07-11,1931
2016-07-12,1931
2016-07-13,2028
2016-07-14,2040
2016-07-15,2040
2016-07-16,2099
2016-07-17,2099
2016-07-18,2141
2016-07-23,2130
2016-07-24,2145
2016-07-25,2145
2016-07-26,2103
2016-07-27,2103
2016-07-28,2089
2016-07-29,2089
2016-07-30,2113
2016-07-31,2113
2016-08-01,2113
2016-08-02,2185
2016-08-03,2185
2016-08-04,2258
2016-08-05,2258
2016-08-06,2359
2016-08-07,2359
2016-08-08,2359
2016-08-09,2322
2016-08-10,2322
2016-08-11,2389
2016-08-12,2389
2016-08-13,2472
2016-08-14,2472
2016-08-15,2587
2016-08-16,2587
2016-08-17,2597
2016-08-18,2597
2016-08-19,2727
2016-08-20,2727
2016-08-21,2828
2016-08-22,2828
2016-08-23,2842
2016-08-24,2842
2016-08-25,2719
2016-08-26,2719
2016-08-28,2588
2016-08-31,2458
2016-09-01,2412
2016-09-02,2412
2016-09-03,2412
2016-09-04,2448
2016-09-05,2448
2016-09-06,2539
2016-09-07,2539
2016-09-08,2539
2016-09-09,2606
2016-09-10,2606
2016-09-11,2672
2016-09-12,2672
2016-09-13,2741
2016-09-14,2741
2016-09-15,2741
2016-09-16,2777
2016-09-17,2777
2016-09-18,2654
2016-09-19,2654
2016-09-20,2654
2016-09-21,2521
2016-09-22,2521
2016-09-23,2394
2016-09-24,2394
2016-09-25,2394
2016-09-26,2278
2016-09-27,2278
2016-09-28,2276
2016-09-29,2276
2016-09-30,2358
2016-10-01,2358
2016-10-02,2358
2016-10-03,2439
2016-10-04,2439
2016-10-05,2439
2016-10-06,2496
2016-10-07,2496
2016-10-08,2429
2016-10-09,2429
2016-10-10,2429
2016-10-11,2377
2016-10-12,2377
2016-10-13,2377
2016-10-14,2464
2016-10-15,2464
2016-10-16,2588
2016-10-17,2588
2016-10-18,2718
2016-10-19,2718
2016-10-20,2818
2016-10-21,2818
2016-10-22,2957
2016-10-23,2957
2016-10-24,2988
2016-10-25,2988
2016-10-26,2838
2016-10-27,2838
2016-10-28,2838
2016-10-29,2696
2016-10-30,2696
2016-10-31,2561
2016-11-01,2561
2016-11-02,2435
2016-11-03,2435
2016-11-04,2313
2016-11-05,2313
2016-11-06,2197
2016-11-07,2197
2016-11-08,2090
2016-11-09,2090
2016-11-10,2015
2016-11-11,2015
2016-11-12,1914
2016-11-13,1914
2016-11-14,1855
2016-12-07,2367
2016-12-08,2458
2016-12-09,2458
2016-12-10,2492
2016-12-11,2492
2016-12-12,2544
2016-12-13,2544
2016-12-14,2601
2016-12-15,2601
2016-12-16,2670
2016-12-17,2762
2016-12-18,2762
2016-12-19,2843
2016-12-20,2843
2016-12-21,2921
2016-12-22,2921
2016-12-23,2965
2016-12-24,2965
2016-12-25,3035
2016-12-26,3035
2016-12-27,3135
2016-12-28,3135
2016-12-29,3085
2016-12-30,3085
2016-12-31,3009
2017-01-01,3009
2017-01-02,3002
2017-01-03,3002
2017-01-04,2901
2017-01-05,2901
2017-01-06,2893
2017-01-07,2951
2017-01-08,2951
2017-01-09,2990
2017-01-10,2990
2017-01-11,2988
2017-01-12,3009
2017-01-13,3009
2017-01-14,2942
2017-01-15,2849
2017-01-16,2849
2017-01-17,2928
2017-01-18,2928
2017-01-19,2999
2017-01-20,2999
2017-01-21,2857
2017-01-22,2857
2017-01-27,3136
2017-01-28,3058
2017-01-29,3058
2017-01-30,2974
2017-01-31,2974
2017-02-01,2948
2017-02-02,2948
2017-02-03,2804
2017-02-04,2715
2017-02-05,2715
2017-02-06,2733
2017-02-07,2733
2017-02-08,2766
2017-02-09,2766
2017-02-10,2746
2017-02-11,2746
2017-02-12,2778
2017-02-13,2778
2017-02-14,2691
2017-02-15,2691
2017-02-16,2737
2017-02-18,2690
2017-02-19,2563
2017-02-20,2563
2017-02-21,2509
2017-02-22,2509
2017-02-23,2497
2017-02-24,2497
2017-02-25,2506
2017-02-26,2506
2017-02-27,2498
2017-02-28,2380
2017-03-01,2380
2017-03-02,2307
2017-03-03,2307
2017-03-04,2315
2017-03-05,2315
2017-03-06,2363
2017-03-07,2363
2017-03-08,2394
2017-03-09,2394
2017-03-10,2389
2017-03-11,2389
2017-03-12,2306
2017-03-13,2267
2017-03-14,2191
2017-03-15,2191
2017-03-16,2116
2017-03-17,2116
2017-03-18,2185
2017-03-19,2220
2017-03-20,2220
2017-03-21,2171
2017-03-22,2171
2017-03-23,2169
2017-03-24,2169
2017-03-25,2263
2017-03-26,2263
2017-03-27,2228
2017-03-28,2228
2017-03-29,2129
2017-03-30,2129
2017-03-31,2226
2017-04-01,2226
2017-04-02,2235
2017-04-03,2287
2017-04-04,2287
2017-04-12,2244
2017-04-13,2191
2017-04-14,2191
2017-04-15,2192
2017-04-16,2228
2017-04-17,2257
2017-04-18,2257
2017-04-19,2356
2017-04-20,2356
2017-04-21,2451
2017-04-22,2451
2017-04-23,2499
2017-04-24,2499
2017-04-25,2509
2017-04-26,2509
2017-04-27,2568
2017-04-28,2568
2017-04-29,2676
2017-04-30,2676
2017-05-01,2807
2017-05-02,2807
2017-05-03,2890
2017-05-04,2890
2017-05-05,2925
2017-05-06,2925
2017-05-07,3025
2017-05-08,3025
2017-05-09,3104
2017-05-10,3104
2017-05-11,3201
2017-05-12,3201
2017-05-13,3099
2017-05-14,3099
2017-05-15,2969
2017-05-16,2927
2017-05-17,2927
2017-05-18,2825
2017-05-19,2825
2017-05-20,2898
2017-05-21,2898
2017-05-22,2927
2017-05-23,2927
2017-05-24,2867
2017-05-25,2867
2017-05-26,2827
2017-05-27,2827
2017-05-28,2794
2017-05-29,2794
2017-05-30,2791
2017-05-31,2791
2017-06-01,2858
2017-06-02,2858
2017-06-03,2951
2017-06-06,3118
2017-06-07,3118
2017-06-08,3057
2017-06-09,3057
2017-06-10,2940
2017-06-11,2940
2017-06-12,2793
2017-06-13,2793
2017-06-14,2778
2017-06-15,2778
2017-06-16,2765
2017-06-17,2765
2017-06-18,2729
2017-06-19,2729
2017-06-20,2786
2017-06-21,2786
2017-06-22,2822
2017-06-23,2822
2017-06-24,2854
2017-06-25,2854
2017-06-26,2847
2017-06-27,2847
2017-06-28,2905
2017-06-29,2905
2017-06-30,2962
2017-07-01,2962
2017-07-02,2962
2017-07-03,2885
2017-07-04,2885
2017-07-05,2962
2017-07-06,2962
2017-07-07,2991
2017-07-08,2991
2017-07-13,2973
2017-07-14,3040
2017-07-15,3040
2017-07-16,3040
2017-07-17,3036
2017-07-18,3036
2017-07-19,2884
2017-07-20,2884
2017-07-21,2739
2017-07-22,2739
2017-07-23,2632
2017-07-24,2632
2017-07-25,2632
2017-07-26,2506
2017-07-27,2506
2017-07-28,2492
2017-07-29,2492
2017-07-30,2442
2017-07-31,2442
2017-08-01,2442
2017-08-02,2492
2017-08-03,2492
2017-08-04,2492
2017-08-05,2384
2017-08-06,2384
2017-08-09,2264
2017-08-10,2152
2017-08-11,2152
2017-08-12,2068
2017-08-13,2068
2017-08-14,2016
2017-08-15,2016
2017-08-16,1978
2017-08-17,1978
2017-08-18,1888
2017-08-19,1888
2017-08-20,1913
2017-08-21,1913
2017-08-22,1912
2017-08-23,1912
2017-08-24,1912
2017-08-25,1969
2017-08-26,1969
2017-08-27,2017
2017-08-28,2017
2017-08-29,2017
2017-08-30,2062
2017-08-31,2062
2017-09-01,2062
2017-09-02,2027
2017-09-03,2027
2017-09-04,2051
2017-09-05,2051
2017-09-06,2099
2017-09-07,2099
2017-09-08,2125
2017-09-09,2125
2017-09-10,2154
2017-09-11,2154
2017-09-12,2154
2017-09-13,2168
2017-09-14,2168
2017-09-15,2168
2017-09-16,2177
2017-09-17,2177
2017-09-19,2068
2017-09-20,1973
2017-09-21,1973
2017-09-22,2011
2017-09-23,2011
2017-09-24,2011
2017-09-25,2043
2017-09-26,2043
2017-09-27,2043
2017-09-28,2085
2017-09-29,2085
2017-09-30,2114
2017-10-01,2114
2017-10-02,2130
2017-10-03,2130
2017-10-04,2130
2017-10-05,2173
2017-10-06,2173
2017-10-07,2095
2017-10-08,2095
2017-10-09,2006
2017-10-10,2006
2017-10-11,2034
2017-10-12,2034
2017-10-13,2099
2017-10-14,2099
2017-10-15,2186
2017-10-16,2186
2017-10-17,2186
2017-10-18,2207
2017-10-19,2207
2017-10-20,2207
2017-10-21,2255
2017-10-22,2255
2017-10-23,2347
2017-10-24,2347
2017-10-25,2454
2017-10-26,2454
2017-10-27,2350
2017-10-28,2350
2017-10-29,2349
2017-10-30,2349
2017-10-31,2351
2017-11-02,2351
2017-11-03,2379
2017-11-04,2381
2017-11-05,2381
2017-11-06,2381
2017-11-07,2387
2017-11-08,2387
2017-11-09,2480
2017-11-10,2480
2017-11-11,2480
2017-11-12,2509
2017-11-13,2509
2017-11-14,2509
2017-11-15,2539
2017-11-16,2539
2017-11-17,2505
2017-11-18,2505
2017-11-19,2391
2017-11-20,2391
2017-11-21,2271
2017-11-22,2271
2017-11-23,2165
2017-11-24,2165
2017-11-25,2082
2017-11-26,2082
2017-11-27,2082
2017-11-28,1981
2017-11-29,1981
2017-11-30,1981
2017-12-01,1946
2017-12-02,1946
2017-12-03,1917
2017-12-04,1917
2017-12-05,1847
2017-12-06,1847
2017-12-07,1847
2017-12-08,1858
2017-12-09,1858
2017-12-10,1833
2017-12-11,1833
2017-12-12,1833
2017-12-14,1836
2017-12-15,1822
2017-12-17,1822
2017-12-18,1850
2017-12-19,1850
2017-12-20,1850
2017-12-21,1854
2017-12-22,1854
2017-12-23,1876
2017-12-24,1876
2017-12-25,1876
2017-12-26,1907
2017-12-27,1907
2017-12-28,1938
2017-12-29,1938
2017-12-30,1971
2017-12-31,1971
2018-01-01,1999
2018-01-02,1999
2018-01-03,2060
2018-01-04,2060
2018-01-05,1976
2018-01-06,1976
2018-01-07,1893
2018-01-08,1893
2018-01-09,1910
2018-01-10,1910
2018-01-11,1943
2018-01-12,1943
2018-01-13,1943
2018-01-14,1943
2018-01-15,1914
2018-01-16,1914
2018-01-17,1827
2018-01-18,1827
2018-01-19,1827
2018-01-20,1877
2018-01-21,1877
2018-01-22,1929
2018-01-23,1929
2018-01-25,1991
2018-01-26,2057
2018-01-27,2074
2018-01-28,2053
2018-01-29,2093
2018-01-31,2188
2018-02-01,2256
2018-02-02,2256
2018-02-03,2265
2018-02-04,2172
2018-02-05,2172
2018-02-06,2127
2018-02-07,2114
2018-02-08,2114
2018-02-09,2173
2018-02-10,2173
2018-02-11,2091
2018-02-12,1992
2018-02-13,1992
2018-02-14,1977
2018-02-15,1946
2018-02-16,1946
2018-02-17,1924
2018-02-18,1840
2018-02-19,1802
2018-02-20,1802
2018-02-21,1790
2018-02-22,1790
2018-02-23,1813
2018-02-24,1813
2018-02-25,1789
2018-02-26,1788
2018-02-27,1822
2018-02-28,1822
2018-03-01,1865
2018-03-02,1926
2018-03-03,1914
2018-03-04,1914
2018-03-05,1926
2018-03-06,1926
2018-03-07,1976
2018-03-08,1976
2018-03-09,1954
2018-03-10,1954
2018-03-11,1917
2018-03-12,1907
2018-03-13,1907
2018-03-14,1974
2018-03-15,1974
2018-03-16,2019
2018-03-17,1986
2018-03-18,1986
2018-03-19,1950
2018-03-20,1939
2018-03-21,1939
2018-03-23,1846
2018-03-24,1753
2018-03-26,1665
2018-03-27,1666
2018-03-28,1666
2018-03-29,1730
2018-03-30,1730
2018-03-31,1808
2018-04-01,1808
2018-04-02,1863
2018-04-03,1942
2018-04-04,1978
2018-04-05,1978
2018-04-06,1952
2018-04-07,1952
2018-04-08,2015
2018-04-09,2100
2018-04-10,2100
2018-04-11,2074
2018-04-12,2096
2018-04-13,2096
2018-04-14,2174
2018-04-15,2255
2018-04-16,2255
2018-04-17,2324
2018-04-18,2324
2018-04-19,2305
2018-04-20,2305
2018-04-21,2321
2018-04-22,2321
2018-04-23,2289
2018-04-24,2289
2018-04-25,2301
2018-04-26,2301
2018-04-27,2185
2018-04-28,2185
2018-04-29,2203
2018-04-30,2136
2018-05-01,2136
2018-05-04,2090
2018-05-05,2052
2018-05-06,2052
2018-05-07,2007
2018-05-08,2007
2018-05-09,2020
2018-05-10,2080
2018-05-11,2080
2018-05-12,2092
2018-05-13,2092
2018-05-14,2086
2018-05-15,2086
2018-05-16,2072
2018-05-17,2072
2018-05-18,2088
2018-05-19,2107
2018-05-20,2107
2018-05-21,2133
2018-05-22,2133
2018-05-23,2142
2018-05-24,2142
2018-05-25,2074
2018-05-26,2089
2018-05-27,2089
2018-05-28,2090
2018-05-29,2158
2018-05-30,2158
2018-05-31,2141
2018-06-01,2141
2018-06-02,2142
2018-06-03,2142
2018-06-04,2154
2018-06-05,2197
2018-06-06,2302
2018-06-07,2302
2018-06-08,2266
2018-06-09,2266
2018-06-10,2241
2018-06-11,2241
2018-06-12,2220
2018-06-13,2195
2018-06-14,2133
2018-06-15,2133
2018-06-16,2162
2018-06-17,2192
2018-06-18,2176
2018-06-19,2231
2018-06-20,2231
2018-06-21,2258
2018-06-22,2298
2018-06-23,2298
2018-06-24,2326
2018-06-25,2357
2018-06-26,2357
2018-06-27,2371
2018-06-28,2390
2018-06-29,2403
2018-06-30,2403
2018-07-01,2449
2018-07-02,2449
2018-07-03,2472
2018-07-04,2472
2018-07-05,2475
2018-07-06,2355
2018-07-07,2355
2018-07-08,2341
2018-07-09,2294
2018-07-10,2186
2018-07-11,2121
2018-07-12,2121
2018-07-13,2023
2018-07-14,1984
2018-07-15,1984
2018-07-16,1987
2018-07-17,2008
2018-07-18,2008
2018-07-19,2065
2018-07-20,2087
2018-07-21,2093
2018-07-22,2124
2018-07-23,2097
2018-07-24,2097
2018-07-25,2071
2018-07-26,2067
2018-07-27,2084
2018-07-28,2084
2018-07-29,2104
2018-07-30,2104
2018-07-31,2103
2018-08-01,2103
2018-08-02,2094
2018-08-03,2094
2018-08-04,2087
2018-08-05,2180
2018-08-06,2248
2018-08-07,2171
2018-08-08,2149
2018-08-09,2149
2018-08-10,2097
2018-08-11,2041
2018-08-12,1984
2018-08-14,1957
2018-08-16,1935
2018-08-17,1964
2018-08-18,1964
2018-08-19,1994
2018-08-20,1995
2018-08-21,1995
2018-08-22,2000
2018-08-23,2000
2018-08-24,1956
2018-08-25,1870
2018-08-26,1870
2018-08-27,1828
2018-08-28,1918
2018-08-29,1918
2018-08-30,1960
2018-08-31,1888
2018-09-01,1881
2018-09-02,1881
2018-09-03,1858
2018-09-04,1861
2018-09-05,1843
2018-09-06,1843
2018-09-07,1847
2018-09-08,1925
2018-09-09,1925
2018-09-10,1945
2018-09-11,1945
2018-09-12,1891
2018-09-13,1891
2018-09-14,1810
2018-09-15,1768
2018-09-16,1768
2018-09-17,1717
2018-09-18,1694
2018-09-19,1694
2018-09-20,1659
2018-09-21,1659
2018-09-22,1667
2018-09-23,1667
2018-09-24,1659
2018-09-25,1659
2018-09-26,1678
2018-09-27,1678
2018-09-28,1696
2018-09-29,1696
2018-09-30,1763
2018-10-02,1851
2018-10-03,1851
2018-10-04,1851
2018-10-05,1758
2018-10-06,1670
2018-10-07,1670
2018-10-08,1629
2018-10-09,1623
2018-10-10,1652
2018-10-11,1677
2018-10-12,1677
2018-10-13,1600
2018-10-14,1600
2018-10-15,1560
2018-10-16,1560
2018-10-17,1551
2018-10-18,1545
2018-10-19,1577
2018-10-20,1577
2018-10-21,1583
2018-10-22,1572
2018-10-23,1572
2018-10-24,1576
2018-10-25,1576
2018-10-26,1583
2018-10-27,1617
2018-10-28,1635
2018-10-29,1635
2018-10-30,1671
2018-10-31,1681
2018-11-01,1703
2018-11-03,1749
2018-11-04,1749
2018-11-05,1754
2018-11-06,1751
2018-11-07,1751
2018-11-08,1758
2018-11-09,1777
2018-11-10,1799
2018-11-11,1799
2018-11-12,1796
2018-11-13,1787
2018-11-14,1787
2018-11-15,1772
2018-11-16,1764
2018-11-17,1790
2018-11-18,1787
2018-11-19,1767
2018-11-20,1752
2018-11-21,1752
2018-11-22,1764
2018-11-23,1773
2018-11-24,1776
2018-11-25,1859
2018-11-26,1859
2018-11-27,1895
2018-11-28,1912
2018-11-29,1911
2018-12-01,1805
2018-12-02,1757
2018-12-03,1757
2018-12-04,1745
2018-12-05,1766
2018-12-07,1794
2018-12-09,1727
2018-12-10,1711
2018-12-11,1711
2018-12-12,1735
2018-12-13,1780
2018-12-14,1784
2018-12-15,1772
2018-12-16,1835
2018-12-17,1835
2018-12-18,1815
2018-12-19,1767
2018-12-20,1784
2018-12-21,1778
2018-12-22,1751
2018-12-23,1746
2018-12-24,1749
2018-12-25,1749
2018-12-26,1731
2018-12-27,1743
2018-12-28,1743
2018-12-29,1756
2018-12-30,1841
2018-12-31,1840
2019-01-01,1840
2019-01-02,1829
2019-01-03,1809
2019-01-04,1731
2019-01-05,1748
2019-01-06,1816
2019-01-08,2001
2019-01-10,2204
2019-01-11,2315
2019-01-12,2375
2019-01-13,2363
2019-01-14,2264
2019-01-15,2185
2019-01-16,2076
2019-01-17,1974
2019-01-18,1940
2019-01-19,1855
2019-01-20,1819
2019-01-21,1735
2019-01-22,1648
2019-01-23,1621
2019-01-24,1639
2019-01-25,1669
2019-01-26,1596
2019-01-27,1547
2019-01-28,1560
2019-01-29,1569
2019-01-30,1586
2019-01-31,1630
2019-02-01,1679
2019-02-02,1739
2019-02-03,1790
2019-02-04,1790
2019-02-05,1850
2019-02-06,1850
2019-02-07,1943
2019-02-08,2013
2019-02-09,2114
2019-02-10,2211
2019-02-11,2291
2019-02-12,2291
2019-02-13,2233
2019-02-14,2233
2019-02-15,2142
2019-02-16,2047
2019-02-17,2071
2019-02-18,2090
2019-02-19,2026
2019-02-20,2046
2019-02-21,2030
2019-02-22,2030
2019-02-23,1987
2019-02-24,1928
2019-02-25,1938
2019-02-26,1938
2019-02-27,1938
2019-02-28,1938
2019-03-01,1941
2019-03-02,1968
2019-03-03,1967
2019-03-04,2019
2019-03-05,2044
2019-03-06,2078
2019-03-07,2102
2019-03-08,2102
2019-03-09,2124
2019-03-10,2123
2019-03-11,2203
2019-03-12,2281
2019-03-13,2281
2019-03-14,2251
2019-03-15,2251
2019-03-16,2220
2019-03-17,2239
2019-03-18,2239
2019-03-19,2251
2019-03-20,2260
2019-03-21,2247
2019-03-22,2247
2019-03-23,2296
2019-03-24,2374
2019-03-25,2374
2019-03-26,2408
2019-03-27,2408
2019-03-28,2335
2019-03-29,2331
2019-03-30,2331
2019-03-31,2267
2019-04-01,2266
2019-04-02,2250
2019-04-03,2191
2019-04-04,2091
2019-04-05,2048
2019-04-06,2048
2019-04-07,1989
2019-04-08,1938
