date_obj,Blue%20d'hide%20body%20(g) price
2015-09-27,5386
2015-09-28,5360
2015-09-29,5360
2015-09-30,5440
2015-10-05,5386
2015-10-06,5282
2015-10-07,5282
2015-10-08,5208
2015-10-09,5229
2015-10-10,5229
2015-10-11,5398
2015-10-12,5482
2015-10-13,5482
2015-10-14,5559
2015-10-15,5823
2015-10-16,5847
2015-10-17,5847
2015-10-18,5746
2015-10-19,5584
2015-10-20,5462
2015-10-22,5320
2015-10-23,5283
2015-10-24,5283
2015-10-25,5256
2015-10-26,5330
2015-10-27,5330
2015-10-29,5417
2015-10-30,5419
2015-10-31,5401
2015-11-01,5401
2015-11-02,5455
2015-11-03,5455
2015-11-04,5418
2015-11-05,5447
2015-11-06,5447
2015-11-07,5464
2015-11-08,5464
2015-11-09,5504
2015-11-10,5504
2015-11-11,5523
2015-11-12,5523
2015-11-13,5528
2015-11-14,5528
2015-11-15,5568
2015-11-16,5568
2015-11-17,5604
2015-11-18,5604
2015-11-19,5521
2015-11-20,5596
2015-11-21,5596
2015-11-22,5552
2015-11-23,5552
2015-11-24,5593
2015-11-25,5748
2015-11-26,5748
2015-11-27,5991
2015-11-28,5991
2015-11-29,6123
2015-11-30,6091
2015-12-01,6091
2015-12-02,6139
2015-12-03,6055
2015-12-04,6055
2015-12-05,6105
2015-12-06,5990
2015-12-07,5990
2015-12-08,5884
2015-12-09,5745
2015-12-10,5602
2015-12-11,5513
2015-12-12,5513
2015-12-13,5511
2015-12-14,5511
2015-12-15,5430
2015-12-16,5513
2015-12-17,5513
2015-12-18,5487
2015-12-19,5487
2015-12-20,5462
2015-12-21,5420
2015-12-22,5362
2015-12-23,5412
2015-12-24,5412
2015-12-25,5564
2015-12-26,5564
2015-12-27,5794
2015-12-28,5794
2015-12-29,5935
2015-12-30,6172
2015-12-31,6172
2016-01-01,6223
2016-01-02,6223
2016-01-03,6291
2016-01-04,6275
2016-01-05,6275
2016-01-06,6305
2016-01-07,6305
2016-01-08,6218
2016-01-09,6218
2016-01-10,6169
2016-01-11,6169
2016-01-12,6098
2016-01-13,6098
2016-01-14,6045
2016-01-15,6071
2016-01-16,6071
2016-01-17,6134
2016-01-18,6250
2016-01-19,6250
2016-01-20,6170
2016-01-21,6170
2016-01-22,6144
2016-01-23,6072
2016-01-24,6124
2016-01-25,6114
2016-01-26,6114
2016-01-27,6176
2016-01-28,6176
2016-01-29,6102
2016-01-30,6102
2016-01-31,5948
2016-02-01,5847
2016-02-02,5701
2016-02-03,5541
2016-02-04,5685
2016-02-05,5685
2016-02-06,5699
2016-02-07,5699
2016-02-08,5580
2016-02-09,5484
2016-02-10,5487
2016-02-11,5487
2016-02-12,5637
2016-02-13,5748
2016-02-14,5748
2016-02-15,5610
2016-02-16,5705
2016-02-17,5783
2016-02-18,5783
2016-02-19,5852
2016-02-20,5999
2016-02-21,5993
2016-02-22,5993
2016-02-23,6207
2016-02-24,6207
2016-02-25,6239
2016-02-26,6239
2016-02-27,6002
2016-02-28,6002
2016-02-29,5787
2016-03-01,5834
2016-03-02,5834
2016-03-03,5701
2016-03-04,5551
2016-03-05,5529
2016-03-06,5424
2016-03-07,5424
2016-03-08,5453
2016-03-09,5438
2016-03-10,5408
2016-03-11,5426
2016-03-12,5398
2016-03-13,5320
2016-03-14,5307
2016-03-15,5212
2016-03-16,5346
2016-03-17,5434
2016-03-18,5465
2016-03-19,5449
2016-03-20,5419
2016-03-21,5419
2016-03-22,5455
2016-03-23,5442
2016-03-24,5430
2016-03-25,5446
2016-03-26,5500
2016-03-27,5486
2016-03-28,5462
2016-03-29,5512
2016-03-30,5512
2016-03-31,5543
2016-04-01,5543
2016-04-02,5436
2016-04-03,5396
2016-04-04,5385
2016-04-05,5437
2016-04-06,5461
2016-04-07,5441
2016-04-08,5513
2016-04-09,5535
2016-04-10,5551
2016-04-11,5551
2016-04-12,5672
2016-04-13,5918
2016-04-14,6130
2016-04-15,6218
2016-04-16,6125
2016-04-17,6256
2016-04-18,6397
2016-04-19,6559
2016-04-20,6690
2016-04-21,6462
2016-04-22,6462
2016-04-23,6336
2016-04-24,6170
2016-04-25,6028
2016-04-26,6028
2016-04-27,5917
2016-04-28,5946
2016-04-29,5946
2016-04-30,5805
2016-05-01,5731
2016-05-02,5630
2016-05-03,5559
2016-05-04,5437
2016-05-05,5411
2016-05-06,5411
2016-05-07,5434
2016-05-08,5434
2016-05-09,5443
2016-05-10,5441
2016-05-11,5441
2016-05-12,5451
2016-05-13,5539
2016-05-14,5673
2016-05-15,5787
2016-05-16,5738
2016-05-17,5735
2016-05-18,5627
2016-05-19,5704
2016-05-22,5733
2016-05-23,5753
2016-05-24,5644
2016-05-25,5644
2016-05-26,5576
2016-05-27,5553
2016-05-28,5553
2016-05-29,5477
2016-05-30,5477
2016-05-31,5519
2016-06-01,5427
2016-06-02,5421
2016-06-03,5265
2016-06-04,5262
2016-06-05,5361
2016-06-06,5418
2016-06-07,5418
2016-06-08,5439
2016-06-09,5442
2016-06-10,5478
2016-06-11,5478
2016-06-12,5381
2016-06-13,5508
2016-06-14,5558
2016-06-15,5522
2016-06-16,5633
2016-06-17,5685
2016-06-18,5685
2016-06-19,5816
2016-06-20,5662
2016-06-21,5703
2016-06-22,5587
2016-06-23,5477
2016-06-24,5509
2016-06-25,5474
2016-06-26,5474
2016-06-27,5482
2016-06-28,5477
2016-06-29,5460
2016-06-30,5430
2016-07-01,5513
2016-07-02,5513
2016-07-03,5545
2016-07-04,5588
2016-07-05,5588
2016-07-06,5556
2016-07-07,5583
2016-07-08,5616
2016-07-09,5662
2016-07-10,5684
2016-07-11,5704
2016-07-12,5789
2016-07-13,5840
2016-07-14,5822
2016-07-15,5792
2016-07-16,5860
2016-07-17,5860
2016-07-18,5897
2016-07-23,5513
2016-07-24,5652
2016-07-25,5574
2016-07-26,5574
2016-07-27,5475
2016-07-28,5475
2016-07-29,5416
2016-07-30,5347
2016-07-31,5347
2016-08-01,5379
2016-08-02,5218
2016-08-03,5377
2016-08-04,5377
2016-08-05,5462
2016-08-06,5486
2016-08-07,5519
2016-08-08,5519
2016-08-09,5565
2016-08-10,5512
2016-08-11,5512
2016-08-12,5574
2016-08-13,5574
2016-08-14,5598
2016-08-15,5530
2016-08-16,5509
2016-08-17,5509
2016-08-18,5505
2016-08-19,5493
2016-08-20,5552
2016-08-21,5579
2016-08-22,5597
2016-08-23,5464
2016-08-24,5478
2016-08-25,5474
2016-08-26,5474
2016-08-28,5468
2016-08-31,5463
2016-09-01,5446
2016-09-02,5446
2016-09-03,5646
2016-09-04,5824
2016-09-05,5715
2016-09-06,5622
2016-09-07,5622
2016-09-08,5442
2016-09-09,5442
2016-09-10,5421
2016-09-11,5421
2016-09-12,5451
2016-09-13,5507
2016-09-14,5507
2016-09-15,5509
2016-09-16,5509
2016-09-17,5499
2016-09-18,5499
2016-09-19,5508
2016-09-20,5508
2016-09-21,5626
2016-09-22,5833
2016-09-23,5833
2016-09-24,6031
2016-09-25,6222
2016-09-26,6222
2016-09-27,6381
2016-09-28,6381
2016-09-29,6594
2016-09-30,6448
2016-10-01,6448
2016-10-02,6229
2016-10-03,6229
2016-10-04,6049
2016-10-05,6049
2016-10-06,5941
2016-10-07,5941
2016-10-08,5880
2016-10-09,5880
2016-10-10,5749
2016-10-11,5811
2016-10-12,5811
2016-10-13,5909
2016-10-14,5713
2016-10-15,5577
2016-10-16,5577
2016-10-17,5610
2016-10-18,5610
2016-10-19,5729
2016-10-20,5729
2016-10-21,5866
2016-10-22,5866
2016-10-23,5873
2016-10-24,5982
2016-10-25,5982
2016-10-26,5928
2016-10-27,5928
2016-10-28,5890
2016-10-29,5712
2016-10-30,5568
2016-10-31,5544
2016-11-01,5544
2016-11-02,5488
2016-11-03,5488
2016-11-04,5420
2016-11-05,5420
2016-11-06,5521
2016-11-07,5521
2016-11-08,5751
2016-11-09,5920
2016-11-10,5920
2016-11-11,5827
2016-11-12,5730
2016-11-13,5730
2016-11-14,5912
2016-11-15,5912
2016-12-07,7246
2016-12-08,7380
2016-12-09,7491
2016-12-10,7491
2016-12-11,7344
2016-12-12,7344
2016-12-13,7170
2016-12-14,7164
2016-12-15,7164
2016-12-16,7227
2016-12-17,7061
2016-12-18,7061
2016-12-19,6847
2016-12-20,6798
2016-12-21,6914
2016-12-22,6914
2016-12-23,6947
2016-12-24,6947
2016-12-25,6778
2016-12-26,6560
2016-12-27,6381
2016-12-28,6237
2016-12-29,6114
2016-12-30,6049
2016-12-31,6032
2017-01-01,6002
2017-01-02,5995
2017-01-03,5995
2017-01-04,6073
2017-01-05,6010
2017-01-06,5963
2017-01-07,5876
2017-01-08,5740
2017-01-09,5702
2017-01-10,5680
2017-01-11,5833
2017-01-12,5977
2017-01-13,5977
2017-01-14,6104
2017-01-15,6324
2017-01-16,6389
2017-01-17,6358
2017-01-18,6202
2017-01-19,6202
2017-01-20,6029
2017-01-21,5806
2017-01-22,5779
2017-01-23,5929
2017-01-27,5788
2017-01-28,5734
2017-01-29,5692
2017-01-30,5692
2017-01-31,5609
2017-02-01,5652
2017-02-02,5701
2017-02-03,5835
2017-02-04,5856
2017-02-05,5714
2017-02-06,5658
2017-02-07,5744
2017-02-08,5790
2017-02-09,5790
2017-02-10,5808
2017-02-11,5796
2017-02-12,5796
2017-02-13,5839
2017-02-14,5895
2017-02-15,5895
2017-02-16,5908
2017-02-18,5952
2017-02-19,5903
2017-02-20,6014
2017-02-21,6078
2017-02-22,6222
2017-02-23,6355
2017-02-24,6355
2017-02-25,6203
2017-02-26,6110
2017-02-27,6048
2017-02-28,5933
2017-03-01,5888
2017-03-02,5786
2017-03-03,5724
2017-03-04,5699
2017-03-05,5582
2017-03-06,5531
2017-03-07,5605
2017-03-08,5605
2017-03-09,5629
2017-03-10,5691
2017-03-11,5565
2017-03-12,5529
2017-03-13,5534
2017-03-14,5553
2017-03-15,5627
2017-03-16,5626
2017-03-17,5596
2017-03-18,5581
2017-03-19,5476
2017-03-20,5664
2017-03-21,5887
2017-03-22,6182
2017-03-23,6315
2017-03-24,6406
2017-03-25,6406
2017-03-26,6509
2017-03-27,6825
2017-03-28,6971
2017-03-29,6949
2017-03-30,6975
2017-03-31,7100
2017-04-01,6851
2017-04-02,6851
2017-04-03,6723
2017-04-04,6682
2017-04-12,5764
2017-04-13,5769
2017-04-14,5669
2017-04-15,5589
2017-04-16,5504
2017-04-17,5474
2017-04-18,5481
2017-04-19,5601
2017-04-20,5774
2017-04-21,5846
2017-04-22,5855
2017-04-23,5941
2017-04-24,5820
2017-04-25,5650
2017-04-26,5650
2017-04-27,5512
2017-04-28,5488
2017-04-29,5483
2017-04-30,5485
2017-05-01,5530
2017-05-02,5666
2017-05-03,5636
2017-05-04,5617
2017-05-05,5591
2017-05-06,5539
2017-05-07,5564
2017-05-08,5582
2017-05-09,5637
2017-05-10,5549
2017-05-11,5559
2017-05-12,5639
2017-05-13,5633
2017-05-14,5633
2017-05-15,5750
2017-05-16,5867
2017-05-17,5998
2017-05-18,6138
2017-05-19,6138
2017-05-20,6209
2017-05-21,6209
2017-05-22,6087
2017-05-23,5892
2017-05-24,5779
2017-05-25,5779
2017-05-26,5707
2017-05-27,5617
2017-05-28,5617
2017-05-29,5628
2017-05-30,5583
2017-05-31,5569
2017-06-01,5543
2017-06-02,5484
2017-06-03,5594
2017-06-04,5591
2017-06-05,5509
2017-06-06,5663
2017-06-07,5648
2017-06-08,5648
2017-06-09,5840
2017-06-10,6097
2017-06-11,6139
2017-06-12,6252
2017-06-13,6185
2017-06-14,6137
2017-06-15,6137
2017-06-16,6211
2017-06-17,6231
2017-06-18,6103
2017-06-19,6103
2017-06-20,6215
2017-06-21,6111
2017-06-22,6111
2017-06-23,5969
2017-06-24,5941
2017-06-25,5836
2017-06-26,5680
2017-06-27,5612
2017-06-28,5487
2017-06-29,5365
2017-06-30,5405
2017-07-01,5405
2017-07-02,5340
2017-07-03,5323
2017-07-04,5366
2017-07-05,5366
2017-07-06,5337
2017-07-07,5337
2017-07-08,5338
2017-07-13,5439
2017-07-14,5384
2017-07-15,5384
2017-07-16,5399
2017-07-17,5310
2017-07-18,5226
2017-07-19,5295
2017-07-20,5338
2017-07-21,5303
2017-07-22,5297
2017-07-23,5310
2017-07-24,5310
2017-07-25,5317
2017-07-26,5349
2017-07-27,5422
2017-07-28,5501
2017-07-29,5559
2017-07-30,5447
2017-07-31,5447
2017-08-01,5384
2017-08-02,5552
2017-08-03,5621
2017-08-04,5787
2017-08-05,5960
2017-08-06,6096
2017-08-09,5834
2017-08-10,5846
2017-08-11,5725
2017-08-12,5690
2017-08-13,5779
2017-08-14,5998
2017-08-15,6122
2017-08-16,6318
2017-08-17,6301
2017-08-18,6301
2017-08-19,6139
2017-08-20,6079
2017-08-21,5868
2017-08-22,5757
2017-08-23,5656
2017-08-24,5656
2017-08-25,5568
2017-08-26,5724
2017-08-27,5709
2017-08-28,5617
2017-08-29,5617
2017-08-30,5492
2017-08-31,5506
2017-09-01,5506
2017-09-02,5591
2017-09-03,5591
2017-09-04,5526
2017-09-05,5705
2017-09-06,5777
2017-09-07,5922
2017-09-08,5922
2017-09-09,5767
2017-09-10,5590
2017-09-11,5682
2017-09-12,5812
2017-09-13,5797
2017-09-14,5751
2017-09-15,5751
2017-09-16,5603
2017-09-17,5713
2017-09-18,5658
2017-09-19,5656
2017-09-20,5562
2017-09-22,5987
2017-09-23,5987
2017-09-24,5987
2017-09-25,5770
2017-09-26,5716
2017-09-27,5716
2017-09-28,5919
2017-09-29,5751
2017-09-30,5598
2017-10-01,5538
2017-10-02,5478
2017-10-03,5525
2017-10-04,5525
2017-10-05,5546
2017-10-06,5554
2017-10-07,5605
2017-10-08,5742
2017-10-09,5704
2017-10-10,5636
2017-10-11,5636
2017-10-12,5550
2017-10-13,5661
2017-10-14,5568
2017-10-15,5568
2017-10-16,5600
2017-10-17,5600
2017-10-18,5678
2017-10-19,5815
2017-10-20,5815
2017-10-21,5804
2017-10-22,5556
2017-10-23,5642
2017-10-24,5661
2017-10-25,5664
2017-10-26,5664
2017-10-27,5609
2017-10-28,5609
2017-10-29,5474
2017-10-30,5495
2017-10-31,5436
2017-11-01,5436
2017-11-02,5237
2017-11-03,5180
2017-11-04,5391
2017-11-05,5647
2017-11-06,5898
2017-11-07,5898
2017-11-08,6039
2017-11-09,6097
2017-11-10,6105
2017-11-11,6086
2017-11-12,6096
2017-11-13,6098
2017-11-14,6098
2017-11-15,6036
2017-11-16,5895
2017-11-17,5802
2017-11-18,5802
2017-11-19,5713
2017-11-20,5562
2017-11-21,5537
2017-11-22,5634
2017-11-23,5639
2017-11-24,5541
2017-11-25,5411
2017-11-26,5293
2017-11-27,5293
2017-11-28,5299
2017-11-29,5299
2017-11-30,5356
2017-12-01,5248
2017-12-02,5248
2017-12-03,5214
2017-12-04,5250
2017-12-05,5232
2017-12-06,5288
2017-12-07,5398
2017-12-08,5398
2017-12-09,5428
2017-12-10,5644
2017-12-11,5882
2017-12-12,5805
2017-12-13,5805
2017-12-14,6047
2017-12-15,6189
2017-12-16,6330
2017-12-17,6330
2017-12-18,6235
2017-12-19,6235
2017-12-20,6146
2017-12-21,6367
2017-12-22,6545
2017-12-23,6426
2017-12-24,6426
2017-12-25,6280
2017-12-26,6255
2017-12-27,6385
2017-12-28,6474
2017-12-29,6564
2017-12-30,6651
2017-12-31,6697
2018-01-01,6725
2018-01-02,6623
2018-01-03,6448
2018-01-04,6205
2018-01-05,5973
2018-01-06,5866
2018-01-07,5730
2018-01-08,5526
2018-01-09,5349
2018-01-10,5336
2018-01-11,5402
2018-01-12,5317
2018-01-13,5324
2018-01-14,5301
2018-01-15,5389
2018-01-16,5430
2018-01-17,5404
2018-01-18,5510
2018-01-19,5510
2018-01-20,5425
2018-01-21,5311
2018-01-22,5339
2018-01-23,5405
2018-01-24,5450
2018-01-25,5339
2018-01-26,5324
2018-01-27,5341
2018-01-28,5343
2018-01-29,5275
2018-01-30,5360
2018-01-31,5406
2018-02-01,5451
2018-02-02,5457
2018-02-03,5442
2018-02-04,5543
2018-02-05,5543
2018-02-06,5562
2018-02-07,5608
2018-02-08,5608
2018-02-09,5618
2018-02-10,5618
2018-02-11,5657
2018-02-12,5638
2018-02-13,5618
2018-02-14,5573
2018-02-15,5761
2018-02-16,5660
2018-02-17,5634
2018-02-18,5573
2018-02-19,5484
2018-02-20,5448
2018-02-21,5435
2018-02-22,5602
2018-02-23,5675
2018-02-24,5675
2018-02-25,5741
2018-02-26,5688
2018-02-27,5628
2018-02-28,5628
2018-03-01,5682
2018-03-02,5671
2018-03-03,5621
2018-03-04,5621
2018-03-05,5623
2018-03-06,5661
2018-03-07,5687
2018-03-08,5742
2018-03-09,5617
2018-03-10,5519
2018-03-11,5389
2018-03-12,5393
2018-03-13,5440
2018-03-14,5375
2018-03-15,5436
2018-03-16,5521
2018-03-17,5584
2018-03-18,5546
2018-03-20,5542
2018-03-21,5612
2018-03-22,5612
2018-03-23,5572
2018-03-24,5543
2018-03-25,5558
2018-03-26,5598
2018-03-27,5662
2018-03-28,5662
2018-03-29,5625
2018-03-30,5525
2018-03-31,5534
2018-04-01,5507
2018-04-02,5544
2018-04-03,5515
2018-04-04,5429
2018-04-05,5429
2018-04-06,5479
2018-04-07,5479
2018-04-08,5543
2018-04-09,5560
2018-04-10,5519
2018-04-11,5482
2018-04-12,5484
2018-04-13,5484
2018-04-14,5559
2018-04-15,5545
2018-04-16,5545
2018-04-17,5542
2018-04-18,5542
2018-04-19,5489
2018-04-20,5499
2018-04-21,5553
2018-04-22,5553
2018-04-23,5597
2018-04-24,5597
2018-04-25,5654
2018-04-26,5654
2018-04-27,5797
2018-04-28,5796
2018-04-29,5674
2018-04-30,5547
2018-05-01,5524
2018-05-02,5524
2018-05-03,5468
2018-05-04,5526
2018-05-05,5619
2018-05-06,5619
2018-05-07,5558
2018-05-08,5558
2018-05-09,5573
2018-05-10,5488
2018-05-11,5391
2018-05-12,5369
2018-05-13,5369
2018-05-14,5368
2018-05-15,5368
2018-05-16,5364
2018-05-17,5365
2018-05-18,5317
2018-05-19,5326
2018-05-20,5368
2018-05-21,5337
2018-05-22,5337
2018-05-23,5470
2018-05-24,5470
2018-05-25,5556
2018-05-26,5571
2018-05-27,5571
2018-05-28,5567
2018-05-29,5561
2018-05-30,5508
2018-05-31,5419
2018-06-01,5464
2018-06-02,5391
2018-06-03,5391
2018-06-04,5421
2018-06-05,5374
2018-06-06,5498
2018-06-07,5498
2018-06-08,5466
2018-06-09,5401
2018-06-10,5317
2018-06-11,5299
2018-06-12,5377
2018-06-13,5461
2018-06-14,5460
2018-06-15,5407
2018-06-16,5373
2018-06-17,5274
2018-06-18,5256
2018-06-19,5348
2018-06-20,5348
2018-06-21,5377
2018-06-22,5423
2018-06-23,5423
2018-06-24,5481
2018-06-25,5483
2018-06-26,5483
2018-06-27,5520
2018-06-28,5538
2018-06-29,5596
2018-06-30,5509
2018-07-01,5504
2018-07-02,5504
2018-07-03,5484
2018-07-04,5484
2018-07-05,5495
2018-07-06,5447
2018-07-07,5447
2018-07-08,5484
2018-07-09,5513
2018-07-10,5513
2018-07-11,5455
2018-07-12,5420
2018-07-13,5557
2018-07-14,5601
2018-07-15,5513
2018-07-16,5465
2018-07-17,5512
2018-07-18,5512
2018-07-19,5458
2018-07-20,5381
2018-07-21,5379
2018-07-22,5452
2018-07-23,5390
2018-07-24,5393
2018-07-25,5479
2018-07-26,5448
2018-07-27,5436
2018-07-28,5436
2018-07-29,5583
2018-07-30,5849
2018-07-31,6039
2018-08-01,6039
2018-08-02,6263
2018-08-03,6237
2018-08-04,6208
2018-08-05,6196
2018-08-06,6184
2018-08-07,6107
2018-08-08,5921
2018-08-09,5921
2018-08-10,5877
2018-08-11,5821
2018-08-12,5708
2018-08-14,5607
2018-08-16,5416
2018-08-17,5391
2018-08-18,5500
2018-08-19,5645
2018-08-20,5807
2018-08-21,5965
2018-08-22,5988
2018-08-23,6017
2018-08-24,6103
2018-08-25,6095
2018-08-26,6013
2018-08-27,6072
2018-08-28,6108
2018-08-29,6188
2018-08-30,6263
2018-08-31,6244
2018-09-01,6299
2018-09-02,6245
2018-09-03,6146
2018-09-04,6192
2018-09-05,6291
2018-09-06,6291
2018-09-07,6269
2018-09-08,6230
2018-09-09,6259
2018-09-10,6289
2018-09-11,6278
2018-09-12,6389
2018-09-13,6427
2018-09-14,6584
2018-09-15,6631
2018-09-16,6625
2018-09-17,6673
2018-09-18,6691
2018-09-19,6671
2018-09-20,6826
2018-09-21,6853
2018-09-22,6773
2018-09-23,6633
2018-09-24,6631
2018-09-25,6711
2018-09-26,6734
2018-09-27,6515
2018-09-28,6533
2018-09-29,6611
2018-09-30,6604
2018-10-01,6549
2018-10-02,6539
2018-10-03,6424
2018-10-04,6424
2018-10-05,6511
2018-10-06,6442
2018-10-07,6632
2018-10-08,6734
2018-10-09,6807
2018-10-10,6740
2018-10-11,6613
2018-10-12,6735
2018-10-13,6707
2018-10-14,6726
2018-10-15,6851
2018-10-16,6794
2018-10-17,6571
2018-10-18,6570
2018-10-19,6590
2018-10-20,6590
2018-10-21,6370
2018-10-22,6228
2018-10-23,6228
2018-10-24,6087
2018-10-25,5948
2018-10-26,5784
2018-10-27,5671
2018-10-28,5590
2018-10-29,5590
2018-10-30,5644
2018-10-31,5653
2018-11-01,5589
2018-11-03,5636
2018-11-04,5625
2018-11-05,5658
2018-11-06,5893
2018-11-07,5972
2018-11-08,6091
2018-11-09,6272
2018-11-10,6552
2018-11-11,6815
2018-11-12,7047
2018-11-13,7356
2018-11-15,7948
2018-11-16,7890
2018-11-17,8255
2018-11-18,8619
2018-11-19,8774
2018-11-20,9127
2018-11-21,9349
2018-11-22,9485
2018-11-23,9855
2018-11-24,10315
2018-11-25,10677
2018-11-26,10856
2018-11-27,10609
2018-11-28,10505
2018-11-29,10601
2018-12-01,10292
2018-12-02,10234
2018-12-03,10246
2018-12-04,10112
2018-12-05,9871
2018-12-07,9352
2018-12-09,8875
2018-12-10,8618
2018-12-11,8429
2018-12-12,8194
2018-12-13,7993
2018-12-14,7800
2018-12-15,7702
2018-12-16,7513
2018-12-17,7297
2018-12-18,7107
2018-12-19,6918
2018-12-20,6852
2018-12-21,6834
2018-12-22,6726
2018-12-23,6594
2018-12-24,6450
2018-12-25,6385
2018-12-26,6326
2018-12-27,6204
2018-12-28,6289
2018-12-29,6215
2018-12-30,6418
2018-12-31,6706
2019-01-01,6881
2019-01-02,6947
2019-01-03,7022
2019-01-04,6802
2019-01-05,6676
2019-01-06,6607
2019-01-08,6683
2019-01-10,6691
2019-01-11,6586
2019-01-12,6423
2019-01-13,6306
2019-01-14,6150
2019-01-15,6056
2019-01-16,5993
2019-01-17,5820
2019-01-18,5717
2019-01-19,5635
2019-01-20,5683
2019-01-21,5696
2019-01-22,5706
2019-01-23,5799
2019-01-24,5824
2019-01-25,5835
2019-01-26,5857
2019-01-27,5952
2019-01-28,5932
2019-01-29,5842
2019-01-30,5790
2019-01-31,5790
2019-02-01,5842
2019-02-02,5791
2019-02-03,5865
2019-02-04,5858
2019-02-05,5936
2019-02-06,6094
2019-02-07,5997
2019-02-08,6007
2019-02-09,5755
2019-02-10,5734
2019-02-11,5606
2019-02-12,5599
2019-02-13,5668
2019-02-14,5663
2019-02-15,5653
2019-02-16,5631
2019-02-17,5533
2019-02-18,5544
2019-02-19,5577
2019-02-20,5565
2019-02-21,5770
2019-02-22,6059
2019-02-23,6022
2019-02-24,5904
2019-02-25,5793
2019-02-26,5771
2019-02-27,5682
2019-02-28,5524
2019-03-01,5553
2019-03-02,5653
2019-03-03,5631
2019-03-04,5698
2019-03-05,5656
2019-03-06,5725
2019-03-07,5691
2019-03-08,5537
2019-03-09,5543
2019-03-10,5597
2019-03-11,5656
2019-03-12,5497
2019-03-13,5392
2019-03-14,5496
2019-03-15,5567
2019-03-16,5549
2019-03-17,5639
2019-03-18,5766
2019-03-19,5856
2019-03-20,5855
2019-03-21,5782
2019-03-22,5763
2019-03-23,5746
2019-03-24,5738
