date_obj,White%20beret price
2015-03-26,66400
2015-03-27,66400
2015-03-28,66400
2015-03-29,66400
2015-03-30,66400
2015-03-31,63177
2015-04-01,63177
2015-04-02,63177
2015-04-03,63177
2015-04-04,63177
2015-04-05,63177
2015-04-06,63177
2015-04-07,60208
2015-04-08,60208
2015-04-09,60208
2015-04-10,60208
2015-04-11,60208
2015-04-12,60208
2015-04-13,60208
2015-04-14,60208
2015-04-15,57770
2015-04-16,57770
2015-04-17,57770
2015-04-18,57770
2015-04-19,57770
2015-04-20,57770
2015-04-21,57770
2015-04-22,57770
2015-04-23,57770
2015-04-24,55794
2015-04-25,55794
2015-04-26,55794
2015-04-27,55794
2015-04-28,55794
2015-04-29,55794
2015-04-30,55794
2015-05-01,55794
2015-05-02,55794
2015-05-03,55794
2015-05-04,53216
2015-05-05,53216
2015-05-06,53216
2015-05-07,53216
2015-05-08,53216
2015-05-09,53216
2015-05-10,53216
2015-05-11,53216
2015-05-12,53216
2015-05-13,50697
2015-05-14,50697
2015-05-15,50697
2015-05-16,50697
2015-05-17,50697
2015-05-18,50697
2015-05-19,50697
2015-05-20,50697
2015-05-21,50697
2015-05-22,50697
2015-05-23,48229
2015-05-24,48229
2015-05-25,48229
2015-05-26,48229
2015-05-27,48229
2015-05-28,45976
2015-05-29,45976
2015-05-30,45976
2015-05-31,45976
2015-06-01,45976
2015-06-02,45976
2015-06-03,43896
2015-06-04,43896
2015-06-05,43896
2015-06-06,43896
2015-06-07,43896
2015-06-08,41891
2015-06-09,41891
2015-06-10,41891
2015-06-11,41891
2015-06-12,41891
2015-06-13,41891
2015-06-14,41891
2015-06-15,41267
2015-06-16,41267
2015-06-17,41267
2015-06-18,41267
2015-06-19,41267
2015-06-20,41267
2015-06-21,41267
2015-06-22,41068
2015-06-23,41068
2015-06-24,41068
2015-06-25,41068
2015-06-26,41068
2015-06-27,41068
2015-06-28,41068
2015-06-29,40053
2015-06-30,40053
2015-07-01,40053
2015-07-02,40053
2015-07-03,40053
2015-07-04,40053
2015-07-05,40053
2015-07-06,40319
2015-07-07,40319
2015-07-08,40319
2015-07-09,40319
2015-07-10,40319
2015-07-11,40319
2015-07-12,40319
2015-07-13,41163
2015-07-14,41163
2015-07-15,41163
2015-07-16,41163
2015-07-17,41163
2015-07-18,41163
2015-07-19,41163
2015-07-20,41149
2015-07-21,41149
2015-07-22,41149
2015-07-23,41149
2015-07-24,41149
2015-07-25,41149
2015-07-26,41318
2015-07-27,41318
2015-07-28,41318
2015-07-29,41318
2015-07-30,41318
2015-07-31,42374
2015-08-01,42374
2015-08-02,42374
2015-08-03,42374
2015-08-04,42374
2015-08-05,42374
2015-08-06,44016
2015-08-07,44016
2015-08-08,44016
2015-08-09,44016
2015-08-10,44016
2015-08-11,44016
2015-08-12,44526
2015-08-13,44526
2015-08-14,44526
2015-08-15,44526
2015-08-16,44526
2015-08-17,44526
2015-08-18,44879
2015-08-19,44879
2015-08-20,44879
2015-08-21,44879
2015-08-22,44879
2015-08-23,44879
2015-08-24,45599
2015-08-25,45599
2015-08-26,45599
2015-08-27,45599
2015-08-28,45599
2015-08-29,45599
2015-08-30,45599
2015-08-31,45036
2015-09-01,45036
2015-09-02,45036
2015-09-03,45036
2015-09-04,45036
2015-09-05,45036
2015-09-06,45036
2015-09-07,45036
2015-09-08,44463
2015-09-09,44463
2015-09-10,44463
2015-09-11,44463
2015-09-12,44463
2015-09-13,44463
2015-09-14,45502
2015-09-15,45502
2015-09-16,45502
2015-09-17,45502
2015-09-18,45502
2015-09-19,45502
2015-09-20,46593
2015-09-21,46593
2015-09-22,46593
2015-09-23,46593
2015-09-24,46593
2015-09-25,46593
2015-09-27,46593
2015-09-28,47444
2015-09-29,47444
2015-09-30,47444
2015-10-05,47444
2015-10-06,48831
2015-10-07,48831
2015-10-08,48831
2015-10-09,48831
2015-10-10,48831
2015-10-11,48831
2015-10-12,48831
2015-10-13,48831
2015-10-14,49146
2015-10-15,49146
2015-10-16,49146
2015-10-17,49146
2015-10-18,49146
2015-10-19,49146
2015-10-20,49146
2015-10-22,48199
2015-10-23,48199
2015-10-24,48199
2015-10-25,48199
2015-10-26,48199
2015-10-27,48199
2015-10-29,47768
2015-10-30,47768
2015-10-31,47768
2015-11-01,47768
2015-11-02,47768
2015-11-03,47768
2015-11-04,47768
2015-11-05,46798
2015-11-06,46798
2015-11-07,46798
2015-11-08,46798
2015-11-09,46798
2015-11-10,46798
2015-11-11,46798
2015-11-12,46296
2015-11-13,46296
2015-11-14,46296
2015-11-15,46296
2015-11-16,46296
2015-11-17,46296
2015-11-18,46296
2015-11-19,46461
2015-11-20,46461
2015-11-21,46461
2015-11-22,46461
2015-11-23,46461
2015-11-24,46461
2015-11-25,46963
2015-11-26,46963
2015-11-27,46963
2015-11-28,46963
2015-11-29,46963
2015-11-30,46963
2015-12-01,46963
2015-12-02,48573
2015-12-03,48573
2015-12-04,48573
2015-12-05,48573
2015-12-06,48573
2015-12-07,48573
2015-12-08,48573
2015-12-09,50359
2015-12-10,50359
2015-12-11,50359
2015-12-13,50359
2015-12-14,50359
2015-12-15,51788
2015-12-16,51788
2015-12-17,51788
2015-12-18,51788
2015-12-19,51788
2015-12-20,51788
2015-12-21,51788
2015-12-22,51788
2015-12-23,51306
2015-12-24,51306
2015-12-25,51306
2015-12-26,51306
2015-12-27,51306
2015-12-28,51306
2015-12-29,51306
2015-12-30,52545
2015-12-31,52545
2016-01-01,52545
2016-01-02,52545
2016-01-03,52545
2016-01-04,52545
2016-01-05,52545
2016-01-06,52062
2016-01-07,52062
2016-01-08,52062
2016-01-09,52062
2016-01-10,52062
2016-01-11,52062
2016-01-12,52062
2016-01-13,51507
2016-01-14,51507
2016-01-15,51507
2016-01-16,51507
2016-01-17,51507
2016-01-18,51507
2016-01-19,50212
2016-01-20,50212
2016-01-21,50212
2016-01-22,50212
2016-01-23,50212
2016-01-24,50212
2016-01-25,48782
2016-01-26,48782
2016-01-27,48782
2016-01-28,48782
2016-01-29,48782
2016-01-30,48782
2016-01-31,48782
2016-02-01,47517
2016-02-02,47517
2016-02-03,47517
2016-02-04,47517
2016-02-05,47517
2016-02-06,47517
2016-02-07,47517
2016-02-08,45561
2016-02-09,45561
2016-02-10,45561
2016-02-11,45561
2016-02-12,45561
2016-02-13,45561
2016-02-14,45561
2016-02-15,44542
2016-02-16,44542
2016-02-17,44542
2016-02-18,44542
2016-02-19,44542
2016-02-20,44542
2016-02-21,44500
2016-02-22,44500
2016-02-23,44500
2016-02-24,44500
2016-02-25,44500
2016-02-26,44500
2016-02-27,44666
2016-02-28,44666
2016-02-29,44666
2016-03-01,44666
2016-03-02,44666
2016-03-03,44666
2016-03-04,44666
2016-03-05,44740
2016-03-06,44740
2016-03-07,44740
2016-03-08,44740
2016-03-09,44740
2016-03-10,44740
2016-03-11,44943
2016-03-12,44943
2016-03-13,44943
2016-03-14,44943
2016-03-15,44943
2016-03-16,44943
2016-03-17,44943
2016-03-18,44982
2016-03-19,44982
2016-03-20,44982
2016-03-21,44982
2016-03-22,44982
2016-03-23,44982
2016-03-24,44982
2016-03-25,44697
2016-03-26,44697
2016-03-27,44697
2016-03-28,44697
2016-03-29,44697
2016-03-30,44697
2016-03-31,44697
2016-04-01,44279
2016-04-02,44279
2016-04-03,44279
2016-04-04,44279
2016-04-05,44279
2016-04-06,44279
2016-04-07,44256
2016-04-08,44256
2016-04-09,44256
2016-04-10,44256
2016-04-11,44256
2016-04-12,44256
2016-04-13,44024
2016-04-14,44024
2016-04-15,44024
2016-04-16,44024
2016-04-17,44024
2016-04-18,44784
2016-04-19,44784
2016-04-20,44784
2016-04-21,44784
2016-04-22,44784
2016-04-23,44784
2016-04-24,44784
2016-04-25,44620
2016-04-26,44620
2016-04-27,44620
2016-04-28,44620
2016-04-29,44620
2016-04-30,44620
2016-05-01,44620
2016-05-02,44682
2016-05-03,44682
2016-05-04,44682
2016-05-05,44682
2016-05-06,44682
2016-05-07,44682
2016-05-08,45195
2016-05-09,45195
2016-05-10,45195
2016-05-11,45195
2016-05-12,45195
2016-05-13,45195
2016-05-14,44696
2016-05-15,44696
2016-05-16,44696
2016-05-17,44696
2016-05-18,44696
2016-05-19,44696
2016-05-22,44721
2016-05-23,44721
2016-05-24,44721
2016-05-25,44721
2016-05-26,44541
2016-05-27,44541
2016-05-28,44541
2016-05-29,44541
2016-05-30,44541
2016-05-31,44541
2016-06-01,44506
2016-06-02,44506
2016-06-03,44506
2016-06-04,44506
2016-06-05,44506
2016-06-06,44506
2016-06-07,44174
2016-06-08,44174
2016-06-09,44174
2016-06-10,44174
2016-06-11,44174
2016-06-12,44174
2016-06-13,44222
2016-06-14,44222
2016-06-15,44222
2016-06-16,44222
2016-06-17,44222
2016-06-18,44222
2016-06-19,44459
2016-06-20,44459
2016-06-21,44459
2016-06-22,44459
2016-06-23,44459
2016-06-24,44459
2016-06-25,45640
2016-06-26,45640
2016-06-27,45640
2016-06-28,45640
2016-06-29,45640
2016-06-30,45640
2016-07-01,45948
2016-07-02,45948
2016-07-03,45948
2016-07-04,45948
2016-07-05,45948
2016-07-06,45948
2016-07-07,44685
2016-07-08,44685
2016-07-09,44685
2016-07-10,44685
2016-07-11,42547
2016-07-12,42547
2016-07-13,42547
2016-07-14,42547
2016-07-15,42547
2016-07-16,40537
2016-07-17,40537
2016-07-18,40537
2016-07-24,38537
2016-07-25,38537
2016-07-26,38537
2016-07-27,38537
2016-07-28,38537
2016-07-29,36876
2016-07-30,36876
2016-07-31,36876
2016-08-01,36876
2016-08-02,36876
2016-08-03,36876
2016-08-04,36876
2016-08-05,35900
2016-08-06,35900
2016-08-07,35900
2016-08-08,35900
2016-08-09,35900
2016-08-10,35900
2016-08-11,35411
2016-08-12,35411
2016-08-13,35411
2016-08-14,35411
2016-08-15,35411
2016-08-16,35411
2016-08-17,35411
2016-08-18,35411
2016-08-19,35467
2016-08-20,35467
2016-08-21,35467
2016-08-22,35467
2016-08-23,35467
2016-08-24,35467
2016-08-25,35467
2016-08-26,35036
2016-08-28,35036
2016-08-31,35036
2016-09-01,35036
2016-09-02,35036
2016-09-03,35053
2016-09-04,35053
2016-09-05,35053
2016-09-06,35053
2016-09-07,35053
2016-09-08,35053
2016-09-09,35053
2016-09-10,34946
2016-09-11,34946
2016-09-12,34946
2016-09-13,34946
2016-09-14,34946
2016-09-15,34946
2016-09-16,34946
2016-09-17,34946
2016-09-18,34854
2016-09-19,34854
2016-09-20,34854
2016-09-21,34854
2016-09-22,34854
2016-09-23,34854
2016-09-24,34854
2016-09-25,34854
2016-09-26,33574
2016-09-27,33574
2016-09-28,33574
2016-09-29,33574
2016-09-30,33574
2016-10-01,33574
2016-10-02,33574
2016-10-03,33574
2016-10-04,33574
2016-10-05,32283
2016-10-06,32283
