date_obj,Bagged%20yew%20tree price
2015-03-05,21000
2015-03-06,21000
2015-03-07,21000
2015-03-08,21000
2015-03-09,21000
2015-03-10,21000
2015-03-11,21000
2015-03-12,21000
2015-03-13,21000
2015-03-14,21000
2015-03-15,21000
2015-03-16,21000
2015-03-17,21000
2015-03-18,21000
2015-03-19,21000
2015-03-20,21000
2015-03-21,21000
2015-03-22,21000
2015-03-23,21000
2015-03-24,21000
2015-03-25,21000
2015-03-26,21000
2015-03-27,21000
2015-03-28,21000
2015-03-29,21000
2015-03-30,21000
2015-03-31,21000
2015-04-01,21000
2015-04-02,21000
2015-04-03,21000
2015-04-04,21000
2015-04-05,21000
2015-04-06,21000
2015-04-07,21000
2015-04-08,21000
2015-04-09,21000
2015-04-10,21000
2015-04-11,21000
2015-04-12,21000
2015-04-13,21000
2015-04-14,21000
2015-04-15,21000
2015-04-16,21000
2015-04-17,21000
2015-04-18,21000
2015-04-19,21000
2015-04-20,21000
2015-04-21,21000
2015-04-22,21000
2015-04-23,21000
2015-04-24,21000
2015-04-25,21000
2015-04-26,21000
2015-04-27,21000
2015-04-28,21000
2015-04-29,21000
2015-04-30,21000
2015-05-01,21000
2015-05-02,21000
2015-05-03,21000
2015-05-04,21000
2015-05-05,21000
2015-05-06,21000
2015-05-07,21000
2015-05-08,21000
2015-05-09,21000
2015-05-10,21000
2015-05-11,21000
2015-05-12,21000
2015-05-13,21000
2015-05-14,21000
2015-05-15,21000
2015-05-16,21000
2015-05-17,21000
2015-05-18,21000
2015-05-19,21000
2015-05-20,21000
2015-05-21,21000
2015-05-22,21000
2015-05-23,21000
2015-05-24,21000
2015-05-25,21000
2015-05-26,21000
2015-05-27,21000
2015-05-28,20914
2015-05-29,20914
2015-05-30,20914
2015-05-31,20914
2015-06-01,20914
2015-06-02,20914
2015-06-03,20914
2015-06-04,20914
2015-06-05,20914
2015-06-06,20914
2015-06-07,20914
2015-06-08,20914
2015-06-09,20914
2015-06-10,20914
2015-06-11,20914
2015-06-12,20914
2015-06-13,20914
2015-06-14,20914
2015-06-15,20914
2015-06-16,20914
2015-06-17,20914
2015-06-18,20914
2015-06-19,20914
2015-06-20,20914
2015-06-21,20914
2015-06-22,20914
2015-06-23,20914
2015-06-24,20914
2015-06-25,20914
2015-06-26,20914
2015-06-27,20914
2015-06-28,20914
2015-06-29,20914
2015-06-30,20914
2015-07-01,20914
2015-07-02,20914
2015-07-03,20914
2015-07-04,20914
2015-07-05,20914
2015-07-06,20914
2015-07-07,20914
2015-07-08,20914
2015-07-09,20914
2015-07-10,20914
2015-07-11,20914
2015-07-12,20914
2015-07-13,20914
2015-07-14,20914
2015-07-15,20914
2015-07-16,20914
2015-07-17,20914
2015-07-18,20914
2015-07-19,20914
2015-07-20,20914
2015-07-21,20914
2015-07-22,20914
2015-07-23,20914
2015-07-24,20914
2015-07-25,20914
2015-07-26,20914
2015-07-27,20914
2015-07-28,20914
2015-07-29,20914
2015-07-30,20914
2015-07-31,20914
2015-08-01,20914
2015-08-02,20914
2015-08-03,20914
2015-08-04,20914
2015-08-05,20914
2015-08-06,20914
2015-08-07,20914
2015-08-08,20914
2015-08-09,20914
2015-08-10,20914
2015-08-11,20914
2015-08-12,20914
2015-08-13,20914
2015-08-14,20914
2015-08-15,20914
2015-08-16,20914
2015-08-17,20914
2015-08-18,20914
2015-08-19,20914
2015-08-20,20914
2015-08-21,20914
2015-08-22,20914
2015-08-23,20914
2015-08-24,20914
2015-08-25,20914
2015-08-26,20914
2015-08-27,20914
2015-08-28,20914
2015-08-29,20914
2015-08-30,20914
2015-08-31,20914
2015-09-02,20914
2015-09-07,20914
2015-09-08,20914
2015-09-10,20914
2015-09-14,20914
2015-09-16,20914
2015-09-22,20914
2015-09-23,20914
2015-09-24,20914
2015-09-25,20914
2015-09-27,20914
2015-09-28,20914
2015-09-29,20914
2015-09-30,20914
2015-10-05,20914
2015-10-06,20914
2015-10-07,20914
2015-10-08,20914
2015-10-09,20914
2015-10-10,20914
2015-10-11,20914
2015-10-12,20914
2015-10-13,20914
2015-10-14,20914
2015-10-15,20914
2015-10-16,20914
2015-10-17,20914
2015-10-18,20914
2015-10-19,20914
2015-10-20,20914
2015-10-22,20914
2015-10-23,20914
2015-10-24,20914
2015-10-25,20914
2015-10-26,20914
2015-10-27,20914
2015-10-28,20914
2015-10-29,20914
2015-10-30,20914
2015-10-31,20914
2015-11-01,20914
2015-11-02,20914
2015-11-03,20914
2015-11-04,20914
2015-11-05,20914
2015-11-06,20914
2015-11-07,20914
2015-11-08,20914
2015-11-09,20914
2015-11-10,20914
2015-11-11,20914
2015-11-12,20914
2015-11-13,20914
2015-11-14,20914
2015-11-15,20914
2015-11-16,20914
2015-11-17,20914
2015-11-18,20914
2015-11-19,20914
2015-11-20,20914
2015-11-21,20914
2015-11-22,20914
2015-11-23,20914
2015-11-24,20914
2015-11-25,21188
2015-11-26,21188
2015-11-27,21188
2015-11-28,21188
2015-11-29,21188
2015-11-30,21188
2015-12-01,21188
2015-12-02,21188
2015-12-03,21188
2015-12-04,21188
2015-12-05,21188
2015-12-06,21188
2015-12-07,21188
2015-12-08,21188
2015-12-09,21188
2015-12-10,21188
2015-12-11,21188
2015-12-12,21188
2015-12-13,21188
2015-12-14,21188
2015-12-15,21188
2015-12-16,21188
2015-12-17,21188
2015-12-18,21188
2015-12-19,21188
2015-12-20,21188
2015-12-21,21188
2015-12-22,21188
2015-12-23,21188
2015-12-24,21188
2015-12-25,21188
2015-12-26,21188
2015-12-27,21188
2015-12-28,21188
2015-12-29,21188
2015-12-30,21188
2015-12-31,21188
2016-01-01,21188
2016-01-02,21188
2016-01-03,21188
2016-01-04,21188
2016-01-05,21188
2016-01-06,21188
2016-01-07,21188
2016-01-08,21188
2016-01-09,21188
2016-01-10,21188
2016-01-11,21188
2016-01-12,21188
2016-01-13,21188
2016-01-14,21188
2016-01-15,21188
2016-01-16,21188
2016-01-17,21188
2016-01-18,21188
2016-01-19,21188
2016-01-20,21188
2016-01-21,21188
2016-01-22,21188
2016-01-23,21188
2016-01-24,21188
2016-01-25,21188
2016-01-26,21188
2016-01-27,21188
2016-01-28,21188
2016-01-29,21188
2016-01-30,21188
2016-01-31,21188
2016-02-01,21188
2016-02-02,21188
2016-02-03,21188
2016-02-04,21188
2016-02-05,21188
2016-02-06,21188
2016-02-07,21188
2016-02-08,21188
2016-02-09,21188
2016-02-10,21188
2016-02-11,21188
2016-02-12,21188
2016-02-13,21188
2016-02-14,21188
2016-02-15,21188
2016-02-16,21188
2016-02-17,21188
2016-02-18,21188
2016-02-19,21188
2016-02-20,21188
2016-02-21,21188
2016-02-22,21188
2016-02-23,21188
2016-02-24,21188
2016-02-25,21188
2016-02-26,21188
2016-02-27,21188
2016-02-28,21188
2016-02-29,21188
2016-03-01,21188
2016-03-02,21188
2016-03-03,21188
2016-03-04,21188
2016-03-05,21188
2016-03-06,21188
2016-03-07,21188
2016-03-08,21188
2016-03-09,21188
2016-03-10,21188
2016-03-11,21188
2016-03-12,21188
2016-03-13,21188
2016-03-14,21188
2016-03-15,21188
2016-03-16,21188
2016-03-17,21188
2016-03-18,21188
2016-03-19,21188
2016-03-20,21188
2016-03-21,21188
2016-03-22,21188
2016-03-23,21188
2016-03-24,21188
2016-03-25,21188
2016-03-26,21188
2016-03-27,21188
2016-03-28,21188
2016-03-29,21188
2016-03-30,21188
2016-03-31,21188
2016-04-01,21188
2016-04-02,21188
2016-04-03,21188
2016-04-04,21188
2016-04-05,21188
2016-04-06,21188
2016-04-07,21188
2016-04-08,21188
2016-04-09,21188
2016-04-10,21188
2016-04-11,21188
2016-04-12,21188
2016-04-13,21188
2016-04-14,21232
2016-04-15,21232
2016-04-16,21232
2016-04-17,21232
2016-04-18,21232
2016-04-19,21232
2016-04-20,21232
2016-04-21,21232
2016-04-22,21232
2016-04-23,21232
2016-04-24,21232
2016-04-25,21232
2016-04-26,21232
2016-04-27,21232
2016-04-28,21232
2016-04-29,21232
2016-04-30,21232
2016-05-01,21232
2016-05-02,21232
2016-05-03,21232
2016-05-04,21232
2016-05-05,21232
2016-05-06,21232
2016-05-07,21232
2016-05-08,21232
2016-05-09,21232
2016-05-10,21232
2016-05-11,21232
2016-05-12,21232
2016-05-13,21232
2016-05-14,21232
2016-05-15,21232
2016-05-16,21232
2016-05-17,21232
2016-05-18,21232
2016-05-19,21232
2016-05-22,21232
2016-05-23,21232
2016-05-24,21232
2016-05-25,21232
2016-05-26,21232
2016-05-27,21232
2016-05-28,21232
2016-05-29,21232
2016-05-30,21232
2016-05-31,21232
2016-06-01,21232
2016-06-02,21232
2016-06-03,21232
2016-06-04,21232
2016-06-05,21232
2016-06-06,21232
2016-06-07,21232
2016-06-08,21232
2016-06-09,21232
2016-06-10,21232
2016-06-11,21232
2016-06-12,21232
2016-06-13,21232
2016-06-14,21232
2016-06-15,21232
2016-06-16,21232
2016-06-17,21232
2016-06-18,21232
2016-06-19,21232
2016-06-20,21232
2016-06-21,21232
2016-06-22,21232
2016-06-23,21232
2016-06-24,21232
2016-06-25,21232
2016-06-26,21232
2016-06-27,21232
2016-06-28,21232
2016-06-29,21232
2016-06-30,21232
2016-07-01,21232
2016-07-02,21232
2016-07-03,21232
2016-07-04,21232
2016-07-05,21232
2016-07-06,21232
2016-07-07,21232
2016-07-08,21232
2016-07-09,21232
2016-07-10,21232
2016-07-11,21232
2016-07-12,21232
2016-07-13,21232
2016-07-14,21232
2016-07-15,21232
2016-07-16,21232
2016-07-17,21232
2016-07-18,21232
2016-07-23,21232
2016-07-24,21232
2016-07-25,21232
2016-07-26,21232
2016-07-27,21232
2016-07-28,21232
2016-07-29,21232
2016-07-30,21232
2016-07-31,21232
2016-08-01,21232
2016-08-02,21232
2016-08-03,21232
2016-08-04,21232
2016-08-05,21232
2016-08-06,21232
2016-08-07,21232
2016-08-08,21232
2016-08-09,21232
2016-08-10,21232
2016-08-11,21232
2016-08-12,21232
2016-08-13,21232
2016-08-14,21232
2016-08-15,21232
2016-08-16,21232
2016-08-17,21232
2016-08-18,21232
2016-08-19,21232
2016-08-20,21232
2016-08-21,21232
2016-08-22,21232
2016-08-23,21232
2016-08-24,21232
2016-08-25,21586
2016-08-26,21586
2016-08-28,21586
2016-08-31,21586
2016-09-01,21586
2016-09-02,21586
2016-09-03,21586
2016-09-04,21586
2016-09-05,21586
2016-09-06,21586
2016-09-07,21586
2016-09-08,21586
2016-09-09,21586
2016-09-10,21586
2016-09-11,21586
2016-09-12,21586
2016-09-13,21586
2016-09-14,21586
2016-09-15,21586
2016-09-16,21586
2016-09-17,21586
2016-09-18,21586
2016-09-19,21586
2016-09-20,21586
2016-09-21,21586
2016-09-22,21586
2016-09-23,21586
2016-09-24,21586
2016-09-25,21586
2016-09-26,21586
2016-09-27,21586
2016-09-28,21586
2016-09-29,21586
2016-09-30,21586
2016-10-01,21586
2016-10-02,21586
2016-10-03,21586
2016-10-04,21586
2016-10-05,21586
2016-10-06,21586
2016-10-07,21586
2016-10-08,21586
2016-10-09,21586
2016-10-10,21586
2016-10-11,21586
2016-10-12,21586
2016-10-13,21586
2016-10-14,21586
2016-10-15,21586
2016-10-16,21586
2016-10-17,21586
2016-10-18,21586
2016-10-19,21586
2016-10-20,21586
2016-10-21,21586
2016-10-22,21586
2016-10-23,21586
2016-10-24,21586
2016-10-25,21586
2016-10-26,21586
2016-10-27,21586
2016-10-28,21586
2016-10-29,21586
2016-10-30,21586
2016-10-31,21586
2016-11-01,21586
2016-11-02,21586
2016-11-03,21586
2016-11-04,21825
2016-11-05,21825
2016-11-06,21825
2016-11-07,21825
2016-11-08,21825
2016-11-09,21825
2016-11-10,21825
2016-11-11,21825
2016-11-12,21825
2016-11-13,21825
2016-11-14,21825
2016-11-15,21825
2016-12-07,21825
2016-12-08,21825
2016-12-09,21825
2016-12-10,21825
2016-12-11,21825
2016-12-12,21825
2016-12-13,21825
2016-12-14,21825
2016-12-15,21825
2016-12-16,21825
