date_obj,Malediction%20shard%202 price
2015-03-26,354331
2015-03-27,354331
2015-03-28,354331
2015-03-29,354331
2015-03-30,354331
2015-03-31,354331
2015-04-01,354331
2015-04-02,354331
2015-04-03,354331
2015-04-04,354331
2015-04-05,354331
2015-04-06,354331
2015-04-07,354331
2015-04-08,354331
2015-04-09,354331
2015-04-10,354331
2015-04-11,354331
2015-04-12,354331
2015-04-13,354331
2015-04-14,354331
2015-04-15,354331
2015-04-16,354331
2015-04-17,354331
2015-04-18,354331
2015-04-19,354331
2015-04-20,354331
2015-04-21,354331
2015-04-22,354331
2015-04-23,354331
2015-04-24,354331
2015-04-25,354331
2015-04-26,354331
2015-04-27,354331
2015-04-28,354331
2015-04-29,354331
2015-04-30,354331
2015-05-01,354331
2015-05-02,354331
2015-05-03,354331
2015-05-04,370629
2015-05-05,370629
2015-05-06,370629
2015-05-07,370629
2015-05-08,370629
2015-05-09,370629
2015-05-10,370629
2015-05-11,370629
2015-05-12,370629
2015-05-13,370629
2015-05-14,370629
2015-05-15,370629
2015-05-16,370629
2015-05-17,370629
2015-05-18,370629
2015-05-19,370629
2015-05-20,370629
2015-05-21,370629
2015-05-22,370629
2015-05-23,370629
2015-05-24,370629
2015-05-25,370629
2015-05-26,370629
2015-05-27,370629
2015-05-28,377466
2015-05-29,377466
2015-05-30,377466
2015-05-31,377466
2015-06-01,377466
2015-06-02,377466
2015-06-03,377466
2015-06-04,377466
2015-06-05,377466
2015-06-06,377466
2015-06-07,377466
2015-06-08,377466
2015-06-09,377466
2015-06-10,377466
2015-06-11,377466
2015-06-12,377466
2015-06-13,377466
2015-06-14,377466
2015-06-15,377466
2015-06-16,358969
2015-06-17,358969
2015-06-18,358969
2015-06-19,358969
2015-06-20,358969
2015-06-21,358969
2015-06-22,358969
2015-06-23,358969
2015-06-24,358969
2015-06-25,358969
2015-06-26,358969
2015-06-27,358969
2015-06-28,358969
2015-06-29,358969
2015-06-30,358969
2015-07-01,358969
2015-07-02,358969
2015-07-03,358969
2015-07-04,358969
2015-07-05,358969
2015-07-06,358969
2015-07-07,358969
2015-07-08,358969
2015-07-09,358969
2015-07-10,341448
2015-07-11,341448
2015-07-12,341448
2015-07-13,341448
2015-07-14,341448
2015-07-15,341448
2015-07-16,341448
2015-07-17,341448
2015-07-18,341448
2015-07-19,341448
2015-07-20,341448
2015-07-21,341448
