date_obj,Tribal%20top%20(yellow) price
2018-12-25,4579
2018-12-26,4579
2018-12-27,4579
2018-12-28,4499
2018-12-29,4499
2018-12-30,4499
2018-12-31,4499
2019-01-01,4499
2019-01-02,4499
2019-01-03,4601
2019-01-04,4601
2019-01-05,4601
2019-01-06,4601
2019-01-08,4601
2019-01-10,4644
2019-01-11,4644
2019-01-12,4644
2019-01-13,4644
2019-01-14,4644
2019-01-15,4644
2019-01-16,4644
2019-01-17,4679
2019-01-18,4679
2019-01-19,4679
2019-01-20,4679
2019-01-21,4679
2019-01-22,4679
2019-01-23,4679
2019-01-24,4574
2019-01-25,4574
2019-01-26,4574
2019-01-27,4574
2019-01-28,4574
2019-01-29,4630
2019-01-30,4630
2019-01-31,4630
2019-02-01,4630
2019-02-02,4630
2019-02-03,4630
2019-02-04,4630
2019-02-05,4630
2019-02-06,4746
2019-02-07,4746
2019-02-08,4746
2019-02-09,4746
2019-02-10,4746
2019-02-11,4746
2019-02-12,4746
2019-02-13,4780
2019-02-14,4780
2019-02-15,4780
2019-02-16,4780
2019-02-17,4780
2019-02-18,4780
2019-02-19,4780
2019-02-20,4780
2019-02-21,4725
2019-02-22,4725
2019-02-23,4725
2019-02-24,4725
2019-02-25,4725
2019-02-26,4725
2019-02-27,4725
2019-02-28,4725
2019-03-01,4725
2019-03-02,4725
2019-03-03,4725
2019-03-04,4725
2019-03-05,4725
2019-03-06,4725
2019-03-07,4725
2019-03-08,4769
2019-03-09,4769
2019-03-10,4769
2019-03-11,4769
2019-03-12,4769
2019-03-13,4769
2019-03-14,4769
2019-03-15,4846
2019-03-16,4846
2019-03-17,4846
2019-03-18,4846
2019-03-19,4846
2019-03-20,4846
2019-03-21,4846
2019-03-22,4846
2019-03-23,4790
2019-03-24,4790
2019-03-25,4790
2019-03-26,4790
2019-03-27,4790
2019-03-28,4790
2019-03-29,4790
2019-03-30,4790
2019-03-31,4790
2019-04-01,4790
2019-04-02,4790
2019-04-03,4976
2019-04-04,4976
2019-04-05,4976
2019-04-06,4976
2019-04-07,4976
2019-04-08,4976
2019-04-09,4976
2019-04-10,4976
2019-04-11,4946
2019-04-12,4946
2019-04-13,4946
2019-04-14,4946
2019-04-15,4946
2019-04-16,4946
2019-04-17,4946
2019-04-18,4946
2019-04-19,5000
2019-04-20,5000
2019-04-21,5000
2019-04-22,5000
2019-04-23,5000
2019-04-24,5000
2019-04-25,5000
2019-04-26,5000
2019-04-27,5058
2019-04-28,5058
2019-04-29,5058
2019-04-30,5058
2019-05-01,5058
2019-05-02,5058
2019-05-03,5058
2019-05-04,5058
2019-05-05,5058
2019-05-06,5259
2019-05-07,5259
2019-05-08,5259
2019-05-09,5259
2019-05-10,5259
2019-05-11,5259
2019-05-12,5259
2019-05-13,5259
2019-05-14,5259
2019-05-15,5307
2019-05-16,5307
2019-05-17,5307
2019-05-18,5307
2019-05-19,5307
2019-05-20,5307
2019-05-21,5307
2019-05-22,5307
2019-05-23,5296
2019-05-24,5296
2019-05-25,5296
2019-05-26,5296
2019-05-27,5296
2019-05-28,5296
2019-05-29,5296
2019-05-30,5296
2019-05-31,5395
2019-06-01,5395
2019-06-02,5395
2019-06-03,5395
2019-06-04,5395
2019-06-05,5395
2019-06-06,5395
2019-06-07,5395
2019-06-08,5395
2019-06-09,5395
2019-06-10,5395
2019-06-11,5595
2019-06-12,5595
2019-06-13,5595
2019-06-14,5595
2019-06-15,5595
2019-06-16,5595
2019-06-17,5595
2019-06-18,5595
2019-06-19,5595
2019-06-20,5535
2019-06-21,5535
2019-06-22,5535
2019-06-23,5535
2019-06-24,5535
2019-06-25,5535
2019-06-26,5535
2019-06-27,5535
2019-06-28,5535
2019-06-29,5535
2019-06-30,5508
2019-07-01,5508
2019-07-02,5508
2019-07-03,5508
2019-07-04,5508
2019-07-05,5508
2019-07-06,5508
2019-07-07,5508
2019-07-08,5508
2019-07-09,5508
2019-07-10,5236
2019-07-11,5236
2019-07-12,5236
2019-07-13,5236
2019-07-14,5236
2019-07-15,5236
2019-07-16,5236
2019-07-17,5236
2019-07-18,5236
2019-07-19,5236
2019-07-20,5313
2019-07-21,5313
2019-07-22,5313
2019-07-23,5313
2019-07-24,5313
2019-07-25,5313
2019-07-26,5313
2019-07-27,5313
2019-07-28,5313
2019-07-29,5313
2019-07-30,5212
2019-07-31,5212
2019-08-01,5212
2019-08-02,5212
2019-08-03,5212
2019-08-04,5212
2019-08-05,5212
2019-08-06,5212
2019-08-07,5267
2019-08-08,5267
2019-08-09,5267
2019-08-10,5267
2019-08-11,5267
2019-08-12,5267
2019-08-13,5267
2019-08-14,5267
2019-08-15,5267
2019-08-16,5276
2019-08-17,5276
2019-08-18,5276
2019-08-19,5276
2019-08-20,5276
2019-08-21,5276
2019-08-22,5276
2019-08-23,5276
2019-08-24,5276
2019-08-24,5276
2019-08-25,5276
2019-08-25,5276
2019-08-26,5276
2019-08-26,5276
2019-08-27,5276
2019-08-27,5276
2019-08-28,5062
2019-08-29,5062
2019-08-30,5062
2019-08-31,5062
2019-09-01,5062
2019-09-02,5062
2019-09-03,5062
2019-09-04,5062
2019-09-05,5062
2019-09-06,5062
2019-09-07,5046
2019-09-08,5046
2019-09-09,5046
2019-09-10,5046
2019-09-11,5046
2019-09-12,5046
2019-09-13,5046
2019-09-14,5046
2019-09-15,5046
2019-09-16,5046
2019-09-17,5046
2019-09-18,5018
2019-09-19,5018
2019-09-20,5018
2019-09-21,5018
2019-09-22,5018
2019-09-23,5018
2019-09-24,5018
2019-09-25,5018
2019-09-26,5018
2019-09-27,5018
2019-09-28,4851
2019-09-29,4851
2019-09-30,4851
2019-10-01,4851
2019-10-02,4851
2019-10-03,4851
2019-10-04,4851
2019-10-05,4851
2019-10-06,4851
2019-10-07,4851
2019-10-08,4734
2019-10-09,4734
2019-10-10,4734
2019-10-11,4734
2019-10-12,4734
2019-10-13,4734
2019-10-14,4734
2019-10-15,4734
2019-10-16,4734
2019-10-17,4734
2019-10-18,4734
2019-10-19,4734
2019-10-20,4734
2019-10-21,4734
2019-10-22,4700
2019-10-23,4700
2019-10-24,4700
2019-10-25,4700
2019-10-26,4700
2019-10-27,4700
2019-10-28,4700
2019-10-29,4700
2019-10-30,4700
2019-10-31,4700
2019-11-01,4758
2019-11-02,4758
2019-11-03,4758
2019-11-04,4758
2019-11-05,4758
2019-11-06,4758
2019-11-07,4758
2019-11-08,4758
2019-11-09,4758
2019-11-10,4758
2019-11-11,4694
2019-11-12,4694
2019-11-13,4694
2019-11-14,4694
2019-11-15,4694
2019-11-16,4694
2019-11-17,4694
2019-11-18,4694
2019-11-19,4694
2019-11-20,4694
2019-11-21,4694
2019-11-22,4694
2019-11-23,4727
2019-11-24,4727
2019-11-25,4727
2019-11-26,4727
2019-11-27,4727
2019-11-28,4727
2019-11-29,4727
2019-11-30,4727
2019-12-01,4727
2019-12-02,4827
2019-12-03,4827
2019-12-04,4827
2019-12-05,4827
2019-12-06,4827
2019-12-07,4827
2019-12-08,4827
2019-12-09,4827
2019-12-10,4827
2019-12-11,4827
2019-12-12,4827
2019-12-13,4831
2019-12-14,4831
2019-12-15,4831
2019-12-16,4831
2019-12-17,4831
2019-12-18,4831
2019-12-19,4831
2019-12-20,4831
2019-12-21,4831
2019-12-22,4831
2019-12-23,4831
2019-12-24,4652
2019-12-25,4652
2019-12-26,4652
2019-12-27,4652
2019-12-28,4652
2019-12-29,4652
2019-12-30,4652
2019-12-31,4652
2020-01-01,4652
2020-01-02,4652
2020-01-03,4652
2020-01-04,4771
2020-01-05,4771
2020-01-06,4771
2020-01-07,4771
2020-01-08,4771
2020-01-09,4771
2020-01-10,4771
2020-01-11,4771
2020-01-12,4771
2020-01-13,4710
2020-01-14,4710
2020-01-15,4710
2020-01-16,4710
2020-01-17,4710
2020-01-18,4710
2020-01-19,4710
2020-01-20,4710
2020-01-21,4787
2020-01-22,4787
2020-01-23,4787
2020-01-24,4787
2020-01-25,4787
2020-01-26,4787
2020-01-27,4787
2020-01-28,4787
2020-01-29,4787
2020-01-30,4787
2020-01-31,4878
2020-02-01,4878
2020-02-02,4878
2020-02-03,4878
2020-02-04,4878
2020-02-05,4878
2020-02-06,4878
2020-02-07,4878
2020-02-08,4878
2020-02-09,4732
2020-02-10,4732
2020-02-11,4732
2020-02-12,4732
2020-02-13,4732
2020-02-14,4732
2020-02-15,4732
2020-02-16,4732
2020-02-17,4732
2020-02-18,4841
2020-02-19,4841
2020-02-20,4841
2020-02-21,4841
2020-02-22,4841
2020-02-23,4841
2020-02-24,4841
2020-02-25,4841
2020-02-26,4841
2020-02-27,4841
2020-02-28,4841
2020-02-29,4657
2020-03-01,4657
2020-03-02,4657
2020-03-03,4657
2020-03-04,4657
2020-03-05,4657
2020-03-06,4657
2020-03-07,4657
2020-03-08,4657
2020-03-09,4657
2020-03-10,4657
2020-03-11,4596
2020-03-12,4596
2020-03-13,4596
2020-03-14,4596
2020-03-15,4596
2020-03-16,4596
2020-03-17,4596
2020-03-18,4596
2020-03-19,4596
2020-03-20,4596
2020-03-21,4596
2020-03-22,4670
2020-03-23,4670
2020-03-24,4670
2020-03-25,4670
2020-03-26,4670
2020-03-27,4670
2020-03-28,4670
2020-03-29,4670
2020-03-30,4592
2020-03-31,4592
2020-04-01,4592
2020-04-02,4592
2020-04-03,4592
2020-04-04,4592
2020-04-05,4592
2020-04-06,4592
2020-04-07,4642
2020-04-08,4642
2020-04-09,4642
2020-04-10,4642
2020-04-11,4642
2020-04-12,4642
2020-04-13,4642
2020-04-14,4724
2020-04-15,4724
2020-04-16,4724
2020-04-17,4724
2020-04-18,4724
2020-04-19,4724
2020-04-20,4724
2020-04-21,4727
2020-04-22,4727
2020-04-23,4727
2020-04-24,4727
2020-04-25,4727
2020-04-26,4727
2020-04-27,4577
2020-04-28,4577
2020-04-29,4577
2020-04-30,4577
2020-05-01,4577
2020-05-02,4577
2020-05-03,4577
2020-05-04,4577
2020-05-05,4711
2020-05-06,4711
2020-05-07,4711
2020-05-08,4711
2020-05-09,4711
2020-05-10,4711
2020-05-11,4711
2020-05-12,4816
2020-05-13,4816
