date_obj,Ensouled%20tzhaar%20head price
2019-12-31,5552
2020-01-01,5516
2020-01-02,5792
2020-01-03,5827
2020-01-04,5707
2020-01-05,5512
2020-01-06,5652
2020-01-07,5509
2020-01-08,5407
2020-01-09,5389
2020-01-10,5154
2020-01-11,5193
2020-01-12,5424
2020-01-13,5616
2020-01-14,5504
2020-01-15,5430
2020-01-16,5524
2020-01-17,5641
2020-01-18,5688
2020-01-19,5590
2020-01-20,5573
2020-01-21,5492
2020-01-22,5262
2020-01-23,5209
2020-01-24,5217
2020-01-25,5258
2020-01-26,5251
2020-01-27,5287
2020-01-28,5247
2020-01-29,5263
2020-01-30,5370
2020-01-31,5276
2020-02-01,5422
2020-02-02,5534
2020-02-03,5609
2020-02-04,5510
2020-02-05,5617
2020-02-06,5643
2020-02-07,5711
2020-02-08,5436
2020-02-09,5263
2020-02-10,5332
2020-02-11,5274
2020-02-12,5331
2020-02-13,5315
2020-02-14,5447
2020-02-15,5363
2020-02-16,5229
2020-02-17,5314
2020-02-18,5364
2020-02-19,5258
2020-02-20,5273
2020-02-21,5521
2020-02-22,5536
2020-02-23,5585
2020-02-24,5686
2020-02-25,5617
2020-02-26,5455
2020-02-27,5488
2020-02-28,5541
2020-02-29,5585
2020-03-01,5448
2020-03-02,5339
2020-03-03,5320
2020-03-04,5098
2020-03-05,5184
2020-03-06,5219
2020-03-07,5157
2020-03-08,5113
2020-03-09,5298
2020-03-10,5431
2020-03-11,5201
2020-03-12,5221
2020-03-13,5387
2020-03-14,5469
2020-03-15,5683
2020-03-16,5664
2020-03-17,5582
2020-03-18,5380
2020-03-19,5169
2020-03-20,5177
2020-03-21,5185
2020-03-22,5043
2020-03-23,5013
2020-03-24,5026
2020-03-25,5187
2020-03-26,5240
2020-03-27,5275
2020-03-28,5394
2020-03-29,5338
2020-03-30,5209
2020-03-31,5182
2020-04-01,5286
2020-04-02,5259
2020-04-03,5437
2020-04-04,5577
2020-04-05,5509
2020-04-06,5302
2020-04-07,5276
2020-04-08,5411
2020-04-09,5350
2020-04-10,5399
2020-04-11,5481
2020-04-12,5536
2020-04-13,5570
2020-04-14,5677
2020-04-15,5698
2020-04-16,5706
2020-04-17,5849
2020-04-18,5819
2020-04-19,5805
2020-04-20,5934
2020-04-21,6055
2020-04-22,6093
2020-04-23,6008
2020-04-24,6096
2020-04-25,6063
2020-04-26,6025
2020-04-27,5981
2020-04-28,5786
2020-04-29,5778
2020-04-30,5813
2020-05-01,5617
2020-05-02,5623
2020-05-03,5675
2020-05-04,5807
2020-05-05,5835
2020-05-06,5947
2020-05-07,5823
2020-05-08,5741
2020-05-09,5744
2020-05-10,5774
2020-05-11,5918
2020-05-12,6076
2020-05-13,6164
