date_obj,Ensouled%20bear%20head price
2017-04-19,1187
2017-04-20,1246
2017-04-21,1259
2017-04-22,1319
2017-04-23,1258
2017-04-24,1231
2017-04-25,1205
2017-04-26,1197
2017-04-27,1224
2017-04-28,1252
2017-04-29,1237
2017-04-30,1175
2017-05-01,1196
2017-05-02,1256
2017-05-03,1319
2017-05-04,1310
2017-05-05,1244
2017-05-06,1190
2017-05-07,1142
2017-05-08,1106
2017-05-09,1076
2017-05-10,1027
2017-05-11,1031
2017-05-12,1069
2017-05-13,1037
2017-05-14,1034
2017-05-15,1030
2017-05-16,987
2017-05-17,986
2017-05-18,1029
2017-05-19,1029
2017-05-20,1036
2017-05-21,1036
2017-05-22,1088
2017-05-23,1088
2017-05-24,1143
2017-05-25,1201
2017-05-26,1250
2017-05-27,1251
2017-05-28,1251
2017-05-29,1250
2017-05-30,1278
2017-05-31,1255
2017-06-01,1255
2017-06-02,1256
2017-06-03,1256
2017-06-04,1254
2017-06-05,1252
2017-06-06,1256
2017-06-07,1314
2017-06-08,1314
2017-06-09,1261
2017-06-10,1197
2017-06-11,1166
2017-06-12,1166
2017-06-13,1151
2017-06-14,1200
2017-06-15,1200
2017-06-16,1148
2017-06-17,1104
2017-06-18,1069
2017-06-19,1069
2017-06-20,1031
2017-06-21,1018
2017-06-22,1018
2017-06-23,1046
2017-06-24,1054
2017-06-25,1093
2017-06-26,1042
2017-06-27,1046
2017-06-28,1046
2017-06-29,1044
2017-06-30,1049
2017-07-01,1049
2017-07-02,1043
2017-07-03,1056
2017-07-04,1026
2017-07-05,1026
2017-07-06,1029
2017-07-07,1029
2017-07-08,1026
2017-07-13,1059
2017-07-14,1029
2017-07-15,1029
2017-07-16,1081
2017-07-17,1136
2017-07-18,1136
2017-07-19,1193
2017-07-20,1137
2017-07-21,1137
2017-07-22,1118
2017-07-23,1143
2017-07-24,1143
2017-07-25,1201
2017-07-26,1259
2017-07-27,1208
2017-07-28,1154
2017-07-29,1190
2017-07-30,1198
2017-07-31,1198
2017-08-01,1198
2017-08-02,1211
2017-08-03,1201
2017-08-04,1150
2017-08-05,1092
2017-08-06,1108
2017-08-09,1112
2017-08-10,1092
2017-08-11,1142
2017-08-12,1173
2017-08-13,1199
2017-08-14,1211
2017-08-15,1195
2017-08-16,1167
2017-08-17,1119
2017-08-18,1119
2017-08-19,1130
2017-08-20,1169
2017-08-21,1125
2017-08-22,1105
2017-08-23,1058
2017-08-24,1041
2017-08-25,1041
2017-08-26,1033
2017-08-27,1039
2017-08-28,1024
2017-08-29,1024
2017-08-30,1013
2017-08-31,1009
2017-09-01,1036
2017-09-03,1016
2017-09-04,994
2017-09-05,987
2017-09-06,998
2017-09-07,1017
2017-09-08,1017
2017-09-09,1053
2017-09-10,1072
2017-09-11,1043
2017-09-12,1043
2017-09-13,996
2017-09-14,983
2017-09-15,983
2017-09-16,1033
2017-09-17,1085
2017-09-18,1107
2017-09-19,1107
2017-09-20,1108
2017-09-21,1067
2017-09-22,1023
2017-09-23,1023
2017-09-24,1008
2017-09-25,1021
2017-09-26,1025
2017-09-27,1025
2017-09-28,1032
2017-09-29,1026
2017-09-30,1028
2017-10-01,1034
2017-10-02,1030
2017-10-03,1030
2017-10-04,1052
2017-10-05,1050
2017-10-06,1022
2017-10-07,988
2017-10-08,1005
2017-10-09,1019
2017-10-10,1004
2017-10-11,1004
2017-10-12,988
2017-10-13,996
2017-10-14,980
2017-10-15,980
2017-10-16,969
2017-10-17,969
2017-10-18,964
2017-10-19,970
2017-10-20,984
2017-10-21,943
2017-10-22,907
2017-10-23,931
2017-10-24,953
2017-10-25,931
2017-10-26,931
2017-10-27,929
2017-10-28,929
2017-10-29,976
2017-10-30,934
2017-10-31,970
2017-11-01,970
2017-11-02,942
2017-11-03,942
2017-11-04,931
2017-11-05,936
2017-11-06,981
2017-11-07,981
2017-11-08,964
2017-11-09,976
2017-11-10,1015
2017-11-11,1039
2017-11-12,1037
2017-11-13,1040
2017-11-14,1040
2017-11-15,1043
2017-11-16,1040
2017-11-17,1042
2017-11-18,1042
2017-11-19,1023
2017-11-20,993
2017-11-21,1011
2017-11-22,1011
2017-11-23,1057
2017-11-24,1057
2017-11-25,1030
2017-11-26,1012
2017-11-27,1012
2017-11-28,990
2017-11-29,1002
2017-11-30,1002
2017-12-01,1014
2017-12-02,1014
2017-12-03,1013
2017-12-04,1013
2017-12-05,980
2017-12-06,1029
2017-12-07,1081
2017-12-08,1081
2017-12-09,1121
2017-12-10,1068
2017-12-11,1045
2017-12-12,1036
2017-12-13,1064
2017-12-14,1018
2017-12-15,987
2017-12-16,987
2017-12-17,1003
2017-12-18,968
2017-12-19,968
2017-12-20,962
2017-12-21,947
2017-12-22,962
2017-12-23,959
2017-12-24,969
2017-12-25,969
2017-12-26,1013
2017-12-27,965
2017-12-28,944
2017-12-29,925
2017-12-30,959
2017-12-31,959
2018-01-01,969
2018-01-02,930
2018-01-03,898
2018-01-04,890
2018-01-05,918
2018-01-06,898
2018-01-07,886
2018-01-08,900
2018-01-09,900
2018-01-10,900
2018-01-11,910
2018-01-12,946
2018-01-13,945
2018-01-14,978
2018-01-15,984
2018-01-16,978
2018-01-17,984
2018-01-18,938
2018-01-19,905
2018-01-20,896
2018-01-21,900
2018-01-22,905
2018-01-23,890
2018-01-25,901
2018-01-26,894
2018-01-27,930
2018-01-28,940
2018-01-29,947
2018-01-30,952
2018-01-31,1000
2018-02-01,1002
2018-02-02,1003
2018-02-03,1015
2018-02-04,974
2018-02-05,991
2018-02-06,1041
2018-02-07,1094
2018-02-08,1094
2018-02-09,1149
2018-02-10,1149
2018-02-11,1207
2018-02-12,1268
2018-02-13,1268
2018-02-14,1305
2018-02-15,1263
2018-02-16,1211
2018-02-17,1168
2018-02-18,1140
2018-02-19,1087
2018-02-20,1059
2018-02-21,1030
2018-02-22,1080
2018-02-23,1065
2018-02-24,1065
2018-02-25,1064
2018-02-26,1011
2018-02-27,1012
2018-02-28,1012
2018-03-01,1033
2018-03-02,1081
2018-03-03,1035
2018-03-04,1035
2018-03-05,991
2018-03-06,962
2018-03-07,952
2018-03-08,994
2018-03-09,1044
2018-03-10,1097
2018-03-11,1085
2018-03-12,1070
2018-03-13,1106
2018-03-14,1057
2018-03-15,1019
2018-03-16,1031
2018-03-17,1079
2018-03-18,1133
2018-03-20,1190
2018-03-21,1200
2018-03-23,1230
2018-03-24,1244
2018-03-25,1307
2018-03-26,1257
2018-03-27,1254
2018-03-28,1224
2018-03-29,1224
2018-03-30,1223
2018-03-31,1192
2018-04-01,1137
2018-04-02,1102
2018-04-03,1093
2018-04-04,1078
2018-04-05,1078
2018-04-06,1108
2018-04-07,1108
2018-04-08,1115
2018-04-09,1113
2018-04-10,1112
2018-04-11,1130
2018-04-12,1187
2018-04-13,1187
2018-04-14,1247
2018-04-15,1264
2018-04-16,1264
2018-04-17,1249
2018-04-18,1249
2018-04-19,1262
2018-04-20,1250
2018-04-21,1263
2018-04-22,1263
2018-04-23,1256
2018-04-24,1251
2018-04-25,1263
2018-04-26,1263
2018-04-27,1248
2018-04-28,1244
2018-04-29,1211
2018-04-30,1183
2018-05-01,1182
2018-05-03,1174
2018-05-04,1144
2018-05-05,1161
2018-05-07,1154
2018-05-08,1212
2018-05-09,1273
2018-05-10,1210
2018-05-11,1161
2018-05-12,1102
2018-05-13,1085
2018-05-14,1138
2018-05-15,1195
2018-05-16,1165
2018-05-17,1112
2018-05-18,1089
2018-05-19,1069
2018-05-20,1039
2018-05-21,1090
2018-05-22,1090
2018-05-23,1115
2018-05-24,1107
2018-05-25,1110
2018-05-26,1066
2018-05-27,1022
2018-05-28,975
2018-05-29,1012
2018-05-30,1017
2018-05-31,1021
2018-06-01,969
2018-06-02,952
2018-06-03,988
2018-06-04,988
2018-06-05,1016
2018-06-06,1000
2018-06-07,1000
2018-06-08,1033
2018-06-09,1033
2018-06-10,1038
2018-06-11,1022
2018-06-12,1041
2018-06-13,1054
2018-06-14,1069
2018-06-15,1021
2018-06-16,976
2018-06-17,970
2018-06-18,994
2018-06-19,981
2018-06-20,981
2018-06-21,1006
2018-06-22,1057
2018-06-23,1057
2018-06-24,1045
2018-06-25,1004
2018-06-26,976
2018-06-27,988
2018-06-28,1010
2018-06-29,981
2018-06-30,982
2018-07-01,977
2018-07-02,977
2018-07-03,979
2018-07-04,976
2018-07-05,976
2018-07-06,988
2018-07-07,988
2018-07-08,1036
2018-07-09,1017
2018-07-10,989
2018-07-11,986
2018-07-12,978
2018-07-13,983
2018-07-14,991
2018-07-15,991
2018-07-16,1033
2018-07-17,1018
2018-07-18,1036
2018-07-19,1039
2018-07-20,1051
2018-07-21,1022
2018-07-22,993
2018-07-23,1019
2018-07-24,1004
2018-07-25,1038
2018-07-26,1079
2018-07-27,1034
2018-07-28,1024
2018-07-29,1031
2018-07-30,1002
2018-07-31,1002
2018-08-01,1002
2018-08-02,1000
2018-08-03,1013
2018-08-04,1009
2018-08-05,1004
2018-08-06,1010
2018-08-07,1000
2018-08-08,976
2018-08-09,956
2018-08-10,972
2018-08-11,971
2018-08-12,1020
2018-08-14,1029
2018-08-16,951
2018-08-17,912
2018-08-18,930
2018-08-19,900
2018-08-20,884
2018-08-21,929
2018-08-22,976
2018-08-23,1025
2018-08-24,1023
2018-08-25,975
2018-08-26,995
2018-08-27,998
2018-08-28,1018
2018-08-29,1011
2018-08-30,1022
2018-08-31,1006
2018-09-01,998
2018-09-02,999
2018-09-03,1007
2018-09-04,1044
2018-09-05,1026
2018-09-06,989
2018-09-07,994
2018-09-08,1016
2018-09-09,972
2018-09-10,932
2018-09-11,952
2018-09-12,968
2018-09-13,929
2018-09-14,954
2018-09-15,946
2018-09-16,927
2018-09-17,896
2018-09-18,933
2018-09-19,933
2018-09-20,940
2018-09-21,986
2018-09-22,977
2018-09-23,1005
2018-09-24,978
2018-09-25,994
2018-09-26,980
2018-09-27,973
2018-09-28,946
2018-09-29,967
2018-09-30,977
2018-10-01,949
2018-10-02,915
2018-10-03,903
2018-10-04,916
2018-10-05,922
2018-10-06,922
2018-10-07,955
2018-10-08,933
2018-10-09,934
2018-10-10,941
2018-10-11,952
2018-10-12,989
2018-10-13,965
2018-10-14,933
2018-10-15,966
2018-10-16,1015
2018-10-17,989
2018-10-18,988
2018-10-19,976
2018-10-20,951
2018-10-21,937
2018-10-22,945
2018-10-23,938
2018-10-24,919
2018-10-25,911
2018-10-26,903
2018-10-27,874
2018-10-28,889
2018-10-29,883
2018-10-30,878
2018-10-31,922
2018-11-01,946
2018-11-03,1038
2018-11-04,1021
2018-11-05,983
2018-11-06,933
2018-11-07,911
2018-11-08,889
2018-11-09,874
2018-11-10,885
2018-11-11,881
2018-11-12,892
2018-11-13,906
2018-11-14,911
2018-11-15,933
2018-11-16,900
2018-11-17,894
2018-11-18,937
2018-11-19,908
2018-11-20,915
2018-11-21,869
2018-11-22,862
2018-11-23,829
2018-11-24,809
2018-11-25,782
2018-11-26,817
2018-11-27,832
2018-11-28,836
2018-11-29,843
2018-12-01,848
2018-12-02,830
2018-12-03,805
2018-12-04,814
2018-12-05,788
2018-12-07,791
2018-12-09,788
2018-12-10,782
2018-12-11,755
2018-12-12,791
2018-12-13,831
2018-12-14,841
2018-12-15,853
2018-12-16,819
2018-12-17,845
2018-12-18,853
2018-12-19,896
2018-12-20,905
2018-12-21,902
2018-12-22,926
2018-12-23,926
2018-12-24,969
2018-12-25,920
2018-12-26,874
2018-12-27,838
2018-12-28,831
2018-12-29,812
2018-12-30,804
2018-12-31,794
2019-01-01,827
2019-01-02,826
2019-01-03,827
2019-01-04,832
2019-01-05,839
2019-01-06,840
2019-01-08,876
2019-01-10,963
2019-01-11,1012
2019-01-12,1046
2019-01-13,1022
2019-01-14,997
2019-01-15,981
2019-01-16,971
2019-01-17,922
2019-01-18,882
2019-01-19,838
2019-01-20,830
2019-01-21,868
2019-01-22,856
2019-01-23,849
2019-01-24,850
2019-01-25,891
2019-01-26,893
2019-01-27,899
2019-01-28,872
2019-01-29,889
2019-01-30,870
2019-01-31,892
2019-02-01,909
2019-02-02,868
2019-02-03,844
2019-02-04,872
2019-02-05,913
2019-02-06,959
2019-02-07,929
2019-02-08,900
2019-02-09,872
2019-02-10,832
2019-02-11,811
2019-02-12,812
2019-02-13,842
2019-02-14,846
2019-02-15,884
2019-02-16,886
2019-02-17,901
2019-02-18,906
2019-02-19,890
2019-02-20,873
2019-02-21,890
2019-02-22,919
2019-02-23,945
2019-02-24,980
2019-02-25,990
2019-02-26,986
2019-02-27,936
2019-02-28,922
2019-03-01,882
2019-03-02,882
2019-03-03,924
2019-03-04,933
2019-03-05,944
2019-03-06,936
2019-03-07,971
2019-03-08,950
2019-03-09,961
2019-03-10,934
2019-03-11,903
2019-03-12,895
2019-03-13,914
2019-03-14,893
2019-03-15,860
2019-03-16,857
2019-03-17,900
2019-03-18,872
2019-03-19,865
2019-03-20,897
2019-03-21,941
2019-03-22,913
2019-03-23,905
2019-03-24,951
2019-03-25,960
2019-03-26,972
2019-03-27,954
2019-03-28,962
2019-03-29,948
2019-03-30,925
2019-03-31,948
2019-04-01,952
2019-04-02,942
2019-04-03,945
2019-04-04,943
2019-04-05,939
2019-04-06,955
2019-04-07,928
2019-04-08,888
2019-04-09,866
2019-04-10,843
2019-04-11,871
2019-04-12,878
2019-04-13,877
2019-04-14,920
2019-04-15,923
2019-04-16,905
2019-04-17,951
2019-04-18,979
2019-04-19,1003
2019-04-20,1033
2019-04-21,1055
2019-04-22,1051
2019-04-23,1034
2019-04-24,989
2019-04-25,949
2019-04-26,978
2019-04-27,1020
2019-04-28,1041
2019-04-29,1019
2019-04-30,968
2019-05-01,919
2019-05-02,873
2019-05-03,870
2019-05-04,895
2019-05-05,940
2019-05-06,987
2019-05-07,1008
2019-05-08,977
2019-05-09,1023
2019-05-10,1027
2019-05-11,1021
2019-05-12,972
2019-05-13,953
2019-05-14,943
2019-05-15,991
2019-05-16,1036
2019-05-17,993
2019-05-18,961
2019-05-19,917
2019-05-20,889
2019-05-21,852
2019-05-22,820
2019-05-23,796
2019-05-24,791
2019-05-25,789
2019-05-26,825
2019-05-27,837
2019-05-28,879
2019-05-29,923
2019-05-30,970
2019-05-31,1019
2019-06-01,1070
2019-06-02,1080
2019-06-03,1026
2019-06-04,974
2019-06-05,974
2019-06-06,949
2019-06-07,907
2019-06-08,883
2019-06-09,861
2019-06-10,861
2019-06-11,853
2019-06-12,896
2019-06-13,915
2019-06-14,883
2019-06-15,838
2019-06-16,871
2019-06-17,892
2019-06-18,897
2019-06-19,906
2019-06-20,918
2019-06-21,952
2019-06-22,991
2019-06-23,952
2019-06-24,995
2019-06-25,963
2019-06-26,923
2019-06-27,956
2019-06-28,983
2019-06-29,978
2019-06-30,975
2019-07-01,976
2019-07-02,982
2019-07-03,1010
2019-07-04,978
2019-07-05,990
2019-07-06,985
2019-07-07,1006
2019-07-08,1010
2019-07-09,1026
2019-07-10,983
2019-07-11,981
2019-07-12,976
2019-07-13,979
2019-07-14,976
2019-07-15,976
2019-07-16,976
2019-07-17,1003
2019-07-18,1054
2019-07-19,1026
2019-07-20,975
2019-07-21,993
2019-07-22,978
2019-07-23,990
2019-07-24,981
2019-07-25,976
2019-07-26,985
2019-07-27,988
2019-07-28,980
2019-07-29,977
2019-07-30,958
2019-07-31,964
2019-08-01,952
2019-08-02,965
2019-08-03,946
2019-08-04,916
2019-08-05,908
2019-08-06,954
2019-08-07,965
2019-08-08,964
2019-08-09,948
2019-08-10,908
2019-08-11,892
2019-08-12,936
2019-08-13,935
2019-08-14,933
2019-08-15,930
2019-08-16,899
2019-08-17,899
2019-08-18,880
2019-08-19,923
2019-08-20,877
2019-08-21,870
2019-08-22,911
2019-08-23,957
2019-08-24,953
2019-08-24,953
2019-08-25,912
2019-08-25,912
2019-08-26,926
2019-08-27,953
2019-08-27,953
2019-08-28,968
2019-08-29,1004
2019-08-30,1049
2019-08-31,1049
2019-09-01,1016
2019-09-02,967
2019-09-03,956
2019-09-04,1004
2019-09-05,999
2019-09-06,999
2019-09-07,1004
2019-09-08,1055
2019-09-09,1094
2019-09-10,1077
2019-09-11,1023
2019-09-12,1033
2019-09-13,983
2019-09-14,933
2019-09-15,932
2019-09-16,966
2019-09-17,984
2019-09-18,989
2019-09-19,1036
2019-09-20,1036
2019-09-21,1039
2019-09-22,1004
2019-09-23,975
2019-09-24,975
2019-09-25,943
2019-09-26,968
2019-09-27,968
2019-09-28,982
2019-09-29,948
2019-09-30,918
2019-10-01,913
2019-10-02,913
2019-10-03,929
2019-10-04,975
2019-10-05,975
2019-10-06,984
2019-10-07,981
2019-10-08,976
2019-10-09,976
2019-10-10,975
2019-10-11,975
2019-10-12,987
2019-10-13,994
2019-10-14,944
2019-10-15,923
2019-10-16,924
2019-10-17,924
2019-10-18,922
2019-10-19,910
2019-10-20,866
2019-10-21,841
2019-10-22,800
2019-10-23,813
2019-10-24,814
2019-10-25,849
2019-10-26,854
2019-10-27,861
2019-10-28,870
2019-10-29,870
2019-10-30,914
2019-10-31,951
2019-11-01,935
2019-11-02,948
2019-11-03,948
2019-11-04,909
2019-11-05,909
2019-11-06,871
2019-11-07,892
2019-11-08,914
2019-11-09,926
2019-11-10,950
2019-11-11,950
2019-11-12,981
2019-11-13,935
2019-11-14,904
2019-11-15,902
2019-11-16,905
2019-11-17,905
2019-11-18,895
2019-11-19,888
2019-11-20,868
2019-11-21,868
2019-11-22,857
2019-11-23,875
2019-11-24,855
2019-11-25,881
2019-11-26,852
2019-11-27,852
2019-11-28,827
2019-11-29,827
2019-11-30,821
2019-12-01,843
2019-12-02,882
2019-12-03,864
2019-12-04,855
2019-12-05,855
2019-12-06,856
2019-12-07,860
2019-12-08,860
2019-12-09,851
2019-12-10,894
2019-12-11,879
2019-12-12,879
2019-12-13,846
2019-12-14,826
2019-12-15,839
2019-12-16,860
2019-12-17,866
2019-12-18,866
2019-12-19,897
2019-12-20,942
2019-12-21,990
2019-12-22,1040
2019-12-23,995
2019-12-24,995
2019-12-25,999
2019-12-26,999
2019-12-27,1018
2019-12-28,1048
2019-12-29,1038
2019-12-30,1012
2019-12-31,1035
2020-01-01,1087
2020-01-02,1141
2020-01-03,1199
2020-01-04,1259
2020-01-05,1301
2020-01-06,1300
2020-01-07,1235
2020-01-08,1191
2020-01-09,1135
2020-01-10,1078
2020-01-11,1041
2020-01-12,1009
2020-01-13,996
2020-01-14,1040
2020-01-15,992
2020-01-16,989
2020-01-17,946
2020-01-18,918
2020-01-19,883
2020-01-20,852
2020-01-21,852
2020-01-22,858
2020-01-23,871
2020-01-24,905
2020-01-25,951
2020-01-26,999
2020-01-27,1019
2020-01-28,1023
2020-01-29,1032
2020-01-30,980
2020-01-31,946
2020-02-01,908
2020-02-02,926
2020-02-03,961
2020-02-04,937
2020-02-05,933
2020-02-06,938
2020-02-07,985
2020-02-08,999
2020-02-09,1000
2020-02-10,1012
2020-02-11,1042
2020-02-12,1044
2020-02-13,1026
2020-02-14,1026
2020-02-15,1024
2020-02-16,1063
2020-02-17,1093
2020-02-18,1043
2020-02-19,1027
2020-02-20,1023
2020-02-21,1033
2020-02-22,1022
2020-02-23,997
2020-02-24,998
2020-02-25,998
2020-02-26,999
2020-02-27,1000
2020-02-28,1003
2020-02-29,1003
2020-03-01,1006
2020-03-02,1039
2020-03-03,1037
2020-03-04,1037
2020-03-05,1016
2020-03-06,1062
2020-03-07,1045
2020-03-08,1009
2020-03-09,1024
2020-03-10,1065
2020-03-11,1092
2020-03-12,1064
2020-03-13,1035
2020-03-14,1022
2020-03-15,1064
2020-03-16,1063
2020-03-17,1027
2020-03-18,1026
2020-03-19,1066
2020-03-20,1082
2020-03-21,1089
2020-03-22,1068
2020-03-23,1051
2020-03-24,1073
2020-03-25,1115
2020-03-26,1153
2020-03-27,1151
2020-03-28,1156
2020-03-29,1192
