date_obj,Guthix%20robe%20legs price
2015-11-16,53548
2015-11-17,55910
2015-11-18,55910
2015-11-19,58438
2015-11-20,58438
2015-11-21,60713
2015-11-22,62542
2015-11-23,62542
2015-11-24,64228
2015-11-25,64228
2015-11-26,63734
2015-11-27,64069
2015-11-28,64069
2015-11-29,62966
2015-11-30,62966
2015-12-01,62154
2015-12-02,60110
2015-12-03,59125
2015-12-04,59125
2015-12-05,56719
2015-12-06,55736
2015-12-07,55736
2015-12-08,54485
2015-12-09,54529
2015-12-10,54529
2015-12-11,54171
2015-12-12,54171
2015-12-13,52901
2015-12-14,52901
2015-12-15,52296
2015-12-16,51549
2015-12-17,51549
2015-12-18,51343
2015-12-19,51343
2015-12-20,52621
2015-12-21,52621
2015-12-22,55058
2015-12-23,57092
2015-12-24,57092
2015-12-25,57992
2015-12-26,57992
2015-12-27,58914
2015-12-28,58914
2015-12-29,60220
2015-12-30,60965
2015-12-31,60965
2016-01-01,60955
2016-01-02,60955
2016-01-03,59517
2016-01-04,57355
2016-01-05,59612
2016-01-06,59612
2016-01-07,61400
2016-01-08,61995
2016-01-09,61995
2016-01-10,61827
2016-01-11,61470
2016-01-12,60551
2016-01-13,60551
2016-01-14,59728
2016-01-15,59503
2016-01-16,59503
2016-01-17,59483
2016-01-18,59549
2016-01-19,59549
2016-01-20,58830
2016-01-21,58830
2016-01-22,57123
2016-01-23,57123
2016-01-24,57887
2016-01-25,57424
2016-01-26,57424
2016-01-27,56362
2016-01-28,56362
2016-01-29,54835
2016-01-30,54835
2016-01-31,54440
2016-02-01,53914
2016-02-02,53914
2016-02-03,54734
2016-02-04,54734
2016-02-05,55614
2016-02-06,54864
2016-02-07,54864
2016-02-08,54993
2016-02-09,54993
2016-02-10,53370
2016-02-11,53370
2016-02-12,52679
2016-02-13,52347
2016-02-14,52347
2016-02-15,50630
2016-02-16,50630
2016-02-17,51436
2016-02-18,51436
2016-02-19,51050
2016-02-20,50752
2016-02-21,50216
2016-02-22,50216
2016-02-23,49721
2016-02-24,49721
2016-02-25,48652
2016-02-26,48652
2016-02-27,47864
2016-02-28,48497
2016-02-29,47859
2016-03-01,46440
2016-03-02,47193
2016-03-03,47872
2016-03-04,49095
2016-03-05,51129
2016-03-06,52418
2016-03-07,52418
2016-03-08,54387
2016-03-09,54821
2016-03-10,56626
2016-03-11,56626
2016-03-12,56822
2016-03-13,56822
2016-03-14,57098
2016-03-15,57179
2016-03-16,57977
2016-03-17,57977
2016-03-18,58542
2016-03-19,58542
2016-03-20,58080
2016-03-21,58080
2016-03-22,58361
2016-03-23,57900
2016-03-24,57900
2016-03-25,57959
2016-03-26,56212
2016-03-27,56212
2016-03-28,54054
2016-03-29,51596
2016-03-30,51596
2016-03-31,50234
2016-04-01,49419
2016-04-02,49901
2016-04-03,49304
2016-04-04,48888
2016-04-05,48888
2016-04-06,47967
2016-04-07,47967
2016-04-08,47908
2016-04-09,48171
2016-04-10,48767
2016-04-11,48767
2016-04-12,48991
2016-04-13,48991
2016-04-14,48275
2016-04-15,48052
2016-04-16,47592
2016-04-17,47681
2016-04-18,47445
2016-04-19,47445
2016-04-20,47486
2016-04-21,48516
2016-04-22,48516
2016-04-23,48045
2016-04-24,47496
2016-04-25,47252
2016-04-26,48700
2016-04-27,50144
2016-04-28,52363
2016-04-29,54463
2016-04-30,57169
2016-05-01,57169
2016-05-02,60026
2016-05-03,62398
2016-05-04,62398
2016-05-05,64536
2016-05-06,64536
2016-05-07,66809
2016-05-08,66809
2016-05-09,69225
2016-05-10,71347
2016-05-11,71347
2016-05-12,70136
2016-05-13,69293
2016-05-14,65930
2016-05-15,63057
2016-05-16,63057
2016-05-17,63318
2016-05-18,61668
2016-05-19,62648
2016-05-22,64149
2016-05-23,64147
2016-05-24,63440
2016-05-25,63440
2016-05-26,62864
2016-05-27,64815
2016-05-28,64815
2016-05-29,66594
2016-05-30,66594
2016-05-31,65927
2016-06-01,63742
2016-06-02,63742
2016-06-03,63865
2016-06-04,64262
2016-06-05,64262
2016-06-06,65602
2016-06-07,65602
2016-06-08,67312
2016-06-09,67268
2016-06-10,66445
2016-06-11,66445
2016-06-12,64879
2016-06-13,64879
2016-06-14,65714
2016-06-15,65714
2016-06-16,65506
2016-06-17,64566
2016-06-18,64566
2016-06-19,62835
2016-06-20,63390
2016-06-21,63390
2016-06-22,64346
2016-06-23,64346
2016-06-24,65476
2016-06-25,66995
2016-06-26,66995
2016-06-27,67026
2016-06-28,67545
2016-06-29,67545
2016-06-30,68287
2016-07-01,67542
2016-07-02,67542
2016-07-03,66439
2016-07-04,66298
2016-07-05,66298
2016-07-06,64980
2016-07-07,62686
2016-07-08,61463
2016-07-09,60148
2016-07-10,58242
2016-07-11,56981
2016-07-12,55944
2016-07-13,56009
2016-07-14,57264
2016-07-15,57783
2016-07-16,57074
2016-07-17,57074
2016-07-18,56004
2016-07-23,50432
2016-07-24,49332
2016-07-25,49332
2016-07-26,48991
2016-07-27,48991
2016-07-28,50458
2016-07-29,51593
2016-07-30,51593
2016-07-31,51226
2016-08-01,51226
2016-08-02,50648
2016-08-03,50648
2016-08-04,51967
2016-08-05,51967
2016-08-06,53849
2016-08-07,54937
2016-08-08,54937
2016-08-09,55366
2016-08-10,55366
2016-08-11,56444
2016-08-12,56444
2016-08-13,56153
2016-08-14,56153
2016-08-15,54704
2016-08-16,54704
2016-08-17,54450
2016-08-18,54450
2016-08-19,53782
2016-08-20,53782
2016-08-21,53261
2016-08-22,53261
2016-08-23,52415
2016-08-24,52415
2016-08-25,51795
2016-08-26,51795
2016-08-28,50946
2016-08-31,50320
2016-09-01,49260
2016-09-02,49260
2016-09-03,48458
2016-09-04,46907
2016-09-05,46907
2016-09-06,46934
2016-09-07,46934
2016-09-08,44687
2016-09-09,44687
2016-09-10,45096
2016-09-11,45096
2016-09-12,46887
2016-09-13,47753
2016-09-14,47753
2016-09-15,46991
2016-09-16,46991
2016-09-17,44957
2016-09-18,44957
2016-09-19,44555
2016-09-20,44555
2016-09-21,43449
2016-09-22,43476
2016-09-23,43476
2016-09-24,43093
2016-09-25,43562
2016-09-26,43562
2016-09-27,44202
2016-09-28,44202
2016-09-29,45659
2016-09-30,47238
2016-10-01,47416
2016-10-02,47416
2016-10-03,47872
2016-10-04,47872
2016-10-05,48700
2016-10-06,48700
2016-10-07,49894
2016-10-08,50383
2016-10-09,50383
2016-10-10,50552
2016-10-11,50552
2016-10-12,50214
2016-10-13,50214
2016-10-14,49439
2016-10-15,49439
2016-10-16,49512
2016-10-17,50384
2016-10-18,50384
2016-10-19,51495
2016-10-20,51495
2016-10-21,51606
2016-10-22,51606
2016-10-23,53477
2016-10-24,53477
2016-10-25,54879
2016-10-26,54811
2016-10-27,54811
2016-10-28,54811
2016-10-29,55009
2016-10-30,55009
2016-10-31,56148
2016-11-01,56148
2016-11-02,55401
2016-11-03,55401
2016-11-04,55343
2016-11-05,55343
2016-11-06,55591
2016-11-07,55591
2016-11-08,54602
2016-11-09,54602
2016-11-10,54525
2016-11-11,54525
2016-11-12,54117
2016-11-13,54117
2016-11-14,53928
2016-11-15,53928
2016-12-07,43785
2016-12-08,43424
2016-12-09,43424
2016-12-10,42823
2016-12-11,42440
2016-12-12,42440
2016-12-13,42375
2016-12-14,41235
2016-12-15,41235
2016-12-16,41772
2016-12-17,41691
2016-12-18,41691
2016-12-19,41695
2016-12-20,41983
2016-12-21,41983
2016-12-22,41532
2016-12-23,42175
2016-12-24,42175
2016-12-25,42886
2016-12-26,42886
2016-12-27,44730
2016-12-28,46571
2016-12-29,48879
2016-12-30,50550
2016-12-31,50550
2017-01-01,51849
2017-01-02,53602
2017-01-03,53602
2017-01-04,54000
2017-01-05,54000
2017-01-06,55517
2017-01-07,57222
2017-01-08,57222
2017-01-09,57028
2017-01-10,57028
2017-01-11,56445
2017-01-12,55501
2017-01-13,55501
2017-01-14,55219
2017-01-15,56639
2017-01-16,58127
2017-01-17,60815
2017-01-18,63062
2017-01-19,63062
2017-01-20,62116
2017-01-21,61666
2017-01-22,61666
2017-01-23,59606
2017-01-27,54790
2017-01-28,54319
2017-01-29,54455
2017-01-30,54455
2017-01-31,53094
2017-02-01,53178
2017-02-02,53178
2017-02-03,51805
2017-02-04,51381
2017-02-05,49879
2017-02-06,49879
2017-02-07,49579
2017-02-08,48716
2017-02-09,48716
2017-02-10,46761
2017-02-11,47793
2017-02-12,47793
2017-02-13,49876
2017-02-14,50173
2017-02-15,50173
2017-02-16,50298
2017-02-18,51308
2017-02-19,50435
2017-02-20,50435
2017-02-21,48556
2017-02-22,48556
2017-02-23,47048
2017-02-24,47048
2017-02-25,46668
2017-02-26,46668
2017-02-27,45568
2017-02-28,45546
2017-03-01,45719
2017-03-02,44576
2017-03-03,44576
2017-03-04,44410
2017-03-05,44410
2017-03-06,44449
2017-03-07,44343
2017-03-08,44343
2017-03-09,44264
2017-03-10,44242
2017-03-11,45675
2017-03-12,45675
2017-03-13,45508
2017-03-14,47135
2017-03-15,47135
2017-03-16,48753
2017-03-17,48753
2017-03-18,48899
2017-03-19,49909
2017-03-20,49807
2017-03-21,49450
2017-03-22,50128
2017-03-23,50513
2017-03-24,51412
2017-03-25,51412
2017-03-26,50824
2017-03-27,50178
2017-03-28,50178
2017-03-29,51420
2017-03-30,53776
2017-03-31,55620
2017-04-01,55620
2017-04-02,56891
2017-04-03,58655
2017-04-04,58655
2017-04-12,58079
2017-04-13,56480
2017-04-14,56480
2017-04-15,55681
2017-04-16,54520
2017-04-17,53644
2017-04-18,51015
2017-04-19,49494
2017-04-20,49494
2017-04-21,49265
2017-04-22,49265
2017-04-23,49459
2017-04-24,48762
2017-04-25,48277
2017-04-26,48277
2017-04-27,48156
2017-04-28,47497
2017-04-29,47569
2017-04-30,47569
2017-05-01,48625
2017-05-02,48439
2017-05-03,48439
2017-05-04,49452
2017-05-05,48996
2017-05-06,48996
2017-05-07,49899
2017-05-08,49899
2017-05-09,50502
2017-05-10,50502
2017-05-11,51091
2017-05-12,52119
2017-05-13,53656
2017-05-14,53656
2017-05-15,54951
2017-05-16,55349
2017-05-17,55349
2017-05-18,56076
2017-05-19,56076
2017-05-20,56008
2017-05-21,56008
2017-05-22,56874
2017-05-23,58100
2017-05-24,58508
2017-05-25,58508
2017-05-26,57200
2017-05-27,57090
2017-05-28,57592
2017-05-29,58139
2017-05-30,58139
2017-05-31,57842
2017-06-01,57385
2017-06-02,57733
2017-06-03,57733
2017-06-04,57341
2017-06-06,57833
2017-06-07,57082
2017-06-08,57082
2017-06-09,56605
2017-06-10,55961
2017-06-11,56596
2017-06-12,56596
2017-06-13,54889
2017-06-14,52513
2017-06-15,52691
2017-06-16,53102
2017-06-17,53102
2017-06-18,53807
2017-06-19,53807
2017-06-20,52882
2017-06-21,51631
2017-06-22,51631
2017-06-23,52303
2017-06-24,53260
2017-06-25,53260
2017-06-26,55182
2017-06-27,57141
2017-06-28,57141
2017-06-29,58724
2017-06-30,61070
2017-07-01,61070
2017-07-02,62590
2017-07-03,64401
2017-07-04,66954
2017-07-05,66954
2017-07-06,67174
2017-07-07,67174
2017-07-08,69074
2017-07-13,63659
2017-07-14,63159
2017-07-15,63159
2017-07-16,62757
2017-07-17,61548
2017-07-18,61548
2017-07-19,60394
2017-07-20,60394
2017-07-21,60766
2017-07-22,59791
2017-07-23,59482
2017-07-24,59482
2017-07-25,59012
2017-07-26,59549
2017-07-27,60155
2017-07-28,60391
2017-07-29,60391
2017-07-30,59310
2017-07-31,59310
2017-08-01,58654
2017-08-02,58503
2017-08-03,59992
2017-08-04,59992
2017-08-05,61099
2017-08-06,61099
2017-08-09,65339
2017-08-10,66739
2017-08-11,66739
2017-08-12,66890
2017-08-13,66890
2017-08-14,67225
2017-08-15,67752
2017-08-16,65983
2017-08-17,64783
2017-08-18,64783
2017-08-19,65519
2017-08-20,67577
2017-08-21,68394
2017-08-22,68670
2017-08-23,68670
2017-08-24,67297
2017-08-25,67297
2017-08-26,66703
2017-08-27,68075
2017-08-28,68075
2017-08-29,68246
2017-08-30,66190
2017-08-31,66190
2017-09-01,64436
2017-09-02,62223
2017-09-03,62223
2017-09-04,59740
2017-09-05,57941
2017-09-06,57941
2017-09-07,56734
2017-09-08,56734
2017-09-09,57415
2017-09-10,58186
2017-09-11,58186
2017-09-12,56873
2017-09-13,55696
2017-09-14,52955
2017-09-15,52955
2017-09-16,50853
2017-09-17,50458
2017-09-18,51145
2017-09-19,51145
2017-09-20,51834
2017-09-21,51834
2017-09-22,52428
2017-09-23,52428
2017-09-24,54641
2017-09-25,57052
2017-09-26,59653
2017-09-27,59653
2017-09-28,61429
2017-09-29,61026
2017-09-30,61026
2017-10-01,60082
2017-10-02,60873
2017-10-03,60873
2017-10-04,58654
2017-10-05,57401
2017-10-06,55009
2017-10-07,55046
2017-10-08,54625
2017-10-09,54625
2017-10-10,54550
2017-10-11,54550
2017-10-12,54222
2017-10-13,53983
2017-10-14,53698
2017-10-15,53698
2017-10-16,53547
2017-10-17,53547
2017-10-18,54301
2017-10-19,54301
2017-10-20,54271
2017-10-21,54271
2017-10-22,54474
2017-10-23,55045
2017-10-24,55045
2017-10-25,55174
2017-10-26,55174
2017-10-27,54853
2017-10-28,54853
2017-10-29,55069
2017-10-30,56451
2017-10-31,58129
2017-11-01,58129
2017-11-02,58994
2017-11-03,60338
2017-11-04,61638
2017-11-05,61638
2017-11-06,63249
2017-11-07,63249
2017-11-08,62441
2017-11-09,62703
2017-11-10,62703
2017-11-11,62810
2017-11-12,62432
2017-11-13,63519
2017-11-14,63519
2017-11-15,64889
2017-11-16,64252
2017-11-17,65260
2017-11-18,65260
2017-11-19,65521
2017-11-20,65521
2017-11-21,65266
2017-11-22,65266
2017-11-23,64242
2017-11-24,64460
2017-11-25,64112
2017-11-26,64186
2017-11-27,64186
2017-11-28,63604
2017-11-29,65343
2017-11-30,65343
2017-12-01,66534
2017-12-02,66534
2017-12-03,65843
2017-12-04,65843
2017-12-05,66826
2017-12-06,66826
2017-12-07,68563
2017-12-08,68563
2017-12-09,69218
2017-12-10,71659
2017-12-11,71659
2017-12-12,70886
2017-12-13,70886
2017-12-14,69464
2017-12-15,69611
2017-12-16,69611
2017-12-17,69035
2017-12-18,67869
2017-12-19,67869
2017-12-20,67759
2017-12-21,68842
2017-12-22,68842
2017-12-23,69006
2017-12-24,70283
2017-12-25,70283
2017-12-26,71278
2017-12-27,71247
2017-12-28,71446
2017-12-29,71840
2017-12-30,72195
2017-12-31,72195
2018-01-01,73285
2018-01-02,73605
2018-01-03,72653
2018-01-04,72653
2018-01-05,71186
2018-01-06,68686
2018-01-07,68686
2018-01-08,67634
2018-01-09,67323
2018-01-10,67323
2018-01-11,67316
2018-01-12,66790
2018-01-13,65621
2018-01-14,65091
2018-01-15,64717
2018-01-16,64616
2018-01-17,64954
2018-01-18,65622
2018-01-19,65622
2018-01-20,65847
2018-01-21,66583
2018-01-22,66297
2018-01-23,67386
2018-01-25,70174
2018-01-26,70565
2018-01-27,70565
2018-01-28,71247
2018-01-29,70572
2018-01-30,71639
2018-01-31,71639
2018-02-01,70531
2018-02-02,70531
2018-02-03,71059
2018-02-04,72573
2018-02-05,72573
2018-02-06,72007
2018-02-07,72679
2018-02-08,72679
2018-02-09,73178
2018-02-10,73178
2018-02-11,76675
2018-02-12,79665
2018-02-13,79665
2018-02-14,78311
2018-02-15,76616
2018-02-16,76048
2018-02-17,74460
2018-02-18,74438
2018-02-19,73476
2018-02-20,72045
2018-02-21,71251
2018-02-22,71251
2018-02-23,71226
2018-02-24,71226
2018-02-25,71288
2018-02-26,71631
2018-02-27,73606
2018-02-28,73606
2018-03-01,73345
2018-03-02,73325
2018-03-03,71948
2018-03-04,71948
2018-03-05,71532
2018-03-06,71237
2018-03-07,70783
2018-03-08,70783
2018-03-09,72820
2018-03-10,72820
2018-03-11,71962
2018-03-12,71962
2018-03-13,72463
2018-03-14,72030
2018-03-15,72030
2018-03-16,71095
2018-03-17,70346
2018-03-18,70228
2018-03-19,70228
2018-03-20,69094
2018-03-21,69345
2018-03-23,69751
2018-03-24,69751
2018-03-25,68137
2018-03-26,68066
2018-03-27,67559
2018-03-28,67559
2018-03-29,67643
2018-03-30,68801
2018-03-31,69606
2018-04-01,69606
2018-04-02,71941
2018-04-03,73110
2018-04-04,72859
2018-04-05,72859
2018-04-06,72951
2018-04-07,72951
2018-04-08,72574
2018-04-09,72136
2018-04-10,71306
2018-04-11,69271
2018-04-12,69445
2018-04-13,69445
2018-04-14,69636
2018-04-15,70501
2018-04-16,70501
2018-04-17,70992
2018-04-18,70992
2018-04-19,69931
2018-04-20,69893
2018-04-21,71612
2018-04-22,71612
2018-04-23,74521
2018-04-24,74521
2018-04-25,76515
2018-04-26,76515
2018-04-27,78204
2018-04-28,79576
2018-04-29,80512
2018-04-30,80853
2018-05-01,83258
2018-05-03,84618
2018-05-04,84618
2018-05-05,83961
2018-05-06,83961
2018-05-07,83788
2018-05-08,83788
2018-05-09,81407
2018-05-10,81407
2018-05-11,79040
2018-05-12,77230
2018-05-13,77230
2018-05-14,74369
2018-05-15,74369
2018-05-16,72407
2018-05-17,72407
2018-05-18,70930
2018-05-19,71359
2018-05-20,71359
2018-05-21,71144
2018-05-22,71144
2018-05-23,72148
2018-05-24,72148
2018-05-25,72161
2018-05-26,72533
2018-05-27,72533
2018-05-28,72380
2018-05-29,73100
2018-05-30,73100
2018-05-31,72150
2018-06-01,71823
2018-06-02,73913
2018-06-03,73913
2018-06-04,73667
2018-06-05,73497
2018-06-06,72124
2018-06-07,72124
2018-06-08,71600
2018-06-09,71600
2018-06-10,71754
2018-06-11,71754
2018-06-12,73662
2018-06-13,73839
2018-06-14,74178
2018-06-15,74178
2018-06-16,73348
2018-06-17,73014
2018-06-18,74192
2018-06-19,74601
2018-06-20,74601
2018-06-21,73782
2018-06-22,73257
2018-06-23,73257
2018-06-24,73829
2018-06-25,74489
2018-06-26,77659
2018-06-27,80837
2018-06-28,82598
2018-06-29,84845
2018-06-30,87466
2018-07-01,90826
2018-07-02,90826
2018-07-03,92438
2018-07-04,92438
2018-07-05,96687
2018-07-06,101522
2018-07-07,101522
2018-07-08,106369
2018-07-09,111523
2018-07-10,111523
2018-07-11,115174
2018-07-12,113827
2018-07-13,112984
2018-07-14,112021
2018-07-15,112021
2018-07-16,110741
2018-07-17,107898
2018-07-18,107898
2018-07-19,105869
2018-07-20,105237
2018-07-21,101145
2018-07-22,97904
2018-07-23,95185
2018-07-24,95185
2018-07-25,91886
2018-07-26,90763
2018-07-27,88864
2018-07-28,88864
2018-07-29,86338
2018-07-30,86338
2018-07-31,84845
2018-08-01,84845
2018-08-02,84307
2018-08-03,84307
2018-08-04,82727
2018-08-05,81299
2018-08-06,79085
2018-08-07,78713
2018-08-08,78188
2018-08-09,78188
2018-08-10,77120
2018-08-11,75929
2018-08-12,75715
2018-08-14,76547
2018-08-16,79058
2018-08-17,78321
2018-08-18,78321
2018-08-19,78750
2018-08-20,79207
2018-08-21,79207
2018-08-22,78542
2018-08-23,79148
2018-08-24,81054
2018-08-25,79978
2018-08-26,80337
2018-08-27,79859
2018-08-28,77646
2018-08-29,78432
2018-08-30,78432
2018-08-31,77587
2018-09-01,78068
2018-09-02,78068
2018-09-03,81522
2018-09-04,79441
2018-09-05,77771
2018-09-06,77771
2018-09-07,77542
2018-09-08,76874
2018-09-09,76604
2018-09-10,75717
2018-09-11,75717
2018-09-12,75261
2018-09-13,75624
2018-09-14,77654
2018-09-15,78794
2018-09-16,78794
2018-09-17,81003
2018-09-18,81523
2018-09-19,81523
2018-09-20,80936
2018-09-21,80936
2018-09-22,81965
2018-09-23,79862
2018-09-24,79707
2018-09-25,79707
2018-09-26,81089
2018-09-27,81089
2018-09-28,79215
2018-09-29,80373
2018-09-30,82908
2018-10-01,82414
2018-10-02,83366
2018-10-03,83097
2018-10-04,83097
2018-10-05,84911
2018-10-06,83944
2018-10-07,83944
2018-10-08,83887
2018-10-09,85513
2018-10-10,86871
2018-10-11,87337
2018-10-12,87337
2018-10-13,87812
2018-10-14,90330
2018-10-15,92998
2018-10-16,95262
2018-10-17,94622
2018-10-18,93919
2018-10-19,94277
2018-10-20,94277
2018-10-21,94000
2018-10-22,93177
2018-10-23,93177
2018-10-24,93833
2018-10-25,94404
2018-10-26,94404
2018-10-27,92130
2018-10-28,93079
2018-10-29,93079
2018-10-30,92742
2018-10-31,93783
2018-11-01,94328
2018-11-03,93048
2018-11-04,92052
2018-11-05,91581
2018-11-06,91008
2018-11-07,91625
2018-11-08,90454
2018-11-09,89566
2018-11-10,89442
2018-11-11,90279
2018-11-12,90582
2018-11-13,88484
2018-11-14,89668
2018-11-15,89699
2018-11-16,92792
2018-11-17,94759
2018-11-18,98106
2018-11-19,101207
2018-11-20,103649
2018-11-21,103768
2018-11-22,99399
2018-11-23,94837
2018-11-24,90582
2018-11-25,86052
2018-11-26,81749
2018-11-27,77661
2018-11-28,73783
2018-11-29,71265
2018-12-01,72088
2018-12-02,70737
2018-12-03,70737
2018-12-04,69849
2018-12-05,67114
2018-12-07,64025
2018-12-09,66204
2018-12-10,67767
2018-12-11,67771
2018-12-12,67883
2018-12-13,68225
2018-12-14,67850
2018-12-15,67134
2018-12-16,64869
2018-12-17,64186
2018-12-18,64330
2018-12-19,65816
2018-12-20,66302
2018-12-21,65211
2018-12-22,65503
2018-12-23,65530
2018-12-24,66081
2018-12-25,66929
2018-12-26,67518
2018-12-27,68186
2018-12-28,68667
2018-12-29,68376
2018-12-30,66752
2018-12-31,67126
2019-01-01,67060
2019-01-02,66597
2019-01-03,66504
2019-01-04,68266
2019-01-05,69757
2019-01-06,70448
2019-01-08,73441
2019-01-10,76951
2019-01-11,77962
2019-01-12,76333
2019-01-13,76651
2019-01-14,75099
2019-01-15,74361
2019-01-16,72903
2019-01-17,70886
2019-01-18,69549
2019-01-19,67989
2019-01-20,68989
2019-01-21,70336
2019-01-22,71530
2019-01-23,71068
2019-01-24,70368
2019-01-25,70862
2019-01-26,71867
2019-01-27,73110
2019-01-28,73507
2019-01-29,75007
2019-01-30,76496
2019-01-31,77799
2019-02-01,79581
2019-02-02,82721
2019-02-03,84156
2019-02-04,84156
2019-02-05,86125
2019-02-06,86125
2019-02-07,86061
2019-02-08,87329
2019-02-09,86286
2019-02-10,86058
2019-02-11,86146
2019-02-12,84822
2019-02-13,84687
2019-02-14,84687
2019-02-15,84103
2019-02-16,86250
2019-02-17,87533
2019-02-18,90768
2019-02-19,92172
2019-02-20,91319
2019-02-21,91379
2019-02-22,89740
2019-02-23,90049
2019-02-24,89370
2019-02-25,90138
2019-02-26,90224
2019-02-27,90710
2019-02-28,92266
2019-03-01,91745
2019-03-02,92501
2019-03-03,94499
2019-03-04,95253
2019-03-05,94541
2019-03-06,93828
2019-03-07,92550
2019-03-08,92550
2019-03-09,91857
2019-03-10,94084
2019-03-11,93659
2019-03-12,92546
2019-03-13,92546
2019-03-14,90443
2019-03-15,88368
2019-03-16,88368
2019-03-17,88107
2019-03-18,88107
2019-03-19,87537
2019-03-20,88456
2019-03-21,90212
2019-03-22,90212
2019-03-23,90348
2019-03-24,91932
2019-03-25,91932
2019-03-26,91699
