date_obj,Rune%20shield%20(h3) price
2015-03-26,35443
2015-03-27,35443
2015-03-28,34110
2015-03-29,34110
2015-03-30,34272
2015-03-31,34162
2015-04-01,34162
2015-04-02,32784
2015-04-03,33211
2015-04-04,33305
2015-04-05,33025
2015-04-06,33869
2015-04-07,34410
2015-04-08,35209
2015-04-09,35773
2015-04-10,35095
2015-04-11,34414
2015-04-12,34414
2015-04-13,34767
2015-04-14,35876
2015-04-15,35040
2015-04-16,35830
2015-04-17,35528
2015-04-18,35043
2015-04-19,34835
2015-04-20,34835
2015-04-21,34489
2015-04-22,34489
2015-04-23,34417
2015-04-24,34417
2015-04-25,33486
2015-04-26,33486
2015-04-27,33228
2015-04-28,33535
2015-04-29,33535
2015-04-30,33891
2015-05-01,34201
2015-05-02,33821
2015-05-03,33821
2015-05-04,33313
2015-05-05,33313
2015-05-06,32292
2015-05-07,31697
2015-05-08,32051
2015-05-09,32265
2015-05-10,32389
2015-05-11,32389
2015-05-12,31416
2015-05-13,32392
2015-05-14,32847
2015-05-15,32847
2015-05-16,32411
2015-05-17,32768
2015-05-18,32982
2015-05-19,33084
2015-05-20,33084
2015-05-21,32683
2015-05-22,32179
2015-05-23,31547
2015-05-24,31897
2015-05-25,31777
2015-05-26,32248
2015-05-27,33183
2015-05-28,33200
2015-05-29,32653
2015-05-30,31365
2015-05-31,31365
2015-06-01,31386
2015-06-02,31386
2015-06-03,31733
2015-06-04,31733
2015-06-05,31344
2015-06-06,32164
2015-06-07,32164
2015-06-08,31937
2015-06-09,32306
2015-06-10,32306
2015-06-11,32294
2015-06-12,32294
2015-06-13,31789
2015-06-14,31789
2015-06-15,31580
2015-06-16,31580
2015-06-17,30666
2015-06-18,30666
2015-06-19,31734
2015-06-20,31734
2015-06-21,32420
2015-06-22,32420
2015-06-23,31990
2015-06-24,32505
2015-06-25,32505
2015-06-26,32523
2015-06-27,32523
2015-06-28,31472
2015-06-29,31472
2015-06-30,31372
2015-07-01,31586
2015-07-02,31586
2015-07-03,32266
2015-07-04,32266
2015-07-05,32783
2015-07-06,32783
2015-07-07,33329
2015-07-08,33329
2015-07-09,33952
2015-07-10,35486
2015-07-11,35486
2015-07-12,36165
2015-07-13,36348
2015-07-14,36348
2015-07-15,35415
2015-07-16,35415
2015-07-17,34574
2015-07-18,34574
2015-07-19,33802
2015-07-20,33802
2015-07-21,33022
2015-07-22,33269
2015-07-23,33269
2015-07-24,33712
2015-07-25,33712
2015-07-26,33712
2015-07-27,33171
2015-07-28,33171
2015-07-29,31872
2015-07-30,31872
2015-07-31,31735
2015-08-01,31735
2015-08-02,31382
2015-08-03,31382
2015-08-04,31711
2015-08-05,32172
2015-08-06,32172
2015-08-07,31486
2015-08-08,31486
2015-08-09,31146
2015-08-10,31146
2015-08-11,31675
2015-08-12,31675
2015-08-13,32541
2015-08-14,33073
2015-08-15,33073
2015-08-16,33776
2015-08-17,33776
2015-08-18,34059
2015-08-19,34059
2015-08-20,33439
2015-08-21,33206
2015-08-22,33206
2015-08-23,32556
2015-08-24,32556
2015-08-25,32556
2015-08-26,32488
2015-08-27,33652
2015-08-28,33652
2015-08-29,32830
2015-08-30,32830
2015-08-31,33382
2015-09-01,33382
2015-09-02,34674
2015-09-03,34674
2015-09-04,33454
2015-09-05,33454
2015-09-06,34876
2015-09-07,35515
2015-09-08,35515
2015-09-09,35237
2015-09-10,35237
2015-09-11,35432
2015-09-12,35432
2015-09-13,35187
2015-09-14,35187
2015-09-15,34252
2015-09-16,34252
2015-09-17,33055
2015-09-18,33055
2015-09-19,32245
2015-09-20,32245
2015-09-21,33249
2015-09-22,33249
2015-09-23,34629
2015-09-24,34629
2015-09-25,34629
2015-09-27,33354
2015-09-28,32152
2015-09-29,32152
