date_obj,Steel%20gold-trimmed%20set%20(lg) price
2017-04-23,116245
2017-04-24,116245
2017-04-25,116245
2017-04-26,116245
2017-04-27,116245
2017-04-28,116245
2017-04-29,116245
2017-04-30,116082
2017-05-01,116082
2017-05-02,116082
2017-05-03,116082
2017-05-04,116082
2017-05-05,116082
2017-05-06,116082
2017-05-07,116082
2017-05-08,116082
2017-05-09,116082
2017-05-10,118695
2017-05-11,118695
2017-05-12,118695
2017-05-13,118695
2017-05-14,118695
2017-05-15,118695
2017-05-16,118695
2017-05-17,118695
2017-05-18,118695
2017-05-19,118695
2017-05-20,120228
2017-05-21,120228
2017-05-22,120228
2017-05-23,120228
2017-05-24,120228
2017-05-25,120228
2017-05-26,120228
2017-05-27,120228
2017-05-28,120228
2017-05-29,120228
2017-05-30,120228
2017-05-31,119270
2017-06-01,119270
2017-06-02,119270
2017-06-03,119270
2017-06-06,119270
2017-06-07,119270
2017-06-08,119270
2017-06-09,119270
2017-06-10,117147
2017-06-11,117147
2017-06-12,117147
2017-06-13,117147
2017-06-14,117147
2017-06-15,117147
2017-06-16,117147
2017-06-17,117147
2017-06-18,117147
2017-06-19,117147
2017-06-20,117147
2017-06-21,116221
2017-06-22,116221
2017-06-23,116221
2017-06-24,116221
2017-06-25,116221
2017-06-26,116221
2017-06-27,116221
2017-06-28,116221
2017-06-29,116221
2017-06-30,116221
2017-07-01,116221
2017-07-02,111948
2017-07-03,111948
2017-07-04,111948
2017-07-05,111948
2017-07-06,111948
2017-07-07,111948
2017-07-08,111948
2017-07-13,106664
2017-07-14,106664
2017-07-15,106664
2017-07-16,106664
2017-07-17,106664
2017-07-18,106664
2017-07-19,106664
2017-07-20,106664
2017-07-21,106664
2017-07-22,103563
2017-07-23,103563
2017-07-24,103563
2017-07-25,103563
2017-07-26,103563
2017-07-27,103563
2017-07-28,103563
2017-07-29,103563
2017-07-30,102440
2017-07-31,102440
2017-08-01,102440
2017-08-02,102440
2017-08-03,102440
2017-08-04,102440
2017-08-05,102440
2017-08-06,102440
2017-08-09,100946
2017-08-10,100946
2017-08-11,100946
2017-08-12,100946
2017-08-13,100946
2017-08-14,100946
2017-08-15,100946
2017-08-17,98638
2017-08-18,98638
2017-08-19,98638
2017-08-20,98638
2017-08-21,98638
2017-08-22,98638
2017-08-23,98638
2017-08-24,98638
2017-08-25,98638
2017-08-26,98741
2017-08-27,98741
2017-08-28,98741
2017-08-29,98741
2017-08-30,98741
2017-08-31,98741
2017-09-01,98741
2017-09-02,98741
2017-09-03,98741
2017-09-04,98741
2017-09-05,102355
2017-09-06,102355
2017-09-07,102355
2017-09-08,102355
2017-09-09,102355
2017-09-10,102355
2017-09-11,102355
2017-09-12,102355
2017-09-13,102355
2017-09-14,102355
2017-09-15,106158
2017-09-16,106158
2017-09-17,106158
2017-09-19,106158
2017-09-20,106158
2017-09-21,106158
2017-09-22,106158
2017-09-23,106158
2017-09-24,107406
2017-09-25,107406
2017-09-26,107406
2017-09-27,107406
2017-09-28,107406
2017-09-29,107406
2017-09-30,107406
2017-10-01,107406
2017-10-02,107406
2017-10-03,107406
2017-10-04,107508
2017-10-05,107508
2017-10-06,107508
2017-10-07,107508
2017-10-08,107508
2017-10-09,107508
2017-10-10,107508
2017-10-11,107508
2017-10-12,107508
2017-10-13,107508
2017-10-14,109139
2017-10-15,109139
2017-10-16,109139
2017-10-17,109139
2017-10-18,109139
2017-10-19,109139
2017-10-20,109139
2017-10-21,109139
2017-10-22,109139
2017-10-23,109940
2017-10-24,109940
2017-10-25,109940
2017-10-26,109940
2017-10-27,109940
2017-10-28,109940
2017-10-29,109940
2017-10-30,109940
2017-10-31,109940
2017-11-01,109940
2017-11-02,109132
2017-11-03,109132
2017-11-04,109132
2017-11-05,109132
2017-11-06,109132
2017-11-07,109132
2017-11-08,109132
2017-11-09,109132
2017-11-10,109132
2017-11-11,109488
2017-11-12,109488
2017-11-13,109488
2017-11-14,109488
2017-11-15,109488
2017-11-16,109488
2017-11-17,109488
2017-11-18,109488
2017-11-19,109488
2017-11-20,109488
2017-11-21,107882
2017-11-22,107882
2017-11-23,107882
2017-11-24,107882
2017-11-25,107882
2017-11-26,107882
2017-11-27,107882
2017-11-28,107882
2017-11-29,107882
2017-11-30,107882
2017-12-01,103391
2017-12-02,103391
2017-12-03,103391
2017-12-04,103391
2017-12-05,103391
2017-12-06,103391
2017-12-07,103391
2017-12-08,103391
2017-12-09,103391
2017-12-10,102196
2017-12-11,102196
2017-12-12,102196
2017-12-13,102196
2017-12-14,102196
2017-12-15,102196
2017-12-16,102196
2017-12-17,102196
2017-12-18,102196
2017-12-19,100358
2017-12-20,100358
2017-12-21,100358
2017-12-22,100358
2017-12-23,100358
2017-12-24,100358
2017-12-25,100358
2017-12-26,100358
2017-12-27,97790
2017-12-28,97790
2017-12-29,97790
2017-12-30,97790
2017-12-31,97790
2018-01-01,97790
2018-01-02,97790
2018-01-03,96430
2018-01-04,96430
2018-01-05,96430
2018-01-06,96430
2018-01-07,96430
2018-01-08,96430
2018-01-09,96430
2018-01-10,96430
2018-01-11,95958
2018-01-12,95958
2018-01-13,95958
2018-01-14,95958
2018-01-15,95958
2018-01-16,95958
2018-01-17,95958
2018-01-18,96968
2018-01-19,96968
2018-01-20,96968
2018-01-21,96968
2018-01-22,96968
2018-01-23,96968
2018-01-24,98477
2018-01-25,98477
2018-01-26,98477
2018-01-27,98477
2018-01-28,100516
2018-01-29,100516
2018-01-30,100516
2018-02-01,100516
2018-02-02,103469
2018-02-03,103469
2018-02-04,103469
2018-02-05,103469
2018-02-06,103469
2018-02-07,106270
2018-02-08,106270
2018-02-09,106270
2018-02-10,106270
2018-02-11,106270
2018-02-12,105646
2018-02-13,105646
2018-02-14,105646
2018-02-15,105646
2018-02-16,105646
2018-02-17,103283
2018-02-18,103283
2018-02-19,103283
2018-02-20,103283
2018-02-21,100735
2018-02-22,100735
2018-02-23,100735
2018-02-24,100735
2018-02-25,97511
2018-02-26,97511
2018-02-27,97511
2018-02-28,97511
2018-03-01,94771
2018-03-02,94771
2018-03-03,94771
2018-03-04,94771
2018-03-05,93442
2018-03-06,93442
2018-03-07,93442
2018-03-08,93442
2018-03-09,96005
2018-03-10,96005
2018-03-11,96005
2018-03-12,96005
2018-03-13,96005
2018-03-14,98973
2018-03-15,98973
2018-03-16,98973
2018-03-17,98973
2018-03-18,98973
2018-03-19,99689
2018-03-20,99689
2018-03-21,99689
2018-03-23,98846
2018-03-24,98846
2018-03-26,98846
2018-03-27,97991
2018-03-28,97991
2018-03-29,97991
2018-03-30,97991
2018-03-31,97991
2018-04-01,97626
2018-04-02,97626
2018-04-03,97626
2018-04-04,97626
2018-04-05,97601
2018-04-06,97601
2018-04-08,97601
2018-04-09,96033
2018-04-10,96033
2018-04-11,96033
2018-04-12,96033
2018-04-13,96033
2018-04-14,96666
2018-04-16,96666
2018-04-17,96824
2018-04-18,96824
2018-04-19,96824
2018-04-20,96824
2018-04-21,96824
2018-04-22,95266
2018-04-23,95266
2018-04-24,95266
2018-04-25,95266
2018-04-26,95266
2018-04-27,95133
2018-04-28,95133
2018-04-29,95133
2018-04-30,95133
2018-05-01,96270
2018-05-02,96270
2018-05-03,96270
2018-05-04,96270
2018-05-05,96270
2018-05-06,96270
2018-05-07,98376
2018-05-08,98376
2018-05-09,98376
2018-05-10,98376
2018-05-11,98376
2018-05-12,94650
2018-05-13,94650
2018-05-14,94650
2018-05-15,94650
2018-05-16,97203
2018-05-17,97203
2018-05-18,97203
2018-05-19,97203
2018-05-20,99774
2018-05-21,99774
2018-05-22,99774
2018-05-23,99774
2018-05-24,100798
2018-05-25,100798
2018-05-26,100798
2018-05-27,100798
2018-05-28,101917
2018-05-29,101917
2018-05-30,101917
2018-05-31,101917
2018-06-01,100909
2018-06-02,100909
2018-06-03,100909
2018-06-04,100909
2018-06-05,100593
2018-06-06,100593
2018-06-07,100593
2018-06-08,100593
2018-06-09,100593
2018-06-10,99385
2018-06-11,99385
2018-06-12,99385
2018-06-13,99385
2018-06-14,97042
2018-06-15,97042
2018-06-16,97042
2018-06-17,97042
2018-06-18,96219
2018-06-19,96219
2018-06-20,96219
2018-06-21,96219
2018-06-22,96219
2018-06-23,95902
2018-06-24,95902
2018-06-25,95902
2018-06-26,95902
2018-06-27,94554
2018-06-28,94554
2018-06-29,94554
2018-06-30,94554
2018-07-01,93092
2018-07-02,93092
2018-07-03,93092
2018-07-04,93092
2018-07-05,93092
2018-07-06,93200
2018-07-07,93200
2018-07-08,93200
2018-07-09,93200
2018-07-10,93717
2018-07-11,93717
2018-07-12,93717
2018-07-13,93717
2018-07-14,94645
2018-07-15,94645
2018-07-16,94645
2018-07-17,94645
2018-07-18,94307
2018-07-19,94307
2018-07-20,94307
2018-07-21,94307
2018-07-22,96454
2018-07-23,96454
2018-07-24,96454
2018-07-25,96133
2018-07-26,96133
2018-07-27,96133
2018-07-28,96133
2018-07-29,94610
2018-07-30,94610
2018-07-31,94610
2018-08-01,94761
2018-08-02,94761
2018-08-03,94761
2018-08-04,94564
2018-08-05,94564
2018-08-06,94564
2018-08-07,94564
2018-08-08,95609
2018-08-09,95609
2018-08-10,95609
2018-08-11,95609
2018-08-12,97835
2018-08-14,97835
2018-08-16,100551
2018-08-17,100551
2018-08-18,100551
2018-08-19,102969
2018-08-20,102969
2018-08-21,102969
2018-08-22,102969
2018-08-23,106700
2018-08-24,106700
2018-08-25,106700
2018-08-26,108489
2018-08-27,108489
2018-08-28,108489
2018-08-29,109187
2018-08-30,109187
2018-08-31,109187
2018-09-01,112240
2018-09-02,112240
2018-09-03,112240
2018-09-04,115771
2018-09-05,115771
2018-09-06,115771
2018-09-07,119905
2018-09-08,119905
2018-09-09,119905
2018-09-10,124893
2018-09-11,124893
2018-09-12,124893
2018-09-13,124893
2018-09-14,128579
2018-09-15,128579
2018-09-16,128579
2018-09-17,128579
2018-09-18,133954
2018-09-19,133954
2018-09-20,133954
2018-09-21,133954
2018-09-22,131983
2018-09-23,131983
2018-09-24,131983
2018-09-25,131983
2018-09-26,131669
2018-09-27,131669
2018-09-28,131669
2018-09-29,131669
2018-09-30,132724
2018-10-02,132724
2018-10-03,129811
2018-10-04,129811
2018-10-05,129811
2018-10-06,129811
2018-10-07,129120
2018-10-08,129120
2018-10-09,129120
2018-10-10,127106
2018-10-11,127106
2018-10-12,127106
2018-10-13,127106
2018-10-14,131005
2018-10-15,131005
2018-10-16,131005
2018-10-17,131005
2018-10-18,135818
2018-10-19,135818
2018-10-20,135818
2018-10-21,135818
2018-10-22,138334
2018-10-23,138334
2018-10-24,138334
2018-10-25,138334
2018-10-26,142152
2018-10-27,142152
2018-10-28,142152
2018-10-29,142152
2018-10-30,144950
2018-10-31,151134
2018-11-01,154866
2018-11-03,162258
2018-11-04,168344
2018-11-05,176762
2018-11-06,184356
2018-11-07,191816
2018-11-08,199835
2018-11-09,207944
2018-11-10,216957
2018-11-11,225601
2018-11-12,236882
2018-11-13,246816
2018-11-14,246816
2018-11-15,259157
2018-11-16,269254
2018-11-17,269254
2018-11-18,280929
2018-11-19,280929
2018-11-20,293509
2018-11-21,293509
2018-11-22,291535
2018-11-23,291535
2018-11-24,283813
2018-11-25,277707
2018-11-26,277707
2018-11-27,276701
2018-11-28,276701
2018-11-29,270206
2018-12-01,259495
2018-12-02,250116
2018-12-03,250116
2018-12-04,238847
2018-12-05,234729
2018-12-09,223483
2018-12-10,213898
2018-12-11,213898
2018-12-12,205112
2018-12-13,205112
2018-12-14,205425
2018-12-15,205425
2018-12-16,199719
2018-12-17,199719
2018-12-18,193055
2018-12-19,193055
2018-12-20,188399
2018-12-21,188399
2018-12-22,181360
2018-12-23,176362
2018-12-24,175804
2018-12-25,175804
2018-12-26,173325
2018-12-27,171595
2018-12-28,171595
2018-12-29,168615
2018-12-30,168615
2018-12-31,165788
2019-01-01,165788
2019-01-02,163132
2019-01-03,163132
2019-01-04,159207
2019-01-05,158884
2019-01-06,158884
2019-01-08,155322
2019-01-10,153563
2019-01-11,149956
2019-01-12,149956
2019-01-13,146458
2019-01-14,146458
2019-01-15,145221
2019-01-16,145221
2019-01-17,143211
2019-01-18,143211
2019-01-19,141845
2019-01-20,141845
2019-01-21,138752
2019-01-22,138752
2019-01-23,136250
2019-01-24,136250
2019-01-25,133821
2019-01-26,133821
2019-01-29,128165
2019-01-30,128165
2019-01-31,128165
2019-02-01,127254
2019-02-02,127254
2019-02-03,126970
2019-02-04,126970
2019-02-05,130519
2019-02-06,130519
2019-02-07,129085
2019-02-08,129085
2019-02-09,129085
2019-02-10,127065
2019-02-11,127065
2019-02-12,127065
2019-02-13,127201
2019-02-14,127201
2019-02-15,127201
2019-02-16,127417
2019-02-17,127417
2019-02-18,127417
2019-02-19,125038
2019-02-20,125038
2019-02-21,124258
2019-02-22,124258
2019-02-23,124258
2019-02-24,125324
2019-02-25,125324
2019-02-26,125141
2019-02-27,125141
2019-02-28,125141
2019-03-01,125141
2019-03-02,122743
2019-03-03,122743
2019-03-04,122146
2019-03-05,122146
2019-03-06,122146
2019-03-07,123398
2019-03-08,123398
2019-03-09,123398
2019-03-10,123398
2019-03-11,122196
2019-03-12,122196
2019-03-13,122196
2019-03-14,120998
2019-03-15,120998
2019-03-16,120998
2019-03-17,119525
2019-03-18,119525
2019-03-19,119525
2019-03-20,121660
2019-03-21,121660
2019-03-22,121660
2019-03-23,121195
2019-03-24,121195
2019-03-25,121195
2019-03-26,121655
2019-03-27,121655
2019-03-28,121655
2019-03-29,120698
2019-03-30,120698
2019-03-31,120698
2019-04-01,122134
2019-04-02,122134
2019-04-03,122134
2019-04-04,124504
2019-04-05,124504
2019-04-06,124504
2019-04-07,126915
2019-04-08,126915
2019-04-09,126915
2019-04-10,130540
2019-04-11,130540
2019-04-12,130540
2019-04-13,129898
2019-04-14,129898
2019-04-15,129898
2019-04-16,126766
2019-04-17,126766
2019-04-18,126766
2019-04-19,121466
2019-04-20,121466
2019-04-21,121466
2019-04-22,118717
2019-04-23,118717
2019-04-24,118717
2019-04-25,114717
2019-04-26,114717
2019-04-27,114717
2019-04-28,110015
2019-04-29,110015
2019-04-30,110015
2019-05-01,105167
2019-05-02,105167
2019-05-03,105167
2019-05-04,101892
2019-05-05,101892
2019-05-06,101892
2019-05-07,98206
2019-05-08,98206
2019-05-09,98206
2019-05-10,96190
2019-05-11,96190
2019-05-12,93943
2019-05-13,93943
2019-05-14,90420
2019-05-15,90420
2019-05-16,90420
2019-05-17,87264
2019-05-18,87264
2019-05-19,87264
2019-05-20,88346
2019-05-21,88346
2019-05-22,88346
2019-05-23,88583
2019-05-24,88583
2019-05-25,88583
2019-05-26,88467
2019-05-27,88467
2019-05-28,87818
2019-05-29,87818
2019-05-30,87818
2019-05-31,86990
2019-06-01,86990
2019-06-02,86990
2019-06-03,87900
2019-06-04,87900
2019-06-05,87900
2019-06-06,88499
2019-06-07,88499
2019-06-08,88499
2019-06-09,87835
2019-06-10,87835
2019-06-11,87835
2019-06-12,87835
2019-06-13,89778
2019-06-14,89778
2019-06-15,89778
2019-06-16,92263
2019-06-17,92263
2019-06-18,92263
2019-06-19,93608
2019-06-20,93608
2019-06-21,93608
2019-06-22,93327
2019-06-23,93327
2019-06-24,93327
2019-06-25,92448
2019-06-26,92448
2019-06-27,92448
2019-06-28,91559
2019-06-29,91559
2019-06-30,91559
2019-07-01,90568
2019-07-02,90568
2019-07-03,90568
2019-07-04,90249
2019-07-05,90249
2019-07-06,90249
2019-07-07,89368
2019-07-08,89368
2019-07-09,89368
2019-07-10,91220
2019-07-11,91220
2019-07-12,91220
2019-07-13,94362
2019-07-14,94362
2019-07-15,94362
2019-07-16,95625
2019-07-17,95625
2019-07-18,95625
2019-07-19,98499
2019-07-20,98499
2019-07-21,98499
2019-07-22,101970
2019-07-23,101970
2019-07-24,101970
2019-07-25,106035
2019-07-26,106035
2019-07-27,106035
2019-07-28,108795
2019-07-29,108795
2019-07-30,108795
2019-07-31,111867
2019-08-01,111867
2019-08-02,111867
2019-08-03,111867
2019-08-04,112385
2019-08-05,112385
2019-08-06,112385
2019-08-07,110100
2019-08-08,110100
2019-08-09,110100
2019-08-10,108545
2019-08-11,108545
2019-08-12,108545
2019-08-13,106793
2019-08-14,106793
2019-08-15,106793
2019-08-16,104443
2019-08-17,104443
2019-08-18,104443
2019-08-19,105022
2019-08-20,105022
2019-08-21,105022
2019-08-22,103561
2019-08-23,103561
2019-08-24,103561
2019-08-24,103561
2019-08-25,106161
2019-08-25,106161
2019-08-26,106161
2019-08-26,106161
2019-08-27,106161
2019-08-27,106161
2019-08-28,105817
2019-08-29,105817
2019-08-30,105817
2019-08-31,104920
2019-09-01,104920
2019-09-02,104920
2019-09-03,101809
2019-09-04,101809
2019-09-05,101809
2019-09-06,101809
2019-09-07,100417
2019-09-08,100417
2019-09-09,100417
2019-09-10,99177
2019-09-11,99177
2019-09-12,99177
2019-09-13,96432
2019-09-14,96432
2019-09-15,96432
2019-09-16,94901
2019-09-17,94901
2019-09-18,94901
2019-09-19,93472
2019-09-20,93472
2019-09-21,93472
2019-09-22,93264
2019-09-23,93264
2019-09-24,93264
2019-09-25,93176
2019-09-26,93176
2019-09-27,93176
2019-09-28,93106
2019-09-29,93106
2019-09-30,93106
2019-10-01,92293
2019-10-02,92293
2019-10-03,92293
2019-10-04,92293
2019-10-05,92288
2019-10-06,92288
2019-10-07,92288
2019-10-08,91276
2019-10-09,91276
2019-10-10,91276
2019-10-11,91276
2019-10-12,91593
2019-10-13,91593
2019-10-14,92181
2019-10-15,92181
2019-10-16,92181
2019-10-17,92181
2019-10-18,91925
2019-10-19,91925
2019-10-20,91925
2019-10-21,90839
2019-10-22,90839
2019-10-23,90839
2019-10-24,88949
2019-10-25,88949
2019-10-26,88949
2019-10-27,87192
2019-10-28,87192
2019-10-29,87192
2019-10-30,87192
2019-10-31,85266
2019-11-01,85266
2019-11-02,85266
2019-11-03,84613
2019-11-04,84613
2019-11-05,84613
2019-11-06,84613
2019-11-07,84520
2019-11-08,84520
2019-11-09,84520
2019-11-10,83126
2019-11-11,83126
2019-11-12,83126
2019-11-13,83126
2019-11-14,81379
2019-11-15,81379
2019-11-16,81379
2019-11-17,81379
2019-11-18,81613
2019-11-19,81613
2019-11-20,81613
2019-11-21,81613
2019-11-22,80928
2019-11-23,80928
2019-11-24,80928
2019-11-25,79796
2019-11-26,79796
2019-11-27,79796
2019-11-28,79796
2019-11-29,78292
2019-11-30,78292
2019-12-01,78292
2019-12-02,77889
2019-12-03,77889
2019-12-04,77889
2019-12-05,78492
2019-12-06,78492
2019-12-07,78492
2019-12-08,78492
2019-12-09,79597
2019-12-10,79597
2019-12-11,79597
2019-12-12,79597
2019-12-13,80537
2019-12-14,80537
2019-12-15,80537
2019-12-16,81630
2019-12-17,81630
2019-12-18,81630
2019-12-19,81630
2019-12-20,81381
2019-12-21,81381
2019-12-22,81381
2019-12-23,83118
2019-12-24,83118
2019-12-25,83182
2019-12-26,83182
2019-12-27,83182
2019-12-28,84849
2019-12-29,84849
2019-12-30,84849
2019-12-31,85429
2020-01-01,85429
2020-01-02,85429
2020-01-03,86894
2020-01-04,86894
2020-01-05,86894
2020-01-06,88431
2020-01-07,88431
2020-01-08,88431
2020-01-09,89079
2020-01-10,89079
2020-01-11,91153
2020-01-12,91153
2020-01-13,91153
2020-01-14,91153
2020-01-15,92204
2020-01-16,92204
2020-01-17,92204
2020-01-18,93705
2020-01-19,93705
2020-01-20,93705
2020-01-21,95642
2020-01-22,95642
2020-01-23,95642
2020-01-24,96305
2020-01-25,96305
2020-01-26,96305
2020-01-27,93778
2020-01-28,93778
2020-01-29,93778
2020-01-30,92721
2020-01-31,92721
2020-02-01,92721
2020-02-02,90420
2020-02-03,90420
2020-02-04,90420
2020-02-05,89071
2020-02-06,89071
2020-02-07,89071
2020-02-08,85840
2020-02-09,85840
2020-02-10,83871
2020-02-11,83871
2020-02-12,83871
2020-02-13,81824
2020-02-14,81824
2020-02-15,81824
2020-02-16,81161
2020-02-17,81161
2020-02-18,80459
2020-02-19,80459
2020-02-20,79605
2020-02-21,79605
2020-02-22,79605
2020-02-23,79561
2020-02-24,79561
2020-02-25,79561
2020-02-26,79979
2020-02-27,79979
2020-02-28,81008
2020-02-29,81008
2020-03-01,81008
2020-03-02,81008
2020-03-03,82528
2020-03-04,82528
2020-03-05,82528
2020-03-06,82470
2020-03-07,82470
2020-03-08,82470
2020-03-09,81649
2020-03-10,81649
2020-03-11,81649
2020-03-12,81812
2020-03-13,81812
2020-03-14,81812
2020-03-15,80460
2020-03-16,80460
2020-03-17,80460
2020-03-18,79267
2020-03-19,79267
2020-03-20,78853
2020-03-21,78853
2020-03-22,78853
2020-03-23,78338
2020-03-24,78338
2020-03-25,78386
2020-03-26,78386
2020-03-27,78386
2020-03-28,78332
2020-03-29,78332
2020-03-30,77103
2020-03-31,77103
2020-04-01,77103
2020-04-02,76918
2020-04-03,76918
2020-04-04,76918
2020-04-05,75769
2020-04-06,75769
2020-04-07,74703
2020-04-08,74703
2020-04-09,74044
2020-04-10,74044
2020-04-11,74044
2020-04-12,74171
2020-04-13,74171
2020-04-14,74171
2020-04-15,73982
2020-04-16,73982
2020-04-17,73982
2020-04-18,75957
2020-04-19,75957
2020-04-20,76870
2020-04-21,76870
2020-04-22,77542
2020-04-23,77542
2020-04-24,77542
2020-04-25,80250
2020-04-26,80250
2020-04-27,81899
2020-04-28,81899
2020-04-29,81899
2020-04-30,83746
2020-05-01,83746
2020-05-02,83746
2020-05-03,85298
2020-05-04,85298
2020-05-05,85298
2020-05-06,86067
2020-05-07,86067
2020-05-08,86067
2020-05-09,87954
2020-05-10,87954
2020-05-11,87954
2020-05-12,88821
2020-05-13,88821
